model_id,model_type,execution_profile,trade_dates,worst_daily_net_pnl_inr,tail_loss_1pct_trade_pnl_inr,max_intraday_drawdown_inr,daily_loss_breach_days,drawdown_breach_days,risk_status
F01_momentum_3_event_h2_q85,feature_edge_candidate,retail_marketable_default,8,-65622.75955180581,-1117.8686639401803,-66097.9001000068,0,0,risk_not_breached_proxy
F01_momentum_3_event_h2_q85,feature_edge_candidate,stressed_retail,8,-98586.46273112451,-1103.6034651529442,-99873.67722226972,1,0,risk_breached_proxy
F01_momentum_3_event_h2_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-141569.5990758827,-1447.9560286149335,-140852.5591434931,1,1,risk_breached_proxy
F01_momentum_3_event_h2_q95,feature_edge_candidate,retail_marketable_default,8,-23061.344415004653,-1047.831789885116,-26781.306677364442,0,0,risk_not_breached_proxy
F01_momentum_3_event_h2_q95,feature_edge_candidate,stressed_retail,8,-76958.3335160897,-1418.558193647137,-77595.47519932197,1,0,risk_breached_proxy
F01_momentum_3_event_h2_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-71578.96588090902,-2075.430824405867,-74068.02035920773,0,0,risk_not_breached_proxy
F01_momentum_3_event_h3_q50,feature_edge_candidate,retail_marketable_default,8,-178459.8174309422,-1016.5642890290583,-178150.05836369796,4,4,risk_breached_proxy
F01_momentum_3_event_h3_q50,feature_edge_candidate,stressed_retail,8,-232068.4844449093,-1013.6876721683782,-232166.1615240932,5,5,risk_breached_proxy
F01_momentum_3_event_h3_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-186995.2904621793,-1141.6472816779035,-186415.40301417344,1,1,risk_breached_proxy
F01_momentum_3_event_h3_q70,feature_edge_candidate,retail_marketable_default,8,-131814.3811707181,-1088.1284509025168,-131504.62210347384,2,2,risk_breached_proxy
F01_momentum_3_event_h3_q70,feature_edge_candidate,stressed_retail,8,-165097.29565845343,-1082.9494618240797,-165866.31446544538,2,2,risk_breached_proxy
F01_momentum_3_event_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-197323.61291584244,-1438.3809082086875,-196743.72546783657,1,1,risk_breached_proxy
F01_momentum_3_event_h3_q85,feature_edge_candidate,retail_marketable_default,8,-73314.6226489878,-1314.4869452534037,-76207.13050019335,0,0,risk_not_breached_proxy
F01_momentum_3_event_h3_q85,feature_edge_candidate,stressed_retail,8,-99387.50919156721,-1115.9469614586953,-99911.57839584441,2,0,risk_breached_proxy
F01_momentum_3_event_h3_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-136999.95797843343,-1872.667597581963,-136415.2224791749,1,1,risk_breached_proxy
F01_momentum_3_event_h3_q95,feature_edge_candidate,retail_marketable_default,8,-33482.56255179627,-1336.858814484387,-38508.6229877366,0,0,risk_not_breached_proxy
F01_momentum_3_event_h3_q95,feature_edge_candidate,stressed_retail,8,-72093.35149145742,-1426.9279660030763,-72770.52989837718,0,0,risk_not_breached_proxy
F01_momentum_3_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-67479.07265641997,-2036.5786640103227,-70547.14746551064,0,0,risk_not_breached_proxy
F01_momentum_3_event_h5_q50,feature_edge_candidate,retail_marketable_default,8,-219877.58101051452,-1158.443770510133,-222778.99640545456,4,4,risk_breached_proxy
F01_momentum_3_event_h5_q50,feature_edge_candidate,stressed_retail,8,-243835.83392109588,-1179.3173107444957,-246398.2826067989,5,4,risk_breached_proxy
F01_momentum_3_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-225146.94966423555,-1319.2263133930055,-224392.39791315125,2,2,risk_breached_proxy
F01_momentum_3_event_h5_q70,feature_edge_candidate,retail_marketable_default,8,-153437.719348937,-1381.3309088932663,-156441.82233546974,2,2,risk_breached_proxy
F01_momentum_3_event_h5_q70,feature_edge_candidate,stressed_retail,8,-175232.16089402937,-1231.8659957202938,-180531.13420877839,2,2,risk_breached_proxy
F01_momentum_3_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-227629.92456529473,-1713.2797273155225,-226741.74252467812,1,1,risk_breached_proxy
F01_momentum_3_event_h5_q85,feature_edge_candidate,retail_marketable_default,8,-84967.08608311368,-1345.6514596610918,-92886.71825915956,2,0,risk_breached_proxy
F01_momentum_3_event_h5_q85,feature_edge_candidate,stressed_retail,8,-117081.34387568437,-1201.518299552923,-120048.04723249751,2,2,risk_breached_proxy
F01_momentum_3_event_h5_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-145017.42561557444,-1940.7100166137695,-144247.56506201433,1,1,risk_breached_proxy
F01_momentum_3_event_h5_q95,feature_edge_candidate,retail_marketable_default,8,-46900.451628311755,-1489.383478766129,-53027.482638040776,0,0,risk_not_breached_proxy
F01_momentum_3_event_h5_q95,feature_edge_candidate,stressed_retail,8,-75250.7930701325,-1303.4774141332698,-77334.66294723656,1,0,risk_breached_proxy
F01_momentum_3_event_h5_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-66844.45942943134,-2079.2902689215593,-73292.13881421869,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h1_q50,feature_edge_candidate,retail_marketable_default,8,-182862.82358692575,-867.6222846707575,-183759.64949922237,8,8,risk_breached_proxy
F02_mlofi_qty_event_h1_q50,feature_edge_candidate,stressed_retail,8,-163205.5815225431,-711.9819798918229,-162962.83605614133,8,8,risk_breached_proxy
F02_mlofi_qty_event_h1_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-52715.95519817399,-648.5629397376898,-67071.93173770695,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h1_q70,feature_edge_candidate,retail_marketable_default,8,-115405.34069724004,-907.0833169411126,-115749.93699048308,5,1,risk_breached_proxy
F02_mlofi_qty_event_h1_q70,feature_edge_candidate,stressed_retail,8,-100554.05625450314,-707.1903371814361,-101178.8157572184,7,1,risk_breached_proxy
F02_mlofi_qty_event_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-56955.349905624964,-711.0956469684985,-63822.93601200614,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h1_q85,feature_edge_candidate,retail_marketable_default,8,-65287.829022781625,-916.8364368706075,-66253.46456254994,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h1_q85,feature_edge_candidate,stressed_retail,8,-47076.81818471092,-692.8384914939982,-47074.81566547154,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h1_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-31021.40140707049,-788.8498682976897,-35910.12692345621,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h1_q95,feature_edge_candidate,retail_marketable_default,8,-25384.13977816036,-886.4138938513515,-25643.220753611346,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h1_q95,feature_edge_candidate,stressed_retail,8,-29525.040230787214,-690.6240158025237,-29644.03024506917,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h1_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-20200.142024413388,-859.9203786593939,-25361.47449909446,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h2_q50,feature_edge_candidate,retail_marketable_default,8,-176097.00172876203,-902.2115447405242,-176654.51471526717,8,8,risk_breached_proxy
F02_mlofi_qty_event_h2_q50,feature_edge_candidate,stressed_retail,8,-160447.4714166011,-826.006065943833,-160131.11790865977,8,8,risk_breached_proxy
F02_mlofi_qty_event_h2_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-60636.86943600823,-771.0760795065208,-74271.39368939566,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h2_q70,feature_edge_candidate,retail_marketable_default,8,-111915.9778770828,-889.2629201228268,-112206.7184089282,3,3,risk_breached_proxy
F02_mlofi_qty_event_h2_q70,feature_edge_candidate,stressed_retail,8,-106902.64859138509,-801.3676463352776,-106874.73188111697,7,3,risk_breached_proxy
F02_mlofi_qty_event_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-62153.232431242155,-811.8079193524787,-67963.73293254826,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h2_q85,feature_edge_candidate,retail_marketable_default,8,-61219.273958607126,-889.3562238181197,-61976.65754327724,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h2_q85,feature_edge_candidate,stressed_retail,8,-50655.39078014139,-784.4896771990607,-50741.79800584848,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h2_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-37750.51529092673,-830.8241029630067,-40016.31552669464,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h2_q95,feature_edge_candidate,retail_marketable_default,8,-23977.351282068088,-886.0452595310841,-23906.451900882446,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h2_q95,feature_edge_candidate,stressed_retail,8,-34495.84059537115,-788.759261973564,-34467.923885103024,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h2_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-23721.344986167504,-870.7631572811574,-26490.505304474926,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h3_q50,feature_edge_candidate,retail_marketable_default,8,-157025.96831144358,-963.741430766566,-157044.39648760774,8,8,risk_breached_proxy
F02_mlofi_qty_event_h3_q50,feature_edge_candidate,stressed_retail,8,-151893.1069230227,-949.4553762564767,-151879.51390339012,8,8,risk_breached_proxy
F02_mlofi_qty_event_h3_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-81432.99477657925,-854.6017014694539,-85969.98604509314,1,0,risk_breached_proxy
F02_mlofi_qty_event_h3_q70,feature_edge_candidate,retail_marketable_default,8,-111699.96447144783,-958.0867647791471,-111499.35241528158,3,2,risk_breached_proxy
F02_mlofi_qty_event_h3_q70,feature_edge_candidate,stressed_retail,8,-97866.80909333214,-919.2359258794494,-97922.61146590865,5,0,risk_breached_proxy
F02_mlofi_qty_event_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-72594.84146662416,-882.9387880180908,-76523.23903571784,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h3_q85,feature_edge_candidate,retail_marketable_default,8,-55749.53451550077,-947.2055148107412,-55778.14098923116,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h3_q85,feature_edge_candidate,stressed_retail,8,-50005.05758777138,-939.2037303096969,-50260.91548648282,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h3_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-42061.48749512603,-899.9812352045352,-45278.0342882765,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h3_q95,feature_edge_candidate,retail_marketable_default,8,-25272.53918019254,-947.2055148107412,-24999.087480672944,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h3_q95,feature_edge_candidate,stressed_retail,8,-33996.08490740229,-994.0123411738033,-33994.40154080381,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-19958.65954450277,-1038.1313833201955,-23547.375192908905,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h5_q50,feature_edge_candidate,retail_marketable_default,8,-152814.1036746286,-1171.0340805178353,-152942.75778873882,8,8,risk_breached_proxy
F02_mlofi_qty_event_h5_q50,feature_edge_candidate,stressed_retail,8,-168896.06752480313,-1103.0829358395256,-173723.46960867543,8,8,risk_breached_proxy
F02_mlofi_qty_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-50332.75258099633,-1016.7454148586495,-68550.5773226564,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h5_q70,feature_edge_candidate,retail_marketable_default,8,-98223.81927330788,-1142.9747277447414,-98647.4915032103,4,0,risk_breached_proxy
F02_mlofi_qty_event_h5_q70,feature_edge_candidate,stressed_retail,8,-93090.33216542129,-1001.5922943905866,-94612.67478533446,5,0,risk_breached_proxy
F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-35699.52776336399,-987.8061544902794,-41588.21633354137,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h5_q85,feature_edge_candidate,retail_marketable_default,8,-50124.1206348386,-1145.8971128262838,-50477.42318192478,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h5_q85,feature_edge_candidate,stressed_retail,8,-46982.61804673898,-916.8339047454563,-47883.00362274125,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h5_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-26297.827794978242,-1049.4385409601466,-28384.61765385179,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h5_q95,feature_edge_candidate,retail_marketable_default,8,-26048.740435781783,-1110.2023496039803,-25643.844293414684,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h5_q95,feature_edge_candidate,stressed_retail,8,-32235.000503689593,-984.2337147905907,-32680.832271129708,0,0,risk_not_breached_proxy
F02_mlofi_qty_event_h5_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-17037.74842972331,-967.836902921919,-23441.275483769794,0,0,risk_not_breached_proxy
F03_l1_imbalance_h1_q50,feature_edge_candidate,retail_marketable_default,8,-144723.88686845865,-742.4562122652559,-148892.5066502776,8,7,risk_breached_proxy
F03_l1_imbalance_h1_q50,feature_edge_candidate,stressed_retail,8,-157648.50453863587,-770.9071886479355,-157768.9698647066,8,8,risk_breached_proxy
F03_l1_imbalance_h1_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-53373.310582396836,-653.3882893578271,-61733.45467476306,0,0,risk_not_breached_proxy
F03_l1_imbalance_h1_q70,feature_edge_candidate,retail_marketable_default,8,-109777.64553029384,-770.2573886006304,-111749.43200481549,7,1,risk_breached_proxy
F03_l1_imbalance_h1_q70,feature_edge_candidate,stressed_retail,8,-133216.12607473787,-885.2609568105547,-133204.27932923756,7,1,risk_breached_proxy
F03_l1_imbalance_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-73752.86246774417,-731.9742279875095,-75669.99386280953,0,0,risk_not_breached_proxy
F03_l1_imbalance_h1_q85,feature_edge_candidate,retail_marketable_default,8,-57488.18213694801,-583.223258995634,-57748.571937841894,0,0,risk_not_breached_proxy
F03_l1_imbalance_h1_q85,feature_edge_candidate,stressed_retail,8,-63901.84857670362,-684.933128590902,-63699.12756783398,0,0,risk_not_breached_proxy
F03_l1_imbalance_h1_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-44182.15814758164,-737.4664420361647,-43742.61053965478,0,0,risk_not_breached_proxy
F03_l1_imbalance_h1_q95,feature_edge_candidate,retail_marketable_default,8,-23409.486679132177,-744.9406061582246,-23420.974239300864,0,0,risk_not_breached_proxy
F03_l1_imbalance_h1_q95,feature_edge_candidate,stressed_retail,8,-31876.623117195857,-795.1352538135773,-31816.337445842113,0,0,risk_not_breached_proxy
F03_l1_imbalance_h1_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-22565.017170271774,-820.8470141168949,-22858.77627167022,0,0,risk_not_breached_proxy
F03_l1_imbalance_h2_q50,feature_edge_candidate,retail_marketable_default,8,-161023.529476778,-875.8115415238817,-160627.25331478004,7,6,risk_breached_proxy
F03_l1_imbalance_h2_q50,feature_edge_candidate,stressed_retail,8,-166381.00053126377,-905.6988941807042,-166517.45829069125,8,7,risk_breached_proxy
F03_l1_imbalance_h2_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-67685.51845822303,-770.9128178803822,-77717.75993405964,0,0,risk_not_breached_proxy
F03_l1_imbalance_h2_q70,feature_edge_candidate,retail_marketable_default,8,-112759.17760724667,-892.5484341596166,-120128.20143000623,5,1,risk_breached_proxy
F03_l1_imbalance_h2_q70,feature_edge_candidate,stressed_retail,8,-147523.25043726334,-940.4123845154583,-148909.71462317964,6,1,risk_breached_proxy
F03_l1_imbalance_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-89894.30160205504,-800.76049835738,-94843.45818927952,1,0,risk_breached_proxy
F03_l1_imbalance_h2_q85,feature_edge_candidate,retail_marketable_default,8,-58851.91309331898,-719.8015103419705,-59150.51633199243,0,0,risk_not_breached_proxy
F03_l1_imbalance_h2_q85,feature_edge_candidate,stressed_retail,8,-74184.74707232327,-916.2782584505496,-74159.56593655741,0,0,risk_not_breached_proxy
F03_l1_imbalance_h2_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-59844.094043559584,-810.8725131478409,-59596.37935749833,0,0,risk_not_breached_proxy
F03_l1_imbalance_h2_q95,feature_edge_candidate,retail_marketable_default,8,-22622.78559530886,-757.0425460923813,-22696.764521484783,0,0,risk_not_breached_proxy
F03_l1_imbalance_h2_q95,feature_edge_candidate,stressed_retail,8,-41104.13388216162,-915.5127816707396,-40867.59060739566,0,0,risk_not_breached_proxy
F03_l1_imbalance_h2_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-33073.51029734558,-1023.0527506502679,-33230.67674604588,0,0,risk_not_breached_proxy
F03_l1_imbalance_h3_q50,feature_edge_candidate,retail_marketable_default,8,-173262.31187320032,-940.7959900442268,-174116.2230901793,7,7,risk_breached_proxy
F03_l1_imbalance_h3_q50,feature_edge_candidate,stressed_retail,8,-178399.7631603364,-965.9480831525827,-179542.34278941512,7,7,risk_breached_proxy
F03_l1_imbalance_h3_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-85364.69802776823,-841.3064995051245,-110258.33433732386,1,1,risk_breached_proxy
F03_l1_imbalance_h3_q70,feature_edge_candidate,retail_marketable_default,8,-139246.51424164657,-1004.4516078731134,-146487.58310108405,5,1,risk_breached_proxy
F03_l1_imbalance_h3_q70,feature_edge_candidate,stressed_retail,8,-157743.21012010856,-1058.7081149905343,-160104.62086604285,6,4,risk_breached_proxy
F03_l1_imbalance_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-98555.91472571697,-942.7638946466153,-113187.17691362504,1,1,risk_breached_proxy
F03_l1_imbalance_h3_q85,feature_edge_candidate,retail_marketable_default,8,-58861.42375748483,-733.7593419676712,-59163.34990379128,0,0,risk_not_breached_proxy
F03_l1_imbalance_h3_q85,feature_edge_candidate,stressed_retail,8,-88861.41242665585,-1057.7711355615663,-89041.24754122253,1,0,risk_breached_proxy
F03_l1_imbalance_h3_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-56728.1125354017,-807.0134695773321,-58625.52484608429,0,0,risk_not_breached_proxy
F03_l1_imbalance_h3_q95,feature_edge_candidate,retail_marketable_default,8,-25863.691685603466,-733.7593419676712,-26066.861105839147,0,0,risk_not_breached_proxy
F03_l1_imbalance_h3_q95,feature_edge_candidate,stressed_retail,8,-48078.104365029234,-928.7917327317463,-47773.385979509505,0,0,risk_not_breached_proxy
F03_l1_imbalance_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-29168.141489697377,-881.3996983166905,-30507.757425930915,0,0,risk_not_breached_proxy
F03_l1_imbalance_h5_q50,feature_edge_candidate,retail_marketable_default,8,-198382.54958386053,-1161.735207034597,-198711.67764808537,6,7,risk_breached_proxy
F03_l1_imbalance_h5_q50,feature_edge_candidate,stressed_retail,8,-201652.31814626226,-1194.584889424358,-202437.42649471597,6,7,risk_breached_proxy
F03_l1_imbalance_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-121533.12643998406,-1070.8006541398222,-139241.75306404906,2,3,risk_breached_proxy
F03_l1_imbalance_h5_q70,feature_edge_candidate,retail_marketable_default,8,-168127.450964286,-2160.1434496875763,-180795.10989940338,5,3,risk_breached_proxy
F03_l1_imbalance_h5_q70,feature_edge_candidate,stressed_retail,8,-189297.1476528465,-1874.6269544561333,-192673.71250160868,5,5,risk_breached_proxy
F03_l1_imbalance_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-133571.35984467322,-2013.714038523888,-158827.2121163029,1,1,risk_breached_proxy
F03_l1_imbalance_h5_q85,feature_edge_candidate,retail_marketable_default,8,-77321.95879562043,-1171.0340805178353,-79950.22513837213,1,0,risk_breached_proxy
F03_l1_imbalance_h5_q85,feature_edge_candidate,stressed_retail,8,-105380.70046040518,-2228.1406883107943,-105539.43789873413,1,1,risk_breached_proxy
F03_l1_imbalance_h5_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-54191.470036997365,-882.7075773669469,-60288.09610684093,0,0,risk_not_breached_proxy
F03_l1_imbalance_h5_q95,feature_edge_candidate,retail_marketable_default,8,-41395.93542694799,-1186.1939525044725,-42515.9225793862,0,0,risk_not_breached_proxy
F03_l1_imbalance_h5_q95,feature_edge_candidate,stressed_retail,8,-48694.57266119981,-1112.855732415489,-48070.595220442876,0,0,risk_not_breached_proxy
F03_l1_imbalance_h5_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-31767.698164971793,-1063.7076248874664,-34578.37686564251,0,0,risk_not_breached_proxy
F04_l5_imbalance_h1_q50,feature_edge_candidate,retail_marketable_default,8,-145971.887650352,-739.4498422600136,-148387.2566773018,8,7,risk_breached_proxy
F04_l5_imbalance_h1_q50,feature_edge_candidate,stressed_retail,8,-165840.9770260482,-764.7737185370914,-165829.1302805479,8,8,risk_breached_proxy
F04_l5_imbalance_h1_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-73929.28611415892,-650.9622768145058,-77911.63227318463,0,0,risk_not_breached_proxy
F04_l5_imbalance_h1_q70,feature_edge_candidate,retail_marketable_default,8,-111059.26913796677,-742.9860829011285,-111099.31796015188,7,1,risk_breached_proxy
F04_l5_imbalance_h1_q70,feature_edge_candidate,stressed_retail,8,-119191.60533159529,-843.7900062025928,-119179.75858609498,7,1,risk_breached_proxy
F04_l5_imbalance_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-61545.36643178424,-628.9112887791321,-63431.99455798409,0,0,risk_not_breached_proxy
F04_l5_imbalance_h1_q85,feature_edge_candidate,retail_marketable_default,8,-58235.816963326244,-670.7265332420725,-58279.16528033116,0,0,risk_not_breached_proxy
F04_l5_imbalance_h1_q85,feature_edge_candidate,stressed_retail,8,-67522.98651851421,-759.5544080522416,-67511.1397730139,0,0,risk_not_breached_proxy
F04_l5_imbalance_h1_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-51348.432183948105,-738.3567508545738,-50908.88457602124,0,0,risk_not_breached_proxy
F04_l5_imbalance_h1_q95,feature_edge_candidate,retail_marketable_default,8,-24711.126157720177,-806.4626849547905,-24644.168238289272,0,0,risk_not_breached_proxy
F04_l5_imbalance_h1_q95,feature_edge_candidate,stressed_retail,8,-29179.417799664938,-764.7050688125235,-29119.132128311194,0,0,risk_not_breached_proxy
F04_l5_imbalance_h1_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-19761.97877676843,-790.8465141085595,-20055.737878166874,0,0,risk_not_breached_proxy
F04_l5_imbalance_h2_q50,feature_edge_candidate,retail_marketable_default,8,-153973.53594275613,-889.4339144645699,-161428.8782988022,7,6,risk_breached_proxy
F04_l5_imbalance_h2_q50,feature_edge_candidate,stressed_retail,8,-170946.27721970816,-915.6817830377107,-171596.56908557145,8,7,risk_breached_proxy
F04_l5_imbalance_h2_q50,feature_edge_candidate,zero_latency_spread_only_control,8,-84370.34877593683,-796.3970627080168,-104992.07448983568,1,1,risk_breached_proxy
F04_l5_imbalance_h2_q70,feature_edge_candidate,retail_marketable_default,8,-120156.35242365042,-882.9631903043527,-122230.47258912606,6,1,risk_breached_proxy
F04_l5_imbalance_h2_q70,feature_edge_candidate,stressed_retail,8,-138520.9642279335,-927.0691951629416,-139207.62249371418,6,2,risk_breached_proxy
F04_l5_imbalance_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,8,-83615.68967329523,-795.4768135283514,-87109.07940392218,1,0,risk_breached_proxy
F04_l5_imbalance_h2_q85,feature_edge_candidate,retail_marketable_default,8,-61363.7533247509,-780.9097250304305,-62196.56911834823,0,0,risk_not_breached_proxy
F04_l5_imbalance_h2_q85,feature_edge_candidate,stressed_retail,8,-86842.52780204407,-941.8204780995936,-86817.34666627822,1,0,risk_breached_proxy
F04_l5_imbalance_h2_q85,feature_edge_candidate,zero_latency_spread_only_control,8,-66887.94570136815,-822.0560811619877,-66640.2310153069,0,0,risk_not_breached_proxy
F04_l5_imbalance_h2_q95,feature_edge_candidate,retail_marketable_default,8,-24325.887276835085,-774.3272709465373,-24157.782343452,0,0,risk_not_breached_proxy
F04_l5_imbalance_h2_q95,feature_edge_candidate,stressed_retail,8,-38583.44914751136,-860.7399850706955,-38346.905872745396,0,0,risk_not_breached_proxy
F04_l5_imbalance_h2_q95,feature_edge_candidate,zero_latency_spread_only_control,8,-21501.07891222596,-695.8449307488418,-21658.245360926256,0,0,risk_not_breached_proxy
F04_l5_imbalance_h3_q50,feature_edge_candidate,retail_marketable_default,8,-173149.3674860659,-919.9035976718035,-182281.58829450211,7,6,risk_breached_proxy
