model_id,model_type,execution_profile,trades,symbols,scenario_days,mean_gross_return,mean_cost_return,mean_zerodha_charge_return,mean_net_return,win_rate_net,total_net_pnl_inr,market_shock_trade_fraction,disconnect_trade_fraction,acceptance_ready,replay_status,feature_id,feature_family,horizon_events,threshold_quantile
F02_mlofi_qty_event_h3_q50,feature_edge_candidate,zero_latency_spread_only_control,9136,5,8,-6.562045474705587e-05,0.0002801409793435183,0.0,-0.0003457614340905741,0.44253502626970226,-315887.6461851485,0.1362740805604203,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,3,0.5
F06_l5_mean_reversion_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,6904,4,8,6.364621031623374e-05,0.000410894096758807,0.0,-0.0003472478864425733,0.45538818076477405,-239739.94079995254,0.1257242178447277,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,5,0.5
F06_l5_mean_reversion_h1_q50,feature_edge_candidate,zero_latency_spread_only_control,7304,4,8,2.9645204639280054e-05,0.00041097903845672073,0.0,-0.0003813338338174407,0.4006024096385542,-278526.2322202587,0.12609529025191676,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,1,0.5
F07_l1_mean_reversion_h1_q50,feature_edge_candidate,zero_latency_spread_only_control,8453,4,8,-3.21786423249089e-05,0.00035195052708703533,0.0,-0.00038412916941194425,0.407665917425766,-324704.3869039165,0.11747308647817344,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,1,0.5
F05_microprice_dev_h1_q50,feature_edge_candidate,zero_latency_spread_only_control,7300,5,8,2.2980917811254904e-05,0.0004102414626647284,0.0,-0.0003872605448534735,0.4075342465753425,-282700.1977430357,0.23493150684931507,0.0,False,event_order_replay_not_acceptance,F05_microprice_dev,microprice_pressure,1,0.5
F06_l5_mean_reversion_h2_q50,feature_edge_candidate,zero_latency_spread_only_control,7212,4,8,1.0174161401310189e-05,0.00041052518612923953,0.0,-0.0004003510247279293,0.4377426511369939,-288733.1590337826,0.12590127565169162,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,2,0.5
F06_l5_mean_reversion_h3_q50,feature_edge_candidate,zero_latency_spread_only_control,7105,4,8,9.115021259946962e-06,0.0004109570449732627,0.0,-0.0004018420237133157,0.4319493314567206,-285508.7578483108,0.12596762843068263,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,3,0.5
F04_l5_imbalance_h3_q50,feature_edge_candidate,zero_latency_spread_only_control,7105,4,8,-9.115021259946962e-06,0.0004109570449732627,0.0,-0.0004200720662332096,0.42448979591836733,-298461.2030586954,0.12596762843068263,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,3,0.5
F04_l5_imbalance_h2_q50,feature_edge_candidate,zero_latency_spread_only_control,7212,4,8,-1.0174161401310189e-05,0.00041052518612923953,0.0,-0.0004206993475305497,0.40931780366056575,-303408.36943903245,0.12590127565169162,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,2,0.5
F02_mlofi_qty_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,5143,4,8,-9.101844019186854e-05,0.0003315851763274651,0.0,-0.00042260361651933365,0.44779311685786505,-217345.0399758933,0.13863503791561346,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,5,0.7
F07_l1_mean_reversion_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,7992,4,8,-7.239104485548612e-05,0.00035182508118592685,0.0,-0.000424216126041413,0.4517017017017017,-339033.52793229726,0.11736736736736737,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,5,0.5
F07_l1_mean_reversion_h2_q50,feature_edge_candidate,zero_latency_spread_only_control,8340,4,8,-7.486339338276041e-05,0.0003518115074694028,0.0,-0.0004266749008521632,0.43333333333333335,-355846.86731070414,0.11726618705035971,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,2,0.5
F07_l1_mean_reversion_h3_q50,feature_edge_candidate,zero_latency_spread_only_control,8227,4,8,-8.551915155650256e-05,0.0003517714225544894,0.0,-0.00043729057411099194,0.43770511729670597,-359758.95532111306,0.11753980794943479,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,3,0.5
F07_l1_mean_reversion_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,4170,3,8,0.00020553236868686478,0.0006450844287343487,0.0,-0.00043955206004748387,0.434052757793765,-183293.20903980077,0.12494004796163069,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,5,0.7
F02_mlofi_qty_event_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,5387,4,8,-0.00010784040380347469,0.00033196986179802936,0.0,-0.000439810265601504,0.4265825134583256,-236925.7900795302,0.13811026545387042,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,2,0.7
F04_l5_imbalance_h1_q50,feature_edge_candidate,zero_latency_spread_only_control,7304,4,8,-2.9645204639280054e-05,0.00041097903845672073,0.0,-0.00044062424309600077,0.39526286966046004,-321831.947157319,0.12609529025191676,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,1,0.5
F02_mlofi_qty_event_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,5292,4,8,-0.0001390193947165194,0.00033159773328176435,0.0,-0.00047061712799828374,0.43065003779289496,-249050.58413669176,0.13813303099017385,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,3,0.7
F04_l5_imbalance_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,6904,4,8,-6.364621031623374e-05,0.000410894096758807,0.0,-0.00047454030707504076,0.44235225955967555,-327622.6280046081,0.1257242178447277,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,5,0.5
F02_mlofi_qty_event_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,5474,4,8,-0.00015753327523433569,0.00033169518829541546,0.0,-0.0004892284635297512,0.3914870295944465,-267803.6609361858,0.13792473511143588,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,1,0.7
F01_momentum_3_event_h5_q50,feature_edge_candidate,zero_latency_spread_only_control,6802,5,8,-0.00029662532368500595,0.00020495532024754814,0.0,-0.0005015806439325541,0.4750073507791826,-341175.1540029233,0.16774478094678036,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,5,0.5
F07_l1_mean_reversion_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,4293,3,8,0.0001332177879552132,0.0006449754530657297,0.0,-0.0005117576651105165,0.3952946657349173,-219697.56563194474,0.12532028884230142,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,3,0.7
F01_momentum_3_event_h3_q50,feature_edge_candidate,zero_latency_spread_only_control,7054,5,8,-0.00032909181335853276,0.00020429103135869052,0.0,-0.0005333828447172234,0.4444286929401758,-376248.25866352936,0.1671392117947264,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,3,0.5
F06_l5_mean_reversion_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,4125,2,8,9.268271707774376e-05,0.0006512312073294667,0.0,-0.000558548490251723,0.4167272727272727,-230401.25222883574,0.11781818181818182,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,5,0.7
F07_l1_mean_reversion_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,4356,3,8,8.489550817064928e-05,0.0006445017136219985,0.0,-0.0005596062054513492,0.3973829201101928,-243764.46309460772,0.1251147842056933,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,2,0.7
F02_mlofi_qty_event_h5_q85,feature_edge_candidate,zero_latency_spread_only_control,2357,4,8,-0.00015344691362737054,0.0004113782936749985,0.0,-0.0005648252073023691,0.4484514212982605,-133129.3013611684,0.15994908782350445,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,5,0.85
F01_momentum_3_event_h2_q50,feature_edge_candidate,zero_latency_spread_only_control,7174,5,8,-0.00037367197957488205,0.0002040660106063742,0.0,-0.0005777379901812564,0.4120434903819348,-414469.23415603326,0.1654586005018121,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,2,0.5
F01_momentum_3_event_h1_q50,feature_edge_candidate,zero_latency_spread_only_control,7303,5,8,-0.00037577710807452333,0.0002036947788146259,0.0,-0.0005794718868891493,0.4269478296590442,-423188.3189951457,0.16363138436259073,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,1,0.5
F05_microprice_dev_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,4248,5,8,7.426503163227228e-05,0.0006576741864818427,0.0,-0.0005834091548495704,0.3964218455743879,-247832.2089800975,0.3919491525423729,0.0,False,event_order_replay_not_acceptance,F05_microprice_dev,microprice_pressure,3,0.7
F01_momentum_3_event_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,4088,5,8,-0.0003980655840991024,0.00018591261527293331,0.0,-0.0005839781993720358,0.48556751467710374,-238730.2879032882,0.21501956947162426,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,5,0.7
F02_mlofi_qty_event_h2_q85,feature_edge_candidate,zero_latency_spread_only_control,2462,4,8,-0.00017495747118173268,0.00041144656982283794,0.0,-0.0005864040410045706,0.4220146222583266,-144372.67489532527,0.16165718927701056,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,2,0.85
F07_l1_mean_reversion_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,4416,3,8,4.598474704590804e-05,0.0006446561334746985,0.0,-0.0005986713864287904,0.34103260869565216,-264373.28424695384,0.12545289855072464,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,1,0.7
F05_microprice_dev_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,4309,5,8,5.8320334096425225e-05,0.0006573907254017344,0.0,-0.0005990703913053093,0.3852401949408215,-258139.43161345777,0.3912740775121838,0.0,False,event_order_replay_not_acceptance,F05_microprice_dev,microprice_pressure,2,0.7
F02_mlofi_qty_event_h1_q85,feature_edge_candidate,zero_latency_spread_only_control,2504,4,8,-0.00019107924198486818,0.0004117547832641835,0.0,-0.0006028340252490517,0.3781948881789137,-150949.63992236255,0.16293929712460065,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,1,0.85
F06_l5_mean_reversion_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,4257,2,8,4.2117653224262106e-05,0.0006496814504727894,0.0,-0.0006075637972485274,0.3803147756636129,-258639.9084886981,0.11815832746065304,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,3,0.7
F05_microprice_dev_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,4118,5,8,4.381929157360956e-05,0.0006590722594127177,0.0,-0.0006152529678391081,0.4252064108790675,-253361.17215614472,0.39242350655658087,0.0,False,event_order_replay_not_acceptance,F05_microprice_dev,microprice_pressure,5,0.7
F06_l5_mean_reversion_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,4321,2,8,1.0024408556875621e-05,0.0006489980359663925,0.0,-0.0006389736274095168,0.3802360564684101,-276100.5044036522,0.11802823420504513,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,2,0.7
F02_mlofi_qty_event_h3_q85,feature_edge_candidate,zero_latency_spread_only_control,2418,4,8,-0.0002310872221257999,0.0004104547290837913,0.0,-0.0006415419512095912,0.41687344913151364,-155124.84380247915,0.15922249793217536,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,3,0.85
F05_microprice_dev_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,4371,5,8,1.2725390223166235e-05,0.0006571366446951086,0.0,-0.0006444112544719424,0.3406543125142988,-281672.159329686,0.39121482498284144,0.0,False,event_order_replay_not_acceptance,F05_microprice_dev,microprice_pressure,1,0.7
F06_l5_mean_reversion_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,4386,2,8,1.0420040948093742e-06,0.0006484157036693402,0.0,-0.0006473736995745308,0.33492932056543545,-283938.1046333892,0.11833105335157319,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,1,0.7
F04_l5_imbalance_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,4386,2,8,-1.0420040948093742e-06,0.0006484157036693402,0.0,-0.0006494577077641496,0.3401732786137711,-284852.150625356,0.11833105335157319,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,1,0.7
F06_l5_mean_reversion_h5_q85,feature_edge_candidate,zero_latency_spread_only_control,2068,1,8,0.000285494886730643,0.0009382322304647565,0.0,-0.0006527373437341136,0.40038684719535783,-134986.0826842147,0.10976789168278529,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,5,0.85
F04_l5_imbalance_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,4321,2,8,-1.0024408556875621e-05,0.0006489980359663925,0.0,-0.0006590224445232681,0.37607035408470263,-284763.59827850416,0.11802823420504513,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,2,0.7
F03_l1_imbalance_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,4416,3,8,-4.598474704590804e-05,0.0006446561334746985,0.0,-0.0006906408805206065,0.3342391304347826,-304987.01283789985,0.12545289855072464,0.0,False,event_order_replay_not_acceptance,F03_l1_imbalance,top_of_book_imbalance,1,0.7
F04_l5_imbalance_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,4257,2,8,-4.2117653224262106e-05,0.0006496814504727894,0.0,-0.0006917991036970516,0.39018087855297157,-294498.87844383484,0.11815832746065304,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,3,0.7
F01_momentum_3_event_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,4282,5,8,-0.0005158332634330624,0.00018582897697022997,0.0,-0.0007016622404032924,0.4455861746847268,-300451.7713406898,0.21158337225595517,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,3,0.7
F04_l5_imbalance_h5_q95,feature_edge_candidate,zero_latency_spread_only_control,668,1,8,0.00024419883129378933,0.0009573557167394978,0.0,-0.0007131568854457086,0.4086826347305389,-47638.879947773334,0.1437125748502994,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,5,0.95
F06_l5_mean_reversion_h3_q85,feature_edge_candidate,zero_latency_spread_only_control,2134,1,8,0.0002145707747159353,0.0009385825487075451,0.0,-0.0007240117739916098,0.3458294283036551,-154504.1125698095,0.11012183692596064,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,3,0.85
F02_mlofi_qty_event_h2_q95,feature_edge_candidate,zero_latency_spread_only_control,985,4,8,-0.0001991914933423073,0.0005255067657121745,0.0,-0.0007246982590544817,0.4010152284263959,-71382.77851686646,0.17766497461928935,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,2,0.95
F01_momentum_3_event_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,4338,5,8,-0.0005408316425416442,0.0001858586497039571,0.0,-0.0007266902922456013,0.42577224527431995,-315238.24877614185,0.2095435684647303,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,2,0.7
F02_mlofi_qty_event_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,969,4,8,-0.0001980845545697851,0.0005297753572619646,0.0,-0.0007278599118317497,0.4107327141382869,-70529.62545649655,0.17440660474716202,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,3,0.95
F03_l1_imbalance_h2_q70,feature_edge_candidate,zero_latency_spread_only_control,4356,3,8,-8.489550817064928e-05,0.0006445017136219985,0.0,-0.0007293972217926478,0.3611111111111111,-317725.4298128774,0.1251147842056933,0.0,False,event_order_replay_not_acceptance,F03_l1_imbalance,top_of_book_imbalance,2,0.7
F07_l1_mean_reversion_h2_q85,feature_edge_candidate,zero_latency_spread_only_control,2170,2,8,0.00019240321814686579,0.0009255285046415474,0.0,-0.0007331252864946815,0.32995391705069127,-159088.1871693459,0.09861751152073733,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,2,0.85
F06_l5_mean_reversion_h2_q85,feature_edge_candidate,zero_latency_spread_only_control,2163,1,8,0.00020407413663453748,0.0009382682205071782,0.0,-0.0007341940838726408,0.3365695792880259,-158806.1803416522,0.10957004160887657,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,2,0.85
F07_l1_mean_reversion_h5_q85,feature_edge_candidate,zero_latency_spread_only_control,2075,2,8,0.00018964967066788477,0.0009249093719114447,0.0,-0.0007352597012435599,0.396144578313253,-152566.3880080387,0.0983132530120482,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,5,0.85
F01_momentum_3_event_h1_q70,feature_edge_candidate,zero_latency_spread_only_control,4405,5,8,-0.0005534112250087723,0.00018532388026473913,0.0,-0.0007387351052735114,0.43496027241770713,-325412.81387298176,0.20703745743473326,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,1,0.7
F04_l5_imbalance_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,4125,2,8,-9.268271707774376e-05,0.0006512312073294667,0.0,-0.0007439139244072104,0.41745454545454547,-306864.49381797435,0.11781818181818182,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,5,0.7
F07_l1_mean_reversion_h3_q85,feature_edge_candidate,zero_latency_spread_only_control,2141,2,8,0.00017218090414824815,0.0009256692447720843,0.0,-0.0007534883406238361,0.338626809901915,-161321.8537275633,0.09901914992993928,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,3,0.85
F03_l1_imbalance_h3_q70,feature_edge_candidate,zero_latency_spread_only_control,4293,3,8,-0.0001332177879552132,0.0006449754530657297,0.0,-0.0007781932410209429,0.37829023992546007,-334078.35837029084,0.12532028884230142,0.0,False,event_order_replay_not_acceptance,F03_l1_imbalance,top_of_book_imbalance,3,0.7
F02_mlofi_qty_event_h5_q95,feature_edge_candidate,zero_latency_spread_only_control,948,4,8,-0.0002613529173162746,0.0005300187029509608,0.0,-0.0007913716202672354,0.41561181434599154,-75022.02960133392,0.17616033755274263,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,5,0.95
F02_mlofi_qty_event_h1_q95,feature_edge_candidate,zero_latency_spread_only_control,1005,4,8,-0.0002700322062035497,0.0005227220275459485,0.0,-0.0007927542337494982,0.34228855721393037,-79671.80049182457,0.1791044776119403,0.0,False,event_order_replay_not_acceptance,F02_mlofi_qty_event,order_flow_imbalance,1,0.95
F07_l1_mean_reversion_h1_q85,feature_edge_candidate,zero_latency_spread_only_control,2205,2,8,0.00011437460159865986,0.0009258192292149406,0.0,-0.0008114446276162807,0.2743764172335601,-178923.5403893899,0.09886621315192744,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,1,0.85
F06_l5_mean_reversion_h1_q85,feature_edge_candidate,zero_latency_spread_only_control,2199,1,8,0.00012350731648774738,0.0009386114289751446,0.0,-0.0008151041124873972,0.2764893133242383,-179241.39433597866,0.110050022737608,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,1,0.85
F03_l1_imbalance_h5_q70,feature_edge_candidate,zero_latency_spread_only_control,4170,3,8,-0.00020553236868686478,0.0006450844287343487,0.0,-0.0008506167974212134,0.40335731414868103,-354707.204524646,0.12494004796163069,0.0,False,event_order_replay_not_acceptance,F03_l1_imbalance,top_of_book_imbalance,5,0.7
F03_l1_imbalance_h5_q95,feature_edge_candidate,zero_latency_spread_only_control,704,2,8,8.990355520269939e-05,0.0009513113947267869,0.0,-0.0008614078395240875,0.421875,-60643.111902495766,0.16335227272727273,0.0,False,event_order_replay_not_acceptance,F03_l1_imbalance,top_of_book_imbalance,5,0.95
F07_l1_mean_reversion_h2_q95,feature_edge_candidate,zero_latency_spread_only_control,756,2,8,5.854885893121243e-05,0.0009518240506414765,0.0,-0.000893275191710264,0.31746031746031744,-67531.60449329596,0.16137566137566137,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,2,0.95
F04_l5_imbalance_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,707,1,8,6.432771146799583e-05,0.000959739798296342,0.0,-0.0008954120868283462,0.33097595473833097,-63305.634538764076,0.1471004243281471,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,3,0.95
F06_l5_mean_reversion_h1_q95,feature_edge_candidate,zero_latency_spread_only_control,737,1,8,5.533514800070571e-05,0.0009612763997571011,0.0,-0.0009059412517563953,0.31343283582089554,-66767.87025444633,0.14925373134328357,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,1,0.95
F07_l1_mean_reversion_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,744,2,8,3.318532284608941e-05,0.0009530657230368913,0.0,-0.0009198804001908019,0.33602150537634407,-68439.10177419566,0.1639784946236559,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,3,0.95
F01_momentum_3_event_h5_q70,feature_edge_candidate,retail_marketable_default,3815,5,8,0.000164911779152549,0.0010909503610586732,0.0008268342590981127,-0.0009260385819061243,0.4107470511140236,-353283.7189971864,0.22280471821756226,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,5,0.7
F04_l5_imbalance_h2_q95,feature_edge_candidate,zero_latency_spread_only_control,726,1,8,2.3999750160224556e-05,0.0009591317698687725,0.0,-0.0009351320197085479,0.33608815426997246,-67890.58463084059,0.14600550964187328,0.0,False,event_order_replay_not_acceptance,F04_l5_imbalance,depth_imbalance,2,0.95
F07_l1_mean_reversion_h1_q95,feature_edge_candidate,zero_latency_spread_only_control,763,2,8,3.2643843378837674e-06,0.0009511967269997491,0.0,-0.0009479323426618653,0.27391874180865006,-72327.23774510033,0.1598951507208388,0.0,False,event_order_replay_not_acceptance,F07_l1_mean_reversion,top_of_book_mean_reversion,1,0.95
F03_l1_imbalance_h1_q95,feature_edge_candidate,zero_latency_spread_only_control,763,2,8,-3.2643843378837674e-06,0.0009511967269997491,0.0,-0.0009544611113376329,0.32503276539973786,-72825.38279506139,0.1598951507208388,0.0,False,event_order_replay_not_acceptance,F03_l1_imbalance,top_of_book_imbalance,1,0.95
F01_momentum_3_event_h3_q70,feature_edge_candidate,retail_marketable_default,4010,5,8,0.00012349840145899074,0.0010928294027960376,0.0008268247564172253,-0.0009693310013370468,0.3802992518703242,-388701.7315361558,0.2139650872817955,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,3,0.7
F06_l5_mean_reversion_h2_q95,feature_edge_candidate,zero_latency_spread_only_control,726,1,8,-2.3999750160224556e-05,0.0009591317698687725,0.0,-0.0009831315200289972,0.3333333333333333,-71375.34835410518,0.14600550964187328,0.0,False,event_order_replay_not_acceptance,F06_l5_mean_reversion,depth_mean_reversion,2,0.95
F03_l1_imbalance_h3_q95,feature_edge_candidate,zero_latency_spread_only_control,744,2,8,-3.318532284608941e-05,0.0009530657230368913,0.0,-0.0009862510458829808,0.3387096774193548,-73377.07781369377,0.1639784946236559,0.0,False,event_order_replay_not_acceptance,F03_l1_imbalance,top_of_book_imbalance,3,0.95
F01_momentum_3_event_h3_q85,feature_edge_candidate,retail_marketable_default,1999,5,8,8.169102288557945e-05,0.0010710360926567861,0.0008268302099629288,-0.0009893450697712066,0.3996998499249625,-197770.07944726423,0.28114057028514255,0.0,False,event_order_replay_not_acceptance,F01_momentum_3_event,short_horizon_momentum,3,0.85
