panel,scenario_id,scenario_grid_id,cancel_latency_ms,decide_latency_ms,move_threshold_spread_fraction,quote_side_rows,cancel_attempted_rows,cancel_succeeded_rows,cancel_lost_race_rows,completed_round_trips,trade_dates,symbols,positive_date_fraction,net_pnl_inr,annualized_return_pct,above12,event_floor_met,date_breadth_met,symbol_breadth_met,positive_date_fraction_met,cost200_acceptance_survivor,avg_effective_cancel_latency_ms,avg_lost_race_net_pnl_inr
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D50_M0p25_J40720260817,P407_C250_D50_M0p25_J40720260817,250,50,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,252.946698662128,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D50_M0p5_J40720260817,P407_C250_D50_M0p5_J40720260817,250,50,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,249.39537408009411,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D50_M0p75_J40720260817,P407_C250_D50_M0p75_J40720260817,250,50,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,240.07220376650795,-322.4280395301272
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D10_M0p25_J40720260817,P407_C400_D10_M0p25_J40720260817,400,10,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,402.40360990607724,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D10_M0p5_J40720260817,P407_C400_D10_M0p5_J40720260817,400,10,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,384.62367638919983,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D10_M0p75_J40720260817,P407_C400_D10_M0p75_J40720260817,400,10,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,399.246451020003,-322.4280395301272
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D20_M0p25_J40720260817,P407_C400_D20_M0p25_J40720260817,400,20,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,408.51606215895,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D20_M0p5_J40720260817,P407_C400_D20_M0p5_J40720260817,400,20,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,402.4224186388279,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D20_M0p75_J40720260817,P407_C400_D20_M0p75_J40720260817,400,20,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,412.2936098507278,-322.4280395301272
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D50_M0p25_J40720260817,P407_C400_D50_M0p25_J40720260817,400,50,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,391.92939596665025,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D50_M0p5_J40720260817,P407_C400_D50_M0p5_J40720260817,400,50,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,391.137177404533,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D50_M0p75_J40720260817,P407_C400_D50_M0p75_J40720260817,400,50,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,391.4061046000855,-322.4280395301272
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D10_M0p25_J40720260817,P407_C700_D10_M0p25_J40720260817,700,10,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,683.7967885830457,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D10_M0p5_J40720260817,P407_C700_D10_M0p5_J40720260817,700,10,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,711.6480446933169,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D10_M0p75_J40720260817,P407_C700_D10_M0p75_J40720260817,700,10,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,722.3241593194887,-322.4280395301272
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D20_M0p25_J40720260817,P407_C700_D20_M0p25_J40720260817,700,20,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,698.2447830425457,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D20_M0p5_J40720260817,P407_C700_D20_M0p5_J40720260817,700,20,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,704.8177012925178,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D20_M0p75_J40720260817,P407_C700_D20_M0p75_J40720260817,700,20,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,677.8992685692514,-322.4280395301272
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D50_M0p25_J40720260817,P407_C700_D50_M0p25_J40720260817,700,50,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,698.2815141231804,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D50_M0p5_J40720260817,P407_C700_D50_M0p5_J40720260817,700,50,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,704.5327589743549,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D50_M0p75_J40720260817,P407_C700_D50_M0p75_J40720260817,700,50,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,722.835964096891,-322.4280395301272
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D10_M0p25_J40720260817,P407_C1000_D10_M0p25_J40720260817,1000,10,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,1007.0485453171816,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D10_M0p5_J40720260817,P407_C1000_D10_M0p5_J40720260817,1000,10,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,1015.0302318903309,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D10_M0p75_J40720260817,P407_C1000_D10_M0p75_J40720260817,1000,10,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,1048.808230720786,-322.4280395301272
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D20_M0p25_J40720260817,P407_C1000_D20_M0p25_J40720260817,1000,20,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,989.1711241446019,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D20_M0p5_J40720260817,P407_C1000_D20_M0p5_J40720260817,1000,20,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,986.519379158542,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D20_M0p75_J40720260817,P407_C1000_D20_M0p75_J40720260817,1000,20,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,964.5033532567124,-322.4280395301272
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D50_M0p25_J40720260817,P407_C1000_D50_M0p25_J40720260817,1000,50,0.25,36,14,1,13,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,994.4029045795063,-259.61359184150905
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D50_M0p5_J40720260817,P407_C1000_D50_M0p5_J40720260817,1000,50,0.5,36,11,1,10,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,1021.3853103433804,-294.3307150737618
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D50_M0p75_J40720260817,P407_C1000_D50_M0p75_J40720260817,1000,50,0.75,36,9,1,8,32,1,3,0.0,-6273.615246657831,-158.09510421577735,0,1,0,1,0,0,1044.2281452138527,-322.4280395301272
