panel,scenario_id,scenario_grid_id,trade_date,symbol,quote_id,side,cancel_latency_ms,decide_latency_ms,move_threshold_spread_fraction,l2_l5_signal,top5_churn,filled,fill_ts,fill_price,cancel_attempted,cancel_succeeded,cancel_lost_race,effective_cancel_latency_ms
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_5250,bid,150,10,0.25,0.026899001860937237,0.03835286652732159,1,1784022083.0,1318.3,1,0,1,141.78295816069743
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,AXISBANK,synthetic_dense_2026-01-01_AXISBANK_5250,ask,150,10,0.25,0.026899001860937237,0.03835286652732159,1,1784022082.0,1318.5,1,0,1,160.20320127069564
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_0,bid,150,10,0.25,-0.5782178217821782,0.012128712871287129,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_0,ask,150,10,0.25,-0.5782178217821782,0.012128712871287129,1,1784020475.0,815.65,1,0,1,139.68209187193534
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_250,bid,150,10,0.25,-0.5695726495726495,0.03482367758186398,1,1784020575.0,816.45,1,0,1,141.0399774104573
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_250,ask,150,10,0.25,-0.5695726495726495,0.03482367758186398,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_500,bid,150,10,0.25,-0.5695726495726495,0.03482367758186398,1,1784020700.0,816.45,1,0,1,136.80097288452816
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_500,ask,150,10,0.25,-0.5695726495726495,0.03482367758186398,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_750,bid,150,10,0.25,-0.5695726495726495,0.03482367758186398,1,1784020825.0,816.45,1,0,1,152.85396387722545
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_750,ask,150,10,0.25,-0.5695726495726495,0.03482367758186398,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_1000,bid,150,10,0.25,-0.5695726495726495,0.03482367758186398,1,1784020950.0,816.45,1,0,1,137.03795926209253
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_1000,ask,150,10,0.25,-0.5695726495726495,0.03482367758186398,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_1250,bid,150,10,0.25,-0.5695726495726495,0.03482367758186398,1,1784021075.0,816.45,1,0,1,138.22123255342194
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_1250,ask,150,10,0.25,-0.5695726495726495,0.03482367758186398,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_0,bid,150,10,0.25,-0.17924059028353506,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_0,ask,150,10,0.25,-0.17924059028353506,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_250,bid,150,10,0.25,-0.17924059028353506,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_250,ask,150,10,0.25,-0.17924059028353506,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_500,bid,150,10,0.25,-0.17924059028353506,0.047200073152889536,1,1784020975.0,1101.6,1,0,1,155.61946463311796
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_500,ask,150,10,0.25,-0.17924059028353506,0.047200073152889536,1,1784020975.0,1101.8,1,0,1,139.64849740331746
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_750,bid,150,10,0.25,-0.19311276164753544,0.04788222384784199,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_750,ask,150,10,0.25,-0.19311276164753544,0.04788222384784199,1,1784021058.0,1099.6,1,0,1,147.60968767245507
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_1000,bid,150,10,0.25,-0.17358490566037735,0.0476609363569861,1,1784021142.0,1105.5,1,0,1,137.503783610875
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_1000,ask,150,10,0.25,-0.17358490566037735,0.0476609363569861,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_1250,bid,150,10,0.25,-0.17924059028353506,0.047200073152889536,1,1784021225.0,1101.6,1,0,1,145.68492281322474
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_1250,ask,150,10,0.25,-0.17924059028353506,0.047200073152889536,1,1784021225.0,1101.8,1,0,1,137.59212213410524
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_0,bid,150,10,0.25,0.4368005266622778,0.04248256935172823,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_0,ask,150,10,0.25,0.4368005266622778,0.04248256935172823,1,1784020475.0,1297.0,1,0,1,136.09801700402292
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_250,bid,150,10,0.25,0.4368005266622778,0.04248256935172823,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_250,ask,150,10,0.25,0.4368005266622778,0.04248256935172823,1,1784020600.0,1297.0,1,0,1,160.83863881362615
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_500,bid,150,10,0.25,0.4368005266622778,0.04248256935172823,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_500,ask,150,10,0.25,0.4368005266622778,0.04248256935172823,1,1784020725.0,1297.0,1,0,1,140.7562165213367
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_750,bid,150,10,0.25,0.4368005266622778,0.04248256935172823,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_750,ask,150,10,0.25,0.4368005266622778,0.04248256935172823,1,1784020850.0,1297.0,1,0,1,142.34499796685662
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_1000,bid,150,10,0.25,0.4368005266622778,0.04248256935172823,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_1000,ask,150,10,0.25,0.4368005266622778,0.04248256935172823,1,1784020975.0,1297.0,1,0,1,136.4110422295719
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_1250,bid,150,10,0.25,0.4368005266622778,0.04248256935172823,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_1250,ask,150,10,0.25,0.4368005266622778,0.04248256935172823,1,1784021100.0,1297.0,1,0,1,156.7187984943381
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_0,bid,150,10,0.25,0.039641731630452814,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_0,ask,150,10,0.25,0.039641731630452814,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_250,bid,150,10,0.25,0.039641731630452814,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_250,ask,150,10,0.25,0.039641731630452814,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_500,bid,150,10,0.25,0.039641731630452814,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_500,ask,150,10,0.25,0.039641731630452814,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_750,bid,150,10,0.25,0.039641731630452814,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_750,ask,150,10,0.25,0.039641731630452814,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_1000,bid,150,10,0.25,0.039641731630452814,0.045803629293583926,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_1000,ask,150,10,0.25,0.039641731630452814,0.045803629293583926,1,1784021475.0,1034.7,1,0,1,151.88232341973526
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_1250,bid,150,10,0.25,0.05912596401028278,0.0459566501044142,1,1784021538.0,1038.8,1,0,1,140.38655858243538
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_1250,ask,150,10,0.25,0.05912596401028278,0.0459566501044142,1,1784021537.0,1039.0,1,0,1,144.1584953970213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_1000,bid,150,10,0.25,0.03365695792880259,0.04457274414620217,1,1786613642.0,1326.2,1,0,1,140.49979766159987
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_1000,ask,150,10,0.25,0.03365695792880259,0.04457274414620217,1,1786613642.0,1326.4,1,0,1,156.18835069383655
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_1750,bid,150,10,0.25,0.03365695792880259,0.04457274414620217,1,1786613892.0,1326.2,1,0,1,168.01446278020651
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_1750,ask,150,10,0.25,0.03365695792880259,0.04457274414620217,1,1786613892.0,1326.4,1,0,1,182.07615313072563
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_2250,bid,150,10,0.25,0.03365695792880259,0.04736214497362145,1,1786614037.0,1326.2,1,0,1,139.88427892562194
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_2250,ask,150,10,0.25,0.03365695792880259,0.04736214497362145,1,1786614038.0,1326.4,1,0,1,167.46982706116006
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_2750,bid,150,10,0.25,0.03365695792880259,0.04736214497362145,1,1786614162.0,1326.2,1,0,1,143.6606170927965
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_2750,ask,150,10,0.25,0.03365695792880259,0.04736214497362145,1,1786614163.0,1326.4,1,0,1,155.4563744931334
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_3250,bid,150,10,0.25,0.03365695792880259,0.04736214497362145,1,1786614287.0,1326.2,1,0,1,139.25527339089365
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_3250,ask,150,10,0.25,0.03365695792880259,0.04736214497362145,1,1786614288.0,1326.4,1,0,1,132.51469212066775
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_3750,bid,150,10,0.25,0.03365695792880259,0.04736214497362145,1,1786614412.0,1326.2,1,0,1,153.39409334907225
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_3750,ask,150,10,0.25,0.03365695792880259,0.04736214497362145,1,1786614413.0,1326.4,1,0,1,144.59493285452226
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_0,bid,150,10,0.25,-0.5560754496271385,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_0,ask,150,10,0.25,-0.5560754496271385,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_250,bid,150,10,0.25,-0.5560754496271385,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_250,ask,150,10,0.25,-0.5560754496271385,0.0,0,0.0,0.0,0,0,0,0.0
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_500,bid,150,10,0.25,-0.5560754496271385,0.13647931034482758,1,1786612975.0,825.0,1,0,1,150.41049292256773
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_500,ask,150,10,0.25,-0.5560754496271385,0.13647931034482758,0,0.0,0.0,0,0,0,0.0
