panel,scenario_id,scenario_grid_id,trade_date,symbol,quote_id,side,cancel_latency_ms,decide_latency_ms,move_threshold_spread_fraction,quote_post_ts,fill_ts,exit_ts,quote_price,exit_bid,exit_ask,quantity,l2_l5_signal,top5_churn,cancel_lost_race,effective_cancel_latency_ms,cost_model_version,buy_value_inr,sell_value_inr,gross_pnl_inr,cost200_inr,net_pnl_inr
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_1000,bid,150,10,0.25,1784020949.0,1784020950.0,1784020989.0,816.45,815.55,815.65,122,-0.5695726495726495,0.03482367758186398,1,137.03795926209253,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99606.90000000001,99497.09999999999,-109.80000000001746,165.271782448,-275.0717824480175
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,HDFCBANK,synthetic_dense_2026-01-01_HDFCBANK_1250,bid,150,10,0.25,1784021074.0,1784021075.0,1784021114.0,816.45,815.55,815.65,122,-0.5695726495726495,0.03482367758186398,1,138.22123255342194,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99606.90000000001,99497.09999999999,-109.80000000001746,165.271782448,-275.0717824480175
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_500,bid,150,10,0.25,1784020975.0,1784020975.0,1784021001.0,1101.6,1099.4,1099.6,90,-0.17924059028353506,0.047200073152889536,1,155.61946463311796,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99143.99999999999,98946.00000000001,-197.9999999999709,165.16814907999998,-363.1681490799709
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_500,ask,150,10,0.25,1784020975.0,1784020975.0,1784021001.0,1101.8,1099.4,1099.6,90,-0.17924059028353506,0.047200073152889536,1,139.64849740331746,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98963.99999999999,99162.0,198.00000000001455,165.16004231199997,32.83995768801458
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_750,ask,150,10,0.25,1784021058.0,1784021058.0,1784021084.0,1099.6,1105.5,1105.7,90,-0.19311276164753544,0.04788222384784199,1,147.60968767245507,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99513.0,98963.99999999999,-549.0000000000146,165.219241324,-714.2192413240145
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_1000,bid,150,10,0.25,1784021141.0,1784021142.0,1784021168.0,1105.5,1101.6,1101.8,90,-0.17358490566037735,0.0476609363569861,1,137.503783610875,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99495.0,99143.99999999999,-351.00000000001455,165.230280868,-516.2302808680146
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_1250,bid,150,10,0.25,1784021225.0,1784021225.0,1784021251.0,1101.6,1099.4,1099.6,90,-0.17924059028353506,0.047200073152889536,1,145.68492281322474,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99143.99999999999,98946.00000000001,-197.9999999999709,165.16814907999998,-363.1681490799709
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,INFY,synthetic_dense_2026-01-01_INFY_1250,ask,150,10,0.25,1784021225.0,1784021225.0,1784021251.0,1101.8,1099.4,1099.6,90,-0.17924059028353506,0.047200073152889536,1,137.59212213410524,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,98963.99999999999,99162.0,198.00000000001455,165.16004231199997,32.83995768801458
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_0,ask,150,10,0.25,1784020475.0,1784020475.0,1784020514.0,1297.0,1298.0,1298.2,77,0.4368005266622778,0.04248256935172823,1,136.09801700402292,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99961.40000000001,99869.0,-92.40000000000873,165.3473958848,-257.7473958848087
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_250,ask,150,10,0.25,1784020600.0,1784020600.0,1784020639.0,1297.0,1298.0,1298.2,77,0.4368005266622778,0.04248256935172823,1,160.83863881362615,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99961.40000000001,99869.0,-92.40000000000873,165.3473958848,-257.7473958848087
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_500,ask,150,10,0.25,1784020725.0,1784020725.0,1784020764.0,1297.0,1298.0,1298.2,77,0.4368005266622778,0.04248256935172823,1,140.7562165213367,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99961.40000000001,99869.0,-92.40000000000873,165.3473958848,-257.7473958848087
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_750,ask,150,10,0.25,1784020850.0,1784020850.0,1784020889.0,1297.0,1298.0,1298.2,77,0.4368005266622778,0.04248256935172823,1,142.34499796685662,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99961.40000000001,99869.0,-92.40000000000873,165.3473958848,-257.7473958848087
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_1000,ask,150,10,0.25,1784020975.0,1784020975.0,1784021014.0,1297.0,1298.0,1298.2,77,0.4368005266622778,0.04248256935172823,1,136.4110422295719,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99961.40000000001,99869.0,-92.40000000000873,165.3473958848,-257.7473958848087
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,RELIANCE,synthetic_dense_2026-01-01_RELIANCE_1250,ask,150,10,0.25,1784021100.0,1784021100.0,1784021139.0,1297.0,1298.0,1298.2,77,0.4368005266622778,0.04248256935172823,1,156.7187984943381,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99961.40000000001,99869.0,-92.40000000000873,165.3473958848,-257.7473958848087
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_1000,ask,150,10,0.25,1784021475.0,1784021475.0,1784021494.0,1034.7,1043.0,1043.2,96,0.039641731630452814,0.045803629293583926,1,151.88232341973526,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,100147.20000000001,99331.20000000001,-816.0,165.33221006080004,-981.3322100608
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_1250,bid,150,10,0.25,1784021537.0,1784021538.0,1784021557.0,1038.8,1035.8,1036.0,96,0.05912596401028278,0.0459566501044142,1,140.38655858243538,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99724.79999999999,99436.79999999999,-288.0,165.28316561919996,-453.28316561919996
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-01-01,SBIN,synthetic_dense_2026-01-01_SBIN_1250,ask,150,10,0.25,1784021537.0,1784021537.0,1784021557.0,1039.0,1035.8,1036.0,96,0.05912596401028278,0.0459566501044142,1,144.1584953970213,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99456.0,99744.0,288.0,165.26991040000004,122.73008959999996
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_1000,bid,150,10,0.25,1786613641.0,1786613642.0,1786613668.0,1326.2,1327.9,1328.1,75,0.03365695792880259,0.04457274414620217,1,140.49979766159987,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99465.0,99592.5,127.5,165.25978969,-37.75978968999999
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_1000,ask,150,10,0.25,1786613641.0,1786613642.0,1786613668.0,1326.4,1327.9,1328.1,75,0.03365695792880259,0.04457274414620217,1,156.18835069383655,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99607.5,99480.0,-127.5,165.27058405000002,-292.77058405
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_1750,bid,150,10,0.25,1786613891.0,1786613892.0,1786613918.0,1326.2,1327.9,1328.1,75,0.03365695792880259,0.04457274414620217,1,168.01446278020651,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99465.0,99592.5,127.5,165.25978969,-37.75978968999999
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_1750,ask,150,10,0.25,1786613891.0,1786613892.0,1786613918.0,1326.4,1327.9,1328.1,75,0.03365695792880259,0.04457274414620217,1,182.07615313072563,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99607.5,99480.0,-127.5,165.27058405000002,-292.77058405
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_2250,bid,150,10,0.25,1786614037.0,1786614037.0,1786614057.0,1326.2,1322.6,1322.8,75,0.03365695792880259,0.04736214497362145,1,139.88427892562194,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99465.0,99195.0,-270.0,165.23005192000002,-435.23005192000005
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_2250,ask,150,10,0.25,1786614037.0,1786614038.0,1786614057.0,1326.4,1322.6,1322.8,75,0.03365695792880259,0.04736214497362145,1,167.46982706116006,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99210.0,99480.0,270.0,165.21699628,104.78300372000001
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_2750,bid,150,10,0.25,1786614162.0,1786614162.0,1786614182.0,1326.2,1322.6,1322.8,75,0.03365695792880259,0.04736214497362145,1,143.6606170927965,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99465.0,99195.0,-270.0,165.23005192000002,-435.23005192000005
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_2750,ask,150,10,0.25,1786614162.0,1786614163.0,1786614182.0,1326.4,1322.6,1322.8,75,0.03365695792880259,0.04736214497362145,1,155.4563744931334,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99210.0,99480.0,270.0,165.21699628,104.78300372000001
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_3250,bid,150,10,0.25,1786614287.0,1786614287.0,1786614307.0,1326.2,1322.6,1322.8,75,0.03365695792880259,0.04736214497362145,1,139.25527339089365,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99465.0,99195.0,-270.0,165.23005192000002,-435.23005192000005
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_3250,ask,150,10,0.25,1786614287.0,1786614288.0,1786614307.0,1326.4,1322.6,1322.8,75,0.03365695792880259,0.04736214497362145,1,132.51469212066775,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99210.0,99480.0,270.0,165.21699628,104.78300372000001
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_3750,bid,150,10,0.25,1786614412.0,1786614412.0,1786614432.0,1326.2,1322.6,1322.8,75,0.03365695792880259,0.04736214497362145,1,153.39409334907225,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99465.0,99195.0,-270.0,165.23005192000002,-435.23005192000005
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,AXISBANK,synthetic_dense_2026-02-02_AXISBANK_3750,ask,150,10,0.25,1786614412.0,1786614413.0,1786614432.0,1326.4,1322.6,1322.8,75,0.03365695792880259,0.04736214497362145,1,144.59493285452226,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99210.0,99480.0,270.0,165.21699628,104.78300372000001
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_500,bid,150,10,0.25,1786612975.0,1786612975.0,1786613014.0,825.0,823.7,823.8,121,-0.5560754496271385,0.13647931034482758,1,150.41049292256773,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99825.0,99667.70000000001,-157.29999999998836,165.31394787239998,-322.61394787238834
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_750,bid,150,10,0.25,1786613100.0,1786613100.0,1786613139.0,825.0,823.7,823.8,121,-0.5560754496271385,0.13647931034482758,1,151.65335988802164,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99825.0,99667.70000000001,-157.29999999998836,165.31394787239998,-322.61394787238834
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_1000,bid,150,10,0.25,1786613225.0,1786613225.0,1786613264.0,825.0,823.7,823.8,121,-0.5560754496271385,0.13647931034482758,1,158.81327834016656,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99825.0,99667.70000000001,-157.29999999998836,165.31394787239998,-322.61394787238834
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,HDFCBANK,synthetic_dense_2026-02-02_HDFCBANK_1250,bid,150,10,0.25,1786613350.0,1786613350.0,1786613389.0,825.0,823.7,823.8,121,-0.5560754496271385,0.13647931034482758,1,152.1239069489995,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99825.0,99667.70000000001,-157.29999999998836,165.31394787239998,-322.61394787238834
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,INFY,synthetic_dense_2026-02-02_INFY_0,bid,150,10,0.25,1786612475.0,1786612475.0,1786612514.0,1107.3,1106.3,1106.5,90,-0.16734082397003747,0.13768028846153846,1,132.1031831582533,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99657.0,99567.0,-90.0,165.283765888,-255.283765888
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,INFY,synthetic_dense_2026-02-02_INFY_250,bid,150,10,0.25,1786612600.0,1786612600.0,1786612639.0,1107.3,1106.3,1106.5,90,-0.16734082397003747,0.13768028846153846,1,161.60121501822573,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99657.0,99567.0,-90.0,165.283765888,-255.283765888
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,INFY,synthetic_dense_2026-02-02_INFY_500,bid,150,10,0.25,1786612725.0,1786612725.0,1786612764.0,1107.3,1106.3,1106.5,90,-0.16734082397003747,0.13768028846153846,1,147.55259861236766,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99657.0,99567.0,-90.0,165.283765888,-255.283765888
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-02-02,INFY,synthetic_dense_2026-02-02_INFY_750,bid,150,10,0.25,1786612850.0,1786612850.0,1786612889.0,1107.3,1106.3,1106.5,90,-0.16734082397003747,0.13768028846153846,1,148.48158690293982,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99657.0,99567.0,-90.0,165.283765888,-255.283765888
