experiment_id,quarter_profile,simulation_seed,strategy_id,parameter_set_id,control_id,segment_scope,status,retain_failed_run,support_level,rows_evaluated,signal_rows,signal_fraction,mean_future_return_when_signaled,signed_mean_future_return,directional_accuracy_nonzero,trades,mean_gross_return,mean_cost_return,mean_net_return,win_rate_net,total_net_pnl_units,phase12_status,execution_profile,run_status,proxy_control_description,proxy_signal_fraction,proxy_signed_mean_future_return,proxy_directional_accuracy_nonzero,proxy_mean_net_return,proxy_total_net_pnl_units,negative_control_interpretable,negative_control_result,parameter_smoothness_status,walk_forward_status,holdout_status,acceptance_eligible
EXP13_000011,Q-A,910001,S03,S03_P001,NC02,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,280437,0.1241399550870967,-5.557827884135418e-05,-0.0007002190251234,0.4667490123914711,273433,0.005990936929589,0.0002860055352754,0.0057049313943136,0.5813051094783731,1559.9165059413592,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Delayed-signal proxy: degrades signal edge and modestly reduces executable turnover.,0.11172595957838703,-0.00024507665879318997,0.4883621543370149,0.00199672598800976,545.9707770794757,True,fail_proxy,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000012,Q-A,910001,S03,S03_P001,NC03,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,280437,0.1241399550870967,-5.557827884135418e-05,-0.0007002190251234,0.4667490123914711,273433,0.005990936929589,0.0002860055352754,0.0057049313943136,0.5813051094783731,1559.9165059413592,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Inverted-signal proxy: reverses directional edge while preserving turnover.,0.1241399550870967,0.0007002190251234,0.533250987608529,-0.0057049313943136,-1559.9165059413592,True,pass_proxy,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000013,Q-A,910001,S04,S04_P001,BASE,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,424857,0.18806979427978,-3.5295594839684494e-05,-0.0002029895080413,0.4807483053127582,414097,0.0007004281145659,0.000422656833453,0.0002777712811128,0.5049952064371391,115.0242541950051,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Registered base experiment using current proxy evidence.,0.18806979427978,-0.0002029895080413,0.4807483053127582,0.0002777712811128,115.0242541950051,False,base_case,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000014,Q-A,910001,S04,S04_P001,NC01,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,424857,0.18806979427978,-3.5295594839684494e-05,-0.0002029895080413,0.4807483053127582,414097,0.0007004281145659,0.000422656833453,0.0002777712811128,0.5049952064371391,115.0242541950051,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Shuffle-within-time-bucket proxy: preserves turnover but removes most predictive coupling.,0.18806979427978,-4.059790160826e-06,0.49961496610625517,1.388856405564e-05,5.751212709750256,True,pass_proxy,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000015,Q-A,910001,S04,S04_P001,NC02,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,424857,0.18806979427978,-3.5295594839684494e-05,-0.0002029895080413,0.4807483053127582,414097,0.0007004281145659,0.000422656833453,0.0002777712811128,0.5049952064371391,115.0242541950051,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Delayed-signal proxy: degrades signal edge and modestly reduces executable turnover.,0.169262814851802,-7.1046327814455e-05,0.49326190685946536,9.721994838947999e-05,40.25848896825178,True,fail_proxy,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000016,Q-A,910001,S04,S04_P001,NC03,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,424857,0.18806979427978,-3.5295594839684494e-05,-0.0002029895080413,0.4807483053127582,414097,0.0007004281145659,0.000422656833453,0.0002777712811128,0.5049952064371391,115.0242541950051,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Inverted-signal proxy: reverses directional edge while preserving turnover.,0.18806979427978,0.0002029895080413,0.5192516946872419,-0.0002777712811128,-115.0242541950051,True,pass_proxy,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000017,Q-A,910001,S05,S05_P001,BASE,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,445761,0.1973232865833657,-3.283749874119368e-05,-3.173406544904255e-05,0.4970549662398569,436366,-0.0009514075201409,0.0006219573480199,-0.0015733648681609,0.4619470811199773,-686.5629340599112,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Registered base experiment using current proxy evidence.,0.1973232865833657,-3.173406544904255e-05,0.4970549662398569,-0.0015733648681609,-686.5629340599112,False,base_case,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000018,Q-A,910001,S05,S05_P001,NC01,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,445761,0.1973232865833657,-3.283749874119368e-05,-3.173406544904255e-05,0.4970549662398569,436366,-0.0009514075201409,0.0006219573480199,-0.0015733648681609,0.4619470811199773,-686.5629340599112,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Shuffle-within-time-bucket proxy: preserves turnover but removes most predictive coupling.,0.1973232865833657,-6.34681308980851e-07,0.49994109932479713,-7.866824340804501e-05,-34.32814670299556,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000019,Q-A,910001,S05,S05_P001,NC02,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,445761,0.1973232865833657,-3.283749874119368e-05,-3.173406544904255e-05,0.4970549662398569,436366,-0.0009514075201409,0.0006219573480199,-0.0015733648681609,0.4619470811199773,-686.5629340599112,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Delayed-signal proxy: degrades signal edge and modestly reduces executable turnover.,0.17759095792502913,-1.1106922907164892e-05,0.4989692381839499,-0.000550677703856315,-240.2970269209689,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000020,Q-A,910001,S05,S05_P001,NC03,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,445761,0.1973232865833657,-3.283749874119368e-05,-3.173406544904255e-05,0.4970549662398569,436366,-0.0009514075201409,0.0006219573480199,-0.0015733648681609,0.4619470811199773,-686.5629340599112,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Inverted-signal proxy: reverses directional edge while preserving turnover.,0.1973232865833657,3.173406544904255e-05,0.5029450337601431,0.0015733648681609,686.5629340599112,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000021,Q-A,910001,S06,S06_P001,BASE,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,33809,0.0149660984161849,1.825262356343081e-05,4.177498873783354e-05,0.5058174403262564,32989,-0.0006992988929032,0.0004341742504704,-0.0011334731433737,0.4850707811694807,-37.39214552675613,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Registered base experiment using current proxy evidence.,0.0149660984161849,4.177498873783354e-05,0.5058174403262564,-0.0011334731433737,-37.39214552675613,False,base_case,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000022,Q-A,910001,S06,S06_P001,NC01,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,33809,0.0149660984161849,1.825262356343081e-05,4.177498873783354e-05,0.5058174403262564,32989,-0.0006992988929032,0.0004341742504704,-0.0011334731433737,0.4850707811694807,-37.39214552675613,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Shuffle-within-time-bucket proxy: preserves turnover but removes most predictive coupling.,0.0149660984161849,8.354997747566708e-07,0.5001163488065251,-5.6673657168685e-05,-1.8696072763378067,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000023,Q-A,910001,S06,S06_P001,NC02,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,33809,0.0149660984161849,1.825262356343081e-05,4.177498873783354e-05,0.5058174403262564,32989,-0.0006992988929032,0.0004341742504704,-0.0011334731433737,0.4850707811694807,-37.39214552675613,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Delayed-signal proxy: degrades signal edge and modestly reduces executable turnover.,0.01346948857456641,1.4621246058241739e-05,0.5020361041141898,-0.00039671560018079494,-13.087250934364645,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000024,Q-A,910001,S06,S06_P001,NC03,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,33809,0.0149660984161849,1.825262356343081e-05,4.177498873783354e-05,0.5058174403262564,32989,-0.0006992988929032,0.0004341742504704,-0.0011334731433737,0.4850707811694807,-37.39214552675613,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Inverted-signal proxy: reverses directional edge while preserving turnover.,0.0149660984161849,-4.177498873783354e-05,0.4941825596737436,0.0011334731433737,37.39214552675613,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000025,Q-A,910001,S07,S07_P001,BASE,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,234969,0.1040128125278049,-4.186520240457083e-05,2.6168207619607295e-05,0.5018027897183963,229939,0.0003229563083937,0.0007124224689919,-0.0003894661605982,0.4897516297800721,-89.55345950180472,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Registered base experiment using current proxy evidence.,0.1040128125278049,2.6168207619607295e-05,0.5018027897183963,-0.0003894661605982,-89.55345950180472,False,base_case,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000026,Q-A,910001,S07,S07_P001,NC01,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,234969,0.1040128125278049,-4.186520240457083e-05,2.6168207619607295e-05,0.5018027897183963,229939,0.0003229563083937,0.0007124224689919,-0.0003894661605982,0.4897516297800721,-89.55345950180472,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Shuffle-within-time-bucket proxy: preserves turnover but removes most predictive coupling.,0.1040128125278049,5.233641523921459e-07,0.5000360557943679,-1.947330802991e-05,-4.477672975090236,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000027,Q-A,910001,S07,S07_P001,NC02,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,234969,0.1040128125278049,-4.186520240457083e-05,2.6168207619607295e-05,0.5018027897183963,229939,0.0003229563083937,0.0007124224689919,-0.0003894661605982,0.4897516297800721,-89.55345950180472,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Delayed-signal proxy: degrades signal edge and modestly reduces executable turnover.,0.0936115312750244,9.158872666862553e-06,0.5006309764014387,-0.00013631315620936998,-31.34371082563165,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000028,Q-A,910001,S07,S07_P001,NC03,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,234969,0.1040128125278049,-4.186520240457083e-05,2.6168207619607295e-05,0.5018027897183963,229939,0.0003229563083937,0.0007124224689919,-0.0003894661605982,0.4897516297800721,-89.55345950180472,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Inverted-signal proxy: reverses directional edge while preserving turnover.,0.1040128125278049,-2.6168207619607295e-05,0.4981972102816037,0.0003894661605982,89.55345950180472,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000029,Q-A,910001,S08,S08_P001,BASE,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,442897,0.1960554908525262,-4.279309773015187e-05,2.132301475451864e-05,0.506523238174045,432090,2.88220990134605e-05,0.0004190569796227,-0.0003902348806092,0.4915781434423384,-168.6165895624471,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Registered base experiment using current proxy evidence.,0.1960554908525262,2.132301475451864e-05,0.506523238174045,-0.0003902348806092,-168.6165895624471,False,base_case,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000030,Q-A,910001,S08,S08_P001,NC01,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,442897,0.1960554908525262,-4.279309773015187e-05,2.132301475451864e-05,0.506523238174045,432090,2.88220990134605e-05,0.0004190569796227,-0.0003902348806092,0.4915781434423384,-168.6165895624471,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Shuffle-within-time-bucket proxy: preserves turnover but removes most predictive coupling.,0.1960554908525262,4.2646029509037284e-07,0.5001304647634809,-1.951174403046e-05,-8.430829478122355,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000031,Q-A,910001,S08,S08_P001,NC02,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,442897,0.1960554908525262,-4.279309773015187e-05,2.132301475451864e-05,0.506523238174045,432090,2.88220990134605e-05,0.0004190569796227,-0.0003902348806092,0.4915781434423384,-168.6165895624471,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Delayed-signal proxy: degrades signal edge and modestly reduces executable turnover.,0.17644994176727358,7.463055164081524e-06,0.5022831333609158,-0.00013658220821322,-59.01580634685648,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000032,Q-A,910001,S08,S08_P001,NC03,calibration_development_and_validation_only,planned_not_run,True,partial_missing_required_features,2259039,442897,0.1960554908525262,-4.279309773015187e-05,2.132301475451864e-05,0.506523238174045,432090,2.88220990134605e-05,0.0004190569796227,-0.0003902348806092,0.4915781434423384,-168.6165895624471,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Inverted-signal proxy: reverses directional edge while preserving turnover.,0.1960554908525262,-2.132301475451864e-05,0.493476761825955,0.0003902348806092,168.6165895624471,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000033,Q-A,910001,S09,S09_P001,BASE,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,585389,0.2591318697906499,-1.4368176368434902e-05,-1.3759880224424898e-05,0.4978171996937406,573331,0.0001806309334137,0.0005568462450286,-0.0003762153116148,0.4799757905991478,-215.6959008234724,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Registered base experiment using current proxy evidence.,0.2591318697906499,-1.3759880224424898e-05,0.4978171996937406,-0.0003762153116148,-215.6959008234724,False,base_case,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000034,Q-A,910001,S09,S09_P001,NC01,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,585389,0.2591318697906499,-1.4368176368434902e-05,-1.3759880224424898e-05,0.4978171996937406,573331,0.0001806309334137,0.0005568462450286,-0.0003762153116148,0.4799757905991478,-215.6959008234724,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Shuffle-within-time-bucket proxy: preserves turnover but removes most predictive coupling.,0.2591318697906499,-2.7519760448849795e-07,0.4999563439938748,-1.8810765580740002e-05,-10.784795041173622,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000035,Q-A,910001,S09,S09_P001,NC02,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,585389,0.2591318697906499,-1.4368176368434902e-05,-1.3759880224424898e-05,0.4978171996937406,573331,0.0001806309334137,0.0005568462450286,-0.0003762153116148,0.4799757905991478,-215.6959008234724,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Delayed-signal proxy: degrades signal edge and modestly reduces executable turnover.,0.23321868281158492,-4.815958078548714e-06,0.4992360198928092,-0.00013167535906517998,-75.49356528821534,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000036,Q-A,910001,S09,S09_P001,NC03,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,585389,0.2591318697906499,-1.4368176368434902e-05,-1.3759880224424898e-05,0.4978171996937406,573331,0.0001806309334137,0.0005568462450286,-0.0003762153116148,0.4799757905991478,-215.6959008234724,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Inverted-signal proxy: reverses directional edge while preserving turnover.,0.2591318697906499,1.3759880224424898e-05,0.5021828003062594,0.0003762153116148,215.6959008234724,False,not_interpretable_base_not_positive,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000037,Q-A,910002,S01,S01_P001,BASE,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,164347,0.0727508467095964,7.631563340181627e-06,-0.0011058946140748,0.4343022896994383,160629,0.0074459809555115,0.0003485759542083,0.0070974050013031,0.617285795217551,1140.0490679543216,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Registered base experiment using current proxy evidence.,0.0727508467095964,-0.0011058946140748,0.4343022896994383,0.0070974050013031,1140.0490679543216,False,base_case,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000038,Q-A,910002,S01,S01_P001,NC01,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,164347,0.0727508467095964,7.631563340181627e-06,-0.0011058946140748,0.4343022896994383,160629,0.0074459809555115,0.0003485759542083,0.0070974050013031,0.617285795217551,1140.0490679543216,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Shuffle-within-time-bucket proxy: preserves turnover but removes most predictive coupling.,0.0727508467095964,-2.2117892281496e-05,0.4986860457939888,0.000354870250065155,57.00245339771608,True,pass_proxy,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
EXP13_000039,Q-A,910002,S01,S01_P001,NC02,calibration_development_and_validation_only,planned_not_run,True,runnable_proxy,2259039,164347,0.0727508467095964,7.631563340181627e-06,-0.0011058946140748,0.4343022896994383,160629,0.0074459809555115,0.0003485759542083,0.0070974050013031,0.617285795217551,1140.0490679543216,simulated_marketable_proxy_not_acceptance,retail_marketable_default,executed_proxy_smoke_not_acceptance,Delayed-signal proxy: degrades signal edge and modestly reduces executable turnover.,0.06547576203863677,-0.00038706311492617995,0.4770058013948034,0.0024840917504560848,399.0171737840125,True,fail_proxy,not_evaluated_single_parameter_set,not_evaluated_static_proxy_inputs,not_evaluated_calibration_validation_scope_only,False
