shard_index,shard_path,trade_date,symbol,strategy_id,source_strategy_id,feature_family,feature_status,execution_profile,trades,sum_gross_return,sum_cost_return,sum_net_return,mean_gross_return,mean_cost_return,mean_net_return,net_pnl_inr,worst_trade_pnl_inr,threshold_quantile,total_latency_events,fixed_slippage_ticks,internal_impact_bps,zerodha_charge_bps
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-16,ADANIPORTS,P164_S01_MLOFI_BREAKOUT,S01,momentum_breakout_mlofi,replayable_from_local_l1_l5_book_state,retail_marketable_default,19,0.0,0.022889761251885545,-0.022889761251885545,0.0,0.0012047242764150288,-0.0012047242764150288,-2288.9761251885548,-120.50395711160483,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-07,ADANIPORTS,P164_S01_MLOFI_BREAKOUT,S01,momentum_breakout_mlofi,replayable_from_local_l1_l5_book_state,retail_marketable_default,39,0.0,0.06366733293543997,-0.06366733293543997,0.0,0.0016324957162933325,-0.0016324957162933325,-6366.733293543995,-163.56013095016132,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-02,ADANIPORTS,P164_S01_MLOFI_BREAKOUT,S01,momentum_breakout_mlofi,replayable_from_local_l1_l5_book_state,stressed_retail,24,0.0,0.05102258608286505,-0.05102258608286505,0.0,0.0021259410867860437,-0.0021259410867860437,-5102.258608286507,-212.68857049381685,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-22,ADANIPORTS,P164_S01_MLOFI_BREAKOUT,S01,momentum_breakout_mlofi,replayable_from_local_l1_l5_book_state,stressed_retail,20,0.0,0.03466200676098418,-0.03466200676098418,0.0,0.001733100338049209,-0.001733100338049209,-3466.200676098417,-173.3413923087794,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-08,ADANIPORTS,P164_S01_MLOFI_BREAKOUT,S01,momentum_breakout_mlofi,replayable_from_local_l1_l5_book_state,stressed_retail,15,0.0,0.025958721722194964,-0.025958721722194964,0.0,0.001730581448146331,-0.001730581448146331,-2595.872172219496,-173.08697665316285,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-16,ADANIPORTS,P164_S01_MLOFI_BREAKOUT,S01,momentum_breakout_mlofi,replayable_from_local_l1_l5_book_state,stressed_retail,19,0.0,0.029893316753142572,-0.029893316753142572,0.0,0.0015733324606917144,-0.0015733324606917144,-2989.3316753142576,-157.38579518600804,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-01,ADANIPORTS,P164_S01_MLOFI_BREAKOUT,S01,momentum_breakout_mlofi,replayable_from_local_l1_l5_book_state,stressed_retail,5,0.0,0.007881248595871325,-0.007881248595871325,0.0,0.001576249719174265,-0.001576249719174265,-788.1248595871325,-157.6249719174265,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-07,ADANIPORTS,P164_S01_MLOFI_BREAKOUT,S01,momentum_breakout_mlofi,replayable_from_local_l1_l5_book_state,stressed_retail,39,0.0,0.08916510955906655,-0.08916510955906655,0.0,0.002286284860488886,-0.002286284860488886,-8916.510955906653,-229.1460849169356,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-16,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,1920,-0.0075567193988493875,0.20980265319907834,-0.2173593725979278,-3.935791353567389e-06,0.00010927221520785331,-0.00011320800656142074,-21735.937259793096,-976.9499798883288,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-28,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,320,-0.0008622083310878548,0.04421581185066674,-0.04507802018175461,-2.694401034649546e-06,0.00013817441203333355,-0.00014086881306798316,-4507.802018175424,-33.71455653612313,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-30,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,320,-2.470877957871931e-05,0.03514137540047597,-0.03516608418005469,-7.721493618349784e-08,0.00010981679812648739,-0.0001098940130626709,-3516.6084180055054,-45.162158229538555,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-15,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,960,-0.00127509636936729,0.10463302023839068,-0.10590811660775794,-1.328225384757594e-06,0.00010899272941499028,-0.00011032095479974785,-10590.8116607759,-58.29815693372485,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-01,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,320,-0.0012115101707792508,0.03516401402715288,-0.03637552419793215,-3.785969283685159e-06,0.00010988754383485275,-0.00011367351311853797,-3637.552419793207,-110.71170041359719,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-16,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,retail_marketable_default,1856,-0.007195669070621857,2.235765064047141,-2.2429607331177626,-3.876976869947121e-06,0.0012046147974391925,-0.0012084917743091393,-224296.07331177426,-1086.4472296834674,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-28,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,retail_marketable_default,320,-0.0008622083310878548,0.4132279904867872,-0.41409019881787507,-2.694401034649546e-06,0.00129133747027121,-0.0012940318713058597,-41409.01988178748,-149.03063894278978,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-30,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,retail_marketable_default,320,-2.470877957871931e-05,0.38600398257564167,-0.3860286913552204,-7.721493618349784e-08,0.0012062624455488802,-0.0012063396604850636,-38602.86913552153,-154.80671785483617,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-15,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,retail_marketable_default,960,-0.00127509636936729,1.1556394147726088,-1.1569145111419759,-1.328225384757594e-06,0.0012037910570548008,-0.0012051192824395582,-115691.45111419699,-167.7730604603473,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-19,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,retail_marketable_default,2,0.0,0.0022492733005836894,-0.0022492733005836894,0.0,0.0011246366502918447,-0.0011246366502918447,-224.92733005836894,-112.46366502918447,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-01,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,retail_marketable_default,320,-0.0012115101707792508,0.3860726815246233,-0.3872841916954026,-3.785969283685159e-06,0.001206477129764448,-0.0012102630990481332,-38728.419169540044,-220.3704091805678,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-16,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,stressed_retail,1856,-0.007195669070621857,2.9197673870806735,-2.926963056151295,-3.876976869947121e-06,0.0015731505318322594,-0.0015770275087022064,-292696.3056151287,-1123.2632794786061,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-28,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,stressed_retail,320,-0.0008622083310878548,0.5496612823692965,-0.5505234907003843,-2.694401034649546e-06,0.0017176915074040514,-0.001720385908438701,-55052.34907003821,-191.6655213494564,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-30,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,stressed_retail,320,-2.470877957871931e-05,0.5042867715830874,-0.5043114803626662,-7.721493618349784e-08,0.0015758961611971483,-0.0015759733761333318,-50431.14803626626,-191.77007748013372,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-01,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,stressed_retail,320,-0.0012115101707792508,0.5044025749463044,-0.5056140851170835,-3.785969283685159e-06,0.0015762580467072011,-0.001580044015990886,-50561.40851170814,-257.3479179475384,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-19,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,stressed_retail,4,0.0,0.0057594123352789645,-0.0057594123352789645,0.0,0.0014398530838197411,-0.0014398530838197411,-575.9412335278964,-143.9853083819741,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-15,ADANIPORTS,P164_S02_MULTI_LEVEL_OFI,S02,multi_level_order_flow_imbalance,replayable_from_local_l1_l5_book_state,stressed_retail,960,-0.00127509636936729,1.5089074013833654,-1.5101824977527325,-1.328225384757594e-06,0.0015717785431076724,-0.0015731067684924297,-151018.2497752732,-204.56676398696973,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-05,ADANIPORTS,P164_S03_LIQUIDITY_VACUUM,S03,liquidity_vacuum_breakout,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,262,0.0,0.021696367116924648,-0.021696367116924648,0.0,8.281056151497958e-05,-8.281056151497958e-05,-2169.636711692462,-8.28491262179324,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-23,ADANIPORTS,P164_S03_LIQUIDITY_VACUUM,S03,liquidity_vacuum_breakout,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,251,0.0,0.020718573543075807,-0.020718573543075807,0.0,8.254411770149725e-05,-8.254411770149725e-05,-2071.8573543075804,-8.257172386362853,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-19,ADANIPORTS,P164_S03_LIQUIDITY_VACUUM,S03,liquidity_vacuum_breakout,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,241,0.0,0.01990676153131294,-0.01990676153131294,0.0,8.260067025441054e-05,-8.260067025441054e-05,-1990.6761531312961,-8.263825379859256,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-05,ADANIPORTS,P164_S03_LIQUIDITY_VACUUM,S03,liquidity_vacuum_breakout,replayable_from_local_l1_l5_book_state,retail_marketable_default,259,0.0,0.29143825387666594,-0.29143825387666594,0.0,0.0011252442234620306,-0.0011252442234620306,-29143.82538766661,-112.53593786537972,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-23,ADANIPORTS,P164_S03_LIQUIDITY_VACUUM,S03,liquidity_vacuum_breakout,replayable_from_local_l1_l5_book_state,retail_marketable_default,249,0.0,0.2799866122193602,-0.2799866122193602,0.0,0.0011244442257805631,-0.0011244442257805631,-27998.66122193601,-112.45271715908858,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-19,ADANIPORTS,P164_S03_LIQUIDITY_VACUUM,S03,liquidity_vacuum_breakout,replayable_from_local_l1_l5_book_state,retail_marketable_default,239,0.0,0.2687825466298814,-0.2687825466298814,0.0,0.0011246131658154033,-0.0011246131658154033,-26878.254662988093,-112.47267613957777,0.985,2,1.0,0.5,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-19,ADANIPORTS,P164_S03_LIQUIDITY_VACUUM,S03,liquidity_vacuum_breakout,replayable_from_local_l1_l5_book_state,stressed_retail,239,0.0,0.34411553238313536,-0.34411553238313536,0.0,0.0014398139430256709,-0.0014398139430256709,-34411.55323831349,-144.00032689929628,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-23,ADANIPORTS,P164_S03_LIQUIDITY_VACUUM,S03,liquidity_vacuum_breakout,replayable_from_local_l1_l5_book_state,stressed_retail,249,0.0,0.35844356169893327,-0.35844356169893327,0.0,0.001439532376300937,-0.001439532376300937,-35844.3561698933,-143.96706193181427,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-05,ADANIPORTS,P164_S03_LIQUIDITY_VACUUM,S03,liquidity_vacuum_breakout,replayable_from_local_l1_l5_book_state,stressed_retail,259,0.0,0.37318421779444333,-0.37318421779444333,0.0,0.0014408657057700515,-0.0014408657057700515,-37318.42177944436,-144.10576310896622,0.985,4,2.0,2.0,8.26812
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-07,ADANIPORTS,P164_S04_TRADE_FLOW_DEPTH,S04,trade_flow_depth_confirmation,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,9,0.0,0.0022671518399335275,-0.0022671518399335275,0.0,0.00025190575999261416,-0.00025190575999261416,-226.71518399335275,-25.263051523996136,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-02,ADANIPORTS,P164_S04_TRADE_FLOW_DEPTH,S04,trade_flow_depth_confirmation,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,20,0.0,0.004396803987252393,-0.004396803987252393,0.0,0.00021984019936261966,-0.00021984019936261966,-439.68039872523923,-22.001474098763367,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-22,ADANIPORTS,P164_S04_TRADE_FLOW_DEPTH,S04,trade_flow_depth_confirmation,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,19,0.0,0.00268415035755795,-0.00268415035755795,0.0,0.0001412710714504184,-0.0001412710714504184,-268.415035755795,-14.132038461755878,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-01,ADANIPORTS,P164_S04_TRADE_FLOW_DEPTH,S04,trade_flow_depth_confirmation,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,5,0.0,0.0005494377191742651,-0.0005494377191742651,0.0,0.00010988754383485302,-0.00010988754383485302,-54.94377191742651,-10.988754383485302,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-08,ADANIPORTS,P164_S04_TRADE_FLOW_DEPTH,S04,trade_flow_depth_confirmation,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,10,0.0,0.0014080055443907134,-0.0014080055443907134,0.0,0.00014080055443907135,-0.00014080055443907135,-140.80055443907136,-14.082642579714799,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-16,ADANIPORTS,P164_S04_TRADE_FLOW_DEPTH,S04,trade_flow_depth_confirmation,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,29,0.0,0.003169086207259956,-0.003169086207259956,0.0,0.00010927883473310193,-0.00010927883473310193,-316.9086207259957,-10.940919037201612,0.985,0,0.0,0.0,0.0
1,raw_synthetic_l2_phase162_distributional_full_year/profile=P159_DISTRIBUTIONAL_FULL_PARTITION_CADENCE/trade_month=2026-01/symbol=ADANIPORTS/part-00000.parquet,2026-01-28,ADANIPORTS,P164_S04_TRADE_FLOW_DEPTH,S04,trade_flow_depth_confirmation,replayable_from_local_l1_l5_book_state,zero_latency_spread_only_control,5,0.0,0.0006908720601666661,-0.0006908720601666661,0.0,0.0001381744120333332,-0.0001381744120333332,-69.0872060166666,-13.81744120333332,0.985,0,0.0,0.0,0.0
