work_order_id,source_scenario_id,symbol,announcement_time_ist,market_session,diagnostic_trade_date,diagnostic_start_rule,description,status,horizon_seconds,start_ms,entry_ms,exit_ms,entry_delay_ms,holding_ms,forced_exit,entry_mid,exit_mid,mid_return_bps,entry_bid,entry_ask,exit_bid,exit_ask,entry_spread,exit_spread,entry_top5_qty_imbalance,exit_top5_qty_imbalance,entry_l2_l5_qty_imbalance,exit_l2_l5_qty_imbalance,entry_top5_order_imbalance,exit_top5_order_imbalance,quantity,buy_value_inr,sell_value_inr,gross_pnl_inr,zerodha_charges_1x_inr,zerodha_charges_2x_inr,net_pnl_inr,side_flip_net_pnl_inr,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_model_version,cost_profile,capacity_selected
P341_2026-07-10_BAJAJ-AUTO_106693161,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,BAJAJ-AUTO,10-Jul-2026 11:05:02,regular_session,2026-07-10,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783661702000,1783661702665,1783662604665,665,902000,0,10198.25,10167.75,-29.90709190302258,10196.5,10200.0,10166.5,10169.0,3.5,2.5,-0.4713656387665198,0.22330097087378642,-0.5596330275229358,0.13333333333333333,-0.5454545454545454,-0.18181818181818182,9,91800.0,91498.5,-301.5,79.81046369100001,159.62092738200002,-461.120927382,141.87907261799998,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-10_BHARTIARTL_106693009,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,BHARTIARTL,10-Jul-2026 10:02:55,regular_session,2026-07-10,first_real_tick_after_announcement,Record Date,filled,900,1783657975000,1783657977665,1783658879164,2665,901499,0,1914.5,1916.2,8.879603029511859,1914.2,1914.8,1916.0,1916.4,0.599999999999909,0.40000000000009095,-0.002820432466311501,0.6711240566662253,0.04805491990846682,0.6658438753471151,0.1320754716981132,0.40625,52,99569.59999999999,99632.0,62.40000000000873,82.63842304960001,165.27684609920001,-102.87684609919128,-227.67684609920875,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-10_DRREDDY_106692956,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,10-Jul-2026 08:51:29,pre_open_or_overnight,2026-07-10,market_open_same_day,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783655100000,1783655104834,1783656004913,4834,900079,0,1240.45,1239.8000000000002,-5.240033858679218,1239.2,1241.7,1239.7,1239.9,2.5,0.20000000000004547,-0.46798029556650245,-0.6671846671846672,-0.5323901712583767,-0.6676423629590208,-0.07692307692307693,-0.2608695652173913,80,99336.0,99176.0,-160.0,82.605619872,165.211239744,-325.211239744,-5.211239744000011,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_HCLTECH_106692256,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,HCLTECH,09-Jul-2026 17:02:22,post_close,2026-07-10,market_open_next_available_real_l2_day,Updates,filled,900,1783655100000,1783655104833,1783656005663,4833,900830,0,1182.5,1175.65,-57.9281183932339,1181.4,1183.6,1175.5,1175.8,2.199999999999818,0.2999999999999545,0.48184019370460046,0.40468227424749165,0.4723618090452261,0.43928035982008995,-0.07692307692307693,-0.15789473684210525,84,99422.4,98742.0,-680.3999999999942,82.5952095464,165.1904190928,-845.5904190927941,515.2095809071942,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_HDFCBANK_106692277,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,HDFCBANK,09-Jul-2026 17:09:34,post_close,2026-07-10,market_open_next_available_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783655100000,1783655104834,1783656004913,4834,900079,0,824.5,823.875,-7.580351728320195,824.05,824.95,823.85,823.9,0.900000000000091,0.049999999999954525,0.5092165898617511,-0.3639300730250055,0.40106141015921154,-0.4103965251506235,0.06666666666666667,0.10256410256410256,121,99818.95000000001,99685.85,-133.10000000000582,82.65724504880001,165.31449009760001,-298.41449009760584,-32.214490097594194,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_ICICIBANK_106693061,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,ICICIBANK,10-Jul-2026 10:32:30,regular_session,2026-07-10,first_real_tick_after_announcement,ESOP/ESOS/ESPS,filled,900,1783659750000,1783659754919,1783660658379,4919,903460,0,1401.55,1402.65,7.848453497913999,1401.5,1401.6,1402.6,1402.7,0.09999999999990905,0.10000000000013642,-0.517662877398851,-0.3809663250366032,-0.41781125387682766,-0.09658421672555949,-0.34210526315789475,-0.37254901960784315,71,99513.59999999999,99584.59999999999,71.0,82.6328752692,165.2657505384,-94.2657505384,-236.2657505384,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-10_KOTAKBANK_106692598,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,KOTAKBANK,09-Jul-2026 19:37:41,post_close,2026-07-10,market_open_next_available_real_l2_day,General Updates,filled,900,1783655100000,1783655100663,1783656000663,663,900000,0,377.875,380.15,60.20509427720747,377.75,378.0,380.1,380.2,0.25,0.0999999999999659,-0.5037364130434783,-0.05478385044787745,-0.50625,-0.07103027084439724,-0.16666666666666666,-0.12121212121212122,264,99792.0,100346.40000000001,554.4000000000087,82.6801369904,165.3602739808,389.03972601920873,-719.7602739808087,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-10_KOTAKBANK_106692658,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,KOTAKBANK,09-Jul-2026 20:20:33,post_close,2026-07-10,market_open_next_available_real_l2_day,General Updates,filled,900,1783655100000,1783655100663,1783656000663,663,900000,0,377.875,380.15,60.20509427720747,377.75,378.0,380.1,380.2,0.25,0.0999999999999659,-0.5037364130434783,-0.05478385044787745,-0.50625,-0.07103027084439724,-0.16666666666666666,-0.12121212121212122,264,99792.0,100346.40000000001,554.4000000000087,82.6801369904,165.3602739808,389.03972601920873,-719.7602739808087,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-10_M&M_106692090,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,M&M,09-Jul-2026 16:05:27,post_close,2026-07-10,market_open_next_available_real_l2_day,General Updates,filled,900,1783655100000,1783655104833,1783656007413,4833,902580,0,3116.3,3114.1,-7.059654076951104,3116.1,3116.5,3114.0,3114.2,0.40000000000009095,0.1999999999998181,0.04838709677419355,-0.2727272727272727,0.3118279569892473,-0.3681462140992167,-0.09090909090909091,-0.10344827586206896,32,99728.0,99648.0,-80.0,82.649698656,165.299397312,-245.299397312,-85.299397312,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_M&M_106693381,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,M&M,10-Jul-2026 13:21:18,regular_session,2026-07-10,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783669878000,1783669878594,1783670782614,594,904020,0,3120.95,3126.95,19.22491549047566,3120.9,3121.0,3126.9,3127.0,0.09999999999990905,0.09999999999990905,-0.837160751565762,-0.7309868007542426,-0.8035714285714286,-0.34789391575663026,-0.4,-0.41935483870967744,32,99872.0,100060.8,188.8000000000029,82.6748463168,165.3496926336,23.45030736640291,-354.1496926336029,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-10_ONGC_106692689,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,ONGC,09-Jul-2026 21:22:07,post_close,2026-07-10,market_open_next_available_real_l2_day,Outcome of Board Meeting,filled,900,1783655100000,1783655104833,1783656005663,4833,900830,0,243.845,244.485,26.246180975620366,243.69,244.0,244.45,244.52,0.3100000000000023,0.0700000000000216,-0.24555403556771546,-0.6671511627906976,-0.16632942128692838,-0.7396351575456053,0.2222222222222222,-0.02857142857142857,409,99796.0,99980.04999999999,184.04999999998836,82.66670292629999,165.33340585259998,18.716594147388378,-349.38340585258834,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_SBIN_106692841,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,SBIN,09-Jul-2026 23:03:55,post_close,2026-07-10,market_open_next_available_real_l2_day,General Updates,filled,900,1783655100000,1783655100663,1783656001663,663,901000,0,1029.35,1029.5,1.4572302909611985,1029.2,1029.5,1029.4,1029.6,0.2999999999999545,0.1999999999998181,0.2020317876454203,0.21062871754961365,0.2216451666945887,0.2053956019043301,0.14285714285714285,0.23809523809523808,97,99861.5,99851.8,-9.69999999999709,82.6663206998,165.3326413996,-175.03264139959708,-155.6326413996029,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_TCS_106692052,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,TCS,09-Jul-2026 15:52:21,post_close,2026-07-10,market_open_next_available_real_l2_day,Outcome of Board Meeting,filled,900,1783655100000,1783655104834,1783656005663,4834,900829,0,2115.3,2088.8,-125.27773838226254,2113.7,2116.9,2088.5,2089.1,3.200000000000273,0.599999999999909,-0.7599243856332704,0.5300400534045394,-0.8729838709677419,0.5440115440115441,0.23076923076923078,0.52,47,99494.3,98159.5,-1334.800000000003,82.5782670428,165.1565340856,-1499.956534085603,1169.643465914403,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_TCS_106692059,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,TCS,09-Jul-2026 15:54:18,post_close,2026-07-10,market_open_next_available_real_l2_day,Dividend,filled,900,1783655100000,1783655104834,1783656005663,4834,900829,0,2115.3,2088.8,-125.27773838226254,2113.7,2116.9,2088.5,2089.1,3.200000000000273,0.599999999999909,-0.7599243856332704,0.5300400534045394,-0.8729838709677419,0.5440115440115441,0.23076923076923078,0.52,47,99494.3,98159.5,-1334.800000000003,82.5782670428,165.1565340856,-1499.956534085603,1169.643465914403,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_TCS_106692063,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,TCS,09-Jul-2026 15:56:06,post_close,2026-07-10,market_open_next_available_real_l2_day,Press Release,filled,900,1783655100000,1783655104834,1783656005663,4834,900829,0,2115.3,2088.8,-125.27773838226254,2113.7,2116.9,2088.5,2089.1,3.200000000000273,0.599999999999909,-0.7599243856332704,0.5300400534045394,-0.8729838709677419,0.5440115440115441,0.23076923076923078,0.52,47,99494.3,98159.5,-1334.800000000003,82.5782670428,165.1565340856,-1499.956534085603,1169.643465914403,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_TCS_106692067,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,TCS,09-Jul-2026 15:57:25,post_close,2026-07-10,market_open_next_available_real_l2_day,General Updates,filled,900,1783655100000,1783655104834,1783656005663,4834,900829,0,2115.3,2088.8,-125.27773838226254,2113.7,2116.9,2088.5,2089.1,3.200000000000273,0.599999999999909,-0.7599243856332704,0.5300400534045394,-0.8729838709677419,0.5440115440115441,0.23076923076923078,0.52,47,99494.3,98159.5,-1334.800000000003,82.5782670428,165.1565340856,-1499.956534085603,1169.643465914403,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_TCS_106692731,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,TCS,09-Jul-2026 22:27:13,post_close,2026-07-10,market_open_next_available_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783655100000,1783655104834,1783656005663,4834,900829,0,2115.3,2088.8,-125.27773838226254,2113.7,2116.9,2088.5,2089.1,3.200000000000273,0.599999999999909,-0.7599243856332704,0.5300400534045394,-0.8729838709677419,0.5440115440115441,0.23076923076923078,0.52,47,99494.3,98159.5,-1334.800000000003,82.5782670428,165.1565340856,-1499.956534085603,1169.643465914403,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-13_DRREDDY_106695517,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,13-Jul-2026 14:35:09,regular_session,2026-07-13,first_real_tick_after_announcement,Press Release,filled,900,1783933509000,1783933511706,1783934415084,2706,903378,0,1232.5,1232.4,-0.8113590263684304,1232.4,1232.6,1232.1,1232.7,0.1999999999998181,0.6000000000001364,0.43320129636298166,-0.6458297057287132,0.4155455904334828,-0.620172478440195,0.11864406779661017,-0.24050632911392406,81,99840.59999999999,99800.09999999999,-40.5,82.6629780242,165.3259560484,-205.8259560484,-124.8259560484,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-13_HDFCBANK_106694495,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,HDFCBANK,10-Jul-2026 23:50:18,post_close,2026-07-13,market_open_next_available_real_l2_day,Shareholders meeting,filled,900,1783914300000,1783914305195,1783915205710,5195,900515,0,817.25,812.1,-63.016212909146255,817.15,817.35,812.0,812.2,0.20000000000004547,0.20000000000004547,0.8658361844606252,-0.11759753017120404,0.8965766199386318,-0.015691969820410188,0.963963963963964,-0.009523809523809525,122,99716.7,99064.0,-652.6999999999971,82.6270918642,165.2541837284,-817.9541837283971,487.4458162715971,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
