candidate_id,latency_profile_id,split_role,decision_events,decision_rate,gross_return_bps_proxy_mean,cost_bound_bps_mean,net_return_bps_after_cost_proxy_mean,net_positive_event_fraction,shuffled_time_net_bps_proxy_mean,net_edge_over_shuffled_time_bps,test_rows_used,promotion_allowed
P187_TOP5_I55_S5p0_Z2_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,11634,0.010776063689370749,-6.777953672408259,15.943457629218749,-22.72141130162701,0.00042977479800584495,-9.065031835405303,-13.656379466221708,0,0
P187_TOP5_I55_S5p0_Z2_R50,P180_STRESSED_RETAIL,train,11634,0.010776063689370749,-6.777953672408259,20.570755427871802,-27.348709100280058,0.00025786487880350697,-17.128148160267564,-10.220560940012493,0,0
P187_TOP5_I55_S5p0_Z2_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,11634,0.010776063689370749,-6.777953672408259,15.943457629218749,-22.72141130162701,0.00042977479800584495,-14.199650071887268,-8.521761229739743,0,0
P187_TOP5_I55_S5p0_Z2_R100,P180_STRESSED_RETAIL,train,11634,0.010776063689370749,-6.777953672408259,20.570755427871802,-27.348709100280058,0.00025786487880350697,-20.57685230263843,-6.771856797641629,0,0
P187_TOP5_I55_S5p0_Z2_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,11634,0.010776063689370749,-6.777953672408259,15.943457629218749,-22.72141130162701,0.00042977479800584495,-15.947095758770612,-6.7743155428563995,0,0
P187_TOP5_I55_S5p0_Z2_R200,P180_STRESSED_RETAIL,train,11634,0.010776063689370749,-6.777953672408259,20.570755427871802,-27.348709100280058,0.00025786487880350697,-17.136840601075573,-10.211868499204485,0,0
P187_TOP5_I55_S10p0_Z0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,294358,0.27265089869999953,2.8867725407420197,16.09045808685818,-13.20368554611616,0.0015966951806983332,-15.612872639959802,2.4091870938436415,0,0
P187_TOP5_I55_S10p0_Z0_R50,P180_STRESSED_RETAIL,train,294358,0.27265089869999953,2.8867725407420197,20.649258373448756,-17.76248583270674,0.0012841505921361064,-19.423258506039236,1.6607726733324952,0,0
P187_TOP5_I55_S10p0_Z0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,294358,0.27265089869999953,2.8867725407420197,16.09045808685818,-13.20368554611616,0.0015966951806983332,-15.7372198467674,2.5335343006512403,0,0
P187_TOP5_I55_S10p0_Z0_R100,P180_STRESSED_RETAIL,train,294358,0.27265089869999953,2.8867725407420197,20.649258373448756,-17.76248583270674,0.0012841505921361064,-20.37561152561486,2.6131256929081204,0,0
P187_TOP5_I55_S10p0_Z0_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,294358,0.27265089869999953,2.8867725407420197,16.09045808685818,-13.20368554611616,0.0015966951806983332,-15.201122566665829,1.9974370205496683,0,0
P187_TOP5_I55_S10p0_Z0_R200,P180_STRESSED_RETAIL,train,294358,0.27265089869999953,2.8867725407420197,20.649258373448756,-17.76248583270674,0.0012841505921361064,-19.829778139197217,2.067292306490476,0,0
P187_TOP5_I55_S10p0_Z1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,22157,0.020523056830444187,1.9386338907410132,17.817485668992035,-15.87885177825102,0.001218576522092341,-15.997786850562987,0.11893507231196665,0,0
P187_TOP5_I55_S10p0_Z1_R50,P180_STRESSED_RETAIL,train,22157,0.020523056830444187,1.9386338907410132,23.80431691634351,-21.86568302560249,0.000992914203186352,-22.006204279100775,0.14052125349828515,0,0
P187_TOP5_I55_S10p0_Z1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,22157,0.020523056830444187,1.9386338907410132,17.817485668992035,-15.87885177825102,0.001218576522092341,-21.432603045924534,5.553751267673514,0,0
P187_TOP5_I55_S10p0_Z1_R100,P180_STRESSED_RETAIL,train,22157,0.020523056830444187,1.9386338907410132,23.80431691634351,-21.86568302560249,0.000992914203186352,-23.804646803509275,1.9389637779067854,0,0
P187_TOP5_I55_S10p0_Z1_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,22157,0.020523056830444187,1.9386338907410132,17.817485668992035,-15.87885177825102,0.001218576522092341,-12.406324994470392,-3.472526783780628,0,0
P187_TOP5_I55_S10p0_Z1_R200,P180_STRESSED_RETAIL,train,22157,0.020523056830444187,1.9386338907410132,23.80431691634351,-21.86568302560249,0.000992914203186352,-23.796094764726398,1.9304117391239082,0,0
P187_TOP5_I55_S10p0_Z2_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,12772,0.011830143152883204,-3.0337288391444677,17.654037326999173,-20.687766166143643,0.0007046664578766051,-14.522447654625182,-6.1653185115184606,0,0
P187_TOP5_I55_S10p0_Z2_R50,P180_STRESSED_RETAIL,train,12772,0.011830143152883204,-3.0337288391444677,23.429034747593946,-26.46276358673841,0.000548073911681804,-20.30072394804841,-6.1620396386900005,0,0
P187_TOP5_I55_S10p0_Z2_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,12772,0.011830143152883204,-3.0337288391444677,17.654037326999173,-20.687766166143643,0.0007046664578766051,-12.960211142036732,-7.727555024106911,0,0
P187_TOP5_I55_S10p0_Z2_R100,P180_STRESSED_RETAIL,train,12772,0.011830143152883204,-3.0337288391444677,23.429034747593946,-26.46276358673841,0.000548073911681804,-24.996426949352855,-1.466336637385556,0,0
P187_TOP5_I55_S10p0_Z2_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,12772,0.011830143152883204,-3.0337288391444677,17.654037326999173,-20.687766166143643,0.0007046664578766051,-16.096565324880807,-4.591200841262836,0,0
P187_TOP5_I55_S10p0_Z2_R200,P180_STRESSED_RETAIL,train,12772,0.011830143152883204,-3.0337288391444677,23.429034747593946,-26.46276358673841,0.000548073911681804,-18.741396146981607,-7.721367439756804,0,0
P187_TOP5_I65_S2p5_Z0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,120724,0.11182134371975194,3.204689169549908,12.115858372176687,-8.911169202626777,0.0017643550578178323,-12.111658282629179,3.200489080002402,0,0
P187_TOP5_I65_S2p5_Z0_R50,P180_STRESSED_RETAIL,train,120724,0.11182134371975194,3.204689169549908,14.207237217523828,-11.002548047973923,0.0013916039892647692,-14.200274894361355,3.1977268463874324,0,0
P187_TOP5_I65_S2p5_Z0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,120724,0.11182134371975194,3.204689169549908,12.115858372176687,-8.911169202626777,0.0017643550578178323,-11.939005858942346,3.0278366563155696,0,0
P187_TOP5_I65_S2p5_Z0_R100,P180_STRESSED_RETAIL,train,120724,0.11182134371975194,3.204689169549908,14.207237217523828,-11.002548047973923,0.0013916039892647692,-14.196058295997972,3.193510248024049,0,0
P187_TOP5_I65_S2p5_Z0_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,120724,0.11182134371975194,3.204689169549908,12.115858372176687,-8.911169202626777,0.0017643550578178323,-11.273003181441862,2.361833978815085,0,0
P187_TOP5_I65_S2p5_Z0_R200,P180_STRESSED_RETAIL,train,120724,0.11182134371975194,3.204689169549908,14.207237217523828,-11.002548047973923,0.0013916039892647692,-14.206053143990163,3.20350509601624,0,0
P187_TOP5_I65_S2p5_Z1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,8341,0.007725902289241998,4.987139159855925,12.134792006865283,-7.1476528470093585,0.0015585661191703632,-9.705015169653462,2.557362322644104,0,0
P187_TOP5_I65_S2p5_Z1_R50,P180_STRESSED_RETAIL,train,8341,0.007725902289241998,4.987139159855925,14.23594923089475,-9.248810071038823,0.0011988970147464332,-11.83507011109219,2.586260040053366,0,0
P187_TOP5_I65_S2p5_Z1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,8341,0.007725902289241998,4.987139159855925,12.134792006865283,-7.1476528470093585,0.0015585661191703632,-12.119686965012734,4.972034118003376,0,0
P187_TOP5_I65_S2p5_Z1_R100,P180_STRESSED_RETAIL,train,8341,0.007725902289241998,4.987139159855925,14.23594923089475,-9.248810071038823,0.0011988970147464332,-14.22296998204767,4.974159911008847,0,0
P187_TOP5_I65_S2p5_Z1_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,8341,0.007725902289241998,4.987139159855925,12.134792006865283,-7.1476528470093585,0.0015585661191703632,-9.698874239753263,2.551221392743904,0,0
P187_TOP5_I65_S2p5_Z1_R200,P180_STRESSED_RETAIL,train,8341,0.007725902289241998,4.987139159855925,14.23594923089475,-9.248810071038823,0.0011988970147464332,-9.459470007968962,0.2106599369301385,0,0
P187_TOP5_I65_S2p5_Z2_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,4763,0.004411757895175595,0.16600984523485304,11.918029673493518,-11.752019828258664,0.000419903422212891,-11.904659579724244,0.15263975146558018,0,0
P187_TOP5_I65_S2p5_Z2_R50,P180_STRESSED_RETAIL,train,4763,0.004411757895175595,0.16600984523485304,13.832474760018576,-13.666464914783726,0.0002099517111064455,-13.809612162587847,0.14314724780412114,0,0
P187_TOP5_I65_S2p5_Z2_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,4763,0.004411757895175595,0.16600984523485304,11.918029673493518,-11.752019828258664,0.000419903422212891,-11.918846976375244,0.16682714811657995,0,0
P187_TOP5_I65_S2p5_Z2_R100,P180_STRESSED_RETAIL,train,4763,0.004411757895175595,0.16600984523485304,13.832474760018576,-13.666464914783726,0.0002099517111064455,-13.824856911184094,0.15839199640036838,0,0
P187_TOP5_I65_S2p5_Z2_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,4763,0.004411757895175595,0.16600984523485304,11.918029673493518,-11.752019828258664,0.000419903422212891,-11.916383561177726,0.16436373291906214,0,0
P187_TOP5_I65_S2p5_Z2_R200,P180_STRESSED_RETAIL,train,4763,0.004411757895175595,0.16600984523485304,13.832474760018576,-13.666464914783726,0.0002099517111064455,-13.809882342474026,0.14341742769030041,0,0
P187_TOP5_I65_S5p0_Z0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,180401,0.16709753013805848,2.623923860390742,15.46912639948143,-12.845202539090685,0.0015631842395552131,-14.80030301855592,1.9551004794652354,0,0
P187_TOP5_I65_S5p0_Z0_R50,P180_STRESSED_RETAIL,train,180401,0.16709753013805848,2.623923860390742,19.777612037748835,-17.15368817735809,0.0012527646742534686,-18.771217634956596,1.6175294575985042,0,0
P187_TOP5_I65_S5p0_Z0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,180401,0.16709753013805848,2.623923860390742,15.46912639948143,-12.845202539090685,0.0015631842395552131,-14.906148059376378,2.060945520285692,0,0
P187_TOP5_I65_S5p0_Z0_R100,P180_STRESSED_RETAIL,train,180401,0.16709753013805848,2.623923860390742,19.777612037748835,-17.15368817735809,0.0012527646742534686,-19.10464034953535,1.95095217217726,0,0
P187_TOP5_I65_S5p0_Z0_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,180401,0.16709753013805848,2.623923860390742,15.46912639948143,-12.845202539090685,0.0015631842395552131,-14.797499721055557,1.9522971819648713,0,0
P187_TOP5_I65_S5p0_Z0_R200,P180_STRESSED_RETAIL,train,180401,0.16709753013805848,2.623923860390742,19.777612037748835,-17.15368817735809,0.0012527646742534686,-18.665000937535627,1.5113127601775354,0,0
P187_TOP5_I65_S5p0_Z1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,13411,0.012422020812974995,0.15367935817820483,16.904550595424485,-16.750871237246276,0.0014167474461263142,-13.91046060940757,-2.840410627838706,0,0
P187_TOP5_I65_S5p0_Z1_R50,P180_STRESSED_RETAIL,train,13411,0.012422020812974995,0.15367935817820483,22.474935205757504,-22.321255847579298,0.0011184848258891955,-16.512309216003423,-5.808946631575875,0,0
P187_TOP5_I65_S5p0_Z1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,13411,0.012422020812974995,0.15367935817820483,16.904550595424485,-16.750871237246276,0.0014167474461263142,-16.885855954311506,0.13498471706522963,0,0
P187_TOP5_I65_S5p0_Z1_R100,P180_STRESSED_RETAIL,train,13411,0.012422020812974995,0.15367935817820483,22.474935205757504,-22.321255847579298,0.0011184848258891955,-19.48829123975562,-2.83296460782368,0,0
P187_TOP5_I65_S5p0_Z1_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,13411,0.012422020812974995,0.15367935817820483,16.904550595424485,-16.750871237246276,0.0014167474461263142,-16.906510356560723,0.15563911931444707,0,0
P187_TOP5_I65_S5p0_Z1_R200,P180_STRESSED_RETAIL,train,13411,0.012422020812974995,0.15367935817820483,22.474935205757504,-22.321255847579298,0.0011184848258891955,-15.007729304354285,-7.313526543225013,0,0
P187_TOP5_I65_S5p0_Z2_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,7750,0.007178484922866022,-10.20984240348257,16.907655932781726,-27.1174983362643,0.0003870967741935484,-11.75598016215684,-15.361518174107461,0,0
P187_TOP5_I65_S5p0_Z2_R50,P180_STRESSED_RETAIL,train,7750,0.007178484922866022,-10.20984240348257,22.46022207660687,-32.670064480089444,0.00012903225806451613,-22.4442327134107,-10.225831766678745,0,0
P187_TOP5_I65_S5p0_Z2_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,7750,0.007178484922866022,-10.20984240348257,16.907655932781726,-27.1174983362643,0.0003870967741935484,-16.90557277776392,-10.211925558500383,0,0
P187_TOP5_I65_S5p0_Z2_R100,P180_STRESSED_RETAIL,train,7750,0.007178484922866022,-10.20984240348257,22.46022207660687,-32.670064480089444,0.00012903225806451613,-22.452424673802174,-10.21763980628727,0,0
P187_TOP5_I65_S5p0_Z2_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,7750,0.007178484922866022,-10.20984240348257,16.907655932781726,-27.1174983362643,0.0003870967741935484,-9.153770691199536,-17.963727645064765,0,0
P187_TOP5_I65_S5p0_Z2_R200,P180_STRESSED_RETAIL,train,7750,0.007178484922866022,-10.20984240348257,22.46022207660687,-32.670064480089444,0.00012903225806451613,-19.89721660658154,-12.772847873507903,0,0
P187_TOP5_I65_S10p0_Z0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,194437,0.18009846102545815,3.6770851052878686,16.832643768893696,-13.155558663605825,0.001671492565715373,-15.384724062660156,2.229165399054331,0,0
P187_TOP5_I65_S10p0_Z0_R50,P180_STRESSED_RETAIL,train,194437,0.18009846102545815,3.6770851052878686,22.036700982681403,-18.35961587739353,0.0013783384849591384,-21.002770349566976,2.643154472173446,0,0
P187_TOP5_I65_S10p0_Z0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,194437,0.18009846102545815,3.6770851052878686,16.832643768893696,-13.155558663605825,0.001671492565715373,-16.413016670152334,3.257458006546509,0,0
P187_TOP5_I65_S10p0_Z0_R100,P180_STRESSED_RETAIL,train,194437,0.18009846102545815,3.6770851052878686,22.036700982681403,-18.35961587739353,0.0013783384849591384,-22.023795194096948,3.664179316703418,0,0
P187_TOP5_I65_S10p0_Z0_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,194437,0.18009846102545815,3.6770851052878686,16.832643768893696,-13.155558663605825,0.001671492565715373,-16.21344946265299,3.057890799047163,0,0
P187_TOP5_I65_S10p0_Z0_R200,P180_STRESSED_RETAIL,train,194437,0.18009846102545815,3.6770851052878686,22.036700982681403,-18.35961587739353,0.0013783384849591384,-21.106754768215424,2.747138890821894,0,0
P187_TOP5_I65_S10p0_Z1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,14788,0.013697475488947449,2.849996582239587,18.846660397571814,-15.996663815332226,0.0015553151203678659,-16.111506878275655,0.11484306294342872,0,0
P187_TOP5_I65_S10p0_Z1_R50,P180_STRESSED_RETAIL,train,14788,0.013697475488947449,2.849996582239587,25.768177618961133,-22.91818103672155,0.0012848255342169327,-23.05925521333004,0.1410741766084911,0,0
P187_TOP5_I65_S10p0_Z1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,14788,0.013697475488947449,2.849996582239587,18.846660397571814,-15.996663815332226,0.0015553151203678659,-20.189700546384667,4.193036731052441,0,0
P187_TOP5_I65_S10p0_Z1_R100,P180_STRESSED_RETAIL,train,14788,0.013697475488947449,2.849996582239587,25.768177618961133,-22.91818103672155,0.0012848255342169327,-20.343518531779004,-2.5746625049425447,0,0
P187_TOP5_I65_S10p0_Z1_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,14788,0.013697475488947449,2.849996582239587,18.846660397571814,-15.996663815332226,0.0015553151203678659,-17.476171962584246,1.4795081472520195,0,0
P187_TOP5_I65_S10p0_Z1_R200,P180_STRESSED_RETAIL,train,14788,0.013697475488947449,2.849996582239587,25.768177618961133,-22.91818103672155,0.0012848255342169327,-21.699485878753727,-1.2186951579678222,0,0
P187_TOP5_I65_S10p0_Z2_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,8654,0.008015820454513878,-4.5112859443652615,19.043421479675807,-23.554707424041066,0.0008088745088976196,-12.122025059774698,-11.432682364266368,0,0
P187_TOP5_I65_S10p0_Z2_R50,P180_STRESSED_RETAIL,train,8654,0.008015820454513878,-4.5112859443652615,26.06739973490288,-30.578685679268148,0.0005777675063554426,-21.457127569178787,-9.12155811008936,0,0
P187_TOP5_I65_S10p0_Z2_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,8654,0.008015820454513878,-4.5112859443652615,19.043421479675807,-23.554707424041066,0.0008088745088976196,-16.74204842262752,-6.812659001413547,0,0
P187_TOP5_I65_S10p0_Z2_R100,P180_STRESSED_RETAIL,train,8654,0.008015820454513878,-4.5112859443652615,26.06739973490288,-30.578685679268148,0.0005777675063554426,-16.821722212454496,-13.756963466813652,0,0
P187_TOP5_I65_S10p0_Z2_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,8654,0.008015820454513878,-4.5112859443652615,19.043421479675807,-23.554707424041066,0.0008088745088976196,-21.350363393439924,-2.204344030601142,0,0
P187_TOP5_I65_S10p0_Z2_R200,P180_STRESSED_RETAIL,train,8654,0.008015820454513878,-4.5112859443652615,26.06739973490288,-30.578685679268148,0.0005777675063554426,-19.123413107920687,-11.45527257134746,0,0
P187_TOP5_I75_S2p5_Z0_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,66696,0.06177757811812544,4.434627537460178,12.156984818294601,-7.722357280834422,0.0019491423773539643,-11.844153663147088,4.121796382312666,0,0
P187_TOP5_I75_S2p5_Z0_R50,P180_STRESSED_RETAIL,train,66696,0.06177757811812544,4.434627537460178,14.30803388264597,-9.873406345185792,0.0014993402902722802,-12.206797999854476,2.3333916546686844,0,0
P187_TOP5_I75_S2p5_Z0_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,66696,0.06177757811812544,4.434627537460178,12.156984818294601,-7.722357280834422,0.0019491423773539643,-11.84183569696235,4.1194784161279285,0,0
P187_TOP5_I75_S2p5_Z0_R100,P180_STRESSED_RETAIL,train,66696,0.06177757811812544,4.434627537460178,14.30803388264597,-9.873406345185792,0.0014993402902722802,-13.38676423125001,3.5133578860642185,0,0
P187_TOP5_I75_S2p5_Z0_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,66696,0.06177757811812544,4.434627537460178,12.156984818294601,-7.722357280834422,0.0019491423773539643,-11.247463669305612,3.5251063884711895,0,0
P187_TOP5_I75_S2p5_Z0_R200,P180_STRESSED_RETAIL,train,66696,0.06177757811812544,4.434627537460178,14.30803388264597,-9.873406345185792,0.0014993402902722802,-12.193423156963815,2.3200168117780233,0,0
P187_TOP5_I75_S2p5_Z1_R50,P180_RETAIL_MARKETABLE_DEFAULT,train,4461,0.00413202854721359,9.169612161511113,12.157889454981873,-2.988277293470758,0.0015691548980049316,-3.188680619898191,0.2004033264274332,0,0
P187_TOP5_I75_S2p5_Z1_R50,P180_STRESSED_RETAIL,train,4461,0.00413202854721359,9.169612161511113,14.305265462858474,-5.135653301347361,0.0015691548980049316,-9.816228031102607,4.6805747297552465,0,0
P187_TOP5_I75_S2p5_Z1_R100,P180_RETAIL_MARKETABLE_DEFAULT,train,4461,0.00413202854721359,9.169612161511113,12.157889454981873,-2.988277293470758,0.0015691548980049316,-7.655703404520592,4.667426111049834,0,0
P187_TOP5_I75_S2p5_Z1_R100,P180_STRESSED_RETAIL,train,4461,0.00413202854721359,9.169612161511113,14.305265462858474,-5.135653301347361,0.0015691548980049316,-5.3294911926716395,0.19383789132427864,0,0
P187_TOP5_I75_S2p5_Z1_R200,P180_RETAIL_MARKETABLE_DEFAULT,train,4461,0.00413202854721359,9.169612161511113,12.157889454981873,-2.988277293470758,0.0015691548980049316,-3.208852894308441,0.2205756008376829,0,0
P187_TOP5_I75_S2p5_Z1_R200,P180_STRESSED_RETAIL,train,4461,0.00413202854721359,9.169612161511113,14.305265462858474,-5.135653301347361,0.0015691548980049316,-9.811892383584494,4.676239082237133,0,0
