root,trade_date,exchange,symbol,parquet_files,bytes
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,GOLDBEES,893,31244094
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,HCLTECH,892,31085265
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,HDFCBANK,892,32271288
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,HINDUNILVR,892,31470657
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ICICIBANK,892,32126198
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,INFY,892,31629099
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ITBEES,894,30876542
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ITC,892,31350471
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,JUNIORBEES,894,31522415
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,KOTAKBANK,892,31989996
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,LT,892,31871986
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,M&M,892,31547955
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,MARUTI,892,31365200
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,NESTLEIND,892,30965113
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,NIFTYBEES,894,31464910
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ONGC,892,31134590
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,RELIANCE,893,32081703
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,SBIN,893,31749737
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,SUNPHARMA,892,31516068
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,TCS,892,31735785
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,TECHM,893,31017941
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,ULTRACEMCO,893,30888286
scratch_azcopy_selected\raw_l2,2026-07-09,NSE,WIPRO,893,31225283
real_data_sample\l2_multiday_panel,2026-07-10,NSE,ADANIPORTS,1579,55060838
real_data_sample\l2_multiday_panel,2026-07-10,NSE,AXISBANK,1579,55290497
real_data_sample\l2_multiday_panel,2026-07-10,NSE,BAJAJ-AUTO,1579,55000795
real_data_sample\l2_multiday_panel,2026-07-10,NSE,BANKBEES,1577,54695905
real_data_sample\l2_multiday_panel,2026-07-10,NSE,BHARTIARTL,1578,55406003
real_data_sample\l2_multiday_panel,2026-07-10,NSE,BPCL,1579,54466671
real_data_sample\l2_multiday_panel,2026-07-10,NSE,BRITANNIA,1579,54448444
real_data_sample\l2_multiday_panel,2026-07-10,NSE,CIPLA,1579,54661231
real_data_sample\l2_multiday_panel,2026-07-10,NSE,DRREDDY,1578,55865869
real_data_sample\l2_multiday_panel,2026-07-10,NSE,GOLDBEES,1578,54830631
real_data_sample\l2_multiday_panel,2026-07-10,NSE,HCLTECH,1578,55728587
real_data_sample\l2_multiday_panel,2026-07-10,NSE,HDFCBANK,1578,56202239
real_data_sample\l2_multiday_panel,2026-07-10,NSE,HINDUNILVR,1579,54889846
real_data_sample\l2_multiday_panel,2026-07-10,NSE,ICICIBANK,1578,55362428
real_data_sample\l2_multiday_panel,2026-07-10,NSE,INFY,1578,56296176
real_data_sample\l2_multiday_panel,2026-07-10,NSE,ITBEES,1578,54423682
real_data_sample\l2_multiday_panel,2026-07-10,NSE,ITC,1578,55156328
real_data_sample\l2_multiday_panel,2026-07-10,NSE,JUNIORBEES,1577,55346302
real_data_sample\l2_multiday_panel,2026-07-10,NSE,KOTAKBANK,1579,55151161
real_data_sample\l2_multiday_panel,2026-07-10,NSE,LT,1579,55048495
real_data_sample\l2_multiday_panel,2026-07-10,NSE,M&M,1579,54957791
real_data_sample\l2_multiday_panel,2026-07-10,NSE,MARUTI,1578,55123276
real_data_sample\l2_multiday_panel,2026-07-10,NSE,NESTLEIND,1579,54795765
real_data_sample\l2_multiday_panel,2026-07-10,NSE,NIFTYBEES,1578,55038444
real_data_sample\l2_multiday_panel,2026-07-10,NSE,ONGC,1579,54887145
real_data_sample\l2_multiday_panel,2026-07-10,NSE,RELIANCE,1578,55359833
real_data_sample\l2_multiday_panel,2026-07-10,NSE,SBIN,1578,55680446
real_data_sample\l2_multiday_panel,2026-07-10,NSE,SUNPHARMA,1579,55149992
real_data_sample\l2_multiday_panel,2026-07-10,NSE,TCS,1578,56539439
real_data_sample\l2_multiday_panel,2026-07-10,NSE,TECHM,1579,55077843
real_data_sample\l2_multiday_panel,2026-07-10,NSE,ULTRACEMCO,1578,54501798
real_data_sample\l2_multiday_panel,2026-07-10,NSE,WIPRO,1579,55163427
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ADANIPORTS,1579,55060838
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,AXISBANK,1579,55290497
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BAJAJ-AUTO,1579,55000795
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BANKBEES,1577,54695905
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BHARTIARTL,1578,55406003
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BPCL,1579,54466671
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,BRITANNIA,1579,54448444
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,CIPLA,1579,54661231
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,DRREDDY,1578,55865869
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,GOLDBEES,1578,54830631
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,HCLTECH,1578,55728587
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,HDFCBANK,1578,56202239
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,HINDUNILVR,1579,54889846
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ICICIBANK,1578,55362428
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,INFY,1578,56296176
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ITBEES,1578,54423682
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ITC,1578,55156328
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,JUNIORBEES,1577,55346302
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,KOTAKBANK,1579,55151161
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,LT,1579,55048495
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,M&M,1579,54957791
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,MARUTI,1578,55123276
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,NESTLEIND,1579,54795765
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,NIFTYBEES,1578,55038444
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ONGC,1579,54887145
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,RELIANCE,1578,55359833
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,SBIN,1578,55680446
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,SUNPHARMA,1579,55149992
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,TCS,1578,56539439
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,TECHM,1579,55077843
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,ULTRACEMCO,1578,54501798
scratch_azcopy_selected\raw_l2,2026-07-10,NSE,WIPRO,1579,55163427
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ADANIPORTS,1569,54744007
real_data_sample\l2_multiday_panel,2026-07-13,NSE,AXISBANK,1569,55030126
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BAJAJ-AUTO,1569,55531219
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BANKBEES,1569,54858026
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BHARTIARTL,1569,55190740
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BPCL,1569,54256472
real_data_sample\l2_multiday_panel,2026-07-13,NSE,BRITANNIA,1569,54177058
real_data_sample\l2_multiday_panel,2026-07-13,NSE,CIPLA,1569,54425687
real_data_sample\l2_multiday_panel,2026-07-13,NSE,DRREDDY,1569,54592935
real_data_sample\l2_multiday_panel,2026-07-13,NSE,GOLDBEES,1568,54501651
real_data_sample\l2_multiday_panel,2026-07-13,NSE,HCLTECH,1569,56185830
real_data_sample\l2_multiday_panel,2026-07-13,NSE,HDFCBANK,1569,56719345
real_data_sample\l2_multiday_panel,2026-07-13,NSE,HINDUNILVR,1569,54585232
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ICICIBANK,1569,55797042
real_data_sample\l2_multiday_panel,2026-07-13,NSE,INFY,1569,56702770
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ITBEES,1569,54430478
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ITC,1569,54356124
real_data_sample\l2_multiday_panel,2026-07-13,NSE,JUNIORBEES,1568,54832707
real_data_sample\l2_multiday_panel,2026-07-13,NSE,KOTAKBANK,1569,54705403
real_data_sample\l2_multiday_panel,2026-07-13,NSE,LT,1569,55064314
real_data_sample\l2_multiday_panel,2026-07-13,NSE,M&M,1569,55603819
real_data_sample\l2_multiday_panel,2026-07-13,NSE,MARUTI,1569,55534811
real_data_sample\l2_multiday_panel,2026-07-13,NSE,NESTLEIND,1569,54577884
real_data_sample\l2_multiday_panel,2026-07-13,NSE,NIFTYBEES,1568,55113499
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ONGC,1569,54856635
real_data_sample\l2_multiday_panel,2026-07-13,NSE,RELIANCE,1569,55637533
real_data_sample\l2_multiday_panel,2026-07-13,NSE,SBIN,1569,55549327
real_data_sample\l2_multiday_panel,2026-07-13,NSE,SUNPHARMA,1569,54762618
real_data_sample\l2_multiday_panel,2026-07-13,NSE,TCS,1569,56845524
real_data_sample\l2_multiday_panel,2026-07-13,NSE,TECHM,1569,55179402
real_data_sample\l2_multiday_panel,2026-07-13,NSE,ULTRACEMCO,1569,54242826
real_data_sample\l2_multiday_panel,2026-07-13,NSE,WIPRO,1569,55414740
real_data_sample\l2_multiday_panel,2026-07-14,NSE,ADANIPORTS,1554,54424177
real_data_sample\l2_multiday_panel,2026-07-14,NSE,AXISBANK,1554,55025357
real_data_sample\l2_multiday_panel,2026-07-14,NSE,BAJAJ-AUTO,1555,55307253
real_data_sample\l2_multiday_panel,2026-07-14,NSE,BANKBEES,1554,54356067
real_data_sample\l2_multiday_panel,2026-07-14,NSE,BHARTIARTL,1554,55201505
real_data_sample\l2_multiday_panel,2026-07-14,NSE,BPCL,1556,54010519
real_data_sample\l2_multiday_panel,2026-07-14,NSE,BRITANNIA,1554,53964471
real_data_sample\l2_multiday_panel,2026-07-14,NSE,CIPLA,1553,54089835
real_data_sample\l2_multiday_panel,2026-07-14,NSE,DRREDDY,1553,53976073
real_data_sample\l2_multiday_panel,2026-07-14,NSE,GOLDBEES,1554,54201513
real_data_sample\l2_multiday_panel,2026-07-14,NSE,HCLTECH,1555,55838236
real_data_sample\l2_multiday_panel,2026-07-14,NSE,HDFCBANK,1554,55959615
real_data_sample\l2_multiday_panel,2026-07-14,NSE,HINDUNILVR,1554,54674051
real_data_sample\l2_multiday_panel,2026-07-14,NSE,ICICIBANK,1554,55339860
real_data_sample\l2_multiday_panel,2026-07-14,NSE,INFY,1554,55794767
real_data_sample\l2_multiday_panel,2026-07-14,NSE,ITBEES,1553,53611193
real_data_sample\l2_multiday_panel,2026-07-14,NSE,ITC,1555,54732020
real_data_sample\l2_multiday_panel,2026-07-14,NSE,JUNIORBEES,1553,54421084
real_data_sample\l2_multiday_panel,2026-07-14,NSE,KOTAKBANK,1554,54766996
real_data_sample\l2_multiday_panel,2026-07-14,NSE,LT,1554,54847230
real_data_sample\l2_multiday_panel,2026-07-14,NSE,M&M,1554,54966162
real_data_sample\l2_multiday_panel,2026-07-14,NSE,MARUTI,1554,54411950
real_data_sample\l2_multiday_panel,2026-07-14,NSE,NESTLEIND,1554,54231115
real_data_sample\l2_multiday_panel,2026-07-14,NSE,NIFTYBEES,1554,54435048
real_data_sample\l2_multiday_panel,2026-07-14,NSE,ONGC,1554,54319797
real_data_sample\l2_multiday_panel,2026-07-14,NSE,RELIANCE,1555,55324428
real_data_sample\l2_multiday_panel,2026-07-14,NSE,SBIN,1555,55051927
real_data_sample\l2_multiday_panel,2026-07-14,NSE,SUNPHARMA,1554,54823231
real_data_sample\l2_multiday_panel,2026-07-14,NSE,TCS,1554,55856910
real_data_sample\l2_multiday_panel,2026-07-14,NSE,TECHM,1554,54643319
real_data_sample\l2_multiday_panel,2026-07-14,NSE,ULTRACEMCO,1554,53958692
real_data_sample\l2_multiday_panel,2026-07-14,NSE,WIPRO,1555,54289891
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,ADANIPORTS,1554,54424177
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,AXISBANK,1554,55025357
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BAJAJ-AUTO,1555,55307253
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BANKBEES,1554,54356067
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BHARTIARTL,1554,55201505
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BPCL,1556,54010519
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,BRITANNIA,1554,53964471
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,CIPLA,1553,54089835
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,DRREDDY,1553,53976073
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,GOLDBEES,1554,54201513
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,HCLTECH,1555,55838236
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,HDFCBANK,1554,55959615
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,HINDUNILVR,1554,54674051
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,ICICIBANK,1554,55339860
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,INFY,1554,55794767
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,ITBEES,1553,53611193
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,ITC,1555,54732020
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,JUNIORBEES,1553,54421084
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,KOTAKBANK,1554,54766996
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,LT,1554,54847230
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,M&M,1554,54966162
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,MARUTI,1554,54411950
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,NESTLEIND,1554,54231115
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,NIFTYBEES,1554,54435048
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,ONGC,1554,54319797
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,RELIANCE,1555,55324428
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,SBIN,1555,55051927
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,SUNPHARMA,1554,54823231
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,TCS,1554,55856910
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,TECHM,1554,54643319
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,ULTRACEMCO,1554,53958692
scratch_azcopy_selected\raw_l2,2026-07-14,NSE,WIPRO,1555,54289891
real_data_sample\l2_multiday_panel,2026-07-15,NSE,ADANIPORTS,1563,54649808
real_data_sample\l2_multiday_panel,2026-07-15,NSE,AXISBANK,1563,56110328
real_data_sample\l2_multiday_panel,2026-07-15,NSE,BAJAJ-AUTO,1563,55352312
real_data_sample\l2_multiday_panel,2026-07-15,NSE,BANKBEES,1563,54667084
real_data_sample\l2_multiday_panel,2026-07-15,NSE,BHARTIARTL,1562,54889447
real_data_sample\l2_multiday_panel,2026-07-15,NSE,BPCL,1562,54060169
real_data_sample\l2_multiday_panel,2026-07-15,NSE,BRITANNIA,1562,53945273
real_data_sample\l2_multiday_panel,2026-07-15,NSE,CIPLA,1563,54264031
real_data_sample\l2_multiday_panel,2026-07-15,NSE,DRREDDY,1563,54140514
real_data_sample\l2_multiday_panel,2026-07-15,NSE,GOLDBEES,1563,54346257
real_data_sample\l2_multiday_panel,2026-07-15,NSE,HCLTECH,1563,54713585
real_data_sample\l2_multiday_panel,2026-07-15,NSE,HDFCBANK,1563,56017481
real_data_sample\l2_multiday_panel,2026-07-15,NSE,HINDUNILVR,1563,54466239
real_data_sample\l2_multiday_panel,2026-07-15,NSE,ICICIBANK,1563,55949245
real_data_sample\l2_multiday_panel,2026-07-15,NSE,INFY,1563,55967279
real_data_sample\l2_multiday_panel,2026-07-15,NSE,ITBEES,1563,53967959
real_data_sample\l2_multiday_panel,2026-07-15,NSE,ITC,1563,54300937
real_data_sample\l2_multiday_panel,2026-07-15,NSE,JUNIORBEES,1563,54988032
real_data_sample\l2_multiday_panel,2026-07-15,NSE,KOTAKBANK,1562,54550798
real_data_sample\l2_multiday_panel,2026-07-15,NSE,LT,1563,55252741
real_data_sample\l2_multiday_panel,2026-07-15,NSE,M&M,1563,55363422
