root,trade_date,symbol,sample_file,column_count,has_l1,has_top5,missing_required_columns
real_data_sample\l2_multiday_panel,2026-07-16,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=MARUTI\part-034503_824277-000022.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=NESTLEIND\part-034503_957445-000023.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=NIFTYBEES\part-034504_104071-000024.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=ONGC\part-034504_228863-000025.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=RELIANCE\part-034504_358467-000026.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=SBIN\part-034504_487618-000027.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=SUNPHARMA\part-034504_613228-000028.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=TCS\part-034504_739584-000029.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=TECHM\part-034504_864217-000030.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=ULTRACEMCO\part-034504_988611-000031.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-16,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-16\exchange=NSE\symbol=WIPRO\part-034505_122615-000032.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=ADANIPORTS\part-034500_789549-000001.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=AXISBANK\part-034500_982847-000002.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BAJAJ-AUTO\part-034501_144687-000003.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BANKBEES\part-034501_289715-000004.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BHARTIARTL\part-034501_436637-000005.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BPCL\part-034501_580665-000006.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=BRITANNIA\part-034501_721111-000007.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=CIPLA\part-034501_868048-000008.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=DRREDDY\part-034502_022890-000009.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=GOLDBEES\part-034502_183433-000010.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=HCLTECH\part-034502_349534-000011.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=HDFCBANK\part-034502_502727-000012.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=HINDUNILVR\part-034502_659820-000013.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=ICICIBANK\part-034502_865314-000014.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=INFY\part-034503_001004-000015.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=ITBEES\part-034503_142927-000016.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=ITC\part-034503_276274-000017.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=JUNIORBEES\part-034503_429560-000018.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=KOTAKBANK\part-034503_569735-000019.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=LT\part-034503_705994-000020.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=M&M\part-034503_849023-000021.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=MARUTI\part-034503_987507-000022.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=NESTLEIND\part-034504_136570-000023.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=NIFTYBEES\part-034504_281848-000024.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=ONGC\part-034504_435479-000025.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=RELIANCE\part-034504_589337-000026.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=SBIN\part-034504_735961-000027.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=SUNPHARMA\part-034504_883769-000028.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=TCS\part-034505_029587-000029.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=TECHM\part-034505_210756-000030.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=ULTRACEMCO\part-034505_335978-000031.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-15,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-15\exchange=NSE\symbol=WIPRO\part-034505_464007-000032.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\part-034500_632676-000001.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\part-034500_798004-000002.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\part-034500_954024-000003.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\part-034501_115368-000004.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\part-034501_274405-000005.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\part-034501_414136-000006.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=BRITANNIA\part-034501_562116-000007.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=CIPLA\part-034501_706625-000008.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=DRREDDY\part-034501_839149-000009.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=GOLDBEES\part-034501_979205-000010.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=HCLTECH\part-034502_145371-000011.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=HDFCBANK\part-034502_307986-000012.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=HINDUNILVR\part-034502_458235-000013.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ICICIBANK\part-034502_624959-000014.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=INFY\part-034502_778784-000015.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ITBEES\part-034502_932658-000016.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ITC\part-034503_084404-000017.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=JUNIORBEES\part-034503_213734-000018.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=KOTAKBANK\part-034503_345395-000019.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=LT\part-034503_507822-000020.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=M&M\part-034503_646284-000021.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=MARUTI\part-034503_791797-000022.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=NESTLEIND\part-034503_918807-000023.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=NIFTYBEES\part-034504_048836-000024.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ONGC\part-034504_188129-000025.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=RELIANCE\part-034504_340968-000026.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=SBIN\part-034504_489891-000027.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=SUNPHARMA\part-034504_658564-000028.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=TCS\part-034504_838768-000029.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=TECHM\part-034504_986692-000030.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=ULTRACEMCO\part-034505_129076-000031.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-14,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-14\exchange=NSE\symbol=WIPRO\part-034505_294518-000032.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\part-034501_461115-000006.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\part-034501_605662-000007.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\part-034501_757997-000008.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\part-034515_611482-000036.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\part-034501_889174-000009.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\part-034502_038569-000010.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\part-034502_179937-000011.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\part-034502_320381-000012.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\part-034502_452126-000013.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,GOLDBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\part-034516_327126-000042.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,HCLTECH,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\part-034502_601925-000014.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,HDFCBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\part-034502_729724-000015.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,HINDUNILVR,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\part-034502_860555-000016.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,ICICIBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\part-034502_988562-000017.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,INFY,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=INFY\part-034503_117898-000018.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,ITBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\part-034517_017153-000048.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,ITC,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ITC\part-034503_268298-000019.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,JUNIORBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\part-034517_282487-000050.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,KOTAKBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\part-034503_409193-000020.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,LT,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=LT\part-034503_545025-000021.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,M&M,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=M&M\part-034503_695120-000022.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,MARUTI,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\part-034503_823825-000023.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,NESTLEIND,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\part-034503_950077-000024.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,NIFTYBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\part-034518_008261-000056.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,ONGC,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\part-034504_083380-000025.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,RELIANCE,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\part-034504_243903-000026.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,SBIN,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\part-034504_383495-000027.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,SUNPHARMA,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\part-034504_524718-000028.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,TCS,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TCS\part-034504_658177-000029.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,TECHM,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\part-034504_798344-000030.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,ULTRACEMCO,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\part-034504_922769-000031.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-13,WIPRO,real_data_sample\l2_multiday_panel\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\part-034505_052199-000032.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,ADANIPORTS,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\part-034501_427736-000006.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,AXISBANK,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\part-034501_554219-000007.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,BAJAJ-AUTO,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\part-034501_687922-000008.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,BANKBEES,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\part-034515_256625-000036.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,BHARTIARTL,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\part-034501_813567-000009.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,BPCL,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\part-034501_935674-000010.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,BRITANNIA,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\part-034502_065410-000011.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,CIPLA,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\part-034502_196217-000012.parquet,54,1,1,
real_data_sample\l2_multiday_panel,2026-07-10,DRREDDY,real_data_sample\l2_multiday_panel\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\part-034502_333833-000013.parquet,54,1,1,
