shard_index,trade_date,symbol,strategy_id,side,spread_bucket,imbalance_bucket,replenishment_bucket,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,adverse_selection_rate,cost_clearing_rate,mean_after_cost_bps_if_touched,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance
11,2026-01-01,HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,240,0.9558528049933983,0.9631140231984134,-29.076931833211404,-12.41368700797607,1.0,0.0,-37.34505183321143,-120.19806724702487,-4.41696113073986,2.4140387281665197,0.30397381639794824
11,2026-01-01,HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,510,1.0011217392041076,1.0,-28.22286165451295,-26.16325873450176,1.0,0.0,-36.49098165451298,-120.19806724702487,-4.41696113073986,2.4165600458621377,0.3030704959011922
12,2026-01-01,HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,640,0.9640618992764132,0.9675303283073866,-14.97910664532173,-9.51504517715529,0.9375,0.0,-23.247226645321728,-105.3885084846684,2.220446049250313e-12,1.1992875688979319,0.57111786487714
12,2026-01-01,HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,1920,1.006892256376601,1.0,-25.136097085263486,-13.221948434403163,1.0,0.0,-33.40421708526358,-240.5169319133682,0.0,1.194260342023057,0.571179062006631
12,2026-01-01,HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,480,0.9399306041019763,0.9534883720930233,-33.81657455462688,-8.711054907071802,1.0,0.0,-42.08469455462676,-240.5169319133682,0.0,1.1961438591894662,0.5706411742408256
12,2026-01-01,HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2860,1.010332096055484,1.0,-24.233787527213654,-17.401740174017853,0.9790209790209791,0.0,-32.50190752721375,-213.43638525564867,2.220446049250313e-12,1.1994977838228154,0.571257885509214
14,2026-01-01,ICICIBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,760,0.9567231372867878,0.9644540860429549,-16.929459285942574,-11.117231886118017,1.0,0.0,-25.197579285942606,-61.99628022318549,-2.075693627622277,1.3965985205357876,0.3681180516780693
14,2026-01-01,ICICIBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,540,0.9480566198541809,0.952755905511811,-13.27679843229525,-8.28958275766678,1.0,0.0,-21.54491843229528,-58.76180482686344,-1.1102230246251565e-12,1.389688288056203,0.3662480989351922
14,2026-01-01,ICICIBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2940,1.0103318375811794,1.0,-20.567289676788697,-14.509776825814003,1.0,0.0,-28.835409676788796,-69.87143655673434,-1.1102230246251565e-12,1.3960196726157486,0.36758416696153123
14,2026-01-01,ICICIBANK,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2010,1.0110489896482742,1.0,-26.876686287515668,-20.065038400330913,1.0,0.0,-35.14480628751569,-294.15836101882473,0.0,1.3901216378999044,0.367807997578433
16,2026-01-01,ITBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,400,0.964060532220799,0.9699721585325909,-14.466595442644454,-7.693614442071395,1.0,0.0,-22.73471544264445,-78.52193995381174,-1.5368065160581423,3.083179379099828,0.7397042166665088
16,2026-01-01,ITBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1950,1.0116560970329656,1.0,-19.207823471667474,-13.942680092949855,1.0,0.0,-27.47594347166744,-78.52193995381174,-1.5368065160581423,3.0859559598915385,0.7405596971870371
16,2026-01-01,ITBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,540,0.9620631056668567,0.970873786407767,-14.472869101362415,-10.825858335909988,1.0,0.0,-22.74098910136243,-38.461538461538325,-1.5384615384628209,3.09619926390936,0.7406432013619133
16,2026-01-01,ITBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,2510,1.0072128788499684,1.0,-15.727105691925782,-10.825858335909988,1.0,0.0,-23.995225691925707,-78.50985221674934,-1.5379883112898174,3.0906111916617567,0.7414302657275947
17,2026-01-01,ITC,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,740,0.971357964753468,0.9748743718592965,-12.935615582572828,-11.31024882547571,1.0,0.0,-21.203735582572808,-43.35515837904702,-0.8727526618967918,1.7562153751030438,0.5090768983467477
17,2026-01-01,ITC,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,560,0.9610158385504227,0.9733305782373303,-18.701718866239542,-7.963897000266007,1.0,0.0,-26.96983886623951,-196.7987404880589,-0.8731336767675568,1.75208932658224,0.5111665666921729
17,2026-01-01,ITC,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2760,1.0072368390295088,1.0,-17.2616320388537,-13.114180800841702,1.0,0.0,-25.52975203885378,-76.16879705830692,-0.8727526618967918,1.7558801706857992,0.5099502040970413
17,2026-01-01,ITC,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,1890,1.0090952438330048,1.0,-20.04038370102149,-14.934551524202755,1.0,0.0,-28.308503701021568,-196.7987404880589,-0.8731336767675568,1.7511546177413844,0.5101748431547097
18,2026-01-01,JUNIORBEES,P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,320,0.9592261194649396,0.9669421487603306,-27.053226253472495,-9.42783249034962,1.0,0.0,-35.321346253472484,-194.0877119874729,0.0,3.552486242658272,0.6969716383802796
18,2026-01-01,JUNIORBEES,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,700,0.9680421017583326,0.9670658682634731,-7.031989421761072,-4.991424987841331,1.0,0.0,-15.300109421761062,-27.834360252532164,0.0,3.5568038444213608,0.6969021718618804
18,2026-01-01,JUNIORBEES,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,3100,1.0062193253416731,1.0,-13.85829943458818,-8.963514707739373,1.0,0.0,-22.12641943458819,-106.5420087159219,0.0,3.561123542792356,0.6971942598994657
18,2026-01-01,JUNIORBEES,P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1780,1.0069818203126115,1.0,-18.953325641714173,-13.66120218579181,1.0,0.0,-27.221445641714077,-194.0877119874729,0.0,3.550511100113417,0.6972160849346106
23,2026-01-01,NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,440,0.9692203640434348,0.9701209471002917,-18.88985963032944,-7.489106753811869,1.0,0.0,-27.157979630329457,-222.90388548057317,0.0,2.732952964497081,0.41481546634985283
23,2026-01-01,NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,40,0.9081632653061222,0.9081632653061225,-1.3640703860318126,-1.3640703860318126,1.0,0.0,-9.632190386031814,-1.3640703860318126,-1.3640703860318126,2.727768685214563,0.4000000000000001
23,2026-01-01,NESTLEIND,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,640,0.9645332144342269,0.9665113416564093,-19.13249600190132,-13.092353407520019,1.0,0.0,-27.40061600190138,-196.23875715453764,0.0,2.7452038339302574,0.41099848347316553
23,2026-01-01,NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,60,1.0,1.0,-1.3640703860318126,-1.3640703860318126,1.0,0.0,-9.632190386031818,-1.3640703860318126,-1.3640703860318126,2.7277686852145617,0.4000000000000002
23,2026-01-01,NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2010,1.0099841876685718,1.0,-24.77647753415788,-16.481252575196727,1.0,0.0,-33.04459753415787,-222.90388548057317,0.0,2.7376694583494476,0.41320716194907336
23,2026-01-01,NESTLEIND,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2710,1.0067807829228823,1.0,-20.144340700366495,-13.852334118299447,1.0,0.0,-28.41246070036648,-196.23875715453764,0.0,2.744674401951343,0.41292447884817257
24,2026-01-01,NIFTYBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I03_0p60_0p80,R02_partial_0p50_1p00,440,0.969334791018372,0.9705426356589147,-20.928024634522394,-7.883361205906492,1.0,0.0,-29.196144634522394,-214.7588859605376,-1.426991545075973,1.429465853199916,0.6196607204124878
24,2026-01-01,NIFTYBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I03_0p60_0p80,R02_partial_0p50_1p00,840,0.9704759701475267,0.983103448275862,-11.219731620132814,-6.086696377298195,1.0,0.0,-19.487851620132822,-71.40307033202453,-1.0712372790566693,1.433167792105704,0.6224364057459404
24,2026-01-01,NIFTYBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1910,1.0104382003830619,1.0,-21.959846132739077,-13.55883822165116,1.0,0.0,-30.22796613273908,-214.7588859605376,-1.426991545075973,1.4305010422207352,0.6205640772347208
24,2026-01-01,NIFTYBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,2860,1.0050349334957882,1.0,-17.5808934822938,-14.62405478670381,1.0,0.0,-25.849013482293763,-114.24083395808692,-1.0710460549812062,1.4350557418267837,0.6220137744553943
26,2026-01-01,RELIANCE,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,520,0.9498508348422309,0.9655430733878136,-11.97557444793324,-8.32807384013201,1.0,0.0,-20.24369444793326,-76.06567254104691,0.0,1.5086132123606288,0.44406102591292523
26,2026-01-01,RELIANCE,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,780,0.9552976185957136,0.9547511312217195,-17.09023148289847,-12.131321555842733,1.0,0.0,-25.358351482898467,-87.11978971085222,-2.2431583669824118,1.512413436414425,0.4442354829134911
26,2026-01-01,RELIANCE,P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2130,1.0144843479976169,1.0,-24.96859005911555,-19.038915543370116,1.0,0.0,-33.23671005911548,-176.4884108468412,0.0,1.5080904127111296,0.44446000217488135
26,2026-01-01,RELIANCE,P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2670,1.007511085758713,1.0,-21.14790730198327,-16.47940074906429,1.0,0.0,-29.41602730198322,-87.11978971085222,-2.2431583669824118,1.5135396892782338,0.4445689432833238
28,2026-01-01,SUNPHARMA,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,160,0.966993381257053,0.9699576462332715,-35.57368412533735,-13.753311253852374,1.0,0.0,-43.84180412533736,-179.8212005108557,-1.5291299250730361,2.0374199343569273,0.30671358008110683
28,2026-01-01,SUNPHARMA,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,1170,1.0089010650008123,1.0,-17.673363819403686,-16.258510313992282,1.0,0.0,-25.94148381940371,-74.07783246232702,0.0,2.0467711904949044,0.30556602163904745
28,2026-01-01,SUNPHARMA,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,590,1.0113625275149987,1.0,-33.7820356791875,-19.26586899209215,1.0,0.0,-42.0501556791876,-179.8212005108557,-1.5291299250730361,2.038417443891433,0.30509991064287334
28,2026-01-01,SUNPHARMA,P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,280,0.9581061881146913,0.9570627333151234,-16.11811025251344,-12.442881140249385,1.0,0.0,-24.386230252513442,-74.07783246232702,0.0,2.0489605971396414,0.30531724060551135
31,2026-01-01,ULTRACEMCO,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,480,0.9651308771349816,0.9706390328151986,-9.888455953178852,-9.311600495309214,1.0,0.0,-18.156575953178834,-26.646364674534073,-1.266517499050046,2.5429883806387994,0.4358632012053964
31,2026-01-01,ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,60,1.0,1.0,-13.112082601896004,-13.112082601896002,1.0,0.0,-21.38020260189599,-19.027484143763207,-7.196681060028798,2.5421574442843844,0.3917570419208198
31,2026-01-01,ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,720,0.9578289129069446,0.9771689497716894,-21.173463160111787,-9.302123080905943,1.0,0.0,-29.441583160111772,-152.47508025004186,-0.422083403680551,2.5490593892966116,0.4347157383959005
31,2026-01-01,ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,40,0.8341964868469596,0.8341964868469594,-13.112082601896002,-13.112082601896002,1.0,0.0,-21.380202601896006,-19.027484143763207,-7.196681060028798,2.542157444284384,0.3917570419208197
31,2026-01-01,ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2630,1.0102595542404194,1.0,-21.747705115410284,-15.58944973455767,1.0,0.0,-30.015825115410426,-152.47508025004186,-0.422083403680551,2.5498189865294596,0.43714721607439005
31,2026-01-01,ULTRACEMCO,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2020,1.0120872520819433,1.0,-29.456807348240147,-15.757420893488527,1.0,0.0,-37.724927348240165,-248.3869607388356,-1.266517499050046,2.5397146399850574,0.437953528457692
