symbol,strategy_id,side,replenishment_bucket,shard_symbol_label_rows,symbols,trade_dates,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,mean_after_cost_bps_if_touched,mean_adverse_selection_rate,mean_cost_clearing_rate,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance,label_candidate
RELIANCE,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,2130,1.0144843479976169,1.0,-24.96859005911555,-19.038915543370116,-33.23671005911548,1.0,0.0,-176.4884108468412,0.0,1.5080904127111296,0.44446000217488135,False
HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,1920,1.006892256376601,1.0,-25.136097085263486,-13.221948434403163,-33.40421708526358,1.0,0.0,-240.5169319133682,0.0,1.194260342023057,0.571179062006631,False
ICICIBANK,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,2010,1.0110489896482742,1.0,-26.876686287515668,-20.065038400330913,-35.14480628751569,1.0,0.0,-294.15836101882473,0.0,1.3901216378999044,0.367807997578433,False
JUNIORBEES,P68_FADE_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,320,0.9592261194649396,0.9669421487603306,-27.053226253472495,-9.42783249034962,-35.321346253472484,1.0,0.0,-194.0877119874729,0.0,3.552486242658272,0.6969716383802796,False
HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,510,1.0011217392041076,1.0,-28.22286165451295,-26.16325873450176,-36.49098165451298,1.0,0.0,-120.19806724702487,-4.41696113073986,2.4165600458621377,0.3030704959011922,False
HCLTECH,P68_JOIN_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,240,0.9558528049933983,0.9631140231984134,-29.076931833211404,-12.41368700797607,-37.34505183321143,1.0,0.0,-120.19806724702487,-4.41696113073986,2.4140387281665197,0.30397381639794824,False
ULTRACEMCO,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,2020,1.0120872520819433,1.0,-29.456807348240147,-15.757420893488527,-37.724927348240165,1.0,0.0,-248.3869607388356,-1.266517499050046,2.5397146399850574,0.437953528457692,False
HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,440,1.006847697756788,1.0,-31.330420566076764,-15.621590014245346,-39.598540566076736,1.0,0.0,-157.5902653101935,-4.4054627738387975,2.4033016451475167,0.30279382399209204,False
SUNPHARMA,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,590,1.0113625275149987,1.0,-33.7820356791875,-19.26586899209215,-42.0501556791876,1.0,0.0,-179.8212005108557,-1.5291299250730361,2.038417443891433,0.30509991064287334,False
HDFCBANK,P68_FADE_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,480,0.9399306041019763,0.9534883720930233,-33.81657455462688,-8.711054907071802,-42.08469455462676,1.0,0.0,-240.5169319133682,0.0,1.1961438591894662,0.5706411742408256,False
SUNPHARMA,P68_FADE_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,160,0.966993381257053,0.9699576462332715,-35.57368412533735,-13.753311253852374,-43.84180412533736,1.0,0.0,-179.8212005108557,-1.5291299250730361,2.0374199343569273,0.30671358008110683,False
