seed_scope,fill_model_id,execution_policy_id,scenario_rows,max_scheduled_event_rows,max_annualized_pct,median_annualized_pct,max_net_pnl_inr,acceptance_survivor_rows,event_floor_met_rows,above12_rows,breadth_met_rows,best_scenario_id
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,3,4,141.6893994217377,-2.21626813718023,11245.190430296645,0,0,1,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC4_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,3,3,141.40783377021188,-2.286254828616277,11222.843950016817,0,0,1,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,3,4,139.60614707364593,0.0,11079.852942352853,0,0,1,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200
ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,3,10,9.54141222330035,8.593876618154018,12494.706482893316,0,0,0,0,P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200
ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,3,12,9.441885159755074,0.286618266707371,12364.373423488789,0,0,0,0,P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200
ALL_PHASE299_SEEDS,P300_FILL_BASE_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,3,18,9.390499900166821,8.584941724484594,12297.08320259941,0,0,0,0,P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200
ALL_PHASE299_SEEDS,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,3,13,8.998716212711374,8.144961457821552,11784.033135693466,0,0,0,0,P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC2_COST200
ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,3,10,8.850047065983926,0.2101025607201124,11589.347348312283,0,0,0,0,P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200
ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,3,25,8.754498873323621,0.2809450683717823,11464.224715066646,0,0,0,0,P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC2_COST200
ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,3,17,8.708732642353224,-0.9410314619329029,11404.292745938745,0,0,0,0,P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200
ALL_PHASE299_SEEDS,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,3,13,8.46345355599369,7.6419108987784705,11083.093942372689,0,0,0,0,P300_ALL_PHASE299_SEEDS_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200
ALL_PHASE299_SEEDS,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,3,26,8.335687462602976,8.230380462356296,10915.781201027707,0,0,0,0,P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,3,1,6.747116241873779,0.0,535.4854160217285,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,3,3,4.686763321651673,2.4908033804678316,371.96534298822803,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,3,2,4.601889573090367,-2.254129104922166,365.2293311976482,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,3,3,2.3637507927199586,-2.254129104922166,187.5992692634888,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,3,2,2.267429334192489,-2.271503354855534,179.95470906289594,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,3,3,0.0,0.0,0.0,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-09_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,3,2,0.0,0.0,0.0,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_OPTIMISTIC_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,3,2,0.0,-4.327556237206391,0.0,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,3,1,0.0,-4.43253627436046,0.0,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,3,1,0.0,-4.43253627436046,0.0,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC2_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_TAKER_EXIT,3,1,0.0,0.0,0.0,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_TAKER_EXIT_CAP1000000_NOT75000_CONC1_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,3,0,0.0,0.0,0.0,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200
P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P300_FILL_BASE_BACK_OF_QUEUE,P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN,3,1,-4.43253627436046,-4.508258209844332,-175.8942966016056,0,0,0,0,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_BASE_BACK_OF_QUEUE_P300_HYBRID_PASSIVE_ENTRY_CROSS_IF_EDGE_FORCED_FLATTEN_CAP1000000_NOT75000_CONC2_COST200
