scenario_id,event_index,trade_date,exchange,symbol,richer_event_bar_id,exit_bar_id,candidate_id,family_id,side,horizon,seed_scope,fill_model_id,execution_policy_id,max_concurrent_positions,decision,rejection_reason,passive_entry_attempt,entry_fill_probability,entry_fill_draw,passive_entry_filled,crossed_after_no_fill,canceled,entry_mode,passive_exit_attempt,passive_exit_filled,forced_flatten_applied,exit_mode,notional_inr,gross_edge_bps,expected_move_bps_no_lookahead,zerodha_cost200_bps,entry_spread_component_bps,exit_spread_component_bps,adverse_selection_penalty_bps,passive_entry_adverse_penalty_bps,net_edge_bps,net_pnl_inr,cumulative_net_pnl_inr,cash_after_decision_inr,open_positions_after_decision,open_notional_after_decision_inr,side_pressure,adverse_flow_score,book_support_score,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,top5_churn_pressure,avg_spread_bps,raw_book_state_score
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,10,2026-01-07,NSE,HDFCBANK,3112960,3112966,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.21894832593425712,0.5781712623857189,0,0,1,not_filled,0,0,0,,0.0,0.0,2.3213526577922083,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,-0.6133614540175805,0.6133614540175805,0.0,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.2670967741935484,3.570153516601214,0.0003470585174174
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,11,2026-01-07,NSE,HDFCBANK,3113216,3113222,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.1922386485149023,0.9567501933491686,0,0,1,not_filled,0,0,0,,0.0,0.0,1.7871591094051116,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,-0.6133614540175805,0.6133614540175805,0.0,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.0,3.570153516601214,0.0003470585174174
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,12,2026-01-07,NSE,HDFCBANK,3113216,3113222,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.1922386485149023,0.371879001565761,0,0,1,not_filled,0,0,0,,0.0,0.0,1.7871591094051116,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,-0.6133614540175805,0.6133614540175805,0.0,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.0,3.570153516601214,0.0003470585174174
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,13,2026-01-07,NSE,HDFCBANK,3113472,3113478,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.1922386485149023,0.6604033738870135,0,0,1,not_filled,0,0,0,,0.0,1569.4394858978944,1.7871591094051116,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,-0.6133614540175805,0.6133614540175805,0.0,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.0,3.570153516601214,0.0003470585174174
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,14,2026-01-07,NSE,HDFCBANK,3113472,3113478,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.1922386485149023,0.5411352752580528,0,0,1,not_filled,0,0,0,,0.0,1569.4394858978944,1.7871591094051116,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,-0.6133614540175805,0.6133614540175805,0.0,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.0,3.570153516601214,0.0003470585174174
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,15,2026-01-08,NSE,HDFCBANK,3783680,3783686,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.7756533089325759,0,0,1,not_filled,0,0,0,,0.0,-0.0,6.497029777209653,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.5967138255621227,0.0,0.5967138255621227,-0.5966976264189886,-0.5967251461988304,-0.5967304625199362,0.1649122807017544,1.8502528678916643,0.8736797969767186
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,16,2026-01-08,NSE,HDFCBANK,3783936,3783942,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.23551070103556956,0,0,1,not_filled,0,0,0,,0.0,-0.0,6.167205215806144,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.5967138255621227,0.0,0.5967138255621227,-0.5966976264189886,-0.5967251461988304,-0.5967304625199362,0.0,1.8502528678916643,0.8736797969767186
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,17,2026-01-08,NSE,HDFCBANK,3784192,3784198,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.3753871034556891,0,0,1,not_filled,0,0,0,,0.0,-29.60404588626897,6.167205215806144,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.5967138255621227,0.0,0.5967138255621227,-0.5966976264189886,-0.5967251461988304,-0.5967304625199362,0.0,1.8502528678916643,0.8736797969767186
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,18,2026-01-12,NSE,HDFCBANK,5257728,5257734,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.9633383474612467,0,0,1,not_filled,0,0,0,,0.0,-0.0,5.871748261985446,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.5822226555126836,0.0,0.5822226555126836,-0.5822222222222222,-0.5822699798522498,-0.5821408128219805,0.0782222222222222,1.2067093037290062,0.8519915276127498
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,19,2026-01-12,NSE,HDFCBANK,5257984,5257990,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.25473603434586,0,0,1,not_filled,0,0,0,,0.0,-0.0,5.715303817541002,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.5822226555126836,0.0,0.5822226555126836,-0.5822222222222222,-0.5822699798522498,-0.5821408128219805,0.0,1.2067093037290062,0.8519915276127498
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,20,2026-01-12,NSE,HDFCBANK,5258240,5258246,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.2510258885451895,0,0,1,not_filled,0,0,0,,0.0,-33.787860504403966,5.715303817541002,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.5822226555126836,0.0,0.5822226555126836,-0.5822222222222222,-0.5822699798522498,-0.5821408128219805,0.0,1.2067093037290062,0.8519915276127498
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,21,2026-01-20,NSE,HDFCBANK,9722112,9722118,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.5264485151112095,0,0,1,not_filled,0,0,0,,0.0,-0.0,6.047834333980077,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.5886268743102122,0.0,0.5886268743102122,-0.5886312640239342,-0.5885843458604125,-0.5886914222414872,0.1185489902767389,1.2234660794032268,0.8665005522874977
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,22,2026-01-20,NSE,HDFCBANK,9722368,9722374,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.32448604533382397,0,0,1,not_filled,0,0,0,,0.0,-0.0,5.810736353426599,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.5886268743102122,0.0,0.5886268743102122,-0.5886312640239342,-0.5885843458604125,-0.5886914222414872,0.0,1.2234660794032268,0.8665005522874977
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,23,2026-01-20,NSE,HDFCBANK,9722624,9722630,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.6649882776399513,0,0,1,not_filled,0,0,0,,0.0,7.952529516117579,5.810736353426599,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.5886268743102122,0.0,0.5886268743102122,-0.5886312640239342,-0.5885843458604125,-0.5886914222414872,0.0,1.2234660794032268,0.8665005522874977
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,24,2026-01-28,NSE,HDFCBANK,14106624,14106630,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.368867375081509,0,0,1,not_filled,0,0,0,,0.0,-0.0,5.879203554425063,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.588024576174764,0.0,0.588024576174764,-0.5879849812265332,-0.5880851063829787,-0.5880077369439072,0.0296620775969962,1.245019920319008,0.8662282398452611
