trade_date,exchange,symbol,richer_event_bar_id,candidate_id,candidate_rank,family_id,side,horizon,gross_edge_bps,zerodha_round_trip_charge_bps,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,depth_replenishment_pressure,depth_withdrawal_pressure,top5_churn_pressure,avg_spread_bps,trade_month,feed_profile,regime_code,raw_book_state_score,raw_book_state_score_threshold,threshold_quantile,daily_event_limit,source_file,phase298_variant_id,max_annualized_pct,max_scheduled_event_rows,preserve_as_directional_signal_seed
2026-01-08,NSE,HDFCBANK,3783936,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5966976264189886,-0.5967251461988304,-0.5967304625199362,0.0,-0.0,0.0,1.8502528678916643,2026-01,disconnect_scenario,D10,0.8736797969767186,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-08,NSE,HDFCBANK,3784192,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,3,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-29.60404588626897,8.26812,-0.5966976264189886,-0.5967251461988304,-0.5967304625199362,0.0,-0.0,0.0,1.8502528678916643,2026-01,disconnect_scenario,D10,0.8736797969767186,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-12,NSE,HDFCBANK,5257728,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,1,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5822222222222222,-0.5822699798522498,-0.5821408128219805,0.0782222222222222,0.0,0.0782222222222222,1.2067093037290062,2026-01,disconnect_scenario,D01,0.8519915276127498,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-12,NSE,HDFCBANK,5257984,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5822222222222222,-0.5822699798522498,-0.5821408128219805,0.0,-0.0,0.0,1.2067093037290062,2026-01,disconnect_scenario,D01,0.8519915276127498,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-12,NSE,HDFCBANK,5258240,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,3,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-33.787860504403966,8.26812,-0.5822222222222222,-0.5822699798522498,-0.5821408128219805,0.0,-0.0,0.0,1.2067093037290062,2026-01,disconnect_scenario,D01,0.8519915276127498,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-20,NSE,HDFCBANK,9722112,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,1,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5886312640239342,-0.5885843458604125,-0.5886914222414872,0.1185489902767389,0.0,0.1185489902767389,1.2234660794032268,2026-01,disconnect_scenario,D03,0.8665005522874977,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-20,NSE,HDFCBANK,9722368,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5886312640239342,-0.5885843458604125,-0.5886914222414872,0.0,-0.0,0.0,1.2234660794032268,2026-01,disconnect_scenario,D03,0.8665005522874977,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-20,NSE,HDFCBANK,9722624,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,3,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,7.952529516117579,8.26812,-0.5886312640239342,-0.5885843458604125,-0.5886914222414872,0.0,-0.0,0.0,1.2234660794032268,2026-01,disconnect_scenario,D03,0.8665005522874977,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-28,NSE,HDFCBANK,14106624,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,1,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5879849812265332,-0.5880851063829787,-0.5880077369439072,0.0296620775969962,0.0,0.0296620775969962,1.245019920319008,2026-01,disconnect_scenario,D03,0.8662282398452611,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-28,NSE,HDFCBANK,14106880,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5879849812265332,-0.5880851063829787,-0.5880077369439072,0.0,-0.0,0.0,1.245019920319008,2026-01,disconnect_scenario,D03,0.8662282398452611,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-28,NSE,HDFCBANK,14107136,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,3,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-6.225099601593342,8.26812,-0.5879849812265332,-0.5880851063829787,-0.5880077369439072,0.0,-0.0,0.0,1.245019920319008,2026-01,disconnect_scenario,D03,0.8662282398452611,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-29,NSE,HDFCBANK,14963200,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,1,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5810647307924985,-0.5810764484058965,-0.581020276982411,0.087416817906836,0.0,0.087416817906836,1.2192148256525572,2026-01,disconnect_scenario,D01,0.8513488568339441,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-29,NSE,HDFCBANK,14963456,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5810647307924985,-0.5810764484058965,-0.581020276982411,0.0,-0.0,0.0,1.2192148256525572,2026-01,disconnect_scenario,D01,0.8513488568339441,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-29,NSE,HDFCBANK,14963712,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,3,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-18.28822238478356,8.26812,-0.5810647307924985,-0.5810764484058965,-0.581020276982411,0.0,-0.0,0.0,1.2192148256525572,2026-01,disconnect_scenario,D01,0.8513488568339441,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-30,NSE,HDFCBANK,15679232,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,1,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.592436974789916,-0.592436974789916,-0.5923609453330151,0.203905091448344,0.0,0.203905091448344,1.2403100775182518,2026-01,disconnect_scenario,D06,0.8846872082166201,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-30,NSE,HDFCBANK,15679488,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-16.124031007751505,8.26812,-0.592436974789916,-0.592436974789916,-0.5923609453330151,0.0,-0.0,0.0,1.2403100775182518,2026-01,disconnect_scenario,D06,0.8846872082166201,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-30,NSE,HDFCBANK,15679744,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,3,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-16.124031007751505,8.26812,-0.592436974789916,-0.592436974789916,-0.5923609453330151,0.0,-0.0,0.0,1.2403100775182518,2026-01,disconnect_scenario,D06,0.8846872082166201,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-02-13,NSE,HDFCBANK,6757376,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,1,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.5945528298242225,-0.5945709281961471,-0.5945814830018286,0.1248792737106432,0.0,0.1248792737106432,3.145445395067941,2026-02,disconnect_scenario,D20,0.000292947233981,0.0002826373592639,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-02/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,1.139423397385674,6,1
2026-02-13,NSE,HDFCBANK,6757632,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,2,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.5945528298242225,-0.5945709281961471,-0.5945814830018286,0.0,-0.0,0.0,3.145445395067941,2026-02,disconnect_scenario,D20,0.000292947233981,0.0002826373592639,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-02/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,1.139423397385674,6,1
2026-02-13,NSE,HDFCBANK,6757888,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,3,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,-38.37443381982886,8.26812,-0.5945528298242225,-0.5945709281961471,-0.5945814830018286,0.0,-0.0,0.0,3.145445395067941,2026-02,disconnect_scenario,D20,0.000292947233981,0.0002826373592639,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-02/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,1.139423397385674,6,1
2026-02-27,NSE,HDFCBANK,14118144,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,1,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.6196990424076607,-0.6197470420236638,-0.6197073387859567,0.4026207790337677,0.0,0.4026207790337677,3.133224714876551,2026-02,disconnect_scenario,D07,0.0003089485326848,0.0002826373592639,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-02/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,1.139423397385674,6,1
2026-02-27,NSE,HDFCBANK,14118400,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,2,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.6196990424076607,-0.6197470420236638,-0.6197073387859567,0.0,-0.0,0.0,3.133224714876551,2026-02,disconnect_scenario,D07,0.0003089485326848,0.0002826373592639,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-02/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,1.139423397385674,6,1
2026-02-27,NSE,HDFCBANK,14118656,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,3,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,146.63491665622308,8.26812,-0.6196990424076607,-0.6197470420236638,-0.6197073387859567,0.0,-0.0,0.0,3.133224714876551,2026-02,disconnect_scenario,D07,0.0003089485326848,0.0002826373592639,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-02/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-02_Q99_DL3_H6,1.139423397385674,6,1
2026-03-13,NSE,HDFCBANK,6805248,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-03_Q95_DL3_H6,1,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.6052545691906005,-0.6053264287035325,-0.6051702395964691,0.0442232375979112,0.0,0.0442232375979112,3.152585119798234,2026-03,disconnect_scenario,D07,0.0003009093024755,0.0002686897397339,0.95,3,raw_synthetic_l2_dense_full_year/trade_month=2026-03/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-03_Q95_DL3_H6,15.914496740277368,6,1
