phase288_variant_id,liquidity_family,pressure_column,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr,best_scenario_id,best_initial_capital_inr,best_fixed_notional_inr,best_max_concurrent_positions,best_notional_turnover_x_initial_capital,best_avg_open_notional_utilization,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,positive_but_below12,too_sparse_for_sparse_diagnostic,too_sparse_for_portfolio_claim,full_depth_positive_clue,same_pressure_route_exhausted_for_acceptance
P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H10,open_pressure_burst,top5_churn_pressure,INV,10,12,44,4,0,0,0,0,-4.084872592085576,-3.728684722961895,0.3503270144019629,11.121492520697238,P271_P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.9772727272727272,7,43,1,1,0,0,1,1,1,1,1
P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H10,open_pressure_burst,top5_churn_pressure,INV,10,12,33,4,0,0,0,0,-4.084872592085576,-3.728684722961895,0.3503270144019629,11.121492520697238,P271_P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.9696969696969696,2,32,1,1,0,0,1,1,1,1,1
P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H10,open_pressure_burst,top5_churn_pressure,INV,10,12,22,4,0,0,0,0,-4.919252149594277,-3.7234309878130714,0.3503270144019629,11.121492520697238,P271_P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.9545454545454546,1,21,1,1,0,0,1,1,1,1,1
P288_P288_REPLENISHMENT_ABSORPTION_Q50_ORIG_H3,replenishment_absorption,replenishment_dominance,ORIG,3,12,29,4,0,0,0,0,-1.7053143552690428,-1.1737907966977117,-0.0493374930873802,-1.566269621821594,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,11,26,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q60_ORIG_H3,replenishment_absorption,replenishment_dominance,ORIG,3,12,23,4,0,0,0,0,-1.7053143552690428,-1.1737907966977117,-0.0493374930873802,-1.566269621821594,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q60_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q70_ORIG_H3,replenishment_absorption,replenishment_dominance,ORIG,3,12,18,4,0,0,0,0,-1.7053143552690428,-1.1737907966977117,-0.0493374930873802,-1.566269621821594,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q70_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2361111111111111,5,17,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_ORIG_H3,spread_compression_pressure,replenishment_dominance,ORIG,3,12,38,4,0,0,0,0,-1.7053143552690428,-1.1737907966977117,-0.0493374930873802,-1.566269621821594,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2434210526315789,16,34,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_ORIG_H3,spread_compression_pressure,replenishment_dominance,ORIG,3,12,30,4,0,0,0,0,-1.7053143552690428,-1.1737907966977117,-0.0493374930873802,-1.566269621821594,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q60_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2416666666666666,11,27,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_ORIG_H3,spread_compression_pressure,replenishment_dominance,ORIG,3,12,23,4,0,0,0,0,-1.7053143552690428,-1.1737907966977117,-0.0493374930873802,-1.566269621821594,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q70_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H8,spread_compression_pressure,replenishment_dominance,ORIG,8,12,15,4,0,0,0,0,-0.5739486388673531,-0.2604697338014382,-0.0611730223117524,-1.6992506197709023,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2333333333333333,5,13,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H8,open_pressure_burst,top5_churn_pressure,INV,8,12,55,4,0,0,0,0,-4.2113094069819645,-3.89198442495374,-0.0622414673132469,-1.9759195972459365,P271_P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2454545454545454,10,54,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H8,open_pressure_burst,top5_churn_pressure,INV,8,12,44,4,0,0,0,0,-4.2113094069819645,-3.89198442495374,-0.0622414673132469,-1.9759195972459365,P271_P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,7,43,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H8,open_pressure_burst,top5_churn_pressure,INV,8,12,33,4,0,0,0,0,-4.2113094069819645,-3.89198442495374,-0.0622414673132469,-1.9759195972459365,P271_P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2424242424242424,2,32,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H8,open_pressure_burst,top5_churn_pressure,INV,8,12,22,4,0,0,0,0,-4.95676978496135,-3.88728534138232,-0.0622414673132469,-1.9759195972459365,P271_P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2386363636363636,1,21,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H8,replenishment_absorption,replenishment_dominance,ORIG,8,12,12,4,0,0,0,0,-0.6696067453452453,-0.3038813561016778,-0.0713685260303779,-1.6992506197709023,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2291666666666666,3,10,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H8,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,8,12,73,4,0,0,0,0,-1.4417918777302263,-0.19609717020241435,-0.0768888624809204,-2.4409162692355717,P271_P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2465753424657534,42,56,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H8,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,8,12,58,4,0,0,0,0,-1.4417918777302263,-0.19609717020241435,-0.0768888624809204,-2.4409162692355717,P271_P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2456896551724137,29,46,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H8,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,8,12,44,4,0,0,0,0,-1.4417918777302263,-0.19609717020241435,-0.0768888624809204,-2.4409162692355717,P271_P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,24,35,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H8,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,8,12,29,4,0,0,0,0,-1.4417918777302263,-0.19609717020241435,-0.0768888624809204,-2.4409162692355717,P271_P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,16,23,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H5,open_pressure_burst,top5_churn_pressure,INV,5,12,55,4,0,0,0,0,-4.435649331307265,-4.1817310688977205,-0.3280764622038134,-10.415125784248046,P271_P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2454545454545454,10,54,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H5,open_pressure_burst,top5_churn_pressure,INV,5,12,44,4,0,0,0,0,-4.435649331307265,-4.1817310688977205,-0.3280764622038134,-10.415125784248046,P271_P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,7,43,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H5,open_pressure_burst,top5_churn_pressure,INV,5,12,33,4,0,0,0,0,-4.435649331307265,-4.1817310688977205,-0.3280764622038134,-10.415125784248046,P271_P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2424242424242424,2,32,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H5,open_pressure_burst,top5_churn_pressure,INV,5,12,22,4,0,0,0,0,-5.023338240406944,-4.178016117147429,-0.3280764622038134,-10.415125784248046,P271_P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2386363636363636,1,21,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H5,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,5,12,73,4,0,0,0,0,-2.2323920683505296,-1.2186051422766428,-0.3335125433108827,-10.58769978764707,P271_P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2465753424657534,42,56,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H5,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,5,12,58,4,0,0,0,0,-2.2323920683505296,-1.2186051422766428,-0.3335125433108827,-10.58769978764707,P271_P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2456896551724137,29,46,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H5,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,5,12,44,4,0,0,0,0,-2.2323920683505296,-1.2186051422766428,-0.3335125433108827,-10.58769978764707,P271_P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,24,35,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H5,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,5,12,29,4,0,0,0,0,-2.2323920683505296,-1.2186051422766428,-0.3335125433108827,-10.58769978764707,P271_P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,16,23,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H5,spread_compression_pressure,replenishment_dominance,ORIG,5,12,15,4,0,0,0,0,-1.7004962295271209,-1.4526693949211242,-0.3600490179237469,-10.001361608992967,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2333333333333333,5,13,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H5,replenishment_absorption,replenishment_dominance,ORIG,5,12,12,4,0,0,0,0,-1.9839122677816408,-1.6947809607413118,-0.4200571875777046,-10.001361608992967,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2291666666666666,3,10,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H3,open_pressure_burst,top5_churn_pressure,INV,3,12,55,5,0,0,0,0,-8.850287298303039,-6.540143687081928,-0.5542659325887602,-17.595743891706675,P271_P288_P288_OPEN_PRESSURE_BURST_Q50_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2454545454545454,9,54,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H3,open_pressure_burst,top5_churn_pressure,INV,3,12,44,4,0,0,0,0,-4.626532133213117,-4.428266104536967,-0.5542659325887602,-17.595743891706675,P271_P288_P288_OPEN_PRESSURE_BURST_Q60_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,7,43,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H3,open_pressure_burst,top5_churn_pressure,INV,3,12,33,4,0,0,0,0,-4.626532133213117,-4.428266104536967,-0.5542659325887602,-17.595743891706675,P271_P288_P288_OPEN_PRESSURE_BURST_Q70_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2424242424242424,2,32,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H3,open_pressure_burst,top5_churn_pressure,INV,3,12,22,4,0,0,0,0,-5.079978953522165,-4.425388515284797,-0.5542659325887602,-17.595743891706675,P271_P288_P288_OPEN_PRESSURE_BURST_Q80_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2386363636363636,1,21,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H3,spread_compression_pressure,replenishment_dominance,ORIG,3,12,15,4,0,0,0,0,-2.659035202169406,-2.4670693615349406,-0.6143518917274008,-17.06533032576113,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2333333333333333,5,13,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H3,replenishment_absorption,replenishment_dominance,ORIG,3,12,12,4,0,0,0,0,-3.1022077358643068,-2.878247588457431,-0.7167438736819677,-17.06533032576113,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q80_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2291666666666666,3,10,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H3,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,3,12,73,7,0,0,0,0,-5.539063233844081,-5.441082220607866,-1.363743327872723,-43.29343898008644,P271_P288_P288_LIQUIDITY_VACUUM_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2431506849315068,39,56,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H3,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,3,12,58,7,0,0,0,0,-5.539063233844081,-5.441082220607866,-1.363743327872723,-43.29343898008644,P271_P288_P288_LIQUIDITY_VACUUM_Q60_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2413793103448276,26,46,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H3,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,3,12,44,7,0,0,0,0,-5.539063233844081,-5.441082220607866,-1.363743327872723,-43.29343898008644,P271_P288_P288_LIQUIDITY_VACUUM_Q70_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2386363636363636,21,35,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H3,liquidity_vacuum,liquidity_vacuum_pressure,ORIG,3,12,29,6,0,0,0,0,-5.454973311490891,-4.566609342895065,-1.363743327872723,-43.29343898008644,P271_P288_P288_LIQUIDITY_VACUUM_Q80_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.5,0.2327586206896551,14,23,1,1,0,0,0,1,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3,pressure_continuation,abs_consensus_imbalance,ORIG,3,12,111,12,0,0,4,0,-6.712990265395177,-5.816484883214586,-1.6782475663487944,-53.27770051900935,P271_P288_P288_PRESSURE_CONTINUATION_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,1.0,0.240990990990991,22,101,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q60_ORIG_H3,pressure_continuation,abs_consensus_imbalance,ORIG,3,12,89,12,0,0,4,0,-6.712990265395177,-5.816484883214586,-1.6782475663487944,-53.27770051900935,P271_P288_P288_PRESSURE_CONTINUATION_Q60_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,1.0,0.2387640449438202,17,79,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q70_ORIG_H3,pressure_continuation,abs_consensus_imbalance,ORIG,3,12,67,10,0,0,4,0,-6.712990265395177,-5.361886755519753,-1.6782475663487944,-53.27770051900935,P271_P288_P288_PRESSURE_CONTINUATION_Q70_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,1.0,0.2350746268656716,12,59,1,1,0,0,0,0,1,0,1
P288_P288_PRESSURE_CONTINUATION_Q80_ORIG_H3,pressure_continuation,abs_consensus_imbalance,ORIG,3,12,45,10,0,0,4,0,-8.020592535822153,-5.3584473005568185,-1.6782475663487944,-53.27770051900935,P271_P288_P288_PRESSURE_CONTINUATION_Q80_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,1.0,0.2277777777777777,10,37,1,1,0,0,0,0,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H3,open_pressure_burst,top5_churn_pressure,ORIG,3,12,55,5,0,0,0,0,-8.435449582527896,-6.615277516197195,-2.108862395631974,-66.94801255974521,P271_P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2454545454545454,9,54,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H3,open_pressure_burst,top5_churn_pressure,ORIG,3,12,44,4,0,0,0,0,-8.435449582527896,-6.030581875265796,-2.108862395631974,-66.94801255974521,P271_P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,7,43,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H3,open_pressure_burst,top5_churn_pressure,ORIG,3,12,33,4,0,0,0,0,-8.435449582527896,-6.030581875265796,-2.108862395631974,-66.94801255974521,P271_P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2424242424242424,2,32,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H3,open_pressure_burst,top5_churn_pressure,ORIG,3,12,22,4,0,0,0,0,-8.435449582527896,-5.797422259737357,-2.108862395631974,-66.94801255974521,P271_P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2386363636363636,1,21,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H5,liquidity_vacuum,liquidity_vacuum_pressure,INV,5,12,73,4,0,0,0,0,-9.199226057723356,-8.20118913164947,-2.2709452566891173,-72.09350021235294,P271_P288_P288_LIQUIDITY_VACUUM_Q50_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2465753424657534,42,56,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H5,liquidity_vacuum,liquidity_vacuum_pressure,INV,5,12,58,4,0,0,0,0,-9.199226057723356,-8.20118913164947,-2.2709452566891173,-72.09350021235294,P271_P288_P288_LIQUIDITY_VACUUM_Q60_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2456896551724137,29,46,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H5,liquidity_vacuum,liquidity_vacuum_pressure,INV,5,12,44,4,0,0,0,0,-9.199226057723356,-8.20118913164947,-2.2709452566891173,-72.09350021235294,P271_P288_P288_LIQUIDITY_VACUUM_Q70_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,24,35,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H5,liquidity_vacuum,liquidity_vacuum_pressure,INV,5,12,29,4,0,0,0,0,-9.199226057723356,-8.20118913164947,-2.2709452566891173,-72.09350021235294,P271_P288_P288_LIQUIDITY_VACUUM_Q80_INV_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,16,23,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H5,open_pressure_burst,top5_churn_pressure,ORIG,5,12,55,4,0,0,0,0,-9.340207464067683,-6.249290794038346,-2.3350518660169213,-74.12863066720385,P271_P288_P288_OPEN_PRESSURE_BURST_Q50_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2454545454545454,10,54,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H5,open_pressure_burst,top5_churn_pressure,ORIG,5,12,44,4,0,0,0,0,-9.340207464067683,-6.249290794038346,-2.3350518660169213,-74.12863066720385,P271_P288_P288_OPEN_PRESSURE_BURST_Q60_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,7,43,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H5,open_pressure_burst,top5_churn_pressure,ORIG,5,12,33,4,0,0,0,0,-9.340207464067683,-6.249290794038346,-2.3350518660169213,-74.12863066720385,P271_P288_P288_OPEN_PRESSURE_BURST_Q70_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2424242424242424,2,32,1,1,0,0,0,1,1,0,1
P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H5,open_pressure_burst,top5_churn_pressure,ORIG,5,12,22,4,0,0,0,0,-9.340207464067683,-5.949428815363653,-2.3350518660169213,-74.12863066720385,P271_P288_P288_OPEN_PRESSURE_BURST_Q80_ORIG_H5_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2386363636363636,1,21,1,1,0,0,0,1,1,0,1
P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H3,spread_compression_pressure,replenishment_dominance,INV,3,12,15,4,0,0,0,0,-9.448685233090398,-9.247057597830594,-2.3621713082725995,-65.61586967423887,P271_P288_P288_SPREAD_COMPRESSION_PRESSURE_Q80_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2333333333333333,5,13,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q50_INV_H8,liquidity_vacuum,liquidity_vacuum_pressure,INV,8,12,73,4,0,0,0,0,-10.256303447037933,-8.991789322269774,-2.5275689375190797,-80.24028373076442,P271_P288_P288_LIQUIDITY_VACUUM_Q50_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2465753424657534,42,56,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q60_INV_H8,liquidity_vacuum,liquidity_vacuum_pressure,INV,8,12,58,4,0,0,0,0,-10.256303447037933,-8.991789322269774,-2.5275689375190797,-80.24028373076442,P271_P288_P288_LIQUIDITY_VACUUM_Q60_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2456896551724137,29,46,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q70_INV_H8,liquidity_vacuum,liquidity_vacuum_pressure,INV,8,12,44,4,0,0,0,0,-10.256303447037933,-8.991789322269774,-2.5275689375190797,-80.24028373076442,P271_P288_P288_LIQUIDITY_VACUUM_Q70_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2443181818181818,24,35,1,1,0,0,0,1,1,0,1
P288_P288_LIQUIDITY_VACUUM_Q80_INV_H8,liquidity_vacuum,liquidity_vacuum_pressure,INV,8,12,29,4,0,0,0,0,-10.256303447037933,-8.991789322269774,-2.5275689375190797,-80.24028373076442,P271_P288_P288_LIQUIDITY_VACUUM_Q80_INV_H8_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,16,23,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H3,replenishment_absorption,replenishment_dominance,INV,3,12,29,4,0,0,0,0,-10.220481227650478,-8.712516844730956,-2.55512030691262,-81.1149303781784,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q50_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2413793103448276,11,26,1,1,0,0,0,1,1,0,1
P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H3,replenishment_absorption,replenishment_dominance,INV,3,12,23,4,0,0,0,0,-10.220481227650478,-8.712516844730956,-2.55512030691262,-81.1149303781784,P271_P288_P288_REPLENISHMENT_ABSORPTION_Q60_INV_H3_CAP100000_NOT25000_CONC1_COST200,100000.0,25000.0,1,0.25,0.2391304347826087,9,20,1,1,0,0,0,1,1,0,1
