symbol,strategy_id,transition_type,side,shard_symbol_label_rows,symbols,trade_dates,signal_rows,mean_gross_bps,median_gross_bps,mean_after_cost_bps,mean_cost_clearing_rate,mean_adverse_direction_rate,worst_gross_bps,best_gross_bps,mean_spread_bps,mean_spread_change_bps,mean_abs_recent_return_bps,mean_cost_bps,label_candidate
AXISBANK,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,2800,0.0,0.0,-10.993902695265012,0.0,1.0,0.0,0.0,1.483855130176666,-0.0028562696052513055,19.253548414634114,10.993902695265012,False
AXISBANK,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,1900,0.0,0.0,-11.000323643586395,0.0,1.0,0.0,0.0,1.4881357623909335,0.0032646470700871725,21.902468869827285,11.000323643586395,False
AXISBANK,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,1900,0.0,-0.0,-11.000323643586402,0.0,1.0,-0.0,-0.0,1.4881357623909315,0.003264647070087179,21.90246886982733,11.000323643586402,False
RELIANCE,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,2850,0.0,-0.0,-11.034588817502641,0.0,1.0,-0.0,-0.0,1.5109792116684155,-0.002744147546137938,18.160620930136407,11.034588817502641,False
RELIANCE,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,2850,0.0,0.0,-11.034588817502643,0.0,1.0,0.0,0.0,1.5109792116684155,-0.002744147546137938,18.160620930136407,11.034588817502643,False
RELIANCE,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,1900,0.0,0.0,-11.03566954848027,0.0,1.0,0.0,0.0,1.5116996989868507,0.0031843778676703877,21.018119031735733,11.03566954848027,False
RELIANCE,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,1900,0.0,-0.0,-11.035669548480271,0.0,1.0,-0.0,-0.0,1.5116996989868507,0.0031843778676703877,21.018119031735736,11.035669548480271,False
BHARTIARTL,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,1950,0.0,-0.0,-11.096462092279918,0.0,1.0,-0.0,-0.0,1.552228061519948,0.0026988414779004115,17.369472045000478,11.096462092279918,False
BHARTIARTL,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,1950,0.0,0.0,-11.096462092279925,0.0,1.0,0.0,0.0,1.5522280615199482,0.002698841477900409,17.369472045000485,11.096462092279925,False
BHARTIARTL,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,2750,0.0,-0.0,-11.098043417219674,0.0,1.0,-0.0,-0.0,1.5532822781464517,-0.002395693328370571,15.43615819887792,11.098043417219674,False
BHARTIARTL,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,2750,0.0,0.0,-11.098043417219674,0.0,1.0,0.0,0.0,1.5532822781464513,-0.0023956933283705694,15.43615819887792,11.098043417219674,False
BPCL,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,2950,0.0,-0.0,-11.174758273678265,0.0,1.0,-0.0,-0.0,1.6044255157855094,-0.0030748369994548002,19.16414276581401,11.174758273678265,False
BPCL,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,2950,0.0,0.0,-11.17475827367827,0.0,1.0,0.0,0.0,1.6044255157855098,-0.0030748369994548002,19.164142765814006,11.17475827367827,False
BPCL,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,1900,0.0,-0.0,-11.182401392539973,0.0,1.0,-0.0,-0.0,1.609520928359996,0.00367817117163622,22.811272857204244,11.182401392539973,False
BPCL,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,1900,0.0,0.0,-11.182401392539987,0.0,1.0,0.0,0.0,1.609520928359995,0.00367817117163622,22.811272857204294,11.182401392539987,False
ITC,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,2750,0.0,-0.0,-11.398837221636796,0.0,1.0,-0.0,-0.0,1.7538114810912089,-0.0027578613841518166,15.712656440114802,11.398837221636796,False
ITC,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,2750,0.0,0.0,-11.398837221636812,0.0,1.0,0.0,0.0,1.7538114810912067,-0.00275786138415181,15.71265644011486,11.398837221636812,False
ITC,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,1850,0.0,0.0,-11.403639984257694,0.0,1.0,0.0,0.0,1.7570133228384717,0.0032088623790381687,18.21882992307454,11.403639984257694,False
ITC,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,1850,0.0,-0.0,-11.403639984257694,0.0,1.0,-0.0,-0.0,1.7570133228384703,0.003208862379038173,18.218829923074534,11.403639984257694,False
INFY,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,3100,0.0,-0.0,-11.426732454371496,0.0,1.0,-0.0,-0.0,1.7724083029143305,-0.0032017464252518425,18.049631907805324,11.426732454371496,False
INFY,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,3100,0.0,0.0,-11.426732454371496,0.0,1.0,0.0,0.0,1.7724083029143307,-0.0032017464252518417,18.049631907805324,11.426732454371496,False
INFY,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,2050,0.0,-0.0,-11.433965661786324,0.0,1.0,-0.0,-0.0,1.7772304411908997,0.004146665227302796,23.26335562865078,11.433965661786324,False
INFY,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,2050,0.0,0.0,-11.433965661786326,0.0,1.0,0.0,0.0,1.7772304411908995,0.004146665227302796,23.263355628650775,11.433965661786326,False
TCS,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,3050,0.0,0.0,-11.464512205141544,0.0,1.0,0.0,0.0,1.7975948034276903,-0.0028369075072000958,15.75922527828595,11.464512205141544,False
TCS,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,3050,0.0,-0.0,-11.46451220514155,0.0,1.0,-0.0,-0.0,1.7975948034276898,-0.0028369075072000936,15.759225278285964,11.46451220514155,False
TCS,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,2000,0.0,0.0,-11.482824384331924,0.0,1.0,0.0,0.0,1.8098029228879426,0.0032381782344279163,17.900800935661863,11.482824384331924,False
TCS,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,2000,0.0,-0.0,-11.482824384331924,0.0,1.0,-0.0,-0.0,1.809802922887941,0.0032381782344279167,17.900800935661877,11.482824384331924,False
HINDUNILVR,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,2850,0.0,-0.0,-11.529534465759113,0.0,1.0,-0.0,-0.0,1.8409429771727455,-0.0028788917194756784,15.608596608865625,11.529534465759113,False
HINDUNILVR,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,2850,0.0,0.0,-11.529534465759113,0.0,1.0,0.0,0.0,1.8409429771727455,-0.0028788917194756784,15.608596608865625,11.529534465759113,False
HINDUNILVR,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,2050,0.0,0.0,-11.537111074457485,0.0,1.0,0.0,0.0,1.845994049638323,0.0035251499906634193,19.010559866980184,11.537111074457485,False
HINDUNILVR,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,2050,0.0,-0.0,-11.537111074457485,0.0,1.0,-0.0,-0.0,1.8459940496383231,0.0035251499906634193,19.010559866980184,11.537111074457485,False
SBIN,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,3200,0.0,-0.0,-11.592011046587936,0.0,1.0,-0.0,-0.0,1.8825940310586358,-0.0036764308232598683,19.530722662305443,11.592011046587936,False
SBIN,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,3200,0.0,0.0,-11.592011046587942,0.0,1.0,0.0,0.0,1.8825940310586367,-0.0036764308232598683,19.530722662305447,11.592011046587942,False
SBIN,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,1900,0.0,0.0,-11.59281828455503,0.0,1.0,0.0,0.0,1.8831321897033582,0.0048413655555581145,25.551285660098763,11.59281828455503,False
SBIN,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,1900,0.0,-0.0,-11.59281828455503,0.0,1.0,-0.0,-0.0,1.883132189703359,0.0048413655555581145,25.551285660098774,11.59281828455503,False
ONGC,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,3150,0.0,0.0,-11.747440812317846,0.0,1.0,0.0,0.0,1.9862138748785678,-0.0035566180928096793,17.913162352572467,11.747440812317846,False
ONGC,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,3150,0.0,-0.0,-11.747440812317848,0.0,1.0,-0.0,-0.0,1.9862138748785645,-0.0035566180928096793,17.913162352572403,11.747440812317848,False
ONGC,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,2000,0.0,-0.0,-11.748274014090104,0.0,1.0,-0.0,-0.0,1.986769342726737,0.004505031271093568,22.56951800378017,11.748274014090104,False
ONGC,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,2000,0.0,0.0,-11.748274014090105,0.0,1.0,0.0,0.0,1.986769342726737,0.004505031271093563,22.56951800378019,11.748274014090105,False
SUNPHARMA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,1850,0.0,-0.0,-11.83108562394399,0.0,1.0,-0.0,-0.0,2.041977082629346,0.004503259125607195,21.963213259151505,11.83108562394399,False
SUNPHARMA,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,1850,0.0,0.0,-11.83108562394402,0.0,1.0,0.0,0.0,2.041977082629345,0.004503259125607177,21.963213259151484,11.83108562394402,False
SUNPHARMA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,3300,0.0,0.0,-11.835297244271697,0.0,1.0,0.0,0.0,2.044784829514482,-0.0035638525556031847,17.44958730782003,11.835297244271697,False
SUNPHARMA,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,3300,0.0,-0.0,-11.835297244271707,0.0,1.0,-0.0,-0.0,2.04478482951448,-0.003563852555603184,17.449587307820057,11.835297244271707,False
ADANIPORTS,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,2350,0.0,-0.0,-12.017428341940832,0.0,1.0,-0.0,-0.0,2.1662055612939413,0.004947619932780687,22.699645944570246,12.017428341940832,False
ADANIPORTS,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,2350,0.0,0.0,-12.017428341940875,0.0,1.0,0.0,0.0,2.166205561293933,0.004947619932780686,22.699645944570193,12.017428341940875,False
ADANIPORTS,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3100,0.0,0.0,-12.021080461619363,0.0,1.0,0.0,0.0,2.1686403077462617,-0.0030580790492274793,14.121752949861767,12.021080461619363,False
ADANIPORTS,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3100,0.0,-0.0,-12.021080461619391,0.0,1.0,-0.0,-0.0,2.1686403077462626,-0.0030580790492274715,14.121752949861772,12.021080461619391,False
WIPRO,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2200,0.0,0.0,-12.065219565930425,0.0,1.0,0.0,0.0,2.198066377286947,0.003469317930433851,15.72278350655909,12.065219565930425,False
WIPRO,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2200,0.0,-0.0,-12.065219565930454,0.0,1.0,-0.0,-0.0,2.198066377286939,0.0034693179304338697,15.722783506559102,12.065219565930454,False
WIPRO,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3150,0.0,-0.0,-12.068833688803968,0.0,1.0,-0.0,-0.0,2.2004757925359897,-0.0028164618690374693,12.788773020673588,12.068833688803968,False
WIPRO,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3150,0.0,0.0,-12.068833688803977,0.0,1.0,0.0,0.0,2.200475792535984,-0.0028164618690374624,12.78877302067358,12.068833688803977,False
DRREDDY,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,2900,0.0,-0.0,-12.349705035591256,0.0,1.0,-0.0,-0.0,2.387723357060842,-0.0036004602734268205,15.054763461595961,12.349705035591256,False
DRREDDY,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,2900,0.0,0.0,-12.349705035591256,0.0,1.0,0.0,0.0,2.387723357060842,-0.003600460273426821,15.054763461595961,12.349705035591256,False
DRREDDY,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,2350,0.0,0.0,-12.35792452803594,0.0,1.0,0.0,0.0,2.393203018690629,0.004516785580060903,18.82120180882331,12.35792452803594,False
DRREDDY,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,2350,0.0,-0.0,-12.35792452803594,0.0,1.0,-0.0,-0.0,2.393203018690629,0.004516785580060903,18.82120180882331,12.35792452803594,False
HCLTECH,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,3050,0.0,0.0,-12.389452713387453,0.0,1.0,0.0,0.0,2.4142218089249834,-0.005157286898092068,21.391746146905984,12.389452713387453,False
HCLTECH,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,3050,0.0,-0.0,-12.389452713387477,0.0,1.0,-0.0,-0.0,2.414221808924978,-0.00515728689809208,21.39174614690596,12.389452713387477,False
HCLTECH,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,2200,0.0,-0.0,-12.390883018016577,0.0,1.0,-0.0,-0.0,2.415175345344395,0.005670734414010866,23.35202169369617,12.390883018016577,False
HCLTECH,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,2200,0.0,0.0,-12.39088301801658,0.0,1.0,0.0,0.0,2.4151753453443963,0.0056707344140108674,23.35202169369617,12.39088301801658,False
ULTRACEMCO,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3050,0.0,0.0,-12.57784370526223,0.0,1.0,0.0,0.0,2.5398158035081577,-0.0036763712902006113,14.459003173140786,12.57784370526223,False
ULTRACEMCO,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3050,0.0,-0.0,-12.577843705262246,0.0,1.0,-0.0,-0.0,2.539815803508161,-0.0036763712902006286,14.459003173140745,12.577843705262246,False
ULTRACEMCO,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2200,0.0,-0.0,-12.584632671191903,0.0,1.0,-0.0,-0.0,2.5443417807946207,0.003953187193001825,15.4618708122506,12.584632671191903,False
ULTRACEMCO,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2200,0.0,0.0,-12.584632671191924,0.0,1.0,0.0,0.0,2.544341780794614,0.003953187193001812,15.461870812250607,12.584632671191924,False
KOTAKBANK,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3250,0.0,-0.0,-12.661255566607311,0.0,1.0,-0.0,-0.0,2.595423711071541,-0.003136215464041281,12.114421241077281,12.661255566607311,False
KOTAKBANK,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3250,0.0,0.0,-12.661255566607311,0.0,1.0,0.0,0.0,2.595423711071541,-0.003136215464041281,12.114421241077281,12.661255566607311,False
KOTAKBANK,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2050,0.0,0.0,-12.666564061880635,0.0,1.0,0.0,0.0,2.598962707920419,0.004234385340151891,16.26307545962943,12.666564061880635,False
KOTAKBANK,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2050,0.0,-0.0,-12.666564061880637,0.0,1.0,-0.0,-0.0,2.598962707920419,0.004234385340151891,16.263075459629434,12.666564061880637,False
NESTLEIND,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3100,0.0,-0.0,-12.877002478839529,0.0,1.0,-0.0,-0.0,2.7392549858930173,-0.003685121461205436,13.457334460461901,12.877002478839529,False
NESTLEIND,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3100,0.0,0.0,-12.877002478839529,0.0,1.0,0.0,0.0,2.739254985893016,-0.003685121461205436,13.457334460461887,12.877002478839529,False
NESTLEIND,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2200,0.0,0.0,-12.88001029577928,0.0,1.0,0.0,0.0,2.741260197186181,0.004515477249005423,16.39201090073567,12.88001029577928,False
NESTLEIND,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2200,0.0,-0.0,-12.88001029577928,0.0,1.0,-0.0,-0.0,2.7412601971861803,0.004515477249005424,16.39201090073567,12.88001029577928,False
CIPLA,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2350,0.0,0.0,-12.886824561897017,0.0,1.0,0.0,0.0,2.7458030412646797,0.004151386462976731,15.053759093750337,12.886824561897017,False
CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2350,0.0,-0.0,-12.886824561897017,0.0,1.0,-0.0,-0.0,2.7458030412646814,0.004151386462976731,15.053759093750324,12.886824561897017,False
CIPLA,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3250,0.0,0.0,-12.906634118075635,0.0,1.0,0.0,0.0,2.7590094120504403,-0.0035734904227021254,12.983849296279606,12.906634118075635,False
CIPLA,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3250,0.0,-0.0,-12.90663411807565,0.0,1.0,-0.0,-0.0,2.7590094120504385,-0.003573490422702129,12.98384929627962,12.90663411807565,False
MARUTI,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2250,0.0,-0.0,-13.0446394853252,0.0,1.0,-0.0,-0.0,2.8510129902168067,0.0044778775548509385,15.629341804600097,13.0446394853252,False
MARUTI,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2250,0.0,0.0,-13.044639485325204,0.0,1.0,0.0,0.0,2.8510129902168075,0.00447787755485094,15.629341804600108,13.044639485325204,False
MARUTI,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3300,0.0,0.0,-13.054971117753906,0.0,1.0,0.0,0.0,2.857900745169266,-0.004116694538204167,14.419613724655704,13.054971117753906,False
MARUTI,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3300,0.0,-0.0,-13.054971117753917,0.0,1.0,-0.0,-0.0,2.8579007451692657,-0.004116694538204167,14.419613724655711,13.054971117753917,False
BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2200,0.0,0.0,-13.065651059024944,0.0,1.0,0.0,0.0,2.865020706016626,0.004849838306993581,16.835498781459833,13.065651059024944,False
BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2200,0.0,-0.0,-13.065651059024951,0.0,1.0,-0.0,-0.0,2.8650207060166255,0.004849838306993582,16.835498781459886,13.065651059024951,False
BAJAJ-AUTO,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3450,0.0,0.0,-13.073620388507512,0.0,1.0,0.0,0.0,2.870333592338341,-0.003960090057751214,13.814665574178102,13.073620388507512,False
BAJAJ-AUTO,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3450,0.0,-0.0,-13.073620388507527,0.0,1.0,-0.0,-0.0,2.8703335923383473,-0.0039600900577512164,13.814665574178099,13.073620388507527,False
ITBEES,P69_SPREAD_TRANSITION_FADE,compression,-1,2,1,1,2750,0.0,-0.0,-13.397533978184569,0.0,1.0,-0.0,-0.0,3.086275985456386,-0.004840375650680875,15.685667231567644,13.397533978184569,False
ITBEES,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,2,1,1,2750,0.0,0.0,-13.397533978184573,0.0,1.0,0.0,0.0,3.0862759854563837,-0.004840375650680875,15.685667231567606,13.397533978184573,False
ITBEES,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,2,1,1,2000,0.0,-0.0,-13.40763861559852,0.0,1.0,-0.0,-0.0,3.093012410399017,0.00515278582771094,16.65496611232435,13.40763861559852,False
ITBEES,P69_SPREAD_TRANSITION_FADE,expansion,1,2,1,1,2000,0.0,0.0,-13.407638615598522,0.0,1.0,0.0,0.0,3.0930124103990186,0.005152785827710933,16.654966112324345,13.407638615598522,False
TECHM,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,3,1,1,3250,0.0,0.0,-13.64482541266947,0.0,1.0,0.0,0.0,3.2511369417796505,-0.003926500844696054,12.059610645334365,13.64482541266947,False
TECHM,P69_SPREAD_TRANSITION_FADE,compression,-1,3,1,1,3250,0.0,-0.0,-13.644825412669476,0.0,1.0,-0.0,-0.0,3.251136941779654,-0.003926500844696068,12.059610645334322,13.644825412669476,False
TECHM,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2350,0.0,-0.0,-13.654907542984608,0.0,1.0,-0.0,-0.0,3.257858361989749,0.004895537471333403,14.98717654318547,13.654907542984608,False
TECHM,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2350,0.0,0.0,-13.65490754298461,0.0,1.0,0.0,0.0,3.2578583619897494,0.0048955374713334065,14.987176543185498,13.65490754298461,False
BANKBEES,P69_SPREAD_TRANSITION_FADE,expansion,1,3,1,1,2050,0.0,0.0,-13.950073548679418,0.0,1.0,0.0,0.0,3.454635699119601,0.004171581128139278,12.047607136455342,13.950073548679418,False
BANKBEES,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,3,1,1,2050,0.0,-0.0,-13.950073548679422,0.0,1.0,-0.0,-0.0,3.4546356991196023,0.004171581128139273,12.047607136455346,13.950073548679422,False
