scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,phase277_variant_id,redesign_family,feature_rule,threshold_quantile,threshold_value,uses_top5,uses_levels_2_to_5,l1_only_variant,selected_event_rows,cost200_above12_diagnostic
P271_P277_TOP5_IMBALANCE_GE_Q50_CAP100000_NOT100000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q50,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,640,4,636,72,564,0,2,2,5,3,8,-238.71168903891106,-0.23871168903891105,-7.519418204725698,1,0,200000.0,2.0,0.9703125,-243.6014677350755,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q50,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.568664,0.5,0.5686642494191729,1,0,0,640,0
P271_P277_TOP5_IMBALANCE_GE_Q60_CAP100000_NOT50000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,512,2,510,46,464,0,2,1,5,2,8,-216.12468694561116,-0.21612468694561116,-6.807927638786752,1,0,100000.0,1.0,0.498046875,-221.0144656417756,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q60,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.586461,0.6,0.5864613269515664,1,0,0,512,0
P271_P277_TOP5_IMBALANCE_GE_Q60_CAP100000_NOT50000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,512,4,508,57,451,0,2,2,5,3,8,-309.24983443009984,-0.30924983443009985,-9.741369784548144,1,0,200000.0,2.0,0.970703125,-314.1396131262643,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q60,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.586461,0.6,0.5864613269515664,1,0,0,512,0
P271_P277_TOP5_IMBALANCE_GE_Q60_CAP100000_NOT75000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,512,2,510,46,464,0,2,1,5,2,8,-324.1870304184167,-0.32418703041841673,-10.211891458180126,1,0,150000.0,1.5,0.7470703125,-331.5216984626634,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q60,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.586461,0.6,0.5864613269515664,1,0,0,512,0
P271_P277_TOP5_IMBALANCE_GE_Q60_CAP100000_NOT75000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,512,4,508,57,451,0,2,2,5,3,8,-309.24983443009984,-0.30924983443009985,-9.741369784548144,1,0,200000.0,2.0,0.970703125,-314.1396131262643,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q60,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.586461,0.6,0.5864613269515664,1,0,0,512,0
P271_P277_TOP5_IMBALANCE_GE_Q60_CAP100000_NOT100000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,512,2,510,46,464,0,2,1,5,2,8,-432.2493738912223,-0.4322493738912223,-13.615855277573504,1,0,200000.0,2.0,0.99609375,-442.0289312835512,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q60,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.586461,0.6,0.5864613269515664,1,0,0,512,0
P271_P277_TOP5_IMBALANCE_GE_Q60_CAP100000_NOT100000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q60,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,512,4,508,57,451,0,2,2,5,3,8,-309.24983443009984,-0.30924983443009985,-9.741369784548144,1,0,200000.0,2.0,0.970703125,-314.1396131262643,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q60,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.586461,0.6,0.5864613269515664,1,0,0,512,0
P271_P277_TOP5_IMBALANCE_GE_Q70_CAP100000_NOT50000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,384,2,382,30,352,0,2,1,4,2,8,-216.12468694561116,-0.21612468694561116,-6.807927638786752,1,0,100000.0,1.0,0.4973958333333333,-221.0144656417756,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q70,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.607049,0.7,0.6070491990947151,1,0,0,384,0
P271_P277_TOP5_IMBALANCE_GE_Q70_CAP100000_NOT50000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,384,4,380,37,343,0,2,2,4,3,8,-309.24983443009984,-0.30924983443009985,-9.741369784548144,1,0,200000.0,2.0,0.97265625,-314.1396131262643,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q70,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.607049,0.7,0.6070491990947151,1,0,0,384,0
P271_P277_TOP5_IMBALANCE_GE_Q70_CAP100000_NOT75000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,384,2,382,30,352,0,2,1,4,2,8,-324.1870304184167,-0.32418703041841673,-10.211891458180126,1,0,150000.0,1.5,0.74609375,-331.5216984626634,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q70,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.607049,0.7,0.6070491990947151,1,0,0,384,0
P271_P277_TOP5_IMBALANCE_GE_Q70_CAP100000_NOT75000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,384,4,380,37,343,0,2,2,4,3,8,-309.24983443009984,-0.30924983443009985,-9.741369784548144,1,0,200000.0,2.0,0.97265625,-314.1396131262643,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q70,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.607049,0.7,0.6070491990947151,1,0,0,384,0
P271_P277_TOP5_IMBALANCE_GE_Q70_CAP100000_NOT100000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,384,2,382,30,352,0,2,1,4,2,8,-432.2493738912223,-0.4322493738912223,-13.615855277573504,1,0,200000.0,2.0,0.9947916666666666,-442.0289312835512,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q70,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.607049,0.7,0.6070491990947151,1,0,0,384,0
P271_P277_TOP5_IMBALANCE_GE_Q70_CAP100000_NOT100000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q70,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,384,4,380,37,343,0,2,2,4,3,8,-309.24983443009984,-0.30924983443009985,-9.741369784548144,1,0,200000.0,2.0,0.97265625,-314.1396131262643,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q70,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.607049,0.7,0.6070491990947151,1,0,0,384,0
P271_P277_TOP5_IMBALANCE_GE_Q80_CAP100000_NOT50000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q80,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,256,2,254,21,233,0,2,1,4,2,8,-216.12468694561116,-0.21612468694561116,-6.807927638786752,1,0,100000.0,1.0,0.49609375,-221.0144656417756,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q80,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.627174,0.8,0.6271741880971878,1,0,0,256,0
P271_P277_TOP5_IMBALANCE_GE_Q80_CAP100000_NOT50000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q80,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,256,5,251,46,205,0,2,2,4,3,8,-144.3597272268271,-0.14435972722682708,-4.547331407645053,1,0,250000.0,2.5,0.947265625,-222.0746834024755,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q80,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.627174,0.8,0.6271741880971878,1,0,0,256,0
P271_P277_TOP5_IMBALANCE_GE_Q80_CAP100000_NOT75000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q80,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,256,2,254,21,233,0,2,1,4,2,8,-324.1870304184167,-0.32418703041841673,-10.211891458180126,1,0,150000.0,1.5,0.744140625,-331.5216984626634,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q80,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.627174,0.8,0.6271741880971878,1,0,0,256,0
P271_P277_TOP5_IMBALANCE_GE_Q80_CAP100000_NOT75000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q80,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,256,5,251,46,205,0,2,2,4,3,8,-144.3597272268271,-0.14435972722682708,-4.547331407645053,1,0,250000.0,2.5,0.947265625,-222.0746834024755,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q80,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.627174,0.8,0.6271741880971878,1,0,0,256,0
P271_P277_TOP5_IMBALANCE_GE_Q80_CAP100000_NOT100000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q80,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,256,2,254,21,233,0,2,1,4,2,8,-432.2493738912223,-0.4322493738912223,-13.615855277573504,1,0,200000.0,2.0,0.9921875,-442.0289312835512,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q80,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.627174,0.8,0.6271741880971878,1,0,0,256,0
P271_P277_TOP5_IMBALANCE_GE_Q80_CAP100000_NOT100000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q80,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,2,cost200,2.0,0.0,256,5,251,46,205,0,2,2,4,3,8,-144.3597272268271,-0.14435972722682708,-4.547331407645053,1,0,250000.0,2.5,0.947265625,-222.0746834024755,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q80,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.627174,0.8,0.6271741880971878,1,0,0,256,0
P271_P277_TOP5_IMBALANCE_GE_Q90_CAP100000_NOT50000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q90,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,1,cost200,2.0,0.0,128,2,126,7,119,0,2,2,3,2,8,-173.8128489841647,-0.17381284898416471,-5.4751047430011885,1,0,100000.0,1.0,0.4921875,-178.70262768032913,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q90,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.648963,0.9,0.6489634245811063,1,0,0,128,0
P271_P277_TOP5_IMBALANCE_GE_Q90_CAP100000_NOT50000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q90,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,50000.0,2,cost200,2.0,0.0,128,5,123,23,100,0,2,2,3,3,8,-73.68145088082153,-0.07368145088082154,-2.3209657027458785,1,0,250000.0,2.5,0.9375,-222.0746834024755,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q90,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.648963,0.9,0.6489634245811063,1,0,0,128,0
P271_P277_TOP5_IMBALANCE_GE_Q90_CAP100000_NOT75000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q90,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,1,cost200,2.0,0.0,128,2,126,7,119,0,2,2,3,2,8,-260.719273476247,-0.260719273476247,-8.21265711450178,1,0,150000.0,1.5,0.73828125,-268.05394152049365,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q90,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.648963,0.9,0.6489634245811063,1,0,0,128,0
P271_P277_TOP5_IMBALANCE_GE_Q90_CAP100000_NOT75000_CONC2_COST200,P277_TOP5_IMBALANCE_GE_Q90,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,75000.0,2,cost200,2.0,0.0,128,5,123,23,100,0,2,2,3,3,8,-73.68145088082153,-0.07368145088082154,-2.3209657027458785,1,0,250000.0,2.5,0.9375,-222.0746834024755,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q90,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.648963,0.9,0.6489634245811063,1,0,0,128,0
P271_P277_TOP5_IMBALANCE_GE_Q90_CAP100000_NOT100000_CONC1_COST200,P277_TOP5_IMBALANCE_GE_Q90,P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPCOMPRESSION;P268_P268_BID_ABSORPTION_BREADTH_REPAIR_H10_IQ0p9_SQ0p75_SPHIGH,100000.0,100000.0,1,cost200,2.0,0.0,128,2,126,7,119,0,2,2,3,2,8,-347.6256979683294,-0.34762569796832943,-10.950209486002377,1,0,200000.0,2.0,0.984375,-357.40525536065826,0,0,0,0,0,P277_TOP5_IMBALANCE_GE_Q90,top5_imbalance,avg_cum_top5_qty_imbalance >= 0.648963,0.9,0.6489634245811063,1,0,0,128,0
