shard_index,trade_date,symbol,strategy_id,side,spread_bucket,imbalance_bucket,candidate_orders,inferred_touches,mean_gross_bps_if_touched,median_gross_bps_if_touched,adverse_selection_rate,cost_clearing_rate,mean_after_cost_bps_if_touched,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance
46,2026-02-02,ICICIBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,243948,2650,-20.126319070870196,-17.056357046406625,1.0,0.0,-28.39443907087027,-63.08706014299781,-0.702839471465877,1.421217389114313,0.36875055112111244
46,2026-02-02,ICICIBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,243948,3448,-15.716015020574305,-11.376564277587597,0.9715777262180975,0.0,-23.9841350205743,-83.03761533002051,2.220446049250313e-12,1.4212173891143185,0.36875055112112404
48,2026-02-02,ITBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,247916,2800,-17.317431281807796,-9.260522238558334,1.0,0.0,-25.585551281807827,-121.18423071023065,-1.5429717636150642,3.0946795242534453,0.7411954259742461
48,2026-02-02,ITBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,247916,2850,-17.700144159415018,-13.92757660167221,1.0,0.0,-25.968264159415064,-90.51856397668034,-1.5299877600982725,3.09467952425296,0.7411954259742981
49,2026-02-02,ITC,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,245932,3100,-16.190028070018094,-9.839878343321784,1.0,0.0,-24.45814807001798,-85.62097272486801,-2.675465976990088,1.7812705129877844,0.5099079828315556
49,2026-02-02,ITC,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,245932,2750,-17.850431289125808,-15.095009767357448,1.0,0.0,-26.118551289125836,-97.84908321579854,-0.8909479686403099,1.7812705129877904,0.5099079828315992
50,2026-02-02,JUNIORBEES,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,249900,2700,-16.70618567768815,-15.667567625214929,1.0,0.0,-24.974305677688164,-113.66366176526421,-0.38403932562713905,3.583897609402257,0.6972854274764217
50,2026-02-02,JUNIORBEES,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,249900,2849,-15.28550229007322,-8.571392019649515,0.9828009828009828,0.0,-23.553622290073214,-134.62778262353646,0.1280360549538173,3.5838976094021056,0.6972854274764121
55,2026-02-02,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,3968,100,-16.73290106672164,-16.732901066721652,1.0,0.0,-25.001021066721684,-16.732901066721652,-16.732901066721652,2.7938813997352487,0.39491916859121345
55,2026-02-02,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,241964,3050,-19.692990985402727,-14.566137199141238,1.0,0.0,-27.96111098540279,-112.1122498108551,0.0,2.7773591402768307,0.41294278334934453
55,2026-02-02,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,241964,2750,-20.78933744904018,-13.890818169189911,1.0,0.0,-29.057457449040232,-117.53385112379,0.0,2.777359140276619,0.41294278334935075
56,2026-02-02,NIFTYBEES,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I03_0p60_0p80,247916,2950,-17.83028205099091,-13.701593711691329,1.0,0.0,-26.098402050990938,-92.45047296091325,0.0,1.445598927428853,0.6215125461147661
56,2026-02-02,NIFTYBEES,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I03_0p60_0p80,247916,3248,-15.100922976271612,-9.013881377321065,0.9698275862068966,0.0,-23.36904297627161,-94.79013320886077,2.220446049250313e-12,1.4455989274289063,0.6215125461147754
58,2026-02-02,RELIANCE,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,249900,3450,-15.170305402923326,-10.685391543274747,1.0,0.0,-23.4384254029234,-130.9812235009078,0.0,1.5299048491424427,0.4445241714979498
58,2026-02-02,RELIANCE,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,249900,2800,-19.47976804166443,-17.631276351092183,1.0,0.0,-27.747888041664368,-42.94149221685362,0.0,1.5299048491425487,0.4445241714979707
60,2026-02-02,SUNPHARMA,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,109036,1300,-16.654869598100884,-8.77539043499409,1.0,0.0,-24.922989598100873,-89.60114689468001,0.0,2.065817530218639,0.30555777744323204
60,2026-02-02,SUNPHARMA,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,109036,1400,-18.185410994313642,-15.244831857846307,1.0,0.0,-26.453530994313645,-54.67863406582008,0.0,2.0658175302184314,0.30555777744322765
63,2026-02-02,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,7936,200,-25.402444050173763,-25.402444050173777,1.0,0.0,-33.67056405017377,-27.952180270061078,-22.852707830286477,2.590564738415281,0.3910637894836486
63,2026-02-02,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,237996,3000,-19.927263161246934,-12.457421976362347,1.0,0.0,-28.195383161246895,-108.25727021863685,-0.4299041313782226,2.5764972842382563,0.43439184084207977
63,2026-02-02,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,237996,2800,-18.85156524575557,-12.432478779045297,1.0,0.0,-27.119685245755548,-106.5636409951598,-0.4248449316002212,2.576497284238614,0.4343918408420103
68,2026-03-02,BANKBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,245932,2850,-12.642912688930258,-10.22478024968243,1.0,0.0,-20.91103268893028,-57.12964797569331,0.0,3.6450053841795493,0.3281230506881158
68,2026-03-02,BANKBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,245932,2750,-14.112755397157365,-10.616239528904448,1.0,0.0,-22.38087539715733,-54.643004539826066,-0.9960986137635963,3.6450053841790715,0.32812305068807407
72,2026-03-02,CIPLA,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,249900,3000,-11.225577902490263,-8.43528976941399,1.0,0.0,-19.493697902490258,-46.80732150342371,0.0,2.8001743730060715,0.5691703332617206
72,2026-03-02,CIPLA,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,249900,2950,-12.00699699362229,-9.153640332347779,1.0,0.0,-20.27511699362223,-37.754317276095236,0.0,2.8001743730058974,0.5691703332616768
75,2026-03-02,HCLTECH,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,61504,750,-24.550775896486876,-19.453642384105187,1.0,0.0,-32.81889589648691,-70.8319685555181,-2.034339653348427,2.467249864375299,0.30317600295849845
75,2026-03-02,HCLTECH,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,61504,750,-19.59316115344301,-11.86336674166344,1.0,0.0,-27.86128115344295,-48.43896283632354,-4.506534474988388,2.467249864375369,0.3031760029585104
76,2026-03-02,HDFCBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,241964,2900,-19.565826280530842,-14.259266208165865,1.0,0.0,-27.833946280530768,-66.54567453115546,0.0,1.2160684612148502,0.5720962776446398
76,2026-03-02,HDFCBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,241964,3150,-17.46318859461564,-12.758976851570125,1.0,0.0,-25.731308594615715,-93.59903381642498,0.0,1.2160684612150285,0.5720962776446199
78,2026-03-02,ICICIBANK,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,243948,3000,-17.19912499347394,-16.286125674464525,1.0,0.0,-25.467244993473994,-48.340086727800546,0.0,1.4226361874874065,0.36938616769298593
78,2026-03-02,ICICIBANK,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,243948,3000,-17.007566513588845,-12.143724551755275,1.0,0.0,-25.275686513588884,-62.47337782194884,0.0,1.4226361874873428,0.36938616769300503
80,2026-03-02,ITBEES,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,243948,2450,-17.942841227145696,-10.930668332290727,1.0,0.0,-26.210961227145724,-88.78504672896969,-1.5494267121152205,3.119996412819904,0.7404157675627221
80,2026-03-02,ITBEES,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,243948,3100,-15.726248714460615,-10.968348749395007,1.0,0.0,-23.994368714460585,-85.36396088778653,-1.5496668216319343,3.119996412819777,0.740415767562791
81,2026-03-02,ITC,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,247916,3550,-10.379856511490273,-8.000711174327435,1.0,0.0,-18.64797651149028,-33.026867803267464,-0.8915039671941738,1.7843152349054625,0.508969334016591
81,2026-03-02,ITC,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,247916,2450,-14.848971963872877,-13.354700854698587,1.0,0.0,-23.117091963872966,-68.72545519457374,-0.8926977325474095,1.7843152349054736,0.5089693340166163
82,2026-03-02,JUNIORBEES,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I03_0p60_0p80,247916,2700,-12.71952885937032,-8.9197084758047,1.0,0.0,-20.987648859370378,-86.4188856881909,-0.06448908522416197,3.72838366405562,0.6978905923189569
82,2026-03-02,JUNIORBEES,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I03_0p60_0p80,247916,2700,-13.215009031575189,-8.444451885786242,1.0,0.0,-21.48312903157521,-80.82860501967937,-0.06437989287233492,3.7283836640552432,0.6978905923189825
87,2026-03-02,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,5952,150,-13.480054204534712,-16.104187088642476,1.0,0.0,-21.748174204534703,-24.335975524961697,0.0,2.794165127489508,0.39859040330738454
87,2026-03-02,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,241964,3050,-12.718338425290034,-9.791579241851256,1.0,0.0,-20.98645842528999,-56.599818321569906,0.0,2.7855746245486888,0.4119932459851448
87,2026-03-02,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,241964,2450,-15.043982700364122,-11.176306230790134,1.0,0.0,-23.312102700364065,-55.20229194325932,0.0,2.7855746245488384,0.41199324598518194
88,2026-03-02,NIFTYBEES,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I03_0p60_0p80,247916,2750,-12.913894931683124,-9.869503235002686,1.0,0.0,-21.182014931683113,-39.62051543019318,-0.3627262504979356,1.4554183488173862,0.6207243295827999
88,2026-03-02,NIFTYBEES,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I03_0p60_0p80,247916,3300,-10.97868052649764,-8.727272727273583,1.0,0.0,-19.24680052649767,-71.02478620089836,0.0,1.4554183488174075,0.6207243295827831
90,2026-03-02,RELIANCE,P66_JOIN_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,241964,3100,-15.912829254807265,-10.734571636421553,1.0,0.0,-24.180949254807327,-64.00487656202492,0.0,1.539497249119686,0.44334413637024084
90,2026-03-02,RELIANCE,P66_FADE_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,241964,2700,-17.377371599313662,-13.410235124896586,1.0,0.0,-25.645491599313672,-62.41437052824095,0.0,1.5394972491197245,0.4433441363702506
92,2026-03-02,SUNPHARMA,P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,95232,950,-10.427110131363392,-6.729126766397142,1.0,0.0,-18.695230131363328,-49.34552254311275,-1.548387096773629,2.076897087366681,0.3034284596485841
92,2026-03-02,SUNPHARMA,P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I01_0p30_0p40,95232,1350,-15.453909760187775,-15.060240963854499,1.0,0.0,-23.722029760187766,-40.25183197440385,-0.5201560468137689,2.0768970873666452,0.3034284596485673
95,2026-03-02,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,224108,2050,-24.95499983846141,-20.126755738266723,1.0,0.0,-33.22311983846141,-91.6687984991904,-0.42687612054947977,2.5736738525628957,0.4224767104061805
95,2026-03-02,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,17856,250,-25.506926870330286,-21.06168063614855,1.0,0.0,-33.77504687033031,-51.97371246939531,-7.288317256163301,2.5794835318382203,0.3912995859360483
95,2026-03-02,ULTRACEMCO,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,17856,200,-19.990764364674327,-20.256207030666662,1.0,0.0,-28.25888436467433,-37.31023243845999,-2.1404109589040488,2.5794835318381444,0.39129958593604625
95,2026-03-02,ULTRACEMCO,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,224108,3100,-14.88698678149952,-10.73471018892269,1.0,0.0,-23.155106781499537,-89.22853605430548,-0.427478305475848,2.573673852562758,0.4224767104061914
100,2026-04-01,BANKBEES,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I01_0p30_0p40,241964,2750,-36.32150279191349,-24.359540274982994,1.0,0.0,-44.58962279191352,-259.6389750922068,-2.314546927438821,5.555151110214577,0.32940425848718474
100,2026-04-01,BANKBEES,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I01_0p30_0p40,241964,3100,-33.67673146265155,-24.748974676454537,1.0,0.0,-41.94485146265163,-138.58272821576924,-2.6047177951060707,5.555151110214148,0.3294042584871361
104,2026-04-01,CIPLA,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,243948,3450,-25.97186210693205,-19.77107180020754,1.0,0.0,-34.23998210693213,-131.5609622744651,-1.0251503553848629,4.827451331149028,0.5688906568222873
104,2026-04-01,CIPLA,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,243948,2500,-35.503722031360155,-26.103643866258743,1.0,0.0,-43.77184203136041,-261.0708329078604,-1.7170919331033208,4.827451331148896,0.5688906568222962
107,2026-04-01,HCLTECH,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,73408,1100,-32.62931303666753,-29.05334516988045,1.0,0.0,-40.89743303666756,-109.35023771790786,0.0,4.784122944685439,0.30995180214564505
107,2026-04-01,HCLTECH,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,73408,700,-55.09435030890186,-31.0012857248404,1.0,0.0,-63.36247030890182,-372.98229117693205,0.0,4.784122944685432,0.3099518021456397
108,2026-04-01,HDFCBANK,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,247916,2750,-46.17373069602944,-28.105677346823565,1.0,0.0,-54.44185069602931,-470.63940843845245,-0.8870753126943853,2.9669139574289494,0.5707750486977733
108,2026-04-01,HDFCBANK,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,247916,3300,-41.441129518535746,-35.84643557242029,1.0,0.0,-49.709249518535735,-152.73792443806778,-3.781048222906147,2.966913957428978,0.5707750486977505
110,2026-04-01,ICICIBANK,P66_FADE_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,239980,3050,-44.17342657450663,-27.860901867713395,1.0,0.0,-52.44154657450667,-280.5479830221891,-0.3421727972618971,3.460215306019136,0.36702662223721044
110,2026-04-01,ICICIBANK,P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,239980,2900,-50.16926975973246,-37.921051224499294,1.0,0.0,-58.43738975973252,-181.98770633331085,-0.34669255304375923,3.460215306019194,0.367026622237233
112,2026-04-01,ITBEES,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I03_0p60_0p80,243948,2499,-47.339311685782626,-30.525030525030417,0.9803921568627451,0.0,-55.6074316857827,-280.45838359469053,2.220446049250313e-12,6.097386585492426,0.7413652641624339
112,2026-04-01,ITBEES,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I03_0p60_0p80,243948,3400,-35.89947863349413,-22.65159697436514,1.0,0.0,-44.167598633494144,-239.30601256356488,0.0,6.097386585492154,0.7413652641624666
113,2026-04-01,ITC,P66_JOIN_IMBALANCE,1,S04_gt_5bp,I02_0p40_0p60,247916,2700,-40.735423991102486,-26.12371548668113,1.0,0.0,-49.003543991102326,-355.88714518480447,-0.8768084173604862,5.246803414770679,0.5108088029945357
113,2026-04-01,ITC,P66_FADE_IMBALANCE,-1,S04_gt_5bp,I02_0p40_0p60,247916,3200,-35.74989949452887,-22.165089913033786,1.0,0.0,-44.0180194945289,-262.97755696419455,-0.8727526618945713,5.246803414770489,0.5108088029944995
114,2026-04-01,JUNIORBEES,P66_JOIN_IMBALANCE,-1,S04_gt_5bp,I03_0p60_0p80,245932,3100,-28.461114117657285,-21.97175964034681,0.9838709677419355,0.0,-36.729234117657285,-124.3329241099389,0.18700443823904678,5.935867966194577,0.6969981693970799
114,2026-04-01,JUNIORBEES,P66_FADE_IMBALANCE,1,S04_gt_5bp,I03_0p60_0p80,245932,2550,-32.4441078813674,-23.929274311954572,1.0,0.0,-40.71222788136734,-245.6288234236814,-2.957965423272535,5.9358679661945235,0.6969981693971312
119,2026-04-01,NESTLEIND,P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,206336,2250,-33.761943991983884,-16.175104105722315,1.0,0.0,-42.03006399198387,-225.89198805088472,-2.3996434815409806,4.81259245175288,0.4158245658693973
119,2026-04-01,NESTLEIND,P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,33644,250,-36.60015169607477,-37.58102330712831,1.0,0.0,-44.86827169607485,-56.58936258852832,-14.859354481996379,4.818671867396732,0.3963220823854432
