strategy_id,side,spread_bucket,imbalance_bucket,shard_symbol_label_rows,symbols,trade_dates,candidate_orders,inferred_touches,mean_gross_bps_if_touched,median_gross_bps_if_touched,mean_after_cost_bps_if_touched,mean_adverse_selection_rate,mean_cost_clearing_rate,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance,touch_rate,label_candidate
P66_FADE_IMBALANCE,1,S02_1_2p5bp,I01_0p30_0p40,15,3,5,1927608,22498,-19.65395314478776,-12.143724551755275,-27.922073144787777,0.9981051817478731,0.0,-311.08950767307687,2.220446049250313e-12,1.9403405716480122,0.325840493853472,0.011671460172400198,False
P66_FADE_IMBALANCE,1,S02_1_2p5bp,I02_0p40_0p60,5,1,5,1205852,14849,-20.59629883641625,-12.758976851570125,-28.864418836416256,0.9971585966946941,0.0,-243.6844613918021,2.220446049250313e-12,1.2128767560385845,0.5718531785330359,0.012314114833329464,False
P66_JOIN_IMBALANCE,-1,S02_1_2p5bp,I02_0p40_0p60,5,1,5,1205852,14900,-20.81208670090725,-14.259266208165865,-29.08020670090723,0.9859523809523809,0.0,-213.43638525564867,2.220446049250313e-12,1.2128767560385445,0.5718531785330445,0.012356408580820863,False
P66_FADE_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,17,4,6,3887380,48750,-21.727588037603983,-13.890818169189911,-29.995708037603983,1.0,0.0,-273.79886601014647,0.0,3.0961799539624666,0.4665797302838825,0.012540580030766224,False
P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,17,4,6,3887380,43750,-26.539195463833252,-12.615826336624947,-34.80731546383328,1.0,0.0,-456.8416428728317,0.0,3.0961799539624835,0.4665797302838789,0.01125436669427738,False
P66_JOIN_IMBALANCE,-1,S04_gt_5bp,I03_0p60_0p80,1,1,1,245932,3100,-28.461114117657285,-21.97175964034681,-36.729234117657285,0.9838709677419355,0.0,-124.3329241099389,0.18700443823904678,5.935867966194577,0.6969981693970799,0.012605110355708082,False
P66_JOIN_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,10,3,6,1304968,14600,-30.787766858913592,-11.49104344709051,-39.05588685891361,1.0,0.0,-404.28159736517034,0.0,3.4926112892241745,0.3620534034975985,0.011188013805702515,False
P66_FADE_IMBALANCE,1,S04_gt_5bp,I03_0p60_0p80,1,1,1,245932,2550,-32.4441078813674,-23.929274311954572,-40.71222788136734,1.0,0.0,-245.6288234236814,-2.957965423272535,5.9358679661945235,0.6969981693971312,0.010368719808727616,False
P66_JOIN_IMBALANCE,1,S04_gt_5bp,I02_0p40_0p60,2,2,1,382828,4000,-33.10067622763759,-25.219846601611806,-41.36879622763756,1.0,0.0,-355.88714518480447,-0.8379420144122296,5.151596250259619,0.4747836798737757,0.010448556531915116,False
P66_FADE_IMBALANCE,-1,S04_gt_5bp,I02_0p40_0p60,2,2,1,382828,5150,-33.796358359186605,-24.51325090799844,-42.06447835918658,1.0,0.0,-262.97755696419455,-0.8727526618945713,5.151596250259406,0.47478367987375536,0.013452516534840711,False
P66_FADE_IMBALANCE,-1,S04_gt_5bp,I03_0p60_0p80,1,1,1,243948,3400,-35.89947863349413,-22.65159697436514,-44.167598633494144,1.0,0.0,-239.30601256356488,0.0,6.097386585492154,0.7413652641624666,0.013937396494334859,False
P66_JOIN_IMBALANCE,1,S04_gt_5bp,I01_0p30_0p40,2,2,1,285528,3150,-37.222992038801806,-24.99816831463081,-45.49111203880182,1.0,0.0,-259.6389750922068,-2.314546927438821,5.3031033152595075,0.3615863067391022,0.01103219298982937,False
P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I01_0p30_0p40,3,3,1,422508,5450,-37.96730042202696,-29.05334516988045,-46.235420422026976,1.0,0.0,-181.98770633331085,0.0,4.113233243764113,0.32854433835203584,0.012899164039497478,False
P66_JOIN_IMBALANCE,-1,S03_2p5_5bp,I02_0p40_0p60,1,1,1,247916,3300,-41.441129518535746,-35.84643557242029,-49.709249518535735,1.0,0.0,-152.73792443806778,-3.781048222906147,2.966913957428978,0.5707750486977505,0.01331096016392649,False
P66_FADE_IMBALANCE,1,S03_2p5_5bp,I02_0p40_0p60,1,1,1,247916,2750,-46.17373069602944,-28.105677346823565,-54.44185069602931,1.0,0.0,-470.63940843845245,-0.8870753126943853,2.9669139574289494,0.5707750486977733,0.011092466803272076,False
P66_FADE_IMBALANCE,1,S03_2p5_5bp,I01_0p30_0p40,3,3,1,422508,5000,-47.05109250038537,-31.0012857248404,-55.31921250038536,1.0,0.0,-372.98229117693205,0.0,4.1132332437642525,0.3285443383520233,0.011834095449080255,False
P66_JOIN_IMBALANCE,1,S04_gt_5bp,I03_0p60_0p80,1,1,1,243948,2499,-47.339311685782626,-30.525030525030417,-55.6074316857827,0.9803921568627451,0.0,-280.45838359469053,2.220446049250313e-12,6.097386585492426,0.7413652641624339,0.010243986423336121,False
P66_FADE_IMBALANCE,-1,S04_gt_5bp,I01_0p30_0p40,2,2,1,285528,3700,-63.40743364916352,-25.743471295446575,-71.67555364916358,1.0,0.0,-378.93541058098054,-2.6047177951060707,5.303103315259364,0.36158630673906744,0.012958448908688466,False
