horizon_sec,trade_date,exchange,symbol,split_role,rows,event_surprise_rows,up_positive_rate,down_positive_rate,vol_expansion_positive_rate,min_baseline_rows,fallback_baseline_rows,sparse_event_surprise_partition,quality_pass,model_fit_allowed,strategy_replay_allowed
1,2026-07-08,NSE,ONGC,train,4121,0,0.0,0.0,0.0,1651,0,1,1,0,0
1,2026-07-08,NSE,RELIANCE,train,6547,0,0.0,0.0,0.0,1512,0,1,1,0,0
1,2026-07-08,NSE,SBIN,train,5499,0,0.0,0.0,0.0,1314,0,1,1,0,0
1,2026-07-08,NSE,SUNPHARMA,train,3352,0,0.0,0.0,0.0,1520,0,1,1,0,0
1,2026-07-08,NSE,TCS,train,3904,0,0.0,0.0,0.0,1835,0,1,1,0,0
1,2026-07-08,NSE,TECHM,train,2802,0,0.0,0.0,0.0,862,0,1,1,0,0
1,2026-07-08,NSE,ULTRACEMCO,train,3043,0,0.0,0.0,0.0,778,0,1,1,0,0
1,2026-07-08,NSE,WIPRO,train,2625,0,0.0,0.0,0.0,1426,0,1,1,0,0
1,2026-07-09,NSE,ADANIPORTS,train,5553,509,0.014406627048442283,0.014586709886547812,0.029173419773095625,94,0,0,1,0,0
1,2026-07-09,NSE,AXISBANK,train,7446,529,0.012355627182379801,0.0128928283642224,0.025382755842062853,79,0,0,1,0,0
1,2026-07-09,NSE,BAJAJ-AUTO,train,5049,328,0.008516537928302634,0.012675777381659734,0.021588433353139237,94,0,0,1,0,0
1,2026-07-09,NSE,BANKBEES,train,8885,855,0.027574563871693866,0.02678671918964547,0.05357343837929094,138,0,0,1,0,0
1,2026-07-09,NSE,BHARTIARTL,train,9411,960,0.03102752098608012,0.024864520242269685,0.0547231962596961,125,0,0,1,0,0
1,2026-07-09,NSE,BPCL,train,4696,365,0.010008517887563885,0.010434412265758091,0.020442930153321975,43,0,0,1,0,0
1,2026-07-09,NSE,BRITANNIA,train,4229,909,0.04398202884842752,0.04469141641049894,0.09009222038306929,132,0,0,1,0,0
1,2026-07-09,NSE,CIPLA,train,4886,421,0.006753990994678674,0.006958657388456815,0.014121981170691772,66,0,0,1,0,0
1,2026-07-09,NSE,DRREDDY,train,9053,5218,0.1265878714238374,0.10858279023528113,0.2376007953164697,515,0,0,1,0,0
1,2026-07-09,NSE,GOLDBEES,train,6407,590,0.010457312314655845,0.00998907444982051,0.020446386764476354,77,0,0,1,0,0
1,2026-07-09,NSE,HCLTECH,train,5477,1575,0.042358955632645606,0.04473251780171627,0.08782180025561438,176,0,0,1,0,0
1,2026-07-09,NSE,HDFCBANK,train,9419,866,0.021446013377216265,0.02155218176027179,0.04331670028665464,179,0,0,1,0,0
1,2026-07-09,NSE,HINDUNILVR,train,6946,659,0.021883098186006335,0.020155485171321624,0.04175064785488051,96,0,0,1,0,0
1,2026-07-09,NSE,ICICIBANK,train,9152,822,0.019667832167832168,0.021525349650349652,0.04097465034965035,115,0,0,1,0,0
1,2026-07-09,NSE,INFY,train,7566,541,0.01401004493787999,0.014406555643669047,0.028548770816812053,135,0,0,1,0,0
1,2026-07-09,NSE,ITBEES,train,3872,705,0.017303719008264464,0.015754132231404958,0.033574380165289255,6,0,0,1,0,0
1,2026-07-09,NSE,ITC,train,7309,789,0.01026132165822958,0.010945409768778218,0.02161718429333698,67,0,0,1,0,0
1,2026-07-09,NSE,JUNIORBEES,train,8589,815,0.031202701129351498,0.027942717429269997,0.05902899056933287,185,0,0,1,0,0
1,2026-07-09,NSE,KOTAKBANK,train,8943,760,0.012411942301241194,0.015990159901599015,0.028513921502851394,72,0,0,1,0,0
1,2026-07-09,NSE,LT,train,9072,805,0.020392416225749558,0.022486772486772486,0.04298941798941799,125,0,0,1,0,0
1,2026-07-09,NSE,M&M,train,7704,592,0.013888888888888888,0.018951194184839044,0.033229491173416406,91,0,0,1,0,0
1,2026-07-09,NSE,MARUTI,train,7379,729,0.018159642227944167,0.014094050684374576,0.03211817319419975,102,0,0,1,0,0
1,2026-07-09,NSE,NESTLEIND,train,4454,287,0.012348450830713965,0.01594072743601257,0.02828917826672654,59,0,0,1,0,0
1,2026-07-09,NSE,NIFTYBEES,train,8019,657,0.011971567527123082,0.00997630627260257,0.022072577628133184,107,0,0,1,0,0
1,2026-07-09,NSE,ONGC,train,5782,543,0.01694915254237288,0.011068834313386372,0.028190937391905913,113,0,0,1,0,0
1,2026-07-09,NSE,RELIANCE,train,9017,790,0.01874237551292004,0.016524342907840744,0.035377620051014746,104,0,0,1,0,0
1,2026-07-09,NSE,SBIN,train,7833,590,0.013915485765351718,0.017873100983020553,0.032171581769437,86,0,0,1,0,0
1,2026-07-09,NSE,SUNPHARMA,train,7322,773,0.020213056541928436,0.018301010652827097,0.038650641901119914,106,0,0,1,0,0
1,2026-07-09,NSE,TCS,train,7969,807,0.025222738110176935,0.028234408332287613,0.05822562429413979,148,0,0,1,0,0
1,2026-07-09,NSE,TECHM,train,4929,1291,0.04544532359504971,0.04321363359707851,0.08906471900994116,135,0,0,1,0,0
1,2026-07-09,NSE,ULTRACEMCO,train,3979,185,0.006534305101784368,0.008544860517718019,0.015079165619502387,83,0,0,1,0,0
1,2026-07-09,NSE,WIPRO,train,5788,1976,0.058396682791983415,0.06945404284727022,0.12836903939184519,272,0,0,1,0,0
1,2026-07-10,NSE,ADANIPORTS,train,9546,704,0.01005656819610308,0.011313639220615965,0.021474963335428452,94,0,0,1,0,0
1,2026-07-10,NSE,AXISBANK,train,10801,565,0.006943801499861124,0.00833256179983335,0.015276363299694473,79,0,0,1,0,0
1,2026-07-10,NSE,BAJAJ-AUTO,train,9727,711,0.013673280559268017,0.014084507042253521,0.02796340084301429,94,0,0,1,0,0
1,2026-07-10,NSE,BANKBEES,train,9229,593,0.011268826525083974,0.010185285513056669,0.019720446418896954,138,0,0,1,0,0
1,2026-07-10,NSE,BHARTIARTL,train,11365,663,0.012318521777386713,0.010382754069511658,0.024285085789705237,125,0,0,1,0,0
1,2026-07-10,NSE,BPCL,train,6758,290,0.0026635099141757916,0.0032554010062148565,0.005918910920390648,43,0,0,1,0,0
1,2026-07-10,NSE,BRITANNIA,train,6029,879,0.01658649859014762,0.022557638082600764,0.03914413667274838,132,0,0,1,0,0
1,2026-07-10,NSE,CIPLA,train,7907,437,0.007461742759580119,0.005438219299355002,0.012899962058935122,66,0,0,1,0,0
1,2026-07-10,NSE,DRREDDY,train,13141,925,0.0161327144052964,0.014230271668822769,0.030439083783578114,515,0,0,1,0,0
1,2026-07-10,NSE,GOLDBEES,train,9148,715,0.007214691735898557,0.007542632269348491,0.014866637516397026,77,0,0,1,0,0
1,2026-07-10,NSE,HCLTECH,train,14317,1321,0.015506041768526926,0.013480477753719355,0.029196060627226374,176,0,0,1,0,0
1,2026-07-10,NSE,HDFCBANK,train,15043,1255,0.011633317822242903,0.009639034767001262,0.021405304792926943,179,0,0,1,0,0
1,2026-07-10,NSE,HINDUNILVR,train,8661,533,0.009583189008197667,0.010045029442327675,0.019512758341992842,96,0,0,1,0,0
1,2026-07-10,NSE,ICICIBANK,train,11236,612,0.0061409754360982555,0.007831968672125312,0.013082947668209327,115,0,0,1,0,0
1,2026-07-10,NSE,INFY,train,15210,1263,0.017554240631163707,0.015713346482577252,0.033201840894148585,135,0,0,1,0,0
1,2026-07-10,NSE,ITBEES,train,6822,1249,0.010993843447669306,0.012459689240691879,0.023453532688361183,528,0,0,1,0,0
1,2026-07-10,NSE,ITC,train,11084,617,0.0065860700108264164,0.0054132082280765065,0.012089498376037532,67,0,0,1,0,0
1,2026-07-10,NSE,JUNIORBEES,train,13252,1165,0.024147298520977967,0.018940537277392092,0.03742831270751585,185,0,0,1,0,0
1,2026-07-10,NSE,KOTAKBANK,train,10164,452,0.005312868949232586,0.006198347107438017,0.011609602518693429,72,0,0,1,0,0
1,2026-07-10,NSE,LT,train,10640,544,0.008270676691729323,0.007048872180451127,0.015225563909774436,125,0,0,1,0,0
1,2026-07-10,NSE,M&M,train,9987,472,0.006107940322419145,0.005907679983979173,0.012015620306398318,91,0,0,1,0,0
1,2026-07-10,NSE,MARUTI,train,11104,680,0.010536743515850143,0.008645533141210375,0.019362391930835735,102,0,0,1,0,0
1,2026-07-10,NSE,NESTLEIND,train,7878,419,0.007996953541507998,0.007489210459507489,0.015613099771515614,59,0,0,1,0,0
1,2026-07-10,NSE,NIFTYBEES,train,11226,697,0.005968287903082131,0.006680919294494923,0.012738286121503652,107,0,0,1,0,0
1,2026-07-10,NSE,ONGC,train,9395,693,0.008728046833422032,0.008195848855774348,0.016923895689196382,113,0,0,1,0,0
1,2026-07-10,NSE,RELIANCE,train,11459,656,0.00986124443668732,0.0076795531896326034,0.0177153329260843,104,0,0,1,0,0
1,2026-07-10,NSE,SBIN,train,12205,809,0.01245391233101188,0.015403523146251536,0.02752970094223679,86,0,0,1,0,0
1,2026-07-10,NSE,SUNPHARMA,train,9908,443,0.011505853855470326,0.007973354864755753,0.01927735163504239,106,0,0,1,0,0
1,2026-07-10,NSE,TCS,train,16259,1457,0.0233101666769174,0.02613936896488099,0.04643582016114152,148,0,0,1,0,0
1,2026-07-10,NSE,TECHM,train,9551,683,0.019055596272641608,0.015181656371060621,0.03329494293791226,135,0,0,1,0,0
1,2026-07-10,NSE,ULTRACEMCO,train,6525,1107,0.021915708812260536,0.026513409961685823,0.04873563218390804,83,0,0,1,0,0
1,2026-07-10,NSE,WIPRO,train,10157,914,0.014078960322929998,0.012602146303042237,0.026878015161957272,272,0,0,1,0,0
1,2026-07-13,NSE,ADANIPORTS,validation,9453,709,0.015973764942346345,0.015550618851158363,0.031735956839098696,94,0,0,1,0,0
1,2026-07-13,NSE,AXISBANK,validation,10797,565,0.00815041215152357,0.010743725108826525,0.019079373900157452,79,0,0,1,0,0
1,2026-07-13,NSE,BAJAJ-AUTO,validation,14298,1285,0.017764722338788643,0.019443278780248985,0.037277940970765144,94,0,0,1,0,0
1,2026-07-13,NSE,BANKBEES,validation,13183,1133,0.012819540317075022,0.012895395585223395,0.023135856785253737,138,0,0,1,0,0
1,2026-07-13,NSE,BHARTIARTL,validation,11538,667,0.01031374588316866,0.010227075749696654,0.024614317906049576,125,0,0,1,0,0
1,2026-07-13,NSE,BPCL,validation,8034,1851,0.014438635797859098,0.017052526761264626,0.03149116255912372,43,0,0,1,0,0
1,2026-07-13,NSE,BRITANNIA,validation,6759,1368,0.01982541796123687,0.02026927060216008,0.04009468856339695,132,0,0,1,0,0
1,2026-07-13,NSE,CIPLA,validation,8387,528,0.00834625014904018,0.010134732323834507,0.018480982472874687,66,0,0,1,0,0
1,2026-07-13,NSE,DRREDDY,validation,8735,207,0.005838580423583286,0.005151688609044075,0.010990269032627361,515,0,0,1,0,0
1,2026-07-13,NSE,GOLDBEES,validation,8947,661,0.0076003129540628146,0.007823851570358779,0.015535933832569576,77,0,0,1,0,0
1,2026-07-13,NSE,HCLTECH,validation,14296,1317,0.029798545047565753,0.026021264689423614,0.056519306099608285,176,0,0,1,0,0
1,2026-07-13,NSE,HDFCBANK,validation,16565,1513,0.02287956534862662,0.020827044974343494,0.04412918804708723,179,0,0,1,0,0
1,2026-07-13,NSE,HINDUNILVR,validation,8591,529,0.010243277848911651,0.009195669887091142,0.019438947736002795,96,0,0,1,0,0
1,2026-07-13,NSE,ICICIBANK,validation,13716,1031,0.01706036745406824,0.014727325750947798,0.03062117235345582,115,0,0,1,0,0
1,2026-07-13,NSE,INFY,validation,16206,1459,0.02480562754535357,0.025175860792299148,0.04887078859681599,135,0,0,1,0,0
1,2026-07-13,NSE,ITBEES,validation,8304,2136,0.020953757225433526,0.02432562620423892,0.05575626204238921,6,0,0,1,0,0
1,2026-07-13,NSE,ITC,validation,8757,217,0.0011419435879867536,0.002283887175973507,0.0034258307639602604,67,0,0,1,0,0
1,2026-07-13,NSE,JUNIORBEES,validation,11801,933,0.017456147784086093,0.016439284806372342,0.03160749089060249,185,0,0,1,0,0
1,2026-07-13,NSE,KOTAKBANK,validation,9402,322,0.004998936396511381,0.004786215698787492,0.009785152095298873,72,0,0,1,0,0
1,2026-07-13,NSE,LT,validation,11478,670,0.01324272521345182,0.016466283324621016,0.030144624499041647,125,0,0,1,0,0
1,2026-07-13,NSE,M&M,validation,14145,1139,0.019088016967126194,0.02347119123365147,0.042629904559915166,91,0,0,1,0,0
1,2026-07-13,NSE,MARUTI,validation,15406,1359,0.017006361157990393,0.01622744385304427,0.03362326366350772,102,0,0,1,0,0
1,2026-07-13,NSE,NESTLEIND,validation,9035,586,0.00752628666297731,0.00996126175982291,0.01748754842280022,59,0,0,1,0,0
1,2026-07-13,NSE,NIFTYBEES,validation,13039,980,0.01296111665004985,0.010813712708029758,0.023851522356008896,107,0,0,1,0,0
1,2026-07-13,NSE,ONGC,validation,10644,853,0.012589252160841788,0.013622698233746712,0.02649379932356257,113,0,0,1,0,0
1,2026-07-13,NSE,RELIANCE,validation,13219,962,0.011498600499281338,0.014827142749073303,0.02655268931084046,104,0,0,1,0,0
1,2026-07-13,NSE,SBIN,validation,13084,932,0.012687251605013758,0.014139406909202078,0.025450932436563743,86,0,0,1,0,0
1,2026-07-13,NSE,SUNPHARMA,validation,9572,713,0.014103635603844547,0.011178437108232344,0.02528207271207689,106,0,0,1,0,0
1,2026-07-13,NSE,TCS,validation,16806,1550,0.03046531000833036,0.032607402118291086,0.06021658931334047,148,0,0,1,0,0
1,2026-07-13,NSE,TECHM,validation,11316,954,0.01838105337575115,0.02156238953693885,0.03817603393425239,135,0,0,1,0,0
1,2026-07-13,NSE,ULTRACEMCO,validation,6783,1317,0.023293527937490784,0.03154946189001916,0.055285272003538256,83,0,0,1,0,0
1,2026-07-13,NSE,WIPRO,validation,11490,1011,0.021061792863359442,0.023672758920800695,0.04499564838990427,272,0,0,1,0,0
5,2026-07-08,NSE,ADANIPORTS,train,1617,0,0.0,0.0,0.0,599,0,1,1,0,0
5,2026-07-08,NSE,AXISBANK,train,1699,0,0.0,0.0,0.0,573,0,1,1,0,0
5,2026-07-08,NSE,BAJAJ-AUTO,train,1594,0,0.0,0.0,0.0,612,0,1,1,0,0
5,2026-07-08,NSE,BANKBEES,train,1693,0,0.0,0.0,0.0,816,0,1,1,0,0
5,2026-07-08,NSE,BHARTIARTL,train,1616,0,0.0,0.0,0.0,610,0,1,1,0,0
5,2026-07-08,NSE,BPCL,train,1578,0,0.0,0.0,0.0,446,0,1,1,0,0
5,2026-07-08,NSE,BRITANNIA,train,1525,0,0.0,0.0,0.0,486,0,1,1,0,0
5,2026-07-08,NSE,CIPLA,train,1572,0,0.0,0.0,0.0,538,0,1,1,0,0
5,2026-07-08,NSE,DRREDDY,train,1582,0,0.0,0.0,0.0,556,0,1,1,0,0
5,2026-07-08,NSE,GOLDBEES,train,1642,0,0.0,0.0,0.0,559,0,1,1,0,0
5,2026-07-08,NSE,HCLTECH,train,1564,0,0.0,0.0,0.0,419,0,1,1,0,0
5,2026-07-08,NSE,HDFCBANK,train,1745,0,0.0,0.0,0.0,578,0,1,1,0,0
5,2026-07-08,NSE,HINDUNILVR,train,1618,0,0.0,0.0,0.0,707,0,1,1,0,0
5,2026-07-08,NSE,ICICIBANK,train,1722,0,0.0,0.0,0.0,620,0,1,1,0,0
5,2026-07-08,NSE,INFY,train,1682,0,0.0,0.0,0.0,595,0,1,1,0,0
5,2026-07-08,NSE,ITBEES,train,1585,0,0.0,0.0,0.0,1804,0,1,1,0,0
5,2026-07-08,NSE,ITC,train,1643,0,0.0,0.0,0.0,588,0,1,1,0,0
5,2026-07-08,NSE,JUNIORBEES,train,1685,0,0.0,0.0,0.0,747,0,1,1,0,0
5,2026-07-08,NSE,KOTAKBANK,train,1664,0,0.0,0.0,0.0,485,0,1,1,0,0
5,2026-07-08,NSE,LT,train,1733,0,0.0,0.0,0.0,767,0,1,1,0,0
5,2026-07-08,NSE,M&M,train,1714,0,0.0,0.0,0.0,776,0,1,1,0,0
5,2026-07-08,NSE,MARUTI,train,1679,0,0.0,0.0,0.0,547,0,1,1,0,0
5,2026-07-08,NSE,NESTLEIND,train,1580,0,0.0,0.0,0.0,648,0,1,1,0,0
5,2026-07-08,NSE,NIFTYBEES,train,1687,0,0.0,0.0,0.0,601,0,1,1,0,0
5,2026-07-08,NSE,ONGC,train,1628,0,0.0,0.0,0.0,686,0,1,1,0,0
5,2026-07-08,NSE,RELIANCE,train,1731,0,0.0,0.0,0.0,471,0,1,1,0,0
5,2026-07-08,NSE,SBIN,train,1686,0,0.0,0.0,0.0,436,0,1,1,0,0
5,2026-07-08,NSE,SUNPHARMA,train,1600,0,0.0,0.0,0.0,613,0,1,1,0,0
5,2026-07-08,NSE,TCS,train,1651,0,0.0,0.0,0.0,530,0,1,1,0,0
5,2026-07-08,NSE,TECHM,train,1574,0,0.0,0.0,0.0,483,0,1,1,0,0
5,2026-07-08,NSE,ULTRACEMCO,train,1577,0,0.0,0.0,0.0,439,0,1,1,0,0
5,2026-07-08,NSE,WIPRO,train,1569,0,0.0,0.0,0.0,667,0,1,1,0,0
5,2026-07-09,NSE,ADANIPORTS,train,2448,240,0.041666666666666664,0.034722222222222224,0.07516339869281045,49,0,0,1,0,0
5,2026-07-09,NSE,AXISBANK,train,2522,268,0.03528945281522601,0.040444091990483745,0.07137192704203013,40,0,0,1,0,0
5,2026-07-09,NSE,BAJAJ-AUTO,train,2390,210,0.030543933054393305,0.029288702928870293,0.05355648535564853,59,0,0,1,0,0
5,2026-07-09,NSE,BANKBEES,train,2537,318,0.052424122979897514,0.048482459597950334,0.08789909341742215,50,0,0,1,0,0
5,2026-07-09,NSE,BHARTIARTL,train,2558,667,0.10711493354182955,0.11141516810007819,0.18100078186082877,72,0,0,1,0,0
5,2026-07-09,NSE,BPCL,train,2421,192,0.01858736059479554,0.01858736059479554,0.03965303593556382,24,0,0,1,0,0
5,2026-07-09,NSE,BRITANNIA,train,2364,732,0.10532994923857868,0.11632825719120135,0.20431472081218274,94,0,0,1,0,0
5,2026-07-09,NSE,CIPLA,train,2407,209,0.01620274200249273,0.019110926464478605,0.03489821354383049,40,0,0,1,0,0
5,2026-07-09,NSE,DRREDDY,train,2539,1216,0.20441118550610476,0.15833005120126034,0.32965734541157937,150,0,0,1,0,0
5,2026-07-09,NSE,GOLDBEES,train,2469,316,0.031186715269339815,0.033616848926690965,0.06520858647225597,32,0,0,1,0,0
5,2026-07-09,NSE,HCLTECH,train,2462,664,0.07311129163281885,0.08895207148659626,0.17059301380991065,111,0,0,1,0,0
5,2026-07-09,NSE,HDFCBANK,train,2557,459,0.08017207665232695,0.06726632772780602,0.13531482205709816,84,0,0,1,0,0
5,2026-07-09,NSE,HINDUNILVR,train,2484,428,0.07729468599033816,0.07045088566827697,0.12681159420289856,56,0,0,1,0,0
5,2026-07-09,NSE,ICICIBANK,train,2548,441,0.06789638932496075,0.07025117739403454,0.12558869701726844,58,0,0,1,0,0
5,2026-07-09,NSE,INFY,train,2532,296,0.04778830963665087,0.04739336492890995,0.0971563981042654,72,0,0,1,0,0
5,2026-07-09,NSE,ITBEES,train,2350,431,0.03021276595744681,0.02723404255319149,0.05702127659574468,3,0,0,1,0,0
5,2026-07-09,NSE,ITC,train,2527,403,0.036802532647407994,0.043925603482390184,0.08112386228729719,58,0,0,1,0,0
5,2026-07-09,NSE,JUNIORBEES,train,2525,325,0.04910891089108911,0.052277227722772275,0.0895049504950495,67,0,0,1,0,0
5,2026-07-09,NSE,KOTAKBANK,train,2555,489,0.05322896281800391,0.07201565557729941,0.11859099804305284,39,0,0,1,0,0
5,2026-07-09,NSE,LT,train,2557,446,0.06648416112631991,0.07821666014861166,0.12475557293703558,59,0,0,1,0,0
5,2026-07-09,NSE,M&M,train,2505,321,0.047105788423153695,0.05229540918163673,0.08982035928143713,39,0,0,1,0,0
5,2026-07-09,NSE,MARUTI,train,2493,410,0.05054151624548736,0.052948255114320095,0.09626955475330927,46,0,0,1,0,0
5,2026-07-09,NSE,NESTLEIND,train,2386,165,0.025146689019279127,0.030595138306789605,0.04652137468566639,32,0,0,1,0,0
5,2026-07-09,NSE,NIFTYBEES,train,2514,237,0.031026252983293555,0.02784407319013524,0.05807478122513922,40,0,0,1,0,0
5,2026-07-09,NSE,ONGC,train,2451,220,0.03223174214606283,0.026519787841697267,0.05711954304365565,53,0,0,1,0,0
5,2026-07-09,NSE,RELIANCE,train,2539,402,0.06144151240645924,0.06301693580149666,0.11382434029145333,42,0,0,1,0,0
5,2026-07-09,NSE,SBIN,train,2520,387,0.06111111111111111,0.06428571428571428,0.10992063492063492,52,0,0,1,0,0
5,2026-07-09,NSE,SUNPHARMA,train,2517,487,0.07548669050456894,0.07111640842272547,0.13071116408422725,65,0,0,1,0,0
5,2026-07-09,NSE,TCS,train,2530,506,0.08339920948616601,0.08893280632411067,0.1509881422924901,73,0,0,1,0,0
5,2026-07-09,NSE,TECHM,train,2392,586,0.06856187290969899,0.08695652173913043,0.13921404682274247,68,0,0,1,0,0
5,2026-07-09,NSE,ULTRACEMCO,train,2358,99,0.009754028837998304,0.013570822731128074,0.024173027989821884,46,0,0,1,0,0
5,2026-07-09,NSE,WIPRO,train,2447,779,0.11565181855333061,0.11973845525132816,0.2223130363710666,124,0,0,1,0,0
5,2026-07-10,NSE,ADANIPORTS,train,4276,379,0.02970065481758653,0.02245088868101029,0.04794200187090739,49,0,0,1,0,0
5,2026-07-10,NSE,AXISBANK,train,4310,253,0.016009280742459397,0.020417633410672854,0.03503480278422274,40,0,0,1,0,0
5,2026-07-10,NSE,BAJAJ-AUTO,train,4202,435,0.034031413612565446,0.03688719657306045,0.06425511661113756,59,0,0,1,0,0
5,2026-07-10,NSE,BANKBEES,train,4105,201,0.017783191230207065,0.014616321559074299,0.03020706455542022,50,0,0,1,0,0
5,2026-07-10,NSE,BHARTIARTL,train,4351,256,0.019535738910595266,0.01999540335555045,0.035164330039071476,72,0,0,1,0,0
5,2026-07-10,NSE,BPCL,train,4073,155,0.006629020378099681,0.006137981831573778,0.013749079302725264,24,0,0,1,0,0
5,2026-07-10,NSE,BRITANNIA,train,3917,509,0.02629563441409242,0.03089098800102119,0.05182537656369671,94,0,0,1,0,0
5,2026-07-10,NSE,CIPLA,train,4190,256,0.016229116945107397,0.014797136038186158,0.03007159904534606,40,0,0,1,0,0
5,2026-07-10,NSE,DRREDDY,train,4375,504,0.04251428571428571,0.04617142857142857,0.08,150,0,0,1,0,0
5,2026-07-10,NSE,GOLDBEES,train,4250,311,0.011764705882352941,0.01788235294117647,0.031058823529411764,32,0,0,1,0,0
5,2026-07-10,NSE,HCLTECH,train,4425,1091,0.08225988700564972,0.07005649717514124,0.15322033898305085,111,0,0,1,0,0
5,2026-07-10,NSE,HDFCBANK,train,4448,525,0.03552158273381295,0.03214928057553957,0.06609712230215828,84,0,0,1,0,0
5,2026-07-10,NSE,HINDUNILVR,train,4184,239,0.01864244741873805,0.016252390057361378,0.031309751434034416,56,0,0,1,0,0
5,2026-07-10,NSE,ICICIBANK,train,4342,254,0.02026715799170889,0.017503454629203132,0.03339474896361124,58,0,0,1,0,0
5,2026-07-10,NSE,INFY,train,4460,671,0.052690582959641255,0.05336322869955157,0.092152466367713,72,0,0,1,0,0
5,2026-07-10,NSE,ITBEES,train,4066,696,0.01721593703885883,0.02262666010821446,0.03984259714707329,269,0,0,1,0,0
5,2026-07-10,NSE,ITC,train,4335,364,0.01637831603229527,0.01637831603229527,0.03275663206459054,58,0,0,1,0,0
5,2026-07-10,NSE,JUNIORBEES,train,4329,456,0.04042504042504042,0.036729036729036726,0.06444906444906445,67,0,0,1,0,0
5,2026-07-10,NSE,KOTAKBANK,train,4285,181,0.008868144690781798,0.012135355892648775,0.02310385064177363,39,0,0,1,0,0
5,2026-07-10,NSE,LT,train,4270,199,0.016627634660421546,0.013817330210772834,0.02576112412177986,59,0,0,1,0,0
5,2026-07-10,NSE,M&M,train,4236,185,0.01251180358829084,0.0113314447592068,0.022190745986779982,39,0,0,1,0,0
5,2026-07-10,NSE,MARUTI,train,4273,281,0.021062485373274046,0.02270067868008425,0.043997191668616896,46,0,0,1,0,0
5,2026-07-10,NSE,NESTLEIND,train,4127,260,0.021565301671916646,0.015992246183668523,0.03925369517809547,32,0,0,1,0,0
5,2026-07-10,NSE,NIFTYBEES,train,4295,297,0.0169965075669383,0.0169965075669383,0.030267753201396973,40,0,0,1,0,0
5,2026-07-10,NSE,ONGC,train,4237,340,0.02265754071276847,0.024309653056407837,0.045787113523719614,53,0,0,1,0,0
5,2026-07-10,NSE,RELIANCE,train,4360,241,0.015137614678899083,0.015596330275229359,0.03004587155963303,42,0,0,1,0,0
5,2026-07-10,NSE,SBIN,train,4354,383,0.033991731740927886,0.03559944878272853,0.056499770326136886,52,0,0,1,0,0
5,2026-07-10,NSE,SUNPHARMA,train,4285,221,0.023570595099183196,0.018903150525087516,0.03593932322053676,65,0,0,1,0,0
5,2026-07-10,NSE,TCS,train,4481,815,0.07029680874804731,0.08390984155322473,0.11604552555233207,73,0,0,1,0,0
