family_id,threshold_policy,side_policy,execution_policy,event_bucket_policy,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,base_best_annualized_return_pct,cost200_best_annualized_return_pct,base_max_scheduled_events,cost200_max_scheduled_events,cost_stress_drag_pct
P331_DEPTH_ACCEL_REVERSAL,top_50pct_abs_signal,long_only,taker_entry_taker_exit,macro_or_index_context,500000.0,100000.0,4,20.42905775271754,4.173878879246376,50,50,16.255178873471163
P331_DEPTH_ACCEL_REVERSAL,top_50pct_abs_signal,long_only,taker_entry_taker_exit,all_events,500000.0,100000.0,4,20.42905775271754,4.173878879246376,50,50,16.255178873471163
P331_MICROPRICE_DEPTH_CONFIRM,top_50pct_abs_signal,long_only,taker_entry_taker_exit,all_events,250000.0,100000.0,4,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,all_nonzero_signal,long_only,taker_entry_taker_exit,macro_or_index_context,250000.0,100000.0,4,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,top_50pct_abs_signal,long_short,taker_entry_taker_exit,macro_or_index_context,250000.0,100000.0,2,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,top_25pct_abs_signal,long_only,taker_entry_taker_exit,macro_or_index_context,250000.0,100000.0,2,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,top_25pct_abs_signal,long_short,taker_entry_taker_exit,all_events,250000.0,100000.0,4,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,top_50pct_abs_signal,long_only,taker_entry_taker_exit,macro_or_index_context,250000.0,100000.0,4,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,all_nonzero_signal,long_short,taker_entry_taker_exit,all_events,250000.0,100000.0,2,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,all_nonzero_signal,long_only,taker_entry_taker_exit,all_events,250000.0,100000.0,4,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,top_25pct_abs_signal,long_only,taker_entry_taker_exit,macro_or_index_context,250000.0,100000.0,4,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,top_50pct_abs_signal,long_short,taker_entry_taker_exit,all_events,250000.0,100000.0,4,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,all_nonzero_signal,long_short,taker_entry_taker_exit,macro_or_index_context,250000.0,100000.0,4,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
P331_MICROPRICE_DEPTH_CONFIRM,top_50pct_abs_signal,long_short,taker_entry_taker_exit,macro_or_index_context,250000.0,100000.0,4,20.636238409276274,3.9642844310526915,50,50,16.671953978223584
