scenario_id,family_id,trade_date,symbol,signal_index,entry_index,exit_index,hold_ticks_observed,hold_ms,side,side_int,entry_price,exit_price,quantity,l1_imbalance,l2_l5_imbalance,top5_imbalance,book_slope,gross_pnl_inr,cost100_inr,cost200_inr,net_pnl_inr,net_pnl_cost100_inr
P438_depth_regime_carry_E120_H2400_D5,depth_regime_carry,2026-07-17,BAJAJ-AUTO,119,124,153,29,17750.0,long,1,10418.0,10414.5,9,0.7142857142857143,-0.03468208092485549,0.11162790697674418,0.33488372093023255,-31.5,80.02620445500001,160.05240891000003,-191.55240891000003,-111.52620445500001
P438_depth_regime_carry_E120_H2400_D5,depth_regime_carry,2026-07-17,BHARTIARTL,119,124,347,223,171500.0,short,-1,1922.6,1921.0,52,-0.7928348909657321,-0.2564935064935065,-0.5302066772655007,-0.3163751987281399,83.19999999999709,82.67299248319999,165.34598496639998,-82.14598496640289,0.5270075167970987
P438_depth_regime_carry_E120_H2400_D5,depth_regime_carry,2026-07-20,AXISBANK,119,124,446,322,193003.0,short,-1,1267.3,1272.9,78,-0.6766809728183119,-0.23875,-0.371900826446281,0.03349282296650718,-436.80000000001746,82.59004625360001,165.18009250720002,-601.9800925072175,-519.3900462536175
P438_depth_regime_carry_E120_H2400_D5,depth_regime_carry,2026-07-20,BANKBEES,119,124,348,224,150753.0,short,-1,598.5,598.87,167,-0.6,-0.4354219101867797,-0.4372543882630338,0.4021482839926644,-61.7899999999936,82.68007201074,165.36014402148,-227.1501440214736,-144.4700720107336
P438_depth_regime_carry_E120_H2400_D5,depth_regime_carry,2026-07-20,BHARTIARTL,119,124,431,307,193503.0,long,1,1920.9,1935.7,52,0.9894179894179894,0.1267175572519084,0.31990521327014215,0.22985781990521326,769.6000000000058,82.6981229392,165.3962458784,604.2037541216058,686.9018770608059
P438_depth_regime_carry_E120_H2400_D5,depth_regime_carry,2026-07-20,CIPLA,119,124,206,82,57500.0,short,-1,1434.5,1435.1,69,-0.8021978021978022,0.0584958217270195,-0.11555555555555555,-0.16444444444444445,-41.39999999999418,82.5771347744,165.1542695488,-206.55426954879417,-123.97713477439417
P438_depth_regime_carry_E120_H3600_D5,depth_regime_carry,2026-07-17,ADANIPORTS,119,124,211,87,163297.0,long,1,1824.0,1824.2,54,-0.030927835051546393,-0.09925925925925926,-0.08400460299194476,0.21749136939010358,10.80000000000291,82.52396673680002,165.04793347360004,-154.24793347359713,-71.72396673679711
P438_depth_regime_carry_E120_H3600_D5,depth_regime_carry,2026-07-17,AXISBANK,119,124,363,239,170750.0,long,1,1312.7,1311.2,76,-0.13089005235602094,0.2680077871512005,0.18876755070202808,-0.2823712948517941,-114.0,82.6523258584,165.3046517168,-279.3046517168,-196.6523258584
P438_depth_regime_carry_E120_H3600_D5,depth_regime_carry,2026-07-17,BAJAJ-AUTO,119,124,153,29,17750.0,long,1,10418.0,10414.5,9,0.7142857142857143,-0.03468208092485549,0.11162790697674418,0.33488372093023255,-31.5,80.02620445500001,160.05240891000003,-191.55240891000003,-111.52620445500001
P438_depth_regime_carry_E120_H3600_D5,depth_regime_carry,2026-07-17,BHARTIARTL,119,124,347,223,171500.0,short,-1,1922.6,1921.0,52,-0.7928348909657321,-0.2564935064935065,-0.5302066772655007,-0.3163751987281399,83.19999999999709,82.67299248319999,165.34598496639998,-82.14598496640289,0.5270075167970987
P438_depth_regime_carry_E120_H3600_D5,depth_regime_carry,2026-07-20,AXISBANK,119,124,446,322,193003.0,short,-1,1267.3,1272.9,78,-0.6766809728183119,-0.23875,-0.371900826446281,0.03349282296650718,-436.80000000001746,82.59004625360001,165.18009250720002,-601.9800925072175,-519.3900462536175
P438_depth_regime_carry_E120_H3600_D5,depth_regime_carry,2026-07-20,BANKBEES,119,124,348,224,150753.0,short,-1,598.5,598.87,167,-0.6,-0.4354219101867797,-0.4372543882630338,0.4021482839926644,-61.7899999999936,82.68007201074,165.36014402148,-227.1501440214736,-144.4700720107336
P438_depth_regime_carry_E120_H3600_D5,depth_regime_carry,2026-07-20,BHARTIARTL,119,124,431,307,193503.0,long,1,1920.9,1935.7,52,0.9894179894179894,0.1267175572519084,0.31990521327014215,0.22985781990521326,769.6000000000058,82.6981229392,165.3962458784,604.2037541216058,686.9018770608059
P438_depth_regime_carry_E120_H3600_D5,depth_regime_carry,2026-07-20,CIPLA,119,124,206,82,57500.0,short,-1,1434.5,1435.1,69,-0.8021978021978022,0.0584958217270195,-0.11555555555555555,-0.16444444444444445,-41.39999999999418,82.5771347744,165.1542695488,-206.55426954879417,-123.97713477439417
P438_depth_regime_carry_E240_H1200_D5,depth_regime_carry,2026-07-17,AXISBANK,239,244,363,119,85251.0,short,-1,1311.6,1311.9,76,-0.9733333333333334,-0.46609360076408785,-0.529657477025898,0.23057644110275688,-22.800000000017462,82.64936471600001,165.29872943200002,-188.09872943201748,-105.44936471601747
P438_depth_regime_carry_E240_H1200_D5,depth_regime_carry,2026-07-17,BHARTIARTL,239,244,347,103,77001.0,short,-1,1918.1,1921.0,52,0.3188405797101449,-0.12663755458515283,-0.08597883597883597,0.1455026455026455,-150.8000000000029,82.66423947919999,165.32847895839998,-316.12847895840287,-233.4642394792029
P438_depth_regime_carry_E240_H1200_D5,depth_regime_carry,2026-07-20,AXISBANK,239,244,446,202,117254.0,long,1,1266.3,1272.4,78,0.4092827004219409,0.3875147232037691,0.3909301555776233,-0.47434624296590533,475.80000000001746,82.5702257516,165.1404515032,310.6595484968175,393.22977424841747
P438_depth_regime_carry_E240_H1200_D5,depth_regime_carry,2026-07-20,BANKBEES,239,244,348,104,68230.0,short,-1,598.03,598.87,167,-0.9204613243189501,-0.38308457711442784,-0.8629261363636364,-0.8490767045454546,-140.27999999999884,82.67713601380001,165.35427202760002,-305.63427202759885,-222.95713601379884
P438_depth_regime_carry_E240_H1200_D5,depth_regime_carry,2026-07-20,BHARTIARTL,239,244,431,187,111341.0,short,-1,1933.2,1936.0,51,0.7894736842105263,-0.28665568369028005,-0.27007299270072993,0.23438767234387672,-142.8000000000029,82.5433760552,165.0867521104,-307.8867521104029,-225.3433760552029
P438_depth_regime_carry_E240_H2400_D5,depth_regime_carry,2026-07-17,AXISBANK,239,244,363,119,85251.0,short,-1,1311.6,1311.9,76,-0.9733333333333334,-0.46609360076408785,-0.529657477025898,0.23057644110275688,-22.800000000017462,82.64936471600001,165.29872943200002,-188.09872943201748,-105.44936471601747
P438_depth_regime_carry_E240_H2400_D5,depth_regime_carry,2026-07-17,BHARTIARTL,239,244,347,103,77001.0,short,-1,1918.1,1921.0,52,0.3188405797101449,-0.12663755458515283,-0.08597883597883597,0.1455026455026455,-150.8000000000029,82.66423947919999,165.32847895839998,-316.12847895840287,-233.4642394792029
P438_depth_regime_carry_E240_H2400_D5,depth_regime_carry,2026-07-20,AXISBANK,239,244,446,202,117254.0,long,1,1266.3,1272.4,78,0.4092827004219409,0.3875147232037691,0.3909301555776233,-0.47434624296590533,475.80000000001746,82.5702257516,165.1404515032,310.6595484968175,393.22977424841747
P438_depth_regime_carry_E240_H2400_D5,depth_regime_carry,2026-07-20,BANKBEES,239,244,348,104,68230.0,short,-1,598.03,598.87,167,-0.9204613243189501,-0.38308457711442784,-0.8629261363636364,-0.8490767045454546,-140.27999999999884,82.67713601380001,165.35427202760002,-305.63427202759885,-222.95713601379884
P438_depth_regime_carry_E240_H2400_D5,depth_regime_carry,2026-07-20,BHARTIARTL,239,244,431,187,111341.0,short,-1,1933.2,1936.0,51,0.7894736842105263,-0.28665568369028005,-0.27007299270072993,0.23438767234387672,-142.8000000000029,82.5433760552,165.0867521104,-307.8867521104029,-225.3433760552029
P438_depth_regime_carry_E240_H3600_D5,depth_regime_carry,2026-07-17,AXISBANK,239,244,363,119,85251.0,short,-1,1311.6,1311.9,76,-0.9733333333333334,-0.46609360076408785,-0.529657477025898,0.23057644110275688,-22.800000000017462,82.64936471600001,165.29872943200002,-188.09872943201748,-105.44936471601747
P438_depth_regime_carry_E240_H3600_D5,depth_regime_carry,2026-07-17,BHARTIARTL,239,244,347,103,77001.0,short,-1,1918.1,1921.0,52,0.3188405797101449,-0.12663755458515283,-0.08597883597883597,0.1455026455026455,-150.8000000000029,82.66423947919999,165.32847895839998,-316.12847895840287,-233.4642394792029
P438_depth_regime_carry_E240_H3600_D5,depth_regime_carry,2026-07-20,AXISBANK,239,244,446,202,117254.0,long,1,1266.3,1272.4,78,0.4092827004219409,0.3875147232037691,0.3909301555776233,-0.47434624296590533,475.80000000001746,82.5702257516,165.1404515032,310.6595484968175,393.22977424841747
P438_depth_regime_carry_E240_H3600_D5,depth_regime_carry,2026-07-20,BANKBEES,239,244,348,104,68230.0,short,-1,598.03,598.87,167,-0.9204613243189501,-0.38308457711442784,-0.8629261363636364,-0.8490767045454546,-140.27999999999884,82.67713601380001,165.35427202760002,-305.63427202759885,-222.95713601379884
P438_depth_regime_carry_E240_H3600_D5,depth_regime_carry,2026-07-20,BHARTIARTL,239,244,431,187,111341.0,short,-1,1933.2,1936.0,51,0.7894736842105263,-0.28665568369028005,-0.27007299270072993,0.23438767234387672,-142.8000000000029,82.5433760552,165.0867521104,-307.8867521104029,-225.3433760552029
P438_depth_regime_snapback_E120_H1200_D5,depth_regime_snapback,2026-07-17,ADANIPORTS,119,124,211,87,163297.0,short,-1,1823.5,1824.8,54,-0.030927835051546393,-0.09925925925925926,-0.08400460299194476,0.21749136939010358,-70.19999999999709,82.5254647292,165.0509294584,-235.25092945839708,-152.72546472919709
P438_depth_regime_snapback_E120_H1200_D5,depth_regime_snapback,2026-07-17,AXISBANK,119,124,363,239,170750.0,short,-1,1312.5,1311.9,76,-0.13089005235602094,0.2680077871512005,0.18876755070202808,-0.2823712948517941,45.59999999999127,82.65192328639999,165.30384657279998,-119.70384657280871,-37.05192328640872
P438_depth_regime_snapback_E120_H1200_D5,depth_regime_snapback,2026-07-17,BAJAJ-AUTO,119,124,153,29,17750.0,short,-1,10417.0,10418.5,9,0.7142857142857143,-0.03468208092485549,0.11162790697674418,0.33488372093023255,-13.5,80.02734941699998,160.05469883399996,-173.55469883399996,-93.52734941699998
P438_depth_regime_snapback_E120_H1200_D5,depth_regime_snapback,2026-07-17,BHARTIARTL,119,124,347,223,171500.0,long,1,1923.7,1920.9,51,-0.7928348909657321,-0.2564935064935065,-0.5302066772655007,-0.3163751987281399,-142.79999999998836,82.4776274876,164.9552549752,-307.75525497518834,-225.27762748758835
P438_depth_regime_snapback_E120_H1200_D5,depth_regime_snapback,2026-07-20,AXISBANK,119,124,446,322,193003.0,long,1,1267.6,1272.4,78,-0.6766809728183119,-0.23875,-0.371900826446281,0.03349282296650718,374.4000000000233,82.57706072,165.15412144,209.24587856002327,291.82293928002326
P438_depth_regime_snapback_E120_H1200_D5,depth_regime_snapback,2026-07-20,BANKBEES,119,124,348,224,150753.0,long,1,598.75,598.65,167,-0.6,-0.4354219101867797,-0.4372543882630338,0.4021482839926644,-16.69999999999709,82.6796582148,165.3593164296,-182.0593164295971,-99.37965821479709
P438_depth_regime_snapback_E120_H1200_D5,depth_regime_snapback,2026-07-20,BHARTIARTL,119,124,431,307,193503.0,short,-1,1920.3,1936.0,52,0.9894179894179894,0.1267175572519084,0.31990521327014215,0.22985781990521326,-816.4000000000087,82.72109540560001,165.44219081120002,-981.8421908112088,-899.1210954056087
P438_depth_regime_snapback_E120_H1200_D5,depth_regime_snapback,2026-07-20,CIPLA,119,124,206,82,57500.0,long,1,1434.9,1434.2,69,-0.8021978021978022,0.0584958217270195,-0.11555555555555555,-0.16444444444444445,-48.30000000000291,82.5754302674,165.1508605348,-213.4508605348029,-130.87543026740292
P438_depth_regime_snapback_E120_H2400_D5,depth_regime_snapback,2026-07-17,ADANIPORTS,119,124,211,87,163297.0,short,-1,1823.5,1824.8,54,-0.030927835051546393,-0.09925925925925926,-0.08400460299194476,0.21749136939010358,-70.19999999999709,82.5254647292,165.0509294584,-235.25092945839708,-152.72546472919709
P438_depth_regime_snapback_E120_H2400_D5,depth_regime_snapback,2026-07-17,AXISBANK,119,124,363,239,170750.0,short,-1,1312.5,1311.9,76,-0.13089005235602094,0.2680077871512005,0.18876755070202808,-0.2823712948517941,45.59999999999127,82.65192328639999,165.30384657279998,-119.70384657280871,-37.05192328640872
P438_depth_regime_snapback_E120_H2400_D5,depth_regime_snapback,2026-07-17,BAJAJ-AUTO,119,124,153,29,17750.0,short,-1,10417.0,10418.5,9,0.7142857142857143,-0.03468208092485549,0.11162790697674418,0.33488372093023255,-13.5,80.02734941699998,160.05469883399996,-173.55469883399996,-93.52734941699998
P438_depth_regime_snapback_E120_H2400_D5,depth_regime_snapback,2026-07-17,BHARTIARTL,119,124,347,223,171500.0,long,1,1923.7,1920.9,51,-0.7928348909657321,-0.2564935064935065,-0.5302066772655007,-0.3163751987281399,-142.79999999998836,82.4776274876,164.9552549752,-307.75525497518834,-225.27762748758835
P438_depth_regime_snapback_E120_H2400_D5,depth_regime_snapback,2026-07-20,AXISBANK,119,124,446,322,193003.0,long,1,1267.6,1272.4,78,-0.6766809728183119,-0.23875,-0.371900826446281,0.03349282296650718,374.4000000000233,82.57706072,165.15412144,209.24587856002327,291.82293928002326
P438_depth_regime_snapback_E120_H2400_D5,depth_regime_snapback,2026-07-20,BANKBEES,119,124,348,224,150753.0,long,1,598.75,598.65,167,-0.6,-0.4354219101867797,-0.4372543882630338,0.4021482839926644,-16.69999999999709,82.6796582148,165.3593164296,-182.0593164295971,-99.37965821479709
P438_depth_regime_snapback_E120_H2400_D5,depth_regime_snapback,2026-07-20,BHARTIARTL,119,124,431,307,193503.0,short,-1,1920.3,1936.0,52,0.9894179894179894,0.1267175572519084,0.31990521327014215,0.22985781990521326,-816.4000000000087,82.72109540560001,165.44219081120002,-981.8421908112088,-899.1210954056087
P438_depth_regime_snapback_E120_H2400_D5,depth_regime_snapback,2026-07-20,CIPLA,119,124,206,82,57500.0,long,1,1434.9,1434.2,69,-0.8021978021978022,0.0584958217270195,-0.11555555555555555,-0.16444444444444445,-48.30000000000291,82.5754302674,165.1508605348,-213.4508605348029,-130.87543026740292
P438_depth_regime_snapback_E120_H3600_D5,depth_regime_snapback,2026-07-17,ADANIPORTS,119,124,211,87,163297.0,short,-1,1823.5,1824.8,54,-0.030927835051546393,-0.09925925925925926,-0.08400460299194476,0.21749136939010358,-70.19999999999709,82.5254647292,165.0509294584,-235.25092945839708,-152.72546472919709
P438_depth_regime_snapback_E120_H3600_D5,depth_regime_snapback,2026-07-17,AXISBANK,119,124,363,239,170750.0,short,-1,1312.5,1311.9,76,-0.13089005235602094,0.2680077871512005,0.18876755070202808,-0.2823712948517941,45.59999999999127,82.65192328639999,165.30384657279998,-119.70384657280871,-37.05192328640872
P438_depth_regime_snapback_E120_H3600_D5,depth_regime_snapback,2026-07-17,BAJAJ-AUTO,119,124,153,29,17750.0,short,-1,10417.0,10418.5,9,0.7142857142857143,-0.03468208092485549,0.11162790697674418,0.33488372093023255,-13.5,80.02734941699998,160.05469883399996,-173.55469883399996,-93.52734941699998
P438_depth_regime_snapback_E120_H3600_D5,depth_regime_snapback,2026-07-17,BHARTIARTL,119,124,347,223,171500.0,long,1,1923.7,1920.9,51,-0.7928348909657321,-0.2564935064935065,-0.5302066772655007,-0.3163751987281399,-142.79999999998836,82.4776274876,164.9552549752,-307.75525497518834,-225.27762748758835
P438_depth_regime_snapback_E120_H3600_D5,depth_regime_snapback,2026-07-20,AXISBANK,119,124,446,322,193003.0,long,1,1267.6,1272.4,78,-0.6766809728183119,-0.23875,-0.371900826446281,0.03349282296650718,374.4000000000233,82.57706072,165.15412144,209.24587856002327,291.82293928002326
P438_depth_regime_snapback_E120_H3600_D5,depth_regime_snapback,2026-07-20,BANKBEES,119,124,348,224,150753.0,long,1,598.75,598.65,167,-0.6,-0.4354219101867797,-0.4372543882630338,0.4021482839926644,-16.69999999999709,82.6796582148,165.3593164296,-182.0593164295971,-99.37965821479709
P438_depth_regime_snapback_E120_H3600_D5,depth_regime_snapback,2026-07-20,BHARTIARTL,119,124,431,307,193503.0,short,-1,1920.3,1936.0,52,0.9894179894179894,0.1267175572519084,0.31990521327014215,0.22985781990521326,-816.4000000000087,82.72109540560001,165.44219081120002,-981.8421908112088,-899.1210954056087
P438_depth_regime_snapback_E120_H3600_D5,depth_regime_snapback,2026-07-20,CIPLA,119,124,206,82,57500.0,long,1,1434.9,1434.2,69,-0.8021978021978022,0.0584958217270195,-0.11555555555555555,-0.16444444444444445,-48.30000000000291,82.5754302674,165.1508605348,-213.4508605348029,-130.87543026740292
P438_depth_regime_snapback_E240_H1200_D5,depth_regime_snapback,2026-07-17,AXISBANK,239,244,363,119,85251.0,long,1,1312.2,1311.2,76,-0.9733333333333334,-0.46609360076408785,-0.529657477025898,0.23057644110275688,-76.0,82.6497644304,165.2995288608,-241.2995288608,-158.6497644304
P438_depth_regime_snapback_E240_H1200_D5,depth_regime_snapback,2026-07-17,BHARTIARTL,239,244,347,103,77001.0,long,1,1918.6,1920.9,52,0.3188405797101449,-0.12663755458515283,-0.08597883597883597,0.1455026455026455,119.60000000000582,82.661273524,165.322547048,-45.72254704799417,36.938726476005826
P438_depth_regime_snapback_E240_H1200_D5,depth_regime_snapback,2026-07-20,AXISBANK,239,244,446,202,117254.0,short,-1,1266.1,1272.9,78,0.4092827004219409,0.3875147232037691,0.3909301555776233,-0.47434624296590533,-530.4000000000233,82.586545052,165.173090104,-695.5730901040233,-612.9865450520233
P438_depth_regime_snapback_E240_H1200_D5,depth_regime_snapback,2026-07-20,BANKBEES,239,244,348,104,68230.0,long,1,598.12,598.65,167,-0.9204613243189501,-0.38308457711442784,-0.8629261363636364,-0.8490767045454546,88.51000000000931,82.67256642954,165.34513285908,-76.83513285907068,5.837433570469315
P438_depth_regime_snapback_E240_H1200_D5,depth_regime_snapback,2026-07-20,BHARTIARTL,239,244,431,187,111341.0,long,1,1933.8,1935.7,51,0.7894736842105263,-0.28665568369028005,-0.27007299270072993,0.23438767234387672,96.89999999999418,82.540582367,165.081164734,-68.18116473400582,14.35941763299418
P438_depth_regime_snapback_E240_H2400_D5,depth_regime_snapback,2026-07-17,AXISBANK,239,244,363,119,85251.0,long,1,1312.2,1311.2,76,-0.9733333333333334,-0.46609360076408785,-0.529657477025898,0.23057644110275688,-76.0,82.6497644304,165.2995288608,-241.2995288608,-158.6497644304
P438_depth_regime_snapback_E240_H2400_D5,depth_regime_snapback,2026-07-17,BHARTIARTL,239,244,347,103,77001.0,long,1,1918.6,1920.9,52,0.3188405797101449,-0.12663755458515283,-0.08597883597883597,0.1455026455026455,119.60000000000582,82.661273524,165.322547048,-45.72254704799417,36.938726476005826
P438_depth_regime_snapback_E240_H2400_D5,depth_regime_snapback,2026-07-20,AXISBANK,239,244,446,202,117254.0,short,-1,1266.1,1272.9,78,0.4092827004219409,0.3875147232037691,0.3909301555776233,-0.47434624296590533,-530.4000000000233,82.586545052,165.173090104,-695.5730901040233,-612.9865450520233
P438_depth_regime_snapback_E240_H2400_D5,depth_regime_snapback,2026-07-20,BANKBEES,239,244,348,104,68230.0,long,1,598.12,598.65,167,-0.9204613243189501,-0.38308457711442784,-0.8629261363636364,-0.8490767045454546,88.51000000000931,82.67256642954,165.34513285908,-76.83513285907068,5.837433570469315
P438_depth_regime_snapback_E240_H2400_D5,depth_regime_snapback,2026-07-20,BHARTIARTL,239,244,431,187,111341.0,long,1,1933.8,1935.7,51,0.7894736842105263,-0.28665568369028005,-0.27007299270072993,0.23438767234387672,96.89999999999418,82.540582367,165.081164734,-68.18116473400582,14.35941763299418
P438_depth_regime_snapback_E240_H3600_D5,depth_regime_snapback,2026-07-17,AXISBANK,239,244,363,119,85251.0,long,1,1312.2,1311.2,76,-0.9733333333333334,-0.46609360076408785,-0.529657477025898,0.23057644110275688,-76.0,82.6497644304,165.2995288608,-241.2995288608,-158.6497644304
P438_depth_regime_snapback_E240_H3600_D5,depth_regime_snapback,2026-07-17,BHARTIARTL,239,244,347,103,77001.0,long,1,1918.6,1920.9,52,0.3188405797101449,-0.12663755458515283,-0.08597883597883597,0.1455026455026455,119.60000000000582,82.661273524,165.322547048,-45.72254704799417,36.938726476005826
P438_depth_regime_snapback_E240_H3600_D5,depth_regime_snapback,2026-07-20,AXISBANK,239,244,446,202,117254.0,short,-1,1266.1,1272.9,78,0.4092827004219409,0.3875147232037691,0.3909301555776233,-0.47434624296590533,-530.4000000000233,82.586545052,165.173090104,-695.5730901040233,-612.9865450520233
P438_depth_regime_snapback_E240_H3600_D5,depth_regime_snapback,2026-07-20,BANKBEES,239,244,348,104,68230.0,long,1,598.12,598.65,167,-0.9204613243189501,-0.38308457711442784,-0.8629261363636364,-0.8490767045454546,88.51000000000931,82.67256642954,165.34513285908,-76.83513285907068,5.837433570469315
P438_depth_regime_snapback_E240_H3600_D5,depth_regime_snapback,2026-07-20,BHARTIARTL,239,244,431,187,111341.0,long,1,1933.8,1935.7,51,0.7894736842105263,-0.28665568369028005,-0.27007299270072993,0.23438767234387672,96.89999999999418,82.540582367,165.081164734,-68.18116473400582,14.35941763299418
