candidate_id,feature_family_id,base_strategy_id,side,spread_bucket,imbalance_bucket,replenishment_bucket,spread_transition_type,recent_return_bucket,symbols,trade_dates,inferred_touches,signal_rows,baseline_adverse_selection_rate,replenishment_adverse_selection_rate,spread_adverse_direction_rate,mean_replenishment_ratio,mean_spread_change_bps,mean_abs_recent_return_bps,label_quality_score,adverse_selection_gate,replenishment_gate,spread_confirmation_gate,breadth_gate,p118_pre_replay_candidate,failure_reason
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R01_0p25_2p5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R01_0p25_2p5bp,1,1,2600,200,0.9838709677419356,0.9807692307692308,1.0,1.0174624608171483,-0.0014654798478239,2.465890194801037,1.508731230408574,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R04_ge_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R04_ge_10bp,1,1,2600,19150,1.0,0.9807692307692308,1.0,1.0174624608171483,-0.0219110923709285,39.79881677218198,1.508731230408574,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R03_5_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R03_5_10bp,1,1,2600,1900,1.0,0.9807692307692308,1.0,1.0174624608171483,-0.0040838645639918,7.420611037185075,1.508731230408574,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R02_2p5_5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R02_2p5_5bp,1,1,2600,400,1.0,0.9807692307692308,1.0,1.0174624608171483,-0.0019783386699668,3.5517816496882784,1.508731230408574,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R01_0p25_2p5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R01_0p25_2p5bp,1,1,2600,200,1.0,0.9807692307692308,1.0,1.0174624608171483,-0.0014654798478239,2.465890194801037,1.508731230408574,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_FADE_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I02_0p40_0p60__R03_rebuilt_1p00_1p50__compression__R04_ge_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,compression,R04_ge_10bp,2,1,4350,19150,1.0,1.0,1.0,1.0172885141406036,-0.0219110923709285,39.79881677218198,1.5086442570703018,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_FADE_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I02_0p40_0p60__R03_rebuilt_1p00_1p50__compression__R03_5_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,compression,R03_5_10bp,2,1,4350,1900,1.0,1.0,1.0,1.0172885141406036,-0.0040838645639918,7.420611037185075,1.5086442570703018,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_FADE_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I02_0p40_0p60__R03_rebuilt_1p00_1p50__compression__R02_2p5_5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,compression,R02_2p5_5bp,2,1,4350,400,1.0,1.0,1.0,1.0172885141406036,-0.0019783386699668,3.5517816496882784,1.5086442570703018,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_FADE_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I02_0p40_0p60__R03_rebuilt_1p00_1p50__compression__R01_0p25_2p5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,compression,R01_0p25_2p5bp,1,1,4350,200,1.0,1.0,1.0,1.0172885141406036,-0.0014654798478239,2.465890194801037,1.5086442570703018,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R04_ge_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R04_ge_10bp,1,1,2059,19150,1.0,0.976202039825158,1.0,1.0147645330424857,-0.0219110923709285,39.79881677218193,1.5073822665212429,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R03_5_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R03_5_10bp,1,1,2059,1900,1.0,0.976202039825158,1.0,1.0147645330424857,-0.0040838645639918,7.4206110371850755,1.5073822665212429,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R02_2p5_5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R02_2p5_5bp,1,1,2059,400,1.0,0.976202039825158,1.0,1.0147645330424857,-0.0019783386699668,3.5517816496882806,1.5073822665212429,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R01_0p25_2p5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R01_0p25_2p5bp,1,1,2059,200,1.0,0.976202039825158,1.0,1.0147645330424857,-0.0014654798478239,2.465890194801037,1.5073822665212429,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R04_ge_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R04_ge_10bp,1,1,2059,19150,0.9803921568627452,0.976202039825158,1.0,1.0147645330424857,-0.0219110923709285,39.79881677218193,1.5073822665212429,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R03_5_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R03_5_10bp,1,1,2059,1900,0.9803921568627452,0.976202039825158,1.0,1.0147645330424857,-0.0040838645639918,7.4206110371850755,1.5073822665212429,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R02_2p5_5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R02_2p5_5bp,1,1,2059,400,0.9803921568627452,0.976202039825158,1.0,1.0147645330424857,-0.0019783386699668,3.5517816496882806,1.5073822665212429,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S1__S04_gt_5bp__I03_0p60_0p80__R03_rebuilt_1p00_1p50__compression__R01_0p25_2p5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,compression,R01_0p25_2p5bp,1,1,2059,200,0.9803921568627452,0.976202039825158,1.0,1.0147645330424857,-0.0014654798478239,2.465890194801037,1.5073822665212429,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_FADE_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R04_ge_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R04_ge_10bp,2,1,2940,19150,1.0,1.0,1.0,1.0135384524972582,-0.0219110923709285,39.79881677218198,1.506769226248629,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_FADE_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R03_5_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R03_5_10bp,2,1,2940,1900,1.0,1.0,1.0,1.0135384524972582,-0.0040838645639918,7.420611037185075,1.506769226248629,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_FADE_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R02_2p5_5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R02_2p5_5bp,2,1,2940,400,1.0,1.0,1.0,1.0135384524972582,-0.0019783386699668,3.5517816496882784,1.506769226248629,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_FADE_IMBALANCE_REPLENISH__S-1__S04_gt_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R01_0p25_2p5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R01_0p25_2p5bp,1,1,2940,200,1.0,1.0,1.0,1.0135384524972582,-0.0014654798478239,2.465890194801037,1.506769226248629,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S03_2p5_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R03_5_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R03_5_10bp,3,1,4270,24400,0.9958847736625512,1.0,1.0,1.012935500672602,-0.0026181816210124,7.534078829521033,1.5064677503363009,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S03_2p5_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R04_ge_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R04_ge_10bp,3,1,4270,139050,0.9958847736625512,1.0,1.0,1.012935500672602,-0.0128788529468564,35.771653597519865,1.5064677503363009,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S03_2p5_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R02_2p5_5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R02_2p5_5bp,3,1,4270,7550,0.9958847736625512,1.0,1.0,1.012935500672602,-0.0014651818306645,4.174782250537896,1.5064677503363009,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S03_2p5_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R03_5_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R03_5_10bp,3,1,4270,24400,1.0,1.0,1.0,1.012935500672602,-0.0026181816210124,7.534078829521033,1.5064677503363009,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S03_2p5_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R04_ge_10bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R04_ge_10bp,3,1,4270,139050,1.0,1.0,1.0,1.012935500672602,-0.0128788529468564,35.771653597519865,1.5064677503363009,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S03_2p5_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R02_2p5_5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R02_2p5_5bp,3,1,4270,7550,1.0,1.0,1.0,1.012935500672602,-0.0014651818306645,4.174782250537896,1.5064677503363009,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S03_2p5_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R01_0p25_2p5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R01_0p25_2p5bp,2,1,4270,200,0.9958847736625512,1.0,1.0,1.012935500672602,-0.001187885638722,2.436616745827476,1.5064677503363009,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
P118_RICHER_PASSIVE_LABEL_COMPOSITE__P68_JOIN_IMBALANCE_REPLENISH__S-1__S03_2p5_5bp__I01_0p30_0p40__R03_rebuilt_1p00_1p50__compression__R01_0p25_2p5bp,P118_RICHER_PASSIVE_LABEL_COMPOSITE,P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,compression,R01_0p25_2p5bp,2,1,4270,200,1.0,1.0,1.0,1.012935500672602,-0.001187885638722,2.436616745827476,1.5064677503363009,False,True,True,False,False,adverse_selection_gate_failed|breadth_gate_failed
