panel,trade_date,symbol,forward_ticks,max_hold_ticks,scan_points_possible,scan_points_feasible_min_hold,feasible_fraction,median_min_forward_hold,median_max_window_hold,p95_max_window_hold
synthetic,2026-01-01,BPCL,12,250,99,2,0.020202020202020204,2.0,41.0,99.79999999999984
synthetic,2026-01-01,BPCL,12,500,98,4,0.04081632653061224,2.0,83.0,187.14999999999964
synthetic,2026-01-01,BPCL,12,1000,96,17,0.17708333333333334,2.0,166.0,346.0
synthetic,2026-01-01,BPCL,12,1500,94,47,0.5,2.0,249.5,486.3499999999999
synthetic,2026-01-01,BPCL,12,2500,90,90,1.0,2.0,400.0,723.5999999999999
synthetic,2026-01-01,BPCL,12,5000,80,80,1.0,2.0,772.0,1210.1
synthetic,2026-01-01,BRITANNIA,3,30,100,0,0.0,1.0,5.0,15.0
synthetic,2026-01-01,BRITANNIA,3,60,100,0,0.0,1.0,10.0,30.0
synthetic,2026-01-01,BRITANNIA,3,120,100,0,0.0,1.0,20.0,60.0
synthetic,2026-01-01,BRITANNIA,3,250,99,2,0.020202020202020204,1.0,42.0,99.79999999999984
synthetic,2026-01-01,BRITANNIA,3,500,98,4,0.04081632653061224,1.0,84.0,187.14999999999964
synthetic,2026-01-01,BRITANNIA,3,1000,96,23,0.23958333333333334,1.0,171.0,347.0
synthetic,2026-01-01,BRITANNIA,3,1500,94,94,1.0,1.0,255.0,503.8499999999999
synthetic,2026-01-01,BRITANNIA,3,2500,90,90,1.0,1.0,422.0,756.05
synthetic,2026-01-01,BRITANNIA,3,5000,80,80,1.0,1.0,845.5,1300.0
synthetic,2026-01-01,BRITANNIA,6,30,100,0,0.0,1.0,5.0,15.0
synthetic,2026-01-01,BRITANNIA,6,60,100,0,0.0,1.0,10.0,30.0
synthetic,2026-01-01,BRITANNIA,6,120,100,0,0.0,1.0,20.0,60.0
synthetic,2026-01-01,BRITANNIA,6,250,99,2,0.020202020202020204,1.0,42.0,99.79999999999984
synthetic,2026-01-01,BRITANNIA,6,500,98,4,0.04081632653061224,1.0,84.0,187.14999999999964
synthetic,2026-01-01,BRITANNIA,6,1000,96,23,0.23958333333333334,1.0,171.0,347.0
synthetic,2026-01-01,BRITANNIA,6,1500,94,94,1.0,1.0,255.0,503.8499999999999
synthetic,2026-01-01,BRITANNIA,6,2500,90,90,1.0,1.0,422.0,756.05
synthetic,2026-01-01,BRITANNIA,6,5000,80,80,1.0,1.0,845.5,1300.0
synthetic,2026-01-01,BRITANNIA,12,30,100,0,0.0,2.0,5.0,15.0
synthetic,2026-01-01,BRITANNIA,12,60,100,0,0.0,2.0,10.0,30.0
synthetic,2026-01-01,BRITANNIA,12,120,100,0,0.0,2.0,20.0,60.0
synthetic,2026-01-01,BRITANNIA,12,250,99,2,0.020202020202020204,2.0,42.0,99.79999999999984
synthetic,2026-01-01,BRITANNIA,12,500,98,4,0.04081632653061224,2.0,84.0,187.14999999999964
synthetic,2026-01-01,BRITANNIA,12,1000,96,23,0.23958333333333334,2.0,171.0,347.0
synthetic,2026-01-01,BRITANNIA,12,1500,94,94,1.0,2.0,255.0,503.8499999999999
synthetic,2026-01-01,BRITANNIA,12,2500,90,90,1.0,2.0,422.0,756.05
synthetic,2026-01-01,BRITANNIA,12,5000,80,80,1.0,2.0,845.5,1300.0
synthetic,2026-01-01,CIPLA,3,30,100,0,0.0,1.0,5.0,15.0
synthetic,2026-01-01,CIPLA,3,60,100,0,0.0,1.0,10.0,30.0
synthetic,2026-01-01,CIPLA,3,120,100,0,0.0,1.0,20.0,60.0
synthetic,2026-01-01,CIPLA,3,250,99,1,0.010101010101010102,1.0,42.0,125.0
synthetic,2026-01-01,CIPLA,3,500,98,5,0.05102040816326531,1.0,83.0,236.39999999999986
synthetic,2026-01-01,CIPLA,3,1000,96,20,0.20833333333333334,1.0,167.0,411.25
synthetic,2026-01-01,CIPLA,3,1500,94,51,0.5425531914893617,1.0,250.0,581.6999999999998
synthetic,2026-01-01,CIPLA,3,2500,90,90,1.0,1.0,413.5,862.2499999999998
synthetic,2026-01-01,CIPLA,3,5000,80,80,1.0,1.0,785.5,1391.1499999999999
synthetic,2026-01-01,CIPLA,6,30,100,0,0.0,1.0,5.0,15.0
synthetic,2026-01-01,CIPLA,6,60,100,0,0.0,1.0,10.0,30.0
synthetic,2026-01-01,CIPLA,6,120,100,0,0.0,1.0,20.0,60.0
synthetic,2026-01-01,CIPLA,6,250,99,1,0.010101010101010102,1.0,42.0,125.0
synthetic,2026-01-01,CIPLA,6,500,98,5,0.05102040816326531,1.0,83.0,236.39999999999986
synthetic,2026-01-01,CIPLA,6,1000,96,20,0.20833333333333334,1.0,167.0,411.25
synthetic,2026-01-01,CIPLA,6,1500,94,51,0.5425531914893617,1.0,250.0,581.6999999999998
synthetic,2026-01-01,CIPLA,6,2500,90,90,1.0,1.0,413.5,862.2499999999998
synthetic,2026-01-01,CIPLA,6,5000,80,80,1.0,1.0,785.5,1391.1499999999999
synthetic,2026-01-01,CIPLA,12,30,100,0,0.0,2.0,5.0,15.0
synthetic,2026-01-01,CIPLA,12,60,100,0,0.0,2.0,10.0,30.0
synthetic,2026-01-01,CIPLA,12,120,100,0,0.0,2.0,20.0,60.0
synthetic,2026-01-01,CIPLA,12,250,99,1,0.010101010101010102,2.0,42.0,125.0
synthetic,2026-01-01,CIPLA,12,500,98,5,0.05102040816326531,2.0,83.0,236.39999999999986
synthetic,2026-01-01,CIPLA,12,1000,96,20,0.20833333333333334,2.0,167.0,411.25
synthetic,2026-01-01,CIPLA,12,1500,94,51,0.5425531914893617,2.0,250.0,581.6999999999998
synthetic,2026-01-01,CIPLA,12,2500,90,90,1.0,2.0,413.5,862.2499999999998
synthetic,2026-01-01,CIPLA,12,5000,80,80,1.0,2.0,785.5,1391.1499999999999
synthetic,2026-02-02,ADANIPORTS,3,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,ADANIPORTS,3,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,ADANIPORTS,3,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,ADANIPORTS,3,250,99,1,0.010101010101010102,1.0,50.0,125.0
synthetic,2026-02-02,ADANIPORTS,3,500,98,5,0.05102040816326531,1.0,100.0,234.69999999999985
synthetic,2026-02-02,ADANIPORTS,3,1000,96,18,0.1875,0.5,200.0,360.75
synthetic,2026-02-02,ADANIPORTS,3,1500,94,94,1.0,0.0,300.0,477.0499999999996
synthetic,2026-02-02,ADANIPORTS,3,2500,90,90,1.0,0.0,500.0,716.0
synthetic,2026-02-02,ADANIPORTS,3,5000,80,80,1.0,0.5,1004.0,1228.1999999999998
synthetic,2026-02-02,ADANIPORTS,6,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,ADANIPORTS,6,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,ADANIPORTS,6,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,ADANIPORTS,6,250,99,1,0.010101010101010102,1.0,50.0,125.0
synthetic,2026-02-02,ADANIPORTS,6,500,98,5,0.05102040816326531,1.0,100.0,234.69999999999985
synthetic,2026-02-02,ADANIPORTS,6,1000,96,18,0.1875,1.0,200.0,360.75
synthetic,2026-02-02,ADANIPORTS,6,1500,94,94,1.0,1.0,300.0,477.0499999999996
synthetic,2026-02-02,ADANIPORTS,6,2500,90,90,1.0,1.0,500.0,716.0
synthetic,2026-02-02,ADANIPORTS,6,5000,80,80,1.0,1.0,1004.0,1228.1999999999998
synthetic,2026-02-02,ADANIPORTS,12,30,100,0,0.0,2.0,6.0,15.0
synthetic,2026-02-02,ADANIPORTS,12,60,100,0,0.0,2.0,12.0,30.0
synthetic,2026-02-02,ADANIPORTS,12,120,100,0,0.0,2.0,24.0,60.0
synthetic,2026-02-02,ADANIPORTS,12,250,99,1,0.010101010101010102,2.0,50.0,125.0
synthetic,2026-02-02,ADANIPORTS,12,500,98,5,0.05102040816326531,2.0,100.0,234.69999999999985
synthetic,2026-02-02,ADANIPORTS,12,1000,96,18,0.1875,2.0,200.0,360.75
synthetic,2026-02-02,ADANIPORTS,12,1500,94,94,1.0,2.0,300.0,477.0499999999996
synthetic,2026-02-02,ADANIPORTS,12,2500,90,90,1.0,2.0,500.0,716.0
synthetic,2026-02-02,ADANIPORTS,12,5000,80,80,1.0,2.0,1004.0,1228.1999999999998
synthetic,2026-02-02,AXISBANK,3,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,AXISBANK,3,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,AXISBANK,3,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,AXISBANK,3,250,99,1,0.010101010101010102,1.0,50.0,125.0
synthetic,2026-02-02,AXISBANK,3,500,98,6,0.061224489795918366,1.0,100.0,250.0
synthetic,2026-02-02,AXISBANK,3,1000,96,23,0.23958333333333334,1.0,200.0,431.75
synthetic,2026-02-02,AXISBANK,3,1500,94,66,0.7021276595744681,1.0,300.0,539.2499999999995
synthetic,2026-02-02,AXISBANK,3,2500,90,90,1.0,1.0,472.0,770.8999999999999
synthetic,2026-02-02,AXISBANK,3,5000,80,80,1.0,1.0,864.0,1372.1
synthetic,2026-02-02,AXISBANK,6,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,AXISBANK,6,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,AXISBANK,6,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,AXISBANK,6,250,99,1,0.010101010101010102,1.0,50.0,125.0
synthetic,2026-02-02,AXISBANK,6,500,98,6,0.061224489795918366,1.0,100.0,250.0
synthetic,2026-02-02,AXISBANK,6,1000,96,23,0.23958333333333334,1.0,200.0,431.75
synthetic,2026-02-02,AXISBANK,6,1500,94,66,0.7021276595744681,1.0,300.0,539.2499999999995
synthetic,2026-02-02,AXISBANK,6,2500,90,90,1.0,1.0,472.0,770.8999999999999
synthetic,2026-02-02,AXISBANK,6,5000,80,80,1.0,1.0,864.0,1372.1
synthetic,2026-02-02,AXISBANK,12,30,100,0,0.0,2.5,6.0,15.0
synthetic,2026-02-02,AXISBANK,12,60,100,0,0.0,2.5,12.0,30.0
synthetic,2026-02-02,AXISBANK,12,120,100,0,0.0,2.5,24.0,60.0
synthetic,2026-02-02,AXISBANK,12,250,99,1,0.010101010101010102,2.0,50.0,125.0
synthetic,2026-02-02,AXISBANK,12,500,98,6,0.061224489795918366,2.0,100.0,250.0
synthetic,2026-02-02,AXISBANK,12,1000,96,23,0.23958333333333334,2.0,200.0,431.75
synthetic,2026-02-02,AXISBANK,12,1500,94,66,0.7021276595744681,2.0,300.0,539.2499999999995
synthetic,2026-02-02,AXISBANK,12,2500,90,90,1.0,2.0,472.0,770.8999999999999
synthetic,2026-02-02,AXISBANK,12,5000,80,80,1.0,2.0,864.0,1372.1
synthetic,2026-02-02,BAJAJ-AUTO,3,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,BAJAJ-AUTO,3,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,BAJAJ-AUTO,3,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,BAJAJ-AUTO,3,250,99,2,0.020202020202020204,1.0,50.0,125.0
synthetic,2026-02-02,BAJAJ-AUTO,3,500,98,6,0.061224489795918366,1.0,104.0,250.0
synthetic,2026-02-02,BAJAJ-AUTO,3,1000,96,32,0.3333333333333333,1.0,210.0,390.5
synthetic,2026-02-02,BAJAJ-AUTO,3,1500,94,94,1.0,1.0,317.5,521.6999999999996
synthetic,2026-02-02,BAJAJ-AUTO,3,2500,90,90,1.0,1.0,535.5,784.0999999999998
synthetic,2026-02-02,BAJAJ-AUTO,3,5000,80,80,1.0,1.0,1042.5,1328.7499999999998
synthetic,2026-02-02,BAJAJ-AUTO,6,30,100,0,0.0,1.0,6.0,15.0
synthetic,2026-02-02,BAJAJ-AUTO,6,60,100,0,0.0,1.0,12.0,30.0
synthetic,2026-02-02,BAJAJ-AUTO,6,120,100,0,0.0,1.0,24.0,60.0
synthetic,2026-02-02,BAJAJ-AUTO,6,250,99,2,0.020202020202020204,1.0,50.0,125.0
synthetic,2026-02-02,BAJAJ-AUTO,6,500,98,6,0.061224489795918366,1.0,104.0,250.0
synthetic,2026-02-02,BAJAJ-AUTO,6,1000,96,32,0.3333333333333333,1.0,210.0,390.5
synthetic,2026-02-02,BAJAJ-AUTO,6,1500,94,94,1.0,1.0,317.5,521.6999999999996
synthetic,2026-02-02,BAJAJ-AUTO,6,2500,90,90,1.0,1.0,535.5,784.0999999999998
synthetic,2026-02-02,BAJAJ-AUTO,6,5000,80,80,1.0,1.0,1042.5,1328.7499999999998
synthetic,2026-02-02,BAJAJ-AUTO,12,30,100,0,0.0,3.0,6.0,15.0
synthetic,2026-02-02,BAJAJ-AUTO,12,60,100,0,0.0,3.0,12.0,30.0
