symbol,category,metric,real_value,synthetic_value,synthetic_to_real_ratio,lower_ratio_gate,upper_ratio_gate,calibration_gap
HCLTECH,median spread scale,median_spread_bps,3.2557382386445024,2.456504516897308,0.7545153623652655,0.25,4.0,False
HCLTECH,tail spread scale,p90_spread_bps,4.262175318971785,3.335327581283734,0.7825411513312301,0.25,4.0,False
HCLTECH,displayed L1 depth scale,median_l1_depth,339.5,792.0,2.3328424153166423,0.1,10.0,False
HCLTECH,displayed L5 depth scale,median_l5_depth,4819.0,6732.0,1.3969703257937331,0.1,10.0,False
HCLTECH,L1 imbalance scale,median_abs_l1_imbalance,0.6606060606060606,0.29372937293729373,0.44463620673994003,0.25,4.0,False
HCLTECH,one-tick volatility scale,one_tick_return_std,0.0009230660025647,0.0001321874197608833,0.14320473226573846,0.1,10.0,False
HDFCBANK,median spread scale,median_spread_bps,1.220479648502139,1.2219541662102391,1.0012081460841316,0.25,4.0,False
HDFCBANK,tail spread scale,p90_spread_bps,2.4508455616850657,1.879451951810567,0.7668585818677044,0.25,4.0,False
HDFCBANK,displayed L1 depth scale,median_l1_depth,1010.0,792.0,0.7841584158415842,0.1,10.0,False
HDFCBANK,displayed L5 depth scale,median_l5_depth,15104.0,6731.0,0.4456435381355932,0.1,10.0,False
HDFCBANK,L1 imbalance scale,median_abs_l1_imbalance,0.6221233709952622,0.5723684210526315,0.9200239819587013,0.25,4.0,False
HDFCBANK,one-tick volatility scale,one_tick_return_std,0.0002661320563781,0.0003265891304197491,1.227169454384542,0.1,10.0,False
HINDUNILVR,median spread scale,median_spread_bps,1.410304626579205,1.8773481518663713,1.3311649954804543,0.25,4.0,False
HINDUNILVR,tail spread scale,p90_spread_bps,3.52031676225702,2.415989988137489,0.6862990325303846,0.25,4.0,False
HINDUNILVR,displayed L1 depth scale,median_l1_depth,188.5,786.0,4.1697612732095495,0.1,10.0,False
HINDUNILVR,displayed L5 depth scale,median_l5_depth,1287.0,6681.0,5.191142191142191,0.1,10.0,False
HINDUNILVR,L1 imbalance scale,median_abs_l1_imbalance,0.6277653381101658,0.35,0.5575331716364673,0.25,4.0,False
HINDUNILVR,one-tick volatility scale,one_tick_return_std,0.0004491870726258,0.00010466549661106308,0.2330109279397178,0.1,10.0,False
ICICIBANK,median spread scale,median_spread_bps,1.4178363816818766,1.4237282102849804,1.0041555067137682,0.25,4.0,False
ICICIBANK,tail spread scale,p90_spread_bps,2.8435345134008028,2.1915246436942866,0.770704429071013,0.25,4.0,False
ICICIBANK,displayed L1 depth scale,median_l1_depth,580.0,790.0,1.3620689655172413,0.1,10.0,False
ICICIBANK,displayed L5 depth scale,median_l5_depth,6394.0,6714.0,1.0500469189865498,0.1,10.0,False
ICICIBANK,L1 imbalance scale,median_abs_l1_imbalance,0.6189433235605364,0.3687707641196013,0.5958069989320004,0.25,4.0,False
ICICIBANK,one-tick volatility scale,one_tick_return_std,0.0002723495224193,0.00018681711127856678,0.6859461680676258,0.1,10.0,False
INFY,median spread scale,median_spread_bps,1.814223512337132,1.8146309154136604,1.0002245605757825,0.25,4.0,False
INFY,tail spread scale,p90_spread_bps,3.66367466569052,2.803233997621498,0.7651427196506139,0.25,4.0,False
INFY,displayed L1 depth scale,median_l1_depth,613.0,794.0,1.295269168026101,0.1,10.0,False
INFY,displayed L5 depth scale,median_l5_depth,9352.0,6749.0,0.7216638152266894,0.1,10.0,False
INFY,L1 imbalance scale,median_abs_l1_imbalance,0.7581573896353166,0.75,0.989240506329114,0.25,4.0,False
INFY,one-tick volatility scale,one_tick_return_std,0.0006784295765149,0.00013526496445805168,0.19937952167844636,0.1,10.0,False
ITBEES,median spread scale,median_spread_bps,3.127941694266626,3.115342438440214,0.9959720298337064,0.25,4.0,False
ITBEES,tail spread scale,p90_spread_bps,6.297229219143444,3.215899406667062,0.5106848257787403,0.25,4.0,False
ITBEES,displayed L1 depth scale,median_l1_depth,134432.0,189481.0,1.4094932754106164,0.1,10.0,False
ITBEES,displayed L5 depth scale,median_l5_depth,2152154.5,1610353.0,0.7482515776632207,0.1,10.0,False
ITBEES,L1 imbalance scale,median_abs_l1_imbalance,0.6847403586078421,0.7403360384043891,1.0811923513747306,0.25,4.0,False
ITBEES,one-tick volatility scale,one_tick_return_std,0.0008419522636051,8.947859201442991e-05,0.10627513682461927,0.1,10.0,False
ITC,median spread scale,median_spread_bps,1.7871503887056162,1.7833182702387491,0.997855738111865,0.25,4.0,False
ITC,tail spread scale,p90_spread_bps,3.925553837585375,1.817495796132637,0.46299092340320225,0.25,4.0,False
ITC,displayed L1 depth scale,median_l1_depth,5559.0,13137.0,2.3631948192120884,0.1,10.0,False
ITC,displayed L5 depth scale,median_l5_depth,113657.0,111651.0,0.9823504051664218,0.1,10.0,False
ITC,L1 imbalance scale,median_abs_l1_imbalance,0.5893918609967993,0.5099049128367671,0.8651373501737856,0.25,4.0,False
ITC,one-tick volatility scale,one_tick_return_std,0.0003538134638181,0.00010438989187362632,0.295042169246828,0.1,10.0,False
JUNIORBEES,median spread scale,median_spread_bps,3.6007767389819154,3.6638829578901544,1.0175257238875859,0.25,4.0,False
JUNIORBEES,tail spread scale,p90_spread_bps,5.535779804703658,4.536539361867336,0.8194941854465952,0.25,4.0,False
JUNIORBEES,displayed L1 depth scale,median_l1_depth,417.0,784.0,1.880095923261391,0.1,10.0,False
JUNIORBEES,displayed L5 depth scale,median_l5_depth,8912.0,6663.0,0.7476436265709157,0.1,10.0,False
JUNIORBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8632375189107413,0.6977401129943502,0.8082828858907563,0.25,4.0,False
JUNIORBEES,one-tick volatility scale,one_tick_return_std,0.0002105588049157,0.00011006502555033119,0.5227282021969928,0.1,10.0,False
KOTAKBANK,median spread scale,median_spread_bps,2.623294858342674,2.6337275145519436,1.0039769285469728,0.25,4.0,False
KOTAKBANK,tail spread scale,p90_spread_bps,3.96432111000931,4.054972450516557,1.0228668006429564,0.25,4.0,False
KOTAKBANK,displayed L1 depth scale,median_l1_depth,1719.0,790.0,0.4595695171611402,0.1,10.0,False
KOTAKBANK,displayed L5 depth scale,median_l5_depth,25525.0,6715.0,0.26307541625857,0.1,10.0,False
KOTAKBANK,L1 imbalance scale,median_abs_l1_imbalance,0.6708571428571428,0.6015831134564644,0.8967380311318678,0.25,4.0,False
KOTAKBANK,one-tick volatility scale,one_tick_return_std,0.0004387580939967,0.00011446062597503975,0.26087410703334085,0.1,10.0,False
LT,median spread scale,median_spread_bps,1.2775471095496649,1.2730947341619059,0.9965149031652316,0.25,4.0,False
LT,tail spread scale,p90_spread_bps,2.8017982450552315,1.5647666704708676,0.5584865624184234,0.25,4.0,False
LT,displayed L1 depth scale,median_l1_depth,106.0,56.0,0.5283018867924528,0.1,10.0,False
LT,displayed L5 depth scale,median_l5_depth,481.0,472.0,0.9812889812889813,0.1,10.0,False
LT,L1 imbalance scale,median_abs_l1_imbalance,0.5492957746478874,0.4166666666666667,0.7585470085470085,0.25,4.0,False
LT,one-tick volatility scale,one_tick_return_std,0.0003339160897955,0.0001784140106296853,0.5343079177135528,0.1,10.0,False
M&M,median spread scale,median_spread_bps,1.2672263583071004,1.2694312234066962,1.00173991417172,0.25,4.0,False
M&M,tail spread scale,p90_spread_bps,2.8643906801859527,1.6378554248637918,0.5717988946806182,0.25,4.0,False
M&M,displayed L1 depth scale,median_l1_depth,47.0,48.0,1.0212765957446808,0.1,10.0,False
M&M,displayed L5 depth scale,median_l5_depth,447.0,414.0,0.9261744966442953,0.1,10.0,False
M&M,L1 imbalance scale,median_abs_l1_imbalance,0.6765475152571927,0.1891891891891892,0.27963917525773196,0.25,4.0,False
M&M,one-tick volatility scale,one_tick_return_std,0.0004201292138649,0.00011600581813823359,0.2761193802046275,0.1,10.0,False
MARUTI,median spread scale,median_spread_bps,2.911530203192002,2.915946033128792,1.0015166698019993,0.25,4.0,False
MARUTI,tail spread scale,p90_spread_bps,4.362050163576881,3.775429879884699,0.8655172999635673,0.25,4.0,False
MARUTI,displayed L1 depth scale,median_l1_depth,40.0,44.0,1.1,0.1,10.0,False
MARUTI,displayed L5 depth scale,median_l5_depth,411.0,368.0,0.8953771289537713,0.1,10.0,False
MARUTI,L1 imbalance scale,median_abs_l1_imbalance,0.592948717948718,0.5,0.8432432432432433,0.25,4.0,False
MARUTI,one-tick volatility scale,one_tick_return_std,0.0004288971469949,0.0001134490537063306,0.2645134258906125,0.1,10.0,False
NESTLEIND,median spread scale,median_spread_bps,2.4406884964413558,2.787568142973419,1.1421236864261175,0.25,4.0,False
NESTLEIND,tail spread scale,p90_spread_bps,4.188189306157591,3.592199180260147,0.8576974242732527,0.25,4.0,False
NESTLEIND,displayed L1 depth scale,median_l1_depth,349.0,786.0,2.2521489971346704,0.1,10.0,False
NESTLEIND,displayed L5 depth scale,median_l5_depth,2850.0,6682.0,2.344561403508772,0.1,10.0,False
NESTLEIND,L1 imbalance scale,median_abs_l1_imbalance,0.6190476190476191,0.4119318181818182,0.6654283216783217,0.25,4.0,False
NESTLEIND,one-tick volatility scale,one_tick_return_std,0.0006511569426619,8.27475161351045e-05,0.12707768390956015,0.1,10.0,False
NIFTYBEES,median spread scale,median_spread_bps,1.4575665925723724,1.454077505967006,0.997606224907221,0.25,4.0,False
NIFTYBEES,tail spread scale,p90_spread_bps,3.6411964983767007,1.837747480264848,0.5047097790751317,0.25,4.0,False
NIFTYBEES,displayed L1 depth scale,median_l1_depth,2941.0,782.0,0.2658959537572254,0.1,10.0,False
NIFTYBEES,displayed L5 depth scale,median_l5_depth,51029.5,6647.0,0.13025798802653368,0.1,10.0,False
NIFTYBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8034544371649791,0.6208651399491094,0.7727446775200554,0.25,4.0,False
NIFTYBEES,one-tick volatility scale,one_tick_return_std,0.000149830079434,8.975534577309696e-05,0.5990475751742099,0.1,10.0,False
ONGC,median spread scale,median_spread_bps,1.6212053661894394,2.020708217815491,1.2464233464542882,0.25,4.0,False
ONGC,tail spread scale,p90_spread_bps,3.635702599527496,2.5024711903005166,0.6883047008921311,0.25,4.0,False
ONGC,displayed L1 depth scale,median_l1_depth,1042.0,792.0,0.7600767754318618,0.1,10.0,False
ONGC,displayed L5 depth scale,median_l5_depth,7000.5,6731.0,0.9615027498035854,0.1,10.0,False
ONGC,L1 imbalance scale,median_abs_l1_imbalance,0.6120805369127517,0.35,0.5718201754385964,0.25,4.0,False
ONGC,one-tick volatility scale,one_tick_return_std,0.0005115545132356,0.00011435282222625433,0.22353985600277237,0.1,10.0,False
RELIANCE,median spread scale,median_spread_bps,0.7711586658948066,1.5373617335294405,1.993573827956115,0.25,4.0,False
RELIANCE,tail spread scale,p90_spread_bps,3.078817733990848,2.3366851784055593,0.758955345945953,0.25,4.0,False
RELIANCE,displayed L1 depth scale,median_l1_depth,986.0,792.0,0.8032454361054767,0.1,10.0,False
RELIANCE,displayed L5 depth scale,median_l5_depth,11881.5,6732.0,0.5665951268779195,0.1,10.0,False
RELIANCE,L1 imbalance scale,median_abs_l1_imbalance,0.7167036670286846,0.44358974358974357,0.6189304785181039,0.25,4.0,False
RELIANCE,one-tick volatility scale,one_tick_return_std,0.0002014198966872,0.0002091423410994924,1.0383400276700825,0.1,10.0,False
SBIN,median spread scale,median_spread_bps,1.9254837777996103,1.9261142570981686,1.0003274394237063,0.25,4.0,False
SBIN,tail spread scale,p90_spread_bps,3.844972239728642,2.9759690499225573,0.7739897363036841,0.25,4.0,False
SBIN,displayed L1 depth scale,median_l1_depth,1048.0,792.0,0.7557251908396947,0.1,10.0,False
SBIN,displayed L5 depth scale,median_l5_depth,13743.5,6730.0,0.48968603339760614,0.1,10.0,False
SBIN,L1 imbalance scale,median_abs_l1_imbalance,0.6489188956738625,0.35,0.539358619903565,0.25,4.0,False
SBIN,one-tick volatility scale,one_tick_return_std,0.0003895484406278,0.0001184249881269885,0.3040058071754405,0.1,10.0,False
SUNPHARMA,median spread scale,median_spread_bps,1.5569452733734048,2.0751637271763856,1.332843075903475,0.25,4.0,False
SUNPHARMA,tail spread scale,p90_spread_bps,3.128258602710684,2.6721392077641672,0.8541938334154081,0.25,4.0,False
SUNPHARMA,displayed L1 depth scale,median_l1_depth,113.0,784.0,6.938053097345133,0.1,10.0,False
SUNPHARMA,displayed L5 depth scale,median_l5_depth,986.0,6664.0,6.758620689655173,0.1,10.0,False
SUNPHARMA,L1 imbalance scale,median_abs_l1_imbalance,0.6103896103896104,0.2950391644908616,0.4833620354424754,0.25,4.0,False
SUNPHARMA,one-tick volatility scale,one_tick_return_std,0.0003448151930137,9.084248254197695e-05,0.26345266792918737,0.1,10.0,False
TCS,median spread scale,median_spread_bps,1.8300773207672187,1.8323974744985976,1.0012677900026683,0.25,4.0,False
TCS,tail spread scale,p90_spread_bps,3.214444927692387,2.3082613829024767,0.7180901943650815,0.25,4.0,False
TCS,displayed L1 depth scale,median_l1_depth,231.0,792.0,3.4285714285714284,0.1,10.0,False
TCS,displayed L5 depth scale,median_l5_depth,2997.0,6733.0,2.24657991324658,0.1,10.0,False
TCS,L1 imbalance scale,median_abs_l1_imbalance,0.6826086956521739,0.3504273504273504,0.5133649082693669,0.25,4.0,False
TCS,one-tick volatility scale,one_tick_return_std,0.0006492641320056,0.00013755710228467838,0.211866165869597,0.1,10.0,False
TECHM,median spread scale,median_spread_bps,3.28655470470306,3.327083960627288,1.0123318367000649,0.25,4.0,False
TECHM,tail spread scale,p90_spread_bps,4.671653778297445,4.10919500869873,0.8796017863713138,0.25,4.0,False
TECHM,displayed L1 depth scale,median_l1_depth,137.0,792.0,5.781021897810219,0.1,10.0,False
TECHM,displayed L5 depth scale,median_l5_depth,1436.0,6732.0,4.688022284122563,0.1,10.0,False
TECHM,L1 imbalance scale,median_abs_l1_imbalance,0.6256684491978609,0.49836065573770494,0.7965251506235114,0.25,4.0,False
TECHM,one-tick volatility scale,one_tick_return_std,0.0008667501064612,0.00010990590066722567,0.12680229266536075,0.1,10.0,False
ULTRACEMCO,median spread scale,median_spread_bps,2.584981258885873,2.5885108943952266,1.0013654394967935,0.25,4.0,False
ULTRACEMCO,tail spread scale,p90_spread_bps,4.316112046268722,3.483106931382794,0.8070010449320794,0.25,4.0,False
ULTRACEMCO,displayed L1 depth scale,median_l1_depth,30.0,32.0,1.0666666666666667,0.1,10.0,False
ULTRACEMCO,displayed L5 depth scale,median_l5_depth,309.0,274.0,0.8867313915857605,0.1,10.0,False
ULTRACEMCO,L1 imbalance scale,median_abs_l1_imbalance,0.6666666666666666,0.42857142857142855,0.6428571428571429,0.25,4.0,False
ULTRACEMCO,one-tick volatility scale,one_tick_return_std,0.0004419039059071,9.884176667614893e-05,0.22367253458250289,0.1,10.0,False
WIPRO,median spread scale,median_spread_bps,2.227853756952737,2.241457664748093,1.00610628402017,0.25,4.0,False
WIPRO,tail spread scale,p90_spread_bps,3.408122692417056,2.8819639777548667,0.8456162638062085,0.25,4.0,False
WIPRO,displayed L1 depth scale,median_l1_depth,1427.0,792.0,0.555010511562719,0.1,10.0,False
WIPRO,displayed L5 depth scale,median_l5_depth,14713.0,6732.0,0.45755454360089715,0.1,10.0,False
WIPRO,L1 imbalance scale,median_abs_l1_imbalance,0.7019619685292031,0.38526912181303113,0.5488461470644519,0.25,4.0,False
WIPRO,one-tick volatility scale,one_tick_return_std,0.0005066272743296,0.00011253697723146633,0.2221297252114626,0.1,10.0,False
