model_id,source_feature_id,feature_family,latency_profile_id,split_bucket,decision_events,decision_rate,dates_with_events,symbols_with_events,net_return_bps_after_cost_proxy_mean,net_edge_over_shuffled_time_bps_mean,net_positive_event_fraction,test_rows_used,promotion_allowed,selection_split
P198_TIME_OF_DAY_CONTEXT_H5_SIGNED_Q990_S2p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1649,0.010005703675837046,3,21,71.05070586799789,0.06763346515797103,0.009096422073984234,0,0,train
P198_TIME_OF_DAY_CONTEXT_H5_SIGNED_Q990_S2p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_STRESSED_RETAIL,train,1649,0.010005703675837046,3,21,68.31576028737152,12.175150011399596,0.008489993935718617,0,0,train
P198_TIME_OF_DAY_CONTEXT_H5_INVERSE_Q980_S1p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_RETAIL_MARKETABLE_DEFAULT,train,2107,0.020004367351201497,3,16,-50.402577163311385,-28.498094550868988,0.0,0,0,train
P198_TIME_OF_DAY_CONTEXT_H5_INVERSE_Q980_S1p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_STRESSED_RETAIL,train,2107,0.020004367351201497,3,16,-52.855078280913055,-9.474597580721344,0.0,0,0,train
P198_TIME_OF_DAY_CONTEXT_H5_INVERSE_Q980_S2p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_RETAIL_MARKETABLE_DEFAULT,train,3297,0.020005339611421914,3,25,-56.05352954549424,-6.082878526372761,0.0006066120715802245,0,0,train
P198_TIME_OF_DAY_CONTEXT_H5_INVERSE_Q980_S2p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_STRESSED_RETAIL,train,3297,0.020005339611421914,3,25,-58.767412015562,-12.17293398632181,0.00030330603579011223,0,0,train
P198_TIME_OF_DAY_CONTEXT_H5_INVERSE_Q990_S1p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1054,0.01000693079647194,3,11,-78.76603120602655,-37.925034868510664,0.0,0,0,train
P198_TIME_OF_DAY_CONTEXT_H5_INVERSE_Q990_S1p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_STRESSED_RETAIL,train,1054,0.01000693079647194,3,11,-81.09315370564062,-37.99271740810276,0.0,0,0,train
P198_TIME_OF_DAY_CONTEXT_H5_INVERSE_Q990_S2p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1649,0.010005703675837046,3,21,-98.81226774864696,-36.45757207380019,0.001212856276531231,0,0,train
P198_TIME_OF_DAY_CONTEXT_H5_INVERSE_Q990_S2p5,P197_TIME_OF_DAY_CONTEXT,intraday_time_context,P180_STRESSED_RETAIL,train,1649,0.010005703675837046,3,21,-101.54721332927332,-24.30271460515436,0.0006064281382656155,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_SIGNED_Q980_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,5680,0.019998943717761387,3,2,-11.93424889110353,-1.2509555207044018e-18,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_SIGNED_Q980_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,5680,0.019998943717761387,3,2,-13.736491775022582,2.5019110414088036e-18,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_SIGNED_Q980_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,8761,0.019999863030272593,3,28,-11.158346525996178,-5.514998976336812e-17,0.0002282844424152494,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_SIGNED_Q980_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,8761,0.019999863030272593,3,28,-13.30345391303842,4.1524698174771295e-16,0.0002282844424152494,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_SIGNED_Q990_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,2828,0.009957220569336126,3,2,-11.959702549037997,0.0,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_SIGNED_Q990_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,2828,0.009957220569336126,3,2,-13.750106741012385,0.0,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_SIGNED_Q990_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,4381,0.010001072929531358,3,23,-11.401458249835462,-5.854962967573526e-16,0.00022825838849577722,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_SIGNED_Q990_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,4381,0.010001072929531358,3,23,-13.624029003141901,-8.303991798885444e-16,0.00022825838849577722,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_INVERSE_Q980_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,5680,0.019998943717761387,3,2,-11.905640229070595,5.003822082817607e-18,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_INVERSE_Q980_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,5680,0.019998943717761387,3,2,-13.707883112989647,2.5019110414088036e-18,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_INVERSE_Q980_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,8761,0.019999863030272593,3,28,-15.725374566821463,-1.5409555963294035e-16,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_INVERSE_Q980_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,8761,0.019999863030272593,3,28,-17.870481953863706,2.368205442779925e-16,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_INVERSE_Q990_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,2828,0.009957220569336126,3,2,-11.894772880111892,5.025054708345829e-18,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_INVERSE_Q990_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,2828,0.009957220569336126,3,2,-13.68517707208628,-7.537582062518743e-18,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_INVERSE_Q990_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,4381,0.010001072929531358,3,23,-15.951734929697796,8.303991798885444e-16,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H1_INVERSE_Q990_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,4381,0.010001072929531358,3,23,-18.174305683004242,-9.001397360119964e-16,0.0,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_SIGNED_Q980_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,2107,0.020004367351201497,3,29,-11.040649035775488,-8.430739626958948e-18,0.0014238253440911248,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_SIGNED_Q980_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,2107,0.020004367351201497,3,29,-12.532420258500032,0.0,0.00047460844803037496,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_SIGNED_Q980_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,3298,0.02001140735167409,3,31,-11.895188524946894,-4.308931084051548e-18,0.0015160703456640388,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_SIGNED_Q980_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,3298,0.02001140735167409,3,31,-13.61051103328404,-8.617862168103095e-18,0.0006064281382656155,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_SIGNED_Q990_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,1053,0.009997436554729556,3,29,-11.171029083460871,-5.3982354093834775e-17,0.002849002849002849,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_SIGNED_Q990_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,1053,0.009997436554729556,3,29,-12.696341094463422,-6.747794261729347e-18,0.000949667616334283,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_SIGNED_Q990_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,1651,0.010017839156341395,3,31,-12.03704335185145,-4.303711300788008e-18,0.0018170805572380376,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_SIGNED_Q990_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,1651,0.010017839156341395,3,31,-13.792746786417757,4.303711300788008e-18,0.0006056935190793458,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_INVERSE_Q980_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,2107,0.020004367351201497,3,29,-11.03648437520854,1.6861479253917897e-17,0.0014238253440911248,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_INVERSE_Q980_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,2107,0.020004367351201497,3,29,-12.528255597933084,0.0,0.0009492168960607499,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_INVERSE_Q980_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,3298,0.02001140735167409,3,31,-11.797274025569578,1.723572433620619e-17,0.0018192844147968466,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_INVERSE_Q980_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,3298,0.02001140735167409,3,31,-13.512596533906725,-1.2926793252154643e-17,0.001212856276531231,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_INVERSE_Q990_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,1053,0.009997436554729556,3,29,-11.09871475926766,4.048676557037608e-17,0.000949667616334283,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_INVERSE_Q990_S1p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,1053,0.009997436554729556,3,29,-12.624026770270214,-2.3617279916052712e-17,0.000949667616334283,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_INVERSE_Q990_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_RETAIL_MARKETABLE_DEFAULT,train,1651,0.010017839156341395,3,31,-11.826338033075235,0.0,0.0030284675953967293,0,0,train
P198_SYMBOL_LIQUIDITY_REGIME_H5_INVERSE_Q990_S2p5,P197_SYMBOL_LIQUIDITY_REGIME,symbol_liquidity_regime,P180_STRESSED_RETAIL,train,1651,0.010017839156341395,3,31,-13.58204146764154,-1.2911133902364026e-17,0.0018170805572380376,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_SIGNED_Q980_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,5681,0.020002464658556766,3,29,21.828383744579547,7.023749694829913,0.005280760429501848,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_SIGNED_Q980_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,5681,0.020002464658556766,3,29,19.760197648345198,-0.005244531019588997,0.0044006336912515405,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_SIGNED_Q980_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,8762,0.020002145859062716,3,31,19.40786394847321,6.819223223590933,0.005249942935402876,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_SIGNED_Q980_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,8762,0.020002145859062716,3,31,17.098130437322972,6.833235505821342,0.004565167769915545,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_SIGNED_Q990_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,2841,0.010002992799676074,3,29,55.25167635532582,0.0007331493082048468,0.009503695881731784,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_SIGNED_Q990_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,2841,0.010002992799676074,3,29,53.19770052706441,-0.02356415789221922,0.008447729672650475,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_SIGNED_Q990_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,4381,0.010001072929531358,3,31,51.24099112498099,-0.007420728560511922,0.009586852316822643,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_SIGNED_Q990_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,4381,0.010001072929531358,3,31,48.90090020239985,4.5627781850280025,0.008673818762839534,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q980_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,5681,0.020002464658556766,3,29,-45.0994256323572,0.0033437073918732526,0.002112304171800739,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q980_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,5681,0.020002464658556766,3,29,-47.16761172859157,0.002479889251818469,0.0019362788241506777,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q980_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,8762,0.020002145859062716,3,31,-44.48532674403074,-2.267813147356124,0.002054325496461995,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q980_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,8762,0.020002145859062716,3,31,-46.79506025518099,-2.294529064408765,0.0018260671079662178,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q990_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,2841,0.010002992799676074,3,29,-78.51592250925371,-7.032289863636849,0.003871876099964801,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q990_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,2841,0.010002992799676074,3,29,-80.56989833751511,0.03187131488000045,0.0035198873636043647,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q990_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,4381,0.010001072929531358,3,31,-76.47855057648168,-0.01695017080771686,0.003423875827436658,0,0,train
P198_MARKET_CONTEXT_LAGGED_H1_INVERSE_Q990_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,4381,0.010001072929531358,3,31,-78.81864149906282,-4.556605377344347,0.002967359050445104,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q980_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,2107,0.020004367351201497,3,29,78.46030051866009,9.475113699550525,0.011865211200759373,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q980_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,2107,0.020004367351201497,3,29,76.36760463667764,9.449635648663635,0.011390602752728999,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q980_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,3297,0.020005339611421914,3,31,72.37621056718925,-0.00447880522116745,0.012132241431604488,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q980_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,3297,0.020005339611421914,3,31,70.00523562698311,6.058285877171919,0.011222323324234153,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q990_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1054,0.01000693079647194,3,29,168.39580972535256,-0.0017144817623425323,0.021821631878557873,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q990_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,1054,0.01000693079647194,3,29,166.19495036004432,-0.015156343683430303,0.020872865275142316,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q990_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1649,0.010005703675837046,3,31,157.24208500498546,-0.009115765174288372,0.02304426925409339,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_SIGNED_Q990_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,1649,0.010005703675837046,3,31,154.83582715667083,-0.005652203689236985,0.021224984839296544,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q980_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,2107,0.020004367351201497,3,29,-101.76767967693544,-0.0027973752671432354,0.005220692928334125,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q980_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,2107,0.020004367351201497,3,29,-103.8603755589179,-9.478135767602739,0.004271476032273375,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q980_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,3297,0.020005339611421914,3,31,-97.49227214123901,0.03648588858746761,0.00545950864422202,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q980_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,3297,0.020005339611421914,3,31,-99.86324708144514,-6.049181375226995,0.003942978465271459,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q990_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1054,0.01000693079647194,3,29,-191.9229687238684,-0.002609244424617691,0.0056925996204933585,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q990_S1p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,1054,0.01000693079647194,3,29,-194.12382808917664,-18.95267500694086,0.004743833017077799,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q990_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_RETAIL_MARKETABLE_DEFAULT,train,1649,0.010005703675837046,3,31,-182.41801976683573,-0.007897970756551725,0.006064281382656155,0,0,train
P198_MARKET_CONTEXT_LAGGED_H5_INVERSE_Q990_S2p5,P197_MARKET_CONTEXT_LAGGED,lagged_market_context,P180_STRESSED_RETAIL,train,1649,0.010005703675837046,3,31,-184.82427761515038,0.0017713060985590269,0.004244996967859308,0,0,train
P198_ASSET_CLASS_PROXY_H1_SIGNED_Q980_S1p5,P197_ASSET_CLASS_PROXY,instrument_context,P180_RETAIL_MARKETABLE_DEFAULT,train,5681,0.020002464658556766,3,29,21.59342121572156,-0.003835427485118393,0.005984861820102095,0,0,train
