trade_month,symbol,source_rows,dense_rows,multiplier,file_path,bytes,profile_id,output_root
2026-11,HDFCBANK,7858,62864,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_LEGACY_DEFAULT\trade_month=2026-11\symbol=HDFCBANK\part-00000.parquet,1661868,P98_LEGACY_DEFAULT,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_LEGACY_DEFAULT
2026-12,HDFCBANK,5230,41840,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_LEGACY_DEFAULT\trade_month=2026-12\symbol=HDFCBANK\part-00000.parquet,1058953,P98_LEGACY_DEFAULT,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_LEGACY_DEFAULT
2026-01,HDFCBANK,8220,65760,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,2115872,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-02,HDFCBANK,7476,59808,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-02\symbol=HDFCBANK\part-00000.parquet,1939517,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-03,HDFCBANK,8220,65760,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-03\symbol=HDFCBANK\part-00000.parquet,2135217,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-04,HDFCBANK,8212,65696,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-04\symbol=HDFCBANK\part-00000.parquet,2140231,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-05,HDFCBANK,7848,62784,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-05\symbol=HDFCBANK\part-00000.parquet,2051720,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-06,HDFCBANK,8198,65584,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-06\symbol=HDFCBANK\part-00000.parquet,2117918,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-07,HDFCBANK,8587,68696,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-07\symbol=HDFCBANK\part-00000.parquet,2231018,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-08,HDFCBANK,7841,62728,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-08\symbol=HDFCBANK\part-00000.parquet,2037396,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-09,HDFCBANK,8208,65664,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-09\symbol=HDFCBANK\part-00000.parquet,2143952,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-10,HDFCBANK,8212,65696,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-10\symbol=HDFCBANK\part-00000.parquet,2105716,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-11,HDFCBANK,7858,62864,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-11\symbol=HDFCBANK\part-00000.parquet,2028522,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-12,HDFCBANK,5230,41840,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE\trade_month=2026-12\symbol=HDFCBANK\part-00000.parquet,1390660,P98_TIMING_VOL_MODERATE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_TIMING_VOL_MODERATE
2026-01,HDFCBANK,8220,65760,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,2115872,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-02,HDFCBANK,7476,59808,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-02\symbol=HDFCBANK\part-00000.parquet,1939517,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-03,HDFCBANK,8220,65760,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-03\symbol=HDFCBANK\part-00000.parquet,2135217,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-04,HDFCBANK,8212,65696,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-04\symbol=HDFCBANK\part-00000.parquet,2140231,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-05,HDFCBANK,7848,62784,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-05\symbol=HDFCBANK\part-00000.parquet,2051720,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-06,HDFCBANK,8198,65584,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-06\symbol=HDFCBANK\part-00000.parquet,2117918,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-07,HDFCBANK,8587,68696,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-07\symbol=HDFCBANK\part-00000.parquet,2231018,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-08,HDFCBANK,7841,62728,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-08\symbol=HDFCBANK\part-00000.parquet,2037396,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-09,HDFCBANK,8208,65664,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-09\symbol=HDFCBANK\part-00000.parquet,2143952,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-10,HDFCBANK,8212,65696,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-10\symbol=HDFCBANK\part-00000.parquet,2105716,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-11,HDFCBANK,7858,62864,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-11\symbol=HDFCBANK\part-00000.parquet,2028522,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
2026-12,HDFCBANK,5230,41840,8,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE\trade_month=2026-12\symbol=HDFCBANK\part-00000.parquet,1390660,P98_FULL_BOOK_REBALANCE_BASE,raw_synthetic_l2_phase102_anchored_price_quality\profile=P98_FULL_BOOK_REBALANCE_BASE
