rule_id,feature_family,feature,side_mode,horizon_events,abs_quantile,spread_quantile,depth_quantile,abs_threshold,spread_bps_max,depth_notional_min,train_trades,train_net_pnl_inr,train_precision_cost_clear,train_mean_net_return,test_trades,test_net_pnl_inr,test_gross_pnl_proxy_inr,test_cost_pnl_drag_proxy_inr,test_precision_cost_clear,test_mean_net_return,test_positive_symbol_rows,test_symbols,test_positive_after_costs,test_positive_symbol_fraction,phase56_candidate,has_test_trades
S56_MOMENTUM_SIGN_Q900_SP75_DP75_H50,momentum,one_tick_return,sign,50,0.9,0.75,0.75,2.0125241688484508e-05,2.924119109118378,847033.05,21153,-2766753.175983829,0.05318394553963977,-0.0013079720020724385,8894,-1161096.4401174928,0.0,1161096.440117493,0.03654148864402968,-0.0013054828424977434,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q900_SP75_DP75_H100,momentum,one_tick_return,sign,100,0.9,0.75,0.75,2.0125241688484508e-05,2.924119109118378,847033.05,21153,-2766753.175983829,0.10636789107927953,-0.0013079720020724385,8844,-1154567.3779724909,0.0,1154567.3779724909,0.07349615558570782,-0.0013054809791638294,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP50_DP00_H20,momentum,one_tick_return,sign,20,0.95,0.5,0.0,2.2937780895349036e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP50_DP00_H50,momentum,one_tick_return,sign,50,0.95,0.5,0.0,2.2937780895349036e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP50_DP00_H100,momentum,one_tick_return,sign,100,0.95,0.5,0.0,2.2937780895349036e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP50_DP50_H20,momentum,one_tick_return,sign,20,0.95,0.5,0.5,2.2937780895349036e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP50_DP50_H50,momentum,one_tick_return,sign,50,0.95,0.5,0.5,2.2937780895349036e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP50_DP50_H100,momentum,one_tick_return,sign,100,0.95,0.5,0.5,2.2937780895349036e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP75_DP00_H20,momentum,one_tick_return,sign,20,0.95,0.75,0.0,2.2937780895349036e-05,2.924119109118378,116846.19999999998,1341,-173620.15221498083,0.0790454884414616,-0.001294706578784346,312,-38424.67110835559,-277.5202385458253,38147.15086980977,0.041666666666666664,-0.0012315599714216535,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP75_DP00_H50,momentum,one_tick_return,sign,50,0.95,0.75,0.0,2.2937780895349036e-05,2.924119109118378,116846.19999999998,1341,-173620.15221498083,0.0790454884414616,-0.001294706578784346,312,-38424.67110835559,-277.5202385458253,38147.15086980977,0.041666666666666664,-0.0012315599714216535,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP75_DP00_H100,momentum,one_tick_return,sign,100,0.95,0.75,0.0,2.2937780895349036e-05,2.924119109118378,116846.19999999998,1341,-173620.15221498083,0.0790454884414616,-0.001294706578784346,312,-38424.67110835559,-277.5202385458253,38147.15086980977,0.041666666666666664,-0.0012315599714216535,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP75_DP50_H20,momentum,one_tick_return,sign,20,0.95,0.75,0.5,2.2937780895349036e-05,2.924119109118378,620123.6,1082,-143346.3086169699,0.09796672828096119,-0.00132482725154316,201,-25463.57011397012,-277.5202385458253,25186.049875424294,0.06467661691542288,-0.0012668442842771203,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP75_DP50_H50,momentum,one_tick_return,sign,50,0.95,0.75,0.5,2.2937780895349036e-05,2.924119109118378,620123.6,1082,-143346.3086169699,0.09796672828096119,-0.00132482725154316,201,-25463.57011397012,-277.5202385458253,25186.049875424294,0.06467661691542288,-0.0012668442842771203,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP75_DP50_H100,momentum,one_tick_return,sign,100,0.95,0.75,0.5,2.2937780895349036e-05,2.924119109118378,620123.6,1082,-143346.3086169699,0.09796672828096119,-0.00132482725154316,201,-25463.57011397012,-277.5202385458253,25186.049875424294,0.06467661691542288,-0.0012668442842771203,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP75_DP75_H20,momentum,one_tick_return,sign,20,0.95,0.75,0.75,2.2937780895349036e-05,2.924119109118378,847033.05,910,-123448.54706959327,0.11648351648351649,-0.0013565774403252009,129,-17152.67945261688,-277.5202385458253,16875.159214071056,0.10077519379844961,-0.0013296650738462699,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP75_DP75_H50,momentum,one_tick_return,sign,50,0.95,0.75,0.75,2.2937780895349036e-05,2.924119109118378,847033.05,910,-123448.54706959327,0.11648351648351649,-0.0013565774403252009,129,-17152.67945261688,-277.5202385458253,16875.159214071056,0.10077519379844961,-0.0013296650738462699,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q950_SP75_DP75_H100,momentum,one_tick_return,sign,100,0.95,0.75,0.75,2.2937780895349036e-05,2.924119109118378,847033.05,910,-123448.54706959327,0.11648351648351649,-0.0013565774403252009,129,-17152.67945261688,-277.5202385458253,16875.159214071056,0.10077519379844961,-0.0013296650738462699,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP50_DP00_H20,momentum,one_tick_return,sign,20,0.975,0.5,0.0,2.571169476650592e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP50_DP00_H50,momentum,one_tick_return,sign,50,0.975,0.5,0.0,2.571169476650592e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP50_DP00_H100,momentum,one_tick_return,sign,100,0.975,0.5,0.0,2.571169476650592e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP50_DP50_H20,momentum,one_tick_return,sign,20,0.975,0.5,0.5,2.571169476650592e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP50_DP50_H50,momentum,one_tick_return,sign,50,0.975,0.5,0.5,2.571169476650592e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP50_DP50_H100,momentum,one_tick_return,sign,100,0.975,0.5,0.5,2.571169476650592e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP75_DP00_H20,momentum,one_tick_return,sign,20,0.975,0.75,0.0,2.571169476650592e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP75_DP00_H50,momentum,one_tick_return,sign,50,0.975,0.75,0.0,2.571169476650592e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP75_DP00_H100,momentum,one_tick_return,sign,100,0.975,0.75,0.0,2.571169476650592e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP75_DP50_H20,momentum,one_tick_return,sign,20,0.975,0.75,0.5,2.571169476650592e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP75_DP50_H50,momentum,one_tick_return,sign,50,0.975,0.75,0.5,2.571169476650592e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP75_DP50_H100,momentum,one_tick_return,sign,100,0.975,0.75,0.5,2.571169476650592e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP75_DP75_H20,momentum,one_tick_return,sign,20,0.975,0.75,0.75,2.571169476650592e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP75_DP75_H50,momentum,one_tick_return,sign,50,0.975,0.75,0.75,2.571169476650592e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q975_SP75_DP75_H100,momentum,one_tick_return,sign,100,0.975,0.75,0.75,2.571169476650592e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP50_DP00_H20,momentum,one_tick_return,sign,20,0.99,0.5,0.0,2.7423135511850383e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP50_DP00_H50,momentum,one_tick_return,sign,50,0.99,0.5,0.0,2.7423135511850383e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP50_DP00_H100,momentum,one_tick_return,sign,100,0.99,0.5,0.0,2.7423135511850383e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP50_DP50_H20,momentum,one_tick_return,sign,20,0.99,0.5,0.5,2.7423135511850383e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP50_DP50_H50,momentum,one_tick_return,sign,50,0.99,0.5,0.5,2.7423135511850383e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP50_DP50_H100,momentum,one_tick_return,sign,100,0.99,0.5,0.5,2.7423135511850383e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP75_DP00_H20,momentum,one_tick_return,sign,20,0.99,0.75,0.0,2.7423135511850383e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP75_DP00_H50,momentum,one_tick_return,sign,50,0.99,0.75,0.0,2.7423135511850383e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP75_DP00_H100,momentum,one_tick_return,sign,100,0.99,0.75,0.0,2.7423135511850383e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP75_DP50_H20,momentum,one_tick_return,sign,20,0.99,0.75,0.5,2.7423135511850383e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP75_DP50_H50,momentum,one_tick_return,sign,50,0.99,0.75,0.5,2.7423135511850383e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP75_DP50_H100,momentum,one_tick_return,sign,100,0.99,0.75,0.5,2.7423135511850383e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP75_DP75_H20,momentum,one_tick_return,sign,20,0.99,0.75,0.75,2.7423135511850383e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP75_DP75_H50,momentum,one_tick_return,sign,50,0.99,0.75,0.75,2.7423135511850383e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q990_SP75_DP75_H100,momentum,one_tick_return,sign,100,0.99,0.75,0.75,2.7423135511850383e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP50_DP00_H20,momentum,one_tick_return,sign,20,0.995,0.5,0.0,2.830505089357338e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP50_DP00_H50,momentum,one_tick_return,sign,50,0.995,0.5,0.0,2.830505089357338e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP50_DP00_H100,momentum,one_tick_return,sign,100,0.995,0.5,0.0,2.830505089357338e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP50_DP50_H20,momentum,one_tick_return,sign,20,0.995,0.5,0.5,2.830505089357338e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP50_DP50_H50,momentum,one_tick_return,sign,50,0.995,0.5,0.5,2.830505089357338e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP50_DP50_H100,momentum,one_tick_return,sign,100,0.995,0.5,0.5,2.830505089357338e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP75_DP00_H20,momentum,one_tick_return,sign,20,0.995,0.75,0.0,2.830505089357338e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP75_DP00_H50,momentum,one_tick_return,sign,50,0.995,0.75,0.0,2.830505089357338e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP75_DP00_H100,momentum,one_tick_return,sign,100,0.995,0.75,0.0,2.830505089357338e-05,2.924119109118378,116846.19999999998,517,-61397.65650253519,0.0,-0.00118757556097747,220,-26101.69493736769,0.0,26101.69493736769,0.0,-0.0011864406789712588,0,6,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP75_DP50_H20,momentum,one_tick_return,sign,20,0.995,0.75,0.5,2.830505089357338e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP75_DP50_H50,momentum,one_tick_return,sign,50,0.995,0.75,0.5,2.830505089357338e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP75_DP50_H100,momentum,one_tick_return,sign,100,0.995,0.75,0.5,2.830505089357338e-05,2.924119109118378,620123.6,258,-31123.81290452427,0.0,-0.0012063493373846617,109,-13140.593942982228,0.0,13140.593942982228,0.0,-0.0012055590773378192,0,3,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP75_DP75_H20,momentum,one_tick_return,sign,20,0.995,0.75,0.75,2.830505089357338e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP75_DP75_H50,momentum,one_tick_return,sign,50,0.995,0.75,0.75,2.830505089357338e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_MOMENTUM_SIGN_Q995_SP75_DP75_H100,momentum,one_tick_return,sign,100,0.995,0.75,0.75,2.830505089357338e-05,2.924119109118378,847033.05,86,-11226.051357147639,0.0,-0.0013053548089706558,37,-4829.703281628985,0.0,4829.703281628985,0.0,-0.001305325211251077,0,1,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP50_DP00_H20,contrarian,one_tick_return,opposite,20,0.9,0.5,0.0,2.0125241688484508e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP50_DP00_H50,contrarian,one_tick_return,opposite,50,0.9,0.5,0.0,2.0125241688484508e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP50_DP00_H100,contrarian,one_tick_return,opposite,100,0.9,0.5,0.0,2.0125241688484508e-05,2.2070183182512886,116846.19999999998,343,-38819.4284735763,0.0,-0.0011317617630780263,146,-16507.675433330125,0.0,16507.675433330125,0.0,-0.0011306627009130224,0,4,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP50_DP50_H20,contrarian,one_tick_return,opposite,20,0.9,0.5,0.5,2.0125241688484508e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP50_DP50_H50,contrarian,one_tick_return,opposite,50,0.9,0.5,0.5,2.0125241688484508e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
S56_CONTRARIAN_OPPOSITE_Q900_SP50_DP50_H100,contrarian,one_tick_return,opposite,100,0.9,0.5,0.5,2.0125241688484508e-05,2.2070183182512886,620123.6,170,-19638.15747058211,0.0,-0.0011551857335636536,72,-8310.890661353238,0.0,8310.890661353238,0.0,-0.0011542903696323942,0,2,False,0.0,False,True
