scenario_id,pair_id,trade_date,aligned_ticks,candidate_scan_points,selected_trades,flip,remove_l2_l5,single_leg_proxy,raw_selected_before_forward_filter,min_forward_hold_ms,min_forward_ticks_after_entry
P422_SIDE_FLIP_CONTROL,HDFCBANK_ICICIBANK,2026-07-20,4021,58,12,1,0,0,12,250.0,3
P422_SIDE_FLIP_CONTROL,HDFCBANK_ICICIBANK,2026-07-21,3865,72,10,1,0,0,10,250.0,3
P422_SIDE_FLIP_CONTROL,HDFCBANK_ICICIBANK,2026-07-22,3549,72,8,1,0,0,9,250.0,3
P422_SIDE_FLIP_CONTROL,HDFCBANK_ICICIBANK,2026-07-23,3481,59,9,1,0,0,9,250.0,3
P422_SIDE_FLIP_CONTROL,HDFCBANK_AXISBANK,2026-07-17,3231,59,7,1,0,0,7,250.0,3
P422_SIDE_FLIP_CONTROL,HDFCBANK_AXISBANK,2026-07-20,4021,73,9,1,0,0,9,250.0,3
P422_SIDE_FLIP_CONTROL,HDFCBANK_AXISBANK,2026-07-21,3803,65,9,1,0,0,9,250.0,3
P422_SIDE_FLIP_CONTROL,HDFCBANK_AXISBANK,2026-07-22,3317,64,6,1,0,0,6,250.0,3
P422_SIDE_FLIP_CONTROL,HDFCBANK_AXISBANK,2026-07-23,3326,56,8,1,0,0,8,250.0,3
P422_SIDE_FLIP_CONTROL,INFY_TCS,2026-07-17,3948,88,4,1,0,0,4,250.0,3
P422_SIDE_FLIP_CONTROL,INFY_TCS,2026-07-20,3764,79,6,1,0,0,6,250.0,3
P422_SIDE_FLIP_CONTROL,INFY_TCS,2026-07-21,3080,62,4,1,0,0,4,250.0,3
P422_SIDE_FLIP_CONTROL,INFY_TCS,2026-07-22,1663,28,5,1,0,0,5,250.0,3
P422_SIDE_FLIP_CONTROL,INFY_TCS,2026-07-23,3348,78,1,1,0,0,1,250.0,3
P422_SIDE_FLIP_CONTROL,RELIANCE_ONGC,2026-07-17,2331,53,0,1,0,0,0,250.0,3
P422_SIDE_FLIP_CONTROL,RELIANCE_ONGC,2026-07-20,3555,83,1,1,0,0,1,250.0,3
P422_SIDE_FLIP_CONTROL,RELIANCE_ONGC,2026-07-21,2677,61,0,1,0,0,0,250.0,3
P422_SIDE_FLIP_CONTROL,RELIANCE_ONGC,2026-07-22,2140,44,3,1,0,0,3,250.0,3
P422_SIDE_FLIP_CONTROL,RELIANCE_ONGC,2026-07-23,1021,20,0,1,0,0,0,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_ICICIBANK,2026-07-17,3102,50,12,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_ICICIBANK,2026-07-20,4021,65,12,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_ICICIBANK,2026-07-21,3865,72,10,0,1,0,10,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_ICICIBANK,2026-07-22,3549,66,11,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_ICICIBANK,2026-07-23,3481,41,12,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_AXISBANK,2026-07-17,3231,52,12,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_AXISBANK,2026-07-20,4021,73,10,0,1,0,10,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_AXISBANK,2026-07-21,3803,39,12,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_AXISBANK,2026-07-22,3317,60,10,0,1,0,11,250.0,3
P422_L2_L5_REMOVED_CONTROL,HDFCBANK_AXISBANK,2026-07-23,3326,54,11,0,1,0,11,250.0,3
P422_L2_L5_REMOVED_CONTROL,INFY_TCS,2026-07-17,3948,78,10,0,1,0,11,250.0,3
P422_L2_L5_REMOVED_CONTROL,INFY_TCS,2026-07-20,3764,49,12,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,INFY_TCS,2026-07-21,3080,47,12,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,INFY_TCS,2026-07-22,1663,28,8,0,1,0,9,250.0,3
P422_L2_L5_REMOVED_CONTROL,INFY_TCS,2026-07-23,3348,58,12,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,RELIANCE_ONGC,2026-07-17,2331,39,8,0,1,0,8,250.0,3
P422_L2_L5_REMOVED_CONTROL,RELIANCE_ONGC,2026-07-20,3555,60,12,0,1,0,12,250.0,3
P422_L2_L5_REMOVED_CONTROL,RELIANCE_ONGC,2026-07-21,2677,45,9,0,1,0,10,250.0,3
P422_L2_L5_REMOVED_CONTROL,RELIANCE_ONGC,2026-07-22,2140,41,6,0,1,0,7,250.0,3
P422_L2_L5_REMOVED_CONTROL,RELIANCE_ONGC,2026-07-23,1021,18,4,0,1,0,4,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_ICICIBANK,2026-07-17,3102,65,8,0,0,1,8,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_ICICIBANK,2026-07-20,4021,65,12,0,0,1,12,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_ICICIBANK,2026-07-21,3865,72,10,0,0,1,10,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_ICICIBANK,2026-07-22,3549,75,10,0,0,1,11,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_ICICIBANK,2026-07-23,3481,41,12,0,0,1,12,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_AXISBANK,2026-07-17,3231,58,11,0,0,1,11,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_AXISBANK,2026-07-20,4021,75,10,0,0,1,10,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_AXISBANK,2026-07-21,3803,47,12,0,0,1,12,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_AXISBANK,2026-07-22,3317,61,10,0,0,1,11,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,HDFCBANK_AXISBANK,2026-07-23,3326,57,9,0,0,1,9,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,INFY_TCS,2026-07-17,3948,92,5,0,0,1,5,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,INFY_TCS,2026-07-20,3764,83,7,0,0,1,7,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,INFY_TCS,2026-07-21,3080,66,5,0,0,1,5,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,INFY_TCS,2026-07-22,1663,30,6,0,0,1,7,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,INFY_TCS,2026-07-23,3348,78,3,0,0,1,3,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,RELIANCE_ONGC,2026-07-17,2331,52,1,0,0,1,1,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,RELIANCE_ONGC,2026-07-20,3555,83,2,0,0,1,2,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,RELIANCE_ONGC,2026-07-21,2677,55,3,0,0,1,3,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,RELIANCE_ONGC,2026-07-22,2140,44,3,0,0,1,3,250.0,3
P422_SINGLE_LEG_PROXY_CONTROL,RELIANCE_ONGC,2026-07-23,1021,20,0,0,0,1,0,250.0,3
