scenario_id,pair_id,leg_a,leg_b,trade_date,entry_ts_ms,exit_ts_ms,entry_zscore,exit_zscore,side_a,side_b,exit_reason,entry_price_a,entry_price_b,exit_price_a,exit_price_b,quantity_a,quantity_b,gross_pnl_inr,cost100_inr,cost200_inr,net_pnl_inr,net_pnl_cost100_inr,hold_ms,forward_time_pass
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784519946111.0,1784520059611.0,-2.0627320464529495,-0.1732182688111505,long,short,convergence,778.45,1453.0,778.45,1454.0,64,34,-34.0,104.6638103176,209.3276206352,-243.3276206352,-138.6638103176,113500.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784520111387.0,1784520201608.0,2.2365173223215313,0.08782381179826286,short,long,convergence,779.0,1452.7,778.75,1451.6,64,34,-21.40000000000873,104.6484217332,209.2968434664,-230.69684346640872,-126.04842173320873,90221.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784520330860.0,1784520399800.0,1.938397380840052,0.2769617372928751,short,long,convergence,780.5,1452.0,781.15,1453.3,64,34,2.599999999998545,104.76331847479997,209.52663694959995,-206.9266369496014,-102.16331847480143,68940.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784520474111.0,1784520474361.0,3.7322438696262195,3.628313530147292,short,long,stop_zscore,781.2,1451.2,781.4,1450.6,64,34,-33.200000000004366,105.7402026456,211.4804052912,-244.68040529120435,-138.94020264560436,250.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784520662363.0,1784520814443.0,2.282617806786858,0.1835091706446124,short,long,convergence,780.45,1444.3,782.5,1444.7,64,34,-117.59999999999127,105.5737042488,211.1474084976,-328.74740849759127,-223.17370424879127,152080.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784520928795.0,1784520942878.0,-2.550655537762079,-0.32421022820380935,long,short,convergence,781.5,1445.2,781.35,1443.5,63,34,48.35000000000582,103.9293170421,207.8586340842,-159.50863408419417,-55.579317042094175,14083.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784520978362.0,1784521069151.0,1.787975661848921,0.2909869426307155,short,long,convergence,781.55,1441.5,782.05,1442.1,63,34,-11.10000000000582,103.87894067519997,207.75788135039994,-218.85788135040576,-114.97894067520579,90789.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784521202864.0,1784521412614.0,-2.0654350801454293,-0.024479060431125264,long,short,convergence,782.75,1444.2,782.75,1447.3,63,34,-105.39999999999418,104.03816262499998,208.07632524999997,-313.47632524999415,-209.43816262499416,209750.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784521483362.0,1784521504781.0,-1.878939677582558,0.15529691355913938,long,short,convergence,782.55,1447.7,782.75,1448.0,63,34,2.400000000008731,104.08945968619997,208.17891937239995,-205.77891937239121,-101.68945968619124,21419.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-20,1784521532815.0,1784521533363.0,-2.989198714387085,-3.5795952162220774,long,short,stop_zscore,782.8,1449.6,782.5,1450.0,63,34,-32.5,104.1438726218,208.2877452436,-240.7877452436,-136.6438726218,548.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784605852343.0,1784605959302.0,-2.144863708291694,-0.2172522225761702,long,short,convergence,770.3,1469.9,770.2,1471.3,64,34,-53.99999999998545,105.71011547679998,211.42023095359997,-265.4202309535854,-159.71011547678543,106959.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784606003594.0,1784606030593.0,1.9150114606499629,0.3151880192673758,short,long,convergence,770.2,1470.2,769.85,1470.3,64,34,25.799999999995634,104.68754152119999,209.37508304239998,-183.57508304240434,-78.88754152120435,26999.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784606151763.0,1784606174343.0,2.186505569762985,0.31890778938025593,short,long,convergence,769.5,1469.0,769.3,1468.9,64,34,9.400000000008731,104.61934875079999,209.23869750159997,-199.83869750159124,-95.21934875079126,22580.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784606197343.0,1784606280844.0,2.3584344419872965,0.32731360496117806,short,long,convergence,770.45,1469.8,771.25,1471.2,64,34,-3.599999999991269,104.7378078968,209.4756157936,-213.07561579359128,-108.33780789679128,83501.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784606394844.0,1784606403844.0,-1.8180339509600238,-0.2205833861135372,long,short,convergence,770.85,1470.6,770.95,1470.6,64,33,6.400000000001455,103.54770112880001,207.09540225760003,-200.69540225759857,-97.14770112879856,9000.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784606515843.0,1784606557843.0,2.6294751032229615,0.283437128875655,short,long,convergence,770.6,1467.5,770.65,1468.1,64,34,17.19999999999709,104.65117526239999,209.30235052479998,-192.1023505248029,-87.4511752624029,42000.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784606745843.0,1784606966346.0,2.0435296760873474,0.7269812259691218,short,long,max_hold,769.5,1465.6,770.2,1462.1,64,34,-163.8000000000029,104.5044141356,209.0088282712,-372.8088282712029,-268.3044141356029,220503.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784607046864.0,1784607144382.0,-1.7500765917266616,-0.009647462101403152,long,short,convergence,770.15,1462.8,769.4,1462.4,64,34,-34.40000000000873,104.46402712799998,208.92805425599997,-243.3280542560087,-138.86402712800873,97518.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784607554343.0,1784607589343.0,2.7895311407340415,0.2163174669205078,short,long,convergence,769.15,1461.3,768.95,1461.8,65,34,30.0,105.02142233139999,210.04284466279998,-180.04284466279998,-75.02142233139999,35000.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-21,1784607941093.0,1784607976093.0,1.9833442059804607,-0.2400925441494474,short,long,convergence,768.95,1460.4,768.9,1460.5,65,34,6.649999999994179,104.98476931510001,209.96953863020002,-203.31953863020584,-98.33476931510583,35000.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784692290407.0,1784692337658.0,3.1471660127100405,0.34548552411321054,short,long,convergence,757.15,1453.7,756.45,1453.3,66,34,32.59999999999127,104.76685125359998,209.53370250719996,-176.9337025072087,-72.16685125360871,47251.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784692667115.0,1784692668115.0,3.5799241919065135,3.4101962472984177,short,long,stop_zscore,755.65,1450.8,755.8,1450.2,66,34,-30.29999999998836,104.62721891819999,209.25443783639997,-239.55443783638833,-134.92721891818834,1000.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784692831671.0,1784692876366.0,-1.8130903544579104,-0.3458123401422417,long,short,convergence,754.7,1450.3,754.25,1449.6,66,34,-5.900000000001455,104.54459634379998,209.08919268759996,-214.98919268760142,-110.44459634380144,44695.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784693187781.0,1784693247366.0,2.780273429557524,0.34820810764406773,short,long,convergence,753.9,1444.9,753.85,1445.3,66,34,16.89999999999418,104.3780342898,208.7560685796,-191.85606857960582,-87.47803428980582,59585.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784693318462.0,1784693340616.0,-2.40358291107962,-0.27349333637305223,long,short,convergence,754.2,1446.2,754.25,1446.2,66,34,3.2999999999956344,104.4274134158,208.8548268316,-205.55482683160437,-101.12741341580437,22154.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784693419480.0,1784693455115.0,-2.6531050485815615,-0.08423702996410004,long,short,convergence,753.6,1445.7,753.7,1445.5,66,34,13.400000000008731,104.37983433559998,208.75966867119996,-195.35966867119123,-90.97983433559125,35635.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784693706407.0,1784693845908.0,-2.099344968396205,0.21061315652249965,long,short,convergence,754.05,1448.0,753.3,1446.9,66,34,-12.10000000000582,104.4326838502,208.8653677004,-220.9653677004058,-116.53268385020581,139501.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784694140658.0,1784694159584.0,-1.871227217307751,-3.448681354065471,long,short,stop_zscore,753.45,1447.6,753.25,1448.3,66,34,-37.000000000007276,104.42944033679998,208.85888067359997,-245.85888067360725,-141.42944033680726,18926.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784694166907.0,1784694229432.0,-2.0767161280774156,-0.26070334515081156,long,short,convergence,753.4,1448.0,753.55,1448.8,66,34,-17.30000000000291,104.44828655939999,208.89657311879998,-226.1965731188029,-121.7482865594029,62525.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-22,1784694386407.0,1784694388407.0,2.492341461720803,3.33516333742449,short,long,stop_zscore,754.4,1448.2,754.8,1448.0,66,34,-33.19999999999709,104.50058566800001,209.00117133600003,-242.20117133599712,-137.7005856679971,2000.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784778673476.0,1784778759476.0,-1.8520901900303703,-0.2878379920193532,long,short,convergence,748.5,1443.5,748.8,1444.4,66,34,-10.800000000010186,104.0663706224,208.1327412448,-218.9327412448102,-114.86637062241019,86000.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784778811225.0,1784779012475.0,2.6916145407912477,0.19210002392498043,short,long,convergence,749.15,1443.5,748.2,1441.3,66,34,-12.10000000000582,104.02489606980001,208.04979213960002,-220.14979213960584,-116.12489606980583,201250.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779090726.0,1784779119476.0,-1.7856460087106576,-0.11318929998179691,long,short,convergence,747.0,1440.6,747.25,1440.3,66,34,26.69999999999709,103.88727396659999,207.77454793319998,-181.0745479332029,-77.1872739666029,28750.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779313615.0,1784779334976.0,-2.916237526889164,-0.041721477507963844,long,short,convergence,745.95,1441.1,745.95,1439.9,67,34,40.79999999998836,104.43172778779999,208.86345557559997,-168.0634555756116,-63.63172778781163,21361.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779485975.0,1784779501475.0,2.5278785048723464,0.09002076881312941,short,long,convergence,746.3,1439.8,745.95,1439.2,66,34,2.6999999999970896,103.807734547,207.615469094,-204.9154690940029,-101.1077345470029,15500.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779517975.0,1784779518975.0,-3.664174690532308,-3.5534904946364305,long,short,stop_zscore,745.25,1439.7,745.2,1439.9,67,34,-10.150000000001455,104.3736647693,208.7473295386,-218.89732953860147,-114.52366476930146,1000.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779555781.0,1784779584427.0,-2.0632363842438846,-0.27924143511972627,long,short,convergence,745.25,1439.7,745.2,1439.2,67,34,13.650000000001455,104.36363530649999,208.72727061299997,-195.07727061299852,-90.71363530649853,28646.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779650475.0,1784779661726.0,-1.8759882468594795,-0.30656114905041315,long,short,convergence,744.95,1439.4,745.0,1439.4,67,34,3.349999999998545,104.3487934251,208.6975868502,-205.34758685020145,-100.99879342510145,11251.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779759476.0,1784779784313.0,2.5440564207670526,0.25704389724013044,short,long,convergence,745.8,1439.7,745.95,1440.4,67,34,13.75,104.4156131339,208.8312262678,-195.0812262678,-90.6656131339,24837.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779806976.0,1784779812594.0,1.8349898532642979,-0.12602644514237407,short,long,convergence,746.1,1440.4,746.05,1440.5,67,34,6.75,104.4376640579,208.8753281158,-202.1253281158,-97.6876640579,5618.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779855227.0,1784779861477.0,-3.199224022114152,-3.638579913962314,long,short,stop_zscore,745.3,1440.6,745.1,1441.3,67,34,-37.19999999999709,104.40449000839999,208.80898001679998,-246.00898001679707,-141.60449000839708,6250.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_ICICIBANK,HDFCBANK,ICICIBANK,2026-07-23,1784779883416.0,1784780010923.0,-2.717178164962552,-0.17916199236640368,long,short,convergence,745.2,1441.5,745.7,1443.2,67,34,-24.30000000000291,104.45660096060001,208.91320192120003,-233.21320192120294,-128.75660096060292,127507.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784260170912.0,1784260270450.0,1.910840019059529,0.1309712994490424,short,long,convergence,812.65,1311.8,812.35,1311.0,61,38,-12.099999999998545,104.7901992084,209.5803984168,-221.68039841679854,-116.89019920839854,99538.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784260324450.0,1784260364969.0,2.6188980181449035,-0.20710390529013079,short,long,convergence,813.15,1309.5,812.65,1310.8,61,38,79.90000000000146,104.7700432512,209.5400865024,-129.64008650239853,-24.87004325119854,40519.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784260636701.0,1784260798719.0,-2.652311528013408,-0.30261520444864404,long,short,convergence,812.5,1311.9,813.15,1312.7,61,38,9.250000000007276,104.8337911267,209.6675822534,-200.41758225339274,-95.58379112669273,162018.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784260877700.0,1784260980797.0,-2.399279110865499,-0.3449280705317552,long,short,convergence,812.3,1315.5,813.0,1317.3,61,38,-25.69999999999709,105.95227471819999,211.90454943639998,-237.60454943639706,-131.65227471819708,103097.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784261072447.0,1784261219947.0,-1.8331058292592395,-0.15154705429735377,long,short,convergence,814.1,1319.2,814.0,1320.1,61,37,-39.39999999999418,104.04964928919999,208.09929857839998,-247.49929857839416,-143.44964928919416,147500.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784261269697.0,1784261270947.0,-3.413863038087025,-3.4918308500171333,long,short,stop_zscore,813.9,1322.6,813.8,1323.0,61,37,-20.90000000000873,104.1341887214,208.2683774428,-229.16837744280872,-125.03418872140873,1250.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784261478200.0,1784261565200.0,2.018949191759566,0.3114783416376964,short,long,convergence,814.3,1321.7,814.5,1321.4,61,37,-23.30000000000291,104.12390200899999,208.24780401799998,-231.5478040180029,-127.4239020090029,87000.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784261798699.0,1784261800949.0,3.2441865121476696,3.4343860364499763,short,long,stop_zscore,816.35,1320.0,816.85,1319.9,61,37,-34.19999999999709,104.18502640899999,208.37005281799998,-242.57005281799707,-138.38502640899708,2250.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784261826200.0,1784261897699.0,1.927204309156736,0.24903397659226584,short,long,convergence,816.4,1319.1,816.3,1319.8,61,37,32.000000000007276,104.15660100399998,208.31320200799996,-176.3132020079927,-72.1566010039927,71499.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784261992057.0,1784262054205.0,-1.9412883637242788,-0.19714480670469833,long,short,convergence,816.2,1320.1,815.95,1319.6,61,37,3.25,104.1554269503,208.3108539006,-205.0608539006,-100.9054269503,62148.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-17,1784262252199.0,1784262279200.0,2.077044863813478,0.026740878182717875,short,long,convergence,816.5,1317.7,816.55,1318.7,61,37,33.950000000004366,104.1276559671,208.2553119342,-174.30531193419563,-70.17765596709563,27001.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784519522610.0,1784519594861.0,1.8976484614334044,0.10385321125276066,short,long,convergence,781.0,1266.3,781.2,1265.8,64,39,-32.30000000000291,104.7666461762,209.5332923524,-241.8332923524029,-137.0666461762029,72251.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784520111385.0,1784520169257.0,2.4821328637082734,0.1768792275230568,short,long,convergence,779.0,1260.7,778.9,1261.1,64,39,21.999999999992724,104.4907354548,208.9814709096,-186.98147090960728,-82.49073545480728,57872.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784520299374.0,1784520442860.0,2.116069442750443,0.23975162227310295,short,long,convergence,779.95,1260.0,781.25,1258.3,64,39,-149.5,104.523666483,209.047332966,-358.547332966,-254.023666483,143486.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784520730612.0,1784520746112.0,-2.06843337484717,-3.2683657910910373,long,short,stop_zscore,780.75,1258.0,780.55,1259.8,64,39,-83.0,104.51734506439999,209.03469012879998,-292.0346901288,-187.5173450644,15500.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784520757416.0,1784520771671.0,-2.1204829429894563,-0.11924442459442021,long,short,convergence,781.4,1260.4,782.05,1259.7,63,39,68.25,103.97205693749999,207.94411387499997,-139.69411387499997,-35.722056937499985,14255.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784520824113.0,1784520885484.0,1.9777783043789936,0.1597418925760418,short,long,convergence,782.75,1258.7,782.4,1258.3,63,39,6.44999999999709,103.9673755347,207.9347510694,-201.4847510694029,-97.51737553470291,61371.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784521051363.0,1784521055337.0,2.1278158231582514,3.329713383339319,short,long,stop_zscore,782.3,1257.2,782.35,1256.5,63,39,-30.45000000001164,103.90282279350001,207.80564558700001,-238.25564558701166,-134.35282279351165,3974.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784521118863.0,1784521328613.0,2.6703196876742066,0.9472048290158072,short,long,max_hold,782.2,1256.1,782.15,1250.5,63,39,-215.24999999998545,103.78537989869999,207.57075979739997,-422.82075979738545,-319.03537989868545,209750.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784521399614.0,1784521428613.0,1.977930126690559,0.09726407066420227,short,long,convergence,783.0,1249.4,782.25,1249.4,63,40,47.25,104.6963842265,209.392768453,-162.142768453,-57.4463842265,28999.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-20,1784521570613.0,1784521654865.0,-1.7702149240325733,-1.7325633830062352,long,short,max_hold,782.65,1254.2,782.5,1255.1,63,39,-44.54999999998836,103.84609681289999,207.69219362579997,-252.24219362578833,-148.39609681288835,84252.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-21,1784605995843.0,1784605996594.0,4.0452793287965765,3.907415011732374,short,long,stop_zscore,770.25,1252.0,770.4,1251.8,64,39,-17.400000000001455,103.7573572188,207.5147144376,-224.91471443760145,-121.15735721880145,751.0,True
P422_PRIMARY_PAIR_SPREAD_REALISM_RETEST,HDFCBANK_AXISBANK,HDFCBANK,AXISBANK,2026-07-21,1784606019594.0,1784606049594.0,1.865958507887675,0.17663963301399194,short,long,convergence,770.25,1251.9,768.85,1250.6,64,39,38.8999999999869,103.69559245939999,207.39118491879998,-168.49118491881308,-64.79559245941309,30000.0,True
