strategy_id,side,spread_bucket,imbalance_bucket,replenishment_bucket,shard_symbol_label_rows,symbols,trade_dates,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,mean_after_cost_bps_if_touched,mean_adverse_selection_rate,mean_cost_clearing_rate,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance,label_candidate
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,9,3,4,7570,1.0025469075709725,1.0,-18.52176490399605,-16.104187088642476,-26.789884903996064,0.9969418960244647,0.0,-58.43017061937572,0.08341535843614523,3.195493119948045,0.37215752266901186,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,9,3,3,3400,0.9545586597148638,0.9587073608617595,-19.89449491441947,-12.442881140249385,-28.162614914419468,1.0,0.0,-120.19806724702487,0.0,1.976267963686978,0.3264593825982777,False
P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,3,1,3,2000,0.9433619901767928,0.9534883720930233,-20.19918032767944,-8.711054907071802,-28.467300327679435,1.0,0.0,-240.5169319133682,0.0,1.206810716833513,0.5694280105340727,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,13,4,4,7080,0.9506767921795435,0.9665113416564093,-20.780600178284786,-9.5700321279657,-29.048720178284785,1.0,0.0,-273.79886601014647,0.0,3.230125022127086,0.467359527374307,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,3,1,3,1680,0.962764250051014,0.9675303283073866,-21.125380178939917,-9.51504517715529,-29.393500178939917,0.9791666666666666,0.0,-179.8453330136085,2.220446049250313e-12,1.2108872987988646,0.5724081032516795,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,9,3,3,12300,1.0067568599181373,1.0,-21.137230092797562,-16.258510313992282,-29.405350092797512,1.0,0.0,-120.19806724702487,0.0,1.975131684339082,0.3258645839354891,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,2,2,1,800,0.9264755500018128,0.9334586677181048,-21.41053092346688,-16.11973148132162,-29.678650923466897,1.0,0.0,-68.95949720670313,-2.6609898882401506,5.163101229147372,0.4692878271735753,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,4,2,4,9360,1.0094442382548814,1.0,-21.564417943138704,-12.430829850352264,-29.832537943138732,1.0,0.0,-156.16147308781802,0.0,3.22416079340889,0.711098907280073,False
P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,3,1,3,7250,1.0086341497677944,1.0,-21.89350510268164,-13.38280917330903,-30.161625102681665,1.0,0.0,-240.5169319133682,0.0,1.206728865144821,0.571449682375187,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,4,2,4,8920,1.0109350269464905,1.0,-22.212132027981646,-13.95566411911242,-30.48025202798162,1.0,0.0,-206.31758679567457,-0.35648082133188375,3.216992702016889,0.7111888535293295,False
P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,9,3,3,10938,1.010410454464803,1.0,-23.208515974259843,-15.111292628139372,-31.476635974259864,0.99752897068848,0.0,-294.15836101882473,2.220446049250313e-12,1.9682953687930183,0.3253533042254444,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,500,0.9344668203758284,0.9367245657568238,-23.26751817787613,-11.159447701910574,-31.535638177876137,1.0,0.0,-124.3329241099389,-1.9425506316417263,5.947868781291224,0.6994185150677442,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,2,2,1,980,0.9302306433923451,0.9441934510018676,-24.462769933521795,-14.973331239728216,-32.73088993352181,1.0,0.0,-232.19946876874232,-0.8379420144122296,5.136827952344391,0.4727789791642624,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,13,4,4,28970,1.0098445501749138,1.0,-24.589706882324453,-15.58944973455767,-32.85782688232443,1.0,0.0,-273.79886601014647,0.0,3.2305330497220703,0.4695812878831751,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,3,1,3,7120,1.010960497527754,1.0,-25.36126850061608,-17.401740174017853,-33.629388500616166,0.993006993006993,0.0,-213.43638525564867,2.220446049250313e-12,1.2102106663209726,0.5726434591732886,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,13,4,4,6640,0.9505185635286786,0.9694793536804309,-25.457769305002856,-9.082017605143156,-33.725889305002816,1.0,0.0,-323.71454263058985,0.0,3.21751440304864,0.4714584815795086,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2600,1.0174624608171483,1.0,-29.45988256761518,-23.127434052153674,-37.72800256761519,0.9807692307692307,0.0,-124.3329241099389,0.18700443823904678,5.945952018200482,0.6975889387335356,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,1,1,1,740,0.9351612557441498,0.9481582537517054,-30.450258735516243,-24.085637823372252,-38.71837873551615,1.0,0.0,-130.80540858318668,-9.68935345586952,2.9750942775822757,0.5707284288373407,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,13,4,4,27260,1.0121898968832186,1.0,-30.479846607687765,-16.481252575196727,-38.7479666076877,1.0,0.0,-456.8416428728317,0.0,3.22127176848169,0.4701857160013173,False
P68_FADE_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2130,1.012582650916183,1.0,-31.750518630763978,-27.489138361995735,-40.01863863076393,1.0,0.0,-245.6288234236814,-2.957965423272535,5.9242578877096825,0.6969863363794586,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,1,1,1,580,0.9224938849595774,0.9471153846153846,-33.14634830784159,-16.35687732342017,-41.4144683078416,1.0,0.0,-145.88898347374203,-0.8870753126943853,2.957352197584306,0.5683668015965472,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,3,3,1,1180,0.919741059692399,0.9426132592322254,-33.23638224890235,-19.035532994923223,-41.50450224890229,1.0,0.0,-162.43551105889375,0.0,4.126399605735552,0.33006500063153354,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,760,0.9442820884698817,0.9531135531135531,-35.71220942735949,-15.436863229391085,-43.98032942735947,1.0,0.0,-239.30601256356488,0.0,6.116261184825596,0.7408687066527506,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2,2,1,3020,1.01113559533472,1.0,-35.87199726430924,-26.182339355576012,-44.1401172643091,1.0,0.0,-355.88714518480447,-0.8379420144122296,5.136463135643137,0.4741814453704163,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2640,1.0127042542032314,1.0,-35.95338946556326,-24.427480916030532,-44.221509465563145,1.0,0.0,-239.30601256356488,0.0,6.11070536439841,0.7414543826535103,False
P68_FADE_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,420,0.9251424042883938,0.9448275862068966,-35.96159622371342,-14.951266441662892,-44.229716223713424,1.0,0.0,-245.6288234236814,-2.957965423272535,5.922084562445075,0.6945338341191762,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2,2,1,4350,1.0172885141406036,1.0,-36.03914456902514,-26.545027379598075,-44.30726456902522,1.0,0.0,-262.97755696419455,-0.8727526618945713,5.1633184105259,0.4770929632210046,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2,2,1,2510,1.0220022607125032,1.0,-36.14544320520295,-23.187589618476334,-44.41356320520292,1.0,0.0,-259.6389750922068,-2.314546927438821,5.2844451555755985,0.36141712806810034,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,3,3,1,1160,0.934139513849245,0.9245511296325859,-37.05651055199504,-18.99630435533428,-45.324630551995,1.0,0.0,-372.98229117693205,0.0,4.10285591794601,0.3294136463756075,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,3,3,1,4270,1.012935500672602,1.0,-39.637756337194084,-31.152647975078995,-47.90587633719409,1.0,0.0,-181.98770633331085,0.0,4.122689935339871,0.32785072078711436,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,7,3,4,7350,1.0089031775669102,1.0,-42.50316037971395,-13.211557240508931,-50.77128037971396,1.0,0.0,-404.28159736517034,0.0,3.6596375258014544,0.3662657254786537,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,1,1,1,2560,1.022930882811972,1.0,-44.61817810425245,-39.186800235710976,-52.88629810425257,1.0,0.0,-152.73792443806778,-3.781048222906147,2.972883545968606,0.570754219741055,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2059,1.0147645330424857,1.0,-47.15290114301076,-30.65603923973037,-55.42102114301084,0.9762020398251579,0.0,-280.45838359469053,2.220446049250313e-12,6.077563004036123,0.7411081749905546,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,440,0.9350713515625875,0.9328143576689507,-48.21162829389,-12.206341934019594,-56.47974829388999,1.0,0.0,-280.45838359469053,-3.0395136778105236,6.080961497954978,0.7431555435849476,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,3,3,1,3840,1.0097130149429578,1.0,-49.55500842206837,-32.17404626934095,-57.82312842206844,1.0,0.0,-372.98229117693205,0.0,4.099053974843375,0.3280554006295245,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,1,1,1,2170,1.0090929690158144,1.0,-49.65570386890896,-30.019319363946416,-57.92382386890909,1.0,0.0,-470.63940843845245,-0.8870753126943853,2.959355430993325,0.5708595744272958,False
P68_JOIN_IMBALANCE_REPLENISH,1,S04_gt_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,2,2,1,640,0.9372536795458877,0.9392677718026482,-52.84369533454548,-45.185474052122366,-61.11181533454547,1.0,0.0,-170.65287653522887,-2.314546927438821,5.30078637856411,0.364208227181936,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,2,2,1,760,0.931418933728702,0.9334339953074307,-56.14239204790901,-23.7209508309244,-64.41051204790902,1.0,0.0,-378.93541058098054,-2.6047177951060707,5.312864413752305,0.36135008229758725,False
P68_FADE_IMBALANCE_REPLENISH,-1,S04_gt_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2,2,1,2940,1.0135384524972582,1.0,-66.05946157358245,-26.91352402097835,-74.32758157358255,1.0,0.0,-378.93541058098054,-2.6047177951060707,5.314012372253865,0.3615007744075933,False
