candidate_id,family_id,signal_source,direction,horizon_event_bars,event_quantile,signal_quantile,event_window_score_threshold,signal_abs_threshold,training_trades,training_net_pnl_inr,training_gross_pnl_inr,training_cost_pnl_drag_inr,cost150_net_pnl_inr_x,cost200_net_pnl_inr_x,training_dates,training_symbols,training_positive_dates,training_min_date_net_pnl_inr,training_max_date_contribution_abs,training_max_symbol_contribution_abs,training_precision_cost_clear,cost_stress_pass,side_flip_net_pnl_inr,side_flip_pass,random_p95_net_pnl_inr,random_beat_fraction,random_side_pass,cost150_net_pnl_inr_y,cost150_pass,cost200_net_pnl_inr_y,cost200_pass,control_pass_rows,phase243_candidate_survived
P243_BAR_RETURN_REVERSAL_H10_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,10,0.99,0.95,15.588121832874577,0.009090457020266828,15,6201.899944365799,8114.80191980194,1912.9019754361414,5245.448956647728,4288.997968929658,4,11,3,-1250.4135921130471,0.6663699008715109,0.4136164546903114,0.6,True,-10027.70389523808,True,4469.509139333935,0.989,True,5245.448956647728,True,4288.997968929658,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,4,0.995,0.9,19.497499708406448,0.00908068863934548,15,6100.354266502385,8013.256241938527,1912.9019754361414,5143.903278784315,4187.452291066244,4,11,3,-638.3172723541436,0.7254560860709229,0.2885685066637127,0.6666666666666666,True,-9926.15821737467,True,4251.839995741244,0.989,True,5143.903278784315,True,4187.452291066244,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_975_SQ0_975,bar_return_reversal,bar_return,reversal,4,0.975,0.975,10.96922420818278,0.008704205561636803,18,6059.357945207711,8348.633234583269,2289.275289375558,4914.720300519932,3770.0826558321533,5,12,3,-638.3172723541436,0.7339071334057531,0.29052089952805343,0.6666666666666666,True,-10637.908523958828,True,4331.734102705966,0.989,True,4914.720300519932,True,3770.0826558321533,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,8,0.995,0.9,19.497499708406448,0.00908068863934548,15,7955.223479411721,9868.125454847863,1912.9019754361414,6998.772491693651,6042.32150397558,4,11,3,-1586.8669642965347,0.7534529952251119,0.35015221701690763,0.7333333333333333,True,-11781.027430284006,True,5396.416668915015,0.988,True,6998.772491693651,True,6042.32150397558,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_985_SQ0_95,bar_return_reversal,bar_return,reversal,4,0.985,0.95,13.298295367314408,0.00836566861812935,22,6127.421468497107,8883.209853986084,2755.788385488977,4749.527275752618,3371.6330830081297,5,12,4,-396.2331926134219,0.5761503380510188,0.2954134736699072,0.6363636363636364,True,-11638.998239475064,True,3995.129625851771,0.988,True,4749.527275752618,True,3371.6330830081297,True,4,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_985_SQ0_9,bar_return_reversal,bar_return,reversal,6,0.985,0.9,13.298295367314408,0.006847517097722822,43,7639.896686793021,12870.954147495206,5231.0574607021845,5024.367956441929,2408.8392260908367,5,16,3,-238.4427875529987,0.672310250508423,0.5081560944176035,0.5581395348837209,True,-18102.01160819739,True,3714.323309081103,0.988,True,5024.367956441929,True,2408.8392260908367,True,4,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,12,0.99,0.95,15.588121832874577,0.009133385086757298,14,6535.06499526284,8314.199166741797,1779.1341714789571,5645.497909523361,4755.930823783883,4,10,3,-1015.9788581165003,0.6879133919455416,0.3701319104052551,0.7142857142857143,True,-10093.333338220755,True,4945.493771784163,0.987,True,5645.497909523361,True,4755.930823783883,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_95,bar_return_reversal,bar_return,reversal,8,0.985,0.95,13.298295367314408,0.008373714204040532,22,7158.180428353568,9913.968813842544,2755.788385488977,5780.286235609079,4402.392042864591,5,12,3,-1043.6380638739925,0.718028151280817,0.38914067144039083,0.5909090909090909,True,-12669.757199331523,True,4637.655713191987,0.987,True,5780.286235609079,True,4402.392042864591,True,4,True
P243_BAR_RETURN_REVERSAL_H10_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,10,0.995,0.9,19.497499708406448,0.00908068863934548,15,6201.899944365799,8114.80191980194,1912.9019754361414,5245.448956647728,4288.997968929658,4,11,3,-1250.4135921130471,0.6663699008715109,0.4136164546903114,0.6,True,-10027.70389523808,True,4471.4916194355665,0.987,True,5245.448956647728,True,4288.997968929658,True,4,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_925_SQ0_985,bar_return_reversal,bar_return,reversal,6,0.925,0.985,6.908611171778688,0.007611423298146438,32,6841.2380705428495,10757.06092723997,3915.822856697121,4883.326642194289,2925.4152138457284,5,15,4,-776.3251344787315,0.6530515345190361,0.5290608021678102,0.59375,True,-14672.88378393709,True,4202.347421397377,0.987,True,4883.326642194289,True,2925.4152138457284,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_95_SQ0_975,bar_return_reversal,bar_return,reversal,8,0.95,0.975,8.334102985231581,0.007252067559312153,35,7114.380630197707,11358.281784760182,4243.901154562474,4992.43005291647,2870.479475635233,5,16,4,-1688.6794489050856,0.5410638272809876,0.5068792434349744,0.5714285714285714,True,-15602.182939322658,True,4437.140337837141,0.987,True,4992.43005291647,True,2870.479475635233,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_9,bar_return_reversal,bar_return,reversal,8,0.985,0.9,13.298295367314408,0.006850326402873598,43,7723.710892679166,12954.76835338135,5231.0574607021845,5108.182162328074,2492.6534319769817,5,16,4,-1988.5106733245966,0.630770756854437,0.4668910995569607,0.5348837209302325,True,-18185.82581408353,True,4478.833618912543,0.987,True,5108.182162328074,True,2492.6534319769817,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_975_SQ0_975,bar_return_reversal,bar_return,reversal,8,0.975,0.975,10.96922420818278,0.008724728402395566,18,7196.368180913371,9485.64347028893,2289.275289375558,6051.730536225592,4907.092891537814,5,12,3,-1586.8669642965347,0.8061498213712625,0.3870756843110031,0.6111111111111112,True,-11774.918759664488,True,4912.970654679274,0.986,True,6051.730536225592,True,4907.092891537814,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,4,0.95,0.99,8.334102985231581,0.009090457020266817,15,6100.354266502385,8013.256241938527,1912.9019754361414,5143.903278784315,4187.452291066244,4,11,3,-638.3172723541436,0.7254560860709229,0.2885685066637127,0.6666666666666666,True,-9926.15821737467,True,4175.78285801353,0.986,True,5143.903278784315,True,4187.452291066244,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,4,0.99,0.95,15.588121832874577,0.009080688639345483,15,6100.354266502385,8013.256241938527,1912.9019754361414,5143.903278784315,4187.452291066244,4,11,3,-638.3172723541436,0.7254560860709229,0.2885685066637127,0.6666666666666666,True,-9926.15821737467,True,4498.505643287412,0.986,True,5143.903278784315,True,4187.452291066244,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_9_SQ0_99,bar_return_reversal,bar_return,reversal,8,0.9,0.99,5.961380692012275,0.007809246851928273,28,7455.457570512938,10882.612463184792,3427.154892671854,5741.880124177011,4028.302677841084,5,13,4,-970.6334491026126,0.6893976675333181,0.42158506447688265,0.5714285714285714,True,-14309.767355856648,True,4723.7573728536245,0.985,True,5741.880124177011,True,4028.302677841084,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_9_SQ0_99,bar_return_reversal,bar_return,reversal,4,0.9,0.99,5.961380692012275,0.007792060736769574,29,5549.080274620245,9092.200224621292,3543.119950001047,3777.520299619722,2005.9603246191982,5,13,4,-37.179339858431945,0.6361983924799641,0.4691131834523374,0.5862068965517241,True,-12635.320174622344,True,3457.3687011534453,0.985,True,3777.520299619722,True,2005.9603246191982,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_925_SQ0_985,bar_return_reversal,bar_return,reversal,4,0.925,0.985,6.908611171778688,0.007541619936297798,32,5532.325558842871,9448.148415539992,3915.822856697121,3574.4141304943105,1616.50270214575,5,15,3,-37.179339858431945,0.6258688750126551,0.4705338984794203,0.5625,True,-13363.971272237113,True,3888.023689419882,0.985,True,3574.4141304943105,True,1616.50270214575,True,4,True
P243_BAR_RETURN_REVERSAL_H15_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,15,0.95,0.99,8.334102985231581,0.009202407900304417,14,6839.4577712548535,8618.59194273381,1779.1341714789571,5949.890685515375,5060.323599775897,4,10,3,-21.179482687777124,0.6771152720594266,0.3630226126567735,0.7142857142857143,True,-10397.726114212768,True,4874.173217209262,0.984,True,5949.890685515375,True,5060.323599775897,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,4,0.9,0.995,5.961380692012275,0.00909924856309605,15,6100.354266502385,8013.256241938527,1912.9019754361414,5143.903278784315,4187.452291066244,4,11,3,-638.3172723541436,0.7254560860709229,0.2885685066637127,0.6666666666666666,True,-9926.15821737467,True,4074.423943542395,0.984,True,5143.903278784315,True,4187.452291066244,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_925_SQ0_99,bar_return_reversal,bar_return,reversal,4,0.925,0.99,6.908611171778688,0.008367277735311584,22,6127.421468497107,8883.209853986084,2755.788385488977,4749.527275752618,3371.6330830081297,5,12,4,-396.2331926134219,0.5761503380510188,0.2954134736699072,0.6363636363636364,True,-11638.998239475064,True,4225.864806522796,0.984,True,4749.527275752618,True,3371.6330830081297,True,4,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_99_SQ0_9,bar_return_reversal,bar_return,reversal,6,0.99,0.9,15.588121832874577,0.007790130735808787,29,6876.461575265127,10419.581525266174,3543.119950001047,5104.901600264604,3333.34162526408,5,13,4,-776.3251344787315,0.6763923331554678,0.526350778202787,0.6206896551724138,True,-13962.701475267224,True,4666.195260658998,0.984,True,5104.901600264604,True,3333.34162526408,True,4,True
P243_MICROPRICE_REVERSAL_H3_EQ0_995_SQ0_9,avg_microprice_dev_reversal,avg_microprice_dev,reversal,3,0.995,0.9,19.497499708406448,5.667573268570194e-05,15,4617.347332962538,6439.0489577384815,1821.701624775944,3706.4965205745652,2795.6457081865933,5,9,2,-522.080215640769,0.7178626776434387,0.4912366157792241,0.5333333333333333,True,-8260.750582514424,True,3300.2460777582555,0.984,True,3706.4965205745652,True,2795.6457081865933,True,4,True
P243_BAR_RETURN_REVERSAL_H15_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,15,0.995,0.9,19.497499708406448,0.009137926061332768,14,6839.4577712548535,8618.59194273381,1779.1341714789571,5949.890685515375,5060.323599775897,4,10,3,-21.179482687777124,0.6771152720594266,0.3630226126567735,0.7142857142857143,True,-10397.726114212768,True,4790.545884072191,0.983,True,5949.890685515375,True,5060.323599775897,True,4,True
P243_BAR_RETURN_REVERSAL_H10_EQ0_99_SQ0_9,bar_return_reversal,bar_return,reversal,10,0.99,0.9,15.588121832874577,0.007790130735808787,29,5679.106849691666,9222.226799692713,3543.119950001047,3907.546874691143,2135.986899690619,5,13,4,-2041.857952302587,0.5341874058503178,0.6069534800847092,0.4827586206896552,True,-12765.346749693757,True,3761.105070988007,0.983,True,3907.546874691143,True,2135.986899690619,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_99_SQ0_9,bar_return_reversal,bar_return,reversal,4,0.99,0.9,15.588121832874577,0.0077879862902968,29,5549.080274620245,9092.200224621292,3543.119950001047,3777.520299619722,2005.9603246191982,5,13,4,-37.179339858431945,0.6361983924799641,0.4691131834523374,0.5862068965517241,True,-12635.320174622344,True,3874.990256770701,0.983,True,3777.520299619722,True,2005.9603246191982,True,4,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,6,0.95,0.99,8.334102985231581,0.00911390113447809,15,7141.309526594621,9054.211502030763,1912.9019754361414,6184.858538876551,5228.40755115848,4,11,3,-1602.3944916049354,0.7458443951048054,0.304237235972017,0.7333333333333333,True,-10967.113477466904,True,5101.142199356452,0.982,True,6184.858538876551,True,5228.40755115848,True,4,True
P243_BAR_RETURN_REVERSAL_H5_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,5,0.95,0.99,8.334102985231581,0.009102179077372475,15,6630.854391831634,8543.756367267775,1912.9019754361414,5674.403404113564,4717.952416395492,4,11,3,-443.50144234545587,0.7074118853807679,0.2758712030753691,0.6666666666666666,True,-10456.658342703915,True,5033.71163351023,0.982,True,5674.403404113564,True,4717.952416395492,True,4,True
P243_BAR_RETURN_REVERSAL_H10_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,10,0.9,0.995,5.961380692012275,0.00915563586217709,14,6218.087469373902,7997.221640852859,1779.1341714789571,5328.5203836344235,4438.953297894945,4,10,3,-1250.4135921130471,0.6672384389227523,0.41253968844393096,0.6428571428571429,True,-9776.355812331816,True,4509.172585864158,0.981,True,5328.5203836344235,True,4438.953297894945,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_975_SQ0_95,bar_return_reversal,bar_return,reversal,8,0.975,0.95,10.96922420818278,0.007216513365711473,36,7414.493431776246,11789.089466949086,4374.59603517284,5227.195414189826,3039.8973966034064,5,16,4,-1688.6794489050856,0.5191634530299035,0.4863625417602063,0.5833333333333334,True,-16163.685502121929,True,4820.296822318498,0.981,True,5227.195414189826,True,3039.8973966034064,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,8,0.99,0.95,15.588121832874577,0.009090457020266828,15,7955.223479411721,9868.125454847863,1912.9019754361414,6998.772491693651,6042.32150397558,4,11,3,-1586.8669642965347,0.7534529952251119,0.35015221701690763,0.7333333333333333,True,-11781.027430284006,True,6002.26536132253,0.98,True,6998.772491693651,True,6042.32150397558,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,8,0.95,0.99,8.334102985231581,0.009128844112181825,14,7310.5287468784745,9089.662918357431,1779.1341714789571,6420.961661138996,5531.394575399518,4,10,3,-1586.8669642965347,0.7317107162732522,0.3810311448909041,0.7142857142857143,True,-10868.797089836391,True,5400.003322682805,0.98,True,6420.961661138996,True,5531.394575399518,True,4,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,12,0.995,0.9,19.497499708406448,0.009119762163030898,15,6883.781784234623,8796.683759670765,1912.9019754361414,5927.330796516553,4970.8798087984815,4,11,3,-1015.9788581165003,0.7037229924315839,0.3513818664122695,0.7333333333333333,True,-10709.585735106906,True,4853.882027067763,0.98,True,5927.330796516553,True,4970.8798087984815,True,4,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_975_SQ0_975,bar_return_reversal,bar_return,reversal,6,0.975,0.975,10.96922420818278,0.008716519266092067,18,6619.426312038203,8908.70160141376,2289.275289375558,5474.788667350424,4330.151022662645,5,12,3,-1602.3944916049354,0.765862256492652,0.3282236509892946,0.6111111111111112,True,-11197.976890789318,True,5232.440449083017,0.98,True,5474.788667350424,True,4330.151022662645,True,4,True
P243_MICROPRICE_REVERSAL_H4_EQ0_995_SQ0_9,avg_microprice_dev_reversal,avg_microprice_dev,reversal,4,0.995,0.9,19.497499708406448,5.667573268570194e-05,15,5147.014392192681,6968.716016968625,1821.701624775944,4236.163579804708,3325.3127674167367,5,9,2,-549.0588787272989,0.9392800424414779,0.5698632009025684,0.5333333333333333,True,-8790.417641744567,True,3807.585684275419,0.98,True,4236.163579804708,True,3325.3127674167367,True,4,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,12,0.95,0.99,8.334102985231581,0.009168804688445945,14,6535.06499526284,8314.199166741797,1779.1341714789571,5645.497909523361,4755.930823783883,4,10,3,-1015.9788581165003,0.6879133919455416,0.3701319104052551,0.7142857142857143,True,-10093.333338220755,True,5323.023816765477,0.979,True,5645.497909523361,True,4755.930823783883,True,4,True
P243_BAR_RETURN_REVERSAL_H15_EQ0_975_SQ0_975,bar_return_reversal,bar_return,reversal,15,0.975,0.975,10.96922420818278,0.008818691384720273,17,6686.075187016572,8847.785544357555,2161.710357340983,5605.220008346081,4524.364829675589,5,12,3,-343.82905577125916,0.721132749212564,0.3713505696283544,0.6470588235294118,True,-11009.495901698538,True,5013.342884441314,0.979,True,5605.220008346081,True,4524.364829675589,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_925_SQ0_99,bar_return_reversal,bar_return,reversal,8,0.925,0.99,6.908611171778688,0.008377221541389618,21,6631.489911606338,9249.963770766255,2618.473859159917,5322.252982026379,4013.016052446421,5,12,3,-1043.6380638739925,0.7750558514022133,0.42004725564096257,0.5714285714285714,True,-11868.437629926175,True,5530.504607450906,0.979,True,5322.252982026379,True,4013.016052446421,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_99_SQ0_925,bar_return_reversal,bar_return,reversal,4,0.99,0.925,15.588121832874577,0.008360304894188562,22,6127.421468497107,8883.209853986084,2755.788385488977,4749.527275752618,3371.6330830081297,5,12,4,-396.2331926134219,0.5761503380510188,0.2954134736699072,0.6363636363636364,True,-11638.998239475064,True,4272.655250886422,0.979,True,4749.527275752618,True,3371.6330830081297,True,4,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_95_SQ0_975,bar_return_reversal,bar_return,reversal,4,0.95,0.975,8.334102985231581,0.007204356390050015,36,4389.500712933234,8764.096748106074,4374.59603517284,2202.202695346814,14.904677760394407,5,16,3,-286.1088423974386,0.592282090418407,0.3965050038980559,0.5277777777777778,True,-13138.692783278915,True,3046.7931063883507,0.979,True,2202.202695346814,True,14.904677760394407,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,8,0.9,0.995,5.961380692012275,0.009137471963875236,14,7310.5287468784745,9089.662918357431,1779.1341714789571,6420.961661138996,5531.394575399518,4,10,3,-1586.8669642965347,0.7317107162732522,0.3810311448909041,0.7142857142857143,True,-10868.797089836391,True,5296.734247665174,0.978,True,6420.961661138996,True,5531.394575399518,True,4,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,12,0.9,0.995,5.961380692012275,0.009186060391832727,14,6535.06499526284,8314.199166741797,1779.1341714789571,5645.497909523361,4755.930823783883,4,10,3,-1015.9788581165003,0.6879133919455416,0.3701319104052551,0.7142857142857143,True,-10093.333338220755,True,5111.988185205805,0.978,True,5645.497909523361,True,4755.930823783883,True,4,True
P243_BAR_RETURN_REVERSAL_H5_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,5,0.9,0.995,5.961380692012275,0.009116831648754516,15,6630.854391831634,8543.756367267775,1912.9019754361414,5674.403404113564,4717.952416395492,4,11,3,-443.50144234545587,0.7074118853807679,0.2758712030753691,0.6666666666666666,True,-10456.658342703915,True,4921.614738817742,0.978,True,5674.403404113564,True,4717.952416395492,True,4,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_925,bar_return_reversal,bar_return,reversal,8,0.99,0.925,15.588121832874577,0.008364327687144157,22,7158.180428353568,9913.968813842544,2755.788385488977,5780.286235609079,4402.392042864591,5,12,3,-1043.6380638739925,0.718028151280817,0.38914067144039083,0.5909090909090909,True,-12669.757199331523,True,4912.6297195662855,0.978,True,5780.286235609079,True,4402.392042864591,True,4,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,6,0.99,0.95,15.588121832874577,0.009090457020266828,15,7141.309526594621,9054.211502030763,1912.9019754361414,6184.858538876551,5228.40755115848,4,11,3,-1602.3944916049354,0.7458443951048054,0.304237235972017,0.7333333333333333,True,-10967.113477466904,True,5703.768593578948,0.977,True,6184.858538876551,True,5228.40755115848,True,4,True
P243_BAR_RETURN_REVERSAL_H5_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,5,0.995,0.9,19.497499708406448,0.00908068863934548,15,6630.854391831634,8543.756367267775,1912.9019754361414,5674.403404113564,4717.952416395492,4,11,3,-443.50144234545587,0.7074118853807679,0.2758712030753691,0.6666666666666666,True,-10456.658342703915,True,4768.175990348073,0.977,True,5674.403404113564,True,4717.952416395492,True,4,True
P243_BAR_RETURN_REVERSAL_H5_EQ0_925_SQ0_99,bar_return_reversal,bar_return,reversal,5,0.925,0.99,6.908611171778688,0.008372641459252367,22,5619.23827575922,8375.026661248197,2755.788385488977,4241.344083014732,2863.4498902702435,5,12,4,-1267.7113179711273,0.6958727240061284,0.3255355421362755,0.5454545454545454,True,-11130.815046737174,True,4405.082479785258,0.977,True,4241.344083014732,True,2863.4498902702435,True,4,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,6,0.9,0.995,5.961380692012275,0.009123394942691269,14,6606.086088255338,8385.220259734295,1779.1341714789571,5716.519002515859,4826.951916776381,4,10,3,-1602.3944916049354,0.7252527717278334,0.32888646054044635,0.7142857142857143,True,-10164.35443121325,True,5213.003696520329,0.976,True,5716.519002515859,True,4826.951916776381,True,4,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_975_SQ0_95,bar_return_reversal,bar_return,reversal,6,0.975,0.95,10.96922420818278,0.007212092647289123,36,5803.52827712608,10178.12431229892,4374.59603517284,3616.2302595396595,1428.93224195324,5,16,4,-1251.5827716624092,0.6452303547594145,0.49906924757588056,0.5833333333333334,True,-14552.720347471757,True,3856.628438540221,0.976,True,3616.2302595396595,True,1428.93224195324,True,4,True
P243_BAR_RETURN_REVERSAL_H15_EQ0_985_SQ0_925,bar_return_reversal,bar_return,reversal,15,0.985,0.925,13.298295367314408,0.0077602575745063795,31,5188.3555358802005,8961.99469953305,3773.6391636528497,3301.5359540537756,1414.7163722273508,5,14,4,-2974.346194295511,0.8050068277855897,0.5623857442525843,0.5806451612903226,True,-12735.633863185896,True,3848.7590939788993,0.976,True,3301.5359540537756,True,1414.7163722273508,True,4,True
