candidate_id,side_flip_net_pnl_inr,side_flip_pass,random_p95_net_pnl_inr,random_beat_fraction,random_side_pass,cost150_net_pnl_inr,cost150_pass,cost200_net_pnl_inr,cost200_pass,control_pass_rows
P243_BAR_RETURN_REVERSAL_H12_EQ0_99_SQ0_95,-10093.333338220755,True,4945.493771784163,0.987,True,5645.497909523361,True,4755.930823783883,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_9_SQ0_995,-10456.658342703915,True,4921.614738817742,0.978,True,5674.403404113564,True,4717.952416395492,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_95_SQ0_99,-10456.658342703915,True,5033.71163351023,0.982,True,5674.403404113564,True,4717.952416395492,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_99_SQ0_95,-10456.658342703915,True,5324.7961781981385,0.975,True,5674.403404113564,True,4717.952416395492,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_995_SQ0_9,-10456.658342703915,True,4768.175990348073,0.977,True,5674.403404113564,True,4717.952416395492,True,4
P243_BAR_RETURN_REVERSAL_H15_EQ0_9_SQ0_995,-9666.603507311633,True,5260.464304471242,0.969,True,5504.650941924789,True,4672.260428847421,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_925_SQ0_985,-16277.048412240052,True,4622.476341714213,0.991,True,6487.491270497251,True,4529.579842148691,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_925,-16277.048412240052,True,4617.86256175191,0.994,True,6487.491270497251,True,4529.579842148691,True,4
P243_BAR_RETURN_REVERSAL_H15_EQ0_975_SQ0_975,-11009.495901698538,True,5013.342884441314,0.979,True,5605.220008346081,True,4524.364829675589,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_9_SQ0_995,-9776.355812331816,True,4509.172585864158,0.981,True,5328.5203836344235,True,4438.953297894945,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_95_SQ0_99,-9776.355812331816,True,4971.771853354076,0.974,True,5328.5203836344235,True,4438.953297894945,True,4
P243_MICROPRICE_REVERSAL_H8_EQ0_995_SQ0_9,-9870.995198687764,True,5121.4601397107,0.971,True,5316.741136747905,True,4405.8903243599325,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_95,-12669.757199331523,True,4637.655713191987,0.987,True,5780.286235609079,True,4402.392042864591,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_925,-12669.757199331523,True,4912.6297195662855,0.978,True,5780.286235609079,True,4402.392042864591,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_975_SQ0_975,-11197.976890789318,True,5232.440449083017,0.98,True,5474.788667350424,True,4330.151022662645,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_99_SQ0_95,-10027.70389523808,True,4469.509139333935,0.989,True,5245.448956647728,True,4288.997968929658,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_995_SQ0_9,-10027.70389523808,True,4471.4916194355665,0.987,True,5245.448956647728,True,4288.997968929658,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_9_SQ0_995,-9926.15821737467,True,4074.423943542395,0.984,True,5143.903278784315,True,4187.452291066244,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_95_SQ0_99,-9926.15821737467,True,4175.78285801353,0.986,True,5143.903278784315,True,4187.452291066244,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_99_SQ0_95,-9926.15821737467,True,4498.505643287412,0.986,True,5143.903278784315,True,4187.452291066244,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_995_SQ0_9,-9926.15821737467,True,4251.839995741244,0.989,True,5143.903278784315,True,4187.452291066244,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_9_SQ0_99,-14309.767355856648,True,4723.7573728536245,0.985,True,5741.880124177011,True,4028.302677841084,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_925_SQ0_99,-11868.437629926175,True,5530.504607450906,0.979,True,5322.252982026379,True,4013.016052446421,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_95_SQ0_985,-11868.437629926175,True,5686.427569389783,0.968,True,5322.252982026379,True,4013.016052446421,True,4
P243_MICROPRICE_REVERSAL_H15_EQ0_995_SQ0_9,-9012.725136017245,True,4838.5518457528615,0.969,True,4774.906713728307,True,3927.3430292705193,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_975_SQ0_975,-10657.236641921108,True,4887.547872471762,0.97,True,4934.048418482213,True,3789.410773794434,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_925_SQ0_995,-8064.227202091885,True,5213.058724779785,0.948,False,4494.834093723883,True,3780.955472050282,True,3
P243_BAR_RETURN_REVERSAL_H8_EQ0_975_SQ0_985,-8064.227202091885,True,5088.908942774975,0.951,True,4494.834093723883,True,3780.955472050282,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_975,-8064.227202091885,True,5225.6689010917835,0.948,False,4494.834093723883,True,3780.955472050282,True,3
P243_BAR_RETURN_REVERSAL_H8_EQ0_995_SQ0_925,-8064.227202091885,True,4942.038161375518,0.955,True,4494.834093723883,True,3780.955472050282,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_975_SQ0_975,-10637.908523958828,True,4331.734102705966,0.989,True,4914.720300519932,True,3770.0826558321533,True,4
P243_BAR_RETURN_REVERSAL_H15_EQ0_985_SQ0_975,-7683.6303884650415,True,4634.73213960822,0.956,True,4114.23728009704,True,3400.358658423439,True,4
P243_BAR_RETURN_REVERSAL_H15_EQ0_995_SQ0_925,-7683.6303884650415,True,4552.080108917752,0.958,True,4114.23728009704,True,3400.358658423439,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_925_SQ0_99,-11638.998239475064,True,4225.864806522796,0.984,True,4749.527275752618,True,3371.6330830081297,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_95_SQ0_985,-11638.998239475064,True,3681.539660633142,0.99,True,4749.527275752618,True,3371.6330830081297,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_985_SQ0_95,-11638.998239475064,True,3995.129625851771,0.988,True,4749.527275752618,True,3371.6330830081297,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_99_SQ0_925,-11638.998239475064,True,4272.655250886422,0.979,True,4749.527275752618,True,3371.6330830081297,True,4
P243_MICROPRICE_REVERSAL_H12_EQ0_995_SQ0_9,-8824.744021667244,True,4599.850529594581,0.966,True,4270.489959727385,True,3359.639147339413,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_99_SQ0_9,-13962.701475267224,True,4666.195260658998,0.984,True,5104.901600264604,True,3333.34162526408,True,4
P243_MICROPRICE_REVERSAL_H4_EQ0_995_SQ0_9,-8790.417641744567,True,3807.585684275419,0.98,True,4236.163579804708,True,3325.3127674167367,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_95_SQ0_985,-11559.102653807875,True,4882.014315586747,0.972,True,4669.631690085431,True,3291.7374973409424,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_985_SQ0_95,-11559.102653807875,True,4911.755305176265,0.972,True,4669.631690085431,True,3291.7374973409424,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_99_SQ0_925,-11559.102653807875,True,4867.011184533367,0.968,True,4669.631690085431,True,3291.7374973409424,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_925_SQ0_99,-11131.811241578413,True,4919.146715262052,0.966,True,4585.62659367862,True,3276.3896640986623,True,4
P243_MICROPRICE_REVERSAL_H6_EQ0_995_SQ0_9,-8729.345526347592,True,4737.967889061244,0.958,True,4175.091464407731,True,3264.2406520197596,True,4
P243_MICROPRICE_REVERSAL_H20_EQ0_995_SQ0_9,-8339.346869876288,True,4686.268791955472,0.957,True,4101.52844758735,True,3253.9647631295616,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_925_SQ0_995,-7518.4054293768595,True,5040.164204655932,0.935,False,3949.012321008855,True,3235.1336993352543,True,3
P243_BAR_RETURN_REVERSAL_H6_EQ0_975_SQ0_985,-7518.4054293768595,True,4844.561117305368,0.939,False,3949.012321008855,True,3235.1336993352543,True,3
P243_BAR_RETURN_REVERSAL_H6_EQ0_985_SQ0_975,-7518.4054293768595,True,5061.83258166308,0.93,False,3949.012321008855,True,3235.1336993352543,True,3
P243_BAR_RETURN_REVERSAL_H6_EQ0_995_SQ0_925,-7518.4054293768595,True,5056.437578795918,0.934,False,3949.012321008855,True,3235.1336993352543,True,3
P243_BAR_RETURN_REVERSAL_H6_EQ0_9_SQ0_985,-18535.35731757611,True,3790.888629949246,0.994,True,5739.604635745458,True,3180.454099379327,True,4
P243_BAR_RETURN_REVERSAL_H12_EQ0_925_SQ0_995,-7371.223291402735,True,4228.1882160104515,0.96,True,3801.8301830347336,True,3087.951561361133,True,4
P243_BAR_RETURN_REVERSAL_H12_EQ0_975_SQ0_985,-7371.223291402735,True,4591.5409566965245,0.948,False,3801.8301830347336,True,3087.951561361133,True,3
P243_BAR_RETURN_REVERSAL_H12_EQ0_985_SQ0_975,-7371.223291402735,True,4807.741570124112,0.945,False,3801.8301830347336,True,3087.951561361133,True,3
P243_BAR_RETURN_REVERSAL_H12_EQ0_995_SQ0_925,-7371.223291402735,True,4242.693568473283,0.955,True,3801.8301830347336,True,3087.951561361133,True,4
P243_BAR_RETURN_REVERSAL_H20_EQ0_99_SQ0_95,-8398.268123437814,True,4863.781055757028,0.948,False,3950.432694740419,True,3060.8656090009404,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_995_SQ0_9,-8398.268123437814,True,4721.9161700771865,0.954,True,3950.432694740419,True,3060.8656090009404,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_975_SQ0_95,-16163.685502121929,True,4820.296822318498,0.981,True,5227.195414189826,True,3039.8973966034064,True,4
P243_MICROPRICE_REVERSAL_H10_EQ0_995_SQ0_9,-8502.881079771545,True,4219.696860871801,0.966,True,3948.627017831686,True,3037.776205443714,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_9_SQ0_985,-18373.821305812853,True,3971.804916046198,0.994,True,5578.068623982208,True,3018.918087616077,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_925_SQ0_995,-7294.280267283555,True,4773.76023566958,0.942,False,3724.8871589155533,True,3011.0085372419526,True,3
P243_BAR_RETURN_REVERSAL_H10_EQ0_975_SQ0_985,-7294.280267283555,True,4812.917967772036,0.943,False,3724.8871589155533,True,3011.0085372419526,True,3
P243_BAR_RETURN_REVERSAL_H10_EQ0_985_SQ0_975,-7294.280267283555,True,4000.4968988078112,0.959,True,3724.8871589155533,True,3011.0085372419526,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_995_SQ0_925,-7294.280267283555,True,4640.496123687929,0.943,False,3724.8871589155533,True,3011.0085372419526,True,3
P243_BAR_RETURN_REVERSAL_H6_EQ0_925_SQ0_985,-14672.88378393709,True,4202.347421397377,0.987,True,4883.326642194289,True,2925.4152138457284,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_985_SQ0_925,-14672.88378393709,True,4088.084121839849,0.993,True,4883.326642194289,True,2925.4152138457284,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_95_SQ0_975,-15602.182939322658,True,4437.140337837141,0.987,True,4992.43005291647,True,2870.479475635233,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_925_SQ0_99,-11130.815046737174,True,4405.082479785258,0.977,True,4241.344083014732,True,2863.4498902702435,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_95_SQ0_985,-11130.815046737174,True,4874.975128719393,0.969,True,4241.344083014732,True,2863.4498902702435,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_985_SQ0_95,-11130.815046737174,True,4893.200114388231,0.96,True,4241.344083014732,True,2863.4498902702435,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_99_SQ0_925,-11130.815046737174,True,4490.001146194599,0.974,True,4241.344083014732,True,2863.4498902702435,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_925_SQ0_995,-7130.742221162928,True,4142.248952595032,0.954,True,3561.3491127949274,True,2847.4704911213266,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_975_SQ0_985,-7130.742221162928,True,4025.2742897714497,0.96,True,3561.3491127949274,True,2847.4704911213266,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_985_SQ0_975,-7130.742221162928,True,4197.922962042391,0.957,True,3561.3491127949274,True,2847.4704911213266,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_995_SQ0_925,-7130.742221162928,True,4472.574808647185,0.947,False,3561.3491127949274,True,2847.4704911213266,True,3
P243_MICROPRICE_REVERSAL_H3_EQ0_995_SQ0_9,-8260.750582514424,True,3300.2460777582555,0.984,True,3706.4965205745652,True,2795.6457081865933,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_925_SQ0_995,-7035.705496799833,True,4855.874248080226,0.918,False,3466.312388431832,True,2752.4337667582313,True,3
P243_BAR_RETURN_REVERSAL_H5_EQ0_975_SQ0_985,-7035.705496799833,True,4714.610804757107,0.922,False,3466.312388431832,True,2752.4337667582313,True,3
P243_BAR_RETURN_REVERSAL_H5_EQ0_985_SQ0_975,-7035.705496799833,True,5014.099699218872,0.905,False,3466.312388431832,True,2752.4337667582313,True,3
P243_BAR_RETURN_REVERSAL_H5_EQ0_995_SQ0_925,-7035.705496799833,True,4999.587742621317,0.918,False,3466.312388431832,True,2752.4337667582313,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_9_SQ0_995,-7642.141349175435,True,4564.70089535969,0.944,False,3480.188783788592,True,2647.7982707112237,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_95_SQ0_99,-7642.141349175435,True,4349.760690020272,0.946,False,3480.188783788592,True,2647.7982707112237,True,3
P243_MICROPRICE_REVERSAL_H5_EQ0_995_SQ0_9,-8110.186448843053,True,4375.990307508176,0.953,True,3555.932386903192,True,2645.08157451522,True,4
P243_BAR_RETURN_REVERSAL_H20_EQ0_975_SQ0_975,-8990.37084914428,True,3817.95137352905,0.969,True,3586.0949557918216,True,2505.23977712133,True,4
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_9,-18185.82581408353,True,4478.833618912543,0.987,True,5108.182162328074,True,2492.6534319769817,True,4
P243_BAR_RETURN_REVERSAL_H15_EQ0_925_SQ0_995,-6339.467769403793,True,4822.869646438219,0.912,False,3096.8585576398245,True,2448.336715287031,True,3
P243_BAR_RETURN_REVERSAL_H15_EQ0_975_SQ0_985,-6339.467769403793,True,4397.60962990367,0.923,False,3096.8585576398245,True,2448.336715287031,True,3
P243_BAR_RETURN_REVERSAL_H12_EQ0_975_SQ0_975,-9282.357724964395,True,4843.834707613292,0.945,False,3559.1695015255023,True,2414.5318568377234,True,3
P243_BAR_RETURN_REVERSAL_H6_EQ0_9_SQ0_99,-12695.294867090175,True,4713.6750501316665,0.975,True,4127.407635410538,True,2413.8301890746116,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_985_SQ0_9,-18102.01160819739,True,3714.323309081103,0.988,True,5024.367956441929,True,2408.8392260908367,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_925_SQ0_985,-13562.080117220063,True,3510.163906802667,0.993,True,4127.9822080879385,True,2241.1626262615137,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_975_SQ0_975,-9025.347050489863,True,4504.490755557133,0.945,False,3302.158827050967,True,2157.521182363188,True,3
P243_BAR_RETURN_REVERSAL_H10_EQ0_99_SQ0_9,-12765.346749693757,True,3761.105070988007,0.983,True,3907.546874691143,True,2135.986899690619,True,4
P243_BAR_RETURN_REVERSAL_H15_EQ0_985_SQ0_95,-9934.889048715155,True,5145.323249395249,0.936,False,3388.704400815361,True,2079.4674712354026,True,3
P243_BAR_RETURN_REVERSAL_H15_EQ0_99_SQ0_925,-9934.889048715155,True,4520.8152499980215,0.952,True,3388.704400815361,True,2079.4674712354026,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_9_SQ0_99,-12635.320174622344,True,3457.3687011534453,0.985,True,3777.520299619722,True,2005.9603246191982,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_99_SQ0_9,-12635.320174622344,True,3874.990256770701,0.983,True,3777.520299619722,True,2005.9603246191982,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_985_SQ0_95,-10221.28941605579,True,4446.023422917709,0.959,True,3331.8184523333466,True,1953.9242595888581,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_99_SQ0_925,-10221.28941605579,True,4548.173345286366,0.955,True,3331.8184523333466,True,1953.9242595888581,True,4
P243_L1_IMBALANCE_REVERSAL_H20_EQ0_925_SQ0_995,-4878.741398044675,True,4450.788032044051,0.894,False,2392.613841606878,True,1895.3883303193188,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_995_SQ0_925,-5990.569136620301,True,4194.691297223193,0.899,False,2421.1760282522982,True,1707.2974065786975,True,3
P243_BAR_RETURN_REVERSAL_H5_EQ0_9_SQ0_99,-12265.185333664038,True,4379.635469460682,0.964,True,3407.3854586614234,True,1635.8254836608994,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_99_SQ0_9,-12265.185333664038,True,5020.391303742786,0.953,True,3407.3854586614234,True,1635.8254836608994,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_925_SQ0_99,-9474.60317297951,True,4174.044985216822,0.95,True,2928.4185250797177,True,1619.1815954997592,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_95_SQ0_985,-9474.60317297951,True,3995.080739025926,0.955,True,2928.4185250797177,True,1619.1815954997592,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_925_SQ0_985,-13363.971272237113,True,3888.023689419882,0.985,True,3574.4141304943105,True,1616.50270214575,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_985_SQ0_925,-13363.971272237113,True,3499.21100150483,0.993,True,3574.4141304943105,True,1616.50270214575,True,4
P243_L1_IMBALANCE_REVERSAL_H20_EQ0_9_SQ0_995,-5328.343589666155,True,3883.9853291212976,0.9,False,2123.6945657747265,True,1482.7647609964406,True,3
P243_BAR_RETURN_REVERSAL_H15_EQ0_925_SQ0_985,-12461.259372451088,True,3817.7958006081453,0.973,True,3303.4966415773397,True,1471.9440954025904,True,4
P243_BAR_RETURN_REVERSAL_H15_EQ0_9_SQ0_99,-11055.642034868779,True,4252.980126412681,0.956,True,3038.120197892027,True,1434.6158304966775,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_95_SQ0_975,-14552.720347471757,True,4042.051533981496,0.974,True,3616.2302595396595,True,1428.93224195324,True,4
P243_BAR_RETURN_REVERSAL_H6_EQ0_975_SQ0_95,-14552.720347471757,True,3856.628438540221,0.976,True,3616.2302595396595,True,1428.93224195324,True,4
P243_BAR_RETURN_REVERSAL_H15_EQ0_985_SQ0_925,-12735.633863185896,True,3848.7590939788993,0.976,True,3301.5359540537756,True,1414.7163722273508,True,4
P243_BAR_RETURN_REVERSAL_H10_EQ0_9_SQ0_99,-11677.852883836687,True,3670.8504672233285,0.974,True,3109.9656521570523,True,1396.3882058211257,True,4
P243_BAR_RETURN_REVERSAL_H15_EQ0_925_SQ0_99,-8878.421703322841,True,4810.447306167072,0.922,False,2603.12346232332,True,1348.0638141234158,True,3
P243_BAR_RETURN_REVERSAL_H15_EQ0_95_SQ0_985,-8878.421703322841,True,4817.8110281988775,0.919,False,2603.12346232332,True,1348.0638141234158,True,3
P243_BAR_RETURN_REVERSAL_H10_EQ0_985_SQ0_925,-13087.200919434901,True,3671.3863634652703,0.973,True,3297.6437776920984,True,1339.7323493435379,True,4
P243_BAR_RETURN_REVERSAL_H20_EQ0_99_SQ0_925,-9119.789877980573,True,4116.1226242572475,0.947,False,2573.605230080783,True,1264.3683005008243,True,3
P243_BAR_RETURN_REVERSAL_H15_EQ0_99_SQ0_9,-11516.64363435567,True,4485.511255499254,0.96,True,2948.7564026760338,True,1235.178956340107,True,4
P243_TOP5_IMBALANCE_CONTINUATION_H20_EQ0_95_SQ0_975,-11940.35209698789,True,2218.2147999440112,0.995,True,3003.4085596860277,True,1216.019852225655,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_925_SQ0_985,-12834.565814705718,True,4185.043754072673,0.963,True,3045.008672962914,True,1087.0972446143533,True,4
P243_BAR_RETURN_REVERSAL_H5_EQ0_985_SQ0_925,-12834.565814705718,True,4383.76955998109,0.963,True,3045.008672962914,True,1087.0972446143533,True,4
P243_BAR_RETURN_REVERSAL_H12_EQ0_925_SQ0_99,-8933.658244429438,True,4721.120950847806,0.923,False,2387.473596529648,True,1078.2366669496896,True,3
P243_BAR_RETURN_REVERSAL_H12_EQ0_95_SQ0_985,-8933.658244429438,True,4955.024369141636,0.928,False,2387.473596529648,True,1078.2366669496896,True,3
P243_BAR_RETURN_REVERSAL_H12_EQ0_985_SQ0_95,-8933.658244429438,True,4253.113172997255,0.932,False,2387.473596529648,True,1078.2366669496896,True,3
P243_BAR_RETURN_REVERSAL_H12_EQ0_99_SQ0_925,-8933.658244429438,True,4815.187407132227,0.917,False,2387.473596529648,True,1078.2366669496896,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_925_SQ0_995,-4865.501486801491,True,4531.0046012511175,0.842,False,1622.8922750375227,True,974.3704326847292,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_975_SQ0_985,-4865.501486801491,True,4411.738043298177,0.845,False,1622.8922750375227,True,974.3704326847292,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_985_SQ0_975,-4865.501486801491,True,3874.942491865966,0.864,False,1622.8922750375227,True,974.3704326847292,True,3
P243_L1_IMBALANCE_REVERSAL_H15_EQ0_925_SQ0_995,-3684.9519599719633,True,2679.054726507832,0.877,False,1198.824403534167,True,701.5988922466076,True,3
P243_BAR_RETURN_REVERSAL_H12_EQ0_925_SQ0_985,-11829.178710488204,True,3980.917989170886,0.959,True,2395.080801356081,True,508.26121952965605,True,4
P243_BAR_RETURN_REVERSAL_H12_EQ0_985_SQ0_925,-11829.178710488204,True,3792.0491351115306,0.966,True,2395.080801356081,True,508.26121952965605,True,4
P243_BAR_RETURN_REVERSAL_H3_EQ0_925_SQ0_995,-4689.8358336044785,True,2766.3031924473935,0.884,False,1120.4427252364762,True,406.5641035628755,True,3
P243_BAR_RETURN_REVERSAL_H3_EQ0_975_SQ0_985,-4689.8358336044785,True,2719.5551602451815,0.892,False,1120.4427252364762,True,406.5641035628755,True,3
P243_BAR_RETURN_REVERSAL_H3_EQ0_985_SQ0_975,-4689.8358336044785,True,2679.3134876748027,0.895,False,1120.4427252364762,True,406.5641035628755,True,3
P243_BAR_RETURN_REVERSAL_H3_EQ0_995_SQ0_925,-4689.8358336044785,True,2876.331959682744,0.891,False,1120.4427252364762,True,406.5641035628755,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_925_SQ0_99,-7856.133991015461,True,4219.905523674844,0.911,False,1580.8357500159404,True,325.7761018160363,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_95_SQ0_985,-7856.133991015461,True,4335.603572258623,0.903,False,1580.8357500159404,True,325.7761018160363,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_985_SQ0_95,-7856.133991015461,True,3999.222590672079,0.918,False,1580.8357500159404,True,325.7761018160363,True,3
P243_L1_IMBALANCE_REVERSAL_H15_EQ0_9_SQ0_995,-4149.944910050721,True,2857.9902135371353,0.865,False,945.2958861592922,True,304.36608138100655,True,3
P243_L1_IMBALANCE_CONTINUATION_H8_EQ0_975_SQ0_985,-3500.9625124140343,True,2561.5974806028103,0.827,False,668.429267682123,True,101.9226187357408,True,3
P243_BAR_RETURN_REVERSAL_H20_EQ0_925_SQ0_985,-10712.458844167579,True,2763.092275085198,0.963,True,1854.6589691649624,True,83.09899416443841,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_95_SQ0_975,-13138.692783278915,True,3046.7931063883507,0.979,True,2202.202695346814,True,14.904677760394407,True,4
P243_BAR_RETURN_REVERSAL_H4_EQ0_975_SQ0_95,-13138.692783278915,True,3493.460371239352,0.971,True,2202.202695346814,True,14.904677760394407,True,4
P243_L1_IMBALANCE_CONTINUATION_H10_EQ0_975_SQ0_985,-3401.7105479591296,True,2254.060155975172,0.864,False,569.1773032272179,True,2.670654280835606,True,3
