candidate_id,family_id,trade_date,exchange,symbol,source_event_bar_id,horizon_event_bars,event_quantile,signal_quantile,side,event_window_score,bar_return,close_mid_price,future_return_h8,gross_pnl_inr,cost_pnl_drag_inr,net_pnl_inr
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-13,NSE,TCS,0,8,0.99,0.9,-1.0,35.07061317642131,0.008815028901734134,2094.3,0.0035095258558945908,-350.9525855894591,127.5649320345748,-478.51751762403387
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,BAJAJ-AUTO,0,8,0.99,0.9,-1.0,54.792026091704855,0.011774209341036013,10333.25,-0.011733965596496754,1173.3965596496753,111.2298173275591,1062.166742322116
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,BHARTIARTL,0,8,0.99,0.9,-1.0,56.851154863169704,0.012039246884115506,1908.1999999999998,0.011896027670055709,-1189.602767005571,108.88390411906508,-1298.4866711246361
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,BRITANNIA,0,8,0.99,0.9,-1.0,21.959946856584217,0.01215790979307707,5307.25,0.005558434217344255,-555.8434217344254,175.94984195204674,-731.7932636864722
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,HCLTECH,0,8,0.99,0.9,1.0,31.40050338306266,-0.008376396066010927,1189.75,0.006640050430762878,664.0050430762878,137.31452632906073,526.6905167472271
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,HCLTECH,1,8,0.99,0.9,-1.0,42.675332276954215,0.00921058165454025,1199.8,-0.0014169028171362452,141.69028171362453,114.35314532422032,27.337136389404208
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,INFY,29,8,0.99,0.9,-1.0,38.11282297994975,0.008136027059146178,1102.8000000000002,-0.003944504896627121,394.45048966271213,109.8846820457039,284.5658076170082
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,INFY,30,8,0.99,0.9,-1.0,36.35350349259883,0.007796564072344747,1111.65,-0.012369001034498228,1236.9001034498228,115.96505732919371,1120.935046120629
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,KOTAKBANK,0,8,0.99,0.9,1.0,34.28812672302907,-0.007955138236828252,380.35,0.0006572893387668532,65.72893387668532,110.28735222820966,-44.55841835152434
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,NESTLEIND,0,8,0.99,0.9,-1.0,34.187206873192146,0.011767192784667424,1435.9,0.0049794553938296016,-497.94553938296013,148.14536881398647,-646.0909081969467
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,TCS,2,8,0.99,0.9,-1.0,41.09015828174533,0.00837969796752569,2220.2,-0.006823709575713766,682.3709575713766,108.35456276010885,574.0163948112678
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-14,NSE,TCS,29,8,0.99,0.9,-1.0,37.08633582131731,0.007829084019994825,2207.7,-0.004778728993975689,477.8728993975689,109.85880565294404,368.01409374462486
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-15,NSE,AXISBANK,57,8,0.99,0.9,1.0,43.37787237421027,-0.00832275882660305,1328.55,0.0007903353279892222,79.03353279892222,106.01490968349053,-26.981376884568306
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-15,NSE,AXISBANK,59,8,0.99,0.9,1.0,45.597733526298526,-0.009687062473984875,1308.55,0.01616292843223399,1616.2928432233991,114.77779546827023,1501.515047755129
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-15,NSE,AXISBANK,63,8,0.99,0.9,-1.0,39.51985123093991,0.008068199117065022,1324.4,0.002453941407429827,-245.3941407429827,111.37343799456495,-356.76757873754764
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-15,NSE,HCLTECH,3,8,0.99,0.9,-1.0,49.57961585139372,0.01136510396487167,1174.65,-0.0010641467671220761,106.41467671220761,125.24707068488291,-18.832393972675305
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-15,NSE,TCS,0,8,0.99,0.9,1.0,49.82593088852073,-0.011382188599415977,2149.7,0.013164627622459069,1316.4627622459068,118.500151481597,1197.9626107643098
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-16,NSE,HCLTECH,0,8,0.99,0.9,-1.0,79.00058481987267,0.01850355183121355,1197.2,-0.002297026394921464,229.70263949214643,126.11588092214826,103.58675856999817
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,2026-07-16,NSE,INFY,0,8,0.99,0.9,-1.0,54.31606916953796,0.01136153704045828,1094.9,-0.008767924011325312,876.7924011325312,112.82093878893215,763.971462343599
