candidate_id,family_id,signal_source,direction,horizon_event_bars,event_quantile,signal_quantile,event_window_score_threshold,signal_abs_threshold,training_trades,training_net_pnl_inr,training_gross_pnl_inr,training_cost_pnl_drag_inr,cost150_net_pnl_inr,cost200_net_pnl_inr,training_dates,training_symbols,training_positive_dates,training_min_date_net_pnl_inr,training_max_date_contribution_abs,training_max_symbol_contribution_abs,training_precision_cost_clear,cost_stress_pass
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_9,bar_return_reversal,bar_return,reversal,8,0.99,0.9,15.588121832874577,0.007790130735808787,29,8576.392616633566,12119.512566634614,3543.119950001047,6804.832641633044,5033.27266663252,5,13,4,-970.6334491026126,0.5992933496930695,0.497183932370359,0.5862068965517241,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,12,0.995,0.9,19.497499708406448,0.009119762163030898,15,6883.781784234623,8796.683759670765,1912.9019754361414,5927.330796516553,4970.8798087984815,4,11,3,-1015.9788581165003,0.7037229924315839,0.3513818664122695,0.7333333333333333,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_975_SQ0_975,bar_return_reversal,bar_return,reversal,8,0.975,0.975,10.96922420818278,0.008724728402395566,18,7196.368180913371,9485.64347028893,2289.275289375558,6051.730536225592,4907.092891537814,5,12,3,-1586.8669642965347,0.8061498213712625,0.3870756843110031,0.6111111111111112,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,6,0.9,0.995,5.961380692012275,0.009123394942691269,14,6606.086088255338,8385.220259734295,1779.1341714789571,5716.519002515859,4826.951916776381,4,10,3,-1602.3944916049354,0.7252527717278334,0.32888646054044635,0.7142857142857143,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,12,0.9,0.995,5.961380692012275,0.009186060391832727,14,6535.06499526284,8314.199166741797,1779.1341714789571,5645.497909523361,4755.930823783883,4,10,3,-1015.9788581165003,0.6879133919455416,0.3701319104052551,0.7142857142857143,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,12,0.95,0.99,8.334102985231581,0.009168804688445945,14,6535.06499526284,8314.199166741797,1779.1341714789571,5645.497909523361,4755.930823783883,4,10,3,-1015.9788581165003,0.6879133919455416,0.3701319104052551,0.7142857142857143,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,12,0.99,0.95,15.588121832874577,0.009133385086757298,14,6535.06499526284,8314.199166741797,1779.1341714789571,5645.497909523361,4755.930823783883,4,10,3,-1015.9788581165003,0.6879133919455416,0.3701319104052551,0.7142857142857143,True
P243_BAR_RETURN_REVERSAL_H5_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,5,0.9,0.995,5.961380692012275,0.009116831648754516,15,6630.854391831634,8543.756367267775,1912.9019754361414,5674.403404113564,4717.952416395492,4,11,3,-443.50144234545587,0.7074118853807679,0.2758712030753691,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H5_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,5,0.95,0.99,8.334102985231581,0.009102179077372475,15,6630.854391831634,8543.756367267775,1912.9019754361414,5674.403404113564,4717.952416395492,4,11,3,-443.50144234545587,0.7074118853807679,0.2758712030753691,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H5_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,5,0.99,0.95,15.588121832874577,0.009090457020266828,15,6630.854391831634,8543.756367267775,1912.9019754361414,5674.403404113564,4717.952416395492,4,11,3,-443.50144234545587,0.7074118853807679,0.2758712030753691,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H5_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,5,0.995,0.9,19.497499708406448,0.00908068863934548,15,6630.854391831634,8543.756367267775,1912.9019754361414,5674.403404113564,4717.952416395492,4,11,3,-443.50144234545587,0.7074118853807679,0.2758712030753691,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H15_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,15,0.9,0.995,5.961380692012275,0.00923878143967675,13,6337.041455002158,8001.822481156894,1664.7810261547368,5504.650941924789,4672.260428847421,4,10,3,-523.5957989404726,0.7307986451416725,0.39180394303981475,0.6923076923076923,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_925_SQ0_985,bar_return_reversal,bar_return,reversal,8,0.925,0.985,6.908611171778688,0.007688206996179878,32,8445.402698845812,12361.225555542933,3915.822856697121,6487.491270497251,4529.579842148691,5,15,4,-970.6334491026126,0.5336923422812527,0.5048953565319904,0.59375,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_925,bar_return_reversal,bar_return,reversal,8,0.985,0.925,13.298295367314408,0.007583501953406985,32,8445.402698845812,12361.225555542933,3915.822856697121,6487.491270497251,4529.579842148691,5,15,4,-970.6334491026126,0.5336923422812527,0.5048953565319904,0.59375,True
P243_BAR_RETURN_REVERSAL_H15_EQ0_975_SQ0_975,bar_return_reversal,bar_return,reversal,15,0.975,0.975,10.96922420818278,0.008818691384720273,17,6686.075187016572,8847.785544357555,2161.710357340983,5605.220008346081,4524.364829675589,5,12,3,-343.82905577125916,0.721132749212564,0.3713505696283544,0.6470588235294118,True
P243_BAR_RETURN_REVERSAL_H10_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,10,0.9,0.995,5.961380692012275,0.00915563586217709,14,6218.087469373902,7997.221640852859,1779.1341714789571,5328.5203836344235,4438.953297894945,4,10,3,-1250.4135921130471,0.6672384389227523,0.41253968844393096,0.6428571428571429,True
P243_BAR_RETURN_REVERSAL_H10_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,10,0.95,0.99,8.334102985231581,0.00914065064607805,14,6218.087469373902,7997.221640852859,1779.1341714789571,5328.5203836344235,4438.953297894945,4,10,3,-1250.4135921130471,0.6672384389227523,0.41253968844393096,0.6428571428571429,True
P243_MICROPRICE_REVERSAL_H8_EQ0_995_SQ0_9,avg_microprice_dev_reversal,avg_microprice_dev,reversal,8,0.995,0.9,19.497499708406448,5.667573268570194e-05,15,6227.591949135877,8049.293573911821,1821.701624775944,5316.741136747905,4405.8903243599325,5,9,3,-146.36776535934854,0.8771116501878207,0.5768259224225486,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_95,bar_return_reversal,bar_return,reversal,8,0.985,0.95,13.298295367314408,0.008373714204040532,22,7158.180428353568,9913.968813842544,2755.788385488977,5780.286235609079,4402.392042864591,5,12,3,-1043.6380638739925,0.718028151280817,0.38914067144039083,0.5909090909090909,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_925,bar_return_reversal,bar_return,reversal,8,0.99,0.925,15.588121832874577,0.008364327687144157,22,7158.180428353568,9913.968813842544,2755.788385488977,5780.286235609079,4402.392042864591,5,12,3,-1043.6380638739925,0.718028151280817,0.38914067144039083,0.5909090909090909,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_975_SQ0_975,bar_return_reversal,bar_return,reversal,6,0.975,0.975,10.96922420818278,0.008716519266092067,18,6619.426312038203,8908.70160141376,2289.275289375558,5474.788667350424,4330.151022662645,5,12,3,-1602.3944916049354,0.765862256492652,0.3282236509892946,0.6111111111111112,True
P243_BAR_RETURN_REVERSAL_H10_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,10,0.99,0.95,15.588121832874577,0.009090457020266828,15,6201.899944365799,8114.80191980194,1912.9019754361414,5245.448956647728,4288.997968929658,4,11,3,-1250.4135921130471,0.6663699008715109,0.4136164546903114,0.6,True
P243_BAR_RETURN_REVERSAL_H10_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,10,0.995,0.9,19.497499708406448,0.00908068863934548,15,6201.899944365799,8114.80191980194,1912.9019754361414,5245.448956647728,4288.997968929658,4,11,3,-1250.4135921130471,0.6663699008715109,0.4136164546903114,0.6,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_9_SQ0_995,bar_return_reversal,bar_return,reversal,4,0.9,0.995,5.961380692012275,0.00909924856309605,15,6100.354266502385,8013.256241938527,1912.9019754361414,5143.903278784315,4187.452291066244,4,11,3,-638.3172723541436,0.7254560860709229,0.2885685066637127,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_95_SQ0_99,bar_return_reversal,bar_return,reversal,4,0.95,0.99,8.334102985231581,0.009090457020266817,15,6100.354266502385,8013.256241938527,1912.9019754361414,5143.903278784315,4187.452291066244,4,11,3,-638.3172723541436,0.7254560860709229,0.2885685066637127,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,4,0.99,0.95,15.588121832874577,0.009080688639345483,15,6100.354266502385,8013.256241938527,1912.9019754361414,5143.903278784315,4187.452291066244,4,11,3,-638.3172723541436,0.7254560860709229,0.2885685066637127,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,4,0.995,0.9,19.497499708406448,0.00908068863934548,15,6100.354266502385,8013.256241938527,1912.9019754361414,5143.903278784315,4187.452291066244,4,11,3,-638.3172723541436,0.7254560860709229,0.2885685066637127,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_9_SQ0_99,bar_return_reversal,bar_return,reversal,8,0.9,0.99,5.961380692012275,0.007809246851928273,28,7455.457570512938,10882.612463184792,3427.154892671854,5741.880124177011,4028.302677841084,5,13,4,-970.6334491026126,0.6893976675333181,0.42158506447688265,0.5714285714285714,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_925_SQ0_99,bar_return_reversal,bar_return,reversal,8,0.925,0.99,6.908611171778688,0.008377221541389618,21,6631.489911606338,9249.963770766255,2618.473859159917,5322.252982026379,4013.016052446421,5,12,3,-1043.6380638739925,0.7750558514022133,0.42004725564096257,0.5714285714285714,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_95_SQ0_985,bar_return_reversal,bar_return,reversal,8,0.95,0.985,8.334102985231581,0.008376891351238142,21,6631.489911606338,9249.963770766255,2618.473859159917,5322.252982026379,4013.016052446421,5,12,3,-1043.6380638739925,0.7750558514022133,0.42004725564096257,0.5714285714285714,True
P243_MICROPRICE_REVERSAL_H15_EQ0_995_SQ0_9,avg_microprice_dev_reversal,avg_microprice_dev,reversal,15,0.995,0.9,19.497499708406448,5.6852173267695104e-05,14,5622.470398186095,7317.597767101671,1695.1273689155757,4774.906713728307,3927.3430292705193,5,8,3,-606.3036315798245,0.9358862389359286,0.5375371251077934,0.6428571428571429,True
P243_BAR_RETURN_REVERSAL_H5_EQ0_975_SQ0_975,bar_return_reversal,bar_return,reversal,5,0.975,0.975,10.96922420818278,0.008712414697940318,18,6078.686063169992,8367.96135254555,2289.275289375558,4934.048418482213,3789.410773794434,5,12,3,-459.5003255086651,0.7564261677728625,0.3009304575828416,0.5555555555555556,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_925_SQ0_995,bar_return_reversal,bar_return,reversal,8,0.925,0.995,6.908611171778688,0.010662899812490773,11,5208.712715397483,6636.469958744684,1427.757243347201,4494.834093723883,3780.955472050282,4,8,3,-1614.204100685939,0.9169690553789183,0.5347845600980518,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_975_SQ0_985,bar_return_reversal,bar_return,reversal,8,0.975,0.985,10.96922420818278,0.010420892152541352,11,5208.712715397483,6636.469958744684,1427.757243347201,4494.834093723883,3780.955472050282,4,8,3,-1614.204100685939,0.9169690553789183,0.5347845600980518,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_975,bar_return_reversal,bar_return,reversal,8,0.985,0.975,13.298295367314408,0.010428698851249304,11,5208.712715397483,6636.469958744684,1427.757243347201,4494.834093723883,3780.955472050282,4,8,3,-1614.204100685939,0.9169690553789183,0.5347845600980518,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_995_SQ0_925,bar_return_reversal,bar_return,reversal,8,0.995,0.925,19.497499708406448,0.01023353138354817,11,5208.712715397483,6636.469958744684,1427.757243347201,4494.834093723883,3780.955472050282,4,8,3,-1614.204100685939,0.9169690553789183,0.5347845600980518,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_975_SQ0_975,bar_return_reversal,bar_return,reversal,4,0.975,0.975,10.96922420818278,0.008704205561636803,18,6059.357945207711,8348.633234583269,2289.275289375558,4914.720300519932,3770.0826558321533,5,12,3,-638.3172723541436,0.7339071334057531,0.29052089952805343,0.6666666666666666,True
P243_MICROPRICE_REVERSAL_H8_EQ0_995_SQ0_925,avg_microprice_dev_reversal,avg_microprice_dev,reversal,8,0.995,0.925,19.497499708406448,6.100840410567018e-05,11,4844.235310459021,6207.570604424172,1363.335293965151,4162.567663476446,3480.90001649387,5,7,3,-146.36776535934854,0.7189627286321794,0.6487097592416976,0.7272727272727273,True
P243_BAR_RETURN_REVERSAL_H15_EQ0_985_SQ0_975,bar_return_reversal,bar_return,reversal,15,0.985,0.975,13.298295367314408,0.01124840221559431,11,4828.1159017706395,6255.873145117841,1427.757243347201,4114.23728009704,3400.358658423439,4,8,3,-523.5957989404726,0.8539846266241407,0.5142539822554906,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H15_EQ0_995_SQ0_925,bar_return_reversal,bar_return,reversal,15,0.995,0.925,19.497499708406448,0.010701933306031017,11,4828.1159017706395,6255.873145117841,1427.757243347201,4114.23728009704,3400.358658423439,4,8,3,-523.5957989404726,0.8539846266241407,0.5142539822554906,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_925_SQ0_99,bar_return_reversal,bar_return,reversal,4,0.925,0.99,6.908611171778688,0.008367277735311584,22,6127.421468497107,8883.209853986084,2755.788385488977,4749.527275752618,3371.6330830081297,5,12,4,-396.2331926134219,0.5761503380510188,0.2954134736699072,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_95_SQ0_985,bar_return_reversal,bar_return,reversal,4,0.95,0.985,8.334102985231581,0.008364327687144159,22,6127.421468497107,8883.209853986084,2755.788385488977,4749.527275752618,3371.6330830081297,5,12,4,-396.2331926134219,0.5761503380510188,0.2954134736699072,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_985_SQ0_95,bar_return_reversal,bar_return,reversal,4,0.985,0.95,13.298295367314408,0.00836566861812935,22,6127.421468497107,8883.209853986084,2755.788385488977,4749.527275752618,3371.6330830081297,5,12,4,-396.2331926134219,0.5761503380510188,0.2954134736699072,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H4_EQ0_99_SQ0_925,bar_return_reversal,bar_return,reversal,4,0.99,0.925,15.588121832874577,0.008360304894188562,22,6127.421468497107,8883.209853986084,2755.788385488977,4749.527275752618,3371.6330830081297,5,12,4,-396.2331926134219,0.5761503380510188,0.2954134736699072,0.6363636363636364,True
P243_MICROPRICE_REVERSAL_H12_EQ0_995_SQ0_9,avg_microprice_dev_reversal,avg_microprice_dev,reversal,12,0.995,0.9,19.497499708406448,5.681668274769875e-05,15,5181.340772115357,7003.042396891301,1821.701624775944,4270.489959727385,3359.639147339413,5,9,2,-333.02514998687093,0.9526449240981285,0.5509691423896291,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_99_SQ0_9,bar_return_reversal,bar_return,reversal,6,0.99,0.9,15.588121832874577,0.007790130735808787,29,6876.461575265127,10419.581525266174,3543.119950001047,5104.901600264604,3333.34162526408,5,13,4,-776.3251344787315,0.6763923331554678,0.526350778202787,0.6206896551724138,True
P243_MICROPRICE_REVERSAL_H4_EQ0_995_SQ0_9,avg_microprice_dev_reversal,avg_microprice_dev,reversal,4,0.995,0.9,19.497499708406448,5.667573268570194e-05,15,5147.014392192681,6968.716016968625,1821.701624775944,4236.163579804708,3325.3127674167367,5,9,2,-549.0588787272989,0.9392800424414779,0.5698632009025684,0.5333333333333333,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_95_SQ0_985,bar_return_reversal,bar_return,reversal,6,0.95,0.985,8.334102985231581,0.008373982390237568,22,6047.525882829919,8803.314268318896,2755.788385488977,4669.631690085431,3291.7374973409424,5,12,3,-1102.5536648421494,0.7691055778617016,0.35926299675051504,0.5909090909090909,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_985_SQ0_95,bar_return_reversal,bar_return,reversal,6,0.985,0.95,13.298295367314408,0.008371032342070138,22,6047.525882829919,8803.314268318896,2755.788385488977,4669.631690085431,3291.7374973409424,5,12,3,-1102.5536648421494,0.7691055778617016,0.35926299675051504,0.5909090909090909,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_99_SQ0_925,bar_return_reversal,bar_return,reversal,6,0.99,0.925,15.588121832874577,0.008364327687144157,22,6047.525882829919,8803.314268318896,2755.788385488977,4669.631690085431,3291.7374973409424,5,12,3,-1102.5536648421494,0.7691055778617016,0.35926299675051504,0.5909090909090909,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_925_SQ0_99,bar_return_reversal,bar_return,reversal,6,0.925,0.99,6.908611171778688,0.00837649512305637,21,5894.863523258579,8513.337382418496,2618.473859159917,4585.62659367862,3276.3896640986623,5,12,3,-1102.5536648421494,0.7890235067183382,0.36856701822178506,0.5714285714285714,True
P243_MICROPRICE_REVERSAL_H6_EQ0_995_SQ0_9,avg_microprice_dev_reversal,avg_microprice_dev,reversal,6,0.995,0.9,19.497499708406448,5.667573268570194e-05,15,5085.942276795704,6907.643901571648,1821.701624775944,4175.091464407731,3264.2406520197596,5,9,2,-469.17723128097623,1.0668539370071248,0.6626192318917269,0.5333333333333333,True
P243_MICROPRICE_REVERSAL_H20_EQ0_995_SQ0_9,avg_microprice_dev_reversal,avg_microprice_dev,reversal,20,0.995,0.9,19.497499708406448,5.6887663787691465e-05,14,4949.092132045137,6644.219500960713,1695.1273689155757,4101.52844758735,3253.9647631295616,5,8,2,-299.53798584383725,0.9642431208951603,0.6164012871534373,0.5714285714285714,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_925_SQ0_995,bar_return_reversal,bar_return,reversal,6,0.925,0.995,6.908611171778688,0.010491152440913535,11,4662.890942682456,6090.648186029656,1427.757243347201,3949.012321008855,3235.1336993352543,4,8,3,-1617.2295443137184,0.9343120411099726,0.46594533269137606,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_975_SQ0_985,bar_return_reversal,bar_return,reversal,6,0.975,0.985,10.96922420818278,0.010374051960292934,11,4662.890942682456,6090.648186029656,1427.757243347201,3949.012321008855,3235.1336993352543,4,8,3,-1617.2295443137184,0.9343120411099726,0.46594533269137606,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_985_SQ0_975,bar_return_reversal,bar_return,reversal,6,0.985,0.975,13.298295367314408,0.010389665357709103,11,4662.890942682456,6090.648186029656,1427.757243347201,3949.012321008855,3235.1336993352543,4,8,3,-1617.2295443137184,0.9343120411099726,0.46594533269137606,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_995_SQ0_925,bar_return_reversal,bar_return,reversal,6,0.995,0.925,19.497499708406448,0.01023353138354817,11,4662.890942682456,6090.648186029656,1427.757243347201,3949.012321008855,3235.1336993352543,4,8,3,-1617.2295443137184,0.9343120411099726,0.46594533269137606,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_985_SQ0_995,bar_return_reversal,bar_return,reversal,8,0.985,0.995,13.298295367314408,0.013388611407685071,3,3586.4113955139683,3982.677987051486,396.26659153751785,3388.278099745209,3190.1448039764505,2,3,2,103.58675856999817,0.9711168778072787,0.5636742283291966,1.0,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_99_SQ0_99,bar_return_reversal,bar_return,reversal,8,0.99,0.99,15.588121832874577,0.012391674345572472,3,3586.4113955139683,3982.677987051486,396.26659153751785,3388.278099745209,3190.1448039764505,2,3,2,103.58675856999817,0.9711168778072787,0.5636742283291966,1.0,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_995_SQ0_985,bar_return_reversal,bar_return,reversal,8,0.995,0.985,19.497499708406448,0.013354234267612253,3,3586.4113955139683,3982.677987051486,396.26659153751785,3388.278099745209,3190.1448039764505,2,3,2,103.58675856999817,0.9711168778072787,0.5636742283291966,1.0,True
P243_BAR_RETURN_REVERSAL_H6_EQ0_9_SQ0_985,bar_return_reversal,bar_return,reversal,6,0.9,0.985,5.961380692012275,0.006854375448900408,42,8298.755172111589,13417.056244843849,5118.301072732261,5739.604635745458,3180.454099379327,5,16,4,-148.1241229268312,0.6189338941600988,0.46781233830843366,0.5714285714285714,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_925_SQ0_995,bar_return_reversal,bar_return,reversal,12,0.925,0.995,6.908611171778688,0.011224982119470013,11,4515.708804708334,5943.466048055535,1427.757243347201,3801.8301830347336,3087.951561361133,4,8,3,-1247.516694622579,0.8974434894663273,0.5356492625913187,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_975_SQ0_985,bar_return_reversal,bar_return,reversal,12,0.975,0.985,10.96922420818278,0.010912714171148233,11,4515.708804708334,5943.466048055535,1427.757243347201,3801.8301830347336,3087.951561361133,4,8,3,-1247.516694622579,0.8974434894663273,0.5356492625913187,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_985_SQ0_975,bar_return_reversal,bar_return,reversal,12,0.985,0.975,13.298295367314408,0.010897100773732153,11,4515.708804708334,5943.466048055535,1427.757243347201,3801.8301830347336,3087.951561361133,4,8,3,-1247.516694622579,0.8974434894663273,0.5356492625913187,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H12_EQ0_995_SQ0_925,bar_return_reversal,bar_return,reversal,12,0.995,0.925,19.497499708406448,0.010467732344789593,11,4515.708804708334,5943.466048055535,1427.757243347201,3801.8301830347336,3087.951561361133,4,8,3,-1247.516694622579,0.8974434894663273,0.5356492625913187,0.6363636363636364,True
P243_BAR_RETURN_REVERSAL_H20_EQ0_99_SQ0_95,bar_return_reversal,bar_return,reversal,20,0.99,0.95,15.588121832874577,0.009178794832511975,14,4839.999780479898,6619.133951958855,1779.1341714789571,3950.432694740419,3060.8656090009404,4,10,2,-987.3758293115037,0.873972549065303,0.47815768420415405,0.6428571428571429,True
P243_BAR_RETURN_REVERSAL_H20_EQ0_995_SQ0_9,bar_return_reversal,bar_return,reversal,20,0.995,0.9,19.497499708406448,0.00915608995963464,14,4839.999780479898,6619.133951958855,1779.1341714789571,3950.432694740419,3060.8656090009404,4,10,2,-987.3758293115037,0.873972549065303,0.47815768420415405,0.6428571428571429,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_975_SQ0_95,bar_return_reversal,bar_return,reversal,8,0.975,0.95,10.96922420818278,0.007216513365711473,36,7414.493431776246,11789.089466949086,4374.59603517284,5227.195414189826,3039.8973966034064,5,16,4,-1688.6794489050856,0.5191634530299035,0.4863625417602063,0.5833333333333334,True
P243_MICROPRICE_REVERSAL_H10_EQ0_995_SQ0_9,avg_microprice_dev_reversal,avg_microprice_dev,reversal,10,0.995,0.9,19.497499708406448,5.667573268570194e-05,15,4859.477830219658,6681.179454995602,1821.701624775944,3948.627017831686,3037.776205443714,5,9,3,-347.90752915474826,0.9116183630413236,0.5914595277425932,0.6666666666666666,True
P243_BAR_RETURN_REVERSAL_H8_EQ0_9_SQ0_985,bar_return_reversal,bar_return,reversal,8,0.9,0.985,5.961380692012275,0.006859179444795057,42,8137.219160348338,13255.520233080599,5118.301072732261,5578.068623982208,3018.918087616077,5,16,4,-1988.5106733245966,0.59871694119291,0.4431651403608845,0.5476190476190477,True
