panel_name,panel_root,symbol,trade_date,sampled_files,sampled_rows,read_errors,valid_l1_book_fraction,first_receive_ms,last_receive_ms,median_gap_ms,p90_gap_ms
l2_multiday_panel,real_data_sample\l2_multiday_panel,RELIANCE,2026-07-09,50,1007,0,0.9980139026812314,1783578354738.0,1783591273852.0,500.0,1001.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,SBIN,2026-07-09,50,897,0,0.9977703455964325,1783578354738.0,1783591273851.0,500.0,1750.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,SUNPHARMA,2026-07-09,50,730,0,0.9972602739726028,1783578354738.0,1783591273852.0,500.0,2310.600000000003
l2_multiday_panel,real_data_sample\l2_multiday_panel,TCS,2026-07-09,50,904,0,0.9977876106194691,1783578354738.0,1783591273851.0,500.0,1751.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,TECHM,2026-07-09,50,361,0,0.9944598337950139,1783578354738.0,1783591274477.0,1250.0,250050.80000000002
l2_multiday_panel,real_data_sample\l2_multiday_panel,ULTRACEMCO,2026-07-09,50,262,0,0.9923664122137404,1783578354738.0,1783591273851.0,2001.0,252153.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,WIPRO,2026-07-09,50,513,0,0.9961013645224172,1783578354738.0,1783591273852.0,756.0,5102.200000000023
l2_multiday_panel,real_data_sample\l2_multiday_panel,ADANIPORTS,2026-07-10,50,441,0,0.9977324263038548,1783654893914.0,1783677679388.0,999.0,436355.00000000006
l2_multiday_panel,real_data_sample\l2_multiday_panel,AXISBANK,2026-07-10,50,469,0,0.997867803837953,1783654893914.0,1783677679388.0,766.5,434142.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BAJAJ-AUTO,2026-07-10,50,415,0,0.9975903614457832,1783654893914.0,1783677679388.0,1000.0,437536.6
l2_multiday_panel,real_data_sample\l2_multiday_panel,BANKBEES,2026-07-10,50,373,0,0.9946380697050938,1783655109413.0,1783677689205.0,1000.0,445238.10000000003
l2_multiday_panel,real_data_sample\l2_multiday_panel,BHARTIARTL,2026-07-10,50,507,0,0.9980276134122288,1783654893914.0,1783677679388.0,751.0,5876.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BPCL,2026-07-10,50,260,0,0.9961538461538462,1783654893914.0,1783677679388.0,2001.0,452657.4
l2_multiday_panel,real_data_sample\l2_multiday_panel,BRITANNIA,2026-07-10,50,246,0,0.9959349593495935,1783654893914.0,1783677679388.0,2001.0,452438.6
l2_multiday_panel,real_data_sample\l2_multiday_panel,CIPLA,2026-07-10,50,323,0,0.9969040247678018,1783654893914.0,1783677679388.0,1501.0,449358.20000000007
l2_multiday_panel,real_data_sample\l2_multiday_panel,DRREDDY,2026-07-10,50,810,0,0.9987654320987654,1783654893914.0,1783677675205.0,500.0,2000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,GOLDBEES,2026-07-10,50,369,0,0.994579945799458,1783655109413.0,1783677688955.0,1250.0,441615.9
l2_multiday_panel,real_data_sample\l2_multiday_panel,HCLTECH,2026-07-10,50,760,0,0.9986842105263158,1783654893914.0,1783677675205.0,750.0,2000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HDFCBANK,2026-07-10,50,896,0,0.9988839285714286,1783654893914.0,1783677675205.0,500.0,1359.600000000004
l2_multiday_panel,real_data_sample\l2_multiday_panel,HINDUNILVR,2026-07-10,50,357,0,0.9971988795518207,1783654893914.0,1783677679388.0,1169.0,444326.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ICICIBANK,2026-07-10,50,573,0,0.9982547993019197,1783654893914.0,1783677675205.0,750.0,3975.899999999994
l2_multiday_panel,real_data_sample\l2_multiday_panel,INFY,2026-07-10,50,879,0,1.0,1783654893914.0,1783677602195.0,500.0,1831.7000000000162
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITBEES,2026-07-10,50,247,0,0.9919028340080972,1783655109413.0,1783677688705.0,2250.0,450936.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITC,2026-07-10,50,598,0,0.9983277591973244,1783654893914.0,1783677675205.0,749.0,3006.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,JUNIORBEES,2026-07-10,50,662,0,0.9984894259818731,1783655109413.0,1783677602195.0,907.0,2619.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,KOTAKBANK,2026-07-10,50,446,0,0.9977578475336323,1783654893914.0,1783677679388.0,1000.0,435892.4
l2_multiday_panel,real_data_sample\l2_multiday_panel,LT,2026-07-10,50,479,0,0.9979123173277662,1783654893914.0,1783677679388.0,1000.0,434093.8
l2_multiday_panel,real_data_sample\l2_multiday_panel,M&M,2026-07-10,50,420,0,0.9976190476190476,1783654893914.0,1783677679389.0,1000.0,437873.6
l2_multiday_panel,real_data_sample\l2_multiday_panel,MARUTI,2026-07-10,50,543,0,0.998158379373849,1783654893914.0,1783677675205.0,750.0,4750.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,NESTLEIND,2026-07-10,50,365,0,0.9972602739726028,1783654893914.0,1783677680205.0,1000.0,443610.89999999997
l2_multiday_panel,real_data_sample\l2_multiday_panel,NIFTYBEES,2026-07-10,50,522,0,0.9961685823754789,1783655109413.0,1783677688705.0,750.0,4750.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ONGC,2026-07-10,50,393,0,0.9974554707379135,1783654893914.0,1783677679388.0,1000.0,440753.8000000001
l2_multiday_panel,real_data_sample\l2_multiday_panel,RELIANCE,2026-07-10,50,597,0,1.0,1783654893914.0,1783677602195.0,750.0,3000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,SBIN,2026-07-10,50,696,0,0.9985632183908046,1783654893914.0,1783677675205.0,500.0,3000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,SUNPHARMA,2026-07-10,50,462,0,0.9978354978354979,1783654893914.0,1783677679388.0,750.0,434958.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,TCS,2026-07-10,50,1049,0,1.0,1783654893914.0,1783677602196.0,500.0,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,TECHM,2026-07-10,50,431,0,0.9976798143851509,1783654893914.0,1783677679388.0,1000.0,437629.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ULTRACEMCO,2026-07-10,50,222,0,0.9954954954954955,1783654893914.0,1783677679388.0,3000.0,452313.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,WIPRO,2026-07-10,50,430,0,0.9976744186046511,1783654893914.0,1783677679388.0,1000.0,437807.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ADANIPORTS,2026-07-13,50,426,0,0.9976525821596244,1783914093966.0,1783936900961.0,1000.0,440110.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,AXISBANK,2026-07-13,50,476,0,0.9978991596638656,1783914093966.0,1783936869060.0,750.0,434613.80000000005
l2_multiday_panel,real_data_sample\l2_multiday_panel,BAJAJ-AUTO,2026-07-13,50,818,0,0.9987775061124694,1783914093966.0,1783936869461.0,500.0,1250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BANKBEES,2026-07-13,50,621,0,0.998389694041868,1783914311961.0,1783936885837.0,1000.0,2750.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BHARTIARTL,2026-07-13,50,544,0,0.9981617647058824,1783914093966.0,1783936900961.0,750.0,3999.8
l2_multiday_panel,real_data_sample\l2_multiday_panel,BPCL,2026-07-13,50,308,0,0.9967532467532467,1783914093966.0,1783936869060.0,1750.0,448954.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BRITANNIA,2026-07-13,50,275,0,0.9963636363636363,1783914093966.0,1783936870211.0,1750.0,450076.7
l2_multiday_panel,real_data_sample\l2_multiday_panel,CIPLA,2026-07-13,50,324,0,0.9969135802469136,1783914093966.0,1783936900961.0,1500.0,448705.80000000005
l2_multiday_panel,real_data_sample\l2_multiday_panel,DRREDDY,2026-07-13,50,327,0,0.9969418960244648,1783914093966.0,1783936869211.0,1749.0,448010.5
l2_multiday_panel,real_data_sample\l2_multiday_panel,GOLDBEES,2026-07-13,50,402,0,0.9950248756218906,1783914310711.0,1783936882210.0,1000.0,439511.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HCLTECH,2026-07-13,50,879,0,0.9988623435722411,1783914093966.0,1783936869211.0,500.0,1249.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HDFCBANK,2026-07-13,50,1115,0,0.9991031390134529,1783914093966.0,1783936869060.0,499.5,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HINDUNILVR,2026-07-13,50,387,0,0.9974160206718347,1783914093966.0,1783936869060.0,1000.0,443579.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ICICIBANK,2026-07-13,50,799,0,0.9987484355444305,1783914093966.0,1783936869060.0,500.0,2000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,INFY,2026-07-13,50,1062,0,0.9990583804143126,1783914093966.0,1783936869211.0,500.0,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITBEES,2026-07-13,50,350,0,0.9942857142857143,1783914310462.0,1783936882210.0,1250.0,446457.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITC,2026-07-13,50,370,0,0.9972972972972973,1783914093966.0,1783936869211.0,1258.0,445092.39999999997
l2_multiday_panel,real_data_sample\l2_multiday_panel,JUNIORBEES,2026-07-13,50,527,0,0.9962049335863378,1783914310462.0,1783936882210.0,999.0,4873.5
l2_multiday_panel,real_data_sample\l2_multiday_panel,KOTAKBANK,2026-07-13,50,488,0,0.9979508196721312,1783914093966.0,1783936869060.0,750.0,177198.40000001455
l2_multiday_panel,real_data_sample\l2_multiday_panel,LT,2026-07-13,50,596,0,0.9983221476510067,1783914093966.0,1783936869211.0,749.0,3841.6000000000035
l2_multiday_panel,real_data_sample\l2_multiday_panel,M&M,2026-07-13,50,841,0,0.9988109393579072,1783914093966.0,1783936900961.0,500.0,1250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,MARUTI,2026-07-13,50,827,0,0.9987908101571947,1783914093966.0,1783936869060.0,749.0,1250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,NESTLEIND,2026-07-13,50,389,0,0.9974293059125964,1783914093966.0,1783936870211.0,1000.0,443692.3
l2_multiday_panel,real_data_sample\l2_multiday_panel,NIFTYBEES,2026-07-13,50,738,0,0.997289972899729,1783914310711.0,1783936882210.0,501.0,2397.399999999997
l2_multiday_panel,real_data_sample\l2_multiday_panel,ONGC,2026-07-13,50,561,0,0.9982174688057041,1783914093966.0,1783936869211.0,749.0,4101.400000000003
l2_multiday_panel,real_data_sample\l2_multiday_panel,RELIANCE,2026-07-13,50,799,0,0.9987484355444305,1783914093966.0,1783936868460.0,500.0,2191.9000000000055
l2_multiday_panel,real_data_sample\l2_multiday_panel,SBIN,2026-07-13,50,865,0,0.9988439306358381,1783914093966.0,1783936869060.0,500.0,1750.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,SUNPHARMA,2026-07-13,50,452,0,0.9977876106194691,1783914093966.0,1783936869060.0,751.0,437557.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,TCS,2026-07-13,50,1154,0,0.9991334488734835,1783914093966.0,1783936868460.0,499.0,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,TECHM,2026-07-13,50,636,0,0.9984276729559748,1783914093966.0,1783936869060.0,501.0,3500.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ULTRACEMCO,2026-07-13,50,254,0,0.9960629921259843,1783914093966.0,1783936870211.0,2171.0,451219.4
l2_multiday_panel,real_data_sample\l2_multiday_panel,WIPRO,2026-07-13,50,627,0,0.9984051036682615,1783914093966.0,1783936869060.0,501.0,3491.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ADANIPORTS,2026-07-14,50,440,0,0.9977272727272727,1784000494803.0,1784023299594.0,999.0,435042.39999999997
l2_multiday_panel,real_data_sample\l2_multiday_panel,AXISBANK,2026-07-14,50,690,0,0.9985507246376811,1784000494803.0,1784023283476.0,501.0,2500.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,BAJAJ-AUTO,2026-07-14,50,916,0,0.9989082969432315,1784000494803.0,1784023268370.0,500.0,1250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BANKBEES,2026-07-14,50,592,0,0.9966216216216216,1784000494803.0,1784023283477.0,1000.0,2499.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BHARTIARTL,2026-07-14,50,734,0,0.9986376021798365,1784000494803.0,1784023268370.0,501.0,2250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BPCL,2026-07-14,50,379,0,0.9973614775725593,1784000494803.0,1784023288094.0,1248.5,443080.4
l2_multiday_panel,real_data_sample\l2_multiday_panel,BRITANNIA,2026-07-14,50,404,0,0.9975247524752475,1784000494803.0,1784023268370.0,1000.0,438479.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,CIPLA,2026-07-14,50,466,0,0.9978540772532188,1784000494803.0,1784023268369.0,856.0,430006.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,DRREDDY,2026-07-14,50,351,0,0.9971509971509972,1784000494803.0,1784023288094.0,1500.0,443652.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,GOLDBEES,2026-07-14,50,477,0,0.9958071278825996,1784000494803.0,1784023268370.0,752.0,425648.5
l2_multiday_panel,real_data_sample\l2_multiday_panel,HCLTECH,2026-07-14,50,940,0,0.9989361702127659,1784000494803.0,1784023283477.0,500.0,1250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HDFCBANK,2026-07-14,50,977,0,0.9989764585465711,1784000494803.0,1784023268369.0,500.0,1249.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HINDUNILVR,2026-07-14,50,538,0,0.9981412639405205,1784000494803.0,1784023268844.0,750.0,4601.000000000008
l2_multiday_panel,real_data_sample\l2_multiday_panel,ICICIBANK,2026-07-14,50,820,0,0.998780487804878,1784000494803.0,1784023268370.0,500.0,1991.8000000000004
l2_multiday_panel,real_data_sample\l2_multiday_panel,INFY,2026-07-14,50,921,0,0.998914223669924,1784000494803.0,1784023268370.0,500.0,1250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITBEES,2026-07-14,50,249,0,0.9919678714859438,1784000494803.0,1784023283476.0,2000.0,451634.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITC,2026-07-14,50,681,0,0.9985315712187959,1784000494803.0,1784023283477.0,636.0,2750.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,JUNIORBEES,2026-07-14,50,564,0,0.9964539007092199,1784000494803.0,1784023268370.0,1000.0,4287.000000000001
l2_multiday_panel,real_data_sample\l2_multiday_panel,KOTAKBANK,2026-07-14,50,585,0,0.9965811965811966,1784000494803.0,1784023279594.0,750.0,3925.0000000000114
l2_multiday_panel,real_data_sample\l2_multiday_panel,LT,2026-07-14,50,650,0,0.9984615384615385,1784000494803.0,1784023268369.0,749.0,3000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,M&M,2026-07-14,50,665,0,0.9984962406015038,1784000494803.0,1784023268370.0,749.0,2925.4000000000106
l2_multiday_panel,real_data_sample\l2_multiday_panel,MARUTI,2026-07-14,50,556,0,0.9982014388489209,1784000494803.0,1784023268370.0,750.0,4168.200000000004
l2_multiday_panel,real_data_sample\l2_multiday_panel,NESTLEIND,2026-07-14,50,427,0,0.9976580796252927,1784000494803.0,1784023269094.0,999.0,438746.5
l2_multiday_panel,real_data_sample\l2_multiday_panel,NIFTYBEES,2026-07-14,50,622,0,0.9967845659163987,1784000494803.0,1784023268369.0,750.0,3250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ONGC,2026-07-14,50,424,0,0.9976415094339622,1784000494803.0,1784023268370.0,1000.0,437087.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,RELIANCE,2026-07-14,50,828,0,0.998792270531401,1784000494803.0,1784023283477.0,501.0,1749.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,SBIN,2026-07-14,50,682,0,0.998533724340176,1784000494803.0,1784023283477.0,750.0,2500.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,SUNPHARMA,2026-07-14,50,615,0,0.9983739837398374,1784000494803.0,1784023268370.0,749.0,3530.100000000002
l2_multiday_panel,real_data_sample\l2_multiday_panel,TCS,2026-07-14,50,960,0,0.9989583333333333,1784000494803.0,1784023268369.0,500.0,1250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,TECHM,2026-07-14,50,558,0,0.9982078853046595,1784000494803.0,1784023268370.0,750.0,4420.200000000014
l2_multiday_panel,real_data_sample\l2_multiday_panel,ULTRACEMCO,2026-07-14,50,356,0,0.9971910112359551,1784000494803.0,1784023268370.0,1001.0,441984.8
l2_multiday_panel,real_data_sample\l2_multiday_panel,WIPRO,2026-07-14,50,458,0,0.9978165938864629,1784000494803.0,1784023283477.0,1000.0,433950.4
l2_single_day,real_data_sample\l2_single_day,ADANIPORTS,2026-07-13,50,426,0,0.9976525821596244,1783914093966.0,1783936900961.0,1000.0,440110.0
l2_single_day,real_data_sample\l2_single_day,AXISBANK,2026-07-13,50,476,0,0.9978991596638656,1783914093966.0,1783936869060.0,750.0,434613.80000000005
l2_single_day,real_data_sample\l2_single_day,BAJAJ-AUTO,2026-07-13,50,818,0,0.9987775061124694,1783914093966.0,1783936869461.0,500.0,1250.0
l2_single_day,real_data_sample\l2_single_day,BANKBEES,2026-07-13,50,621,0,0.998389694041868,1783914311961.0,1783936885837.0,1000.0,2750.0
l2_single_day,real_data_sample\l2_single_day,BHARTIARTL,2026-07-13,50,544,0,0.9981617647058824,1783914093966.0,1783936900961.0,750.0,3999.8
l2_single_day,real_data_sample\l2_single_day,BPCL,2026-07-13,50,308,0,0.9967532467532467,1783914093966.0,1783936869060.0,1750.0,448954.0
l2_single_day,real_data_sample\l2_single_day,BRITANNIA,2026-07-13,50,275,0,0.9963636363636363,1783914093966.0,1783936870211.0,1750.0,450076.7
l2_single_day,real_data_sample\l2_single_day,CIPLA,2026-07-13,50,324,0,0.9969135802469136,1783914093966.0,1783936900961.0,1500.0,448705.80000000005
l2_single_day,real_data_sample\l2_single_day,DRREDDY,2026-07-13,50,327,0,0.9969418960244648,1783914093966.0,1783936869211.0,1749.0,448010.5
