panel_name,panel_root,symbol_dir,layout_path,inferred_trade_date,inferred_exchange,symbol,parquet_files,first_file,last_file
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH,trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH,2026-07-08,NSE,HCLTECH,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\part-073445_125270-000011.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HCLTECH\part-100141_316106-020488.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK,trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK,2026-07-08,NSE,HDFCBANK,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\part-073445_239174-000012.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HDFCBANK\part-100141_430919-020489.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR,trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR,2026-07-08,NSE,HINDUNILVR,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\part-073445_351918-000013.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=HINDUNILVR\part-100141_557253-020490.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK,trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK,2026-07-08,NSE,ICICIBANK,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\part-073445_486437-000014.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ICICIBANK\part-100141_666872-020491.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=INFY,trade_date=2026-07-08\exchange=NSE\symbol=INFY,2026-07-08,NSE,INFY,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=INFY\part-073445_602798-000015.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=INFY\part-100141_770666-020492.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES,trade_date=2026-07-08\exchange=NSE\symbol=ITBEES,2026-07-08,NSE,ITBEES,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\part-073445_718369-000016.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITBEES\part-100141_879358-020493.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITC,trade_date=2026-07-08\exchange=NSE\symbol=ITC,2026-07-08,NSE,ITC,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITC\part-073445_866169-000017.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ITC\part-100142_006553-020494.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES,trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES,2026-07-08,NSE,JUNIORBEES,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\part-073445_997997-000018.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=JUNIORBEES\part-100142_116738-020495.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK,trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK,2026-07-08,NSE,KOTAKBANK,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\part-073446_107086-000019.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=KOTAKBANK\part-100142_239451-020496.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=LT,trade_date=2026-07-08\exchange=NSE\symbol=LT,2026-07-08,NSE,LT,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=LT\part-073446_226721-000020.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=LT\part-100142_357559-020497.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=M&M,trade_date=2026-07-08\exchange=NSE\symbol=M&M,2026-07-08,NSE,M&M,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=M&M\part-073446_344136-000021.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=M&M\part-100142_459029-020498.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI,trade_date=2026-07-08\exchange=NSE\symbol=MARUTI,2026-07-08,NSE,MARUTI,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\part-073446_469930-000022.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=MARUTI\part-100142_602509-020499.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND,trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND,2026-07-08,NSE,NESTLEIND,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\part-073446_613957-000023.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NESTLEIND\part-100142_710474-020500.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES,trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES,2026-07-08,NSE,NIFTYBEES,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\part-073446_725850-000024.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\part-100142_818192-020501.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ONGC,trade_date=2026-07-08\exchange=NSE\symbol=ONGC,2026-07-08,NSE,ONGC,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\part-073446_843264-000025.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\part-100142_959084-020502.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE,trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE,2026-07-08,NSE,RELIANCE,640,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\part-073446_959823-000026.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\part-100112_301811-020474.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SBIN,trade_date=2026-07-08\exchange=NSE\symbol=SBIN,2026-07-08,NSE,SBIN,640,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\part-073447_069045-000027.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\part-100112_430562-020475.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA,trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA,2026-07-08,NSE,SUNPHARMA,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\part-073447_183315-000028.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\part-100143_068866-020503.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TCS,trade_date=2026-07-08\exchange=NSE\symbol=TCS,2026-07-08,NSE,TCS,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TCS\part-073447_291090-000029.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TCS\part-100143_191036-020504.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TECHM,trade_date=2026-07-08\exchange=NSE\symbol=TECHM,2026-07-08,NSE,TECHM,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\part-073447_402618-000030.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\part-100143_301299-020505.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO,trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO,2026-07-08,NSE,ULTRACEMCO,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\part-073447_534086-000031.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\part-100143_410092-020506.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO,trade_date=2026-07-08\exchange=NSE\symbol=WIPRO,2026-07-08,NSE,WIPRO,641,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\part-073447_655264-000032.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\part-100143_527368-020507.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS,trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS,2026-07-09,NSE,ADANIPORTS,893,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\part-062603_563467-000001.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\part-100144_494501-028555.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK,trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK,2026-07-09,NSE,AXISBANK,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\part-062603_714610-000002.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\part-100125_997677-028533.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO,trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO,2026-07-09,NSE,BAJAJ-AUTO,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\part-062603_859366-000003.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\part-100144_647566-028556.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES,trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES,2026-07-09,NSE,BANKBEES,894,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\part-062604_015424-000004.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\part-100144_772018-028557.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL,trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL,2026-07-09,NSE,BHARTIARTL,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\part-062604_161207-000005.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\part-100126_122846-028534.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BPCL,trade_date=2026-07-09\exchange=NSE\symbol=BPCL,2026-07-09,NSE,BPCL,893,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\part-062604_289867-000006.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\part-100144_934637-028558.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA,trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA,2026-07-09,NSE,BRITANNIA,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\part-062604_429679-000007.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\part-100459_570740-028560.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA,trade_date=2026-07-09\exchange=NSE\symbol=CIPLA,2026-07-09,NSE,CIPLA,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\part-062604_571900-000008.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\part-100145_058507-028559.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY,trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY,2026-07-09,NSE,DRREDDY,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\part-062604_717234-000009.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\part-100112_873910-028526.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES,trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES,2026-07-09,NSE,GOLDBEES,893,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\part-062604_855433-000010.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\part-100126_253050-028535.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH,trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH,2026-07-09,NSE,HCLTECH,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\part-062604_988832-000011.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\part-100126_375203-028536.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK,trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK,2026-07-09,NSE,HDFCBANK,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\part-062605_125051-000012.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\part-100112_998234-028527.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR,trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR,2026-07-09,NSE,HINDUNILVR,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\part-062605_266987-000013.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\part-100113_138124-028528.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK,trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK,2026-07-09,NSE,ICICIBANK,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-062605_407053-000014.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-100126_496570-028537.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=INFY,trade_date=2026-07-09\exchange=NSE\symbol=INFY,2026-07-09,NSE,INFY,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-062605_543700-000015.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-100113_270322-028529.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES,trade_date=2026-07-09\exchange=NSE\symbol=ITBEES,2026-07-09,NSE,ITBEES,894,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-062605_682267-000016.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-100126_622573-028538.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITC,trade_date=2026-07-09\exchange=NSE\symbol=ITC,2026-07-09,NSE,ITC,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-062605_817390-000017.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-100126_745885-028539.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES,trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES,2026-07-09,NSE,JUNIORBEES,894,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-062605_956663-000018.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-100126_870322-028540.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK,trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK,2026-07-09,NSE,KOTAKBANK,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-062606_134313-000019.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-100126_991948-028541.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=LT,trade_date=2026-07-09\exchange=NSE\symbol=LT,2026-07-09,NSE,LT,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-062606_274994-000020.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=LT\part-100127_126341-028542.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=M&M,trade_date=2026-07-09\exchange=NSE\symbol=M&M,2026-07-09,NSE,M&M,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-062606_408397-000021.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=M&M\part-100127_275178-028543.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI,trade_date=2026-07-09\exchange=NSE\symbol=MARUTI,2026-07-09,NSE,MARUTI,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-062606_541546-000022.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\part-100127_396080-028544.parquet
l2_multiday_panel,real_data_sample\l2_multiday_panel,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND,trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND,2026-07-09,NSE,NESTLEIND,892,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-062606_708199-000023.parquet,real_data_sample\l2_multiday_panel\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\part-100127_534944-028545.parquet
