source_root,source_symbol_dir,symbol,source_layout,inferred_trade_date,inferred_exchange,parquet_files,first_file,last_file,ready_for_import,blocker
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES,NIFTYBEES,nested_trade_date_exchange_symbol,2026-07-08,NSE,641,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\part-073446_725850-000024.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=NIFTYBEES\part-100142_818192-020501.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ONGC,ONGC,nested_trade_date_exchange_symbol,2026-07-08,NSE,641,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\part-073446_843264-000025.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ONGC\part-100142_959084-020502.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE,RELIANCE,nested_trade_date_exchange_symbol,2026-07-08,NSE,640,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\part-073446_959823-000026.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=RELIANCE\part-100112_301811-020474.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SBIN,SBIN,nested_trade_date_exchange_symbol,2026-07-08,NSE,640,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\part-073447_069045-000027.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SBIN\part-100112_430562-020475.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA,SUNPHARMA,nested_trade_date_exchange_symbol,2026-07-08,NSE,641,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\part-073447_183315-000028.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=SUNPHARMA\part-100143_068866-020503.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TCS,TCS,nested_trade_date_exchange_symbol,2026-07-08,NSE,641,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TCS\part-073447_291090-000029.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TCS\part-100143_191036-020504.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TECHM,TECHM,nested_trade_date_exchange_symbol,2026-07-08,NSE,641,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\part-073447_402618-000030.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=TECHM\part-100143_301299-020505.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO,ULTRACEMCO,nested_trade_date_exchange_symbol,2026-07-08,NSE,641,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\part-073447_534086-000031.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=ULTRACEMCO\part-100143_410092-020506.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO,WIPRO,nested_trade_date_exchange_symbol,2026-07-08,NSE,641,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\part-073447_655264-000032.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-08\trade_date=2026-07-08\exchange=NSE\symbol=WIPRO\part-100143_527368-020507.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS,ADANIPORTS,nested_trade_date_exchange_symbol,2026-07-09,NSE,893,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\part-062603_563467-000001.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ADANIPORTS\part-100144_494501-028555.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK,AXISBANK,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\part-062603_714610-000002.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=AXISBANK\part-100125_997677-028533.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO,BAJAJ-AUTO,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\part-062603_859366-000003.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BAJAJ-AUTO\part-100144_647566-028556.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES,BANKBEES,nested_trade_date_exchange_symbol,2026-07-09,NSE,894,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\part-062604_015424-000004.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BANKBEES\part-100144_772018-028557.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL,BHARTIARTL,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\part-062604_161207-000005.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BHARTIARTL\part-100126_122846-028534.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BPCL,BPCL,nested_trade_date_exchange_symbol,2026-07-09,NSE,893,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\part-062604_289867-000006.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BPCL\part-100144_934637-028558.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA,BRITANNIA,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\part-062604_429679-000007.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=BRITANNIA\part-100459_570740-028560.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA,CIPLA,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\part-062604_571900-000008.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=CIPLA\part-100145_058507-028559.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY,DRREDDY,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\part-062604_717234-000009.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=DRREDDY\part-100112_873910-028526.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES,GOLDBEES,nested_trade_date_exchange_symbol,2026-07-09,NSE,893,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\part-062604_855433-000010.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\part-100126_253050-028535.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH,HCLTECH,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\part-062604_988832-000011.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\part-100126_375203-028536.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK,HDFCBANK,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\part-062605_125051-000012.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\part-100112_998234-028527.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR,HINDUNILVR,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\part-062605_266987-000013.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\part-100113_138124-028528.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK,ICICIBANK,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-062605_407053-000014.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\part-100126_496570-028537.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=INFY,INFY,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-062605_543700-000015.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=INFY\part-100113_270322-028529.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES,ITBEES,nested_trade_date_exchange_symbol,2026-07-09,NSE,894,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-062605_682267-000016.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\part-100126_622573-028538.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITC,ITC,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-062605_817390-000017.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=ITC\part-100126_745885-028539.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES,JUNIORBEES,nested_trade_date_exchange_symbol,2026-07-09,NSE,894,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-062605_956663-000018.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\part-100126_870322-028540.parquet,True,
scratch_azcopy_selected\raw_l2,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK,KOTAKBANK,nested_trade_date_exchange_symbol,2026-07-09,NSE,892,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-062606_134313-000019.parquet,scratch_azcopy_selected\raw_l2\trade_date=2026-07-09\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\part-100126_991948-028541.parquet,True,
