source_phase,model_id,model_type,execution_profile,observed_source_days,synthetic_year_days,annualized_trades,annualized_net_pnl_inr,mean_daily_net_pnl_inr,worst_daily_net_pnl_inr,max_drawdown_inr,annualized_sharpe_proxy,positive_days,positive_day_fraction,mean_net_return,mean_market_shock_trade_fraction,mean_disconnect_trade_fraction,synthetic_full_year_acceptance_ready,experiment_scope
phase26_strategy_salvage,S05_q70_sp050_liqall,strategy_variant,stressed_retail,7,252,3348,-351845.66971943335,-1396.2129750771164,-5026.110218261808,-352902.44044155994,-12.024803876239323,72,0.2857142857142857,-0.0006256938655370157,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp050_liqmed,strategy_variant,stressed_retail,7,252,3348,-351845.66971943335,-1396.2129750771164,-5026.110218261808,-352902.44044155994,-12.024803876239323,72,0.2857142857142857,-0.0006256938655370157,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqmed,strategy_variant,stressed_retail,6,252,4410,-360532.4833309269,-1430.6844576624085,-3717.1397536541513,-360118.2905162759,-15.673757539646036,42,0.16666666666666666,-0.0009290731349730981,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqmed,strategy_variant,stressed_retail,6,252,4410,-360532.4833309269,-1430.6844576624085,-3717.1397536541513,-360118.2905162759,-15.673757539646036,42,0.16666666666666666,-0.0009290731349730981,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqall,strategy_variant,stressed_retail,7,252,5760,-505264.7383527799,-2005.0188029872218,-7904.531162206004,-504850.5455381285,-12.22509536888549,36,0.14285714285714285,-0.0010614068140292815,0.14285714285714285,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp050_liqmed,strategy_variant,retail_marketable_default,5,252,4037,-564295.652954784,-2239.2684641062856,-4967.491196062592,-559328.1617587215,-17.886185352669386,50,0.1984126984126984,-0.0012541844292447905,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp050_liqall,strategy_variant,retail_marketable_default,5,252,4087,-568543.4935575095,-2256.1249744345614,-4967.491196062592,-563576.0023614471,-18.24427818676536,50,0.1984126984126984,-0.0012733077314913868,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqmed,strategy_variant,retail_marketable_default,6,252,4578,-591091.5938495342,-2345.6015628949767,-4967.491196062592,-586124.102653472,-20.31220722914561,42,0.16666666666666666,-0.0012133525350484708,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqmed,strategy_variant,retail_marketable_default,6,252,4578,-591091.5938495342,-2345.6015628949767,-4967.491196062592,-586124.102653472,-20.31220722914561,42,0.16666666666666666,-0.0012133525350484708,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqall,strategy_variant,stressed_retail,8,252,6071,-792784.2648011129,-3145.9693047663213,-17546.679303160963,-792110.6632897004,-8.92249104678121,31,0.12301587301587301,-0.0006654136713154534,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqall,strategy_variant,retail_marketable_default,6,252,6930,-872420.3286254851,-3461.985431053512,-8834.61871871997,-867452.8374294232,-17.885029450579626,42,0.16666666666666666,-0.0012077261448048772,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqmed,strategy_variant,stressed_retail,7,252,11844,-984906.7755844078,-3908.360220573047,-10521.505176667364,-980481.3114443148,-18.736191922411674,0,0.0,-0.0009589645438000618,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqall,strategy_variant,stressed_retail,7,252,12060,-1018093.0663300263,-4040.051850515977,-10521.505176667364,-1013667.6021899349,-19.792040328498828,0,0.0,-0.0009719868116361362,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp080_liqmed,strategy_variant,retail_marketable_default,8,252,12924,-1066053.1825309067,-4230.369771948042,-12648.590432935243,-1055253.1580736972,-14.68786314195173,32,0.12698412698412698,-0.0007779464759967991,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp100_liqmed,strategy_variant,retail_marketable_default,8,252,12924,-1066053.1825309067,-4230.369771948042,-12648.590432935243,-1055253.1580736972,-14.68786314195173,32,0.12698412698412698,-0.0007779464759967991,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqall,strategy_variant,retail_marketable_default,6,252,8148,-1124306.68886696,-4461.534479630794,-13729.351993381877,-1119150.647436328,-15.631817167625762,0,0.0,-0.0013178962322464023,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp080_liqmed,strategy_variant,stressed_retail,8,252,12254,-1139712.207927161,-4522.667491774448,-10521.505176667364,-1135286.743787069,-20.581775567163895,0,0.0,-0.00102511010725174,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp100_liqmed,strategy_variant,stressed_retail,8,252,12254,-1139712.207927161,-4522.667491774448,-10521.505176667364,-1135286.743787069,-20.581775567163895,0,0.0,-0.00102511010725174,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqall,strategy_variant,retail_marketable_default,7,252,12816,-1196274.7194374437,-4747.121902529539,-12648.590432935243,-1185413.2757466836,-15.972983673343,36,0.14285714285714285,-0.0008527688937516818,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqmed,strategy_variant,retail_marketable_default,7,252,12600,-1203892.6562473527,-4777.351810505368,-12648.590432935243,-1193031.212556591,-16.321999609931677,36,0.14285714285714285,-0.0008777691389211271,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp080_liqmed,strategy_variant,retail_marketable_default,8,252,14921,-1404487.6258673132,-5573.363594711561,-35991.90077926556,-1403408.0161254269,-7.582913846866859,31,0.12301587301587301,-0.000810409693668369,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp100_liqmed,strategy_variant,retail_marketable_default,8,252,14921,-1404487.6258673132,-5573.363594711561,-35991.90077926556,-1403408.0161254269,-7.582913846866859,31,0.12301587301587301,-0.000810409693668369,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp080_liqmed,strategy_variant,retail_marketable_default,8,252,13395,-1545800.344331412,-6134.128350521477,-10380.648235473842,-1535988.9760284198,-30.54256701028486,0,0.0,-0.0011633058249347439,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp100_liqmed,strategy_variant,retail_marketable_default,8,252,13395,-1545800.344331412,-6134.128350521477,-10380.648235473842,-1535988.9760284198,-30.54256701028486,0,0.0,-0.0011633058249347439,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp080_liqall,strategy_variant,retail_marketable_default,8,252,14291,-1569551.8990977493,-6228.380551975196,-10380.648235473842,-1559740.5307947553,-31.248655978872982,0,0.0,-0.0011461668903297944,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp050_liqall,strategy_variant,retail_marketable_default,7,252,12852,-1583240.9413863202,-6282.702148358413,-10380.648235473842,-1573429.573083327,-29.56894196623848,0,0.0,-0.001224466541552556,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp050_liqmed,strategy_variant,retail_marketable_default,7,252,12852,-1583240.9413863202,-6282.702148358413,-10380.648235473842,-1573429.573083327,-29.56894196623848,0,0.0,-0.001224466541552556,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp080_liqall,strategy_variant,retail_marketable_default,8,252,18359,-1637743.499945584,-6498.982142641206,-15742.622622154735,-1627026.921139502,-17.01510664816573,32,0.12698412698412698,-0.0008989142842860397,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp050_liqall,strategy_variant,stressed_retail,7,252,12564,-1694632.439004621,-6724.731900811988,-12991.514777772794,-1681640.9242268524,-26.371835977780716,0,0.0,-0.0013007739102304378,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp050_liqmed,strategy_variant,stressed_retail,7,252,12564,-1694632.439004621,-6724.731900811988,-12991.514777772794,-1681640.9242268524,-26.371835977780716,0,0.0,-0.0013007739102304378,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp080_liqmed,strategy_variant,stressed_retail,8,252,13146,-1754181.0603035288,-6961.035953585431,-12991.514777772794,-1741189.5455257606,-28.68250511138,0,0.0,-0.0012930105291264074,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp100_liqmed,strategy_variant,stressed_retail,8,252,13146,-1754181.0603035288,-6961.035953585431,-12991.514777772794,-1741189.5455257606,-28.68250511138,0,0.0,-0.0012930105291264074,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S07_q70_sp080_liqmed,strategy_variant,stressed_retail,6,252,18480,-1783948.7627668702,-7079.161757011389,-10664.49344445144,-1787008.5180834548,-23.849870324604883,42,0.16666666666666666,0.00014805501748291173,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S07_q70_sp100_liqmed,strategy_variant,stressed_retail,6,252,18480,-1783948.7627668702,-7079.161757011389,-10664.49344445144,-1787008.5180834548,-23.849870324604883,42,0.16666666666666666,0.00014805501748291173,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S07_q70_sp080_liqmed,strategy_variant,retail_marketable_default,6,252,19782,-1809330.2993067252,-7179.882140106052,-11701.402163581517,-1809016.482674375,-32.45287652070997,0,0.0,-0.0008914006989735953,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S07_q70_sp100_liqmed,strategy_variant,retail_marketable_default,6,252,19782,-1809330.2993067252,-7179.882140106052,-11701.402163581517,-1809016.482674375,-32.45287652070997,0,0.0,-0.0008914006989735953,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp080_liqall,strategy_variant,stressed_retail,8,252,13914,-1820404.2785601108,-7223.826502222662,-12991.514777772794,-1807412.763782341,-28.587651556822895,0,0.0,-0.001280737093028072,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp080_liqall,strategy_variant,stressed_retail,8,252,17657,-1824626.1933294204,-7240.580132259604,-21984.5840440402,-1817811.1214410483,-16.550150227639595,0,0.0,-0.001007663524673671,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp080_liqmed,strategy_variant,stressed_retail,8,252,14254,-1960292.951622785,-7778.940284217401,-51669.5412952296,-1961429.647257346,-7.323362562140845,64,0.25396825396825395,-0.0007299310775964057,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp100_liqmed,strategy_variant,stressed_retail,8,252,14254,-1960292.951622785,-7778.940284217401,-51669.5412952296,-1961429.647257346,-7.323362562140845,64,0.25396825396825395,-0.0007299310775964057,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase27_feature_edge,F01_momentum_3_event_h2_q95,feature_edge_candidate,retail_marketable_default,8,252,21517,-2141728.8844808037,-8498.924144765095,-23061.344415004653,-2137990.527568508,-17.754218183262527,32,0.12698412698412698,-0.0014336444078513577,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S07_q70_sp050_liqmed,strategy_variant,retail_marketable_default,5,252,23542,-2158526.7788854493,-8565.58245589464,-11701.402163581517,-2146825.3767218706,-73.16060954836858,0,0.0,-0.0009127725225928175,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp050_liqmed,strategy_variant,stressed_retail,7,252,25416,-2223457.501213658,-8823.244052435151,-21972.27793430663,-2219472.558732444,-23.713052441190644,0,0.0,-0.0009451236131145245,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp080_liqmed,strategy_variant,retail_marketable_default,8,252,26146,-2257478.83653184,-8958.249351316825,-18382.008882161255,-2239096.8276496767,-27.465476930937832,0,0.0,-0.0008432129278095293,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp100_liqmed,strategy_variant,retail_marketable_default,8,252,26146,-2257478.83653184,-8958.249351316825,-18382.008882161255,-2239096.8276496767,-27.465476930937832,0,0.0,-0.0008432129278095293,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp050_liqall,strategy_variant,stressed_retail,7,252,25812,-2261209.633213967,-8973.054100055426,-21972.27793430663,-2257224.6907327534,-24.248174565527,0,0.0,-0.0009366711832261357,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp080_liqmed,strategy_variant,stressed_retail,8,252,24805,-2267472.607123265,-8997.907171124067,-21972.27793430663,-2263487.6646420504,-25.80696611355053,0,0.0,-0.000989346516752206,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp100_liqmed,strategy_variant,stressed_retail,8,252,24805,-2267472.607123265,-8997.907171124067,-21972.27793430663,-2263487.6646420504,-25.80696611355053,0,0.0,-0.000989346516752206,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp100_liqall,strategy_variant,retail_marketable_default,8,252,21085,-2271104.0305334153,-9012.317581481806,-26469.806249210094,-2256335.3899922958,-16.444189050040464,0,0.0,-0.0010458871264579727,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S07_q70_sp050_liqmed,strategy_variant,stressed_retail,5,252,21926,-2295581.362984688,-9109.449853113842,-10664.49344445144,-2287400.7863770803,-105.72261017403181,0,0.0,-0.0010462361056541992,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q70_sp080_liqmed,strategy_variant,stressed_retail,8,252,23254,-2355693.2048302805,-9347.988908056668,-11988.173523564908,-2344952.766773467,-67.0207769945794,0,0.0,-0.002031464766097774,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q70_sp100_liqmed,strategy_variant,stressed_retail,8,252,23254,-2355693.2048302805,-9347.988908056668,-11988.173523564908,-2344952.766773467,-67.0207769945794,0,0.0,-0.002031464766097774,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp050_liqall,strategy_variant,retail_marketable_default,7,252,27144,-2389626.657019855,-9482.645464364505,-18382.008882161255,-2371244.648137693,-27.87427516382826,0,0.0,-0.0008555940989095633,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp050_liqmed,strategy_variant,retail_marketable_default,7,252,26748,-2402294.1008674763,-9532.913098680461,-18382.008882161255,-2383912.0919853114,-28.674226381937366,0,0.0,-0.000882143365645433,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase27_feature_edge,F01_momentum_3_event_h3_q95,feature_edge_candidate,retail_marketable_default,8,252,21297,-2507327.6412050924,-9949.71286192497,-33482.56255179627,-2513639.336470803,-12.688743801529169,63,0.25,-0.0013312683939539485,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp100_liqall,strategy_variant,stressed_retail,8,252,20602,-2525422.2758737053,-10021.5169677528,-33924.834827208455,-2517805.70526014,-15.576001650850369,0,0.0,-0.001212670455456259,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q70_sp050_liqmed,strategy_variant,stressed_retail,7,252,26424,-2541288.0016588974,-10084.476197059117,-11988.173523564908,-2530547.563602082,-142.81145851640164,0,0.0,-0.0011075414724165114,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q70_sp080_liqmed,strategy_variant,retail_marketable_default,8,252,24137,-2589468.166797809,-10275.667328562733,-19643.28624911027,-2569824.880548698,-27.347839584985504,0,0.0,-0.0010897669348672726,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q70_sp100_liqmed,strategy_variant,retail_marketable_default,8,252,24137,-2589468.166797809,-10275.667328562733,-19643.28624911027,-2569824.880548698,-27.347839584985504,0,0.0,-0.0010897669348672726,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase27_feature_edge,F01_momentum_3_event_h1_q95,feature_edge_candidate,retail_marketable_default,8,252,21932,-2824559.1322353,-11208.567985060714,-28218.16880894973,-2814722.0542992787,-17.815255996338294,0,0.0,-0.0017131589002361799,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q70_sp050_liqmed,strategy_variant,retail_marketable_default,7,252,27468,-2945299.587390182,-11687.696775357865,-19643.28624911027,-2925656.3011410725,-37.31002016180812,0,0.0,-0.0010681571367534934,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase27_feature_edge,F01_momentum_3_event_h1_q95,feature_edge_candidate,stressed_retail,8,252,21231,-3066118.834843713,-12167.138233506797,-57105.69779470741,-3065627.4681714894,-10.772556257366881,31,0.12301587301587301,-0.0009490578237757429,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase27_feature_edge,F01_momentum_3_event_h5_q95,feature_edge_candidate,retail_marketable_default,8,252,20298,-3084428.885141316,-12239.79716325919,-46900.451628311755,-3107379.6745550674,-8.759673466856905,95,0.376984126984127,-0.0012468100291224368,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp080_liqall,strategy_variant,retail_marketable_default,8,252,35027,-3370461.1616924675,-13374.845879732015,-33470.71391331428,-3350287.6861145436,-22.027477860279543,0,0.0,-0.0009037633944820598,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp080_liqall,strategy_variant,stressed_retail,8,252,33559,-3398671.50381704,-13486.791681813651,-33640.09330392798,-3391477.4571481133,-21.317596145750574,0,0.0,-0.001011130189328485,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase27_feature_edge,F01_momentum_3_event_h5_q95,feature_edge_candidate,stressed_retail,8,252,18598,-3521784.593698143,-13975.335689278345,-75250.7930701325,-3534341.945964326,-8.221641434909078,32,0.12698412698412698,-0.00134734096765736,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase27_feature_edge,F04_l5_imbalance_h3_q95,feature_edge_candidate,retail_marketable_default,8,252,20460,-3566964.8155402965,-14154.622283890065,-22496.72406491491,-3548460.985518186,-44.40568281178786,0,0.0,-0.0017948526778313288,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S07_q95_sp100_liqall,strategy_variant,stressed_retail,6,252,17178,-3581453.7426479296,-14212.118026380673,-21046.812048159918,-3560406.930599775,-61.531200713693345,0,0.0,-0.0020780047656687125,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
