source_phase,model_id,model_type,execution_profile,observed_source_days,synthetic_year_days,annualized_trades,annualized_net_pnl_inr,mean_daily_net_pnl_inr,worst_daily_net_pnl_inr,max_drawdown_inr,annualized_sharpe_proxy,positive_days,positive_day_fraction,mean_net_return,mean_market_shock_trade_fraction,mean_disconnect_trade_fraction,synthetic_full_year_acceptance_ready,experiment_scope
phase26_strategy_salvage,S05_q70_sp050_liqall,strategy_variant,retail_marketable_default,7,252,3744,-289835.2620919781,-1150.139928936421,-2905.7658363006585,-288755.65235009184,-16.916640009963526,36,0.14285714285714285,-0.0007849270094857279,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp050_liqmed,strategy_variant,retail_marketable_default,7,252,3744,-289835.2620919781,-1150.139928936421,-2905.7658363006585,-288755.65235009184,-16.916640009963526,36,0.14285714285714285,-0.0007849270094857279,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,15813,-290204.1651854855,-1151.6038301011329,-7763.685013384169,-290028.6399098458,-6.675548012964219,31,0.12301587301587301,-0.00014020288675775392,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,15813,-290204.1651854855,-1151.6038301011329,-7763.685013384169,-290028.6399098458,-6.675548012964219,31,0.12301587301587301,-0.00014020288675775392,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q50_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,107864,-315703.4601623401,-1252.7915085807147,-11713.142688562215,-329715.9898076291,-2.2590070686294874,126,0.5,-2.7431095581342942e-05,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q50_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,107864,-315703.4601623401,-1252.7915085807147,-11713.142688562215,-329715.9898076291,-2.2590070686294874,126,0.5,-2.7431095581342942e-05,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,6,252,3486,-317152.6595616698,-1258.542299847896,-2851.8031772692625,-315484.19426026556,-17.123883403389474,84,0.3333333333333333,-0.0019124142675878443,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp050_liqall,strategy_variant,stressed_retail,7,252,3348,-351845.66971943335,-1396.2129750771164,-5026.110218261808,-352902.44044155994,-12.024803876239323,72,0.2857142857142857,-0.0006256938655370157,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp050_liqmed,strategy_variant,stressed_retail,7,252,3348,-351845.66971943335,-1396.2129750771164,-5026.110218261808,-352902.44044155994,-12.024803876239323,72,0.2857142857142857,-0.0006256938655370157,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp050_liqall,strategy_variant,zero_latency_spread_only_control,6,252,3570,-351987.6811289001,-1396.7765124162702,-2851.8031772692625,-350319.21582749585,-21.17876315473331,42,0.16666666666666666,-0.0015359901861242617,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q85_sp080_liqall,strategy_variant,zero_latency_spread_only_control,1,252,2268,-352908.8180379729,-1400.4318176110037,-1400.4318176110037,-351508.38622036134,0.0,0,0.0,-0.0015560353529011153,1.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q95_sp080_liqall,strategy_variant,zero_latency_spread_only_control,1,252,2268,-352908.8180379729,-1400.4318176110037,-1400.4318176110037,-351508.38622036134,0.0,0,0.0,-0.0015560353529011153,1.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q85_sp080_liqall,strategy_variant,zero_latency_spread_only_control,1,252,2268,-352908.8180379729,-1400.4318176110037,-1400.4318176110037,-351508.38622036134,0.0,0,0.0,-0.0015560353529011153,1.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q95_sp080_liqall,strategy_variant,zero_latency_spread_only_control,1,252,2268,-352908.8180379729,-1400.4318176110037,-1400.4318176110037,-351508.38622036134,0.0,0,0.0,-0.0015560353529011153,1.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp050_liqall,strategy_variant,zero_latency_spread_only_control,7,252,13428,-354476.8726169355,-1406.6542564164108,-9519.764925118796,-347143.2537403592,-6.331441184547201,108,0.42857142857142855,-0.00019370109306849088,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,7,252,13428,-354476.8726169355,-1406.6542564164108,-9519.764925118796,-347143.2537403592,-6.331441184547201,108,0.42857142857142855,-0.00019370109306849088,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q70_sp050_liqall,strategy_variant,zero_latency_spread_only_control,7,252,47340,-359340.414044725,-1425.9540239870041,-7952.294035103257,-363667.42884935206,-4.308027981167683,72,0.2857142857142857,-8.226743159769727e-05,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqmed,strategy_variant,stressed_retail,6,252,4410,-360532.4833309269,-1430.6844576624085,-3717.1397536541513,-360118.2905162759,-15.673757539646036,42,0.16666666666666666,-0.0009290731349730981,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqmed,strategy_variant,stressed_retail,6,252,4410,-360532.4833309269,-1430.6844576624085,-3717.1397536541513,-360118.2905162759,-15.673757539646036,42,0.16666666666666666,-0.0009290731349730981,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,14182,-421821.2557382327,-1673.8938719771138,-9519.764925118796,-412301.49081311317,-7.878504056471416,93,0.36904761904761907,-0.00022336860303881367,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,14182,-421821.2557382327,-1673.8938719771138,-9519.764925118796,-412301.49081311317,-7.878504056471416,93,0.36904761904761907,-0.00022336860303881367,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,7,252,4068,-459010.7807989829,-1821.4713523769162,-5199.045667551035,-457342.31549757853,-16.487398450832277,72,0.2857142857142857,-0.0018867858325777255,0.14285714285714285,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,7,252,4068,-459010.7807989829,-1821.4713523769162,-5199.045667551035,-457342.31549757853,-16.487398450832277,72,0.2857142857142857,-0.0018867858325777255,0.14285714285714285,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S02_q95_sp080_liqall,strategy_variant,zero_latency_spread_only_control,8,252,15174,-488170.84257137496,-1937.185883219742,-9519.764925118796,-478651.07764625613,-8.621144424770543,93,0.36904761904761907,-0.00023190097517723229,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqall,strategy_variant,stressed_retail,7,252,5760,-505264.7383527799,-2005.0188029872218,-7904.531162206004,-504850.5455381285,-12.22509536888549,36,0.14285714285714285,-0.0010614068140292815,0.14285714285714285,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp050_liqmed,strategy_variant,retail_marketable_default,5,252,4037,-564295.652954784,-2239.2684641062856,-4967.491196062592,-559328.1617587215,-17.886185352669386,50,0.1984126984126984,-0.0012541844292447905,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp050_liqall,strategy_variant,retail_marketable_default,5,252,4087,-568543.4935575095,-2256.1249744345614,-4967.491196062592,-563576.0023614471,-18.24427818676536,50,0.1984126984126984,-0.0012733077314913868,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S09_q70_sp080_liqall,strategy_variant,zero_latency_spread_only_control,8,252,47583,-585797.4985859939,-2324.5932483571187,-8534.048966087743,-590124.5133906206,-6.776321312196715,63,0.25,-0.00012697143155318962,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqmed,strategy_variant,retail_marketable_default,6,252,4578,-591091.5938495342,-2345.6015628949767,-4967.491196062592,-586124.102653472,-20.31220722914561,42,0.16666666666666666,-0.0012133525350484708,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqmed,strategy_variant,retail_marketable_default,6,252,4578,-591091.5938495342,-2345.6015628949767,-4967.491196062592,-586124.102653472,-20.31220722914561,42,0.16666666666666666,-0.0012133525350484708,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,7,252,13212,-612035.3511800808,-2428.7117110320664,-9930.202198392783,-602105.1489816881,-11.037571051936983,72,0.2857142857142857,-0.000554031159355574,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqall,strategy_variant,zero_latency_spread_only_control,7,252,13464,-653035.8420763663,-2591.4120717316123,-9930.202198392783,-643105.6398779736,-12.098322246819123,36,0.14285714285714285,-0.0005982258325753847,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp050_liqmed,strategy_variant,zero_latency_spread_only_control,7,252,28008,-726269.2623142941,-2882.02088219958,-7924.9919037117315,-718344.2704105814,-10.668007005598254,72,0.2857142857142857,-0.00034601510770032536,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp050_liqall,strategy_variant,zero_latency_spread_only_control,7,252,28476,-762892.6183277075,-3027.351660030585,-7924.9919037117315,-754967.6264239948,-11.792267523506451,72,0.2857142857142857,-0.000350794094400385,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqall,strategy_variant,stressed_retail,8,252,6071,-792784.2648011129,-3145.9693047663213,-17546.679303160963,-792110.6632897004,-8.92249104678121,31,0.12301587301587301,-0.0006654136713154534,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqall,strategy_variant,retail_marketable_default,6,252,6930,-872420.3286254851,-3461.985431053512,-8834.61871871997,-867452.8374294232,-17.885029450579626,42,0.16666666666666666,-0.0012077261448048772,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,13491,-919961.9585806441,-3650.6426927803336,-11851.147438408554,-910042.6617186088,-12.774096522029454,63,0.25,-0.000731676169402972,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,13491,-919961.9585806441,-3650.6426927803336,-11851.147438408554,-910042.6617186088,-12.774096522029454,63,0.25,-0.000731676169402972,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqmed,strategy_variant,stressed_retail,7,252,11844,-984906.7755844078,-3908.360220573047,-10521.505176667364,-980481.3114443148,-18.736191922411674,0,0.0,-0.0009589645438000618,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqall,strategy_variant,stressed_retail,7,252,12060,-1018093.0663300263,-4040.051850515977,-10521.505176667364,-1013667.6021899349,-19.792040328498828,0,0.0,-0.0009719868116361362,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp080_liqmed,strategy_variant,retail_marketable_default,8,252,12924,-1066053.1825309067,-4230.369771948042,-12648.590432935243,-1055253.1580736972,-14.68786314195173,32,0.12698412698412698,-0.0007779464759967991,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp100_liqmed,strategy_variant,retail_marketable_default,8,252,12924,-1066053.1825309067,-4230.369771948042,-12648.590432935243,-1055253.1580736972,-14.68786314195173,32,0.12698412698412698,-0.0007779464759967991,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp080_liqall,strategy_variant,zero_latency_spread_only_control,7,252,6264,-1082939.907237561,-4297.380584276036,-22585.700241667513,-1081271.4419361572,-9.00730166490401,36,0.14285714285714285,-0.001665432139619431,0.14285714285714285,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp080_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,27280,-1103777.3069717921,-4380.068678459493,-14686.941891245342,-1101492.8137673035,-12.333382238659848,63,0.25,-0.0005137824992844131,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q70_sp100_liqmed,strategy_variant,zero_latency_spread_only_control,8,252,27280,-1103777.3069717921,-4380.068678459493,-14686.941891245342,-1101492.8137673035,-12.333382238659848,63,0.25,-0.0005137824992844131,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqall,strategy_variant,retail_marketable_default,6,252,8148,-1124306.68886696,-4461.534479630794,-13729.351993381877,-1119150.647436328,-15.631817167625762,0,0.0,-0.0013178962322464023,0.16666666666666666,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp080_liqmed,strategy_variant,stressed_retail,8,252,12254,-1139712.207927161,-4522.667491774448,-10521.505176667364,-1135286.743787069,-20.581775567163895,0,0.0,-0.00102511010725174,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp100_liqmed,strategy_variant,stressed_retail,8,252,12254,-1139712.207927161,-4522.667491774448,-10521.505176667364,-1135286.743787069,-20.581775567163895,0,0.0,-0.00102511010725174,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqall,strategy_variant,retail_marketable_default,7,252,12816,-1196274.7194374437,-4747.121902529539,-12648.590432935243,-1185413.2757466836,-15.972983673343,36,0.14285714285714285,-0.0008527688937516818,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q85_sp050_liqmed,strategy_variant,retail_marketable_default,7,252,12600,-1203892.6562473527,-4777.351810505368,-12648.590432935243,-1193031.212556591,-16.321999609931677,36,0.14285714285714285,-0.0008777691389211271,0.0,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S01_q95_sp100_liqall,strategy_variant,zero_latency_spread_only_control,8,252,6516,-1292501.3111149832,-5128.973456805489,-31894.62504410903,-1290740.4032016252,-7.918610730712079,31,0.12301587301587301,-0.0018798737156067486,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
phase26_strategy_salvage,S05_q70_sp080_liqmed,strategy_variant,retail_marketable_default,8,252,14921,-1404487.6258673132,-5573.363594711561,-35991.90077926556,-1403408.0161254269,-7.582913846866859,31,0.12301587301587301,-0.000810409693668369,0.125,0.0,False,deterministic_252_day_tick_trade_ledger_replay_not_acceptance
