scenario_id,trade_date,exchange,symbol,signal_ts_ms,entry_ts_ms,exit_ts_ms,side,impulse_bps,snap_side,top5_imbalance,l2_l5_imbalance,level_weighted_imbalance,spread_bps,withdrawal_pressure,entry_price,exit_price,exit_reason,quantity,buy_value_inr,sell_value_inr,gross_pnl_inr,zerodha_charges_inr,cost200_inr,net_pnl_inr
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784022184.0,1784022185.0,1784022185.0,short,84.51160121823787,-1,-0.5745007680491552,-0.5745125348189415,-0.5744755291806279,1.2158054711235144,0.05588993981083405,815.55,816.55,stop,122,99619.09999999999,99497.09999999999,-122.0,82.6367135772,165.2734271544,-287.2734271544
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784022284.0,1784022285.0,1784022285.0,short,84.51650555906909,-1,-0.5745007680491552,-0.5745125348189415,-0.5744755291806279,1.2158054711235144,0.05588993981083405,815.55,816.55,stop,122,99619.09999999999,99497.09999999999,-122.0,82.6367135772,165.2734271544,-287.2734271544
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784022384.0,1784022385.0,1784022385.0,short,84.52263598510923,-1,-0.5745007680491552,-0.5745125348189415,-0.5744755291806279,1.2158054711235144,0.05588993981083405,815.55,816.55,stop,122,99619.09999999999,99497.09999999999,-122.0,82.6367135772,165.2734271544,-287.2734271544
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784022508.0,1784022509.0,1784022509.0,short,42.8614867018795,-1,-0.5633862136740138,-0.5634049323786794,-0.5633409588468256,1.220852154804331,0.06565874730021598,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784022633.0,1784022634.0,1784022634.0,short,42.87252146875087,-1,-0.5633862136740138,-0.5634049323786794,-0.5633409588468256,1.220852154804331,0.06565874730021598,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784022758.0,1784022759.0,1784022759.0,short,42.849225849799225,-1,-0.5633862136740138,-0.5634049323786794,-0.5633409588468256,1.220852154804331,0.06565874730021598,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784022883.0,1784022884.0,1784022884.0,short,42.88478232083337,-1,-0.5633862136740138,-0.5634049323786794,-0.5633409588468256,1.220852154804331,0.06565874730021598,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784022997.0,1784022998.0,1784022998.0,short,42.889686661662374,-1,-0.5633862136740138,-0.5634049323786794,-0.5633409588468256,1.220852154804331,0.0,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784023080.0,1784023081.0,1784023081.0,short,84.54470551885419,-1,-0.5745007680491552,-0.5745125348189415,-0.5744755291806279,1.2158054711235144,0.0,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784023163.0,1784023164.0,1784023164.0,short,91.33353931564781,-1,-0.5716945996275605,-0.57157931762223,-0.5719238613188307,1.214993013790447,0.0,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784023247.0,1784023248.0,1784023248.0,short,42.90194751374487,-1,-0.5633862136740138,-0.5634049323786794,-0.5633409588468256,1.220852154804331,0.0,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784023330.0,1784023331.0,1784023331.0,short,84.5324446667739,-1,-0.5745007680491552,-0.5745125348189415,-0.5744755291806279,1.2158054711235144,0.0,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784023413.0,1784023414.0,1784023414.0,short,91.32127846356752,-1,-0.5716945996275605,-0.57157931762223,-0.5719238613188307,1.214993013790447,0.0,819.05,822.75,stop,122,100375.5,99924.09999999999,-451.40000000000873,82.70367183759998,165.40734367519997,-616.8073436752087
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784023516.0,1784023517.0,1784023517.0,short,84.52386207031815,-1,-0.5745007680491552,-0.5745125348189415,-0.5744755291806279,1.2158054711235144,0.0,822.45,827.4,stop,121,100115.4,99516.45000000001,-598.9499999999825,82.6708909811,165.3417819622,-764.2917819621825
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784023641.0,1784023642.0,1784023642.0,short,84.58394024551063,-1,-0.5745007680491552,-0.5745125348189415,-0.5744755291806279,1.2158054711235144,0.0,822.45,827.4,stop,121,100115.4,99516.45000000001,-598.9499999999825,82.6708909811,165.3417819622,-764.2917819621825
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784023766.0,1784023767.0,1784023767.0,short,84.51160121823787,-1,-0.5745007680491552,-0.5745125348189415,-0.5744755291806279,1.2158054711235144,0.0,822.45,827.4,stop,121,100115.4,99516.45000000001,-598.9499999999825,82.6708909811,165.3417819622,-764.2917819621825
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784023891.0,1784023892.0,1784023892.0,short,84.59620109759092,-1,-0.5745007680491552,-0.5745125348189415,-0.5744755291806279,1.2158054711235144,0.0,822.45,827.4,stop,121,100115.4,99516.45000000001,-598.9499999999825,82.6708909811,165.3417819622,-764.2917819621825
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784024005.0,1784024006.0,1784024006.0,short,88.25606544352382,-1,-0.5712074303405573,-0.5712280701754386,-0.5711631565386024,1.2153621779292993,0.07552083333333333,822.75,827.4,stop,121,100115.4,99552.75,-562.6499999999942,82.6722488189,165.3444976378,-727.9944976377942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784024088.0,1784024089.0,1784024089.0,short,144.00983810770816,-1,-0.5578365574417686,-0.5579418344519016,-0.5576216964002652,1.2086783102679972,0.07552083333333333,822.75,827.4,stop,121,100115.4,99552.75,-562.6499999999942,82.6722488189,165.3444976378,-727.9944976377942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784024179.0,1784024180.0,1784024180.0,short,88.26464803997958,-1,-0.5712074303405573,-0.5712280701754386,-0.5711631565386024,1.2153621779292993,0.07552083333333333,822.75,827.4,stop,121,100115.4,99552.75,-562.6499999999942,82.6722488189,165.3444976378,-727.9944976377942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784024279.0,1784024280.0,1784024280.0,short,88.26955238081302,-1,-0.5712074303405573,-0.5712280701754386,-0.5711631565386024,1.2153621779292993,0.07552083333333333,822.75,827.4,stop,121,100115.4,99552.75,-562.6499999999942,82.6722488189,165.3444976378,-727.9944976377942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784024379.0,1784024380.0,1784024380.0,short,88.27445672164424,-1,-0.5712074303405573,-0.5712280701754386,-0.5711631565386024,1.2153621779292993,0.07552083333333333,822.75,827.4,stop,121,100115.4,99552.75,-562.6499999999942,82.6722488189,165.3444976378,-727.9944976377942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784024484.0,1784024485.0,1784024485.0,short,91.2685567996241,-1,-0.5716945996275605,-0.57157931762223,-0.5719238613188307,1.214993013790447,0.07552083333333333,823.0,827.4,stop,121,100115.4,99583.0,-532.3999999999942,82.67338035040001,165.34676070080002,-697.7467607007942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784024609.0,1784024610.0,1784024610.0,short,91.32618280439874,-1,-0.5716945996275605,-0.57157931762223,-0.5719238613188307,1.214993013790447,0.07552083333333333,823.0,827.4,stop,121,100115.4,99583.0,-532.3999999999942,82.67338035040001,165.34676070080002,-697.7467607007942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784024734.0,1784024735.0,1784024735.0,short,91.2562959475438,-1,-0.5716945996275605,-0.57157931762223,-0.5719238613188307,1.214993013790447,0.07552083333333333,823.0,827.4,stop,121,100115.4,99583.0,-532.3999999999942,82.67338035040001,165.34676070080002,-697.7467607007942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784024859.0,1784024860.0,1784024860.0,short,91.33844365647903,-1,-0.5716945996275605,-0.57157931762223,-0.5719238613188307,1.214993013790447,0.07552083333333333,823.0,827.4,stop,121,100115.4,99583.0,-532.3999999999942,82.67338035040001,165.34676070080002,-697.7467607007942
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784025009.0,1784025010.0,1784025010.0,short,101.1054384235477,-1,-0.568762132298044,-0.5687933660517854,-0.5687533930288383,1.2138131941496966,0.07552083333333333,823.8,827.35,stop,121,100109.35,99679.79999999999,-429.55000000001746,82.67659344489999,165.35318688979999,-594.9031868898174
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784025259.0,1784025260.0,1784025260.0,short,101.11769927562797,-1,-0.568762132298044,-0.5687933660517854,-0.5687533930288383,1.2138131941496966,0.07552083333333333,823.8,827.35,stop,121,100109.35,99679.79999999999,-429.55000000001746,82.67659344489999,165.35318688979999,-594.9031868898174
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784025509.0,1784025510.0,1784025510.0,short,101.12996012770824,-1,-0.568762132298044,-0.5687933660517854,-0.5687533930288383,1.2138131941496966,0.07552083333333333,823.8,827.35,stop,121,100109.35,99679.79999999999,-429.55000000001746,82.67659344489999,165.35318688979999,-594.9031868898174
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,HDFCBANK,1784025759.0,1784025760.0,1784025760.0,short,101.14222097978853,-1,-0.568762132298044,-0.5687933660517854,-0.5687533930288383,1.2138131941496966,0.07552083333333333,823.8,827.35,stop,121,100109.35,99679.79999999999,-429.55000000001746,82.67659344489999,165.35318688979999,-594.9031868898174
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784021563.0,1784021564.0,1784021564.0,short,77.14657604374287,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.022753128555176336,1101.6,1099.6,target,90,98963.99999999999,99143.99999999999,180.0,82.579347848,165.158695696,14.841304304000005
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784021663.0,1784021664.0,1784021664.0,short,77.13931459152334,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.022753128555176336,1101.6,1099.6,target,90,98963.99999999999,99143.99999999999,180.0,82.579347848,165.158695696,14.841304304000005
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784021763.0,1784021764.0,1784021764.0,short,77.13205313930604,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.022753128555176336,1101.6,1099.6,target,90,98963.99999999999,99143.99999999999,180.0,82.579347848,165.158695696,14.841304304000005
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784021863.0,1784021864.0,1784021864.0,short,77.12479168708875,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.022753128555176336,1101.6,1099.6,target,90,98963.99999999999,99143.99999999999,180.0,82.579347848,165.158695696,14.841304304000005
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784021963.0,1784021964.0,1784021964.0,short,77.11753023486922,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.022753128555176336,1101.6,1099.6,target,90,98963.99999999999,99143.99999999999,180.0,82.579347848,165.158695696,14.841304304000005
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022063.0,1784022064.0,1784022064.0,short,77.11026878265193,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.022753128555176336,1101.6,1099.6,target,90,98963.99999999999,99143.99999999999,180.0,82.579347848,165.158695696,14.841304304000005
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022163.0,1784022164.0,1784022164.0,short,77.10209964890691,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.022753128555176336,1101.6,1099.6,target,90,98963.99999999999,99143.99999999999,180.0,82.579347848,165.158695696,14.841304304000005
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022263.0,1784022264.0,1784022264.0,short,77.09483819669182,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.022753128555176336,1101.6,1099.6,target,90,98963.99999999999,99143.99999999999,180.0,82.579347848,165.158695696,14.841304304000005
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022363.0,1784022364.0,1784022364.0,short,77.0875767444723,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.022753128555176336,1101.6,1099.6,target,90,98963.99999999999,99143.99999999999,180.0,82.579347848,165.158695696,14.841304304000005
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022540.0,1784022541.0,1784022541.0,short,74.28919459602668,-1,-0.1883289124668435,-0.1883289124668435,-0.1883949014113386,1.8019641409140053,0.050454086781029264,1099.4,1105.7,stop,90,99513.0,98946.00000000001,-566.9999999999854,82.608947354,165.217894708,-732.2178947079855
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022612.0,1784022613.0,1784022613.0,short,35.27976560032231,-1,-0.17341842397336293,-0.17358490566037735,-0.1731648031113272,1.8089725036183566,0.050454086781029264,1099.4,1105.7,stop,90,99513.0,98946.00000000001,-566.9999999999854,82.608947354,165.217894708,-732.2178947079855
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022683.0,1784022684.0,1784022684.0,short,76.22981770124105,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.050454086781029264,1099.4,1105.7,stop,90,99513.0,98946.00000000001,-566.9999999999854,82.608947354,165.217894708,-732.2178947079855
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022826.0,1784022827.0,1784022827.0,short,77.05399252796674,-1,-0.18217286914765907,-0.18231292517006803,-0.1819358909475704,1.8014772113136868,0.050454086781029264,1099.4,1105.7,stop,90,99513.0,98946.00000000001,-566.9999999999854,82.608947354,165.217894708,-732.2178947079855
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022897.0,1784022898.0,1784022898.0,short,78.02975016973468,-1,-0.18637770897832817,-0.1863157894736842,-0.18653629693920454,1.8013149599211515,0.050454086781029264,1099.4,1105.7,stop,90,99513.0,98946.00000000001,-566.9999999999854,82.608947354,165.217894708,-732.2178947079855
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784022973.0,1784022974.0,1784022974.0,short,76.20894102611464,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.050454086781029264,1108.7,1110.3,stop,90,99927.0,99783.0,-144.0,82.66816225999999,165.33632451999998,-309.33632451999995
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023057.0,1784023058.0,1784023058.0,short,64.42723480268864,-1,-0.17647058823529413,-0.17654618473895584,-0.17636320737144068,1.8037518037522136,0.01558736006801757,1108.7,1110.3,stop,90,99927.0,99783.0,-144.0,82.66816225999999,165.33632451999998,-309.33632451999995
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023140.0,1784023141.0,1784023141.0,short,76.14903404531859,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.01558736006801757,1108.7,1110.3,stop,90,99927.0,99783.0,-144.0,82.66816225999999,165.33632451999998,-309.33632451999995
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023223.0,1784023224.0,1784023224.0,short,78.00615045002735,-1,-0.18637770897832817,-0.1863157894736842,-0.18653629693920454,1.8013149599211515,0.01558736006801757,1108.7,1110.3,stop,90,99927.0,99783.0,-144.0,82.66816225999999,165.33632451999998,-309.33632451999995
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023307.0,1784023308.0,1784023308.0,short,92.559008376083,-1,-0.18200774501042596,-0.18197164078325456,-0.18210820932038066,1.798722906736626,0.01558736006801757,1110.1,1112.0,stop,90,100080.0,99908.99999999999,-171.00000000001455,82.683188534,165.366377068,-336.3663770680146
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023407.0,1784023408.0,1784023408.0,short,92.55174692386791,-1,-0.18200774501042596,-0.18197164078325456,-0.18210820932038066,1.798722906736626,0.01558736006801757,1110.1,1112.0,stop,90,100080.0,99908.99999999999,-171.00000000001455,82.683188534,165.366377068,-336.3663770680146
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023511.0,1784023512.0,1784023512.0,short,76.17626449113457,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.017588652482269502,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023611.0,1784023612.0,1784023612.0,short,76.18352594335408,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.017588652482269502,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023711.0,1784023712.0,1784023712.0,short,76.19078739557139,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.017588652482269502,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023811.0,1784023812.0,1784023812.0,short,76.19804884778647,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.017588652482269502,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784023911.0,1784023912.0,1784023912.0,short,76.20531030000599,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.017588652482269502,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784024005.0,1784024006.0,1784024006.0,short,76.21166407069558,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.02852253280091272,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784024088.0,1784024089.0,1784024089.0,short,77.94261274312264,-1,-0.18637770897832817,-0.1863157894736842,-0.18653629693920454,1.8013149599211515,0.02852253280091272,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784024179.0,1784024180.0,1784024180.0,short,76.22437161207918,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.017588652482269502,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784024279.0,1784024280.0,1784024280.0,short,76.2325407458242,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.017588652482269502,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784024379.0,1784024380.0,1784024380.0,short,76.2398021980415,-1,-0.18804755944931165,-0.1879432624113475,-0.1882401315789474,1.801639491938073,0.017588652482269502,1110.0,1112.0,stop,90,100080.0,99900.0,-180.0,82.68285187999999,165.36570375999997,-345.36570376
P415_PRIMARY_DEEP_BOOK_DIVERGENCE_SNAPBACK,2026-01-01,NSE,INFY,1784024509.0,1784024510.0,1784024510.0,short,92.55083924233799,-1,-0.18200774501042596,-0.18197164078325456,-0.18210820932038066,1.798722906736626,0.017588652482269502,1111.8,1115.8,stop,89,99306.2,98950.2,-356.0,82.5951648984,165.1903297968,-521.1903297968
