horizon_sec,trade_date,exchange,symbol,split_role,feature_file_exists,label_file_exists,joined_rows,test_rows_used
1,2026-07-10,NSE,BANKBEES,train,1,1,9229,0
1,2026-07-10,NSE,BHARTIARTL,train,1,1,11365,0
1,2026-07-10,NSE,BPCL,train,1,1,6758,0
1,2026-07-10,NSE,BRITANNIA,train,1,1,6029,0
1,2026-07-10,NSE,CIPLA,train,1,1,7907,0
1,2026-07-10,NSE,DRREDDY,train,1,1,13141,0
1,2026-07-10,NSE,GOLDBEES,train,1,1,9148,0
1,2026-07-10,NSE,HCLTECH,train,1,1,14317,0
1,2026-07-10,NSE,HDFCBANK,train,1,1,15043,0
1,2026-07-10,NSE,HINDUNILVR,train,1,1,8661,0
1,2026-07-10,NSE,ICICIBANK,train,1,1,11236,0
1,2026-07-10,NSE,INFY,train,1,1,15210,0
1,2026-07-10,NSE,ITBEES,train,1,1,6822,0
1,2026-07-10,NSE,ITC,train,1,1,11084,0
1,2026-07-10,NSE,JUNIORBEES,train,1,1,13252,0
1,2026-07-10,NSE,KOTAKBANK,train,1,1,10164,0
1,2026-07-10,NSE,LT,train,1,1,10640,0
1,2026-07-10,NSE,M&M,train,1,1,9987,0
1,2026-07-10,NSE,MARUTI,train,1,1,11104,0
1,2026-07-10,NSE,NESTLEIND,train,1,1,7878,0
1,2026-07-10,NSE,NIFTYBEES,train,1,1,11226,0
1,2026-07-10,NSE,ONGC,train,1,1,9395,0
1,2026-07-10,NSE,RELIANCE,train,1,1,11459,0
1,2026-07-10,NSE,SBIN,train,1,1,12205,0
1,2026-07-10,NSE,SUNPHARMA,train,1,1,9908,0
1,2026-07-10,NSE,TCS,train,1,1,16259,0
1,2026-07-10,NSE,TECHM,train,1,1,9551,0
1,2026-07-10,NSE,ULTRACEMCO,train,1,1,6525,0
1,2026-07-10,NSE,WIPRO,train,1,1,10157,0
1,2026-07-13,NSE,ADANIPORTS,validation,1,1,9453,0
1,2026-07-13,NSE,AXISBANK,validation,1,1,10797,0
1,2026-07-13,NSE,BAJAJ-AUTO,validation,1,1,14298,0
1,2026-07-13,NSE,BANKBEES,validation,1,1,13183,0
1,2026-07-13,NSE,BHARTIARTL,validation,1,1,11538,0
1,2026-07-13,NSE,BPCL,validation,1,1,8034,0
1,2026-07-13,NSE,BRITANNIA,validation,1,1,6759,0
1,2026-07-13,NSE,CIPLA,validation,1,1,8387,0
1,2026-07-13,NSE,DRREDDY,validation,1,1,8735,0
1,2026-07-13,NSE,GOLDBEES,validation,1,1,8947,0
1,2026-07-13,NSE,HCLTECH,validation,1,1,14296,0
1,2026-07-13,NSE,HDFCBANK,validation,1,1,16565,0
1,2026-07-13,NSE,HINDUNILVR,validation,1,1,8591,0
1,2026-07-13,NSE,ICICIBANK,validation,1,1,13716,0
1,2026-07-13,NSE,INFY,validation,1,1,16206,0
1,2026-07-13,NSE,ITBEES,validation,1,1,8304,0
1,2026-07-13,NSE,ITC,validation,1,1,8757,0
1,2026-07-13,NSE,JUNIORBEES,validation,1,1,11801,0
1,2026-07-13,NSE,KOTAKBANK,validation,1,1,9402,0
1,2026-07-13,NSE,LT,validation,1,1,11478,0
1,2026-07-13,NSE,M&M,validation,1,1,14145,0
1,2026-07-13,NSE,MARUTI,validation,1,1,15406,0
1,2026-07-13,NSE,NESTLEIND,validation,1,1,9035,0
1,2026-07-13,NSE,NIFTYBEES,validation,1,1,13039,0
1,2026-07-13,NSE,ONGC,validation,1,1,10644,0
1,2026-07-13,NSE,RELIANCE,validation,1,1,13219,0
1,2026-07-13,NSE,SBIN,validation,1,1,13084,0
1,2026-07-13,NSE,SUNPHARMA,validation,1,1,9572,0
1,2026-07-13,NSE,TCS,validation,1,1,16806,0
1,2026-07-13,NSE,TECHM,validation,1,1,11316,0
1,2026-07-13,NSE,ULTRACEMCO,validation,1,1,6783,0
1,2026-07-13,NSE,WIPRO,validation,1,1,11490,0
5,2026-07-08,NSE,ADANIPORTS,train,1,1,1617,0
5,2026-07-08,NSE,AXISBANK,train,1,1,1699,0
5,2026-07-08,NSE,BAJAJ-AUTO,train,1,1,1594,0
5,2026-07-08,NSE,BANKBEES,train,1,1,1693,0
5,2026-07-08,NSE,BHARTIARTL,train,1,1,1616,0
5,2026-07-08,NSE,BPCL,train,1,1,1578,0
5,2026-07-08,NSE,BRITANNIA,train,1,1,1525,0
5,2026-07-08,NSE,CIPLA,train,1,1,1572,0
5,2026-07-08,NSE,DRREDDY,train,1,1,1582,0
5,2026-07-08,NSE,GOLDBEES,train,1,1,1642,0
5,2026-07-08,NSE,HCLTECH,train,1,1,1564,0
5,2026-07-08,NSE,HDFCBANK,train,1,1,1745,0
5,2026-07-08,NSE,HINDUNILVR,train,1,1,1618,0
5,2026-07-08,NSE,ICICIBANK,train,1,1,1722,0
5,2026-07-08,NSE,INFY,train,1,1,1682,0
5,2026-07-08,NSE,ITBEES,train,1,1,1585,0
5,2026-07-08,NSE,ITC,train,1,1,1643,0
5,2026-07-08,NSE,JUNIORBEES,train,1,1,1685,0
5,2026-07-08,NSE,KOTAKBANK,train,1,1,1664,0
5,2026-07-08,NSE,LT,train,1,1,1733,0
5,2026-07-08,NSE,M&M,train,1,1,1714,0
5,2026-07-08,NSE,MARUTI,train,1,1,1679,0
5,2026-07-08,NSE,NESTLEIND,train,1,1,1580,0
5,2026-07-08,NSE,NIFTYBEES,train,1,1,1687,0
5,2026-07-08,NSE,ONGC,train,1,1,1628,0
5,2026-07-08,NSE,RELIANCE,train,1,1,1731,0
5,2026-07-08,NSE,SBIN,train,1,1,1686,0
5,2026-07-08,NSE,SUNPHARMA,train,1,1,1600,0
5,2026-07-08,NSE,TCS,train,1,1,1651,0
5,2026-07-08,NSE,TECHM,train,1,1,1574,0
5,2026-07-08,NSE,ULTRACEMCO,train,1,1,1577,0
5,2026-07-08,NSE,WIPRO,train,1,1,1569,0
5,2026-07-09,NSE,ADANIPORTS,train,1,1,2448,0
5,2026-07-09,NSE,AXISBANK,train,1,1,2522,0
5,2026-07-09,NSE,BAJAJ-AUTO,train,1,1,2390,0
5,2026-07-09,NSE,BANKBEES,train,1,1,2537,0
5,2026-07-09,NSE,BHARTIARTL,train,1,1,2558,0
5,2026-07-09,NSE,BPCL,train,1,1,2421,0
5,2026-07-09,NSE,BRITANNIA,train,1,1,2364,0
5,2026-07-09,NSE,CIPLA,train,1,1,2407,0
5,2026-07-09,NSE,DRREDDY,train,1,1,2539,0
5,2026-07-09,NSE,GOLDBEES,train,1,1,2469,0
5,2026-07-09,NSE,HCLTECH,train,1,1,2462,0
5,2026-07-09,NSE,HDFCBANK,train,1,1,2557,0
5,2026-07-09,NSE,HINDUNILVR,train,1,1,2484,0
5,2026-07-09,NSE,ICICIBANK,train,1,1,2548,0
5,2026-07-09,NSE,INFY,train,1,1,2532,0
5,2026-07-09,NSE,ITBEES,train,1,1,2350,0
5,2026-07-09,NSE,ITC,train,1,1,2527,0
5,2026-07-09,NSE,JUNIORBEES,train,1,1,2525,0
5,2026-07-09,NSE,KOTAKBANK,train,1,1,2555,0
5,2026-07-09,NSE,LT,train,1,1,2557,0
5,2026-07-09,NSE,M&M,train,1,1,2505,0
5,2026-07-09,NSE,MARUTI,train,1,1,2493,0
5,2026-07-09,NSE,NESTLEIND,train,1,1,2386,0
5,2026-07-09,NSE,NIFTYBEES,train,1,1,2514,0
5,2026-07-09,NSE,ONGC,train,1,1,2451,0
5,2026-07-09,NSE,RELIANCE,train,1,1,2539,0
5,2026-07-09,NSE,SBIN,train,1,1,2520,0
5,2026-07-09,NSE,SUNPHARMA,train,1,1,2517,0
5,2026-07-09,NSE,TCS,train,1,1,2530,0
5,2026-07-09,NSE,TECHM,train,1,1,2392,0
5,2026-07-09,NSE,ULTRACEMCO,train,1,1,2358,0
5,2026-07-09,NSE,WIPRO,train,1,1,2447,0
5,2026-07-10,NSE,ADANIPORTS,train,1,1,4276,0
5,2026-07-10,NSE,AXISBANK,train,1,1,4310,0
5,2026-07-10,NSE,BAJAJ-AUTO,train,1,1,4202,0
5,2026-07-10,NSE,BANKBEES,train,1,1,4105,0
5,2026-07-10,NSE,BHARTIARTL,train,1,1,4351,0
5,2026-07-10,NSE,BPCL,train,1,1,4073,0
5,2026-07-10,NSE,BRITANNIA,train,1,1,3917,0
5,2026-07-10,NSE,CIPLA,train,1,1,4190,0
5,2026-07-10,NSE,DRREDDY,train,1,1,4375,0
5,2026-07-10,NSE,GOLDBEES,train,1,1,4250,0
5,2026-07-10,NSE,HCLTECH,train,1,1,4425,0
5,2026-07-10,NSE,HDFCBANK,train,1,1,4448,0
5,2026-07-10,NSE,HINDUNILVR,train,1,1,4184,0
5,2026-07-10,NSE,ICICIBANK,train,1,1,4342,0
5,2026-07-10,NSE,INFY,train,1,1,4460,0
5,2026-07-10,NSE,ITBEES,train,1,1,4066,0
5,2026-07-10,NSE,ITC,train,1,1,4335,0
5,2026-07-10,NSE,JUNIORBEES,train,1,1,4329,0
5,2026-07-10,NSE,KOTAKBANK,train,1,1,4285,0
5,2026-07-10,NSE,LT,train,1,1,4270,0
5,2026-07-10,NSE,M&M,train,1,1,4236,0
5,2026-07-10,NSE,MARUTI,train,1,1,4273,0
5,2026-07-10,NSE,NESTLEIND,train,1,1,4127,0
5,2026-07-10,NSE,NIFTYBEES,train,1,1,4295,0
5,2026-07-10,NSE,ONGC,train,1,1,4237,0
5,2026-07-10,NSE,RELIANCE,train,1,1,4360,0
5,2026-07-10,NSE,SBIN,train,1,1,4354,0
5,2026-07-10,NSE,SUNPHARMA,train,1,1,4285,0
5,2026-07-10,NSE,TCS,train,1,1,4481,0
5,2026-07-10,NSE,TECHM,train,1,1,4254,0
5,2026-07-10,NSE,ULTRACEMCO,train,1,1,4018,0
5,2026-07-10,NSE,WIPRO,train,1,1,4321,0
5,2026-07-13,NSE,ADANIPORTS,validation,1,1,4268,0
5,2026-07-13,NSE,AXISBANK,validation,1,1,4285,0
5,2026-07-13,NSE,BAJAJ-AUTO,validation,1,1,4384,0
5,2026-07-13,NSE,BANKBEES,validation,1,1,4285,0
5,2026-07-13,NSE,BHARTIARTL,validation,1,1,4367,0
5,2026-07-13,NSE,BPCL,validation,1,1,4189,0
5,2026-07-13,NSE,BRITANNIA,validation,1,1,4043,0
5,2026-07-13,NSE,CIPLA,validation,1,1,4212,0
5,2026-07-13,NSE,DRREDDY,validation,1,1,4258,0
5,2026-07-13,NSE,GOLDBEES,validation,1,1,4227,0
5,2026-07-13,NSE,HCLTECH,validation,1,1,4400,0
5,2026-07-13,NSE,HDFCBANK,validation,1,1,4473,0
5,2026-07-13,NSE,HINDUNILVR,validation,1,1,4217,0
5,2026-07-13,NSE,ICICIBANK,validation,1,1,4388,0
5,2026-07-13,NSE,INFY,validation,1,1,4471,0
5,2026-07-13,NSE,ITBEES,validation,1,1,4192,0
5,2026-07-13,NSE,ITC,validation,1,1,4227,0
5,2026-07-13,NSE,JUNIORBEES,validation,1,1,4245,0
5,2026-07-13,NSE,KOTAKBANK,validation,1,1,4253,0
5,2026-07-13,NSE,LT,validation,1,1,4319,0
5,2026-07-13,NSE,M&M,validation,1,1,4396,0
5,2026-07-13,NSE,MARUTI,validation,1,1,4442,0
5,2026-07-13,NSE,NESTLEIND,validation,1,1,4206,0
5,2026-07-13,NSE,NIFTYBEES,validation,1,1,4323,0
5,2026-07-13,NSE,ONGC,validation,1,1,4308,0
5,2026-07-13,NSE,RELIANCE,validation,1,1,4366,0
5,2026-07-13,NSE,SBIN,validation,1,1,4353,0
5,2026-07-13,NSE,SUNPHARMA,validation,1,1,4236,0
5,2026-07-13,NSE,TCS,validation,1,1,4484,0
5,2026-07-13,NSE,TECHM,validation,1,1,4288,0
5,2026-07-13,NSE,ULTRACEMCO,validation,1,1,4084,0
5,2026-07-13,NSE,WIPRO,validation,1,1,4288,0
15,2026-07-08,NSE,ADANIPORTS,train,1,1,583,0
15,2026-07-08,NSE,AXISBANK,train,1,1,583,0
15,2026-07-08,NSE,BAJAJ-AUTO,train,1,1,583,0
15,2026-07-08,NSE,BANKBEES,train,1,1,583,0
15,2026-07-08,NSE,BHARTIARTL,train,1,1,583,0
15,2026-07-08,NSE,BPCL,train,1,1,583,0
15,2026-07-08,NSE,BRITANNIA,train,1,1,583,0
15,2026-07-08,NSE,CIPLA,train,1,1,583,0
15,2026-07-08,NSE,DRREDDY,train,1,1,583,0
15,2026-07-08,NSE,GOLDBEES,train,1,1,583,0
15,2026-07-08,NSE,HCLTECH,train,1,1,583,0
15,2026-07-08,NSE,HDFCBANK,train,1,1,583,0
15,2026-07-08,NSE,HINDUNILVR,train,1,1,583,0
15,2026-07-08,NSE,ICICIBANK,train,1,1,583,0
15,2026-07-08,NSE,INFY,train,1,1,583,0
15,2026-07-08,NSE,ITBEES,train,1,1,583,0
15,2026-07-08,NSE,ITC,train,1,1,583,0
15,2026-07-08,NSE,JUNIORBEES,train,1,1,583,0
15,2026-07-08,NSE,KOTAKBANK,train,1,1,583,0
15,2026-07-08,NSE,LT,train,1,1,583,0
15,2026-07-08,NSE,M&M,train,1,1,583,0
15,2026-07-08,NSE,MARUTI,train,1,1,583,0
15,2026-07-08,NSE,NESTLEIND,train,1,1,583,0
15,2026-07-08,NSE,NIFTYBEES,train,1,1,583,0
15,2026-07-08,NSE,ONGC,train,1,1,583,0
15,2026-07-08,NSE,RELIANCE,train,1,1,583,0
15,2026-07-08,NSE,SBIN,train,1,1,583,0
15,2026-07-08,NSE,SUNPHARMA,train,1,1,583,0
15,2026-07-08,NSE,TCS,train,1,1,583,0
15,2026-07-08,NSE,TECHM,train,1,1,583,0
15,2026-07-08,NSE,ULTRACEMCO,train,1,1,583,0
15,2026-07-08,NSE,WIPRO,train,1,1,583,0
15,2026-07-09,NSE,ADANIPORTS,train,1,1,858,0
15,2026-07-09,NSE,AXISBANK,train,1,1,858,0
15,2026-07-09,NSE,BAJAJ-AUTO,train,1,1,858,0
15,2026-07-09,NSE,BANKBEES,train,1,1,859,0
15,2026-07-09,NSE,BHARTIARTL,train,1,1,858,0
15,2026-07-09,NSE,BPCL,train,1,1,858,0
15,2026-07-09,NSE,BRITANNIA,train,1,1,857,0
15,2026-07-09,NSE,CIPLA,train,1,1,858,0
15,2026-07-09,NSE,DRREDDY,train,1,1,858,0
15,2026-07-09,NSE,GOLDBEES,train,1,1,859,0
15,2026-07-09,NSE,HCLTECH,train,1,1,858,0
15,2026-07-09,NSE,HDFCBANK,train,1,1,858,0
15,2026-07-09,NSE,HINDUNILVR,train,1,1,858,0
15,2026-07-09,NSE,ICICIBANK,train,1,1,858,0
15,2026-07-09,NSE,INFY,train,1,1,858,0
15,2026-07-09,NSE,ITBEES,train,1,1,859,0
15,2026-07-09,NSE,ITC,train,1,1,858,0
15,2026-07-09,NSE,JUNIORBEES,train,1,1,859,0
15,2026-07-09,NSE,KOTAKBANK,train,1,1,858,0
15,2026-07-09,NSE,LT,train,1,1,858,0
15,2026-07-09,NSE,M&M,train,1,1,858,0
15,2026-07-09,NSE,MARUTI,train,1,1,858,0
15,2026-07-09,NSE,NESTLEIND,train,1,1,858,0
15,2026-07-09,NSE,NIFTYBEES,train,1,1,859,0
15,2026-07-09,NSE,ONGC,train,1,1,858,0
15,2026-07-09,NSE,RELIANCE,train,1,1,858,0
15,2026-07-09,NSE,SBIN,train,1,1,858,0
15,2026-07-09,NSE,SUNPHARMA,train,1,1,858,0
15,2026-07-09,NSE,TCS,train,1,1,858,0
15,2026-07-09,NSE,TECHM,train,1,1,858,0
15,2026-07-09,NSE,ULTRACEMCO,train,1,1,858,0
15,2026-07-09,NSE,WIPRO,train,1,1,858,0
15,2026-07-10,NSE,ADANIPORTS,train,1,1,1502,0
15,2026-07-10,NSE,AXISBANK,train,1,1,1502,0
15,2026-07-10,NSE,BAJAJ-AUTO,train,1,1,1502,0
15,2026-07-10,NSE,BANKBEES,train,1,1,1501,0
15,2026-07-10,NSE,BHARTIARTL,train,1,1,1502,0
15,2026-07-10,NSE,BPCL,train,1,1,1502,0
15,2026-07-10,NSE,BRITANNIA,train,1,1,1501,0
15,2026-07-10,NSE,CIPLA,train,1,1,1502,0
15,2026-07-10,NSE,DRREDDY,train,1,1,1502,0
15,2026-07-10,NSE,GOLDBEES,train,1,1,1501,0
15,2026-07-10,NSE,HCLTECH,train,1,1,1502,0
15,2026-07-10,NSE,HDFCBANK,train,1,1,1502,0
15,2026-07-10,NSE,HINDUNILVR,train,1,1,1502,0
15,2026-07-10,NSE,ICICIBANK,train,1,1,1502,0
15,2026-07-10,NSE,INFY,train,1,1,1501,0
15,2026-07-10,NSE,ITBEES,train,1,1,1501,0
15,2026-07-10,NSE,ITC,train,1,1,1502,0
15,2026-07-10,NSE,JUNIORBEES,train,1,1,1500,0
15,2026-07-10,NSE,KOTAKBANK,train,1,1,1502,0
15,2026-07-10,NSE,LT,train,1,1,1502,0
15,2026-07-10,NSE,M&M,train,1,1,1502,0
15,2026-07-10,NSE,MARUTI,train,1,1,1502,0
15,2026-07-10,NSE,NESTLEIND,train,1,1,1502,0
15,2026-07-10,NSE,NIFTYBEES,train,1,1,1501,0
15,2026-07-10,NSE,ONGC,train,1,1,1502,0
15,2026-07-10,NSE,RELIANCE,train,1,1,1501,0
15,2026-07-10,NSE,SBIN,train,1,1,1502,0
15,2026-07-10,NSE,SUNPHARMA,train,1,1,1502,0
15,2026-07-10,NSE,TCS,train,1,1,1501,0
15,2026-07-10,NSE,TECHM,train,1,1,1502,0
15,2026-07-10,NSE,ULTRACEMCO,train,1,1,1501,0
15,2026-07-10,NSE,WIPRO,train,1,1,1502,0
15,2026-07-13,NSE,ADANIPORTS,validation,1,1,1502,0
15,2026-07-13,NSE,AXISBANK,validation,1,1,1502,0
15,2026-07-13,NSE,BAJAJ-AUTO,validation,1,1,1502,0
15,2026-07-13,NSE,BANKBEES,validation,1,1,1502,0
15,2026-07-13,NSE,BHARTIARTL,validation,1,1,1502,0
15,2026-07-13,NSE,BPCL,validation,1,1,1502,0
15,2026-07-13,NSE,BRITANNIA,validation,1,1,1502,0
15,2026-07-13,NSE,CIPLA,validation,1,1,1502,0
15,2026-07-13,NSE,DRREDDY,validation,1,1,1502,0
15,2026-07-13,NSE,GOLDBEES,validation,1,1,1502,0
15,2026-07-13,NSE,HCLTECH,validation,1,1,1502,0
15,2026-07-13,NSE,HDFCBANK,validation,1,1,1502,0
15,2026-07-13,NSE,HINDUNILVR,validation,1,1,1502,0
15,2026-07-13,NSE,ICICIBANK,validation,1,1,1502,0
15,2026-07-13,NSE,INFY,validation,1,1,1502,0
15,2026-07-13,NSE,ITBEES,validation,1,1,1502,0
15,2026-07-13,NSE,ITC,validation,1,1,1502,0
15,2026-07-13,NSE,JUNIORBEES,validation,1,1,1502,0
15,2026-07-13,NSE,KOTAKBANK,validation,1,1,1502,0
15,2026-07-13,NSE,LT,validation,1,1,1502,0
15,2026-07-13,NSE,M&M,validation,1,1,1502,0
15,2026-07-13,NSE,MARUTI,validation,1,1,1502,0
15,2026-07-13,NSE,NESTLEIND,validation,1,1,1502,0
15,2026-07-13,NSE,NIFTYBEES,validation,1,1,1502,0
15,2026-07-13,NSE,ONGC,validation,1,1,1502,0
15,2026-07-13,NSE,RELIANCE,validation,1,1,1502,0
15,2026-07-13,NSE,SBIN,validation,1,1,1502,0
15,2026-07-13,NSE,SUNPHARMA,validation,1,1,1502,0
15,2026-07-13,NSE,TCS,validation,1,1,1502,0
15,2026-07-13,NSE,TECHM,validation,1,1,1502,0
15,2026-07-13,NSE,ULTRACEMCO,validation,1,1,1502,0
15,2026-07-13,NSE,WIPRO,validation,1,1,1502,0
60,2026-07-08,NSE,ADANIPORTS,train,1,1,147,0
60,2026-07-08,NSE,AXISBANK,train,1,1,147,0
60,2026-07-08,NSE,BAJAJ-AUTO,train,1,1,147,0
60,2026-07-08,NSE,BANKBEES,train,1,1,147,0
60,2026-07-08,NSE,BHARTIARTL,train,1,1,147,0
60,2026-07-08,NSE,BPCL,train,1,1,147,0
60,2026-07-08,NSE,BRITANNIA,train,1,1,147,0
60,2026-07-08,NSE,CIPLA,train,1,1,147,0
60,2026-07-08,NSE,DRREDDY,train,1,1,147,0
60,2026-07-08,NSE,GOLDBEES,train,1,1,147,0
60,2026-07-08,NSE,HCLTECH,train,1,1,147,0
60,2026-07-08,NSE,HDFCBANK,train,1,1,147,0
60,2026-07-08,NSE,HINDUNILVR,train,1,1,147,0
60,2026-07-08,NSE,ICICIBANK,train,1,1,147,0
60,2026-07-08,NSE,INFY,train,1,1,147,0
60,2026-07-08,NSE,ITBEES,train,1,1,147,0
60,2026-07-08,NSE,ITC,train,1,1,147,0
60,2026-07-08,NSE,JUNIORBEES,train,1,1,147,0
60,2026-07-08,NSE,KOTAKBANK,train,1,1,147,0
60,2026-07-08,NSE,LT,train,1,1,147,0
60,2026-07-08,NSE,M&M,train,1,1,147,0
60,2026-07-08,NSE,MARUTI,train,1,1,147,0
60,2026-07-08,NSE,NESTLEIND,train,1,1,147,0
60,2026-07-08,NSE,NIFTYBEES,train,1,1,147,0
60,2026-07-08,NSE,ONGC,train,1,1,147,0
60,2026-07-08,NSE,RELIANCE,train,1,1,147,0
60,2026-07-08,NSE,SBIN,train,1,1,147,0
60,2026-07-08,NSE,SUNPHARMA,train,1,1,147,0
60,2026-07-08,NSE,TCS,train,1,1,147,0
60,2026-07-08,NSE,TECHM,train,1,1,147,0
60,2026-07-08,NSE,ULTRACEMCO,train,1,1,147,0
60,2026-07-08,NSE,WIPRO,train,1,1,147,0
60,2026-07-09,NSE,ADANIPORTS,train,1,1,216,0
60,2026-07-09,NSE,AXISBANK,train,1,1,216,0
60,2026-07-09,NSE,BAJAJ-AUTO,train,1,1,216,0
60,2026-07-09,NSE,BANKBEES,train,1,1,216,0
60,2026-07-09,NSE,BHARTIARTL,train,1,1,216,0
60,2026-07-09,NSE,BPCL,train,1,1,216,0
60,2026-07-09,NSE,BRITANNIA,train,1,1,215,0
60,2026-07-09,NSE,CIPLA,train,1,1,216,0
60,2026-07-09,NSE,DRREDDY,train,1,1,216,0
60,2026-07-09,NSE,GOLDBEES,train,1,1,216,0
60,2026-07-09,NSE,HCLTECH,train,1,1,216,0
60,2026-07-09,NSE,HDFCBANK,train,1,1,216,0
60,2026-07-09,NSE,HINDUNILVR,train,1,1,216,0
60,2026-07-09,NSE,ICICIBANK,train,1,1,216,0
60,2026-07-09,NSE,INFY,train,1,1,216,0
60,2026-07-09,NSE,ITBEES,train,1,1,216,0
60,2026-07-09,NSE,ITC,train,1,1,216,0
60,2026-07-09,NSE,JUNIORBEES,train,1,1,216,0
60,2026-07-09,NSE,KOTAKBANK,train,1,1,216,0
60,2026-07-09,NSE,LT,train,1,1,216,0
60,2026-07-09,NSE,M&M,train,1,1,216,0
60,2026-07-09,NSE,MARUTI,train,1,1,216,0
60,2026-07-09,NSE,NESTLEIND,train,1,1,216,0
60,2026-07-09,NSE,NIFTYBEES,train,1,1,216,0
60,2026-07-09,NSE,ONGC,train,1,1,216,0
60,2026-07-09,NSE,RELIANCE,train,1,1,216,0
60,2026-07-09,NSE,SBIN,train,1,1,216,0
60,2026-07-09,NSE,SUNPHARMA,train,1,1,216,0
60,2026-07-09,NSE,TCS,train,1,1,216,0
60,2026-07-09,NSE,TECHM,train,1,1,216,0
60,2026-07-09,NSE,ULTRACEMCO,train,1,1,216,0
60,2026-07-09,NSE,WIPRO,train,1,1,216,0
60,2026-07-10,NSE,ADANIPORTS,train,1,1,377,0
