phase210_model_fit_id,phase209_model_spec_id,target_label,horizon_sec,coefficient_name,coefficient_value,model_fit_execution,strategy_replay_allowed,test_replay_allowed_next
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H15s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,15,phase176_universe_symbols,-3.755856807476697e-13,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H15s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,15,quote_churn_count,0.01589710643411369,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H15s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,15,receive_event_count,0.0009735565206714157,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H15s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,15,receive_event_rate_baseline_days,-0.009742080482538074,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H15s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,15,receive_event_rate_zscore,-0.003100122647891253,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H15s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,15,stale_quote_duration_ms,0.00698095670479184,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H15s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,15,top5_qty_imbalance,0.04166719910332675,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,intercept,0.45031685678073363,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,cross_symbol_arrival_count,0.0036959891543803954,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,cross_symbol_arrival_share,0.0036959891543880624,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,depth_refresh_count,0.047076623303226164,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,phase176_universe_symbols,-5.024841077498529e-14,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,quote_churn_count,-0.024463825755596046,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,receive_event_count,-0.007757718181784841,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,receive_event_rate_baseline_days,0.009618180261636428,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,receive_event_rate_zscore,7.130220479861088e-07,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,stale_quote_duration_ms,0.0048339014474827946,1,0,0
P210_P209_LINEAR_LOGIT_DIRECTION_BASELINE_H60s,P209_LINEAR_LOGIT_DIRECTION_BASELINE,short_horizon_direction_label,60,top5_qty_imbalance,0.03451008738093916,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,intercept,-1.3321034327935781,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,cross_symbol_arrival_count,0.792634555877852,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,cross_symbol_arrival_share,0.7926345556142111,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,depth_refresh_count,-2.588400820904706,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,phase176_universe_symbols,-1.3575167514155871e-10,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,quote_churn_count,1.1263867276494333,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,receive_event_count,0.5868590364994414,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,receive_event_rate_baseline_days,0.7249377515379712,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,receive_event_rate_zscore,0.1828888077943205,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,stale_quote_duration_ms,-1.7434012572633248,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H1s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,1,top5_qty_imbalance,0.5180605421767093,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,intercept,-3.443579795371477,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,cross_symbol_arrival_count,2.3454090396826675,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,cross_symbol_arrival_share,2.345409039176632,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,depth_refresh_count,-3.3252313504027704,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,phase176_universe_symbols,-4.1099171505996215e-11,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,quote_churn_count,1.1719135037076505,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,receive_event_count,3.795649010693358,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,receive_event_rate_baseline_days,1.8744974969076653,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,receive_event_rate_zscore,-2.6260930301483367,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,stale_quote_duration_ms,-1.1971867496006583,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H5s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,5,top5_qty_imbalance,1.3392678585993563,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,intercept,-9.810212037694086,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,cross_symbol_arrival_count,16.99359841279305,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,cross_symbol_arrival_share,16.99359841347514,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,depth_refresh_count,12.0136765055014,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,phase176_universe_symbols,2.2305077832088298e-11,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,quote_churn_count,6.615632235120539,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,receive_event_count,-1.230445960800971,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,receive_event_rate_baseline_days,-0.7787358848123932,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,receive_event_rate_zscore,-14.804898814295976,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,stale_quote_duration_ms,12.316965659401479,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H15s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,15,top5_qty_imbalance,3.8623816560791995,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,intercept,-39.02945486064868,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,cross_symbol_arrival_count,162.68263707000077,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,cross_symbol_arrival_share,162.68263706789088,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,depth_refresh_count,213.60630794905464,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,phase176_universe_symbols,8.116607202725601e-10,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,quote_churn_count,82.21824512596326,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,receive_event_count,-201.47476076053644,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,receive_event_rate_baseline_days,-0.9026745340442244,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,receive_event_rate_zscore,-55.24617728514289,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,stale_quote_duration_ms,106.28396596988352,1,0,0
P210_P209_RIDGE_RETURN_SIGN_BASELINE_H60s,P209_RIDGE_RETURN_SIGN_BASELINE,future_mid_return_bps_next_bucket,60,top5_qty_imbalance,10.969141089585563,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,intercept,0.17341958145819106,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,cross_symbol_arrival_count,-0.011004242374589834,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,cross_symbol_arrival_share,-0.011004242388482847,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,depth_refresh_count,-0.04384929926337966,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,phase176_universe_symbols,3.2192638317562117e-12,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,quote_churn_count,0.01485974475858289,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,receive_event_count,0.04029176309925992,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,receive_event_rate_baseline_days,-0.026916975326947,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,receive_event_rate_zscore,-0.005843083812358063,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,stale_quote_duration_ms,0.006542144262996616,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H1s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,1,top5_qty_imbalance,-0.0028175357878902465,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,intercept,0.26427557003500113,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,cross_symbol_arrival_count,-0.00603485505336006,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,cross_symbol_arrival_share,-0.006034855057356876,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,depth_refresh_count,-0.00871810126745886,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,phase176_universe_symbols,3.379278821692251e-13,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,quote_churn_count,0.02388937305106093,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,receive_event_count,0.013435319952078388,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,receive_event_rate_baseline_days,-0.026825044511845548,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,receive_event_rate_zscore,0.007381502602167173,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,stale_quote_duration_ms,-0.002475159996526811,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H5s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,5,top5_qty_imbalance,-0.003426792297968588,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,intercept,0.3515063343563168,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,cross_symbol_arrival_count,-0.0027845886333347477,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,cross_symbol_arrival_share,-0.0027845886341362073,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,depth_refresh_count,0.04409547178952881,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,phase176_universe_symbols,2.419823733500574e-13,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,quote_churn_count,-0.013939845268912971,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,receive_event_count,-0.00870054993013582,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,receive_event_rate_baseline_days,-0.019517619225439015,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,receive_event_rate_zscore,-0.0012400557479179215,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,stale_quote_duration_ms,0.005771134340856642,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H15s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,15,top5_qty_imbalance,-0.001235529735971923,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,intercept,0.3999577524292342,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,cross_symbol_arrival_count,0.004145636013498181,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,cross_symbol_arrival_share,0.004145636013609567,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,depth_refresh_count,0.09383386833910304,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,phase176_universe_symbols,-1.4465896219915384e-13,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,quote_churn_count,-0.06405832574104099,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,receive_event_count,-0.018912889725433254,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,receive_event_rate_baseline_days,-0.010374081798793127,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,receive_event_rate_zscore,-0.0009874787142122277,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,stale_quote_duration_ms,0.008742228611990645,1,0,0
P210_P209_MONOTONIC_TREE_DIAGNOSTIC_H60s,P209_MONOTONIC_TREE_DIAGNOSTIC,execution_risk_spread_widen_next_bucket,60,top5_qty_imbalance,-0.00386487241388731,1,0,0
