variant_id,strategy_id,execution_profile,threshold_quantile,spread_quantile,liquidity_quantile,trades,annual_net_pnl_inr,mean_gross_return,mean_cost_return,mean_zerodha_charge_return,mean_net_return,worst_daily_net_pnl_inr,max_drawdown_inr,positive_day_fraction,annualized_sharpe_proxy,realistic_profile,positive_after_costs,enough_trades,candidate_for_deeper_synthetic_replay
S05_q98_sp25_liq50,S05,zero_latency_spread_only_control,0.98,0.25,0.5,22812,-192352.96793343595,7.262614245170761e-05,0.00015694709981337512,0.0,-8.432095736166753e-05,-24852.701068954353,-210070.26948683924,0.38961038961038963,-3.38435637051756,False,False,True,False
S05_q98_sp50_liq50,S05,zero_latency_spread_only_control,0.98,0.5,0.5,22812,-192352.96793343595,7.262614245170761e-05,0.00015694709981337512,0.0,-8.432095736166753e-05,-24852.701068954353,-210070.26948683924,0.38961038961038963,-3.38435637051756,False,False,True,False
S01_q98_sp25_liq50,S01,retail_marketable_default,0.98,0.25,0.5,2193,-250930.33023075951,2.504236834269844e-05,0.001169275520329746,0.0008268447447788636,-0.0011442331519870474,-16683.049601017377,-251568.06728910297,0.27631578947368424,-6.740068663030397,True,False,True,False
S07_q90_sp25_liq50,S07,zero_latency_spread_only_control,0.9,0.25,0.5,33275,-252618.61585144454,0.00011412188615520042,0.00019004032818418452,0.0,-7.591844202898405e-05,-28679.49034936769,-320964.48949845985,0.39655172413793105,-2.662099957530515,False,False,True,False
S01_q98_sp25_liq75,S01,stressed_retail,0.98,0.25,0.75,1622,-261009.69191611448,-9.628270620231166e-05,0.001512901584279282,0.0008268561280879459,-0.0016091842904815937,-21236.11496787225,-261248.2486111926,0.25,-8.405059541955797,True,False,True,False
S02_q98_sp25_liq75,S02,retail_marketable_default,0.98,0.25,0.75,2858,-275070.54867797764,0.00014844416463023148,0.001110902347548278,0.0008268152810380174,-0.0009624581829180463,-37706.28138639016,-283502.53841991205,0.2808988764044944,-6.64250885284003,True,False,True,False
S02_q98_sp25_liq50,S02,retail_marketable_default,0.98,0.25,0.5,2894,-276976.8503683426,0.00015338444415518315,0.0011104571821245772,0.00082681481226943,-0.0009570727379693939,-37706.28138639016,-285408.84011027706,0.2808988764044944,-6.69720079407076,True,False,True,False
S02_q98_sp25_liq50,S02,zero_latency_spread_only_control,0.98,0.25,0.5,3130,-285593.409446009,-0.0008059283133325015,0.00010651069448222393,0.0,-0.0009124390078147252,-44153.77389256482,-274541.85471669154,0.24719101123595505,-6.5923105064183085,False,False,True,False
S02_q98_sp25_liq75,S02,zero_latency_spread_only_control,0.98,0.25,0.75,3091,-287599.0258873239,-0.0008237355513846362,0.00010670451942521133,0.0,-0.0009304400708098476,-44153.77389256482,-276547.4711580064,0.24719101123595505,-6.638726712716597,False,False,True,False
S01_q98_sp25_liq50,S01,stressed_retail,0.98,0.25,0.5,2055,-318497.6171172138,-7.099625853501716e-05,0.0014788704914270936,0.0008268493013103951,-0.0015498667499621109,-21442.590307487502,-318589.85497919715,0.21379310344827587,-8.84905860462226,True,False,True,False
S07_q95_sp25_liq50,S07,zero_latency_spread_only_control,0.95,0.25,0.5,30687,-326669.3090778722,9.410123484422242e-05,0.0002005532533138911,0.0,-0.00010645201846966867,-28679.49034936769,-393015.84256701,0.32710280373831774,-3.3620514252197076,False,False,True,False
S07_q95_sp50_liq50,S07,zero_latency_spread_only_control,0.95,0.5,0.5,30687,-326669.3090778722,9.410123484422242e-05,0.0002005532533138911,0.0,-0.00010645201846966867,-28679.49034936769,-393015.84256701,0.32710280373831774,-3.3620514252197076,False,False,True,False
S07_q90_sp50_liq50,S07,zero_latency_spread_only_control,0.9,0.5,0.5,38957,-351280.4202721549,8.412027702519391e-05,0.0001742915993221251,0.0,-9.017132229693121e-05,-44600.95333144464,-415252.05706743547,0.35833333333333334,-3.2312166106073623,False,False,True,False
S02_q98_sp25_liq75,S02,stressed_retail,0.98,0.25,0.75,2709,-433843.2718221509,-0.00021160452925768794,0.0013898841079595544,0.0008268154303338553,-0.0016014886372172424,-52529.05024245345,-430520.5943781744,0.13793103448275862,-7.974631880419615,True,False,True,False
S02_q98_sp25_liq50,S02,stressed_retail,0.98,0.25,0.5,2746,-434183.26477986464,-0.00019207212527002883,0.0013890759620564994,0.0008268143850088196,-0.0015811480873265283,-52529.05024245345,-430860.58733588806,0.13793103448275862,-7.980736164243066,True,False,True,False
S09_q98_sp25_liq75,S09,zero_latency_spread_only_control,0.98,0.25,0.75,11109,-544255.9664447835,-0.0002679138958428706,0.00022200955941393334,0.0,-0.0004899234552568039,-57053.826434974806,-533421.4901711385,0.2767857142857143,-6.68087888690975,False,False,True,False
S09_q98_sp50_liq75,S09,zero_latency_spread_only_control,0.98,0.5,0.75,11109,-544255.9664447835,-0.0002679138958428706,0.00022200955941393334,0.0,-0.0004899234552568039,-57053.826434974806,-533421.4901711385,0.2767857142857143,-6.68087888690975,False,False,True,False
S01_q98_sp50_liq75,S01,retail_marketable_default,0.98,0.5,0.75,7022,-603224.3719493069,0.00030744703362146865,0.0011664962673857907,0.0008268315333488768,-0.0008590492337643222,-36146.07800805383,-605811.6058852375,0.272,-7.051641992583119,True,False,True,False
S05_q95_sp25_liq75,S05,zero_latency_spread_only_control,0.95,0.25,0.75,21039,-693172.448501118,-0.00010694848899590305,0.0002225217560257795,0.0,-0.0003294702450216825,-84147.61749708191,-679745.5213432657,0.368,-5.705832941347714,False,False,True,False
S01_q98_sp50_liq50,S01,retail_marketable_default,0.98,0.5,0.5,7914,-711974.0883317036,0.0002568820506023264,0.0011565207773292705,0.0008268290987913653,-0.0008996387267269442,-36146.07800805383,-711932.3614681776,0.2261904761904762,-6.988344243234627,True,False,True,False
S09_q95_sp25_liq75,S09,zero_latency_spread_only_control,0.95,0.25,0.75,20995,-715114.5857871468,-0.0001183070506019155,0.00022230480259510606,0.0,-0.00034061185319702155,-85803.79503931443,-701687.6586292941,0.368,-5.673298338048332,False,False,True,False
S09_q95_sp50_liq75,S09,zero_latency_spread_only_control,0.95,0.5,0.75,20995,-715114.5857871468,-0.0001183070506019155,0.00022230480259510606,0.0,-0.00034061185319702155,-85803.79503931443,-701687.6586292941,0.368,-5.673298338048332,False,False,True,False
S05_q90_sp25_liq75,S05,zero_latency_spread_only_control,0.9,0.25,0.75,33367,-737422.7016104736,-4.766348560657404e-05,0.00017334011124374923,0.0,-0.00022100359685032323,-84147.61749708191,-723995.7744526216,0.38095238095238093,-5.451687589826514,False,False,True,False
S01_q95_sp25_liq75,S01,retail_marketable_default,0.95,0.25,0.75,6887,-759609.3572188361,3.4574616795401996e-05,0.0011375357859820378,0.0008268215029967176,-0.0011029611691866358,-38061.74331692609,-759352.092933443,0.22377622377622378,-9.64405717866226,True,False,True,False
S09_q98_sp25_liq50,S09,zero_latency_spread_only_control,0.98,0.25,0.5,24867,-821914.4581772368,-0.0001406075781974756,0.00018991659366774212,0.0,-0.0003305241718652177,-57053.826434974806,-824875.7413996096,0.25396825396825395,-7.168036315083917,False,False,True,False
S09_q98_sp50_liq50,S09,zero_latency_spread_only_control,0.98,0.5,0.5,24867,-821914.4581772368,-0.0001406075781974756,0.00018991659366774212,0.0,-0.0003305241718652177,-57053.826434974806,-824875.7413996096,0.25396825396825395,-7.168036315083917,False,False,True,False
S02_q95_sp25_liq75,S02,zero_latency_spread_only_control,0.95,0.25,0.75,12879,-829872.5375335753,-0.0005464146977591252,9.79463066151083e-05,0.0,-0.0006443610043742335,-95763.46544802307,-829698.9526343008,0.28289473684210525,-6.690868674795523,False,False,True,False
S01_q98_sp25_liq75,S01,zero_latency_spread_only_control,0.98,0.25,0.75,1944,-878572.1529951892,-0.004373830698046665,0.0001455733811466947,0.0,-0.00451940407919336,-67850.70876634304,-878493.8751086917,0.11016949152542373,-11.031229673269591,False,False,True,False
S02_q95_sp25_liq50,S02,zero_latency_spread_only_control,0.95,0.25,0.5,14602,-888964.5144305432,-0.0005116763916959522,9.712001594036005e-05,0.0,-0.0006087964076363123,-95507.36427632908,-888218.8570180811,0.30120481927710846,-6.745161390689908,False,False,True,False
S09_q90_sp25_liq75,S09,zero_latency_spread_only_control,0.9,0.25,0.75,23950,-892128.7193781056,-0.00016960625130164997,0.0002028900824679139,0.0,-0.00037249633376956385,-84147.61749708191,-891181.1062903169,0.2635135135135135,-6.723275646435466,False,False,True,False
S09_q90_sp50_liq75,S09,zero_latency_spread_only_control,0.9,0.5,0.75,30283,-931386.0761060035,-0.0001290472859122366,0.00017851341682725535,0.0,-0.0003075607027394919,-84147.61749708191,-930438.4630182149,0.2913907284768212,-6.647607928034718,False,False,True,False
S01_q95_sp25_liq75,S01,stressed_retail,0.95,0.25,0.75,6519,-943611.2935445434,-1.7717123815400813e-05,0.0014297614672944985,0.0008268348262450019,-0.0014474785911098992,-44080.69954156186,-944525.9993683954,0.19858156028368795,-10.916158094773644,True,False,True,False
S01_q98_sp50_liq75,S01,stressed_retail,0.98,0.5,0.75,6562,-951185.2632466515,-1.0842002843558538e-05,0.0014386936010068701,0.0008268202691075362,-0.001449535603850429,-61877.15053178022,-951769.6869468412,0.272,-8.449311767253402,True,False,True,False
S05_q95_sp25_liq50,S05,zero_latency_spread_only_control,0.95,0.25,0.5,43204,-987091.8377118238,-3.65375419536786e-05,0.00019193478415312258,0.0,-0.0002284723261068012,-84147.61749708191,-991821.4301373826,0.2708333333333333,-6.2703620172096945,False,False,True,False
S07_q98_sp25_liq75,S07,retail_marketable_default,0.98,0.25,0.75,8181,-997627.5023305421,0.00020256859520215097,0.0014220130424953208,0.0008267897892500751,-0.0012194444472931694,-51229.2047506275,-983963.5627835604,0.08974358974358974,-14.569683658453766,True,False,True,False
S07_q98_sp50_liq75,S07,retail_marketable_default,0.98,0.5,0.75,8181,-997627.5023305421,0.00020256859520215097,0.0014220130424953208,0.0008267897892500751,-0.0012194444472931694,-51229.2047506275,-983963.5627835604,0.08974358974358974,-14.569683658453766,True,False,True,False
S09_q95_sp25_liq50,S09,zero_latency_spread_only_control,0.95,0.25,0.5,43160,-1009033.9749978527,-4.199108503172245e-05,0.0001917980658018857,0.0,-0.00023378915083360814,-85803.79503931443,-1013763.5674234116,0.2708333333333333,-6.195316915530251,False,False,True,False
S09_q95_sp50_liq50,S09,zero_latency_spread_only_control,0.95,0.5,0.5,43160,-1009033.9749978527,-4.199108503172245e-05,0.0001917980658018857,0.0,-0.00023378915083360814,-85803.79503931443,-1013763.5674234116,0.2708333333333333,-6.195316915530251,False,False,True,False
S05_q98_sp25_liq75,S05,retail_marketable_default,0.98,0.25,0.75,7884,-1025748.5216171544,4.815448951615185e-05,0.0013492053794415125,0.0008268138012668348,-0.0013010508899253604,-49217.35503571488,-995087.2552930966,0.07058823529411765,-13.658121832053634,True,False,True,False
S05_q98_sp50_liq75,S05,retail_marketable_default,0.98,0.5,0.75,7884,-1025748.5216171544,4.815448951615185e-05,0.0013492053794415125,0.0008268138012668348,-0.0013010508899253604,-49217.35503571488,-995087.2552930966,0.07058823529411765,-13.658121832053634,True,False,True,False
S01_q95_sp25_liq50,S01,retail_marketable_default,0.95,0.25,0.5,9103,-1039681.1470283791,-1.9450510364774183e-05,0.0011226797181625016,0.0008268210238986573,-0.0011421302285272755,-38895.35388481859,-1039027.2889654803,0.17297297297297298,-10.585935318451385,True,False,True,False
S01_q98_sp50_liq50,S01,stressed_retail,0.98,0.5,0.5,7388,-1051972.3889208068,1.4885364920143316e-06,0.0014253818620480602,0.0008268162089658346,-0.0014238933255560457,-61877.15053178022,-1052297.6233156407,0.18902439024390244,-7.873339483324926,True,False,True,False
S05_q90_sp25_liq50,S05,zero_latency_spread_only_control,0.9,0.25,0.5,77503,-1131070.0895841247,5.422982759426245e-07,0.0001464811767173094,0.0,-0.00014593887844136674,-84147.61749708191,-1140144.9984883748,0.31958762886597936,-5.787553247801874,False,False,True,False
S01_q95_sp25_liq50,S01,stressed_retail,0.95,0.25,0.5,8648,-1177696.541694267,4.475370174465512e-05,0.0014065674641108288,0.000826829443313933,-0.0013618137623661738,-44280.85324383691,-1178435.411250515,0.13114754098360656,-10.867130976061919,True,False,True,False
S05_q95_sp50_liq75,S05,zero_latency_spread_only_control,0.95,0.5,0.75,29932,-1183901.944218579,-0.00015854781821263535,0.00023698269903264687,0.0,-0.00039553051724528225,-157879.22961096972,-1155906.0854560668,0.368,-5.287981026189097,False,False,True,False
S01_q98_sp25_liq50,S01,zero_latency_spread_only_control,0.98,0.25,0.5,2493,-1201405.5005332867,-0.004685482795318555,0.00013363273028628466,0.0,-0.00481911552560484,-75704.92921701526,-1201405.6198593332,0.03821656050955414,-12.101709904759286,False,False,True,False
S05_q90_sp50_liq75,S05,zero_latency_spread_only_control,0.9,0.5,0.75,42260,-1228152.1973279347,-9.668602837175465e-05,0.00019393209688331738,0.0,-0.0002906181252550721,-157879.22961096972,-1200156.3385654227,0.38095238095238093,-5.294982140105339,False,False,True,False
S09_q90_sp50_liq50,S09,zero_latency_spread_only_control,0.9,0.5,0.5,63427,-1248778.7962257015,-4.25950474146605e-05,0.0001542893702979385,0.0,-0.00019688441771259895,-84147.61749708191,-1253442.718100874,0.20588235294117646,-7.142051797693497,False,False,True,False
S02_q95_sp25_liq75,S02,retail_marketable_default,0.95,0.25,0.75,12066,-1264884.5512768961,4.532237415372084e-05,0.001093627157244137,0.0008268226635680089,-0.0010483047830904162,-97546.17265158337,-1268939.623925771,0.2052980132450331,-8.35827147796102,True,False,True,False
S05_q98_sp25_liq75,S05,stressed_retail,0.98,0.25,0.75,7689,-1302295.5753563463,0.00012026194471000903,0.0018139744890673327,0.0008268164985183039,-0.0016937125443573238,-63703.18781222036,-1265506.5718331218,0.07228915662650602,-13.638014743418132,True,False,True,False
S05_q98_sp50_liq75,S05,stressed_retail,0.98,0.5,0.75,7689,-1302295.5753563463,0.00012026194471000903,0.0018139744890673327,0.0008268164985183039,-0.0016937125443573238,-63703.18781222036,-1265506.5718331218,0.07228915662650602,-13.638014743418132,True,False,True,False
S09_q90_sp25_liq50,S09,zero_latency_spread_only_control,0.9,0.25,0.5,50375,-1308940.5881570291,-8.652799818263303e-05,0.0001733113245284397,0.0,-0.0002598393227110728,-84147.61749708191,-1309195.9485140343,0.21393034825870647,-8.335400029051241,False,False,True,False
S02_q95_sp25_liq50,S02,retail_marketable_default,0.95,0.25,0.5,13677,-1404074.6437411723,6.537158512264822e-05,0.0010919670693232567,0.000826822560029499,-0.0010265954842006084,-104005.61336828144,-1405609.13004154,0.1746987951807229,-8.427580320660212,True,False,True,False
S07_q98_sp25_liq75,S07,stressed_retail,0.98,0.25,0.75,7941,-1419729.2096690272,9.916973818034363e-05,0.0018870166210276263,0.0008268191675243059,-0.0017878468828472827,-50986.70796466837,-1389556.4980135232,0.0,-20.719581151239414,True,False,True,False
S07_q98_sp50_liq75,S07,stressed_retail,0.98,0.5,0.75,7941,-1419729.2096690272,9.916973818034363e-05,0.0018870166210276263,0.0008268191675243059,-0.0017878468828472827,-50986.70796466837,-1389556.4980135232,0.0,-20.719581151239414,True,False,True,False
S02_q90_sp25_liq75,S02,zero_latency_spread_only_control,0.9,0.25,0.75,28479,-1441831.451090273,-0.00040988010325073885,9.639871661311619e-05,0.0,-0.0005062788198638551,-131979.78507581947,-1441170.1990749112,0.2138364779874214,-7.889832712702414,False,False,True,False
S05_q95_sp50_liq50,S05,zero_latency_spread_only_control,0.95,0.5,0.5,53104,-1503496.4190647444,-7.651620939001968e-05,0.00020660679811689966,0.0,-0.00028312300750691933,-157879.22961096972,-1508226.0114903033,0.2760416666666667,-5.320363975821743,False,False,True,False
S09_q98_sp25_liq75,S09,retail_marketable_default,0.98,0.25,0.75,10541,-1573097.6884871866,-8.080438979721293e-05,0.0014115565707256846,0.0008268023366948222,-0.0014923609605228974,-75187.1562602385,-1551068.0803752525,0.03636363636363636,-15.446457760224238,True,False,True,False
S09_q98_sp50_liq75,S09,retail_marketable_default,0.98,0.5,0.75,10541,-1573097.6884871866,-8.080438979721293e-05,0.0014115565707256846,0.0008268023366948222,-0.0014923609605228974,-75187.1562602385,-1551068.0803752525,0.03636363636363636,-15.446457760224238,True,False,True,False
S01_q95_sp25_liq75,S01,zero_latency_spread_only_control,0.95,0.25,0.75,7521,-1617841.327892975,-0.002033176974015923,0.00011792172016433897,0.0,-0.002151098694180262,-79991.80498187702,-1617763.050006478,0.13194444444444445,-12.103630879253528,False,False,True,False
S02_q95_sp25_liq75,S02,stressed_retail,0.95,0.25,0.75,11406,-1639898.6706272499,-7.584945065081847e-05,0.001361901444165287,0.0008268167338028305,-0.0014377508948161058,-82664.6323196141,-1639311.665459913,0.10738255033557047,-10.373022011150582,True,False,True,False
S05_q90_sp50_liq50,S05,zero_latency_spread_only_control,0.9,0.5,0.5,87403,-1647474.670937045,-2.7947771559334274e-05,0.00016054400457387,0.0,-0.00018849177613320425,-157879.22961096972,-1656549.5798412953,0.3247422680412371,-5.393546041677467,False,False,True,False
S01_q90_sp25_liq75,S01,retail_marketable_default,0.9,0.25,0.75,15247,-1675713.7883509896,2.6894672299317363e-05,0.001125939591529979,0.000826816021550827,-0.0010990449192306616,-69630.64056300756,-1672799.3492292834,0.1320754716981132,-12.370430127030815,True,False,True,False
S02_q98_sp50_liq50,S02,zero_latency_spread_only_control,0.98,0.5,0.5,15877,-1695697.6969760077,-0.0009003044073097047,0.00016771706839477837,0.0,-0.0010680214757044831,-169798.11091769274,-1688492.9895791393,0.2222222222222222,-7.913395964932714,False,False,True,False
S02_q98_sp50_liq75,S02,zero_latency_spread_only_control,0.98,0.5,0.75,15816,-1696829.9511661732,-0.0009048969993246468,0.00016795957070960544,0.0,-0.0010728565700342523,-169798.11091769274,-1689625.243769305,0.20754716981132076,-8.010348680776493,False,False,True,False
S02_q98_sp50_liq75,S02,retail_marketable_default,0.98,0.5,0.75,14792,-1719771.627312839,-6.099707736149557e-06,0.0011565366006148772,0.0008268084092869569,-0.001162636308351027,-130884.44698139203,-1714892.8721410942,0.2358490566037736,-9.167758581879653,True,False,True,False
S02_q98_sp50_liq50,S02,retail_marketable_default,0.98,0.5,0.5,14850,-1726983.0709732524,-6.723863986670372e-06,0.0011562276989582807,0.0008268084981852346,-0.0011629515629449508,-130884.44698139203,-1722104.3158015073,0.23148148148148148,-9.08259676566533,True,False,True,False
S02_q90_sp25_liq50,S02,zero_latency_spread_only_control,0.9,0.25,0.5,41252,-1822737.7917713297,-0.00034789394251604286,9.396046254827642e-05,0.0,-0.00044185440506431926,-131145.26655109177,-1807671.272848491,0.30303030303030304,-7.775786539823445,False,False,True,False
S02_q95_sp25_liq50,S02,stressed_retail,0.95,0.25,0.5,12892,-1828831.4752930691,-5.918884316157484e-05,0.0013593897135348797,0.0008268144829991676,-0.0014185785566964545,-91468.88212677707,-1824359.1749593257,0.10975609756097561,-10.525155800667147,True,False,True,False
S01_q95_sp50_liq75,S01,retail_marketable_default,0.95,0.5,0.75,21694,-1922052.8033845788,0.0002501763659770741,0.0011361599574699196,0.0008268091920826233,-0.0008859835914928454,-79875.84275054316,-1933516.7432927666,0.21333333333333335,-9.92944424027664,True,False,True,False
S02_q98_sp50_liq75,S02,stressed_retail,0.98,0.5,0.75,14102,-1938776.1383961737,4.442788815322237e-05,0.001419251415593425,0.0008268019826465886,-0.0013748235274402027,-123282.27522737379,-1932214.0468819598,0.1523809523809524,-10.59071660282429,True,False,True,False
S02_q98_sp50_liq50,S02,stressed_retail,0.98,0.5,0.5,14161,-1939825.7795609664,4.900591557199785e-05,0.001418842635832549,0.0008268016612119124,-0.0013698367202605508,-123282.27522737379,-1933263.6880467522,0.14953271028037382,-10.46027882517813,True,False,True,False
S09_q98_sp25_liq75,S09,stressed_retail,0.98,0.25,0.75,10207,-1956960.5998889818,-4.22619746466816e-05,0.0018750110731528499,0.0008268211960663778,-0.0019172730477995316,-52809.778508682335,-1927571.9279424283,0.027777777777777776,-18.84223488251811,True,False,True,False
S09_q98_sp50_liq75,S09,stressed_retail,0.98,0.5,0.75,10207,-1956960.5998889818,-4.22619746466816e-05,0.0018750110731528499,0.0008268211960663778,-0.0019172730477995316,-52809.778508682335,-1927571.9279424283,0.027777777777777776,-18.84223488251811,True,False,True,False
S07_q95_sp25_liq75,S07,retail_marketable_default,0.95,0.25,0.75,15778,-1962309.4620196377,0.0001789587622210459,0.001422658509983524,0.0008267967681362226,-0.0012436997477624778,-70995.71212990346,-1918630.3866232932,0.03571428571428571,-18.302955576309106,True,False,True,False
S07_q95_sp50_liq75,S07,retail_marketable_default,0.95,0.5,0.75,15778,-1962309.4620196377,0.0001789587622210459,0.001422658509983524,0.0008267967681362226,-0.0012436997477624778,-70995.71212990346,-1918630.3866232932,0.03571428571428571,-18.302955576309106,True,False,True,False
S07_q90_sp25_liq75,S07,retail_marketable_default,0.9,0.25,0.75,17319,-2098045.2585639395,0.00017486211127089836,0.00138627458229344,0.0008267981139063017,-0.0012114124710225415,-70995.71212990346,-2054602.8804980796,0.03571428571428571,-20.41678599545594,True,False,True,False
S01_q90_sp25_liq75,S01,stressed_retail,0.9,0.25,0.75,14605,-2138877.1390939425,-5.045121278939162e-05,0.0014140315938480216,0.0008268247598461237,-0.0014644828066374134,-76172.27614692027,-2142854.824244271,0.1518987341772152,-12.993980135275343,True,False,True,False
S01_q90_sp25_liq75,S01,zero_latency_spread_only_control,0.9,0.25,0.75,16433,-2158620.4442580324,-0.001203435118687598,0.00011015366258060152,0.0,-0.0013135887812682,-101215.96751876418,-2157735.407328989,0.175,-12.508464445969121,False,False,True,False
S07_q98_sp25_liq50,S07,retail_marketable_default,0.98,0.25,0.5,17143,-2252307.1102709174,7.148819597653928e-05,0.0013853230616773602,0.0008268030979673561,-0.001313834865700821,-51229.2047506275,-2231732.785166674,0.04807692307692308,-22.39958888302094,True,False,True,False
S07_q98_sp50_liq50,S07,retail_marketable_default,0.98,0.5,0.5,17143,-2252307.1102709174,7.148819597653928e-05,0.0013853230616773602,0.0008268030979673561,-0.001313834865700821,-51229.2047506275,-2231732.785166674,0.04807692307692308,-22.39958888302094,True,False,True,False
S01_q95_sp25_liq50,S01,zero_latency_spread_only_control,0.95,0.25,0.5,9956,-2332443.6068247473,-0.0022318864193178593,0.00011086529505010665,0.0,-0.0023427517143679664,-90474.92106781676,-2332390.8207447715,0.06914893617021277,-13.482756247894953,False,False,True,False
S01_q95_sp50_liq50,S01,retail_marketable_default,0.95,0.5,0.5,25810,-2401648.027399034,0.00019531303970076974,0.0011258237051014028,0.0008268113424540775,-0.0009305106654006328,-79875.84275054316,-2408312.8802143107,0.18041237113402062,-10.30469848201509,True,False,True,False
S07_q90_sp50_liq75,S07,retail_marketable_default,0.9,0.5,0.75,19932,-2427648.976937227,0.00012140543121359059,0.0013393710026250027,0.000826799402445984,-0.0012179655714114122,-70995.71212990346,-2384206.5988713666,0.03571428571428571,-21.521687769529287,True,False,True,False
S07_q95_sp25_liq75,S07,stressed_retail,0.95,0.25,0.75,15314,-2637604.8945961883,0.00016559783621880502,0.0018879465985253143,0.0008268008377122518,-0.0017223487623065094,-79698.36559914699,-2582059.669387672,0.0,-21.154834500500947,True,False,True,False
S07_q95_sp50_liq75,S07,stressed_retail,0.95,0.5,0.75,15314,-2637604.8945961883,0.00016559783621880502,0.0018879465985253143,0.0008268008377122518,-0.0017223487623065094,-79698.36559914699,-2582059.669387672,0.0,-21.154834500500947,True,False,True,False
S01_q90_sp25_liq50,S01,retail_marketable_default,0.9,0.25,0.5,23422,-2645991.054136761,-2.2027383774431096e-05,0.0011076759097687168,0.0008268159519623356,-0.0011297032935431478,-72068.14294877405,-2640578.0977424635,0.13658536585365855,-13.194429055541482,True,False,True,False
S01_q95_sp50_liq75,S01,stressed_retail,0.95,0.5,0.75,20495,-2733907.194908362,6.390851852130368e-05,0.0013978471352123806,0.0008268113114073596,-0.001333938616691077,-97450.07596281037,-2734145.7516034413,0.1986754966887417,-11.006144198518458,True,False,True,False
S07_q90_sp25_liq75,S07,stressed_retail,0.9,0.25,0.75,16795,-2774015.7144729374,0.00017851875741619987,0.0018302101622824918,0.0008268026999784348,-0.0016516914048662922,-79698.36559914699,-2718470.4892644216,0.0,-23.311882632844952,True,False,True,False
S02_q90_sp25_liq75,S02,retail_marketable_default,0.9,0.25,0.75,26861,-2832495.610053997,3.641511826701676e-05,0.0010909162947139092,0.0008268162183485711,-0.001054501176446892,-135276.36297817715,-2824447.724476742,0.08860759493670886,-12.001232301611276,True,False,True,False
