scenario_id,trade_date,exchange,symbol,event_row,side,side_sign,score_column,signed_score,abs_score,l1_imbalance,l25_imbalance,bid_curvature,ask_curvature,bid_curvature_repair,ask_curvature_repair,entry_mid,entry_spread_bps,entry_row,exit_row,entry_price,exit_price,quantity,gross_pnl_inr,cost200_inr,net_pnl_inr,cost_model_version
P449_depth_curvature_repair_primary,2026-01-06,NSE,ADANIPORTS,455,long,1,dynamic_curvature_score,0.11891590999347776,0.11891590999347776,0.22721268163804492,0.22416225749559082,-0.18553730913281474,-0.18863636363636363,0.002456834351811904,-0.0043779468938704436,1807.8,2.212634140945298,456,457,1803.8,1812.5,55,478.5000000000025,165.23238495799998,313.2676150420025,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-06,NSE,AXISBANK,94,long,1,dynamic_curvature_score,0.020998692493619815,0.020998692493619815,0.03955500618046971,0.03942593203563181,-0.18660742621390036,-0.18646978021978022,0.0006974645249133715,-0.0005882619508905396,1317.4,1.518141794443946,95,97,1317.4,1310.6,75,-510.00000000001364,165.07374520000002,-675.0737452000137,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-06,NSE,AXISBANK,593,long,1,dynamic_curvature_score,0.02089276275381898,0.02089276275381898,0.03783102143757881,0.037866038370918884,-0.1864461738002594,-0.18677859391395593,0.0009840976761258668,-0.000975645892233673,1321.3000000000002,1.513660788617615,594,595,1318.6,1316.4,75,-164.99999999998636,165.11842149999998,-330.1184214999863,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-06,NSE,BAJAJ-AUTO,423,long,1,dynamic_curvature_score,0.08810603508217241,0.08810603508217241,0.11156462585034013,0.07920072661217076,-0.17569841804106362,-0.19881656804733727,0.02307339837781161,-0.025432273398275418,10189.0,2.9443517518892923,424,427,10228.5,10265.0,9,328.5,159.72182749800004,168.77817250199996,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-06,NSE,BAJAJ-AUTO,72,long,1,dynamic_curvature_score,0.08713076164699517,0.08713076164699517,0.1106612685560054,0.07566204287515763,-0.17448091091761553,-0.20070148090413095,0.02328266735714485,-0.026017072852271506,10225.5,2.9338418659234264,73,74,10245.0,10270.0,9,225.0,159.74521362,65.25478638000001,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-07,NSE,ADANIPORTS,636,long,1,dynamic_curvature_score,0.15383879622424154,0.15383879622424154,0.27942293090356873,0.2640056731840746,-0.18208046161243788,-0.19432975502339664,0.008616233820102653,-0.013219725812101596,1646.3,5.466804349147123,637,638,1647.5,1644.1,60,-204.00000000000546,165.106070752,-369.10607075200545,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-07,NSE,ADANIPORTS,21,long,1,dynamic_curvature_score,0.14495473595362085,0.14495473595362085,0.2584362139917695,0.24829782560948824,-0.1834975369458128,-0.19164475606193399,0.008416111060041559,-0.012389712088835186,1800.6,4.998333888703009,22,23,1789.5,1779.8,55,-533.5000000000025,164.99180593799997,-698.4918059380025,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-07,NSE,AXISBANK,863,short,-1,dynamic_curvature_score,-0.025244594739950974,0.025244594739950974,-0.048,-0.04818584797241832,-0.18644360124180753,-0.18668754894283476,-0.0003694567551155159,0.0007822139986262966,1171.1,4.26949022286739,864,865,1150.8,1191.8,86,-3526.0,165.6215828432,-3691.6215828432,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-07,NSE,AXISBANK,562,long,1,dynamic_curvature_score,0.02509253614155214,0.02509253614155214,0.047505938242280284,0.05017959011197972,-0.18748742707704688,-0.18572064056939502,0.00017953641360315964,0.0001767953280408796,1218.2,4.104416351994746,563,564,1218.7,1232.8,82,1156.1999999999925,165.434936676,990.7650633239925,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-07,NSE,BAJAJ-AUTO,619,long,1,dynamic_curvature_score,0.22438847519417465,0.22438847519417465,0.3335872048743336,0.20254065040650407,-0.1487240155484198,-0.24388379204892965,0.051414809069812495,-0.07170334092111011,9381.5,7.4614933646005435,620,622,9381.5,9407.0,10,255.0,160.08495261999997,94.91504738000003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-07,NSE,BAJAJ-AUTO,22,long,1,dynamic_curvature_score,0.22259175116125424,0.22259175116125424,0.33253397282174263,0.1952,-0.1463501695520257,-0.24648820567187915,0.05228480338278249,-0.07270694777847173,10190.0,6.869479882237488,23,24,10181.0,10158.5,9,-202.5,159.592488066,-362.092488066,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-08,NSE,ADANIPORTS,338,long,1,dynamic_curvature_score,0.126044568342015,0.126044568342015,0.24041450777202072,0.23371594523579034,-0.18426361802286484,-0.19054492962829303,0.0034925295181187643,-0.005694066206001047,1772.3,2.8211928003159734,339,340,1750.5,1771.2,57,1179.9000000000026,165.40423896279998,1014.4957610372026,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-08,NSE,ADANIPORTS,468,long,1,dynamic_curvature_score,0.12582640901017225,0.12582640901017225,0.2419855222337125,0.23243616287094548,-0.18409854423292274,-0.1905789284430061,0.00352979252272409,-0.00607853505197542,1771.2,2.8229448961156276,469,471,1764.5,1768.3,56,212.79999999999745,165.1292866816,47.670713318397446,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-08,NSE,AXISBANK,899,long,1,dynamic_curvature_score,0.024933424557715758,0.024933424557715758,0.05013927576601671,0.049807954404658655,-0.18692471088033985,-0.1867014341590613,-0.0001939993822912267,-0.00022344673767765721,1273.1999999999998,2.356267672007183,900,901,1275.6999999999998,1255.9,78,-1544.3999999999787,165.14301261760002,-1709.5430126175788,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-08,NSE,AXISBANK,119,long,1,dynamic_curvature_score,0.022364443827745172,0.022364443827745172,0.04334975369458128,0.04247764334560757,-0.18642785065590312,-0.1867618786047789,0.0007161688721684933,-0.0004094532827728925,1267.4,2.3670506548836556,120,121,1261.0,1267.0,79,474.0,165.317994144,308.682005856,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-08,NSE,BAJAJ-AUTO,122,long,1,dynamic_curvature_score,0.1064299853505618,0.1064299853505618,0.14216163583252192,0.07887214137214137,-0.16594412331406552,-0.21100141043723555,0.031142678112807243,-0.035851236551683874,10144.5,3.943023313125339,123,124,10122.5,10064.5,9,-522.0,159.458218596,-681.458218596,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-08,NSE,BAJAJ-AUTO,799,long,1,dynamic_curvature_score,0.1054432221210275,0.1054432221210275,0.14327772325809618,0.08315872184389733,-0.1675531914893617,-0.2096543844615824,0.02965914540269049,-0.03420471579638834,10093.0,3.9631427722183687,800,801,10145.0,10164.5,9,175.5,159.552848826,15.947151173999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-09,NSE,ADANIPORTS,190,long,1,dynamic_curvature_score,0.11924025610645939,0.11924025610645939,0.2284325637910085,0.2250689151937733,-0.18554790894653256,-0.1878661087866109,0.0026471295479071344,-0.004058668961665596,1818.7,2.1993731786445867,191,193,1814.0,1818.7,55,258.5000000000025,165.333525382,93.1664746180025,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-09,NSE,ADANIPORTS,429,long,1,dynamic_curvature_score,0.11734807366560508,0.11734807366560508,0.2289890377588307,0.22532921476182735,-0.1857256566728575,-0.18799832144355855,0.0017915278198562534,-0.002891938464835153,1832.7,2.1825721612925792,430,433,1830.0,1828.0,54,-108.0,165.106963984,-273.106963984,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-09,NSE,AXISBANK,572,long,1,dynamic_curvature_score,0.018398237515148616,0.018398237515148616,0.033775633293124246,0.033810980518435035,-0.1862348178137652,-0.18660446517827392,0.000917959964012588,-0.0005747872919185104,1335.6999999999998,1.4973422175641649,573,574,1338.1,1336.0,74,-155.39999999999327,165.14521692079998,-320.5452169207932,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-09,NSE,AXISBANK,429,long,1,dynamic_curvature_score,0.01757307781856046,0.01757307781856046,0.03575685339690107,0.03467472562430412,-0.1869043959422072,-0.18649093904448105,0.00012227511475690345,-0.0001134398916514956,1334.4,1.4988009592329545,430,434,1329.8000000000002,1332.1,75,172.49999999997954,165.31975471,7.180245289979524,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-09,NSE,BAJAJ-AUTO,413,long,1,dynamic_curvature_score,0.04507962707618524,0.04507962707618524,0.11038107752956636,0.07647781091036661,-0.17530140110785272,-0.19977212305355108,0.0032491541230064147,-0.0035915674979955237,10343.0,2.9005124238615485,414,415,10352.0,10339.5,9,-112.5,159.921832482,-272.421832482,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-09,NSE,BAJAJ-AUTO,73,long,1,dynamic_curvature_score,0.04466813873510369,0.04466813873510369,0.11009174311926606,0.0783902012248469,-0.17618429591174561,-0.19931662870159453,0.0021924454571217444,-0.003280592665558496,10252.5,2.926115581565472,74,75,10252.5,10238.5,9,-126.0,159.733104228,-285.733104228,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-12,NSE,ADANIPORTS,197,long,1,dynamic_curvature_score,0.12056347227114499,0.12056347227114499,0.23514538558786346,0.23067836652041848,-0.18535782835207018,-0.1881578947368421,0.0021996341057906876,-0.0030246549051450577,1840.5,2.1733224667214937,198,200,1834.5,1840.5,54,324.0,165.19022139999998,158.80977860000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-12,NSE,ADANIPORTS,875,long,1,dynamic_curvature_score,0.11962819557380194,0.11962819557380194,0.22721268163804492,0.22416225749559082,-0.18553730913281474,-0.18863636363636363,0.0029973321915261475,-0.004549734634480385,1830.4,2.18531468531394,876,877,1826.3,1830.4,54,221.40000000000737,165.0897241816,56.310275818407376,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-12,NSE,AXISBANK,495,long,1,dynamic_curvature_score,0.02015820308488423,0.02015820308488423,0.03802281368821293,0.037043301759133965,-0.1862361382909328,-0.18686336494555672,0.0008918378995433907,-0.0007447143057738581,1348.3000000000002,1.4833494029522023,496,497,1341.3000000000002,1351.0,74,717.7999999999865,165.2601817224,552.5398182775865,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-12,NSE,AXISBANK,367,long,1,dynamic_curvature_score,0.019303066188074015,0.019303066188074015,0.03802281368821293,0.037043301759133965,-0.1862361382909328,-0.18686336494555672,0.0005486531450214216,-0.0002327621634856114,1348.3000000000002,1.4833494029522023,368,369,1345.3000000000002,1343.4,74,-140.60000000000673,165.25801180559998,-305.8580118056067,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-12,NSE,BAJAJ-AUTO,86,long,1,dynamic_curvature_score,0.08815418518720844,0.08815418518720844,0.11095305832147938,0.07784317448262768,-0.17541387812610074,-0.19925895430218196,0.023357938292774494,-0.025874659653120108,10322.0,2.9064134857585735,87,88,10334.5,10351.5,9,153.0,159.908679288,-6.908679288000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-12,NSE,BAJAJ-AUTO,457,long,1,dynamic_curvature_score,0.07622601084507352,0.07622601084507352,0.10977242302543508,0.07578194816800715,-0.1750830564784053,-0.19992266047950502,0.01814069394091708,-0.020194342820152866,10493.0,2.8590488897360147,458,463,10495.0,10421.5,9,-661.5,162.15054678200002,-823.650546782,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-13,NSE,ADANIPORTS,725,long,1,dynamic_curvature_score,0.12134930589584533,0.12134930589584533,0.23014959723820483,0.22834766584766586,-0.18575,-0.1878233187425388,0.002806933483652768,-0.004368539488359635,1819.1,2.748611950964763,726,727,1807.7,1813.2,55,302.5,165.26418239400002,137.23581760599998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-13,NSE,ADANIPORTS,65,long,1,dynamic_curvature_score,0.11790494407391504,0.11790494407391504,0.22249093107617895,0.22159457714654615,-0.18599735799207398,-0.18781094527363185,0.0026920014289927574,-0.004415654071649205,1818.0,2.75027502750275,66,68,1814.8,1810.9,55,-214.4999999999925,165.30736276200003,-379.8073627619925,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-13,NSE,AXISBANK,727,long,1,dynamic_curvature_score,0.024276348976564895,0.024276348976564895,0.046267087276550996,0.04742528413077031,-0.18644521832306457,-0.18674521354933726,9.625272544871999e-05,-0.00046745418573101993,1325.5,1.5088645794026263,728,729,1314.6,1309.6,76,-380.0,165.3150214304,-545.3150214304001,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-13,NSE,AXISBANK,233,long,1,dynamic_curvature_score,0.02128887978505295,0.02128887978505295,0.04004449388209121,0.040386043058648846,-0.18635844748858446,-0.18719059405940594,0.0001830235599288299,-0.0009128346957996969,1309.8000000000002,1.5269506794933991,234,236,1304.6,1309.8000000000002,76,395.20000000002074,165.21370145279997,229.98629854722077,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-13,NSE,BAJAJ-AUTO,290,long,1,dynamic_curvature_score,0.0886092345431859,0.0886092345431859,0.11069182389937107,0.07822729561859997,-0.17590286425902865,-0.19919883466860888,0.023355972685099063,-0.02613961404878684,10203.5,3.4301955211447055,291,293,10210.0,10192.0,9,-162.0,159.65022981599998,-321.650229816,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-13,NSE,BAJAJ-AUTO,733,long,1,dynamic_curvature_score,0.08781104568233632,0.08781104568233632,0.11013767209011265,0.07819548872180451,-0.17601487449643632,-0.19934758970641536,0.022906805412757775,-0.025806495908676286,10193.5,3.4335606023446315,734,735,10276.0,10229.5,9,-418.5,159.755557194,-578.255557194,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-14,NSE,ADANIPORTS,774,long,1,dynamic_curvature_score,0.11987614296883015,0.11987614296883015,0.2289890377588307,0.22565436514387904,-0.18594164456233422,-0.18765743073047858,0.002950088224970615,-0.004098872171920009,1854.9,2.15645048250506,775,776,1849.9,1857.0,54,383.3999999999951,165.36898855119998,218.0310114487951,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-14,NSE,ADANIPORTS,901,long,1,dynamic_curvature_score,0.11977295537760653,0.11977295537760653,0.2361275088547816,0.23097526390420672,-0.18530842078320964,-0.18844735764031134,0.001644417398095066,-0.002640906027408102,1872.8,2.135839384878743,902,903,1867.2,1861.4,53,-307.3999999999976,165.1217292296,-472.52172922959755,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-14,NSE,AXISBANK,838,long,1,dynamic_curvature_score,0.023170441996539448,0.023170441996539448,0.04419889502762431,0.04469026548672567,-0.18661773009599097,-0.1864773078110528,0.00046888407723735814,-0.0003564251759392567,1353.6999999999998,1.4774322227971153,839,840,1357.8000000000002,1349.3000000000002,73,-620.5,165.1313842596,-785.6313842596,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-14,NSE,AXISBANK,87,long,1,dynamic_curvature_score,0.02090764443142529,0.02090764443142529,0.039397450753186555,0.038360402165506576,-0.18647602025618112,-0.18719845609520747,0.0007192998608159529,-0.0010081434878560502,1335.0,1.4981273408226075,88,89,1341.6,1335.0,74,-488.39999999999327,165.1745971408,-653.5745971407932,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-14,NSE,BAJAJ-AUTO,835,long,1,dynamic_curvature_score,0.08913869540977329,0.08913869540977329,0.11124845488257108,0.07574257425742574,-0.17515337423312882,-0.19992859692966797,0.024212802661137955,-0.027054605619922456,10478.5,2.863005201126115,836,837,10478.5,10606.0,9,1147.5,162.254752526,985.245247474,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-14,NSE,BAJAJ-AUTO,100,long,1,dynamic_curvature_score,0.08836422536068024,0.08836422536068024,0.110397946084724,0.07522275531185743,-0.17495219885277247,-0.20007410151908114,0.02403348133815833,-0.026719366366593195,10425.5,2.8775598292647833,101,108,10427.0,10457.0,9,270.0,160.091944272,109.908055728,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-15,NSE,ADANIPORTS,27,long,1,dynamic_curvature_score,0.12490646450607197,0.12490646450607197,0.2379421221864952,0.2343012444571592,-0.1853997682502897,-0.18827045199850578,0.0031054351555759585,-0.004650407121916417,1850.2,2.161928440169122,28,29,1830.6,1837.9,54,394.2000000000098,165.151326388,229.04867361200982,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-15,NSE,ADANIPORTS,826,long,1,dynamic_curvature_score,0.12188867873854346,0.12188867873854346,0.22934648581997533,0.22090534979423868,-0.18441628471286062,-0.19011406844106463,0.004414884118308204,-0.007021119723115921,1901.7,2.103381185255776,827,828,1903.2,1882.0,52,-1102.4000000000024,165.06325988479998,-1267.4632598848023,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-15,NSE,AXISBANK,885,long,1,dynamic_curvature_score,0.024707129094047302,0.024707129094047302,0.046511627906976744,0.04749696397247335,-0.18675940236991243,-0.186685552407932,0.0002909573423177936,-0.0006676897654928349,1389.0,1.4398848092139531,886,887,1391.4,1389.0,71,-170.40000000000646,165.0958812208,-335.4958812208065,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P449_depth_curvature_repair_primary,2026-01-15,NSE,AXISBANK,202,long,1,dynamic_curvature_score,0.02372994184282506,0.02372994184282506,0.045881126173096975,0.04467019204007793,-0.1862013851891316,-0.1870084474220798,0.0007037200892070217,-0.0006911257335790733,1381.1999999999998,1.4480162177819687,203,204,1382.1,1380.0,72,-151.19999999999345,165.2486242144,-316.4486242143935,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
