phase296_variant_id,feed_profile,strategy_family,spread_regime,daily_event_limit,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr,best_scheduled_event_rows,best_scenario_id,above12_sparse_survivor,robust_portfolio_survivor,positive_but_below12,too_sparse_for_sparse_diagnostic,too_sparse_for_portfolio_claim,preserve_as_raw_book_state_clue,current_proxy_sweep_acceptance_closed
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,2,302,4,0,0,0,0,-0.2645110303692803,-0.0150959982727851,0.2343190338237101,1032.1195537472947,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,2,302,4,0,0,0,0,-0.1518050571216273,0.0402109212357569,0.2322268995931413,1032.1195537472947,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,3,6,2,209,5,0,0,0,0,0.0372076009113693,0.1211700004393725,0.2051323999673757,626.7934443447591,3,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,3,2,106,2,0,0,0,0,0.0345142283409868,0.1196834686960001,0.2048527090510135,861.6820301352154,1,P271_P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,3,2,106,2,0,0,0,0,0.0345142283409868,0.1196834686960001,0.2048527090510135,861.6820301352154,1,P271_P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,3,2,107,2,0,0,0,0,0.0341916654592954,0.1185649316053833,0.2029381977514713,861.6820301352154,1,P271_P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3,disconnect_scenario,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,2,316,6,0,0,0,0,-0.0967465823087078,0.0509838743113699,0.1987143309314477,914.7167614304736,3,P271_P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,3,6,2,240,5,0,0,0,0,0.0314833546173125,0.1025284619102382,0.173573569203164,626.7934443447591,3,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,6,2,157,2,0,0,0,0,-0.0799176936926154,0.038071411549673,0.1560605167919616,972.2817911245228,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,6,2,157,2,0,0,0,0,-0.0799176936926154,0.038071411549673,0.1560605167919616,972.2817911245228,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,6,2,157,2,0,0,0,0,-0.0799176936926154,0.038071411549673,0.1560605167919616,972.2817911245228,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,3,2,164,2,0,0,0,0,0.0217573278221812,0.0879597276984233,0.1541621275746655,1003.2773381843314,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,3,2,164,2,0,0,0,0,0.0217573278221812,0.0879597276984233,0.1541621275746655,1003.2773381843314,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,3,2,165,2,0,0,0,0,0.0216254652293195,0.087426638439645,0.1532278116499706,1003.2773381843314,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,3,3,2,303,5,0,0,0,0,-0.0047836045993575,0.0664778128304924,0.1377392302603425,623.1060416539304,5,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,3,3,2,303,5,0,0,0,0,-0.0047836045993575,0.0664778128304924,0.1377392302603425,623.1060416539304,5,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6,disconnect_scenario,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,3,6,2,441,5,0,0,0,0,0.1189416654502893,0.1270394672904771,0.1351372691306649,900.9151275377662,3,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_DISCONNECT_SCENARIO_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,3,6,2,439,5,0,0,0,0,0.1031941826665916,0.1174928482281179,0.1317915137896442,847.2311600762844,3,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,3,6,2,442,5,0,0,0,0,-0.0332712178239801,0.049260147982832,0.1317915137896442,847.2311600762844,3,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,2,486,5,0,0,0,0,-0.0174789768490857,0.0568336310207194,0.1311462388905246,910.737770073088,5,P271_P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,2,486,5,0,0,0,0,-0.0174789768490857,0.0568336310207194,0.1311462388905246,910.737770073088,5,P271_P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,6,2,290,5,0,0,0,0,-0.4213520303159959,-0.1482068456706252,0.1249383389747454,545.3657653659523,3,P271_P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,2,483,5,0,0,0,0,-0.0268594894684721,0.0470308876748001,0.1209212648180723,844.5294685706641,5,P271_P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3,disconnect_scenario,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,3,2,107,2,0,0,0,0,-0.2747617009756974,-0.095041678839126,0.0846783432974453,359.5469338423272,1,P271_P296_MICROPRICE_DEPTH_REVERSAL_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,3,2,111,2,0,0,0,0,-0.0404367484257308,0.0220745976351997,0.0845859436961302,372.5809424710499,2,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_SPREAD_COMPRESSED_MLOFI_FOLLOW,NOT_WIDE,3,3,2,299,6,0,0,0,0,-0.033767991716016,0.0253364735439191,0.0844409388038544,371.9422304455494,3,P271_P296_SPREAD_COMPRESSED_MLOFI_FOLLOW_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,3,6,2,435,5,0,0,0,0,-0.0374133620206461,0.0228921066064977,0.0831975752336415,561.2534837190103,3,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,1,3,2,163,2,0,0,0,0,0.0640739535161825,0.0726858584114407,0.0812977633066989,525.8545801187271,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,2,148,2,0,0,0,0,0.0284649523631123,0.0533973648735319,0.0783297773839516,460.03202590574745,2,P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,2,148,2,0,0,0,0,0.0284649523631123,0.0533973648735319,0.0783297773839516,460.03202590574745,2,P271_P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,good_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,6,2,288,4,0,0,0,0,-0.3870907481503784,-0.1544959192875825,0.0780989095752134,340.9079386219634,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H6,ideal_research,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,6,2,288,4,0,0,0,0,-0.3870907481503784,-0.1544959192875825,0.0780989095752134,340.9079386219634,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6,normal_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,6,2,289,4,0,0,0,0,-0.2881329991763893,-0.1050170448005879,0.0780989095752134,340.9079386219634,2,P271_P296_MICROPRICE_DEPTH_REVERSAL_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,2,149,2,0,0,0,0,0.0282739124143666,0.0530389932971995,0.0778040741800324,460.03202590574745,2,P271_P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,normal_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,2,101,2,0,0,0,0,0.0086252907775668,0.0408472696614774,0.0730692485453881,292.85690885254775,1,P271_P296_TOP5_PRESSURE_CONTINUATION_NORMAL_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_BEYOND_L1_ABSORPTION_CONTINUATION,NOT_WIDE,1,6,2,108,2,0,0,0,0,0.0197338961761459,0.0460902876335794,0.0724466790910129,310.48576753291275,2,P271_P296_BEYOND_L1_ABSORPTION_CONTINUATION_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6,good_retail,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,2,102,2,0,0,0,0,0.0085407291032769,0.0404468062334237,0.0723528833635706,292.85690885254775,1,P271_P296_TOP5_PRESSURE_CONTINUATION_GOOD_RETAIL_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H6,ideal_research,P296_TOP5_PRESSURE_CONTINUATION,NOT_WIDE,1,6,2,102,2,0,0,0,0,0.0085407291032769,0.0404468062334237,0.0723528833635706,292.85690885254775,1,P271_P296_TOP5_PRESSURE_CONTINUATION_IDEAL_RESEARCH_IQ85_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6,stressed_retail,P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION,NOT_WIDE,1,6,2,147,2,0,0,0,0,0.0469386983174773,0.0596172109938061,0.0722957236701349,421.72505474245406,2,P271_P296_LIQUIDITY_VACUUM_MOMENTUM_CONTINUATION_STRESSED_RETAIL_IQ70_BQ70_NOT_WIDE_DL1_H6_CAP1000000_NOT100000_CONC2_COST200,0,0,1,1,1,0,1
P296_TOP5_PRESSURE_REVERSAL_RANGE_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3,disconnect_scenario,P296_TOP5_PRESSURE_REVERSAL_RANGE,NOT_WIDE,1,3,2,76,2,0,0,0,0,-2.9185904755931285,-1.4234039680208852,0.0717825395513581,216.48702404377863,1,P271_P296_TOP5_PRESSURE_REVERSAL_RANGE_DISCONNECT_SCENARIO_IQ85_BQ70_NOT_WIDE_DL1_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3,stressed_retail,P296_MICROPRICE_DEPTH_REVERSAL,NOT_WIDE,3,3,2,308,5,0,0,0,0,-0.424685705525699,-0.1782011804698843,0.0682833445859303,308.90084455539915,3,P271_P296_MICROPRICE_DEPTH_REVERSAL_STRESSED_RETAIL_IQ85_BQ70_NOT_WIDE_DL3_H3_CAP1000000_NOT100000_CONC1_COST200,0,0,1,1,1,0,1
