trade_date,trade_month,symbol,time_bucket_seconds,time_bucket_id,rows_in_bucket,bucket_start_utc_s,bucket_end_utc_s,open_mid_price,close_mid_price,avg_spread,avg_tick_size_proxy,avg_l1_imbalance,bar_return,next_bar_return
2026-01-01,2026-01,BHARTIARTL,5000,5,4952,1784045500,1784050483,1935.9,1929.6999999999998,0.2999999999999545,0.2999999999999545,0.08044450449495015,-0.003202644764709106,
2026-01-01,2026-01,BPCL,5000,0,53414,1784020500,1784025499,305.79999999999995,311.20000000000005,0.04999999999997666,0.04999999999997666,-0.04872526196131719,0.017658600392413737,0.007390745501285156
2026-01-01,2026-01,BPCL,5000,1,66356,1784025500,1784030499,309.54999999999995,313.5,0.04999999999998637,0.04999999999998637,-0.049630506659690626,0.012760458730415314,-0.002073365231259894
2026-01-01,2026-01,BPCL,5000,2,59936,1784030500,1784035499,313.04999999999995,312.85,0.04999999999998566,0.04999999999998566,-0.05145585060099888,-0.000638875578980791,-0.003995525011986523
2026-01-01,2026-01,BPCL,5000,3,45034,1784035500,1784040499,312.4,311.6,0.049999999999990295,0.049999999999990295,-0.05396990470451893,-0.002560819462227748,0.00545571245186105
2026-01-01,2026-01,BPCL,5000,4,20308,1784040500,1784045499,313.70000000000005,313.29999999999995,0.049999999999983454,0.049999999999983454,-0.0572525274788369,-0.0012751036021679818,-0.005745292052345863
2026-01-01,2026-01,BPCL,5000,5,2968,1784045500,1784050483,313.29999999999995,311.5,0.04999999999997337,0.04999999999997337,-0.04665028001619811,-0.005745292052345863,0.0073836276083465435
2026-01-01,2026-01,BPCL,5000,6,1984,1784053500,1784055483,313.79999999999995,313.79999999999995,0.05000000000001137,0.05000000000001137,-0.044554455445545316,0.0,
2026-01-01,2026-01,BRITANNIA,5000,0,51580,1784020500,1784025499,5354.5,5451.0,2.0,2.0,0.014451244845530953,0.018022224297320033,0.009814712896716093
2026-01-01,2026-01,BRITANNIA,5000,1,68656,1784025500,1784030499,5418.5,5504.5,2.0,2.0,0.017920650311126312,0.015871551167297326,-0.0017258606594604542
2026-01-01,2026-01,BRITANNIA,5000,2,65372,1784030500,1784035499,5491.0,5495.0,2.0,2.0,0.010273080804147607,0.0007284647605172445,-0.004640582347588684
2026-01-01,2026-01,BRITANNIA,5000,3,40600,1784035500,1784040499,5497.5,5469.5,2.0,2.0,0.008972648241689078,-0.0050932241928148825,-0.002468232928055536
2026-01-01,2026-01,BRITANNIA,5000,4,22308,1784040500,1784045499,5474.0,5456.0,2.0,2.0,0.020399032353312727,-0.003288271830471312,0.0
2026-01-01,2026-01,BRITANNIA,5000,5,1484,1784045500,1784046983,5456.0,5456.0,2.0,2.0,0.0,0.0,
2026-01-01,2026-01,CIPLA,5000,0,50546,1784020500,1784025499,1426.4,1451.1,0.39999999999982033,0.39999999999982033,0.5689558312567278,0.01731632080762746,0.009372200399696773
2026-01-01,2026-01,CIPLA,5000,1,63338,1784025500,1784030499,1443.7,1464.7,0.3999999999997832,0.3999999999997832,0.5709224669262658,0.014545958301586115,0.0005461869324776547
2026-01-01,2026-01,CIPLA,5000,2,69190,1784030500,1784035499,1453.0,1465.5,0.3999999999997655,0.3999999999997655,0.5694562726309874,0.00860289057123187,-0.0051177072671443335
2026-01-01,2026-01,CIPLA,5000,3,40682,1784035500,1784040499,1467.8,1458.0,0.3999999999998999,0.3999999999998999,0.5659934794776625,-0.006676658945360403,-0.005692729766803795
2026-01-01,2026-01,CIPLA,5000,4,24260,1784040500,1784045483,1462.1,1449.7,0.3999999999998475,0.3999999999998475,0.5668608384429081,-0.008480952055262891,
2026-01-01,2026-01,DRREDDY,5000,0,54064,1784020500,1784025499,1231.8000000000002,1251.9,0.3000000000001138,0.3000000000001138,0.2111465900382753,0.01631758402338024,0.007109194025082033
2026-01-01,2026-01,DRREDDY,5000,1,62154,1784025500,1784030499,1248.3000000000002,1260.8000000000002,0.3000000000001017,0.3000000000001017,0.20979539981927606,0.01001361852118876,-0.0011897208121827152
2026-01-01,2026-01,DRREDDY,5000,2,62604,1784030500,1784035499,1248.3000000000002,1259.3000000000002,0.30000000000009125,0.30000000000009125,0.20758847698201652,0.008811984298646047,-0.0026999126498848947
2026-01-01,2026-01,DRREDDY,5000,3,47902,1784035500,1784040499,1260.6999999999998,1255.9,0.30000000000009736,0.30000000000009736,0.20647900880712325,-0.003807408582533256,-0.003821960347161535
2026-01-01,2026-01,DRREDDY,5000,4,19308,1784040500,1784044983,1262.0,1251.1,0.30000000000003835,0.30000000000003835,0.2053634310179917,-0.008637083993660921,
2026-01-01,2026-01,GOLDBEES,5000,0,53432,1784020500,1784025499,116.62,118.67,0.010000000000000314,0.010000000000000314,-0.19907001755744805,0.01757845995541074,0.00488750316002351
2026-01-01,2026-01,GOLDBEES,5000,1,60336,1784025500,1784030499,118.00999999999999,119.25,0.009999999999999582,0.009999999999999582,-0.20144383115062175,0.0105075841030422,0.0010062893081761448
2026-01-01,2026-01,GOLDBEES,5000,2,63588,1784030500,1784035499,118.97999999999999,119.37,0.00999999999999701,0.00999999999999701,-0.2017881283771937,0.0032778618255169256,-0.003686018262544999
2026-01-01,2026-01,GOLDBEES,5000,3,42948,1784035500,1784040499,119.30000000000001,118.93,0.009999999999999792,0.009999999999999792,-0.20207648779812376,-0.0031014249790444204,0.0006726645926173891
2026-01-01,2026-01,GOLDBEES,5000,4,23744,1784040500,1784044983,119.52000000000001,119.00999999999999,0.009999999999999983,0.009999999999999983,-0.20496903569057734,-0.0042670682730925336,
2026-01-01,2026-01,HCLTECH,5000,0,48446,1784020500,1784025499,1218.0,1239.1,0.3000000000001124,0.3000000000001124,-0.291206126316982,0.01732348111658455,0.011621338067952625
2026-01-01,2026-01,HCLTECH,5000,1,61504,1784025500,1784030499,1228.8000000000002,1253.5,0.30000000000012694,0.30000000000012694,-0.2901270469451548,0.02010091145833326,-0.004547267650578224
2026-01-01,2026-01,HCLTECH,5000,2,64288,1784030500,1784035499,1252.0,1247.8000000000002,0.3000000000001208,0.3000000000001208,-0.2932004566343636,-0.0033546325878592853,-0.006972271197307478
2026-01-01,2026-01,HCLTECH,5000,3,40582,1784035500,1784040499,1251.5,1239.1,0.30000000000008414,0.30000000000008414,-0.2947571783140811,-0.009908110267678905,0.010491485755790508
2026-01-01,2026-01,HCLTECH,5000,4,24276,1784040500,1784045499,1249.1,1252.1,0.30000000000010035,0.30000000000010035,-0.2969757883411322,0.0024017292450564387,0.0010382557303731943
2026-01-01,2026-01,HCLTECH,5000,5,2968,1784045500,1784050483,1252.1,1253.4,0.2999999999999545,0.2999999999999545,-0.2879519286222075,0.0010382557303731943,-0.005744375299186477
2026-01-01,2026-01,HCLTECH,5000,6,1984,1784053500,1784055483,1246.1999999999998,1246.1999999999998,0.2999999999999545,0.2999999999999545,-0.2936507936507931,0.0,
2026-01-01,2026-01,HDFCBANK,5000,0,48628,1784020500,1784025499,816.5,831.6500000000001,0.09999999999996236,0.09999999999996236,-0.5691004247070374,0.018554807103490667,0.012565382071784814
2026-01-01,2026-01,HDFCBANK,5000,1,57870,1784025500,1784030499,823.8499999999999,842.0999999999999,0.09999999999996033,0.09999999999996033,-0.5695938721226342,0.022152090793226886,-0.002850017812611183
2026-01-01,2026-01,HDFCBANK,5000,2,71424,1784030500,1784035499,839.05,839.7,0.09999999999994702,0.09999999999994702,-0.5722563697522232,0.000774685656397267,0.0019054424199118625
2026-01-01,2026-01,HDFCBANK,5000,3,34914,1784035500,1784040499,842.3,841.3,0.09999999999996308,0.09999999999996308,-0.5723638372300314,-0.0011872254541137606,-0.006596933317484788
2026-01-01,2026-01,HDFCBANK,5000,4,23276,1784040500,1784044983,842.3,835.75,0.09999999999997522,0.09999999999997522,-0.5744430760460314,-0.0077763267244449485,
2026-01-01,2026-01,HINDUNILVR,5000,0,51046,1784020500,1784025499,2126.2,2162.6000000000004,0.3999999999998746,0.3999999999998746,0.07828701617541392,0.017119744144483473,0.009063164709146143
2026-01-01,2026-01,HINDUNILVR,5000,1,66156,1784025500,1784030499,2151.8,2182.2,0.3999999999998534,0.3999999999998534,0.0740238041549199,0.014127707035969772,-0.003986802309595694
2026-01-01,2026-01,HINDUNILVR,5000,2,66406,1784030500,1784035499,2146.1000000000004,2173.5,0.39999999999985486,0.39999999999985486,0.07353078843398406,0.012767345417268317,-0.001840349666436647
2026-01-01,2026-01,HINDUNILVR,5000,3,43600,1784035500,1784040499,2175.1000000000004,2169.5,0.3999999999998248,0.3999999999998248,0.07081331432865764,-0.0025745942715279524,-0.0003687485595760265
2026-01-01,2026-01,HINDUNILVR,5000,4,22792,1784040500,1784044983,2180.3,2168.7,0.39999999999998115,0.39999999999998115,0.07003373454304017,-0.005320368756593252,
2026-01-01,2026-01,ICICIBANK,5000,0,52514,1784020500,1784025499,1402.3000000000002,1431.1,0.1999999999999262,0.1999999999999262,-0.36572328882798927,0.020537688083862138,0.011319963664314425
2026-01-01,2026-01,ICICIBANK,5000,1,62804,1784025500,1784030499,1418.0,1447.3000000000002,0.19999999999993526,0.19999999999993526,-0.3658431526638245,0.020662905500705264,-0.003385614592689934
2026-01-01,2026-01,ICICIBANK,5000,2,68724,1784030500,1784035499,1443.6,1442.4,0.1999999999999369,0.1999999999999369,-0.36879106670631867,-0.0008312551953448821,-0.004229062673322126
2026-01-01,2026-01,ICICIBANK,5000,3,39214,1784035500,1784040499,1444.9,1436.3000000000002,0.1999999999999556,0.1999999999999556,-0.36906065703602037,-0.005951968994393986,0.000626610039685005
2026-01-01,2026-01,ICICIBANK,5000,4,22776,1784040500,1784044983,1447.1,1437.1999999999998,0.19999999999997073,0.19999999999997073,-0.3706389431810312,-0.006841268744385398,0.0053576398552743765
2026-01-01,2026-01,ICICIBANK,5000,5,2984,1784046000,1784050499,1440.4,1444.9,0.20000000000004547,0.20000000000004547,-0.37260328139389304,0.0031241321855040027,0.0
2026-01-01,2026-01,ICICIBANK,5000,6,984,1784050500,1784051483,1444.9,1444.9,0.20000000000004547,0.20000000000004547,-0.3737373737373717,0.0,
2026-01-01,2026-01,INFY,5000,0,49596,1784020500,1784025499,1101.6999999999998,1121.9,0.19999999999992152,0.19999999999992152,-0.18405316432125676,0.018335299990923426,0.013281041091006474
2026-01-01,2026-01,INFY,5000,1,62904,1784025500,1784030499,1114.6999999999998,1136.8000000000002,0.19999999999990975,0.19999999999990975,-0.18365873933868748,0.019825962142280718,-0.004398311048557368
2026-01-01,2026-01,INFY,5000,2,66090,1784030500,1784035499,1134.4,1131.8000000000002,0.19999999999993973,0.19999999999993973,-0.18711867640749533,-0.0022919605077573735,-0.0055663544795901965
2026-01-01,2026-01,INFY,5000,3,37714,1784035500,1784040499,1136.8000000000002,1125.5,0.19999999999997253,0.19999999999997253,-0.18889788406190045,-0.009940182969739753,0.007107952021323749
2026-01-01,2026-01,INFY,5000,4,22292,1784040500,1784045499,1134.4,1133.5,0.1999999999999532,0.1999999999999532,-0.1894536568769318,-0.0007933709449929882,-0.005822673136303358
2026-01-01,2026-01,INFY,5000,5,6452,1784045500,1784050499,1133.5,1126.9,0.19999999999999318,0.19999999999999318,-0.1880446796856944,-0.005822673136303358,0.0
2026-01-01,2026-01,INFY,5000,6,984,1784050500,1784051483,1126.9,1126.9,0.20000000000004547,0.20000000000004547,-0.19451371571072035,0.0,
2026-01-01,2026-01,ITBEES,5000,0,49612,1784020500,1784025499,32.04,32.379999999999995,0.009999999999998762,0.009999999999998762,0.741149365291551,0.01061173533083637,0.004014823965410974
2026-01-01,2026-01,ITBEES,5000,1,63256,1784025500,1784030499,32.3,32.510000000000005,0.009999999999999213,0.009999999999999213,0.7415004804139126,0.006501547987616263,-0.002768378960320006
2026-01-01,2026-01,ITBEES,5000,2,66272,1784030500,1784035499,32.480000000000004,32.42,0.009999999999997726,0.009999999999997726,0.7409892228033252,-0.001847290640394128,-0.002467612584824086
2026-01-01,2026-01,ITBEES,5000,3,40664,1784035500,1784040499,32.510000000000005,32.34,0.010000000000000847,0.010000000000000847,0.7404928831832157,-0.0052291602583820485,-0.0015460729746444857
2026-01-01,2026-01,ITBEES,5000,4,26228,1784040500,1784044983,32.29,32.29,0.01000000000000318,0.01000000000000318,0.7396731379626129,0.0,
2026-01-01,2026-01,ITC,5000,0,48912,1784020500,1784025499,280.20000000000005,284.70000000000005,0.04999999999998766,0.04999999999998766,0.5117669066148326,0.016059957173447437,0.008429926238145313
2026-01-01,2026-01,ITC,5000,1,61488,1784025500,1784030499,283.04999999999995,287.1,0.04999999999998647,0.04999999999998647,0.510974310925108,0.014308426073132097,-0.0027864855451065207
2026-01-01,2026-01,ITC,5000,2,68206,1784030500,1784035499,286.35,286.29999999999995,0.049999999999983114,0.049999999999983114,0.5093743873051182,-0.00017461148943620497,-0.003667481662591565
2026-01-01,2026-01,ITC,5000,3,42682,1784035500,1784040499,286.75,285.25,0.04999999999997721,0.04999999999997721,0.5081690178630007,-0.005231037489102031,-0.0017528483786152238
2026-01-01,2026-01,ITC,5000,4,20776,1784040500,1784044483,285.95000000000005,284.75,0.05000000000000594,0.05000000000000594,0.5067580420011086,-0.004196537856268723,0.0
2026-01-01,2026-01,ITC,5000,5,1984,1784047000,1784048983,284.75,284.75,0.049999999999954525,0.049999999999954525,0.5148514851485049,0.0,0.0038630377524144777
2026-01-01,2026-01,ITC,5000,6,1984,1784052500,1784054483,285.85,285.85,0.05000000000001137,0.05000000000001137,0.5169082125603652,0.0,
2026-01-01,2026-01,JUNIORBEES,5000,0,52914,1784020500,1784025499,776.54,785.13,0.2799999999998772,0.2799999999998772,-0.6971835729414959,0.011061889921961665,0.006266478162851863
2026-01-01,2026-01,JUNIORBEES,5000,1,65272,1784025500,1784030499,780.62,790.05,0.2799999999998742,0.2799999999998742,-0.6962432940438402,0.012080141426045854,0.0011138535535726302
2026-01-01,2026-01,JUNIORBEES,5000,2,64988,1784030500,1784035499,790.58,790.9300000000001,0.2799999999998686,0.2799999999998686,-0.6974743879289066,0.00044271294492648217,-0.0024780954066732086
2026-01-01,2026-01,JUNIORBEES,5000,3,35114,1784035500,1784040499,792.26,788.97,0.2799999999999931,0.2799999999999931,-0.69837580123204,-0.004152677151440187,0.004499537371509543
2026-01-01,2026-01,JUNIORBEES,5000,4,22292,1784040500,1784045499,792.59,792.52,0.2799999999999547,0.2799999999999547,-0.6993279875721173,-8.831804590025971e-05,-0.0018548427799929268
2026-01-01,2026-01,JUNIORBEES,5000,5,5452,1784045500,1784050483,792.52,791.05,0.28000000000005143,0.28000000000005143,-0.6932269775668479,-0.0018548427799929268,0.001264142595284845
2026-01-01,2026-01,JUNIORBEES,5000,6,1984,1784051000,1784052983,792.05,792.05,0.2800000000000864,0.2800000000000864,-0.6966580976863909,0.0,
2026-01-01,2026-01,KOTAKBANK,5000,0,50962,1784020500,1784025499,378.55,385.0,0.09999999999995487,0.09999999999995487,-0.14759209506685092,0.017038700303790844,0.01090909090909098
2026-01-01,2026-01,KOTAKBANK,5000,1,66790,1784025500,1784030499,383.0,389.2,0.09999999999995511,0.09999999999995511,-0.14722967109647445,0.01618798955613565,0.0007708119218909903
2026-01-01,2026-01,KOTAKBANK,5000,2,64956,1784030500,1784035499,388.7,389.5,0.09999999999995877,0.09999999999995877,-0.14971467027614008,0.0020581425263699327,-0.0047496790757382
2026-01-01,2026-01,KOTAKBANK,5000,3,39048,1784035500,1784040499,390.55,387.65,0.09999999999994788,0.09999999999994788,-0.15236376174457034,-0.0074254256817309905,0.0064491164710434035
2026-01-01,2026-01,KOTAKBANK,5000,4,22292,1784040500,1784045483,390.05,390.15,0.09999999999998412,0.09999999999998412,-0.1508959484115111,0.00025637738751438377,-0.004485454312443959
2026-01-01,2026-01,KOTAKBANK,5000,5,2984,1784045500,1784050499,390.25,388.4,0.10000000000000368,0.10000000000000368,-0.15321520015981938,-0.004740550928891807,0.0
2026-01-01,2026-01,KOTAKBANK,5000,6,984,1784050500,1784051483,388.4,388.4,0.0999999999999659,0.0999999999999659,-0.15880893300248106,0.0,0.00038619979402687576
2026-01-01,2026-01,KOTAKBANK,5000,8,1984,1784062000,1784063983,388.55,388.55,0.10000000000002274,0.10000000000002274,-0.17040358744395184,0.0,
2026-01-01,2026-01,LT,5000,0,50564,1784020500,1784025499,3920.5,3997.8,0.5,0.5,-0.07152272541548539,0.019716872847851175,0.006278453149232144
2026-01-01,2026-01,LT,5000,1,64688,1784025500,1784030499,3963.0,4022.9,0.5,0.5,-0.07797641208267356,0.015114812011102652,-0.0023614805240000925
2026-01-01,2026-01,LT,5000,2,65622,1784030500,1784035499,4021.1,4013.4,0.5,0.5,-0.07560029969222803,-0.0019148989082589107,-0.0024916529625753636
2026-01-01,2026-01,LT,5000,3,37914,1784035500,1784040499,4022.7,4003.4,0.5,0.5,-0.06865722567925531,-0.004797772640266373,-0.00614477693960136
2026-01-01,2026-01,LT,5000,4,23276,1784040500,1784044483,4006.9,3978.8,0.5,0.5,-0.07720038287306652,-0.007012902742768667,0.0052025736402934175
2026-01-01,2026-01,LT,5000,5,3968,1784047000,1784049983,4010.3,3999.5,0.5,0.5,-0.0901030927835077,-0.0026930653567065477,
2026-01-01,2026-01,M&M,5000,0,49030,1784020500,1784025499,3143.8999999999996,3209.2,0.3999999999998835,0.3999999999998835,-0.1838235034730355,0.020770380737300975,0.0067929702106444
2026-01-01,2026-01,M&M,5000,1,61854,1784025500,1784030499,3185.1000000000004,3231.0,0.39999999999986147,0.39999999999986147,-0.18847034900950546,0.014410850522746488,-9.285051067786654e-05
2026-01-01,2026-01,M&M,5000,2,57820,1784030500,1784035499,3230.0,3230.7,0.39999999999991454,0.39999999999991454,-0.193003889275632,0.00021671826625380142,-0.0033738818212769583
2026-01-01,2026-01,M&M,5000,3,42648,1784035500,1784040499,3234.7,3219.8,0.3999999999998967,0.3999999999998967,-0.19610900222057123,-0.0046063004297152155,0.0009006770606869718
2026-01-01,2026-01,M&M,5000,4,24760,1784040500,1784044983,3241.7,3222.7,0.3999999999999238,0.3999999999999238,-0.19618943687583537,-0.005861122250670925,
2026-01-01,2026-01,MARUTI,5000,0,49012,1784020500,1784025499,13698.0,13965.0,4.0,4.0,-0.124791178079955,0.01949189662724482,0.011099176512710418
2026-01-01,2026-01,MARUTI,5000,1,64456,1784025500,1784030499,13839.0,14120.0,4.0,4.0,-0.12427023177824774,0.02030493532769717,-0.0027620396600566144
2026-01-01,2026-01,MARUTI,5000,2,64288,1784030500,1784035499,14088.0,14081.0,4.0,4.0,-0.12957494214537305,-0.0004968767745598957,-0.004190043320786874
2026-01-01,2026-01,MARUTI,5000,3,45984,1784035500,1784040499,14118.0,14022.0,4.0,4.0,-0.1287650231107056,-0.006799830004249885,0.0007844815290258822
2026-01-01,2026-01,MARUTI,5000,4,22292,1784040500,1784044483,14131.0,14033.0,4.0,4.0,-0.13522883141310044,-0.0069351072110961365,
2026-01-01,2026-01,NESTLEIND,5000,0,50330,1784020500,1784025499,1434.3,1455.8,0.3999999999998065,0.3999999999998065,0.41452923682934073,0.014989890538938955,0.009135870311856031
2026-01-01,2026-01,NESTLEIND,5000,1,60470,1784025500,1784030499,1443.6,1469.1,0.39999999999983393,0.39999999999983393,0.415131323866961,0.017664172901080688,-0.0009529643999727222
2026-01-01,2026-01,NESTLEIND,5000,2,64206,1784030500,1784035499,1466.1,1467.7,0.39999999999981933,0.39999999999981933,0.41167555913818704,0.001091330741422869,-0.00558697281460796
2026-01-01,2026-01,NESTLEIND,5000,3,42298,1784035500,1784040499,1467.7,1459.5,0.3999999999998701,0.3999999999998701,0.41080611379692755,-0.00558697281460796,0.005275779376498813
2026-01-01,2026-01,NESTLEIND,5000,4,27244,1784040500,1784045499,1465.0,1467.2,0.39999999999985153,0.39999999999985153,0.410040321792688,0.0015017064846416517,0.0
2026-01-01,2026-01,NESTLEIND,5000,5,1484,1784045500,1784046983,1467.2,1467.2,0.40000000000009095,0.40000000000009095,0.41578947368419705,0.0,
2026-01-01,2026-01,NIFTYBEES,5000,0,49946,1784020500,1784025499,274.75,278.29999999999995,0.03999999999998913,0.03999999999998913,0.622210466580683,0.012920837124658524,0.007402084081926219
2026-01-01,2026-01,NIFTYBEES,5000,1,61470,1784025500,1784030499,277.59000000000003,280.36,0.039999999999996184,0.039999999999996184,0.6219663569272988,0.009978745632047259,0.00035668426309043433
2026-01-01,2026-01,NIFTYBEES,5000,2,71808,1784030500,1784035499,280.0,280.46000000000004,0.03999999999998461,0.03999999999998461,0.6214218541385663,0.0016428571428572791,-0.002531555302003996
2026-01-01,2026-01,NIFTYBEES,5000,3,40548,1784035500,1784040499,280.82,279.75,0.03999999999998253,0.03999999999998253,0.6206160695073832,-0.003810269923794629,-0.00017873100983001322
2026-01-01,2026-01,NIFTYBEES,5000,4,22260,1784040500,1784044983,279.70000000000005,279.70000000000005,0.04000000000000413,0.04000000000000413,0.6194717554378912,0.0,0.003932785126921301
2026-01-01,2026-01,NIFTYBEES,5000,5,1984,1784045500,1784047483,280.79999999999995,280.79999999999995,0.040000000000020464,0.040000000000020464,0.6256281407035222,0.0,
2026-01-01,2026-01,ONGC,5000,0,50930,1784020500,1784025499,246.49,251.65,0.04999999999997816,0.04999999999997816,0.05090711398291421,0.02093391212625262,0.010053645936817013
2026-01-01,2026-01,ONGC,5000,1,63872,1784025500,1784030499,249.35,254.18,0.04999999999997822,0.04999999999997822,0.051133625571644505,0.019370362943653463,-0.0050358014005822405
2026-01-01,2026-01,ONGC,5000,2,64788,1784030500,1784035499,253.69,252.9,0.049999999999977125,0.049999999999977125,0.047617174763292594,-0.0031140368165871735,-0.0013444049031238192
2026-01-01,2026-01,ONGC,5000,3,46634,1784035500,1784040499,248.87,252.56,0.0499999999999828,0.0499999999999828,0.04627649721883183,0.014827018121911006,0.00023756731073798498
2026-01-01,2026-01,ONGC,5000,4,20308,1784040500,1784045499,253.69,252.62,0.04999999999997885,0.04999999999997885,0.044799838868510126,-0.00421774606803571,0.005343994933101115
2026-01-01,2026-01,ONGC,5000,5,3468,1784045500,1784049983,252.62,253.97,0.05000000000001137,0.05000000000001137,0.04429235406518934,0.005343994933101115,
2026-01-01,2026-01,RELIANCE,5000,0,51930,1784020500,1784025499,1296.9,1322.6,0.1999999999999395,0.1999999999999395,0.44619386291507473,0.019816485465340206,0.009375472554060238
2026-01-01,2026-01,RELIANCE,5000,1,60920,1784025500,1784030499,1313.1999999999998,1335.0,0.19999999999995532,0.19999999999995532,0.4457272619614712,0.01660067011879396,-0.004344569288389666
