trade_month,trade_date,feed_profile,global_time_bucket_id,symbols_present,fresh_symbols,total_rows,max_staleness_seconds,median_staleness_seconds,expected_symbols,coverage_fraction,fresh_fraction,coverage_pass
2026-02,2026-02-10,disconnect_scenario,357460,32,32,65500,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-10,disconnect_scenario,357461,32,0,30500,4517.0,4251.0,32,1.0,0.0,False
2026-02,2026-02-10,good_retail,357460,32,32,70100,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-10,good_retail,357461,32,0,25900,4317.0,4267.0,32,1.0,0.0,False
2026-02,2026-02-10,ideal_research,357460,32,32,73600,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-10,ideal_research,357461,32,0,22400,4317.0,4317.0,32,1.0,0.0,False
2026-02,2026-02-10,normal_retail,357460,32,32,62200,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-10,normal_retail,357461,32,0,33800,4317.0,4117.0,32,1.0,0.0,False
2026-02,2026-02-10,stressed_retail,357460,32,32,48000,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-10,stressed_retail,357461,32,0,48000,4267.0,4017.0,32,1.0,0.0,False
2026-02,2026-02-13,disconnect_scenario,357547,32,0,96000,2518.0,2018.0,32,1.0,0.0,False
2026-02,2026-02-13,good_retail,357547,32,0,96000,2318.0,2268.0,32,1.0,0.0,False
2026-02,2026-02-13,ideal_research,357547,32,0,96000,2318.0,2318.0,32,1.0,0.0,False
2026-02,2026-02-13,normal_retail,357547,32,0,96000,2318.0,2118.0,32,1.0,0.0,False
2026-02,2026-02-13,stressed_retail,357547,32,0,96000,2268.0,1893.0,32,1.0,0.0,False
2026-02,2026-02-17,disconnect_scenario,357581,32,32,64517,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-17,disconnect_scenario,357582,32,0,31483,4518.0,4018.0,32,1.0,0.0,False
2026-02,2026-02-17,good_retail,357581,32,32,78777,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-17,good_retail,357582,32,0,17223,4518.0,4468.0,32,1.0,0.0,False
2026-02,2026-02-17,ideal_research,357581,32,32,80544,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-17,ideal_research,357582,32,0,15456,4518.0,4518.0,32,1.0,0.0,False
2026-02,2026-02-17,normal_retail,357581,32,32,73455,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-17,normal_retail,357582,32,0,22545,4518.0,4318.0,32,1.0,0.0,False
2026-02,2026-02-17,stressed_retail,357581,32,32,61034,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-17,stressed_retail,357582,32,0,34966,4518.0,4268.0,32,1.0,0.0,False
2026-02,2026-02-18,disconnect_scenario,357633,32,32,96000,518.0,18.0,32,1.0,1.0,True
2026-02,2026-02-18,good_retail,357633,32,32,96000,318.0,268.0,32,1.0,1.0,True
2026-02,2026-02-18,ideal_research,357633,32,32,96000,318.0,318.0,32,1.0,1.0,True
2026-02,2026-02-18,normal_retail,357633,32,32,95817,318.0,118.0,32,1.0,1.0,True
2026-02,2026-02-18,normal_retail,357634,1,0,183,4818.0,4818.0,32,0.03125,0.0,False
2026-02,2026-02-18,stressed_retail,357633,32,32,91238,268.0,18.0,32,1.0,1.0,True
2026-02,2026-02-18,stressed_retail,357634,15,0,4762,4768.0,4768.0,32,0.46875,0.0,False
2026-02,2026-02-19,disconnect_scenario,357650,27,27,32000,1.0,1.0,32,0.84375,0.84375,False
2026-02,2026-02-19,disconnect_scenario,357651,32,0,64000,4018.0,3984.0,32,1.0,0.0,False
2026-02,2026-02-19,good_retail,357650,32,32,45550,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-19,good_retail,357651,32,0,50450,3918.0,3868.0,32,1.0,0.0,False
2026-02,2026-02-19,ideal_research,357650,32,32,48000,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-19,ideal_research,357651,32,0,48000,3918.0,3918.0,32,1.0,0.0,False
2026-02,2026-02-19,normal_retail,357650,32,32,36100,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-19,normal_retail,357651,32,0,59900,3918.0,3718.0,32,1.0,0.0,False
2026-02,2026-02-19,stressed_retail,357650,29,29,18000,1.0,1.0,32,0.90625,0.90625,False
2026-02,2026-02-19,stressed_retail,357651,32,0,78000,4018.0,3393.0,32,1.0,0.0,False
2026-02,2026-02-20,disconnect_scenario,357668,32,0,96000,2518.0,2518.0,32,1.0,0.0,False
2026-02,2026-02-20,good_retail,357668,32,0,96000,2518.0,2468.0,32,1.0,0.0,False
2026-02,2026-02-20,ideal_research,357668,32,0,96000,2518.0,2518.0,32,1.0,0.0,False
2026-02,2026-02-20,normal_retail,357668,32,0,96000,2518.0,2418.0,32,1.0,0.0,False
2026-02,2026-02-20,stressed_retail,357668,32,0,96000,2518.0,2018.0,32,1.0,0.0,False
2026-02,2026-02-23,disconnect_scenario,357685,32,13,96000,1518.0,1018.0,32,1.0,0.40625,False
2026-02,2026-02-23,good_retail,357685,32,0,96000,1118.0,1068.0,32,1.0,0.0,False
2026-02,2026-02-23,ideal_research,357685,32,0,96000,1118.0,1118.0,32,1.0,0.0,False
2026-02,2026-02-23,normal_retail,357685,32,20,96000,1118.0,918.0,32,1.0,0.625,False
2026-02,2026-02-23,stressed_retail,357685,32,26,96000,1268.0,768.0,32,1.0,0.8125,False
2026-02,2026-02-24,disconnect_scenario,357702,32,32,79102,18.0,1.0,32,1.0,1.0,True
2026-02,2026-02-24,disconnect_scenario,357703,28,0,16898,4984.0,4518.0,32,0.875,0.0,False
2026-02,2026-02-24,good_retail,357702,32,32,85477,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-24,good_retail,357703,32,0,10523,4718.0,4668.0,32,1.0,0.0,False
2026-02,2026-02-24,ideal_research,357702,32,32,86944,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-24,ideal_research,357703,32,0,9056,4718.0,4718.0,32,1.0,0.0,False
2026-02,2026-02-24,normal_retail,357702,32,32,81410,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-24,normal_retail,357703,32,0,14590,4718.0,4518.0,32,1.0,0.0,False
2026-02,2026-02-24,stressed_retail,357702,32,32,75102,1.0,1.0,32,1.0,1.0,True
2026-02,2026-02-24,stressed_retail,357703,32,0,20898,4768.0,4518.0,32,1.0,0.0,False
2026-02,2026-02-25,disconnect_scenario,357754,32,32,96000,518.0,518.0,32,1.0,1.0,True
2026-02,2026-02-25,good_retail,357754,32,32,96000,518.0,468.0,32,1.0,1.0,True
2026-02,2026-02-25,ideal_research,357754,32,32,96000,518.0,518.0,32,1.0,1.0,True
2026-02,2026-02-25,normal_retail,357754,32,32,96000,518.0,318.0,32,1.0,1.0,True
2026-02,2026-02-25,stressed_retail,357754,32,32,94585,518.0,268.0,32,1.0,1.0,True
2026-02,2026-02-25,stressed_retail,357755,5,0,1415,4768.0,4768.0,32,0.15625,0.0,False
2026-02,2026-02-27,disconnect_scenario,357789,32,0,96000,3018.0,2518.0,32,1.0,0.0,False
2026-02,2026-02-27,good_retail,357789,32,0,96000,2718.0,2668.0,32,1.0,0.0,False
2026-02,2026-02-27,ideal_research,357789,32,0,96000,2718.0,2718.0,32,1.0,0.0,False
2026-02,2026-02-27,normal_retail,357789,32,0,96000,2718.0,2518.0,32,1.0,0.0,False
2026-02,2026-02-27,stressed_retail,357789,32,0,96000,2768.0,2268.0,32,1.0,0.0,False
2026-03,2026-03-02,disconnect_scenario,357806,32,2,96000,1517.0,1017.0,32,1.0,0.0625,False
2026-03,2026-03-02,good_retail,357806,32,0,96000,1317.0,1267.0,32,1.0,0.0,False
2026-03,2026-03-02,ideal_research,357806,32,0,96000,1317.0,1317.0,32,1.0,0.0,False
2026-03,2026-03-02,normal_retail,357806,32,5,96000,1317.0,1117.0,32,1.0,0.15625,False
2026-03,2026-03-02,stressed_retail,357806,32,13,96000,1517.0,1017.0,32,1.0,0.40625,False
2026-03,2026-03-03,disconnect_scenario,357823,32,32,89112,17.0,17.0,32,1.0,1.0,True
2026-03,2026-03-03,disconnect_scenario,357824,15,0,6888,4985.0,4517.0,32,0.46875,0.0,False
2026-03,2026-03-03,good_retail,357823,32,32,91762,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-03,good_retail,357824,32,0,4238,4917.0,4867.0,32,1.0,0.0,False
2026-03,2026-03-03,ideal_research,357823,32,32,93312,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-03,ideal_research,357824,32,0,2688,4917.0,4917.0,32,1.0,0.0,False
2026-03,2026-03-03,normal_retail,357823,32,32,86496,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-03,normal_retail,357824,32,0,9504,4917.0,4717.0,32,1.0,0.0,False
2026-03,2026-03-03,stressed_retail,357823,32,32,80128,17.0,1.0,32,1.0,1.0,True
2026-03,2026-03-03,stressed_retail,357824,28,0,15872,4985.0,4517.0,32,0.875,0.0,False
2026-03,2026-03-04,disconnect_scenario,357875,32,27,95516,1017.0,517.0,32,1.0,0.84375,False
2026-03,2026-03-04,disconnect_scenario,357876,1,0,484,4517.0,4517.0,32,0.03125,0.0,False
2026-03,2026-03-04,good_retail,357875,32,32,96000,717.0,667.0,32,1.0,1.0,True
2026-03,2026-03-04,ideal_research,357875,32,32,96000,717.0,717.0,32,1.0,1.0,True
2026-03,2026-03-04,normal_retail,357875,32,32,96000,717.0,517.0,32,1.0,1.0,True
2026-03,2026-03-04,stressed_retail,357875,32,32,96000,767.0,267.0,32,1.0,1.0,True
2026-03,2026-03-05,disconnect_scenario,357892,31,31,60000,1.0,1.0,32,0.96875,0.96875,True
2026-03,2026-03-05,disconnect_scenario,357893,32,0,36000,4517.0,4017.0,32,1.0,0.0,False
2026-03,2026-03-05,good_retail,357892,32,32,68400,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-05,good_retail,357893,32,0,27600,4317.0,4267.0,32,1.0,0.0,False
2026-03,2026-03-05,ideal_research,357892,32,32,73600,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-05,ideal_research,357893,32,0,22400,4317.0,4317.0,32,1.0,0.0,False
2026-03,2026-03-05,normal_retail,357892,32,32,62000,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-05,normal_retail,357893,32,0,34000,4317.0,4117.0,32,1.0,0.0,False
2026-03,2026-03-05,stressed_retail,357892,32,32,44000,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-05,stressed_retail,357893,32,0,52000,4485.0,3767.0,32,1.0,0.0,False
2026-03,2026-03-06,disconnect_scenario,357910,32,0,96000,3017.0,2985.0,32,1.0,0.0,False
2026-03,2026-03-06,good_retail,357910,32,0,96000,2917.0,2867.0,32,1.0,0.0,False
2026-03,2026-03-06,ideal_research,357910,32,0,96000,2917.0,2917.0,32,1.0,0.0,False
2026-03,2026-03-06,normal_retail,357910,32,0,96000,2917.0,2717.0,32,1.0,0.0,False
2026-03,2026-03-06,stressed_retail,357910,32,0,96000,3017.0,2517.0,32,1.0,0.0,False
2026-03,2026-03-12,disconnect_scenario,358013,32,32,68532,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-12,disconnect_scenario,358014,32,0,27468,4517.0,4501.0,32,1.0,0.0,False
2026-03,2026-03-12,good_retail,358013,32,32,78396,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-12,good_retail,358014,32,0,17604,4517.0,4467.0,32,1.0,0.0,False
2026-03,2026-03-12,ideal_research,358013,32,32,80512,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-12,ideal_research,358014,32,0,15488,4517.0,4517.0,32,1.0,0.0,False
2026-03,2026-03-12,normal_retail,358013,32,32,72024,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-12,normal_retail,358014,32,0,23976,4517.0,4317.0,32,1.0,0.0,False
2026-03,2026-03-12,stressed_retail,358013,32,32,64548,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-12,stressed_retail,358014,32,0,31452,4517.0,4267.0,32,1.0,0.0,False
2026-03,2026-03-13,disconnect_scenario,358030,2,2,1000,1.0,1.0,32,0.0625,0.0625,False
2026-03,2026-03-13,disconnect_scenario,358031,32,0,95000,3517.0,3017.0,32,1.0,0.0,False
2026-03,2026-03-13,good_retail,358030,25,25,1650,1.0,1.0,32,0.78125,0.78125,False
2026-03,2026-03-13,good_retail,358031,32,0,94350,3118.0,3068.0,32,1.0,0.0,False
2026-03,2026-03-13,ideal_research,358030,32,32,3200,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-13,ideal_research,358031,32,0,92800,3118.0,3118.0,32,1.0,0.0,False
2026-03,2026-03-13,normal_retail,358030,3,3,300,1.0,1.0,32,0.09375,0.09375,False
2026-03,2026-03-13,normal_retail,358031,32,0,95700,3118.0,2918.0,32,1.0,0.0,False
2026-03,2026-03-13,stressed_retail,358030,1,1,250,1.0,1.0,32,0.03125,0.03125,False
2026-03,2026-03-13,stressed_retail,358031,32,0,95750,3018.0,2518.0,32,1.0,0.0,False
2026-03,2026-03-16,disconnect_scenario,358048,32,0,96000,2018.0,1518.0,32,1.0,0.0,False
2026-03,2026-03-16,good_retail,358048,32,0,96000,1718.0,1668.0,32,1.0,0.0,False
2026-03,2026-03-16,ideal_research,358048,32,0,96000,1718.0,1718.0,32,1.0,0.0,False
2026-03,2026-03-16,normal_retail,358048,32,0,96000,1718.0,1518.0,32,1.0,0.0,False
2026-03,2026-03-16,stressed_retail,358048,32,3,96000,1768.0,1268.0,32,1.0,0.09375,False
2026-03,2026-03-19,disconnect_scenario,358134,32,32,78653,18.0,1.0,32,1.0,1.0,True
2026-03,2026-03-19,disconnect_scenario,358135,30,0,17347,4984.0,4518.0,32,0.9375,0.0,False
2026-03,2026-03-19,good_retail,358134,32,32,85194,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-19,good_retail,358135,32,0,10806,4718.0,4668.0,32,1.0,0.0,False
2026-03,2026-03-19,ideal_research,358134,32,32,86944,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-19,ideal_research,358135,32,0,9056,4718.0,4718.0,32,1.0,0.0,False
2026-03,2026-03-19,normal_retail,358134,32,32,81093,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-19,normal_retail,358135,32,0,14907,4718.0,4518.0,32,1.0,0.0,False
2026-03,2026-03-19,stressed_retail,358134,32,32,69403,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-19,stressed_retail,358135,32,0,26597,4768.0,4268.0,32,1.0,0.0,False
2026-03,2026-03-20,disconnect_scenario,358151,6,6,3000,1.0,1.0,32,0.1875,0.1875,False
2026-03,2026-03-20,disconnect_scenario,358152,32,0,93000,3518.0,3018.0,32,1.0,0.0,False
2026-03,2026-03-20,good_retail,358151,32,32,7950,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-20,good_retail,358152,32,0,88050,3318.0,3268.0,32,1.0,0.0,False
2026-03,2026-03-20,ideal_research,358151,32,32,9600,1.0,1.0,32,1.0,1.0,True
2026-03,2026-03-20,ideal_research,358152,32,0,86400,3318.0,3318.0,32,1.0,0.0,False
2026-03,2026-03-20,normal_retail,358151,29,29,4800,1.0,1.0,32,0.90625,0.90625,False
2026-03,2026-03-20,normal_retail,358152,32,0,91200,3318.0,3118.0,32,1.0,0.0,False
2026-03,2026-03-20,stressed_retail,358151,2,2,750,1.0,1.0,32,0.0625,0.0625,False
2026-03,2026-03-20,stressed_retail,358152,32,0,95250,3518.0,2893.0,32,1.0,0.0,False
2026-03,2026-03-30,disconnect_scenario,358290,32,0,96000,2518.0,2018.0,32,1.0,0.0,False
2026-03,2026-03-30,good_retail,358290,32,0,96000,2118.0,2068.0,32,1.0,0.0,False
2026-03,2026-03-30,ideal_research,358290,32,0,96000,2118.0,2118.0,32,1.0,0.0,False
2026-03,2026-03-30,normal_retail,358290,32,0,96000,2118.0,1918.0,32,1.0,0.0,False
2026-03,2026-03-30,stressed_retail,358290,32,0,96000,2268.0,1768.0,32,1.0,0.0,False
2026-03,2026-03-31,disconnect_scenario,356804,32,0,96000,2518.0,2484.0,32,1.0,0.0,False
2026-03,2026-03-31,good_retail,356804,32,0,96000,2518.0,2468.0,32,1.0,0.0,False
2026-03,2026-03-31,ideal_research,356804,32,0,96000,2518.0,2518.0,32,1.0,0.0,False
2026-03,2026-03-31,normal_retail,356804,32,0,96000,2518.0,2418.0,32,1.0,0.0,False
2026-03,2026-03-31,stressed_retail,356804,32,0,96000,2518.0,2018.0,32,1.0,0.0,False
