symbol,instrument_class,current_sample_days_available,current_row_count,current_file_count,current_event_rate_per_second,current_stale_gap_gt_15s_count,current_duplicate_receive_ms,dense_1s_full_session_symbols,criterion_id,acceptance_threshold,capture_contract_status,acceptance_requirement_met_after_contract,blocking_gap_after_contract,required_capture_action
AXISBANK,equity,1,18309,1569,0.803904475652219,2,785,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
BAJAJ-AUTO,equity,1,25141,1569,1.1038618480081333,2,1172,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
BAJAJ-AUTO,equity,1,25141,1569,1.1038618480081333,2,1172,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
BAJAJ-AUTO,equity,1,25141,1569,1.1038618480081333,2,1172,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
BAJAJ-AUTO,equity,1,25141,1569,1.1038618480081333,2,1172,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
BAJAJ-AUTO,equity,1,25141,1569,1.1038618480081333,2,1172,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
BAJAJ-AUTO,equity,1,25141,1569,1.1038618480081333,2,1172,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
BANKBEES,etf,1,18916,1569,0.8379597726150352,2,352,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
BANKBEES,etf,1,18916,1569,0.8379597726150352,2,352,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
BANKBEES,etf,1,18916,1569,0.8379597726150352,2,352,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
BANKBEES,etf,1,18916,1569,0.8379597726150352,2,352,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
BANKBEES,etf,1,18916,1569,0.8379597726150352,2,352,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
BANKBEES,etf,1,18916,1569,0.8379597726150352,2,352,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
BHARTIARTL,equity,1,19560,1569,0.8576316169666368,2,878,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
BHARTIARTL,equity,1,19560,1569,0.8576316169666368,2,878,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
BHARTIARTL,equity,1,19560,1569,0.8576316169666368,2,878,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
BHARTIARTL,equity,1,19560,1569,0.8576316169666368,2,878,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
BHARTIARTL,equity,1,19560,1569,0.8576316169666368,2,878,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
BHARTIARTL,equity,1,19560,1569,0.8576316169666368,2,878,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
BPCL,equity,1,10684,1569,0.4691089310103396,2,176,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
BPCL,equity,1,10684,1569,0.4691089310103396,2,176,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
BPCL,equity,1,10684,1569,0.4691089310103396,2,176,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
BPCL,equity,1,10684,1569,0.4691089310103396,2,176,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
BPCL,equity,1,10684,1569,0.4691089310103396,2,176,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
BPCL,equity,1,10684,1569,0.4691089310103396,2,176,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
BRITANNIA,equity,1,8526,1569,0.3743373852889271,2,117,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
BRITANNIA,equity,1,8526,1569,0.3743373852889271,2,117,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
BRITANNIA,equity,1,8526,1569,0.3743373852889271,2,117,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
BRITANNIA,equity,1,8526,1569,0.3743373852889271,2,117,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
BRITANNIA,equity,1,8526,1569,0.3743373852889271,2,117,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
BRITANNIA,equity,1,8526,1569,0.3743373852889271,2,117,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
CIPLA,equity,1,11664,1569,0.5114220439825589,2,219,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
CIPLA,equity,1,11664,1569,0.5114220439825589,2,219,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
CIPLA,equity,1,11664,1569,0.5114220439825589,2,219,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
CIPLA,equity,1,11664,1569,0.5114220439825589,2,219,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
CIPLA,equity,1,11664,1569,0.5114220439825589,2,219,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
CIPLA,equity,1,11664,1569,0.5114220439825589,2,219,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
DRREDDY,equity,1,12257,1569,0.5381720372272615,2,263,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
DRREDDY,equity,1,12257,1569,0.5381720372272615,2,263,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
DRREDDY,equity,1,12257,1569,0.5381720372272615,2,263,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
DRREDDY,equity,1,12257,1569,0.5381720372272615,2,263,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
DRREDDY,equity,1,12257,1569,0.5381720372272615,2,263,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
DRREDDY,equity,1,12257,1569,0.5381720372272615,2,263,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
GOLDBEES,etf,1,12982,1568,0.5751501041202447,2,361,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
GOLDBEES,etf,1,12982,1568,0.5751501041202447,2,361,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
GOLDBEES,etf,1,12982,1568,0.5751501041202447,2,361,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
GOLDBEES,etf,1,12982,1568,0.5751501041202447,2,361,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
GOLDBEES,etf,1,12982,1568,0.5751501041202447,2,361,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
GOLDBEES,etf,1,12982,1568,0.5751501041202447,2,361,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
HCLTECH,equity,1,29266,1569,1.2849916652927336,2,1869,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
HCLTECH,equity,1,29266,1569,1.2849916652927336,2,1869,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
HCLTECH,equity,1,29266,1569,1.2849916652927336,2,1869,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
HCLTECH,equity,1,29266,1569,1.2849916652927336,2,1869,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
HCLTECH,equity,1,29266,1569,1.2849916652927336,2,1869,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
HCLTECH,equity,1,29266,1569,1.2849916652927336,2,1869,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
HDFCBANK,equity,1,35959,1569,1.5788738347248972,2,2598,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
HDFCBANK,equity,1,35959,1569,1.5788738347248972,2,2598,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
HDFCBANK,equity,1,35959,1569,1.5788738347248972,2,2598,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
HDFCBANK,equity,1,35959,1569,1.5788738347248972,2,2598,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
HDFCBANK,equity,1,35959,1569,1.5788738347248972,2,2598,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
HDFCBANK,equity,1,35959,1569,1.5788738347248972,2,2598,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
HINDUNILVR,equity,1,12173,1569,0.5344873658918817,2,262,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
HINDUNILVR,equity,1,12173,1569,0.5344873658918817,2,262,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
HINDUNILVR,equity,1,12173,1569,0.5344873658918817,2,262,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
HINDUNILVR,equity,1,12173,1569,0.5344873658918817,2,262,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
HINDUNILVR,equity,1,12173,1569,0.5344873658918817,2,262,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
HINDUNILVR,equity,1,12173,1569,0.5344873658918817,2,262,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
ICICIBANK,equity,1,26474,1569,1.1624101309966053,2,1538,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
ICICIBANK,equity,1,26474,1569,1.1624101309966053,2,1538,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
ICICIBANK,equity,1,26474,1569,1.1624101309966053,2,1538,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
ICICIBANK,equity,1,26474,1569,1.1624101309966053,2,1538,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
ICICIBANK,equity,1,26474,1569,1.1624101309966053,2,1538,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
ICICIBANK,equity,1,26474,1569,1.1624101309966053,2,1538,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
INFY,equity,1,34511,1569,1.5152855655339823,2,2399,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
INFY,equity,1,34511,1569,1.5152855655339823,2,2399,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
INFY,equity,1,34511,1569,1.5152855655339823,2,2399,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
INFY,equity,1,34511,1569,1.5152855655339823,2,2399,0,lossless_compaction,row counts and ordering reconcile raw files to compact parquet,lossless_multiday_compaction_required,False,"One-day compaction reconciles current raw input, but Stage A2 requires repeatable multi-day lossless compaction.",Reconcile raw rows/files to compact parquet for every new Class B day without resampling.
INFY,equity,1,34511,1569,1.5152855655339823,2,2399,0,multiday_class_b_coverage,minimum 5 diagnostically sound complete days,missing_required_multiday_capture,False,Only one current real sample day is available; Stage A2 requires at least 5-10 complete Class B days.,Continue Class B collection until at least 5 complete diagnostically sound days are available.
INFY,equity,1,34511,1569,1.5152855655339823,2,2399,0,timestamp_semantics,timestamp provenance and ordering checks pass,timestamp_semantics_contract_required,False,"Receive timestamps are audited, but exchange/receive/monotonic timestamp semantics require a capture-side contract.","Document timestamp sources and validate exchange, receive and monotonic ordering semantics per day."
ITBEES,etf,1,11481,1569,0.5086447004458848,2,274,0,connection_boundary_log,connection/session ledger exists and reconciles to ticks,connection_boundary_ledger_required,False,Current compact sample does not include a connection/session boundary ledger.,Record connection open/close/reconnect/subscription boundaries and reconcile them to tick files.
ITBEES,etf,1,11481,1569,0.5086447004458848,2,274,0,dropped_message_diagnostics,drop/duplicate/stale counters are present per symbol/session/day,dropped_message_diagnostics_required,False,"Duplicate/stale symptoms exist in Stage A1, but explicit dropped-message broker/session diagnostics are not available.",Persist dropped/duplicate/stale/out-of-order counters per connection session and symbol.
ITBEES,etf,1,11481,1569,0.5086447004458848,2,274,0,local_sequence_integrity,monotonic local sequence and no unaccounted sequence gaps,local_sequence_contract_required,False,Stage A1 verifies ordering after persistence but does not prove explicit callback local sequence IDs.,Persist monotonic local sequence IDs at callback ingress and audit gaps by session/day/symbol.
