phase360_work_order_id,family_id,source_id,symbol,announcement_time_ist,announcement_date,market_session,diagnostic_trade_date,diagnostic_start_rule,description,status,start_ms,entry_ms,exit_ms,entry_delay_ms,holding_ms,forced_exit,entry_mid,exit_mid,quantity,proxy_symbol,lookback_seconds,proxy_pre_return_bps,market_neutral_gate,entry_top5_qty_imbalance,entry_l2_l5_qty_imbalance,top5_gate,deep_gate,eligible_for_primary,zerodha_charges_2x_inr,cost_model_version,initial_capital_inr,fixed_notional_inr,max_concurrent_positions
P359_2026-07-20_HCLTECH_106701955,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,17-Jul-2026 18:51:06,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Updates,filled,1784519100000,1784519100857,1784520003861,857,903004,0,1202.3,1207.75,83,NIFTYBEES,900,0.0,1,0.22137404580152673,0.2357142857142857,0,0,0,165.35240882979997,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_HCLTECH_106703288,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,HCLTECH,20-Jul-2026 13:16:48,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Updates,filled,1784533608000,1784533610299,1784534510362,2299,900063,0,1215.85,1218.65,82,NIFTYBEES,900,13.810146823666066,0,0.23156462585034013,0.1934124856376867,0,0,0,165.316626748,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_ITC_106703368,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,ITC,20-Jul-2026 14:44:43,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Copy of Newspaper Publication,filled,1784538883000,1784538883102,1784539786719,102,903617,0,282.15,282.075,354,NIFTYBEES,900,-8.704324961465558,0,-0.12231822843160149,-0.10351432831597392,0,0,0,165.33389644780002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_LT_106701686,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,LT,17-Jul-2026 17:00:01,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,filled,1784519100000,1784519105818,1784520009899,5818,904081,0,3818.45,3820.0,26,NIFTYBEES,900,0.0,1,0.8595825426944972,0.8661493695441319,1,1,1,165.2144227564,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_LT_106702971,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,LT,20-Jul-2026 09:09:48,2026-07-20,pre_open_or_overnight,2026-07-20,market_open_same_day,Bagging/Receiving of orders/contracts,filled,1784519100000,1784519105818,1784520009899,5818,904081,0,3818.45,3820.0,26,NIFTYBEES,900,0.0,1,0.8595825426944972,0.8661493695441319,1,1,1,165.2144227564,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_ONGC_106701922,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,ONGC,17-Jul-2026 18:35:05,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Press Release,filled,1784519100000,1784519100857,1784520001111,857,900254,0,248.47,251.945,402,NIFTYBEES,900,0.0,1,-0.6444849589790337,-0.580393085484253,1,1,1,165.44278928596003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_RELIANCE_106701986,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,17-Jul-2026 19:07:44,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Outcome of Board Meeting,filled,1784519100000,1784519105819,1784520009899,5819,904080,0,1321.6999999999998,1340.4,75,NIFTYBEES,900,0.0,1,-0.12343234323432344,-0.1499585749792875,0,0,0,165.28442689000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_RELIANCE_106702014,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,17-Jul-2026 19:19:47,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Press Release,filled,1784519100000,1784519105819,1784520009899,5819,904080,0,1321.6999999999998,1340.4,75,NIFTYBEES,900,0.0,1,-0.12343234323432344,-0.1499585749792875,0,0,0,165.28442689000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_RELIANCE_106702019,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,RELIANCE,17-Jul-2026 19:23:12,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Investor Presentation,filled,1784519100000,1784519105819,1784520009899,5819,904080,0,1321.6999999999998,1340.4,75,NIFTYBEES,900,0.0,1,-0.12343234323432344,-0.1499585749792875,0,0,0,165.28442689000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_ULTRACEMCO_106703342,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:22:16,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Outcome of Board Meeting,filled,1784537536000,1784537537933,1784538438105,1933,900172,0,11806.5,11955.0,8,NIFTYBEES,900,-5.257432922406883,0,0.6284584980237155,0.7014084507042253,1,1,0,162.28828270400004,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_ULTRACEMCO_106703346,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:26:28,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Investor Presentation,filled,1784537788000,1784537788118,1784538688852,118,900734,0,11974.0,11925.5,8,NIFTYBEES,900,-1.6320609302753075,0,-0.6324110671936759,-0.6518046709129511,1,1,0,162.427995152,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_ULTRACEMCO_106703351,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:28:05,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Press Release,filled,1784537885000,1784537885868,1784538786671,868,900803,0,11973.5,11928.5,8,NIFTYBEES,900,-0.5440104450000492,1,-0.6988416988416989,-0.6872246696035242,1,1,1,162.430931392,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_ULTRACEMCO_106703362,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,ULTRACEMCO,20-Jul-2026 14:42:09,2026-07-20,regular_session,2026-07-20,first_real_tick_after_announcement,Appointment,filled,1784538729000,1784538729852,1784539630602,852,900750,0,11927.0,11908.5,8,NIFTYBEES,900,-5.440696409141607,0,-0.037037037037037035,0.06181818181818182,0,0,0,162.381531408,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_WIPRO_106701555,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,17-Jul-2026 16:12:41,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Copy of Newspaper Publication,filled,1784519100000,1784519105818,1784520009901,5818,904083,0,176.525,175.965,566,NIFTYBEES,900,0.0,1,-0.6124174372523118,-0.7225384177575412,1,1,1,165.30146414408003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
P359_2026-07-20_WIPRO_106701598,P357_FULL_DEPTH_MARKET_NEUTRAL_FADE,NSE_CORPORATE_ANNOUNCEMENTS,WIPRO,17-Jul-2026 16:30:50,2026-07-17,post_close,2026-07-20,market_open_next_available_unseen_real_l2_day,Analysts/Institutional Investor Meet/Con. Call Updates,filled,1784519100000,1784519105818,1784520009901,5818,904083,0,176.525,175.965,566,NIFTYBEES,900,0.0,1,-0.6124174372523118,-0.7225384177575412,1,1,1,165.30146414408003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,250000.0,100000.0,2
