scenario_id,scope_id,scope_candidate_id,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,input_event_rows,scheduled_event_rows,rejected_event_rows,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,rejected_insufficient_cash_rows,candidate_rows,scheduled_candidate_rows,symbols,scheduled_symbols,observed_trade_dates,realized_net_pnl_inr,portfolio_return_pct,mechanical_one_date_annualized_portfolio_return_pct,annualized_return_is_robust_portfolio_claim,annualized_above_12pct_research_diagnostic,scheduled_notional_inr,notional_turnover_x_initial_capital,avg_open_notional_utilization,max_drawdown_inr,portfolio_claim_allowed,strategy_replay_allowed,promotion_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed,repair_family,primary_pressure_column,interaction_column,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,phase292_variant_id,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,sparse_diagnostic_event_floor_met,robust_portfolio_event_floor_met,cost200_above12_sparse_diagnostic,robust_portfolio_floor_above12
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,100000.0,100000.0,1,cost200,2.0,0.0,691,2,689,49,640,0,1,1,3,2,8,-383.4375415601163,-0.3834375415601163,-12.078282559143663,1,0,200000.0,2.0,0.9971056439942113,-383.4375415601163,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,8,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,100000.0,100000.0,2,cost200,2.0,0.0,691,4,687,129,558,0,1,1,3,3,8,-526.2138158188111,-0.5262138158188111,-16.57573519829255,1,0,200000.0,2.0,0.9602026049204052,-526.2138158188111,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,8,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,100000.0,50000.0,1,cost200,2.0,0.0,691,1,690,43,647,0,1,1,3,1,8,-170.5295961931995,-0.1705295961931995,-5.371682280085784,1,0,50000.0,0.5,0.4992764109985528,-170.5295961931995,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,100000.0,50000.0,2,cost200,2.0,0.0,691,3,688,88,600,0,1,1,3,3,8,-310.6700285825088,-0.3106700285825088,-9.786105900349028,1,0,150000.0,1.5,0.9659913169319826,-310.6700285825088,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,100000.0,100000.0,1,cost200,2.0,0.0,691,1,690,43,647,0,1,1,3,1,8,-341.059192386399,-0.341059192386399,-10.743364560171567,1,0,100000.0,1.0,0.9985528219971056,-341.059192386399,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,100000.0,100000.0,2,cost200,2.0,0.0,691,3,688,88,600,0,1,1,3,3,8,-310.6700285825088,-0.3106700285825088,-9.786105900349028,1,0,150000.0,1.5,0.9659913169319826,-310.6700285825088,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,PRESSURE_SIGN_REV,10,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,100000.0,50000.0,1,cost200,2.0,0.0,691,2,689,49,640,0,1,1,3,2,8,-122.86581635834006,-0.12286581635834005,-3.8702732152877117,1,0,100000.0,1.0,0.49855282199710566,-132.27096289759007,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,100000.0,50000.0,2,cost200,2.0,0.0,691,4,687,129,558,0,1,1,3,3,8,-96.58369872335193,-0.09658369872335193,-3.042386509785586,1,0,200000.0,2.0,0.9602026049204052,-178.61870147671934,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,100000.0,100000.0,1,cost200,2.0,0.0,691,2,689,49,640,0,1,1,3,2,8,-245.7316327166801,-0.2457316327166801,-7.7405464305754235,1,0,200000.0,2.0,0.9971056439942113,-264.54192579518013,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,100000.0,100000.0,2,cost200,2.0,0.0,691,4,687,129,558,0,1,1,3,3,8,-96.58369872335193,-0.09658369872335193,-3.042386509785586,1,0,200000.0,2.0,0.9602026049204052,-178.61870147671934,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,100000.0,50000.0,1,cost200,2.0,0.0,691,1,690,43,647,0,1,1,3,1,8,19.432566076522182,0.019432566076522183,0.6121258314104487,1,0,50000.0,0.5,0.4992764109985528,0.0,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,10,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,100000.0,50000.0,2,cost200,2.0,0.0,691,3,688,88,600,0,1,1,3,3,8,-161.33045584297693,-0.16133045584297692,-5.081909359053773,1,0,150000.0,1.5,0.9659913169319826,-180.76302191949912,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,10,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,100000.0,100000.0,1,cost200,2.0,0.0,691,1,690,43,647,0,1,1,3,1,8,38.865132153044364,0.038865132153044366,1.2242516628208975,1,0,100000.0,1.0,0.9985528219971056,0.0,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,10,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,100000.0,100000.0,2,cost200,2.0,0.0,691,3,688,88,600,0,1,1,3,3,8,-161.33045584297693,-0.16133045584297692,-5.081909359053773,1,0,150000.0,1.5,0.9659913169319826,-180.76302191949912,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,10,691,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,100000.0,50000.0,1,cost200,2.0,0.0,252,1,251,1,250,0,1,1,2,1,8,5.0999346892999675,0.005099934689299967,0.16064794271294897,1,0,50000.0,0.5,0.498015873015873,0.0,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,252,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,100000.0,50000.0,2,cost200,2.0,0.0,252,2,250,34,216,0,1,1,2,2,8,-105.96822401865823,-0.10596822401865824,-3.3379990565877344,1,0,100000.0,1.0,0.9920634920634921,-111.0681587079582,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,252,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT100000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,100000.0,100000.0,1,cost200,2.0,0.0,252,1,251,1,250,0,1,1,2,1,8,10.199869378599935,0.010199869378599935,0.32129588542589793,1,0,100000.0,1.0,0.996031746031746,0.0,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,252,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT100000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,100000.0,100000.0,2,cost200,2.0,0.0,252,2,250,34,216,0,1,1,2,2,8,-105.96822401865823,-0.10596822401865824,-3.3379990565877344,1,0,100000.0,1.0,0.9920634920634921,-111.0681587079582,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,252,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H10_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H10,100000.0,50000.0,1,cost200,2.0,0.0,252,1,251,1,250,0,1,1,2,1,8,14.61252014414045,0.01461252014414045,0.46029438454042415,1,0,50000.0,0.5,0.498015873015873,0.0,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,10,252,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H10,1,1,0,0,0,0,0,0
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H10_CAP100000_NOT50000_CONC2_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H10,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H10,100000.0,50000.0,2,cost200,2.0,0.0,252,2,250,34,216,0,1,1,2,2,8,-100.27524323450508,-0.10027524323450508,-3.15867016188691,1,0,100000.0,1.0,0.9920634920634921,-114.88776337864553,1,0,0,0,0,exhaustion_reversal_breadth_repair,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,10,252,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H10,1,1,0,0,0,0,0,0
