phase292_variant_id,repair_family,market_bucket,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr
P292_EXHAUSTION_BREADTH_P55_S45_I25_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,8,4,62,2,0,0,0,0,-2.074715055719084,-0.26853744971393834,3.0752803125824144,97.62794643118777
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,ALL,ORIG,10,4,300,2,0,0,0,0,0.4036240240295793,1.921345937280683,3.0354438265022075,96.36329607943514
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_breadth_repair,OPEN,INV,10,4,13,2,0,0,0,0,0.2811235988764288,1.4457369193350966,2.329226640917336,64.70074002548155
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,10,4,13,2,0,0,0,0,0.2811235988764288,1.4457369193350966,2.329226640917336,64.70074002548155
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,ALL,ORIG,8,4,300,2,0,0,0,0,0.08776030860550606,1.1723603931709192,2.1692001691308263,68.86349743272464
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_breadth_repair,OPEN,INV,8,4,13,2,0,0,0,0,-0.12265895499565714,0.6985555317810793,1.4584405410599872,40.51223725166631
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,8,4,13,2,0,0,0,0,-0.12265895499565714,0.6985555317810793,1.4584405410599872,40.51223725166631
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,ALL,ORIG,10,4,691,3,0,0,0,0,-5.081909359053773,-2.234891763821662,1.2242516628208975,38.865132153044364
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,ALL,ORIG,10,4,507,2,0,0,0,0,-0.8019770515741629,-0.09492561008185707,1.2242516628208975,38.865132153044364
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,ALL,ORIG,10,4,537,2,0,0,0,0,-0.7982696219514643,-0.0930718952705078,1.2242516628208975,38.865132153044364
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,ALL,ORIG,10,4,394,2,0,0,0,0,-0.8418739671161192,-0.11487406785283522,1.2242516628208975,38.865132153044364
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_breadth_repair,ALL,ORIG,10,4,409,2,0,0,0,0,-0.8412185994150789,-0.1145463840023151,1.2242516628208975,38.865132153044364
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_breadth_repair,OPEN,INV,10,4,252,2,0,0,0,0,-3.15867016188691,-1.349187888673243,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,10,4,252,2,0,0,0,0,-3.15867016188691,-1.349187888673243,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_breadth_repair,OPEN,INV,10,4,164,2,0,0,0,0,-3.2331368267556013,-1.3864212211075886,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,10,4,164,2,0,0,0,0,-3.2331368267556013,-1.3864212211075886,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_breadth_repair,OPEN,INV,10,4,191,2,0,0,0,0,-3.2294293971329022,-1.384567506296239,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,10,4,191,2,0,0,0,0,-3.2294293971329022,-1.384567506296239,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_breadth_repair,OPEN,INV,10,4,56,2,0,0,0,0,-3.273033742297557,-1.4063696788785665,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,10,4,56,2,0,0,0,0,-3.273033742297557,-1.4063696788785665,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_breadth_repair,OPEN,INV,10,4,71,2,0,0,0,0,-3.2723783745965176,-1.4060419950280467,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,10,4,71,2,0,0,0,0,-3.2723783745965176,-1.4060419950280467,0.9205887690808483,29.2250402882809
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,ALL,ORIG,8,4,507,2,0,0,0,0,-1.2381583141248873,-0.47094809906925594,0.592524231972751,18.81029307850003
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,ALL,ORIG,8,4,537,2,0,0,0,0,-1.2344508845021884,-0.4690943842579065,0.592524231972751,18.81029307850003
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,ALL,ORIG,8,4,394,2,0,0,0,0,-1.278055229666843,-0.4908965568402338,0.592524231972751,18.81029307850003
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,ALL,ORIG,8,4,409,2,0,0,0,0,-1.277399861965803,-0.49056887298971374,0.592524231972751,18.81029307850003
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_breadth_repair,OPEN,INV,8,4,252,2,0,0,0,0,-3.3379990565877344,-1.5886755569373927,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,8,4,252,2,0,0,0,0,-3.3379990565877344,-1.5886755569373927,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_breadth_repair,OPEN,INV,8,4,164,2,0,0,0,0,-3.412465721456426,-1.6259088893717384,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,8,4,164,2,0,0,0,0,-3.412465721456426,-1.6259088893717384,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_breadth_repair,OPEN,INV,8,4,191,2,0,0,0,0,-3.4087582918337267,-1.6240551745603888,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,8,4,191,2,0,0,0,0,-3.4087582918337267,-1.6240551745603888,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_breadth_repair,OPEN,INV,8,4,56,2,0,0,0,0,-3.4523626369983815,-1.6458573471427163,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,8,4,56,2,0,0,0,0,-3.4523626369983815,-1.6458573471427163,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_breadth_repair,OPEN,INV,8,4,71,2,0,0,0,0,-3.4517072692973416,-1.6455296632921963,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,OPEN,PRESSURE_SIGN_REV,8,4,71,2,0,0,0,0,-3.4517072692973416,-1.6455296632921963,0.32129588542589793,10.199869378599935
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_breadth_repair,ALL,ORIG,8,4,691,4,0,0,0,0,-7.7405464305754235,-3.4563298625366485,-3.042386509785586,-96.58369872335193
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,252,2,0,0,0,0,-9.833285688951065,-6.376596609718105,-4.916642844475533,-156.0838998246201
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,164,2,0,0,0,0,-9.833285688951065,-6.4510632745867955,-4.916642844475533,-156.0838998246201
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,191,2,0,0,0,0,-9.833285688951065,-6.447355844964098,-4.916642844475533,-156.0838998246201
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,56,2,0,0,0,0,-9.833285688951065,-6.490960190128751,-4.916642844475533,-156.0838998246201
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_ORIG_H8,exhaustion_reversal_breadth_repair,OPEN,ORIG,8,4,71,2,0,0,0,0,-9.833285688951065,-6.490304822427711,-4.916642844475533,-156.0838998246201
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,507,2,0,0,0,0,-10.111637129323421,-8.628932228831085,-5.055818564661711,-160.50217665592731
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,507,2,0,0,0,0,-10.111637129323421,-8.628932228831085,-5.055818564661711,-160.50217665592731
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,537,2,0,0,0,0,-10.111637129323421,-8.625224799208388,-5.055818564661711,-160.50217665592731
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,537,2,0,0,0,0,-10.111637129323421,-8.625224799208388,-5.055818564661711,-160.50217665592731
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,394,2,0,0,0,0,-10.111637129323421,-8.66882914437304,-5.055818564661711,-160.50217665592731
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,394,2,0,0,0,0,-10.111637129323421,-8.66882914437304,-5.055818564661711,-160.50217665592731
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,409,2,0,0,0,0,-10.111637129323421,-8.668173776672,-5.055818564661711,-160.50217665592731
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,409,2,0,0,0,0,-10.111637129323421,-8.668173776672,-5.055818564661711,-160.50217665592731
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,252,2,0,0,0,0,-10.432578572606019,-6.55592550441893,-5.2162892863030095,-165.5964852794606
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,164,2,0,0,0,0,-10.432578572606019,-6.630392169287621,-5.2162892863030095,-165.5964852794606
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,191,2,0,0,0,0,-10.432578572606019,-6.626684739664922,-5.2162892863030095,-165.5964852794606
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,56,2,0,0,0,0,-10.432578572606019,-6.6702890848295775,-5.2162892863030095,-165.5964852794606
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_OPEN_ORIG_H10,exhaustion_reversal_breadth_repair,OPEN,ORIG,10,4,71,2,0,0,0,0,-10.432578572606019,-6.669633717128537,-5.2162892863030095,-165.5964852794606
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair,ALL,INV,8,4,300,2,0,0,0,0,-12.508667901681992,-11.518654322883577,-5.264320372042582,-167.12128165214546
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H8,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,8,4,300,2,0,0,0,0,-12.508667901681992,-11.518654322883577,-5.264320372042582,-167.12128165214546
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,691,3,0,0,0,0,-10.743364560171567,-9.786105900349028,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,691,3,0,0,0,0,-10.743364560171567,-9.786105900349028,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,507,2,0,0,0,0,-10.743364560171567,-9.065113491381812,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P25_S25_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,507,2,0,0,0,0,-10.743364560171567,-9.065113491381812,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,537,2,0,0,0,0,-10.743364560171567,-9.06140606175911,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P40_S35_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,537,2,0,0,0,0,-10.743364560171567,-9.06140606175911,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,394,2,0,0,0,0,-10.743364560171567,-9.105010406923764,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P40_S35_I45_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,394,2,0,0,0,0,-10.743364560171567,-9.105010406923764,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,409,2,0,0,0,0,-10.743364560171567,-9.104355039222725,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P55_S45_I25_ANYSPREAD_ALL_PRESSURE_SIGN_REV_H10,exhaustion_reversal_breadth_repair,ALL,PRESSURE_SIGN_REV,10,4,409,2,0,0,0,0,-10.743364560171567,-9.104355039222725,-5.371682280085784,-170.5295961931995
P292_EXHAUSTION_BREADTH_P55_S45_I45_ANYSPREAD_ALL_INV_H10,exhaustion_reversal_breadth_repair,ALL,INV,10,4,300,2,0,0,0,0,-13.374911559053377,-12.267639866993342,-5.580184087466654,-177.1487011894176
