scenario_id,scope_id,scope_candidate_id,event_index,trade_date,exchange,symbol,richer_event_bar_id,exit_bar_id,candidate_id,candidate_rank,family_id,side,horizon,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_profile,cost_multiplier,extra_slippage_bps,decision,rejection_reason,cash_before_or_after_release_inr,notional_inr,gross_edge_bps,modeled_cost_bps,extra_slippage_bps_applied,net_edge_bps,net_pnl_inr,cumulative_net_pnl_inr,cash_after_decision_inr,open_positions_after_decision,open_notional_after_decision_inr,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,depth_replenishment_pressure,depth_withdrawal_pressure,top5_churn_pressure,avg_spread_bps,phase292_variant_id,repair_family
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,10,2026-07-14,NSE,ITBEES,8,16,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-14.837664183046833,16.53624,0.0,-31.373904183046832,0.0,-160.50217665592731,50000.0,1,50000.0,0.5588846181145499,0.6008659281188838,0.6866036858482978,933128.1581414694,203484.71565435192,6656729.083733396,6.140197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,11,2026-07-14,NSE,ITBEES,16,24,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-29.678511563223445,16.53624,0.0,-46.214751563223444,0.0,-160.50217665592731,50000.0,1,50000.0,0.5411797305507768,0.5551732161575833,0.7163426224168254,1001765.6421937436,189027.7868879093,7153654.908549635,5.640197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,12,2026-07-14,NSE,ITBEES,14,22,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-17.949495811029966,16.53624,0.0,-34.48573581102997,0.0,-160.50217665592731,50000.0,1,50000.0,0.539239507023586,0.5841097892686177,0.6196471711677384,985812.6973471869,179939.5728041304,7491421.632170498,6.140197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,13,2026-07-14,NSE,ITBEES,7,15,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,20.56533337141952,16.53624,0.0,4.0290933714195205,0.0,-160.50217665592731,50000.0,1,50000.0,0.6603020436927137,0.6482405469137995,0.6435205211034348,324084.94443848304,215078.232641452,6233244.80539863,5.951755554387221,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,14,2026-07-14,NSE,ITBEES,14,22,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-28.926578491306365,16.53624,0.0,-45.462818491306365,0.0,-160.50217665592731,50000.0,1,50000.0,0.5692420611427638,0.5854216769837661,0.6560653423841185,884781.6828876451,197945.7269539547,6716963.244594353,5.640197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,15,2026-07-14,NSE,ITBEES,9,17,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-28.222457343868577,16.53624,0.0,-44.758697343868576,0.0,-160.50217665592731,50000.0,1,50000.0,0.6365044754948962,0.6072222669312349,0.6235909502179753,1000149.5578308252,188452.5443360271,7022076.206273508,5.640197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,16,2026-07-14,NSE,ITBEES,14,22,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-29.49539485639526,16.53624,0.0,-46.03163485639526,0.0,-160.50217665592731,50000.0,1,50000.0,0.5628515448837732,0.5625698433903975,0.6691058897913297,929631.7432360688,186179.6385681064,6784167.584684436,5.640197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,17,2026-07-14,NSE,ITBEES,15,23,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-14.74354100633385,16.53624,0.0,-31.27978100633385,0.0,-160.50217665592731,50000.0,1,50000.0,0.6195756278837421,0.6396358344160084,0.6581156690773086,922836.8510108409,188401.7008887048,6686434.696297242,6.140197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,18,2026-07-14,NSE,ITBEES,14,22,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,-29.37503128073719,16.53624,0.0,-45.91127128073719,0.0,-160.50217665592731,50000.0,1,50000.0,0.5398151288353378,0.5969545043009571,0.613643601596822,896384.6646343588,182640.1424330615,6833833.65916266,5.640197189982563,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,19,2026-07-14,NSE,ITBEES,11,19,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,18.200675783477212,16.53624,0.0,1.664435783477213,0.0,-160.50217665592731,50000.0,1,50000.0,0.6322578264853888,0.5999430739261444,0.5944479907241121,290614.3161072331,205962.9561422739,5920684.18264876,5.951755554387221,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,20,2026-07-14,NSE,ITBEES,4,12,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,17.556226937859993,16.53624,0.0,1.0199869378599935,0.0,-160.50217665592731,50000.0,1,50000.0,0.6135721297348018,0.636665558923115,0.5626726736498531,305531.9411147156,201926.57448635163,6005204.305003837,5.951755554387221,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,21,2026-07-14,NSE,ITBEES,6,14,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,26.403307847141907,16.53624,0.0,9.867067847141907,0.0,-160.50217665592731,50000.0,1,50000.0,0.6615036729305761,0.6047239857816759,0.6343402823104617,309334.0737301578,192782.50588665812,6264943.671148784,5.451755554387221,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,22,2026-07-14,NSE,ITBEES,12,20,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,19.507003963939006,16.53624,0.0,2.9707639639390067,0.0,-160.50217665592731,50000.0,1,50000.0,0.5744894791999896,0.5790014442266481,0.6459719517974059,329927.99735738686,210237.90152225643,5744320.672480656,5.951755554387221,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,23,2026-07-14,NSE,ITBEES,6,14,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,19.469532305920655,16.53624,0.0,2.9332923059206557,0.0,-160.50217665592731,50000.0,1,50000.0,0.6144795024605827,0.6142498488059452,0.6000611648651645,321581.72336728865,206177.44040126164,5658460.715543862,5.951755554387221,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,24,2026-07-14,NSE,ITBEES,11,19,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,18.614678653651655,16.53624,0.0,2.0784386536516557,0.0,-160.50217665592731,50000.0,1,50000.0,0.6637091153962885,0.6315660044414001,0.6337167472863107,314901.4231157263,191608.3916439417,5994178.142561179,5.951755554387221,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,25,2026-07-14,NSE,ITBEES,8,16,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,25.603476861377665,16.53624,0.0,9.067236861377665,0.0,-160.50217665592731,50000.0,1,50000.0,0.5982163402707451,0.6117626090976311,0.5810171171257702,285019.9890752171,203506.5491973476,5605669.90592644,5.451755554387221,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
P271_P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8_CAP100000_NOT50000_CONC1_COST200,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,26,2026-07-14,NSE,ITBEES,9,17,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,1,P292_EXHAUSTION_BREADTH_REPAIR,-1,8,100000.0,50000.0,1,cost200,2.0,0.0,rejected,same_symbol_overlap,50000.0,0.0,26.27413595083113,16.53624,0.0,9.737895950831131,0.0,-160.50217665592731,50000.0,1,50000.0,0.5614456663080412,0.6446621064536456,0.6108141925680599,309089.45079581265,199380.8762015957,5642681.860303732,5.451755554387221,P292_EXHAUSTION_BREADTH_P25_S25_I25_ANYSPREAD_ALL_INV_H8,exhaustion_reversal_breadth_repair
