trade_month,symbol,priority_bucket,realism_review_flag,candidate_generation_allowed,rows_scanned,feed_imperfection_rate,median_spread_bps,p90_spread_bps,mean_l1_depth,mean_l5_depth,one_tick_return_std,passive_min_adverse_rate,passive_max_cost_clearing_rate,cost_toxicity_label,regime_realism_risk_label,opportunity_abstention_label,p129_regime_stability_label,p129_liquidity_opportunity_label,p129_cost_toxicity_refinement_label,p129_cost_toxicity_refinement_bucket,phase129_scope,strategy_replay_allowed,forbidden_outputs,label_source,phase130_split
2026-01,ONGC,P1_clean_allowed,0,1,250000,0.0,1.9797275894841373,2.01158673962067,796.98112,6774.244352,9.29664852656248e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-01,RELIANCE,P1_clean_allowed,0,1,250000,0.015872,1.5074998115628666,1.5294027682193585,796.6176,6771.281344,7.082663671464938e-05,0.9938271604938272,0.0,1,0,0,1,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-01,SBIN,P1_clean_allowed,0,1,250000,0.007936,1.8758206715442272,1.916443081640912,795.682432,6763.237184,0.0001037290489924,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-01,SUNPHARMA,P1_clean_allowed,0,1,250000,0.007936,2.03863207787505,2.06536892652497,786.57152,6685.802304,8.005726371096838e-05,1.0,0.0,1,0,0,1,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-01,TCS,P1_clean_allowed,0,1,250000,0.015872,1.7979952353130353,1.820167455406311,796.397952,6769.168192,7.697837847887646e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-01,TECHM,P1_clean_allowed,0,1,250000,0.0,3.248440748440748,3.29663084327817,796.492416,6770.145856,6.941436304431845e-05,0.0,0.0,1,0,1,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-01,ULTRACEMCO,P2_allowed_with_realism_review,1,1,250000,0.023808,2.541511352084039,2.5728987993138936,791.572992,6728.298944,9.408578852733213e-05,1.0,0.0,1,1,0,0,0,1,high_adverse_wide_spread_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-01,WIPRO,P2_allowed_with_realism_review,1,1,250000,0.023808,2.194787379973688,2.2284122562685496,795.095936,6758.394752,7.185426599568206e-05,0.0,0.0,1,1,0,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,ADANIPORTS,P1_clean_allowed,0,1,250000,0.015872,2.2032497934458326,2.210433244915249,798.4768,6786.93376,6.687484309026405e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,AXISBANK,P2_allowed_with_realism_review,1,1,250000,0.023808,1.5076134479122982,1.5140045420122492,797.584384,6779.578432,5.767690064496449e-05,0.0,0.0,1,1,0,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,BAJAJ-AUTO,P1_clean_allowed,0,1,250000,0.015872,2.9013539651837523,2.918713820109938,797.763072,6780.882944,8.608961054320877e-05,0.0,0.0,1,0,1,1,1,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,BANKBEES,P2_allowed_with_realism_review,1,1,250000,0.023808,3.4930720737191683,3.502101260757061,785.42784,6676.263616,3.817870417277656e-05,0.9871794871794872,0.0,1,1,1,0,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,BHARTIARTL,P1_clean_allowed,0,1,250000,0.007936,1.56063049471963,1.5701051970479645,796.377984,6769.078016,6.871514881835652e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,BPCL,P1_clean_allowed,0,1,250000,0.007936,1.621533971137064,1.6313213703084672,796.840576,6773.367168,6.18572924944041e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,BRITANNIA,P2_allowed_with_realism_review,1,1,250000,0.031744,3.7302993565233606,3.7446171129002064,788.571392,6702.72992,6.706890392458479e-05,0.0,0.0,1,1,1,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,CIPLA,P2_allowed_with_realism_review,1,1,250000,0.031744,2.794076557696728,2.8030833917315414,787.823104,6696.401152,5.58201879802078e-05,1.0,0.0,1,1,0,0,0,1,high_adverse_wide_spread_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,DRREDDY,P1_clean_allowed,0,1,250000,0.007936,2.423459083932099,2.433484750161863,788.5536,6702.721472,4.711969693039918e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,GOLDBEES,P1_clean_allowed,0,1,250000,0.007936,0.8488964346354088,0.8538251366124586,786.936448,6688.912192,5.866337546584123e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,HCLTECH,P1_clean_allowed,0,1,250000,0.015872,2.4422012373815902,2.453385672227302,800.601984,6805.1248,6.610725542345056e-05,1.0,0.0,1,0,0,1,0,1,high_adverse_wide_spread_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,HDFCBANK,P2_allowed_with_realism_review,1,1,250000,0.023808,1.2120477546818105,1.2183978068828396,799.2864,6793.736,8.159700771221185e-05,0.9756944444444444,0.0,1,1,0,0,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,HINDUNILVR,P1_clean_allowed,0,1,250000,0.015872,1.879345987596744,1.8850141376043177,789.093888,6707.186944,5.355691024851263e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,ICICIBANK,P2_allowed_with_realism_review,1,1,250000,0.023808,1.4215651432230114,1.4278574998218427,798.38144,6786.131072,6.631211563714027e-05,0.9871794871794872,0.0,1,1,0,0,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,INFY,P2_allowed_with_realism_review,1,1,250000,0.031744,1.804402742692579,1.8129079042788752,799.937408,6799.3728,7.928622702779584e-05,0.0,0.0,1,1,0,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,ITBEES,P1_clean_allowed,0,1,250000,0.007936,3.095017022593624,3.109452736318409,786.97024,6688.897856,5.4486456787749166e-05,0.996033673304193,0.0,1,0,1,0,0,1,high_adverse_wide_spread_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,ITC,P1_clean_allowed,0,1,250000,0.015872,1.782531194294279,1.7885888034344974,788.92096,6705.923456,5.269703852926038e-05,1.0,0.0,1,0,0,1,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,JUNIORBEES,P1_clean_allowed,0,1,250000,0.0,3.586478974266664,3.6009156614106934,785.443968,6676.40864,5.551116289763948e-05,0.9861111111111112,0.0,1,0,1,0,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,KOTAKBANK,P1_clean_allowed,0,1,250000,0.007936,2.61574679571077,2.626740215393295,799.715456,6797.80352,6.978246874064671e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,LT,P1_clean_allowed,0,1,250000,0.0,1.2713588283157038,1.2755102040816328,797.108096,6775.307648,7.118006926910887e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,M&M,P1_clean_allowed,0,1,250000,0.015872,1.260994294001106,1.269116060664036,795.458688,6761.295616,6.488569211520378e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,MARUTI,P2_allowed_with_realism_review,1,1,250000,0.031744,2.898130705694827,2.91247997670016,797.475968,6778.426688,5.54982101838685e-05,0.0,0.0,1,1,1,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,NESTLEIND,P1_clean_allowed,0,1,250000,0.015872,2.7800945232144216,2.786485545106868,790.346624,6717.962112,6.597894999646683e-05,1.0,0.0,1,0,0,1,0,1,high_adverse_wide_spread_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,NIFTYBEES,P1_clean_allowed,0,1,250000,0.007936,1.4461315979761555,1.4530131860954074,784.11136,6664.914688,5.708987417234436e-05,0.990990990990991,0.0,1,0,0,1,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,ONGC,P2_allowed_with_realism_review,1,1,250000,0.023808,2.004490057729769,2.0197123929557024,798.219648,6785.089216,6.358039345695685e-05,0.0,0.0,1,1,0,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,RELIANCE,P1_clean_allowed,0,1,250000,0.0,1.5296367112796794,1.539882968894714,797.60064,6779.732416,5.4459850246578216e-05,0.9938271604938272,0.0,1,0,0,1,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,SBIN,P1_clean_allowed,0,1,250000,0.007936,1.9217834150095656,1.929570670524053,799.445376,6795.404672,5.85321977884863e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,SUNPHARMA,P1_clean_allowed,0,1,250000,0.0,2.06558223599324,2.0761964081795057,789.426176,6709.8208,5.33882851294626e-05,1.0,0.0,1,0,0,1,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,TCS,P2_allowed_with_realism_review,1,1,250000,0.023808,1.8247342730718985,1.8309988098511896,800.39744,6803.322752,7.332031150783782e-05,0.0,0.0,1,0,0,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,TECHM,P1_clean_allowed,0,1,250000,0.007936,3.306659612459494,3.316749585406302,800.207616,6801.669504,8.116348277347068e-05,0.0,0.0,1,0,1,0,1,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,ULTRACEMCO,P1_clean_allowed,0,1,250000,0.015872,2.579535683576956,2.5877684809799018,795.74528,6763.517376,6.456266869598847e-05,1.0,0.0,1,0,0,1,0,1,high_adverse_wide_spread_cost_toxic,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-02,WIPRO,P1_clean_allowed,0,1,250000,0.007936,2.2300273178342,2.238012644770998,799.539072,6796.090048,6.230473853085807e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-03,ADANIPORTS,P1_clean_allowed,0,1,250000,0.007936,2.2016732716869822,2.2115331453535187,788.5696,6702.833664,4.907647039156189e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
2026-03,AXISBANK,P2_allowed_with_realism_review,1,1,250000,0.023808,1.5094339622627782,1.51722045213204,792.713216,6738.046528,6.545630595013356e-05,0.0,0.0,1,1,0,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,buy_sell_signal;side;order_arrival;fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train
