horizon_sec,trade_date,exchange,symbol,split_role,rows,label_available_rows,label_file,bytes
1,2026-07-09,NSE,GOLDBEES,train,6408,6407,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,102890
1,2026-07-09,NSE,HCLTECH,train,5478,5477,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,121802
1,2026-07-09,NSE,HDFCBANK,train,9420,9419,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,219351
1,2026-07-09,NSE,HINDUNILVR,train,6947,6946,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,196510
1,2026-07-09,NSE,ICICIBANK,train,9153,9152,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,201109
1,2026-07-09,NSE,INFY,train,7567,7566,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,173375
1,2026-07-09,NSE,ITBEES,train,3873,3872,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,55819
1,2026-07-09,NSE,ITC,train,7310,7309,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,108691
1,2026-07-09,NSE,JUNIORBEES,train,8590,8589,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,260567
1,2026-07-09,NSE,KOTAKBANK,train,8944,8943,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,179175
1,2026-07-09,NSE,LT,train,9073,9072,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=LT\receive_flow_labels.parquet,274225
1,2026-07-09,NSE,M&M,train,7705,7704,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,205854
1,2026-07-09,NSE,MARUTI,train,7380,7379,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,146026
1,2026-07-09,NSE,NESTLEIND,train,4455,4454,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,116404
1,2026-07-09,NSE,NIFTYBEES,train,8020,8019,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,153859
1,2026-07-09,NSE,ONGC,train,5783,5782,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,137201
1,2026-07-09,NSE,RELIANCE,train,9018,9017,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,208528
1,2026-07-09,NSE,SBIN,train,7834,7833,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,167466
1,2026-07-09,NSE,SUNPHARMA,train,7323,7322,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,165670
1,2026-07-09,NSE,TCS,train,7970,7969,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,228746
1,2026-07-09,NSE,TECHM,train,4930,4929,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,114346
1,2026-07-09,NSE,ULTRACEMCO,train,3980,3979,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,75670
1,2026-07-09,NSE,WIPRO,train,5789,5788,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-09\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,139274
1,2026-07-10,NSE,ADANIPORTS,train,9547,9546,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,215352
1,2026-07-10,NSE,AXISBANK,train,10802,10801,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,213792
1,2026-07-10,NSE,BAJAJ-AUTO,train,9728,9727,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,227796
1,2026-07-10,NSE,BANKBEES,train,9231,9229,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,234744
1,2026-07-10,NSE,BHARTIARTL,train,11366,11365,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,248894
1,2026-07-10,NSE,BPCL,train,6759,6758,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,106221
1,2026-07-10,NSE,BRITANNIA,train,6030,6029,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,110604
1,2026-07-10,NSE,CIPLA,train,7908,7907,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,165590
1,2026-07-10,NSE,DRREDDY,train,13142,13141,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,313984
1,2026-07-10,NSE,GOLDBEES,train,9150,9148,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,142900
1,2026-07-10,NSE,HCLTECH,train,14318,14317,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,296658
1,2026-07-10,NSE,HDFCBANK,train,15044,15043,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,255396
1,2026-07-10,NSE,HINDUNILVR,train,8662,8661,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,187656
1,2026-07-10,NSE,ICICIBANK,train,11237,11236,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,209263
1,2026-07-10,NSE,INFY,train,15211,15210,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,312721
1,2026-07-10,NSE,ITBEES,train,6824,6822,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,82645
1,2026-07-10,NSE,ITC,train,11085,11084,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,153754
1,2026-07-10,NSE,JUNIORBEES,train,13254,13252,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,355610
1,2026-07-10,NSE,KOTAKBANK,train,10165,10164,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,169492
1,2026-07-10,NSE,LT,train,10641,10640,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=LT\receive_flow_labels.parquet,236680
1,2026-07-10,NSE,M&M,train,9988,9987,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,203878
1,2026-07-10,NSE,MARUTI,train,11105,11104,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,220255
1,2026-07-10,NSE,NESTLEIND,train,7879,7878,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,180602
1,2026-07-10,NSE,NIFTYBEES,train,11228,11226,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,181808
1,2026-07-10,NSE,ONGC,train,9396,9395,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,187639
1,2026-07-10,NSE,RELIANCE,train,11460,11459,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,207744
1,2026-07-10,NSE,SBIN,train,12206,12205,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,261284
1,2026-07-10,NSE,SUNPHARMA,train,9909,9908,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,242570
1,2026-07-10,NSE,TCS,train,16260,16259,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,444590
1,2026-07-10,NSE,TECHM,train,9552,9551,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,239136
1,2026-07-10,NSE,ULTRACEMCO,train,6526,6525,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,116453
1,2026-07-10,NSE,WIPRO,train,10158,10157,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-10\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,223475
1,2026-07-13,NSE,ADANIPORTS,validation,9454,9453,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,236185
1,2026-07-13,NSE,AXISBANK,validation,10798,10797,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,226754
1,2026-07-13,NSE,BAJAJ-AUTO,validation,14299,14298,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,382914
1,2026-07-13,NSE,BANKBEES,validation,13184,13183,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,302063
1,2026-07-13,NSE,BHARTIARTL,validation,11539,11538,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,251386
1,2026-07-13,NSE,BPCL,validation,8035,8034,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,118625
1,2026-07-13,NSE,BRITANNIA,validation,6760,6759,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=BRITANNIA\receive_flow_labels.parquet,107659
1,2026-07-13,NSE,CIPLA,validation,8388,8387,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=CIPLA\receive_flow_labels.parquet,177305
1,2026-07-13,NSE,DRREDDY,validation,8736,8735,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=DRREDDY\receive_flow_labels.parquet,207736
1,2026-07-13,NSE,GOLDBEES,validation,8948,8947,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=GOLDBEES\receive_flow_labels.parquet,145886
1,2026-07-13,NSE,HCLTECH,validation,14297,14296,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=HCLTECH\receive_flow_labels.parquet,418421
1,2026-07-13,NSE,HDFCBANK,validation,16566,16565,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=HDFCBANK\receive_flow_labels.parquet,389414
1,2026-07-13,NSE,HINDUNILVR,validation,8592,8591,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=HINDUNILVR\receive_flow_labels.parquet,202918
1,2026-07-13,NSE,ICICIBANK,validation,13717,13716,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ICICIBANK\receive_flow_labels.parquet,313181
1,2026-07-13,NSE,INFY,validation,16207,16206,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=INFY\receive_flow_labels.parquet,459065
1,2026-07-13,NSE,ITBEES,validation,8306,8304,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ITBEES\receive_flow_labels.parquet,126039
1,2026-07-13,NSE,ITC,validation,8758,8757,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ITC\receive_flow_labels.parquet,107381
1,2026-07-13,NSE,JUNIORBEES,validation,11802,11801,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=JUNIORBEES\receive_flow_labels.parquet,318806
1,2026-07-13,NSE,KOTAKBANK,validation,9403,9402,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=KOTAKBANK\receive_flow_labels.parquet,174712
1,2026-07-13,NSE,LT,validation,11479,11478,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=LT\receive_flow_labels.parquet,317709
1,2026-07-13,NSE,M&M,validation,14146,14145,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=M&M\receive_flow_labels.parquet,415021
1,2026-07-13,NSE,MARUTI,validation,15407,15406,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=MARUTI\receive_flow_labels.parquet,324431
1,2026-07-13,NSE,NESTLEIND,validation,9036,9035,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=NESTLEIND\receive_flow_labels.parquet,193381
1,2026-07-13,NSE,NIFTYBEES,validation,13040,13039,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=NIFTYBEES\receive_flow_labels.parquet,264417
1,2026-07-13,NSE,ONGC,validation,10645,10644,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ONGC\receive_flow_labels.parquet,235625
1,2026-07-13,NSE,RELIANCE,validation,13220,13219,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=RELIANCE\receive_flow_labels.parquet,252372
1,2026-07-13,NSE,SBIN,validation,13085,13084,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=SBIN\receive_flow_labels.parquet,264797
1,2026-07-13,NSE,SUNPHARMA,validation,9573,9572,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=SUNPHARMA\receive_flow_labels.parquet,226319
1,2026-07-13,NSE,TCS,validation,16807,16806,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=TCS\receive_flow_labels.parquet,555454
1,2026-07-13,NSE,TECHM,validation,11317,11316,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=TECHM\receive_flow_labels.parquet,328701
1,2026-07-13,NSE,ULTRACEMCO,validation,6784,6783,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=ULTRACEMCO\receive_flow_labels.parquet,124835
1,2026-07-13,NSE,WIPRO,validation,11491,11490,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-13\exchange=NSE\symbol=WIPRO\receive_flow_labels.parquet,331185
1,2026-07-14,NSE,ADANIPORTS,test_untouched,9871,9870,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=ADANIPORTS\receive_flow_labels.parquet,269550
1,2026-07-14,NSE,AXISBANK,test_untouched,12369,12367,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=AXISBANK\receive_flow_labels.parquet,315757
1,2026-07-14,NSE,BAJAJ-AUTO,test_untouched,15119,15118,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BAJAJ-AUTO\receive_flow_labels.parquet,390681
1,2026-07-14,NSE,BANKBEES,test_untouched,12042,12039,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BANKBEES\receive_flow_labels.parquet,303210
1,2026-07-14,NSE,BHARTIARTL,test_untouched,13068,13067,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BHARTIARTL\receive_flow_labels.parquet,340080
1,2026-07-14,NSE,BPCL,test_untouched,8730,8728,derived_real_l2_receive_flow_labels_phase181\horizon=1s\trade_date=2026-07-14\exchange=NSE\symbol=BPCL\receive_flow_labels.parquet,140994
