phase294_variant_id,continuation_family,primary_pressure_column,secondary_pressure_column,interaction_column,spread_state,market_bucket,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr,best_scenario_id,best_notional_turnover_x_initial_capital,best_avg_open_notional_utilization,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,positive_but_below12,continuation_survivor,robust_continuation_survivor,too_sparse_for_sparse_diagnostic,too_sparse_for_portfolio_claim,current_event_universe_exhausted_for_acceptance
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,ORIG,13,4,147,2,0,0,0,0,3.2282192124404263,3.4848697576860665,7.4830406058634145,237.55684463058455,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9931972789115646,17,130,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,4,147,2,0,0,0,0,3.2282192124404263,3.4848697576860665,7.4830406058634145,237.55684463058455,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9931972789115646,17,130,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,ORIG,13,4,180,2,0,0,0,0,2.4716953556831007,3.106607829307404,7.4830406058634145,237.55684463058455,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_ALL_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9944444444444444,19,162,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,4,180,2,0,0,0,0,2.4716953556831007,3.106607829307404,7.4830406058634145,237.55684463058455,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9944444444444444,19,162,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,ORIG,13,4,142,2,0,0,0,0,3.7415203029317072,7.478545682406371,7.4830406058634145,237.55684463058455,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9929577464788732,33,125,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,4,142,2,0,0,0,0,3.7415203029317072,7.478545682406371,7.4830406058634145,237.55684463058455,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9929577464788732,33,125,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,ORIG,13,4,151,2,0,0,0,0,3.385348965296372,6.770191867567206,6.770697930592744,214.94279144738871,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9933774834437086,34,133,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,4,151,2,0,0,0,0,3.385348965296372,6.770191867567206,6.770697930592744,214.94279144738871,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9933774834437086,34,133,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,ORIG,13,4,142,2,0,0,0,0,3.385348965296372,6.770191867567206,6.770697930592744,214.94279144738871,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9929577464788732,33,125,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,4,142,2,0,0,0,0,3.385348965296372,6.770191867567206,6.770697930592744,214.94279144738871,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9929577464788732,33,125,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,ORIG,13,4,135,2,0,0,0,0,3.381070930718324,6.761181698084509,6.762141861436648,214.67117020433804,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_ALL_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9925925925925926,31,118,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,4,135,2,0,0,0,0,3.381070930718324,6.761181698084509,6.762141861436648,214.67117020433804,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9925925925925926,31,118,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,ORIG,13,4,130,2,0,0,0,0,3.381070930718324,6.761181698084509,6.762141861436648,214.67117020433804,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9923076923076924,30,114,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,4,130,2,0,0,0,0,3.381070930718324,6.761181698084509,6.762141861436648,214.67117020433804,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9923076923076924,30,114,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,ORIG,13,4,126,2,0,0,0,0,3.3801174521013846,6.759173532002629,6.760234904202769,214.610631879453,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.992063492063492,26,111,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,4,126,2,0,0,0,0,3.3801174521013846,6.759173532002629,6.760234904202769,214.610631879453,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.992063492063492,26,111,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,ORIG,13,4,121,2,0,0,0,0,3.3801174521013846,6.759173532002629,6.760234904202769,214.610631879453,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9917355371900828,25,107,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,4,121,2,0,0,0,0,3.3801174521013846,6.759173532002629,6.760234904202769,214.610631879453,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P50_S45_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9917355371900828,25,107,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,ORIG,13,4,98,2,0,0,0,0,3.377004196704521,6.752616558640938,6.754008393409043,214.41296487012835,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9897959183673468,21,88,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,4,98,2,0,0,0,0,3.377004196704521,6.752616558640938,6.754008393409043,214.41296487012835,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9897959183673468,21,88,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,ORIG,13,4,97,2,0,0,0,0,3.377004196704521,6.752616558640938,6.754008393409043,214.41296487012835,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9896907216494846,21,87,1,1,0,0,1,0,0,1,1,1
P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,withdrawal_followthrough_continuation,depth_withdrawal_pressure,top5_churn_pressure,churn_withdraw_interaction,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,4,97,2,0,0,0,0,3.377004196704521,6.752616558640938,6.754008393409043,214.41296487012835,P271_P294_P294_WITHDRAWAL_FOLLOWTHROUGH_CONT_P65_S55_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13_CAP100000_NOT100000_CONC1_COST200,1.0,0.9896907216494846,21,87,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H13,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,ALL,ORIG,13,4,522,2,0,0,0,0,2.71847681300712,5.919800856259512,6.402648086504784,203.25866941285028,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_ORIG_H13_CAP100000_NOT50000_CONC2_COST200,1.0,0.9952107279693486,20,518,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,13,4,522,2,0,0,0,0,2.71847681300712,5.919800856259512,6.402648086504784,203.25866941285028,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13_CAP100000_NOT50000_CONC2_COST200,1.0,0.9952107279693486,20,518,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H13,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,NONOPEN,ORIG,13,4,453,2,0,0,0,0,2.71847681300712,5.919800856259512,6.402648086504784,203.25866941285028,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_ORIG_H13_CAP100000_NOT50000_CONC2_COST200,1.0,0.9944812362030904,20,449,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,13,4,453,2,0,0,0,0,2.71847681300712,5.919800856259512,6.402648086504784,203.25866941285028,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13_CAP100000_NOT50000_CONC2_COST200,1.0,0.9944812362030904,20,449,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H13,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,ALL,ORIG,13,4,440,2,0,0,0,0,2.71847681300712,5.919800856259512,6.402648086504784,203.25866941285028,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_ORIG_H13_CAP100000_NOT50000_CONC2_COST200,1.0,0.9943181818181818,11,436,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,4,440,2,0,0,0,0,2.71847681300712,5.919800856259512,6.402648086504784,203.25866941285028,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13_CAP100000_NOT50000_CONC2_COST200,1.0,0.9943181818181818,11,436,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H13,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,NONOPEN,ORIG,13,4,371,2,0,0,0,0,2.71847681300712,5.919800856259512,6.402648086504784,203.25866941285028,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H13_CAP100000_NOT50000_CONC2_COST200,1.0,0.9932614555256064,11,367,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,4,371,2,0,0,0,0,2.71847681300712,5.919800856259512,6.402648086504784,203.25866941285028,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13_CAP100000_NOT50000_CONC2_COST200,1.0,0.9932614555256064,11,367,1,1,0,0,1,0,0,1,1,1
P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H13,spread_compressed_absorption_continuation,spread_compression_score,replenishment_dominance,abs_level_weighted_imbalance,ANYSPREAD,ALL,ORIG,13,4,362,2,0,0,0,0,2.717549041805195,5.918007017763085,6.400915951915779,203.2036810131993,P271_P294_P294_SPREAD_COMPRESSED_ABSORPTION_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H13_CAP100000_NOT50000_CONC2_COST200,1.0,0.9930939226519336,20,358,1,1,0,0,1,0,0,1,1,1
