label_candidate_id,thesis_id,feature_column,direction_multiplier,thesis,abs_threshold_quantile,abs_threshold_value,spread_quantile,spread_tick_limit,forward_horizon_events,label_scope,signals,baseline_observations,baseline_any_edge_rate,directional_precision,precision_lift_vs_baseline,mean_directional_forward_return,mean_retail_cost_hurdle_return,mean_net_edge_return,median_net_edge_return,annual_positive_label_days,candidate_for_replay
F02_momentum_fade_q90_sp50_6e,F02_momentum_fade,momentum_3_event,-1,fade recent event momentum,0.9,0.006725309414563396,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,118937,1721784,0.7650291790375564,0.4638926490494968,0.6063724910899426,0.0008125113608628451,0.0011051231640664537,-0.0002926118032036084,-0.0006602131668351555,164,False
F04_mlofi_fade_q98_sp50_6e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.98,0.062254395796167955,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,13934,1721784,0.7650291790375564,0.4989234964834218,0.6521627019652919,0.0008603904326315876,0.0011570424672759426,-0.0002966520346443551,-2.508518612798986e-05,60,False
F04_mlofi_fade_q98_sp75_1e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.98,0.062254395796167955,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,24741,2302664,0.5498001445282508,0.4507093488541288,0.8197694259263143,0.0008255818020470866,0.0011528217750810207,-0.00032723997303393414,-0.0004907332776061676,47,False
F04_mlofi_fade_q98_sp50_3e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.98,0.062254395796167955,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,15013,1796405,0.6801228008160743,0.4622660361020449,0.679680251194895,0.0007650085272845347,0.0011562130912049031,-0.0003912045639203685,-0.0006364942289194555,51,False
F04_mlofi_fade_q98_sp75_3e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.98,0.062254395796167955,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,23736,2243561,0.6966964571054676,0.46477923828783285,0.6671187050653732,0.0007517289398001177,0.001153040027849077,-0.0004013110880489591,-0.0006493309303297378,53,False
F04_mlofi_fade_q98_sp75_6e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.98,0.062254395796167955,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,22089,2150337,0.7776264836627933,0.4928244827742315,0.6337547564647218,0.0006984542113076448,0.0011537915475015436,-0.00045533733619389905,-0.0002512477996467102,61,False
F04_mlofi_fade_q98_sp50_12e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.98,0.062254395796167955,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,11913,1571748,0.8301916083239806,0.49466968857550575,0.5958500225919675,0.0006028351239690222,0.00115974599647542,-0.0005569108725063978,-0.00021563349249789816,48,False
F04_mlofi_fade_q95_sp50_1e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.95,0.03979558662992651,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,50409,1843716,0.5282977421685335,0.4205598206669444,0.7960659058292561,0.0005617389868064812,0.0011223527491996941,-0.000560613762393213,-0.0006939829667275922,49,False
F04_mlofi_fade_q95_sp50_12e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.95,0.03979558662992651,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,39212,1571748,0.8301916083239806,0.48556564317045803,0.5848838247723736,0.0005553956781418213,0.0011238916888207551,-0.000568496010678934,-0.0004955402071477176,61,False
F04_mlofi_fade_q95_sp75_12e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.95,0.03979558662992651,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,58908,1962938,0.8392042947866922,0.4857065254294833,0.5787703047360351,0.000550605198106511,0.001123756263028515,-0.0005731510649220042,-0.00048196305886036284,66,False
F04_mlofi_fade_q98_sp75_12e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.98,0.062254395796167955,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,18854,1962938,0.8392042947866922,0.4923093242813196,0.5866382325968126,0.0005603430188111866,0.0011564252190551748,-0.0005960822002439882,-0.00030405821862847064,48,False
F04_mlofi_fade_q95_sp75_1e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.95,0.03979558662992651,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,75757,2302664,0.5498001445282508,0.4192747864883773,0.7625949004581125,0.0005161985116553309,0.001121837880555901,-0.0006056393689005703,-0.0007420427550969449,44,False
F06_microprice_fade_q95_sp50_12e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.95,0.0001508632092536177,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,87099,1571748,0.8301916083239806,0.4085695587779423,0.49213886852310706,0.0007306287287368208,0.0013612590061895771,-0.000630630277452756,-0.0010330620000000622,69,False
F06_microprice_fade_q95_sp75_12e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.95,0.0001508632092536177,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,87099,1962938,0.8392042947866922,0.4085695587779423,0.48685351268583765,0.0007306287287368208,0.0013612590061895771,-0.000630630277452756,-0.0010330620000000622,69,False
F02_momentum_fade_q90_sp75_12e,F02_momentum_fade,momentum_3_event,-1,fade recent event momentum,0.9,0.006725309414563396,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,146438,1962938,0.8392042947866922,0.46353405536814213,0.5523494794386897,0.00043081628267816765,0.0011032767586703748,-0.0006724604759922074,-0.0008768331527370982,156,False
F04_mlofi_fade_q95_sp50_6e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.95,0.03979558662992651,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,45033,1721784,0.7650291790375564,0.47076588279705994,0.6153567676847387,0.00044367302866745405,0.0011230480471755878,-0.000679375018508134,-0.0006372740500760158,65,False
F04_mlofi_fade_q90_sp50_1e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.9,0.027402017112009146,0.5,4.0,1,native_full_year_forward_edge_label_mining_not_acceptance,119563,1843716,0.5282977421685335,0.39421894733320506,0.7462060044304416,0.0003918918042291544,0.001103539010479831,-0.0007116472062506764,-0.0008356064122929377,24,False
F02_momentum_fade_q90_sp50_12e,F02_momentum_fade,momentum_3_event,-1,fade recent event momentum,0.9,0.006725309414563396,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,105619,1571748,0.8301916083239806,0.4582035429231483,0.5519250475780951,0.00039344759271792807,0.001105324526759556,-0.0007118769340416283,-0.0009909655348128348,158,False
F04_mlofi_fade_q90_sp50_12e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.9,0.027402017112009146,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,94337,1571748,0.8301916083239806,0.4719145192236344,0.5684404834883259,0.0003916125080237594,0.0011046468505491968,-0.0007130343425254375,-0.0006925045212187266,75,False
F04_mlofi_fade_q95_sp75_6e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.95,0.03979558662992651,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,67704,2150337,0.7776264836627933,0.4705925794635472,0.6051653195335526,0.00040730997911458445,0.0011227236166458767,-0.0007154136375312923,-0.0006310723540779517,63,False
F04_mlofi_fade_q90_sp75_12e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.9,0.027402017112009146,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,137872,1962938,0.8392042947866922,0.4711906696065916,0.5614731389409277,0.0003835198304789541,0.0011040991592190664,-0.0007205793287401122,-0.0007075362987397319,76,False
F04_mlofi_fade_q90_sp75_1e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.9,0.027402017112009146,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,174406,2302664,0.5498001445282508,0.39428116005183306,0.7171354245280185,0.00037679248033059575,0.0011029762941351376,-0.000726183813804542,-0.0008530830478994107,31,False
F04_mlofi_fade_q95_sp50_3e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.95,0.03979558662992651,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,48629,1796405,0.6801228008160743,0.44072467046412633,0.6480074920812889,0.00035814816560620017,0.0011225190613600373,-0.0007643708957538371,-0.0009172022281868772,53,False
F04_mlofi_fade_q95_sp75_3e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.95,0.03979558662992651,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,72947,2243561,0.6966964571054676,0.4439798758002385,0.6372644374349499,0.0003460213149147338,0.0011220482374235817,-0.0007760269225088481,-0.0008768866385158317,58,False
F04_mlofi_fade_q90_sp75_3e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.9,0.027402017112009146,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,168404,2243561,0.6966964571054676,0.4305420298805254,0.6179764881671401,0.00026860884334864096,0.0011030688555511072,-0.0008344600122024664,-0.0009127790806161153,35,False
F04_mlofi_fade_q90_sp50_3e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.9,0.027402017112009146,0.5,4.0,3,native_full_year_forward_edge_label_mining_not_acceptance,115552,1796405,0.6801228008160743,0.42835260315702023,0.6298165605432476,0.0002645807948069562,0.001103569858052505,-0.0008389890632455487,-0.0009198989543208205,34,False
F04_mlofi_fade_q90_sp50_6e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.9,0.027402017112009146,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,107415,1721784,0.7650291790375564,0.4515756644788903,0.5902724717598279,0.00024496120623623884,0.0011042165790929716,-0.0008592553728567328,-0.0008328626958966476,41,False
F04_mlofi_fade_q90_sp75_6e,F04_mlofi_fade,mlofi_qty_event,-1,fade multi-level order-flow imbalance,0.9,0.027402017112009146,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,156880,2150337,0.7776264836627933,0.45143421723610405,0.580528347118206,0.00023462381858142426,0.0011036785017057465,-0.0008690546831243223,-0.000833844512899968,41,False
F06_microprice_fade_q90_sp50_12e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.9,0.00012666710985181337,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,153827,1571748,0.8301916083239806,0.4063980965630221,0.48952325281084513,0.00037063230729745346,0.0012672069983892132,-0.0008965746910917596,-0.0010331405168960528,69,False
F06_microprice_fade_q90_sp75_12e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.9,0.00012666710985181337,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,176901,1962938,0.8392042947866922,0.40990158337149024,0.4884407597981591,0.0003223678659353871,0.001248417787056041,-0.0009260499211206537,-0.0010335892323611452,69,False
F08_l1_imbalance_fade_q95_sp50_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,77305,1571748,0.8301916083239806,0.3989263307677382,0.4805232030387592,0.00037605996183490885,0.001365558506430338,-0.0009894985445954288,-0.0010339364797233516,72,False
F10_l5_imbalance_fade_q95_sp50_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,77305,1571748,0.8301916083239806,0.3989263307677382,0.4805232030387592,0.00037605996183490885,0.001365558506430338,-0.0009894985445954288,-0.0010339364797233516,72,False
F08_l1_imbalance_fade_q95_sp75_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.95,0.696969696969697,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,77305,1962938,0.8392042947866922,0.3989263307677382,0.47536259435985934,0.00037605996183490885,0.001365558506430338,-0.0009894985445954288,-0.0010339364797233516,72,False
F10_l5_imbalance_fade_q95_sp75_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.95,0.6971240263630917,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,77305,1962938,0.8392042947866922,0.3989263307677382,0.47536259435985934,0.00037605996183490885,0.001365558506430338,-0.0009894985445954288,-0.0010339364797233516,72,False
F06_microprice_fade_q95_sp50_6e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.95,0.0001508632092536177,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,95453,1721784,0.7650291790375564,0.35704482834483986,0.4667074644055008,0.000334459967944719,0.0013613166131671828,-0.0010268566452224634,-0.0013405020791344667,37,False
F06_microprice_fade_q95_sp75_6e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.95,0.0001508632092536177,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,95453,2150337,0.7776264836627933,0.35704482834483986,0.45914695016954604,0.000334459967944719,0.0013613166131671828,-0.0010268566452224634,-0.0013405020791344667,37,False
F10_l5_imbalance_fade_q90_sp75_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,157435,1962938,0.8392042947866922,0.4092863721535872,0.487707671059547,0.00011132149726173904,0.001178518939233108,-0.001067197441971369,-0.0010328435817728388,68,False
F08_l1_imbalance_fade_q90_sp75_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,157598,1962938,0.8392042947866922,0.40907879541618547,0.4874603215897084,0.00010658641907218433,0.0011788341343835478,-0.0010722477153113634,-0.001032866931335885,68,False
F10_l5_imbalance_fade_q90_sp50_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,130988,1571748,0.8301916083239806,0.4003420160625401,0.48222845430919775,0.00012757428774327965,0.0012111506686572895,-0.00108357638091401,-0.0010335892323611452,63,False
F08_l1_imbalance_fade_q90_sp50_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,130823,1571748,0.8301916083239806,0.40017428128081456,0.4820264108531525,0.00012518625822286462,0.0012116803206990408,-0.0010864940624761767,-0.001033612691752804,64,False
F10_l5_imbalance_fade_q98_sp50_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,49697,1571748,0.8301916083239806,0.3924784192204761,0.47275642789599504,0.00027611477180422274,0.0013629634341089962,-0.0010868486623047736,-0.0010348687881087467,83,False
F10_l5_imbalance_fade_q98_sp75_12e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.98,0.7395537042629196,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,49697,1962938,0.8392042947866922,0.3924784192204761,0.4676792309794312,0.00027611477180422274,0.0013629634341089962,-0.0010868486623047736,-0.0010348687881087467,83,False
F08_l1_imbalance_fade_q98_sp50_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.5,4.0,12,native_full_year_forward_edge_label_mining_not_acceptance,49670,1571748,0.8301916083239806,0.39212804509764443,0.4723343878279931,0.00027225666912246476,0.001362962200106189,-0.0010907055309837242,-0.0010351665099779409,83,False
F08_l1_imbalance_fade_q98_sp75_12e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.98,0.7395540956279799,0.75,5.0,12,native_full_year_forward_edge_label_mining_not_acceptance,49670,1962938,0.8392042947866922,0.39212804509764443,0.4672617234368599,0.00027225666912246476,0.001362962200106189,-0.0010907055309837242,-0.0010351665099779409,83,False
F06_microprice_fade_q90_sp50_6e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.9,0.00012666710985181337,0.5,4.0,6,native_full_year_forward_edge_label_mining_not_acceptance,168537,1721784,0.7650291790375564,0.3599091000789144,0.4704514676573479,0.00016648036871120075,0.0012672679752784807,-0.0011007876065672803,-0.0011455060838409172,39,False
F06_microprice_fade_q90_sp75_6e,F06_microprice_fade,microprice_dev,-1,fade microprice deviation,0.9,0.00012666710985181337,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,193791,2150337,0.7776264836627933,0.3661212337002234,0.4708188846343185,0.00014295721145934014,0.001248485802979528,-0.0011055285915201878,-0.001144902946013586,41,False
F10_l5_imbalance_fade_q90_sp75_6e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,173015,2150337,0.7776264836627933,0.36731497269022917,0.47235399051752214,4.5508992299204955e-05,0.0011781746115571547,-0.0011326656192579502,-0.0010417514164298,30,False
F08_l1_imbalance_fade_q90_sp75_6e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,6,native_full_year_forward_edge_label_mining_not_acceptance,173166,2150337,0.7776264836627933,0.3665557903976531,0.47137770909125165,3.8078869223035594e-05,0.0011785054786236408,-0.0011404266094006057,-0.001057799740899778,29,False
F10_l5_imbalance_fade_q90_sp75_1e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,185647,2302664,0.5498001445282508,0.23532295162324196,0.42801544154768806,3.312803355427043e-05,0.0011779997244942984,-0.0011448716909400278,-0.00114980417551138,0,False
F08_l1_imbalance_fade_q90_sp75_1e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,1,native_full_year_forward_edge_label_mining_not_acceptance,185856,2302664,0.5498001445282508,0.23506908574380164,0.42755369943654664,3.095687045067433e-05,0.0011783193924558468,-0.0011473625220051725,-0.0011499917349846159,0,False
F10_l5_imbalance_fade_q90_sp75_3e,F10_l5_imbalance_fade,l5_imbalance,-1,fade level-5 queue imbalance,0.9,0.5779522335249889,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,180778,2243561,0.6966964571054676,0.3185122083439357,0.4571750079901993,2.7547599456310856e-05,0.0011780542944798225,-0.0011505066950235113,-0.0011284164665914165,6,False
F08_l1_imbalance_fade_q90_sp75_3e,F08_l1_imbalance_fade,l1_imbalance,-1,fade level-1 queue imbalance,0.9,0.5782312925170068,0.75,5.0,3,native_full_year_forward_edge_label_mining_not_acceptance,180948,2243561,0.6966964571054676,0.3179255918827508,0.4563330107973012,2.3541632099162655e-05,0.0011783890680973283,-0.0011548474359981656,-0.001131570396018746,7,False
