symbol,category,metric,real_value,synthetic_value,synthetic_to_real_ratio,lower_ratio_gate,upper_ratio_gate,calibration_gap,gap_direction,severity_ratio_to_nearest_gate
TECHM,L1 imbalance scale,median_abs_l1_imbalance,0.6256684491978609,0.125,0.1997863247863248,0.25,4.0,True,synthetic_too_low,1.2513368983957218
WIPRO,L1 imbalance scale,median_abs_l1_imbalance,0.7019619685292031,0.096045197740113,0.1368239335549092,0.25,4.0,True,synthetic_too_low,1.8271657122010148
BAJAJ-AUTO,displayed L1 depth scale,median_l1_depth,61.0,806.0,13.21311475409836,0.1,10.0,True,synthetic_too_high,1.321311475409836
BRITANNIA,displayed L1 depth scale,median_l1_depth,35.0,802.0,22.914285714285715,0.1,10.0,True,synthetic_too_high,2.2914285714285714
GOLDBEES,displayed L1 depth scale,median_l1_depth,11211.5,800.0,0.0713553048209427,0.1,10.0,True,synthetic_too_low,1.4014375000000017
ITBEES,displayed L1 depth scale,median_l1_depth,134432.0,802.0,0.0059658414663175,0.1,10.0,True,synthetic_too_low,16.762094763092392
M&M,displayed L1 depth scale,median_l1_depth,47.0,806.0,17.148936170212767,0.1,10.0,True,synthetic_too_high,1.7148936170212767
MARUTI,displayed L1 depth scale,median_l1_depth,40.0,806.0,20.15,0.1,10.0,True,synthetic_too_high,2.0149999999999997
ULTRACEMCO,displayed L1 depth scale,median_l1_depth,30.0,808.0,26.933333333333334,0.1,10.0,True,synthetic_too_high,2.6933333333333334
BAJAJ-AUTO,displayed L5 depth scale,median_l5_depth,366.0,6852.5,18.72267759562841,0.1,10.0,True,synthetic_too_high,1.8722677595628412
BRITANNIA,displayed L5 depth scale,median_l5_depth,406.5,6816.0,16.767527675276753,0.1,10.0,True,synthetic_too_high,1.6767527675276752
GOLDBEES,displayed L5 depth scale,median_l5_depth,95705.5,6800.0,0.0710512979922784,0.1,10.0,True,synthetic_too_low,1.4074338235294117
ITBEES,displayed L5 depth scale,median_l5_depth,2152154.5,6816.0,0.0031670588705411,0.1,10.0,True,synthetic_too_low,31.575036678404008
ITC,displayed L5 depth scale,median_l5_depth,113657.0,6800.0,0.0598291350290787,0.1,10.0,True,synthetic_too_low,1.6714264705882358
LT,displayed L5 depth scale,median_l5_depth,481.0,6850.0,14.241164241164242,0.1,10.0,True,synthetic_too_high,1.4241164241164241
M&M,displayed L5 depth scale,median_l5_depth,447.0,6850.0,15.324384787472036,0.1,10.0,True,synthetic_too_high,1.5324384787472036
MARUTI,displayed L5 depth scale,median_l5_depth,411.0,6851.0,16.669099756690997,0.1,10.0,True,synthetic_too_high,1.6669099756690997
ULTRACEMCO,displayed L5 depth scale,median_l5_depth,309.0,6868.0,22.22653721682848,0.1,10.0,True,synthetic_too_high,2.222653721682848
ADANIPORTS,tail received tick cadence,p90_gap_ms,439477.0,692.0,0.0015745988982358,0.2,5.0,True,synthetic_too_low,127.01647398844396
AXISBANK,tail received tick cadence,p90_gap_ms,305452.6999999952,692.0,0.0022654898778109,0.2,5.0,True,synthetic_too_low,88.28112716762885
BHARTIARTL,tail received tick cadence,p90_gap_ms,3949.100000000017,692.0,0.1752297991947524,0.2,5.0,True,synthetic_too_low,1.1413583815028956
BPCL,tail received tick cadence,p90_gap_ms,448824.0,692.0,0.0015418070334919,0.2,5.0,True,synthetic_too_low,129.7179190751504
BRITANNIA,tail received tick cadence,p90_gap_ms,450022.8,692.0,0.0015376998676511,0.2,5.0,True,synthetic_too_low,130.06439306358806
CIPLA,tail received tick cadence,p90_gap_ms,447131.6,692.0,0.0015476427968857,0.2,5.0,True,synthetic_too_low,129.22878612717173
DRREDDY,tail received tick cadence,p90_gap_ms,446827.0,692.0,0.0015486978181712,0.2,5.0,True,synthetic_too_low,129.14075144508993
GOLDBEES,tail received tick cadence,p90_gap_ms,439314.2,692.0,0.0015751824093097,0.2,5.0,True,synthetic_too_low,126.96942196532464
HINDUNILVR,tail received tick cadence,p90_gap_ms,442440.00000000006,692.0,0.0015640538830123,0.2,5.0,True,synthetic_too_low,127.87283236994924
ITBEES,tail received tick cadence,p90_gap_ms,446257.6,692.0,0.0015506738708763,0.2,5.0,True,synthetic_too_low,128.97618497110432
ITC,tail received tick cadence,p90_gap_ms,443821.1,692.0,0.0015591867984645,0.2,5.0,True,synthetic_too_low,128.27199421965454
JUNIORBEES,tail received tick cadence,p90_gap_ms,4750.0,692.0,0.1456842105263157,0.2,5.0,True,synthetic_too_low,1.3728323699421976
KOTAKBANK,tail received tick cadence,p90_gap_ms,6375.0,692.0,0.1085490196078431,0.2,5.0,True,synthetic_too_low,1.8424855491329486
LT,tail received tick cadence,p90_gap_ms,3750.7,692.0,0.1844988935398725,0.2,5.0,True,synthetic_too_low,1.0840173410404628
NESTLEIND,tail received tick cadence,p90_gap_ms,443603.8,692.0,0.0015599505685027,0.2,5.0,True,synthetic_too_low,128.20919075145287
ONGC,tail received tick cadence,p90_gap_ms,4016.999999999999,692.0,0.1722678615882499,0.2,5.0,True,synthetic_too_low,1.160982658959538
SUNPHARMA,tail received tick cadence,p90_gap_ms,436729.0,692.0,0.0015845066391286,0.2,5.0,True,synthetic_too_low,126.22225433526116
TECHM,tail received tick cadence,p90_gap_ms,3499.7,692.0,0.1977312341057805,0.2,5.0,True,synthetic_too_low,1.0114739884393065
ULTRACEMCO,tail received tick cadence,p90_gap_ms,450515.3,692.0,0.001536018865508,0.2,5.0,True,synthetic_too_low,130.20673410404694
ADANIPORTS,L1 imbalance scale,median_abs_l1_imbalance,0.6296296296296297,0.2128514056224899,0.3380581148121899,0.25,4.0,False,inside_gate,1.0
BANKBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8080307101727447,0.3279220779220779,0.4058287312520253,0.25,4.0,False,inside_gate,1.0
CIPLA,L1 imbalance scale,median_abs_l1_imbalance,0.6756756756756757,0.5685279187817259,0.8414213197969544,0.25,4.0,False,inside_gate,1.0
DRREDDY,L1 imbalance scale,median_abs_l1_imbalance,0.6188312886265104,0.2072538860103626,0.3349117761488119,0.25,4.0,False,inside_gate,1.0
GOLDBEES,L1 imbalance scale,median_abs_l1_imbalance,0.7474247686637312,0.2022792022792023,0.2706348662231828,0.25,4.0,False,inside_gate,1.0
HCLTECH,L1 imbalance scale,median_abs_l1_imbalance,0.6606060606060606,0.2939632545931758,0.4449902477786606,0.25,4.0,False,inside_gate,1.0
HDFCBANK,L1 imbalance scale,median_abs_l1_imbalance,0.6221233709952622,0.5723684210526315,0.9200239819587012,0.25,4.0,False,inside_gate,1.0
ICICIBANK,L1 imbalance scale,median_abs_l1_imbalance,0.6189433235605364,0.3687707641196013,0.5958069989320004,0.25,4.0,False,inside_gate,1.0
ITBEES,L1 imbalance scale,median_abs_l1_imbalance,0.6847403586078421,0.7403314917127072,1.081185711351801,0.25,4.0,False,inside_gate,1.0
ITC,L1 imbalance scale,median_abs_l1_imbalance,0.5893918609967993,0.5098684210526315,0.8650754358744027,0.25,4.0,False,inside_gate,1.0
JUNIORBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8632375189107413,0.6977401129943502,0.8082828858907563,0.25,4.0,False,inside_gate,1.0
M&M,L1 imbalance scale,median_abs_l1_imbalance,0.6765475152571927,0.1861198738170347,0.2751024423558489,0.25,4.0,False,inside_gate,1.0
NESTLEIND,L1 imbalance scale,median_abs_l1_imbalance,0.6190476190476191,0.4119601328903654,0.665474060822898,0.25,4.0,False,inside_gate,1.0
NIFTYBEES,L1 imbalance scale,median_abs_l1_imbalance,0.8034544371649791,0.6209150326797386,0.7728067752922766,0.25,4.0,False,inside_gate,1.0
RELIANCE,L1 imbalance scale,median_abs_l1_imbalance,0.7167036670286846,0.4435897435897435,0.6189304785181039,0.25,4.0,False,inside_gate,1.0
SUNPHARMA,L1 imbalance scale,median_abs_l1_imbalance,0.6103896103896104,0.2948717948717949,0.4830878341516639,0.25,4.0,False,inside_gate,1.0
ULTRACEMCO,L1 imbalance scale,median_abs_l1_imbalance,0.6666666666666666,0.4276169265033407,0.6414253897550112,0.25,4.0,False,inside_gate,1.0
ADANIPORTS,received tick cadence,median_gap_ms,1000.0,500.0,0.5,0.2,5.0,False,inside_gate,1.0
AXISBANK,received tick cadence,median_gap_ms,750.0,500.0,0.6666666666666666,0.2,5.0,False,inside_gate,1.0
BAJAJ-AUTO,received tick cadence,median_gap_ms,500.0,500.0,1.0,0.2,5.0,False,inside_gate,1.0
BANKBEES,received tick cadence,median_gap_ms,1000.0,500.0,0.5,0.2,5.0,False,inside_gate,1.0
BHARTIARTL,received tick cadence,median_gap_ms,750.0,500.0,0.6666666666666666,0.2,5.0,False,inside_gate,1.0
BPCL,received tick cadence,median_gap_ms,1750.0,500.0,0.2857142857142857,0.2,5.0,False,inside_gate,1.0
BRITANNIA,received tick cadence,median_gap_ms,1750.0,500.0,0.2857142857142857,0.2,5.0,False,inside_gate,1.0
CIPLA,received tick cadence,median_gap_ms,1500.0,500.0,0.3333333333333333,0.2,5.0,False,inside_gate,1.0
DRREDDY,received tick cadence,median_gap_ms,1749.0,500.0,0.2858776443682104,0.2,5.0,False,inside_gate,1.0
GOLDBEES,received tick cadence,median_gap_ms,1000.0,500.0,0.5,0.2,5.0,False,inside_gate,1.0
HCLTECH,received tick cadence,median_gap_ms,500.0,500.0,1.0,0.2,5.0,False,inside_gate,1.0
HDFCBANK,received tick cadence,median_gap_ms,499.0,500.0,1.002004008016032,0.2,5.0,False,inside_gate,1.0
HINDUNILVR,received tick cadence,median_gap_ms,1000.0,500.0,0.5,0.2,5.0,False,inside_gate,1.0
ICICIBANK,received tick cadence,median_gap_ms,500.0,500.0,1.0,0.2,5.0,False,inside_gate,1.0
INFY,received tick cadence,median_gap_ms,500.0,500.0,1.0,0.2,5.0,False,inside_gate,1.0
ITBEES,received tick cadence,median_gap_ms,1250.0,500.0,0.4,0.2,5.0,False,inside_gate,1.0
ITC,received tick cadence,median_gap_ms,1254.5,500.0,0.3985651654045436,0.2,5.0,False,inside_gate,1.0
JUNIORBEES,received tick cadence,median_gap_ms,999.0,500.0,0.5005005005005005,0.2,5.0,False,inside_gate,1.0
KOTAKBANK,received tick cadence,median_gap_ms,750.0,500.0,0.6666666666666666,0.2,5.0,False,inside_gate,1.0
LT,received tick cadence,median_gap_ms,749.0,500.0,0.6675567423230975,0.2,5.0,False,inside_gate,1.0
M&M,received tick cadence,median_gap_ms,500.0,500.0,1.0,0.2,5.0,False,inside_gate,1.0
MARUTI,received tick cadence,median_gap_ms,749.0,500.0,0.6675567423230975,0.2,5.0,False,inside_gate,1.0
NESTLEIND,received tick cadence,median_gap_ms,1000.0,500.0,0.5,0.2,5.0,False,inside_gate,1.0
NIFTYBEES,received tick cadence,median_gap_ms,501.0,500.0,0.998003992015968,0.2,5.0,False,inside_gate,1.0
ONGC,received tick cadence,median_gap_ms,749.0,500.0,0.6675567423230975,0.2,5.0,False,inside_gate,1.0
RELIANCE,received tick cadence,median_gap_ms,500.0,500.0,1.0,0.2,5.0,False,inside_gate,1.0
SBIN,received tick cadence,median_gap_ms,500.0,500.0,1.0,0.2,5.0,False,inside_gate,1.0
SUNPHARMA,received tick cadence,median_gap_ms,751.0,500.0,0.6657789613848203,0.2,5.0,False,inside_gate,1.0
TCS,received tick cadence,median_gap_ms,499.0,500.0,1.002004008016032,0.2,5.0,False,inside_gate,1.0
TECHM,received tick cadence,median_gap_ms,501.0,500.0,0.998003992015968,0.2,5.0,False,inside_gate,1.0
ULTRACEMCO,received tick cadence,median_gap_ms,2140.5,500.0,0.233590282644242,0.2,5.0,False,inside_gate,1.0
WIPRO,received tick cadence,median_gap_ms,501.0,500.0,0.998003992015968,0.2,5.0,False,inside_gate,1.0
ADANIPORTS,displayed L1 depth scale,median_l1_depth,131.0,806.0,6.152671755725191,0.1,10.0,False,inside_gate,1.0
AXISBANK,displayed L1 depth scale,median_l1_depth,249.0,808.0,3.244979919678715,0.1,10.0,False,inside_gate,1.0
BANKBEES,displayed L1 depth scale,median_l1_depth,403.0,800.0,1.9851116625310172,0.1,10.0,False,inside_gate,1.0
BHARTIARTL,displayed L1 depth scale,median_l1_depth,415.0,806.0,1.9421686746987952,0.1,10.0,False,inside_gate,1.0
BPCL,displayed L1 depth scale,median_l1_depth,2059.0,810.0,0.3933948518698397,0.1,10.0,False,inside_gate,1.0
CIPLA,displayed L1 depth scale,median_l1_depth,136.0,802.0,5.897058823529412,0.1,10.0,False,inside_gate,1.0
DRREDDY,displayed L1 depth scale,median_l1_depth,271.5,802.0,2.9539594843462247,0.1,10.0,False,inside_gate,1.0
HCLTECH,displayed L1 depth scale,median_l1_depth,339.5,810.0,2.385861561119293,0.1,10.0,False,inside_gate,1.0
HDFCBANK,displayed L1 depth scale,median_l1_depth,1010.0,808.0,0.8,0.1,10.0,False,inside_gate,1.0
HINDUNILVR,displayed L1 depth scale,median_l1_depth,188.5,802.0,4.254641909814324,0.1,10.0,False,inside_gate,1.0
ICICIBANK,displayed L1 depth scale,median_l1_depth,580.0,810.0,1.396551724137931,0.1,10.0,False,inside_gate,1.0
INFY,displayed L1 depth scale,median_l1_depth,613.0,810.0,1.3213703099510603,0.1,10.0,False,inside_gate,1.0
ITC,displayed L1 depth scale,median_l1_depth,5559.0,800.0,0.143910775319302,0.1,10.0,False,inside_gate,1.0
JUNIORBEES,displayed L1 depth scale,median_l1_depth,417.0,798.0,1.9136690647482013,0.1,10.0,False,inside_gate,1.0
KOTAKBANK,displayed L1 depth scale,median_l1_depth,1719.0,808.0,0.4700407213496219,0.1,10.0,False,inside_gate,1.0
LT,displayed L1 depth scale,median_l1_depth,106.0,806.0,7.60377358490566,0.1,10.0,False,inside_gate,1.0
NESTLEIND,displayed L1 depth scale,median_l1_depth,349.0,802.0,2.297994269340974,0.1,10.0,False,inside_gate,1.0
NIFTYBEES,displayed L1 depth scale,median_l1_depth,2941.0,798.0,0.2713362801768106,0.1,10.0,False,inside_gate,1.0
ONGC,displayed L1 depth scale,median_l1_depth,1042.0,810.0,0.7773512476007678,0.1,10.0,False,inside_gate,1.0
RELIANCE,displayed L1 depth scale,median_l1_depth,986.0,810.0,0.821501014198783,0.1,10.0,False,inside_gate,1.0
SBIN,displayed L1 depth scale,median_l1_depth,1048.0,808.0,0.7709923664122137,0.1,10.0,False,inside_gate,1.0
SUNPHARMA,displayed L1 depth scale,median_l1_depth,113.0,802.0,7.097345132743363,0.1,10.0,False,inside_gate,1.0
TCS,displayed L1 depth scale,median_l1_depth,231.0,810.0,3.5064935064935066,0.1,10.0,False,inside_gate,1.0
TECHM,displayed L1 depth scale,median_l1_depth,137.0,810.0,5.912408759124087,0.1,10.0,False,inside_gate,1.0
WIPRO,displayed L1 depth scale,median_l1_depth,1427.0,810.0,0.5676243868255081,0.1,10.0,False,inside_gate,1.0
ADANIPORTS,displayed L5 depth scale,median_l5_depth,1088.0,6851.0,6.296875,0.1,10.0,False,inside_gate,1.0
AXISBANK,displayed L5 depth scale,median_l5_depth,3048.0,6870.0,2.253937007874016,0.1,10.0,False,inside_gate,1.0
BANKBEES,displayed L5 depth scale,median_l5_depth,5262.0,6800.0,1.2922843025465602,0.1,10.0,False,inside_gate,1.0
BHARTIARTL,displayed L5 depth scale,median_l5_depth,3715.0,6851.0,1.8441453566621804,0.1,10.0,False,inside_gate,1.0
BPCL,displayed L5 depth scale,median_l5_depth,19762.0,6885.0,0.3483959113450056,0.1,10.0,False,inside_gate,1.0
CIPLA,displayed L5 depth scale,median_l5_depth,1594.0,6816.0,4.27603513174404,0.1,10.0,False,inside_gate,1.0
DRREDDY,displayed L5 depth scale,median_l5_depth,2642.0,6816.0,2.579863739591219,0.1,10.0,False,inside_gate,1.0
HCLTECH,displayed L5 depth scale,median_l5_depth,4819.0,6885.0,1.4287196513799545,0.1,10.0,False,inside_gate,1.0
HDFCBANK,displayed L5 depth scale,median_l5_depth,15104.0,6868.0,0.4547139830508475,0.1,10.0,False,inside_gate,1.0
HINDUNILVR,displayed L5 depth scale,median_l5_depth,1287.0,6816.0,5.296037296037296,0.1,10.0,False,inside_gate,1.0
ICICIBANK,displayed L5 depth scale,median_l5_depth,6394.0,6884.0,1.0766343446981546,0.1,10.0,False,inside_gate,1.0
INFY,displayed L5 depth scale,median_l5_depth,9352.0,6885.0,0.7362061591103507,0.1,10.0,False,inside_gate,1.0
JUNIORBEES,displayed L5 depth scale,median_l5_depth,8912.0,6784.0,0.7612208258527827,0.1,10.0,False,inside_gate,1.0
KOTAKBANK,displayed L5 depth scale,median_l5_depth,25525.0,6870.0,0.2691478942213516,0.1,10.0,False,inside_gate,1.0
NESTLEIND,displayed L5 depth scale,median_l5_depth,2850.0,6817.0,2.391929824561404,0.1,10.0,False,inside_gate,1.0
NIFTYBEES,displayed L5 depth scale,median_l5_depth,51029.5,6783.0,0.1329231131012453,0.1,10.0,False,inside_gate,1.0
ONGC,displayed L5 depth scale,median_l5_depth,7000.5,6884.0,0.9833583315477464,0.1,10.0,False,inside_gate,1.0
RELIANCE,displayed L5 depth scale,median_l5_depth,11881.5,6885.0,0.5794722888524176,0.1,10.0,False,inside_gate,1.0
SBIN,displayed L5 depth scale,median_l5_depth,13743.5,6868.0,0.4997271437406774,0.1,10.0,False,inside_gate,1.0
SUNPHARMA,displayed L5 depth scale,median_l5_depth,986.0,6816.0,6.9127789046653145,0.1,10.0,False,inside_gate,1.0
TCS,displayed L5 depth scale,median_l5_depth,2997.0,6885.0,2.2972972972972974,0.1,10.0,False,inside_gate,1.0
TECHM,displayed L5 depth scale,median_l5_depth,1436.0,6886.0,4.795264623955432,0.1,10.0,False,inside_gate,1.0
WIPRO,displayed L5 depth scale,median_l5_depth,14713.0,6885.0,0.4679535105009175,0.1,10.0,False,inside_gate,1.0
ADANIPORTS,median spread scale,median_spread_bps,2.207261891623943,2.2129860789349505,1.0025933430612513,0.25,4.0,False,inside_gate,1.0
AXISBANK,median spread scale,median_spread_bps,1.5143484515790528,1.5166883110731175,1.0015451262169053,0.25,4.0,False,inside_gate,1.0
BAJAJ-AUTO,median spread scale,median_spread_bps,2.466273707056009,3.344931085556668,1.356269207260662,0.25,4.0,False,inside_gate,1.0
BANKBEES,median spread scale,median_spread_bps,3.3338889814976747,3.82299722317458,1.1467080170909545,0.25,4.0,False,inside_gate,1.0
BHARTIARTL,median spread scale,median_spread_bps,2.0929259104232467,1.5769347017619852,0.7534594005017053,0.25,4.0,False,inside_gate,1.0
BPCL,median spread scale,median_spread_bps,1.639209900828174,1.635844627477654,0.9979470149925158,0.25,4.0,False,inside_gate,1.0
BRITANNIA,median spread scale,median_spread_bps,2.817562808170932,3.746247898589069,1.329605816674237,0.25,4.0,False,inside_gate,1.0
CIPLA,median spread scale,median_spread_bps,2.803869339687814,2.8100938571354668,1.002219974147706,0.25,4.0,False,inside_gate,1.0
DRREDDY,median spread scale,median_spread_bps,3.246489732975113,2.4386873358962946,0.7511766666397123,0.25,4.0,False,inside_gate,1.0
GOLDBEES,median spread scale,median_spread_bps,0.8570816370263652,0.8562670183062101,0.9990495436082596,0.25,4.0,False,inside_gate,1.0
HCLTECH,median spread scale,median_spread_bps,3.2557382386445024,2.461402137727384,0.7560196666032236,0.25,4.0,False,inside_gate,1.0
HDFCBANK,median spread scale,median_spread_bps,1.220479648502139,1.2229947472378389,1.0020607461490951,0.25,4.0,False,inside_gate,1.0
HINDUNILVR,median spread scale,median_spread_bps,1.410304626579205,1.8845367867474232,1.3362622168506264,0.25,4.0,False,inside_gate,1.0
ICICIBANK,median spread scale,median_spread_bps,1.4178363816818766,1.4257708073414228,1.0055961504176767,0.25,4.0,False,inside_gate,1.0
INFY,median spread scale,median_spread_bps,1.814223512337132,1.8159778813898173,1.00096700822184,0.25,4.0,False,inside_gate,1.0
ITBEES,median spread scale,median_spread_bps,3.127941694266626,3.114294612271914,0.9956370407991536,0.25,4.0,False,inside_gate,1.0
ITC,median spread scale,median_spread_bps,1.7871503887056162,1.7860370481312915,0.9993770302816368,0.25,4.0,False,inside_gate,1.0
JUNIORBEES,median spread scale,median_spread_bps,3.6007767389819154,3.965496597859059,1.1012892176648157,0.25,4.0,False,inside_gate,1.0
KOTAKBANK,median spread scale,median_spread_bps,2.623294858342674,2.636235371530523,1.0049329236272069,0.25,4.0,False,inside_gate,1.0
LT,median spread scale,median_spread_bps,1.2775471095496649,1.503406154569857,1.1767911674895557,0.25,4.0,False,inside_gate,1.0
M&M,median spread scale,median_spread_bps,1.2672263583071004,1.274666794133636,1.0058714339216204,0.25,4.0,False,inside_gate,1.0
MARUTI,median spread scale,median_spread_bps,2.911530203192002,2.9304888055327627,1.0065115595641,0.25,4.0,False,inside_gate,1.0
NESTLEIND,median spread scale,median_spread_bps,2.4406884964413558,2.7965378860960577,1.1457987736548718,0.25,4.0,False,inside_gate,1.0
NIFTYBEES,median spread scale,median_spread_bps,1.4575665925723724,1.4588647552141822,1.0008906369344803,0.25,4.0,False,inside_gate,1.0
ONGC,median spread scale,median_spread_bps,1.6212053661894394,2.3810969475528583,1.468720124674584,0.25,4.0,False,inside_gate,1.0
RELIANCE,median spread scale,median_spread_bps,0.7711586658948066,1.5419962683676285,1.9995836610075408,0.25,4.0,False,inside_gate,1.0
SBIN,median spread scale,median_spread_bps,1.9254837777996103,1.928849561789929,1.0017480199153717,0.25,4.0,False,inside_gate,1.0
SUNPHARMA,median spread scale,median_spread_bps,1.5569452733734048,2.0816203332667054,1.3369900463851865,0.25,4.0,False,inside_gate,1.0
TCS,median spread scale,median_spread_bps,1.8300773207672187,1.8392622719031584,1.0050188869244543,0.25,4.0,False,inside_gate,1.0
TECHM,median spread scale,median_spread_bps,3.28655470470306,3.931596768883616,1.1962669488682178,0.25,4.0,False,inside_gate,1.0
ULTRACEMCO,median spread scale,median_spread_bps,2.584981258885873,2.5894213506421764,1.001717649495926,0.25,4.0,False,inside_gate,1.0
WIPRO,median spread scale,median_spread_bps,2.227853756952737,2.2480902473344417,1.009083401600554,0.25,4.0,False,inside_gate,1.0
ADANIPORTS,one-tick volatility scale,one_tick_return_std,0.0004411553501896,0.0001295997146243,0.2937734169348783,0.1,10.0,False,inside_gate,1.0
AXISBANK,one-tick volatility scale,one_tick_return_std,0.0004231706657462,0.0001210256349371,0.2859972222405914,0.1,10.0,False,inside_gate,1.0
BAJAJ-AUTO,one-tick volatility scale,one_tick_return_std,0.0007120099059319,0.0001212367257786,0.1702739312594186,0.1,10.0,False,inside_gate,1.0
BANKBEES,one-tick volatility scale,one_tick_return_std,0.000217664533879,0.0001056741829357,0.4854910492421511,0.1,10.0,False,inside_gate,1.0
BHARTIARTL,one-tick volatility scale,one_tick_return_std,0.0004374798903004,0.0001201886126552,0.2747294568732787,0.1,10.0,False,inside_gate,1.0
BPCL,one-tick volatility scale,one_tick_return_std,0.0006153089784578,0.0001296861635088,0.2107659209424487,0.1,10.0,False,inside_gate,1.0
BRITANNIA,one-tick volatility scale,one_tick_return_std,0.0004900395431743,0.0001039353636481,0.2120958708247906,0.1,10.0,False,inside_gate,1.0
CIPLA,one-tick volatility scale,one_tick_return_std,0.0004395412175018,0.0001038905887669,0.2363614255732209,0.1,10.0,False,inside_gate,1.0
DRREDDY,one-tick volatility scale,one_tick_return_std,0.0005422428372631,0.0001003342310976,0.1850356043502994,0.1,10.0,False,inside_gate,1.0
GOLDBEES,one-tick volatility scale,one_tick_return_std,0.0002850981786107,0.0001033349910377,0.3624540554459378,0.1,10.0,False,inside_gate,1.0
HCLTECH,one-tick volatility scale,one_tick_return_std,0.0009230660025647,0.0001251749096759,0.1356077564639359,0.1,10.0,False,inside_gate,1.0
HDFCBANK,one-tick volatility scale,one_tick_return_std,0.0002661320563781,0.0001215444046912,0.4567071188093617,0.1,10.0,False,inside_gate,1.0
HINDUNILVR,one-tick volatility scale,one_tick_return_std,0.0004491870726258,0.0001056645212124,0.235235000408097,0.1,10.0,False,inside_gate,1.0
ICICIBANK,one-tick volatility scale,one_tick_return_std,0.0002723495224193,0.000120141395613,0.4411294521312455,0.1,10.0,False,inside_gate,1.0
INFY,one-tick volatility scale,one_tick_return_std,0.0006784295765149,0.0001241827718092,0.1830444545875106,0.1,10.0,False,inside_gate,1.0
ITBEES,one-tick volatility scale,one_tick_return_std,0.0008419522636051,0.0001024943476622,0.1217341553586687,0.1,10.0,False,inside_gate,1.0
ITC,one-tick volatility scale,one_tick_return_std,0.0003538134638181,0.0001052968662719,0.2976055945855409,0.1,10.0,False,inside_gate,1.0
JUNIORBEES,one-tick volatility scale,one_tick_return_std,0.0002105588049157,9.60819702351878e-05,0.4563189379500031,0.1,10.0,False,inside_gate,1.0
KOTAKBANK,one-tick volatility scale,one_tick_return_std,0.0004387580939967,0.0001205601515236,0.2747759031073969,0.1,10.0,False,inside_gate,1.0
LT,one-tick volatility scale,one_tick_return_std,0.0003339160897955,0.0001141743641823,0.3419253149863193,0.1,10.0,False,inside_gate,1.0
M&M,one-tick volatility scale,one_tick_return_std,0.0004201292138649,0.0001123359792219,0.267384355847336,0.1,10.0,False,inside_gate,1.0
MARUTI,one-tick volatility scale,one_tick_return_std,0.0004288971469949,0.0001111251518912,0.2590951062973087,0.1,10.0,False,inside_gate,1.0
NESTLEIND,one-tick volatility scale,one_tick_return_std,0.0006511569426619,0.0001002978541542,0.1540302307831069,0.1,10.0,False,inside_gate,1.0
NIFTYBEES,one-tick volatility scale,one_tick_return_std,0.000149830079434,8.835800929659572e-05,0.5897214339761577,0.1,10.0,False,inside_gate,1.0
