phase290_variant_id,adaptive_family,primary_pressure_column,interaction_column,spread_state,market_bucket,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr,best_scenario_id,best_initial_capital_inr,best_fixed_notional_inr,best_max_concurrent_positions,best_notional_turnover_x_initial_capital,best_avg_open_notional_utilization,rejected_same_symbol_overlap_rows,rejected_max_concurrent_rows,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_above12_but_too_sparse,positive_but_below12,too_sparse_for_sparse_diagnostic,too_sparse_for_portfolio_claim,full_depth_positive_clue,same_adaptive_route_exhausted_for_acceptance
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,10,12,1,1,0,0,0,0,7.13752847337393,10.706292710060895,28.55011389349572,113.29410275196712,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_NOTWIDE_OPEN_INV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,10,12,1,1,0,0,0,0,7.13752847337393,10.706292710060895,28.55011389349572,113.29410275196712,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_NOTWIDE_OPEN_INV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,10,12,1,1,0,0,0,0,7.13752847337393,10.706292710060895,28.55011389349572,113.29410275196712,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,10,12,1,1,0,0,0,0,7.137499756018056,10.706249634027085,28.549999024072225,113.29364692092152,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_ANYSPREAD_OPEN_INV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,10,12,1,1,0,0,0,0,7.137499756018056,10.706249634027085,28.549999024072225,113.29364692092152,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_NOTWIDE_OPEN_INV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,10,12,1,1,0,0,0,0,7.137499756018056,10.706249634027085,28.549999024072225,113.29364692092152,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_NOTWIDE_OPEN_INV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,10,12,1,1,0,0,0,0,7.137499756018056,10.706249634027085,28.549999024072225,113.29364692092152,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_NOTWIDE_OPEN_INV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,8,12,1,1,0,0,0,0,5.291817238350625,7.937725857525937,21.1672689534025,83.99709902143847,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_NOTWIDE_OPEN_INV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,8,12,1,1,0,0,0,0,5.291817238350625,7.937725857525937,21.1672689534025,83.99709902143847,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,12,1,1,0,0,0,0,5.28836289118311,7.932544336774665,21.15345156473244,83.94226811401762,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,8,12,1,1,0,0,0,0,5.28836289118311,7.932544336774665,21.15345156473244,83.94226811401762,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_NOTWIDE_OPEN_INV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,8,12,1,1,0,0,0,0,5.28836289118311,7.932544336774665,21.15345156473244,83.94226811401762,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_NOTWIDE_OPEN_INV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,8,12,1,1,0,0,0,0,5.28836289118311,7.932544336774665,21.15345156473244,83.94226811401762,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I70_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,12,1,1,0,0,0,0,5.288334173827235,7.932501260740853,21.15333669530894,83.941812282972,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_ANYSPREAD_OPEN_INV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,8,12,1,1,0,0,0,0,5.288334173827235,7.932501260740853,21.15333669530894,83.941812282972,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_NOTWIDE_OPEN_INV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,8,12,1,1,0,0,0,0,5.288334173827235,7.932501260740853,21.15333669530894,83.941812282972,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_NOTWIDE_OPEN_INV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,8,12,1,1,0,0,0,0,5.288334173827235,7.932501260740853,21.15333669530894,83.941812282972,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S65_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H8_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P50_S55_I55_NOTWIDE_OPEN_INV_H13,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,13,12,3,3,0,0,0,0,3.200802837154695,9.196557636733791,12.80321134861878,152.4191827216521,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P50_S55_I55_NOTWIDE_OPEN_INV_H13_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.6666666666666666,0,2,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P50_S55_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H13,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,13,12,3,3,0,0,0,0,3.200802837154695,9.196557636733791,12.80321134861878,152.4191827216521,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P50_S55_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H13_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.6666666666666666,0,2,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P60_S50_I55_NOTWIDE_OPEN_INV_H13,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,13,12,3,3,0,0,0,0,3.199921545090829,9.194028667727084,12.799686180363317,152.37721643289663,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P60_S50_I55_NOTWIDE_OPEN_INV_H13_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.6666666666666666,0,2,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P60_S50_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H13,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,13,12,3,3,0,0,0,0,3.199921545090829,9.194028667727084,12.799686180363317,152.37721643289663,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P60_S50_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H13_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.6666666666666666,0,2,1,1,0,0,1,0,1,1,1,1
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S65_I70_TIGHT_NONOPEN_ORIG_H13,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,TIGHT,NONOPEN,ORIG,13,12,1,1,0,0,0,0,3.037628181668894,4.556442272503341,12.150512726675576,48.21632034395069,P271_P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S65_I70_TIGHT_NONOPEN_ORIG_H13_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.0,0,0,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_ANYSPREAD_OPEN_INV_H13,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,13,12,2,2,0,0,0,0,1.2726182697130408,6.070734359185425,12.14146871837085,96.36086284421307,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_ANYSPREAD_OPEN_INV_H13_CAP100000_NOT75000_CONC2_COST200,100000.0,75000.0,2,1.0,0.25,0,1,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H13,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,13,12,2,2,0,0,0,0,1.2726182697130408,6.070734359185425,12.14146871837085,96.36086284421307,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H13_CAP100000_NOT75000_CONC2_COST200,100000.0,75000.0,2,1.0,0.25,0,1,1,1,0,0,1,0,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P50_S55_I55_NOTWIDE_OPEN_INV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,10,12,3,3,0,0,0,0,2.3823863843535875,6.792492220231192,9.52954553741435,113.44697068350416,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P50_S55_I55_NOTWIDE_OPEN_INV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.6666666666666666,0,2,1,1,0,0,0,1,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P50_S55_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,10,12,3,3,0,0,0,0,2.3823863843535875,6.792492220231192,9.52954553741435,113.44697068350416,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P50_S55_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.6666666666666666,0,2,1,1,0,0,0,1,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P60_S50_I55_NOTWIDE_OPEN_INV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,10,12,3,3,0,0,0,0,2.381505092289722,6.789963251224484,9.526020369158887,113.40500439474866,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P60_S50_I55_NOTWIDE_OPEN_INV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.6666666666666666,0,2,1,1,0,0,0,1,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P60_S50_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,10,12,3,3,0,0,0,0,2.381505092289722,6.789963251224484,9.526020369158887,113.40500439474866,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P60_S50_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H10_CAP100000_NOT100000_CONC1_COST200,100000.0,100000.0,1,1.0,0.6666666666666666,0,2,1,1,0,0,0,1,1,1,1,1
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,10,12,2,2,0,0,0,0,0.4769007405417371,4.04739215081246,8.09478430162492,64.24431985416602,P271_P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P75_S50_I40_ANYSPREAD_OPEN_INV_H10_CAP100000_NOT75000_CONC2_COST200,100000.0,75000.0,2,1.0,0.25,0,1,1,1,0,0,0,1,1,1,1,1
