candidate_id,family_id,fill_model_id,fill_profile,uses_full_top_five_depth,uses_depth_beyond_l1,uses_l1_only,horizon,spread_quantile,spread_min_bps,replenishment_quantile,replenishment_min,churn_quantile,churn_cap,price_shift_quantile,price_shift_cap,imbalance_threshold,spread_capture_fraction,opportunity_rows_before_fill,symbols,trade_dates,mean_fill_probability,cost100_opportunity_rows,cost100_expected_net_pnl_inr,cost100_expected_gross_pnl_inr,cost100_expected_cost_inr,cost100_realized_fill_equivalent_rows,cost100_win_rate,cost100_profit_factor,cost100_avg_expected_net_per_opportunity,cost100_max_drawdown_inr,cost150_opportunity_rows,cost150_expected_net_pnl_inr,cost150_expected_gross_pnl_inr,cost150_expected_cost_inr,cost150_realized_fill_equivalent_rows,cost150_win_rate,cost150_profit_factor,cost150_avg_expected_net_per_opportunity,cost150_max_drawdown_inr,cost200_opportunity_rows,cost200_expected_net_pnl_inr,cost200_expected_gross_pnl_inr,cost200_expected_cost_inr,cost200_realized_fill_equivalent_rows,cost200_win_rate,cost200_profit_factor,cost200_avg_expected_net_per_opportunity,cost200_max_drawdown_inr,side_flip_expected_net_pnl_inr,side_flip_degrades,random_side_expected_net_pnl_inr,random_side_beat,queue_adverse_expected_net_pnl_inr,queue_adversity_survives,nonfill_stress_expected_net_pnl_inr,nonfill_stress_survives,survivor_candidate,has_opportunities
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H6_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_conservative_low_fill_QA1p0,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_conservative_low_fill_QA1p0,conservative_low_fill,1,1,0,6,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.0820388447596216,2,-77.70523560868673,-64.13909534600828,13.566140262678452,0.1640776895192432,0.0,0.0,-38.85261780434337,-23.387474592838423,2,-84.48830574002595,-64.13909534600828,20.349210394017675,0.1640776895192432,0.0,0.0,-42.244152870012975,-26.259781601456154,2,-91.2713758713652,-64.13909534600828,27.132280525356904,0.1640776895192432,0.0,0.0,-45.6356879356826,-29.1320886100739,-81.201050899747,1,-77.70523560868673,0,-77.65507796778354,0,-85.39809546969849,0,0,1
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H6_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_conservative_low_fill_QA1p25,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_conservative_low_fill_QA1p25,conservative_low_fill,1,1,0,6,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.07753884475962161,2,-80.68171440967552,-67.85970494699708,12.822009462678452,0.15507768951924322,0.0,0.0,-40.34085720483776,-23.60245926430302,2,-87.09271914101475,-67.85970494699708,19.233014194017674,0.15507768951924322,0.0,0.0,-43.54635957050738,-26.251527032920762,2,-93.50372387235396,-67.85970494699708,25.644018925356903,0.15507768951924322,0.0,0.0,-46.75186193617698,-28.90059480153849,-84.05558399607946,1,-80.68171440967552,0,-80.64864636256777,0,-87.5339643405614,0,0,1
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H3_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_conservative_low_fill_QA0p75,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_conservative_low_fill_QA0p75,conservative_low_fill,1,1,0,3,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.08653884475962159,2,-80.53717987952591,-66.22690881684747,14.31027106267845,0.17307768951924318,0.0,0.0,-40.268589939762954,-18.79947297246781,2,-87.69231541086515,-66.22690881684747,21.465406594017672,0.17307768951924318,0.0,0.0,-43.846157705432574,-21.895019221085548,2,-94.84745094220436,-66.22690881684747,28.6205421253569,0.17307768951924318,0.0,0.0,-47.42372547110218,-24.990565469703284,-71.68968293593801,0,-71.68968293593801,0,-80.46993264482728,0,-86.74890567179361,0,0,1
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H3_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_conservative_low_fill_QA1p0,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_conservative_low_fill_QA1p0,conservative_low_fill,1,1,0,3,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.0820388447596216,2,-83.85893387903954,-70.29279361636108,13.566140262678452,0.1640776895192432,0.0,0.0,-41.92946693951977,-19.473475026839324,2,-90.64200401037877,-70.29279361636108,20.349210394017675,0.1640776895192432,0.0,0.0,-45.321002005189385,-22.345782035457063,2,-97.42507414171799,-70.29279361636108,27.132280525356904,0.1640776895192432,0.0,0.0,-48.71253707085899,-25.218089044074787,-75.0473526293942,0,-75.0473526293942,0,-83.80877623813635,0,-89.09031443191019,0,0,1
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H3_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_conservative_low_fill_QA1p25,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_conservative_low_fill_QA1p25,conservative_low_fill,1,1,0,3,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.07753884475962161,2,-86.7564819807289,-73.93447251805046,12.822009462678452,0.15507768951924322,0.0,0.0,-43.37824099036445,-19.992660567449335,2,-93.16748671206813,-73.93447251805046,19.233014194017674,0.15507768951924322,0.0,0.0,-46.58374335603406,-22.641728336067075,2,-99.57849144340733,-73.93447251805046,25.644018925356903,0.15507768951924322,0.0,0.0,-49.789245721703665,-25.2907961046848,-77.98081642502609,0,-77.98081642502609,0,-86.72341393362115,0,-91.17882488319343,0,0,1
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H10_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_conservative_low_fill_QA0p75,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_conservative_low_fill_QA0p75,conservative_low_fill,1,1,0,10,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.08653884475962159,2,-87.5703947684163,-73.26012370573785,14.31027106267845,0.17307768951924318,0.0,0.0,-43.78519738420815,-20.607273158958193,2,-94.72553029975553,-73.26012370573785,21.465406594017672,0.17307768951924318,0.0,0.0,-47.36276514987777,-23.70281940757593,2,-101.88066583109475,-73.26012370573785,28.6205421253569,0.17307768951924318,0.0,0.0,-50.94033291554737,-26.798365656193667,-64.65646804704761,0,-64.65646804704761,0,-87.50314753371767,0,-90.96883460512784,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_balanced_depth_supported_QA0p75,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_balanced_depth_supported_QA0p75,balanced_depth_supported,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.27039979868857755,5,9.194662528132266,120.97956170478236,111.78489917665007,1.3519989934428878,0.8,1.1281648964828415,1.8389325056264532,-71.74088054105536,5,-46.69778706019278,120.97956170478236,167.67734876497514,1.3519989934428878,0.6,0.4664747687116805,-9.339557412038555,-83.7269465539811,5,-102.59023664851783,120.97956170478236,223.56979835330014,1.3519989934428878,0.4,0.07872415638847409,-20.518047329703567,-97.10957852745828,-272.32759785552145,1,-366.36174488400064,1,14.968672554091679,1,-1.0178350409758536,0,0,1
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H10_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_conservative_low_fill_QA1p0,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_conservative_low_fill_QA1p0,conservative_low_fill,1,1,0,10,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.0820388447596216,2,-90.57021118264515,-77.00407091996671,13.566140262678452,0.1640776895192432,0.0,0.0,-45.285105591322576,-21.150903412267397,2,-97.35328131398438,-77.00407091996671,20.349210394017675,0.1640776895192432,0.0,0.0,-48.67664065699219,-24.023210420885135,2,-104.13635144532361,-77.00407091996671,27.132280525356904,0.1640776895192432,0.0,0.0,-52.068175722661806,-26.895517429502874,-68.33607532578858,0,-68.33607532578858,0,-90.52005354174196,0,-93.11708081407355,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H3_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_conservative_low_fill_QA1p25,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_conservative_low_fill_QA1p25,conservative_low_fill,1,1,0,3,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,6,4,1,0.08475700696733986,6,-63.5418764274131,-21.49501016060497,42.04686626680813,0.5085420418040392,0.16666666666666666,0.016947142722777857,-10.590312737902183,-52.26910724043418,6,-84.56530956081718,-21.49501016060497,63.07029940021221,0.5085420418040392,0.0,0.0,-14.094218260136197,-69.36683126603691,6,-105.58874269422124,-21.49501016060497,84.09373253361626,0.5085420418040392,0.0,0.0,-17.598123782370205,-87.5599727361004,-96.3572043759733,1,-108.39064482400272,1,-60.987942352679966,0,-59.22349509327268,0,0,1
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H10_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_conservative_low_fill_QA1p25,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_conservative_low_fill_QA1p25,conservative_low_fill,1,1,0,10,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.07753884475962161,2,-93.1458216990497,-80.32381223637125,12.822009462678452,0.15507768951924322,0.0,0.0,-46.57291084952485,-21.539717151815097,2,-99.55682643038892,-80.32381223637125,19.233014194017674,0.15507768951924322,0.0,0.0,-49.77841321519446,-24.188784920432838,2,-105.96783116172816,-80.32381223637125,25.644018925356903,0.15507768951924322,0.0,0.0,-52.98391558086408,-26.837852689050564,-71.59147670670527,0,-71.59147670670527,0,-93.11275365194194,0,-95.01242871418592,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H3_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_conservative_low_fill_QA1p0,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_conservative_low_fill_QA1p0,conservative_low_fill,1,1,0,3,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,6,4,1,0.08859034030067321,6,-62.338256948226004,-18.389723081417866,43.948533866808134,0.5315420418040393,0.16666666666666666,0.02011323450370587,-10.389709491371,-50.98312697232206,6,-84.31252388163006,-18.389723081417866,65.9228008002122,0.5315420418040393,0.0,0.0,-14.052087313605009,-68.66150947003689,6,-106.28679081503414,-18.389723081417866,87.89706773361627,0.5315420418040393,0.0,0.0,-17.714465135839024,-87.6194520401004,-97.06616180817696,1,-109.55134184233407,1,-59.715488760086025,0,-58.353374547764275,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H3_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_conservative_low_fill_QA0p75,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_conservative_low_fill_QA0p75,conservative_low_fill,1,1,0,3,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,6,4,1,0.09242367363400654,6,-60.95492145041524,-15.104719983607119,45.85020146680812,0.5545420418040392,0.16666666666666666,0.02354977148860141,-10.159153575069206,-49.55928291632021,6,-83.88002218381932,-15.104719983607119,68.7753022002122,0.5545420418040392,0.0,0.0,-13.98000369730322,-67.81193171687735,6,-106.80512291722339,-15.104719983607119,91.70040293361625,0.5545420418040392,0.0,0.0,-17.80085381953723,-87.53467538694085,-97.59540322175695,1,-110.53232284204175,1,-58.26331914886847,0,-57.37603601291407,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_balanced_depth_supported_QA1p0,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_balanced_depth_supported_QA1p0,balanced_depth_supported,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.26502379868857756,5,2.2015732067921974,111.76400172744229,109.56242852065009,1.3251189934428877,0.8,1.0306262949490939,0.44031464135843945,-71.88506511974722,5,-52.57964105353284,111.76400172744229,164.34364278097513,1.3251189934428877,0.6,0.40607823893609735,-10.515928210706567,-83.79093036867293,5,-107.36085531385788,111.76400172744229,219.12485704130017,1.3251189934428877,0.4,0.057096567731438494,-21.472171062771576,-98.9572462614158,-271.2829630583831,1,-364.6879119474862,1,7.91372710803919,1,-5.300749388839362,0,0,1
P262_P262_BROAD_PASSIVE_ASK_REPLENISHMENT_H6_SPQ0p75_RQ0p75_CQ0p75_PQ0p75_I0p06_CF0p5_P261_FILL_baseline_conservative_QA0p75,P262_BROAD_PASSIVE_ASK_REPLENISHMENT,P261_FILL_baseline_conservative_QA0p75,baseline_conservative,1,1,0,6,0.75,3.4284694119258963,0.75,7530.25,0.75,80028.5,0.75,3.6000000000004206,0.06,0.5,2,2,1,0.16550902661539454,2,-84.15504483031567,-56.786074967530155,27.368969862785516,0.3310180532307891,0.0,0.0,-42.07752241515784,-28.64173064999254,2,-97.83952976170843,-56.786074967530155,41.05345479417828,0.3310180532307891,0.0,0.0,-48.91976488085422,-34.85528624478091,2,-111.52401469310118,-56.786074967530155,54.73793972557103,0.3310180532307891,0.0,0.0,-55.76200734655059,-41.06884183956929,-90.76257122028068,1,-84.15504483031567,0,-83.96243181022123,0,-76.02683286778438,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_balanced_depth_supported_QA1p25,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_balanced_depth_supported_QA1p25,balanced_depth_supported,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.25964779868857757,5,-4.5983370394393965,102.7416208252107,107.33995786465009,1.298238993442888,0.8,0.936152803969142,-0.9196674078878793,-72.02097077555256,5,-58.26831597176445,102.7416208252107,161.00993679697513,1.298238993442888,0.6,0.3487421867322802,-11.653663194352891,-83.84663526047828,5,-111.93829490408947,102.7416208252107,214.67991572930018,1.298238993442888,0.2,0.037261425086083856,-22.387658980817896,-100.76193649197673,-270.04514918613626,1,-362.82089993586317,1,1.0519607370951718,1,-9.468388296680473,0,0,1
P262_P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN_H10_SPQ0p75_RQ0p4_CQ0p4_PQ0p5_I0p0_CF0p5_P261_FILL_optimistic_but_capped_QA0p75,P262_TWO_SIDED_SPREAD_CAPTURE_LOW_CHURN,P261_FILL_optimistic_but_capped_QA0p75,optimistic_but_capped,1,1,0,10,0.75,3.4284694119258963,0.4,1797.0,0.4,17062.0,0.5,1.599999999999909,0.0,0.5,5,4,1,0.35,5,29.502937725915224,174.19503772591523,144.69209999999998,1.75,0.8,1.3446879965336294,5.900587545183045,-85.59316838013757,5,-42.84311227408479,174.19503772591523,217.03814999999997,1.75,0.6,0.584914748412969,-8.568622454816957,-100.06237838013757,5,-115.18916227408477,174.19503772591523,289.38419999999996,1.75,0.6,0.12836930426678722,-23.037832454816954,-114.53158838013755,-350.20340736891495,1,-463.71853560687697,1,36.868038040908466,1,13.434121917490664,1,0,1
