phase290_variant_id,adaptive_family,primary_pressure_column,interaction_column,spread_state,market_bucket,side_mode,exit_horizon_ticks,scenario_rows,selected_event_rows,max_scheduled_event_rows,cost200_above12_sparse_diagnostic_rows,robust_portfolio_floor_above12_rows,sparse_floor_met_rows,robust_portfolio_floor_met_rows,min_annualized_pct,median_annualized_pct,max_annualized_pct,max_net_pnl_inr
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H10,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,10,4,26,2,0,0,0,0,1.995918191473573,3.918672290337213,3.991836382947146,126.72496453800463
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,ALL,ORIG,8,4,109,2,0,0,0,0,1.1389664022394024,1.3380420437747165,3.0742353706200607,97.5947736704781
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,4,109,2,0,0,0,0,1.1389664022394024,1.3380420437747165,3.0742353706200607,97.5947736704781
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_ORIG_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,ALL,ORIG,8,4,109,2,0,0,0,0,1.1389664022394024,1.3380420437747165,3.0742353706200607,97.5947736704781
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,109,2,0,0,0,0,1.1389664022394024,1.3380420437747165,3.0742353706200607,97.5947736704781
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,ALL,ORIG,8,4,26,2,0,0,0,0,1.5129318204089295,2.960534997743794,3.025863640817859,96.05916320056696
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,4,26,2,0,0,0,0,1.5129318204089295,2.960534997743794,3.025863640817859,96.05916320056696
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,ALL,ORIG,8,4,26,2,0,0,0,0,1.5129318204089295,2.960534997743794,3.025863640817859,96.05916320056696
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,26,2,0,0,0,0,1.5129318204089295,2.960534997743794,3.025863640817859,96.05916320056696
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,10,4,285,2,0,0,0,0,0.35564556939763275,1.8214826748165296,2.9316742108377936,93.06902256627916
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,10,4,202,2,0,0,0,0,0.3503925651141792,1.8107777776617926,2.9207704250952267,92.72287063794371
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_ORIG_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,ORIG,8,4,161,3,0,0,0,0,-8.900895873777936,-3.8553339133814304,2.380456094030149,75.57003473111584
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,161,3,0,0,0,0,-8.900895873777936,-3.8553339133814304,2.380456094030149,75.57003473111584
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,ORIG,8,4,114,3,0,0,0,0,-8.982939949451323,-3.8964875877521705,2.3799295478939637,75.55331898076075
P290_P290_PRESSURE_CONTINUATION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,pressure_continuation_adaptive,abs_consensus_imbalance,pressure_interaction,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,4,114,3,0,0,0,0,-8.982939949451323,-3.8964875877521705,2.3799295478939637,75.55331898076075
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,10,4,12,2,0,0,0,0,0.2767543112952289,1.4374677040302857,2.3214267854701136,64.48407737416983
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H10,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,10,4,12,2,0,0,0,0,0.2767543112952289,1.4374677040302857,2.3214267854701136,64.48407737416983
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_ORIG_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,ALL,ORIG,5,4,133,2,0,0,0,0,1.0546438072709026,2.103739952606127,2.109287614541805,66.96151157275573
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,ALL,ORIG,5,4,98,2,0,0,0,0,1.049535280366623,2.0929806442427346,2.099070560733246,66.63716065819827
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,4,285,2,0,0,0,0,0.03978185397355949,1.0724971307067654,2.065430553466412,65.56922391956863
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,8,4,202,2,0,0,0,0,0.034528849690106014,1.0617922335520287,2.0545267677238455,65.22307199123318
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_INV_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,INV,5,4,5,2,0,0,0,0,0.8218590608798207,1.6323264552112147,1.6437181217596415,32.61345479681829
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_PRESSURE_SIGN_REV_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,NOTWIDE,OPEN,PRESSURE_SIGN_REV,5,4,5,2,0,0,0,0,0.8218590608798207,1.6323264552112147,1.6437181217596415,32.61345479681829
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,5,4,285,3,0,0,0,0,0.5339809673994464,1.3255195237667818,1.583077112734671,50.256416277291144
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,ALL,ORIG,5,4,202,3,0,0,0,0,0.5236194362117134,1.3071518362556258,1.5670648000878251,49.748088891676986
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,8,4,12,2,0,0,0,0,-0.13139753015805694,0.6924709602668678,1.450640685612764,40.295574600354556
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H8,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,8,4,12,2,0,0,0,0,-0.13139753015805694,0.6924709602668678,1.450640685612764,40.295574600354556
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_ORIG_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,ALL,ORIG,5,4,109,2,0,0,0,0,-0.1763835333910485,0.2518798271167118,1.3602863752489442,43.18369445234744
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,4,109,2,0,0,0,0,-0.1763835333910485,0.2518798271167118,1.3602863752489442,43.18369445234744
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_ORIG_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,ALL,ORIG,5,4,109,2,0,0,0,0,-0.1763835333910485,0.2518798271167118,1.3602863752489442,43.18369445234744
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,4,109,2,0,0,0,0,-0.1763835333910485,0.2518798271167118,1.3602863752489442,43.18369445234744
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,ALL,ORIG,5,4,26,2,0,0,0,0,0.6559573227233715,1.2604886315821515,1.311914645446743,41.64808398243629
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,4,26,2,0,0,0,0,0.6559573227233715,1.2604886315821515,1.311914645446743,41.64808398243629
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,ALL,ORIG,5,4,26,2,0,0,0,0,0.6559573227233715,1.2604886315821515,1.311914645446743,41.64808398243629
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,4,26,2,0,0,0,0,0.6559573227233715,1.2604886315821515,1.311914645446743,41.64808398243629
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,ALL,ORIG,10,4,88,2,0,0,0,0,0.15628006584432272,0.39438371831049857,0.47620730493235175,15.117692220074659
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,OPEN,ORIG,10,4,69,2,0,0,0,0,0.15628006584432272,0.39438371831049857,0.47620730493235175,15.117692220074659
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,ALL,ORIG,10,4,84,2,0,0,0,0,0.15628006584432272,0.39438371831049857,0.47620730493235175,15.117692220074659
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_ORIG_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,OPEN,ORIG,10,4,69,2,0,0,0,0,0.15628006584432272,0.39438371831049857,0.47620730493235175,15.117692220074659
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,OPEN,ORIG,10,4,78,2,0,0,0,0,-6.810893077915602,-3.325250261165693,0.3207851111684315,10.18365432280735
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_ORIG_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,ALL,ORIG,10,4,104,2,0,0,0,0,-6.810893077915602,-3.325250261165693,0.3207851111684315,10.18365432280735
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_ORIG_H10,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,OPEN,ORIG,10,4,77,2,0,0,0,0,-6.810893077915602,-3.325250261165693,0.3207851111684315,10.18365432280735
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_INV_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,INV,5,4,12,2,0,0,0,0,-1.346643221086362,-0.38386896971054035,-0.09441632887789977,-2.622675802163883
P290_P290_EXHAUSTION_REVERSAL_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_REV_H5,exhaustion_reversal_adaptive,depth_withdrawal_pressure,churn_withdraw_interaction,ANYSPREAD,OPEN,PRESSURE_SIGN_REV,5,4,12,2,0,0,0,0,-1.346643221086362,-0.38386896971054035,-0.09441632887789977,-2.622675802163883
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_ANYSPREAD_ALL_ORIG_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,ALL,ORIG,8,4,88,2,0,0,0,0,-0.26596695712464585,-0.12626974699180127,-0.1195560154212796,-3.795429060993003
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_ANYSPREAD_OPEN_ORIG_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,OPEN,ORIG,8,4,69,2,0,0,0,0,-0.26596695712464585,-0.12626974699180127,-0.1195560154212796,-3.795429060993003
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_NOTWIDE_ALL_ORIG_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,ALL,ORIG,8,4,84,2,0,0,0,0,-0.26596695712464585,-0.12626974699180127,-0.1195560154212796,-3.795429060993003
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P65_S55_I55_NOTWIDE_OPEN_ORIG_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,OPEN,ORIG,8,4,69,2,0,0,0,0,-0.26596695712464585,-0.12626974699180127,-0.1195560154212796,-3.795429060993003
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,ANYSPREAD,OPEN,ORIG,8,4,78,2,0,0,0,0,-6.638536007645427,-3.448138992645143,-0.12887098882242987,-4.091142502299361
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_ALL_ORIG_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,ALL,ORIG,8,4,104,2,0,0,0,0,-6.638536007645427,-3.448138992645143,-0.12887098882242987,-4.091142502299361
P290_P290_LIQUIDITY_VACUUM_ADAPTIVE_P45_S45_I55_NOTWIDE_OPEN_ORIG_H8,liquidity_vacuum_adaptive,liquidity_vacuum_pressure,withdraw_replenish_ratio,NOTWIDE,OPEN,ORIG,8,4,77,2,0,0,0,0,-6.638536007645427,-3.448138992645143,-0.12887098882242987,-4.091142502299361
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_ORIG_H10,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,OPEN,ORIG,10,4,27,2,0,0,0,0,-0.31256416034999385,-0.28769367944167773,-0.1314115992666808,-4.171796802116852
P290_P290_REPLENISHMENT_ABSORPTION_ADAPTIVE_P45_S45_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H10,replenishment_absorption_adaptive,replenishment_dominance,spread_compression_score,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,10,4,27,2,0,0,0,0,-0.31256416034999385,-0.28769367944167773,-0.1314115992666808,-4.171796802116852
