trade_month,trade_date,regime_code,feed_profile,row_count,market_shock_rows,symbol_shock_rows
2026-01,2026-01-13,D03,stressed_retail,2396,0,0
2026-01,2026-01-14,D04,disconnect_scenario,2378,0,0
2026-01,2026-01-14,D04,good_retail,2397,0,0
2026-01,2026-01-14,D04,ideal_research,2400,0,0
2026-01,2026-01-14,D04,normal_retail,2401,0,0
2026-01,2026-01-14,D04,stressed_retail,2397,0,0
2026-01,2026-01-15,D08,disconnect_scenario,2377,0,0
2026-01,2026-01-15,D08,good_retail,2404,0,0
2026-01,2026-01-15,D08,ideal_research,2400,0,0
2026-01,2026-01-15,D08,normal_retail,2399,0,0
2026-01,2026-01-15,D08,stressed_retail,2395,0,0
2026-01,2026-01-16,D08,disconnect_scenario,2357,0,0
2026-01,2026-01-16,D08,good_retail,2404,0,0
2026-01,2026-01-16,D08,ideal_research,2400,0,0
2026-01,2026-01-16,D08,normal_retail,2400,0,0
2026-01,2026-01-16,D08,stressed_retail,2389,0,0
2026-01,2026-01-19,D02,disconnect_scenario,2380,0,0
2026-01,2026-01-19,D02,good_retail,2398,0,0
2026-01,2026-01-19,D02,ideal_research,2400,0,0
2026-01,2026-01-19,D02,normal_retail,2403,0,0
2026-01,2026-01-19,D02,stressed_retail,2383,0,0
2026-01,2026-01-20,D03,disconnect_scenario,2369,0,0
2026-01,2026-01-20,D03,good_retail,2404,0,0
2026-01,2026-01-20,D03,ideal_research,2400,0,0
2026-01,2026-01-20,D03,normal_retail,2395,0,0
2026-01,2026-01-20,D03,stressed_retail,2394,0,0
2026-01,2026-01-21,D15,disconnect_scenario,2369,0,0
2026-01,2026-01-21,D15,good_retail,2402,0,0
2026-01,2026-01-21,D15,ideal_research,2400,0,0
2026-01,2026-01-21,D15,normal_retail,2399,0,0
2026-01,2026-01-21,D15,stressed_retail,2379,0,0
2026-01,2026-01-22,D10,disconnect_scenario,2366,0,0
2026-01,2026-01-22,D10,good_retail,2398,0,0
2026-01,2026-01-22,D10,ideal_research,2400,0,0
2026-01,2026-01-22,D10,normal_retail,2407,0,0
2026-01,2026-01-22,D10,stressed_retail,2404,0,0
2026-01,2026-01-23,D02,disconnect_scenario,2375,0,0
2026-01,2026-01-23,D02,good_retail,2400,0,0
2026-01,2026-01-23,D02,ideal_research,2400,0,0
2026-01,2026-01-23,D02,normal_retail,2398,0,0
2026-01,2026-01-23,D02,stressed_retail,2389,0,0
2026-01,2026-01-26,D17,disconnect_scenario,2336,0,365
2026-01,2026-01-26,D17,good_retail,2398,0,375
2026-01,2026-01-26,D17,ideal_research,2400,0,375
2026-01,2026-01-26,D17,normal_retail,2402,0,376
2026-01,2026-01-26,D17,stressed_retail,2394,0,373
2026-01,2026-01-27,D01,disconnect_scenario,2372,0,0
2026-01,2026-01-27,D01,good_retail,2400,0,0
2026-01,2026-01-27,D01,ideal_research,2400,0,0
2026-01,2026-01-27,D01,normal_retail,2391,0,0
2026-01,2026-01-27,D01,stressed_retail,2391,0,0
2026-01,2026-01-28,D03,disconnect_scenario,2380,0,0
2026-01,2026-01-28,D03,good_retail,2399,0,0
2026-01,2026-01-28,D03,ideal_research,2400,0,0
2026-01,2026-01-28,D03,normal_retail,2393,0,0
2026-01,2026-01-28,D03,stressed_retail,2392,0,0
2026-01,2026-01-29,D01,disconnect_scenario,2372,0,0
2026-01,2026-01-29,D01,good_retail,2402,0,0
2026-01,2026-01-29,D01,ideal_research,2400,0,0
2026-01,2026-01-29,D01,normal_retail,2396,0,0
2026-01,2026-01-29,D01,stressed_retail,2393,0,0
2026-01,2026-01-30,D06,disconnect_scenario,2376,0,0
2026-01,2026-01-30,D06,good_retail,2400,0,0
2026-01,2026-01-30,D06,ideal_research,2400,0,0
2026-01,2026-01-30,D06,normal_retail,2393,0,0
2026-01,2026-01-30,D06,stressed_retail,2397,0,0
2026-02,2026-02-02,D04,disconnect_scenario,2357,0,0
2026-02,2026-02-02,D04,good_retail,2405,0,0
2026-02,2026-02-02,D04,ideal_research,2400,0,0
2026-02,2026-02-02,D04,normal_retail,2398,0,0
2026-02,2026-02-02,D04,stressed_retail,2389,0,0
2026-02,2026-02-03,D01,disconnect_scenario,2372,0,0
2026-02,2026-02-03,D01,good_retail,2403,0,0
2026-02,2026-02-03,D01,ideal_research,2400,0,0
2026-02,2026-02-03,D01,normal_retail,2400,0,0
2026-02,2026-02-03,D01,stressed_retail,2380,0,0
2026-02,2026-02-04,D05,disconnect_scenario,2380,0,0
2026-02,2026-02-04,D05,good_retail,2404,0,0
2026-02,2026-02-04,D05,ideal_research,2400,0,0
2026-02,2026-02-04,D05,normal_retail,2399,0,0
2026-02,2026-02-04,D05,stressed_retail,2390,0,0
2026-02,2026-02-05,D03,disconnect_scenario,2376,0,0
2026-02,2026-02-05,D03,good_retail,2398,0,0
2026-02,2026-02-05,D03,ideal_research,2400,0,0
2026-02,2026-02-05,D03,normal_retail,2398,0,0
2026-02,2026-02-05,D03,stressed_retail,2390,0,0
2026-02,2026-02-06,D04,disconnect_scenario,2374,0,0
2026-02,2026-02-06,D04,good_retail,2398,0,0
2026-02,2026-02-06,D04,ideal_research,2400,0,0
2026-02,2026-02-06,D04,normal_retail,2396,0,0
2026-02,2026-02-06,D04,stressed_retail,2395,0,0
2026-02,2026-02-09,D12,disconnect_scenario,2358,0,147
2026-02,2026-02-09,D12,good_retail,2396,0,150
2026-02,2026-02-09,D12,ideal_research,2400,0,150
2026-02,2026-02-09,D12,normal_retail,2392,0,150
2026-02,2026-02-09,D12,stressed_retail,2369,0,150
2026-02,2026-02-10,D06,disconnect_scenario,2374,0,0
2026-02,2026-02-10,D06,good_retail,2402,0,0
2026-02,2026-02-10,D06,ideal_research,2400,0,0
2026-02,2026-02-10,D06,normal_retail,2396,0,0
2026-02,2026-02-10,D06,stressed_retail,2388,0,0
2026-02,2026-02-11,D04,disconnect_scenario,2378,0,0
2026-02,2026-02-11,D04,good_retail,2400,0,0
2026-02,2026-02-11,D04,ideal_research,2400,0,0
2026-02,2026-02-11,D04,normal_retail,2395,0,0
2026-02,2026-02-11,D04,stressed_retail,2398,0,0
2026-02,2026-02-12,D02,disconnect_scenario,2379,0,0
2026-02,2026-02-12,D02,good_retail,2402,0,0
2026-02,2026-02-12,D02,ideal_research,2400,0,0
2026-02,2026-02-12,D02,normal_retail,2399,0,0
2026-02,2026-02-12,D02,stressed_retail,2380,0,0
2026-02,2026-02-13,D20,disconnect_scenario,2356,2356,594
2026-02,2026-02-13,D20,good_retail,2397,2397,602
2026-02,2026-02-13,D20,ideal_research,2400,2400,600
2026-02,2026-02-13,D20,normal_retail,2389,2389,598
2026-02,2026-02-13,D20,stressed_retail,2377,2377,590
2026-02,2026-02-16,D19,disconnect_scenario,2353,0,0
2026-02,2026-02-16,D19,good_retail,2399,0,0
2026-02,2026-02-16,D19,ideal_research,2400,0,0
2026-02,2026-02-16,D19,normal_retail,2395,0,0
2026-02,2026-02-16,D19,stressed_retail,2372,0,0
2026-02,2026-02-17,D19,disconnect_scenario,2360,0,0
2026-02,2026-02-17,D19,good_retail,2395,0,0
2026-02,2026-02-17,D19,ideal_research,2400,0,0
2026-02,2026-02-17,D19,normal_retail,2399,0,0
2026-02,2026-02-17,D19,stressed_retail,2398,0,0
2026-02,2026-02-18,D02,disconnect_scenario,2382,0,0
2026-02,2026-02-18,D02,good_retail,2402,0,0
2026-02,2026-02-18,D02,ideal_research,2400,0,0
2026-02,2026-02-18,D02,normal_retail,2406,0,0
2026-02,2026-02-18,D02,stressed_retail,2375,0,0
2026-02,2026-02-19,D12,disconnect_scenario,2351,0,150
2026-02,2026-02-19,D12,good_retail,2398,0,149
2026-02,2026-02-19,D12,ideal_research,2400,0,150
2026-02,2026-02-19,D12,normal_retail,2401,0,150
2026-02,2026-02-19,D12,stressed_retail,2375,0,149
2026-02,2026-02-20,D04,disconnect_scenario,2381,0,0
2026-02,2026-02-20,D04,good_retail,2403,0,0
2026-02,2026-02-20,D04,ideal_research,2400,0,0
2026-02,2026-02-20,D04,normal_retail,2404,0,0
2026-02,2026-02-20,D04,stressed_retail,2384,0,0
2026-02,2026-02-23,D18,disconnect_scenario,2360,0,0
2026-02,2026-02-23,D18,good_retail,2400,0,0
2026-02,2026-02-23,D18,ideal_research,2400,0,0
2026-02,2026-02-23,D18,normal_retail,2399,0,0
2026-02,2026-02-23,D18,stressed_retail,2383,0,0
2026-02,2026-02-24,D13,disconnect_scenario,2364,2364,734
2026-02,2026-02-24,D13,good_retail,2399,2399,749
2026-02,2026-02-24,D13,ideal_research,2400,2400,750
2026-02,2026-02-24,D13,normal_retail,2397,2397,749
2026-02,2026-02-24,D13,stressed_retail,2386,2386,752
2026-02,2026-02-25,D01,disconnect_scenario,2384,0,0
2026-02,2026-02-25,D01,good_retail,2400,0,0
2026-02,2026-02-25,D01,ideal_research,2400,0,0
2026-02,2026-02-25,D01,normal_retail,2402,0,0
2026-02,2026-02-25,D01,stressed_retail,2384,0,0
2026-02,2026-02-26,D18,disconnect_scenario,2351,0,0
2026-02,2026-02-26,D18,good_retail,2404,0,0
2026-02,2026-02-26,D18,ideal_research,2400,0,0
2026-02,2026-02-26,D18,normal_retail,2398,0,0
2026-02,2026-02-26,D18,stressed_retail,2379,0,0
2026-02,2026-02-27,D07,disconnect_scenario,2346,2346,1249
2026-02,2026-02-27,D07,good_retail,2400,2400,1273
2026-02,2026-02-27,D07,ideal_research,2400,2400,1275
2026-02,2026-02-27,D07,normal_retail,2388,2388,1269
2026-02,2026-02-27,D07,stressed_retail,2386,2386,1269
2026-03,2026-03-02,D06,disconnect_scenario,2384,0,0
2026-03,2026-03-02,D06,good_retail,2402,0,0
2026-03,2026-03-02,D06,ideal_research,2400,0,0
2026-03,2026-03-02,D06,normal_retail,2398,0,0
2026-03,2026-03-02,D06,stressed_retail,2396,0,0
2026-03,2026-03-03,D11,disconnect_scenario,2379,0,0
2026-03,2026-03-03,D11,good_retail,2398,0,0
2026-03,2026-03-03,D11,ideal_research,2400,0,0
2026-03,2026-03-03,D11,normal_retail,2399,0,0
2026-03,2026-03-03,D11,stressed_retail,2395,0,0
2026-03,2026-03-04,D09,disconnect_scenario,2368,0,0
2026-03,2026-03-04,D09,good_retail,2400,0,0
2026-03,2026-03-04,D09,ideal_research,2400,0,0
2026-03,2026-03-04,D09,normal_retail,2400,0,0
2026-03,2026-03-04,D09,stressed_retail,2390,0,0
2026-03,2026-03-05,D17,disconnect_scenario,2352,0,145
2026-03,2026-03-05,D17,good_retail,2396,0,150
2026-03,2026-03-05,D17,ideal_research,2400,0,150
2026-03,2026-03-05,D17,normal_retail,2397,0,150
2026-03,2026-03-05,D17,stressed_retail,2376,0,151
2026-03,2026-03-06,D05,disconnect_scenario,2383,0,0
2026-03,2026-03-06,D05,good_retail,2399,0,0
2026-03,2026-03-06,D05,ideal_research,2400,0,0
2026-03,2026-03-06,D05,normal_retail,2400,0,0
2026-03,2026-03-06,D05,stressed_retail,2388,0,0
2026-03,2026-03-09,D01,disconnect_scenario,2364,0,0
2026-03,2026-03-09,D01,good_retail,2398,0,0
2026-03,2026-03-09,D01,ideal_research,2400,0,0
2026-03,2026-03-09,D01,normal_retail,2398,0,0
2026-03,2026-03-09,D01,stressed_retail,2399,0,0
2026-03,2026-03-10,D04,disconnect_scenario,2376,0,0
2026-03,2026-03-10,D04,good_retail,2400,0,0
2026-03,2026-03-10,D04,ideal_research,2400,0,0
2026-03,2026-03-10,D04,normal_retail,2395,0,0
2026-03,2026-03-10,D04,stressed_retail,2390,0,0
2026-03,2026-03-11,D01,disconnect_scenario,2368,0,0
2026-03,2026-03-11,D01,good_retail,2402,0,0
2026-03,2026-03-11,D01,ideal_research,2400,0,0
2026-03,2026-03-11,D01,normal_retail,2397,0,0
2026-03,2026-03-11,D01,stressed_retail,2388,0,0
2026-03,2026-03-12,D18,disconnect_scenario,2349,0,0
2026-03,2026-03-12,D18,good_retail,2406,0,0
2026-03,2026-03-12,D18,ideal_research,2400,0,0
2026-03,2026-03-12,D18,normal_retail,2394,0,0
2026-03,2026-03-12,D18,stressed_retail,2358,0,0
2026-03,2026-03-13,D07,disconnect_scenario,2342,2342,1021
2026-03,2026-03-13,D07,good_retail,2402,2402,1054
2026-03,2026-03-13,D07,ideal_research,2400,2400,1050
2026-03,2026-03-13,D07,normal_retail,2388,2388,1045
2026-03,2026-03-13,D07,stressed_retail,2376,2376,1045
2026-03,2026-03-16,D02,disconnect_scenario,2379,0,0
2026-03,2026-03-16,D02,good_retail,2401,0,0
2026-03,2026-03-16,D02,ideal_research,2400,0,0
2026-03,2026-03-16,D02,normal_retail,2402,0,0
2026-03,2026-03-16,D02,stressed_retail,2386,0,0
2026-03,2026-03-17,D01,disconnect_scenario,2369,0,0
2026-03,2026-03-17,D01,good_retail,2405,0,0
2026-03,2026-03-17,D01,ideal_research,2400,0,0
2026-03,2026-03-17,D01,normal_retail,2399,0,0
2026-03,2026-03-17,D01,stressed_retail,2391,0,0
2026-03,2026-03-18,D01,disconnect_scenario,2359,0,0
2026-03,2026-03-18,D01,good_retail,2400,0,0
2026-03,2026-03-18,D01,ideal_research,2400,0,0
2026-03,2026-03-18,D01,normal_retail,2401,0,0
2026-03,2026-03-18,D01,stressed_retail,2396,0,0
2026-03,2026-03-19,D01,disconnect_scenario,2367,0,0
2026-03,2026-03-19,D01,good_retail,2401,0,0
2026-03,2026-03-19,D01,ideal_research,2400,0,0
2026-03,2026-03-19,D01,normal_retail,2398,0,0
2026-03,2026-03-19,D01,stressed_retail,2400,0,0
2026-03,2026-03-20,D03,disconnect_scenario,2364,0,0
2026-03,2026-03-20,D03,good_retail,2400,0,0
2026-03,2026-03-20,D03,ideal_research,2400,0,0
2026-03,2026-03-20,D03,normal_retail,2396,0,0
2026-03,2026-03-20,D03,stressed_retail,2395,0,0
2026-03,2026-03-23,D02,disconnect_scenario,2375,0,0
2026-03,2026-03-23,D02,good_retail,2402,0,0
2026-03,2026-03-23,D02,ideal_research,2400,0,0
2026-03,2026-03-23,D02,normal_retail,2398,0,0
2026-03,2026-03-23,D02,stressed_retail,2392,0,0
2026-03,2026-03-24,D01,disconnect_scenario,2362,0,0
2026-03,2026-03-24,D01,good_retail,2401,0,0
2026-03,2026-03-24,D01,ideal_research,2400,0,0
2026-03,2026-03-24,D01,normal_retail,2401,0,0
2026-03,2026-03-24,D01,stressed_retail,2385,0,0
2026-03,2026-03-25,D06,disconnect_scenario,2381,0,0
2026-03,2026-03-25,D06,good_retail,2400,0,0
2026-03,2026-03-25,D06,ideal_research,2400,0,0
2026-03,2026-03-25,D06,normal_retail,2401,0,0
2026-03,2026-03-25,D06,stressed_retail,2393,0,0
2026-03,2026-03-26,D12,disconnect_scenario,2350,0,372
2026-03,2026-03-26,D12,good_retail,2399,0,374
2026-03,2026-03-26,D12,ideal_research,2400,0,375
2026-03,2026-03-26,D12,normal_retail,2399,0,375
2026-03,2026-03-26,D12,stressed_retail,2377,0,374
2026-03,2026-03-27,D06,disconnect_scenario,2374,0,0
2026-03,2026-03-27,D06,good_retail,2403,0,0
2026-03,2026-03-27,D06,ideal_research,2400,0,0
2026-03,2026-03-27,D06,normal_retail,2401,0,0
2026-03,2026-03-27,D06,stressed_retail,2376,0,0
2026-03,2026-03-30,D12,disconnect_scenario,2353,2353,145
2026-03,2026-03-30,D12,good_retail,2400,2400,150
2026-03,2026-03-30,D12,ideal_research,2400,2400,150
2026-03,2026-03-30,D12,normal_retail,2398,2398,149
2026-03,2026-03-30,D12,stressed_retail,2374,2374,147
2026-03,2026-03-31,D04,disconnect_scenario,2382,0,0
2026-03,2026-03-31,D04,good_retail,2398,0,0
2026-03,2026-03-31,D04,ideal_research,2400,0,0
2026-03,2026-03-31,D04,normal_retail,2402,0,0
2026-03,2026-03-31,D04,stressed_retail,2397,0,0
2026-04,2026-04-01,D05,disconnect_scenario,2358,2358,74
2026-04,2026-04-01,D05,good_retail,2399,2399,75
2026-04,2026-04-01,D05,ideal_research,2400,2400,75
2026-04,2026-04-01,D05,normal_retail,2392,2392,75
2026-04,2026-04-01,D05,stressed_retail,2383,2383,74
2026-04,2026-04-02,D07,disconnect_scenario,2344,2344,659
2026-04,2026-04-02,D07,good_retail,2398,2398,673
2026-04,2026-04-02,D07,ideal_research,2400,2400,675
2026-04,2026-04-02,D07,normal_retail,2398,2398,673
2026-04,2026-04-02,D07,stressed_retail,2377,2377,670
2026-04,2026-04-03,D04,disconnect_scenario,2374,0,0
2026-04,2026-04-03,D04,good_retail,2400,0,0
2026-04,2026-04-03,D04,ideal_research,2400,0,0
2026-04,2026-04-03,D04,normal_retail,2394,0,0
2026-04,2026-04-03,D04,stressed_retail,2384,0,0
2026-04,2026-04-06,D13,disconnect_scenario,2356,0,583
2026-04,2026-04-06,D13,good_retail,2401,0,601
2026-04,2026-04-06,D13,ideal_research,2400,0,600
2026-04,2026-04-06,D13,normal_retail,2407,0,601
2026-04,2026-04-06,D13,stressed_retail,2379,0,590
2026-04,2026-04-07,D04,disconnect_scenario,2379,0,0
2026-04,2026-04-07,D04,good_retail,2401,0,0
2026-04,2026-04-07,D04,ideal_research,2400,0,0
2026-04,2026-04-07,D04,normal_retail,2399,0,0
2026-04,2026-04-07,D04,stressed_retail,2387,0,0
2026-04,2026-04-08,D02,disconnect_scenario,2383,0,0
2026-04,2026-04-08,D02,good_retail,2398,0,0
2026-04,2026-04-08,D02,ideal_research,2400,0,0
2026-04,2026-04-08,D02,normal_retail,2397,0,0
2026-04,2026-04-08,D02,stressed_retail,2390,0,0
2026-04,2026-04-09,D05,disconnect_scenario,2342,2342,72
2026-04,2026-04-09,D05,good_retail,2400,2400,75
2026-04,2026-04-09,D05,ideal_research,2400,2400,75
2026-04,2026-04-09,D05,normal_retail,2401,2401,77
2026-04,2026-04-09,D05,stressed_retail,2385,2385,74
2026-04,2026-04-10,D05,disconnect_scenario,2376,0,0
2026-04,2026-04-10,D05,good_retail,2401,0,0
2026-04,2026-04-10,D05,ideal_research,2400,0,0
2026-04,2026-04-10,D05,normal_retail,2393,0,0
2026-04,2026-04-10,D05,stressed_retail,2386,0,0
2026-04,2026-04-13,D15,disconnect_scenario,2375,0,0
2026-04,2026-04-13,D15,good_retail,2402,0,0
2026-04,2026-04-13,D15,ideal_research,2400,0,0
2026-04,2026-04-13,D15,normal_retail,2396,0,0
2026-04,2026-04-13,D15,stressed_retail,2386,0,0
2026-04,2026-04-14,D01,disconnect_scenario,2381,0,0
2026-04,2026-04-14,D01,good_retail,2400,0,0
2026-04,2026-04-14,D01,ideal_research,2400,0,0
2026-04,2026-04-14,D01,normal_retail,2398,0,0
2026-04,2026-04-14,D01,stressed_retail,2388,0,0
2026-04,2026-04-15,D04,disconnect_scenario,2369,0,0
2026-04,2026-04-15,D04,good_retail,2401,0,0
2026-04,2026-04-15,D04,ideal_research,2400,0,0
2026-04,2026-04-15,D04,normal_retail,2392,0,0
2026-04,2026-04-15,D04,stressed_retail,2400,0,0
2026-04,2026-04-16,D05,disconnect_scenario,2371,0,0
2026-04,2026-04-16,D05,good_retail,2400,0,0
2026-04,2026-04-16,D05,ideal_research,2400,0,0
2026-04,2026-04-16,D05,normal_retail,2392,0,0
2026-04,2026-04-16,D05,stressed_retail,2385,0,0
2026-04,2026-04-17,D18,disconnect_scenario,2347,0,0
2026-04,2026-04-17,D18,good_retail,2399,0,0
2026-04,2026-04-17,D18,ideal_research,2400,0,0
2026-04,2026-04-17,D18,normal_retail,2391,0,0
2026-04,2026-04-17,D18,stressed_retail,2395,0,0
2026-04,2026-04-20,D08,disconnect_scenario,2378,0,0
2026-04,2026-04-20,D08,good_retail,2403,0,0
2026-04,2026-04-20,D08,ideal_research,2400,0,0
2026-04,2026-04-20,D08,normal_retail,2399,0,0
2026-04,2026-04-20,D08,stressed_retail,2392,0,0
2026-04,2026-04-21,D01,disconnect_scenario,2371,0,0
2026-04,2026-04-21,D01,good_retail,2399,0,0
2026-04,2026-04-21,D01,ideal_research,2400,0,0
2026-04,2026-04-21,D01,normal_retail,2397,0,0
2026-04,2026-04-21,D01,stressed_retail,2384,0,0
2026-04,2026-04-22,D04,disconnect_scenario,2374,0,0
2026-04,2026-04-22,D04,good_retail,2402,0,0
2026-04,2026-04-22,D04,ideal_research,2400,0,0
2026-04,2026-04-22,D04,normal_retail,2397,0,0
2026-04,2026-04-22,D04,stressed_retail,2380,0,0
2026-04,2026-04-23,D05,disconnect_scenario,2367,0,0
2026-04,2026-04-23,D05,good_retail,2400,0,0
2026-04,2026-04-23,D05,ideal_research,2400,0,0
2026-04,2026-04-23,D05,normal_retail,2398,0,0
2026-04,2026-04-23,D05,stressed_retail,2387,0,0
2026-04,2026-04-24,D01,disconnect_scenario,2377,0,0
2026-04,2026-04-24,D01,good_retail,2402,0,0
2026-04,2026-04-24,D01,ideal_research,2400,0,0
2026-04,2026-04-24,D01,normal_retail,2394,0,0
2026-04,2026-04-24,D01,stressed_retail,2390,0,0
2026-04,2026-04-27,D01,disconnect_scenario,2366,0,0
2026-04,2026-04-27,D01,good_retail,2394,0,0
2026-04,2026-04-27,D01,ideal_research,2400,0,0
2026-04,2026-04-27,D01,normal_retail,2405,0,0
2026-04,2026-04-27,D01,stressed_retail,2392,0,0
2026-04,2026-04-28,D06,disconnect_scenario,2372,0,0
2026-04,2026-04-28,D06,good_retail,2402,0,0
2026-04,2026-04-28,D06,ideal_research,2400,0,0
2026-04,2026-04-28,D06,normal_retail,2396,0,0
2026-04,2026-04-28,D06,stressed_retail,2387,0,0
2026-04,2026-04-29,D12,disconnect_scenario,2352,0,444
2026-04,2026-04-29,D12,good_retail,2397,0,450
2026-04,2026-04-29,D12,ideal_research,2400,0,450
2026-04,2026-04-29,D12,normal_retail,2398,0,450
2026-04,2026-04-29,D12,stressed_retail,2374,0,443
2026-04,2026-04-30,D12,disconnect_scenario,2354,0,221
2026-04,2026-04-30,D12,good_retail,2401,0,225
2026-04,2026-04-30,D12,ideal_research,2400,0,225
2026-04,2026-04-30,D12,normal_retail,2401,0,225
2026-04,2026-04-30,D12,stressed_retail,2371,0,221
2026-05,2026-05-01,D04,disconnect_scenario,2380,0,0
2026-05,2026-05-01,D04,good_retail,2393,0,0
2026-05,2026-05-01,D04,ideal_research,2400,0,0
2026-05,2026-05-01,D04,normal_retail,2390,0,0
2026-05,2026-05-01,D04,stressed_retail,2386,0,0
2026-05,2026-05-04,D15,disconnect_scenario,2377,0,0
2026-05,2026-05-04,D15,good_retail,2399,0,0
2026-05,2026-05-04,D15,ideal_research,2400,0,0
2026-05,2026-05-04,D15,normal_retail,2400,0,0
2026-05,2026-05-04,D15,stressed_retail,2394,0,0
2026-05,2026-05-05,D19,disconnect_scenario,2372,0,0
2026-05,2026-05-05,D19,good_retail,2399,0,0
2026-05,2026-05-05,D19,ideal_research,2400,0,0
2026-05,2026-05-05,D19,normal_retail,2399,0,0
2026-05,2026-05-05,D19,stressed_retail,2395,0,0
2026-05,2026-05-06,D04,disconnect_scenario,2370,0,0
2026-05,2026-05-06,D04,good_retail,2397,0,0
2026-05,2026-05-06,D04,ideal_research,2400,0,0
2026-05,2026-05-06,D04,normal_retail,2398,0,0
2026-05,2026-05-06,D04,stressed_retail,2378,0,0
2026-05,2026-05-07,D12,disconnect_scenario,2360,0,152
2026-05,2026-05-07,D12,good_retail,2403,0,150
2026-05,2026-05-07,D12,ideal_research,2400,0,150
2026-05,2026-05-07,D12,normal_retail,2396,0,148
2026-05,2026-05-07,D12,stressed_retail,2384,0,147
2026-05,2026-05-08,D04,disconnect_scenario,2350,2350,219
2026-05,2026-05-08,D04,good_retail,2399,2399,225
2026-05,2026-05-08,D04,ideal_research,2400,2400,225
2026-05,2026-05-08,D04,normal_retail,2400,2400,223
2026-05,2026-05-08,D04,stressed_retail,2374,2374,225
2026-05,2026-05-11,D12,disconnect_scenario,2347,0,360
2026-05,2026-05-11,D12,good_retail,2396,0,372
2026-05,2026-05-11,D12,ideal_research,2400,0,375
2026-05,2026-05-11,D12,normal_retail,2398,0,374
2026-05,2026-05-11,D12,stressed_retail,2391,0,373
2026-05,2026-05-12,D08,disconnect_scenario,2364,0,0
2026-05,2026-05-12,D08,good_retail,2400,0,0
2026-05,2026-05-12,D08,ideal_research,2400,0,0
2026-05,2026-05-12,D08,normal_retail,2398,0,0
2026-05,2026-05-12,D08,stressed_retail,2380,0,0
2026-05,2026-05-13,D09,disconnect_scenario,2372,0,0
2026-05,2026-05-13,D09,good_retail,2402,0,0
2026-05,2026-05-13,D09,ideal_research,2400,0,0
2026-05,2026-05-13,D09,normal_retail,2398,0,0
2026-05,2026-05-13,D09,stressed_retail,2380,0,0
2026-05,2026-05-14,D12,disconnect_scenario,2359,0,366
2026-05,2026-05-14,D12,good_retail,2402,0,376
2026-05,2026-05-14,D12,ideal_research,2400,0,375
2026-05,2026-05-14,D12,normal_retail,2390,0,374
2026-05,2026-05-14,D12,stressed_retail,2377,0,374
2026-05,2026-05-15,D01,disconnect_scenario,2375,0,0
2026-05,2026-05-15,D01,good_retail,2402,0,0
2026-05,2026-05-15,D01,ideal_research,2400,0,0
2026-05,2026-05-15,D01,normal_retail,2400,0,0
